,general_wages,athletics_wages,gifted_wages,accelerated_wages,disability_wages,billingual_wages,bond_interest,debt_interest,rent,athletics,per_capita_ASF,foundational_school,school_lunch,bond_principal,prof_services,utilities,USDA_donations,overtime,land_purchase
003903120,913208,,,37015.0,252155.0,250.0,,,,,,,,,9942.0,,,2947.0,
003903121,1205660,,56523.0,130334.0,329274.0,250.0,,,,,,,,,11650.0,,,4061.0,
003903122,992139,,,97871.0,585702.0,250.0,,,,,,,,,14980.0,,,3805.0,
003903123,903854,,,46570.0,143247.0,4395.0,,,,,,,,,4993.0,,,2327.0,
003903124,1004587,,378.0,167917.0,47541.0,250.0,,,,,,,,,,,,1651.0,
003903125,461976,,,90076.0,,29059.0,,,,,,,,,,,,1676.0,
003903126,-1481,,,48858.0,,17877.0,,,,,,,,,,,,1318.0,
003903127,615626,,,169168.0,489723.0,500.0,,,,,,,,,28295.0,,,4337.0,
003903128,919590,,,153512.0,73380.0,250.0,,,,,,,,,1664.0,,,2026.0,
003903129,1551056,,,62621.0,127401.0,33296.0,,,,,,,,,1664.0,,,2876.0,
003903130,843959,,,172173.0,118142.0,250.0,,,,,,,,,1642.0,,,3332.0,
003903131,1316379,,,111861.0,,46401.0,,,,,,,,,,,,1070.0,
003903999,864,,,282458.0,133254.0,22510.0,2220281.0,,,,,,,2430000.0,14155.0,2368269.0,282219.0,302331.0,45688.0
003904001,920207,542.0,,145353.0,179603.0,,,,,,,,,,6855.0,,,,
003904041,1130415,,1.0,80700.0,226894.0,3000.0,,,,,,,,,8394.0,,,,
003904101,1279621,,9953.0,227989.0,168339.0,5000.0,,,,,,,,,7585.0,,,,
003904102,566990,,5780.0,110488.0,162504.0,3000.0,,,,,,,,,7385.0,,,,
003905001,962080,108624.0,82833.0,,143885.0,13714.0,,,,,,,,,60603.0,,,4936.0,
003905041,1038647,25992.0,130549.0,5442.0,101358.0,31488.0,,,,,,,,,35534.0,,,1439.0,
003905101,1506505,,58831.0,56063.0,222696.0,74077.0,,,,,,,,,23134.0,,,,
003905102,506165,,,147861.0,67331.0,208598.0,,,,,,,,,7430.0,,,,
003906001,535955,26368.0,5626.0,110588.0,175125.0,,,,,,,,,,16999.0,107503.0,,17069.0,
003906101,473162,,4821.0,174351.0,90320.0,,,,,,,,,,15821.0,44155.0,,20835.0,
003906999,2941,,,,,,293366.0,,,,,,,370000.0,4888.0,24877.0,15176.0,10345.0,
003907001,1559756,121867.0,,26353.0,243458.0,,,,,,,,,,45021.0,,,,
003907041,1208744,13500.0,9253.0,98351.0,115708.0,,,,,,,,,,18189.0,,,,
003907102,1677092,,13500.0,118069.0,208367.0,5226.0,,,,,,,,,29613.0,,,,
003907999,1500,,,,63178.0,,734017.0,,,,,,,74889.0,51303.0,558085.0,43106.0,3962.0,
004901001,2327927,8000.0,,,451892.0,,,,,,,,,,9141.0,554998.0,,3728.0,
004901041,2308719,3000.0,,,435610.0,,,,,,,,,,8975.0,200742.0,,45749.0,
004901101,1326082,,,,190443.0,,,,,,,,,,3828.0,123754.0,,621.0,
004901102,828594,,,,83601.0,,,,,,,,,,2586.0,94568.0,,989.0,
004901103,2129068,,,,221267.0,,,,,,,,,,6414.0,172409.0,,1182.0,92604.0
004901699,5045,,,84180.0,12040.0,4375.0,,,,,,,,,,,,8893.0,
004901998,41983,,,,,,753846.0,104449.0,,,,,,825000.0,,1221.0,,4729.0,
004901999,325398,362059.0,14430.0,83435.0,211645.0,1000.0,,,,,,,,,6926.0,215332.0,97790.0,257104.0,
005901001,1050506,113700.0,1587.0,34332.0,111767.0,,,,,,,,,,39761.0,59187.0,,1797.0,
005901101,789068,,7858.0,113398.0,113726.0,,,,,,,,,,10783.0,29114.0,,,
005902001,929379,153829.0,7292.0,37223.0,59758.0,,,,,,,,,,34628.0,,,7765.0,
005902041,597119,,,31941.0,57877.0,,,,,,,,,,714.0,,,115.0,
005902101,1037679,,8639.0,48532.0,79177.0,,,,,,,,,,1230.0,,,223.0,
005904001,424773,80170.0,15449.0,25947.0,47676.0,,,,,,,,,,2889.0,6082.0,,31208.0,
005904041,330148,8888.0,,43573.0,19205.0,,,,,,,,,,803.0,542.0,,,
005904101,557792,,537.0,46778.0,29926.0,27350.0,,,,,,,,,1440.0,2177.0,,7907.0,
005904999,374,,,,,,80102.0,,,,,,,90000.0,64390.0,183007.0,15424.0,3454.0,
006902001,793396,,,,53281.0,,,,,,,,,,23037.0,,,,
006902101,563081,,,,70370.0,,,,,,,,,,4909.0,,,,
007901001,327486,,53.0,137728.0,57936.0,475.0,,,,,,,,,4077.0,,,,
007901041,416116,,1106.0,90924.0,62376.0,,,,,,,,,,4044.0,,,,
007901101,435299,,,27918.0,64405.0,26435.0,,,,,,,,,4157.0,,,,
007902001,1066254,140238.0,41778.0,53426.0,127421.0,2750.0,,,,,,,,,21131.0,100912.0,35841.0,11560.0,
007902041,1112180,17750.0,,14217.0,203743.0,4150.0,,,,,,,,,6993.0,79049.0,,8043.0,
007902101,1677383,,500.0,1000.0,115607.0,14591.0,,,,,,,,,18663.0,80233.0,,10081.0,
007902751,135616,,,,60950.0,,,,,,,,,,4769.0,16744.0,,4406.0,
007904001,1297558,145758.0,6760.0,447247.0,146087.0,1025.0,,,,,,,,,26173.0,154016.0,15503.0,3737.0,
007904041,978150,38638.0,7331.0,233923.0,165419.0,713.0,,,,,,,,,4547.0,76090.0,14930.0,10671.0,
007904101,1315796,,3001.0,213193.0,305914.0,6381.0,,,,,,,,,,58897.0,14515.0,4559.0,
007904103,605083,,6148.0,158747.0,110814.0,7827.0,,,,,,,,,,54137.0,13848.0,3310.0,
007905001,2663998,232919.0,,,432923.0,300.0,,,,,,,,,22513.0,368145.0,,15044.0,
007905005,38600,,,,,,,,,,,,,,,,,,
007905041,1398098,28734.0,,,232997.0,900.0,,,,,,,,,4089.0,101222.0,,2641.0,
007905102,23692,,,,,900.0,,,,,,,,,212.0,36388.0,,1902.0,
007905103,1127586,,56986.0,78400.0,153247.0,1800.0,,,,,,,,,4174.0,125978.0,,20.0,16793.0
007905104,1220760,,,,198655.0,1800.0,,,,,,,,,3974.0,134502.0,,1615.0,
007905105,1485505,,56467.0,79750.0,76133.0,8230.0,,,,,,,,,4571.0,149340.0,,74.0,9440.0
007906001,1171315,227441.0,20841.0,387088.0,180142.0,,,,,,,,,,68618.0,24388.0,,30282.0,
007906041,839650,30235.0,,197178.0,61939.0,,,,,,,,,,77117.0,,,18872.0,
007906101,1285085,,,117744.0,74597.0,10840.0,,,,,,,,,,,,26313.0,
007906102,610518,,5047.0,39134.0,86468.0,1500.0,,,,,,,,,,,,6049.0,
008901001,1502466,227829.0,7589.0,63474.0,274827.0,2323.0,,,,,,,,,50044.0,1168.0,3564.0,13717.0,
008901041,1782670,43908.0,24279.0,80161.0,162269.0,60581.0,,,,,,,,,15279.0,876.0,13732.0,6611.0,
008901101,1405037,,20593.0,130670.0,149808.0,58835.0,,,,,,,,,7192.0,1131.0,13695.0,3082.0,
008901102,821294,,19946.0,55347.0,137616.0,13163.0,,,,,,,,,5167.0,1208.0,13676.0,3807.0,
008901105,612947,,31610.0,10295.0,90248.0,,,,,,,,,,5052.0,2173.0,13673.0,1330.0,
008902001,2330200,186542.0,,13138.0,407607.0,1655.0,,,,,,,,,55969.0,,,,
008902041,1805137,43591.0,16138.0,290572.0,365130.0,1652.0,,,,,,,,,11812.0,,,,
008902102,1870932,,30545.0,19885.0,295845.0,10562.0,,,,,,,,,10157.0,,,,
008902103,1171805,,30801.0,900.0,246753.0,1709.0,,,,,,,,,7137.0,,,,
008902999,1483,84877.0,,,165592.0,45797.0,1131460.0,,,,,,,1396033.0,1615264.0,1126087.0,82213.0,62823.0,
008903001,787922,95604.0,,67263.0,47993.0,,,,,,,,,,26774.0,127959.0,,,
008903041,582968,41533.0,350.0,97878.0,68057.0,,,,,,,,,,6993.0,79317.0,,,
008903102,845250,,25923.0,60263.0,173397.0,31825.0,,,,,,,,,33791.0,102567.0,,,
009901001,1080678,165203.0,,31688.0,178441.0,9642.0,,,,,,,,,11825.0,,,,
009901041,915599,34743.0,8532.0,59089.0,183272.0,8730.0,,,,,,,,,8849.0,,,,
009901101,755653,,6697.0,,145214.0,10597.0,,,,,,,,,5029.0,,,,
009901103,773319,,7777.0,171070.0,254542.0,50661.0,,,,,,,,,8087.0,,,,
010901001,427243,54808.0,14658.0,163303.0,152756.0,14887.0,,,,,,,,,32302.0,,,2829.0,
010901101,505096,,26962.0,127289.0,15296.0,310.0,,,,,,,,,8872.0,,,649.0,
010901999,110,,,781.0,1657.0,,,,,,,,,,11894.0,103855.0,17.0,20472.0,
010902001,1836208,170083.0,,178589.0,339518.0,26451.0,,,,,,,,,24269.0,,,,
010902041,1724317,42075.0,47125.0,244718.0,311736.0,15075.0,,,,,,,,,19878.0,,,,
010902101,1718755,,17343.0,241097.0,430583.0,,,,,,,,,,27916.0,,,,
010902102,1487727,,9555.0,301709.0,371936.0,,,,,,,,,,23409.0,,,,
011901001,3105225,253537.0,538187.0,385532.0,890646.0,18217.0,,,,,,,,,151936.0,34071.0,,,
011901002,1609939,180129.0,258982.0,216259.0,547676.0,42787.0,,,,,,,,,96953.0,12302.0,,4324.0,
011901041,1293429,43001.0,459231.0,254059.0,270646.0,44052.0,,,,,,,,,49893.0,10260.0,,,
011901101,1538127,,25812.0,66168.0,298763.0,1086.0,,,,,,,,,8613.0,8653.0,,,
011901102,1128076,,28330.0,52123.0,223526.0,240994.0,,,,,,,,,5369.0,6977.0,,,
011901103,1101264,,27251.0,117822.0,324554.0,893316.0,,,,,,,,,7480.0,10825.0,,,
011901104,1478666,,30091.0,150837.0,332387.0,128532.0,,,,,,,,,6533.0,8473.0,,436.0,
011901106,1322559,39376.0,367538.0,199891.0,391839.0,79829.0,,,,,,,,,30240.0,10544.0,,,
011901107,1143476,,27360.0,54678.0,363541.0,501603.0,,,,,,,,,11895.0,10842.0,,,
011901108,1321012,,28791.0,127684.0,476261.0,259888.0,,,,,,,,,8580.0,9730.0,,,
011901109,1124954,,28374.0,75952.0,278381.0,530429.0,,,,,,,,,4202.0,8813.0,,,
011901110,1294379,,25649.0,33179.0,393445.0,556941.0,,,,,,,,,10188.0,11103.0,,500.0,
011901999,68197,,,483852.0,5585.0,109684.0,,11440982.0,,,,,,2744840.0,3720231.0,2267358.0,265283.0,185465.0,1450.0
011902001,2015791,287401.0,48653.0,,443752.0,33033.0,,,,,,,,,77393.0,390268.0,,,
011902041,1757860,59000.0,39996.0,,359702.0,25426.0,,,,,,,,,72270.0,222012.0,,2854.0,
011902101,1591703,,49669.0,,249014.0,,,,,,,,,,44825.0,83498.0,,,
011902102,1520519,,48019.0,,425507.0,,,,,,,,,,38448.0,118772.0,,855.0,
011902103,1486349,,108600.0,,123480.0,30644.0,,,,,,,,,14574.0,126722.0,,,
011902999,87708,,,,56284.0,60375.0,3400804.0,81.0,,,,,,,268546.0,353784.0,114818.0,111973.0,
011904002,1155284,,,-1851.0,220568.0,24707.0,,,,,,,,,,180001.0,,,
011904041,856068,,126334.0,4820.0,314581.0,26253.0,,,,,,,,,,146849.0,,,
011904101,928300,,10512.0,3640.0,274602.0,,,,,,,,,,,86490.0,,,
011904102,1039772,,,,233644.0,6213.0,,,,,,,,,,130417.0,,,
011904999,77175,186179.0,,,96705.0,,421850.0,,,,,,,930000.0,,92359.0,62153.0,22178.0,
011905101,355129,3540.0,7279.0,102256.0,61610.0,3692.0,,,,,,,,,6241.0,,,,
012901001,483474,73198.0,7891.0,,43173.0,4021.0,,,,,,,,,26651.0,129676.0,7767.0,5651.0,
012901042,541531,10770.0,3433.0,,53189.0,,,,,,,,,,,3001.0,,1068.0,
012901101,451358,,,76405.0,50762.0,,,,,,,,,,68.0,50827.0,7767.0,1879.0,
013901001,2671232,358988.0,,8183.0,399124.0,57281.0,,5225.0,,,,,,,68320.0,268177.0,,8578.0,
013901041,1914007,78092.0,95107.0,216357.0,409686.0,6603.0,,,,,,,,,44520.0,147435.0,,954.0,
013901101,1129933,,53315.0,90853.0,74668.0,13914.0,,,,,,,,,25217.0,58877.0,,953.0,
013901102,1031163,,53807.0,218519.0,303476.0,7081.0,,,,,,,,,15971.0,59942.0,,431.0,
013901104,1187191,,52785.0,158287.0,147752.0,12174.0,,,,,,,,,13933.0,81260.0,,540.0,
013901105,757497,,,192709.0,203170.0,18778.0,,,,,,,,,26148.0,70023.0,,539.0,
013901999,732444,,,5000.0,60362.0,,878354.0,24135.0,,,,,,1725000.0,790313.0,189370.0,98042.0,11462.0,
013902101,439300,5265.0,,13363.0,60286.0,,,,,,,,,,121907.0,13531.0,6104.0,15566.0,
013903001,659335,66492.0,,26424.0,79023.0,,,,,,,,,,13384.0,,,989.0,
013903101,522518,,5900.0,,66708.0,,,,,,,,,,6403.0,,,2710.0,
013905001,484138,195308.0,,123656.0,151077.0,,,,,,,,,,,,,3225.0,
013905041,439444,83533.0,,44401.0,113826.0,7539.0,,,,,,,,,,,,175.0,
013905101,919182,,18821.0,13434.0,141108.0,26941.0,,,,,,,,,,,,312.0,
014901001,1043928,75856.0,12630.0,73547.0,162068.0,4315.0,,,,,,,,,24384.0,,,,
014901041,1035519,19020.0,12150.0,81023.0,159756.0,763.0,,,,,,,,,39225.0,,,,
014901101,1087764,,12218.0,105789.0,119287.0,310.0,,,,,,,,,37005.0,,,,
014902001,666789,117523.0,16220.0,68584.0,85534.0,36326.0,,,,,,,,,7952.0,,,20696.0,
014903001,5340313,1017040.0,257034.0,395371.0,1278449.0,81056.0,,,,,,,,,77906.0,,88591.0,12120.0,
014903005,144301,,,176239.0,41632.0,,,,,,,,,,157846.0,,8608.0,11666.0,
014903042,1923596,45800.0,156320.0,390145.0,334309.0,115487.0,,,,,,,,,38216.0,,21538.0,10981.0,
014903043,2110231,76920.0,213470.0,208786.0,459069.0,12006.0,,,,,,,,,35564.0,,27457.0,4186.0,
014903044,2055953,78230.0,31197.0,291743.0,422614.0,76705.0,,,,,,,,,42096.0,,28627.0,3566.0,
014903102,822181,,,139745.0,173185.0,,,,,,,,,,4140.0,,9388.0,6648.0,
014903103,1185296,,,151086.0,263154.0,,,,,,,,,,19189.0,,14796.0,3125.0,
014903104,1556529,,,171204.0,98060.0,25453.0,,,,,,,,,19241.0,,15692.0,3637.0,
014903108,2059924,,,175393.0,262694.0,,,,,,,,,,7856.0,,17720.0,3176.0,
014903109,1863870,,,180651.0,145343.0,,,,,,,,,,5961.0,,18248.0,2284.0,
014903111,2110599,,,138918.0,308092.0,,,,,,,,,,8162.0,,18204.0,3099.0,
014903114,1655599,,,202698.0,396896.0,25453.0,,,,,,,,,18172.0,,21537.0,4449.0,
014903116,1633674,,,182406.0,329170.0,,,,,,,,,,6760.0,,19119.0,3752.0,
014903699,45545,,,,,8600.0,,,,,,,,,,,,29819.0,
014903999,18901,114059.0,,115450.0,412546.0,3368.0,3282077.0,,,,,,,3828031.0,732247.0,2808756.0,,424655.0,1394869.0
014905001,497654,50621.0,2474.0,40230.0,47622.0,,,,,,,,,,33118.0,,,7144.0,
014905041,416431,49879.0,2615.0,71877.0,26281.0,,,,,,,,,,9519.0,,,7509.0,
014905101,845297,,2388.0,101542.0,55005.0,5695.0,,,,,,,,,27360.0,,,4486.0,
014906001,5787498,465036.0,57446.0,144267.0,1833987.0,1617.0,,,,,,,,,185567.0,435135.0,,63640.0,
014906002,6504155,414081.0,137047.0,89386.0,1601900.0,1367.0,,,,,,,,,162012.0,496061.0,,102791.0,
014906003,42903,,,,3816.0,,,,,,,,,,86601.0,201625.0,,7933.0,
014906004,754006,,,11725.0,194637.0,,,,,,,,,,26519.0,464.0,,1978.0,
014906006,27387,4492.0,,9794.0,192448.0,1006.0,,,,,,,,,9643.0,74630.0,,3674.0,
014906007,6623121,442937.0,56599.0,66586.0,1510659.0,,,,,,,,,,152142.0,477054.0,,40375.0,
014906008,6051000,417562.0,84272.0,116336.0,1366777.0,,,,,,,,,,144860.0,434607.0,,27767.0,
014906009,11876,,,20502.0,130306.0,563.0,,,,,,,,,14465.0,,,1199.0,
014906025,940,,,5350.0,125302.0,,,,,,,,,,19285.0,,,320.0,
014906026,297555,,,4924.0,10396.0,,,,,,,,,,4821.0,10677.0,,107.0,
014906042,2109115,31246.0,127340.0,77437.0,437268.0,908.0,,,,,,,,,39513.0,155469.0,,2737.0,
014906043,2443484,29501.0,109599.0,97032.0,447900.0,,,,,,,,,,38652.0,170723.0,,5731.0,
014906044,1895693,29382.0,150353.0,74907.0,614897.0,,,,,,,,,,59448.0,168934.0,,3761.0,
014906045,2267889,29522.0,70207.0,115198.0,422924.0,,,,,,,,,,44160.0,149325.0,,19293.0,
014906046,2219937,29919.0,214257.0,80549.0,565238.0,561.0,,,,,,,,,45458.0,179221.0,,8839.0,
014906048,2774435,29621.0,163251.0,120837.0,410822.0,337.0,,,,,,,,,30474.0,192989.0,,10550.0,
014906049,2605512,31434.0,,88357.0,527717.0,,,,,,,,,,59780.0,193597.0,,3763.0,
014906050,2461546,29428.0,44195.0,129467.0,563607.0,,,,,,,,,,63154.0,187009.0,,8410.0,
014906051,2623287,32080.0,16713.0,73026.0,272233.0,,,,,,,,,,24384.0,181945.0,,5525.0,
014906052,1829041,32814.0,103460.0,101345.0,205440.0,796.0,,,,,,,,,14464.0,187017.0,,11469.0,
014906053,2233015,36978.0,53825.0,79980.0,397423.0,,,,,,,,,,49692.0,187796.0,,2369.0,
014906102,1643566,,,85159.0,247892.0,19307.0,,,,,,,,,37091.0,104616.0,,2352.0,
014906103,1558255,,,79185.0,313761.0,1071.0,,,,,,,,,32792.0,123885.0,,8276.0,
014906104,1282435,,,69736.0,276649.0,,,,,,,,,,23488.0,96295.0,,3569.0,
014906105,2335610,,,94725.0,126975.0,29052.0,,,,,,,,,5110.0,124111.0,,12740.0,
014906108,2564471,,,175702.0,214679.0,,,,,,,,,,19770.0,153667.0,,4259.0,
014906109,2182502,,3832.0,99690.0,133133.0,32379.0,,,,,,,,,14465.0,125375.0,,7392.0,
014906110,2302688,,,94991.0,186739.0,31416.0,,,,,,,,,16604.0,134511.0,,9447.0,
014906111,1441652,,,71640.0,268929.0,,,,,,,,,,25805.0,101417.0,,4251.0,
014906112,1726189,,,77005.0,176376.0,377.0,,,,,,,,,14759.0,110758.0,,7662.0,
014906113,1670222,,,54822.0,367082.0,,,,,,,,,,43643.0,97862.0,,16103.0,
014906115,2204941,,,56204.0,239742.0,1081.0,,,,,,,,,31632.0,116552.0,,6821.0,
014906116,1863343,,,58978.0,142803.0,,,,,,,,,,9980.0,114460.0,,2949.0,
014906117,1983010,,,57586.0,149726.0,,,,,,,,,,7569.0,112929.0,,1832.0,
014906119,2005078,,,55196.0,416234.0,561.0,,,,,,,,,53331.0,119223.0,,11376.0,
014906120,2685016,,,55664.0,198956.0,1489.0,,,,,,,,,16875.0,137369.0,,5472.0,
014906121,2164063,,,78174.0,349358.0,,,,,,,,,,41269.0,119526.0,,4191.0,
014906122,2119020,,,81926.0,200521.0,495.0,,,,,,,,,18894.0,132259.0,,3458.0,
014906123,2509999,,,58280.0,186762.0,,,,,,,,,,12148.0,123465.0,,9465.0,
014906124,2308672,,,70784.0,100811.0,59172.0,,,,,,,,,3078.0,124072.0,,5046.0,
014906125,1986615,,,53147.0,278089.0,11749.0,,,,,,,,,26910.0,138598.0,,15225.0,
014906126,1759703,,,50367.0,415013.0,,,,,,,,,,51224.0,124574.0,,4421.0,
014906127,2394186,,,58642.0,402913.0,,,,,,,,,,55270.0,139123.0,,11255.0,
014906128,1687650,,,49936.0,456554.0,561.0,,,,,,,,,66786.0,110489.0,,4686.0,
014906129,2006860,,,70322.0,306791.0,,,,,,,,,,38574.0,120922.0,,2678.0,
014906130,2129126,,,65782.0,301607.0,,,,,,,,,,38871.0,148494.0,,15665.0,
014906131,2682615,,4205.0,81571.0,461509.0,4508.0,,,,,,,,,63112.0,165081.0,,14635.0,
014906132,1911138,,,75052.0,279618.0,18540.0,,,,,,,,,29410.0,136450.0,,7861.0,
014906133,2729168,,,196445.0,350967.0,,,,,,,,,,29205.0,154325.0,,5239.0,
014906135,2950786,,,60637.0,452912.0,,,,,,,,,,60912.0,197979.0,,12158.0,
014906136,2387281,,,91873.0,406635.0,,,,,,,,,,62601.0,184452.0,,5852.0,
014906137,1904544,,,54216.0,280567.0,,,,,,,,,,43848.0,154899.0,,3590.0,
014906138,2370620,,,53860.0,378026.0,,,,,,,,,,66037.0,159957.0,,6834.0,
014906699,413762,,,1089044.0,77697.0,184981.0,,,,,,,,,20296.0,,,339760.0,
014907001,964191,,,126937.0,89150.0,,,,,,,,,,15632.0,,,,
014907041,409243,,6132.0,124400.0,131125.0,,,,,,,,,,5304.0,,,,
014907102,938137,,2356.0,28835.0,168364.0,20720.0,,,,,,,,,11463.0,,,,
014908001,1234347,241037.0,,79860.0,154666.0,,,,,,,,,,65118.0,,,,
014908041,1162213,,24081.0,152363.0,96087.0,6352.0,,,,,,,,,,,,,
014908042,687208,,458.0,83672.0,69024.0,,,,,,,,,,,,,,
014908101,787267,,24366.0,98451.0,58034.0,9053.0,,,,,,,,,,,,,
014909002,4913370,537035.0,15817.0,762815.0,1379973.0,,,,,,,,,,187280.0,19788.0,60459.0,2978.0,
014909005,13496,,,,120776.0,,,,,,,,,,1503.0,,,,
014909008,15171,,,,,,,,,,,,,,129.0,,,,
014909041,1914307,39330.0,,207081.0,322112.0,,,,,,,,,,13086.0,10544.0,15204.0,8335.0,
014909042,1802476,42700.0,,180662.0,387111.0,,,,,,,,,,14441.0,10516.0,13089.0,729.0,
014909044,1606898,37070.0,,202848.0,487586.0,,,,,,,,,,15822.0,9318.0,11572.0,3027.0,
014909102,1212654,,,311426.0,63897.0,,,,,,,,,,1180.0,6430.0,12239.0,,
014909107,1525608,,,186485.0,105893.0,,,,,,,,,,1697.0,6878.0,16823.0,,
014909110,1169514,,,130847.0,119865.0,,,,,,,,,,1819.0,6817.0,13614.0,6007.0,
014909111,1406564,,,165383.0,155709.0,,,,,,,,,,1725.0,9479.0,15221.0,,
014909114,1617301,,,166391.0,113473.0,,,,,,,,,,1877.0,8510.0,16826.0,,
014909115,855292,,,143759.0,32577.0,,,,,,,,,,840.0,8439.0,9085.0,1991.0,
014909116,1594163,,,188670.0,135081.0,,,,,,,,,,1953.0,8766.0,18924.0,,
014909117,1586547,,,89514.0,134491.0,,,,,,,,,,2040.0,8766.0,15323.0,,
014909118,1780387,,,180250.0,63541.0,,,,,,,,,,1458.0,8766.0,19742.0,2728.0,
014909198,49414,,,,,,,,,,,,,,21.0,,,,
014909999,1094,171680.0,148137.0,114887.0,571799.0,79859.0,2902591.0,61767.0,,,,,,3135000.0,249315.0,2458327.0,5490.0,102672.0,
014910001,963172,182366.0,11876.0,100647.0,89944.0,2000.0,,,,,,,,,23954.0,,,3250.0,
014910041,969483,31117.0,11876.0,59269.0,124211.0,2000.0,,,,,,,,,15744.0,,,1229.0,
014910101,943960,,11876.0,141056.0,153144.0,4000.0,,,,,,,,,4343.0,,,,
014910103,527139,,11876.0,,153160.0,500.0,,,,,,,,,3067.0,,,,
015901001,4512073,297562.0,755666.0,325611.0,694253.0,,,,,,,,,,362104.0,,,,
015901041,3597236,67373.0,335614.0,40482.0,645732.0,,,,,,,,,,240327.0,,,,
015901101,2947307,,69254.0,252582.0,532602.0,,,,,,,,,,37245.0,,,,
015901102,1221714,,,194174.0,531564.0,15219.0,,,,,,,,,18837.0,,,875.0,
015901104,3088700,,139965.0,730774.0,509320.0,8197.0,,,,,,,,,39476.0,,,,
015901699,176644,,,117416.0,,9955.0,,,,,,,,,5216.0,,,,
015904001,4602243,237508.0,9005.0,97207.0,1031864.0,97008.0,,,,,,,,,125641.0,471355.0,28353.0,14287.0,
015904002,4028512,235504.0,9005.0,93651.0,1093509.0,96131.0,,,,,,,,,161014.0,433378.0,32920.0,5917.0,
015904004,672978,,,,5639.0,208.0,,,,,,,,,86486.0,81853.0,5630.0,716.0,
015904041,2463416,48973.0,6754.0,43346.0,512331.0,49091.0,,,,,,,,,89348.0,221985.0,17492.0,999.0,
015904042,2170040,51310.0,6754.0,44357.0,474626.0,51456.0,,,,,,,,,46995.0,165476.0,20329.0,3247.0,
