,general_wages,athletics_wages,gifted_wages,accelerated_wages,disability_wages,billingual_wages,bond_interest,debt_interest,rent,athletics,per_capita_ASF,foundational_school,school_lunch,bond_principal,prof_services,utilities,USDA_donations,overtime,land_purchase
001902001,786349,86852.0,,24470.0,106693.0,,,,,,,,,,882.0,,,,
001902041,514343,15501.0,,21132.0,53287.0,,,,,,,,,,178.0,,,,
001902103,806413,,8302.0,171728.0,132649.0,1037.0,,,,,,,,,2301.0,,,,
001903001,1144030,199799.0,,,147562.0,,,,,,,,,,56506.0,,,,
001903041,774864,2500.0,,,122332.0,,,,,,,,,,8084.0,,,,
001903101,1570954,,7490.0,,301434.0,,,,,,,,,,8830.0,,,,
001903999,1220,,603.0,,,,782794.0,,,,,,,,650893.0,271604.0,22804.0,19782.0,
001904001,770781,110091.0,,,133658.0,,,,,,,,,,44946.0,,,,
001904041,529622,936.0,481.0,,47792.0,,,,,,,,,,4832.0,,,,
001904102,1218811,,14759.0,,103475.0,5706.0,,,,,,,,,21168.0,,,,
001906002,362135,,,31395.0,56349.0,6600.0,,,,,,,,,11406.0,71625.0,,-1995.0,
001906102,613233,,11658.0,122885.0,95063.0,,,,,,,,,,,68008.0,,,
001907001,1861694,374114.0,34822.0,16213.0,693545.0,,,,,,,,,,63065.0,262839.0,,7259.0,
001907041,1685674,39640.0,,,516278.0,10252.0,,,,,,,,,13796.0,172924.0,,3344.0,
001907101,818123,,,,125878.0,3798.0,,,,,,,,,2538.0,63318.0,,4849.0,
001907102,463449,,,,140889.0,,,,,,,,,,22538.0,32858.0,,5015.0,
001907107,1506645,,,,136975.0,,,,,,,,,,2603.0,93128.0,,293.0,
001907110,1883171,,57074.0,,304798.0,4416.0,,,,,,,,,7069.0,127930.0,,2577.0,
001908002,833398,,146639.0,320232.0,288218.0,126027.0,,,,,,,,,3467.0,,12938.0,6513.0,
001908041,615542,,67225.0,200150.0,137666.0,39019.0,,,,,,,,,648.0,,12938.0,4507.0,
001908101,704236,,36824.0,744658.0,178659.0,2448.0,,,,,,,,,,,12938.0,5220.0,
001908102,818920,,-105.0,348159.0,154718.0,2137.0,,,,,,,,,,,12938.0,7424.0,
001909001,441404,18694.0,4603.0,101076.0,99877.0,,,,,,,,,,,,,2226.0,
001909101,606581,,,319753.0,104350.0,5866.0,,,,,,,,,1904.0,,,,
002901001,2621905,432201.0,52011.0,457912.0,470706.0,,,,,,,,,,72531.0,159.0,,,
002901041,2291287,80372.0,99880.0,354153.0,373351.0,5790.0,,,,,,,,,29096.0,130.0,,,
002901101,1431386,,13870.0,403076.0,400833.0,,,,,,,,,,21094.0,121.0,,,
002901104,1607103,,23077.0,406580.0,280364.0,,,,,,,,,,18845.0,142.0,,,
002901105,2072813,,5094.0,200337.0,454062.0,8178.0,,,,,,,,,36683.0,84.0,,,
003902001,1817049,158717.0,154050.0,,311900.0,20506.0,,,,,,,,,139563.0,,,,
003902041,1164306,12806.0,410239.0,4488.0,339870.0,15100.0,,,,,,,,,63541.0,,,,
003902101,1664565,,53757.0,,164450.0,51264.0,,,,,,,,,7355.0,700.0,,,
003902102,1316666,,273866.0,60631.0,263817.0,23065.0,,,,,,,,,166019.0,,,,
003902999,760,,,400.0,205754.0,,1074767.0,,,,,,,503522.0,22485.0,804223.0,92535.0,,120948.0
003903001,6388291,355936.0,,245347.0,1628790.0,500.0,,,,,,,,,57227.0,1545.0,,10162.0,
003903003,318092,,,,98006.0,,,,,,,,,,4936.0,,,30.0,
003903044,5408708,,,399500.0,1049765.0,8560.0,,,,,,,,,28948.0,,,3120.0,
003903120,922407,,,101960.0,257076.0,250.0,,,,,,,,,9837.0,,,2155.0,
003903121,1279823,,56756.0,145028.0,313741.0,250.0,,,,,,,,,9868.0,,,2281.0,
003903122,986219,,,107676.0,538901.0,250.0,,,,,,,,,14803.0,,,4338.0,
003903123,964813,,,90141.0,135946.0,500.0,,,,,,,,,4934.0,,,2061.0,
003903124,917719,,489.0,203076.0,48519.0,250.0,,,,,,,,,,,,565.0,
003903125,807918,,,259962.0,,24649.0,,,,,,,,,,,,3349.0,
003903126,322092,,,302710.0,,12138.0,,,,,,,,,,,,2554.0,
003903127,801747,,,238414.0,487874.0,500.0,,,,,,,,,26052.0,,,4704.0,
003903128,988521,,,147732.0,73856.0,250.0,,,,,,,,,1645.0,,,882.0,
003903129,1486871,,,71726.0,129488.0,32747.0,,,,,,,,,1645.0,,,1681.0,
003903130,1074908,,,254731.0,172862.0,250.0,,,,,,,,,3268.0,,,1576.0,
003903131,1361574,,,120233.0,,41662.0,,,,,,,,,,,,3989.0,
003903999,2028,,,311881.0,157089.0,14104.0,2286331.0,,,,,,,1930000.0,26786.0,2437233.0,313072.0,386965.0,
003904001,1158103,,468.0,16530.0,137674.0,,,,,,,,,,33874.0,,,,
003904005,548,,,125195.0,9231.0,,,,,,,,,,21947.0,,,,
003904041,1198080,,4854.0,105282.0,232489.0,2000.0,,,,,,,,,10176.0,,,,
003904101,1327349,,10163.0,186313.0,130850.0,9600.0,,,,,,,,,8261.0,,,,
