,general_wages,athletics_wages,gifted_wages,accelerated_wages,disability_wages,billingual_wages,bond_interest,debt_interest,rent,athletics,per_capita_ASF,foundational_school,school_lunch,bond_principal,prof_services,utilities,USDA_donations,overtime,land_purchase
001902001,691368,132967.0,,13599.0,106611.0,1039.0,,,,,,,,,32631.0,,,,
001902041,550925,22461.0,,11610.0,76401.0,,,,,,,,,,19952.0,,,,
001902103,949601,,8907.0,105519.0,105864.0,,,,,,,,,,40860.0,,,,
001903001,1244642,205019.0,,,113876.0,,,,,,,,,,38738.0,,,,
001903041,983799,,,,118182.0,,,,,,,,,,6033.0,,,,
001903101,889258,,4862.0,,149326.0,,,,,,,,,,3398.0,,,,
001903102,855237,,4862.0,,134249.0,,,,,,,,,,3808.0,,,,
001904001,679510,211389.0,,,128234.0,,,,,,,,,,43052.0,,,,
001904041,657027,1904.0,2092.0,,44465.0,,,,,,,,,,13497.0,,,,
001904102,1127724,,,,124122.0,,,,,,,,,,32377.0,,,,
001906002,392777,,,10574.0,99915.0,2625.0,,,,,,,,,33508.0,53819.0,,-197.0,
001906102,742039,,10463.0,26822.0,158905.0,,,,,,,,,,26767.0,50138.0,,-337.0,
001907001,2882676,530159.0,37641.0,17758.0,250869.0,7294.0,,,,,,,,,34324.0,254196.0,,42805.0,
001907041,2005075,60660.0,,,253932.0,,,,,,,,,,29796.0,87915.0,,16587.0,
001907101,1758726,,,53015.0,,71264.0,,,,,,,,,,55137.0,,2968.0,
001907102,204949,,,,,,,,,,,,,,,22900.0,,11554.0,
001907107,1591893,,,40235.0,-3139.0,4610.0,,,,,,,,,,57477.0,,11174.0,
001907110,2685881,,,,,,,,,,,,,,,96047.0,,13177.0,
001907999,43562,,,215870.0,216205.0,18159.0,2635419.0,,,,,,,1705000.0,238198.0,140197.0,143769.0,144675.0,
001908002,1469606,,16227.0,92008.0,171445.0,,,,,,,,,,2256.0,,14813.0,13284.0,
001908041,1033715,,,30385.0,72807.0,,,,,,,,,,829.0,,14813.0,4034.0,
001908101,1311569,,20248.0,168454.0,208690.0,,,,,,,,,,,,14813.0,7625.0,
001908102,1063892,,,125454.0,150634.0,,,,,,,,,,,,14813.0,12886.0,
001908699,20330,,,,,,,,,,,,,,,,,,
001909001,470512,33653.0,6030.0,36722.0,49672.0,,,,,,,,,,,,,5335.0,
001909101,781683,,4716.0,216825.0,158269.0,4470.0,,,,,,,,,,,,,
002901001,3358677,562398.0,21246.0,200432.0,523612.0,,,,,,,,,,145494.0,,,,
002901041,2814512,90210.0,29319.0,558381.0,336184.0,,,,,,,,,,22251.0,,,,
002901101,1954558,,32300.0,726511.0,291551.0,,,,,,,,,,4413.0,,,,
002901104,1890204,,31168.0,556443.0,386212.0,3842.0,,,,,,,,,8773.0,,,,
002901105,2164583,,22930.0,342310.0,461714.0,4706.0,,,,,,,,,7324.0,,,,
003902001,1782000,189302.0,128745.0,,284000.0,223604.0,,,,,,,,,101915.0,,,,
003902041,1536098,24346.0,359063.0,,329443.0,41328.0,,,,,,,,,36747.0,,,,
003902101,1819570,,17183.0,,145218.0,38338.0,,,,,,,,,3202.0,,,,
003902102,1133985,,74098.0,,271210.0,352589.0,,,,,,,,,147023.0,,,,
003902999,2476,,,,339258.0,,466899.0,,,,,,,1040000.0,46871.0,578233.0,99551.0,,
003903001,6885064,380494.0,,301261.0,1311776.0,1167.0,,,,,,,,,49275.0,,,6781.0,
003903003,337820,,,,98537.0,,,,,,,,,,4430.0,,,338.0,
003903044,5674974,,,420259.0,1129067.0,15082.0,,,,,,,,,45583.0,,,998.0,
003903120,937983,,,47526.0,273549.0,250.0,,,,,,,,,11071.0,,,94.0,
003903121,1358746,,99248.0,111682.0,198303.0,250.0,,,,,,,,,6642.0,,,121.0,
003903122,883706,,,60156.0,666146.0,250.0,,,,,,,,,24356.0,,,493.0,
003903123,1007813,,,190943.0,124627.0,12147.0,,,,,,,,,4429.0,,,160.0,
003903124,1123574,,,150569.0,28154.0,250.0,,,,,,,,,,,,239.0,
003903125,488202,,,47530.0,,23235.0,,,,,,,,,,,,41.0,
003903127,790633,,,119156.0,635080.0,500.0,,,,,,,,,38067.0,,,1358.0,
003903128,881115,,,163948.0,36578.0,500.0,,,,,,,,,,,,1032.0,
003903129,1591884,,,63742.0,138854.0,37304.0,,,,,,,,,4429.0,,,75.0,
003903130,940974,,,61414.0,72003.0,135.0,,,,,,,,,,,,210.0,
003903131,1405135,,,114342.0,41212.0,43364.0,,,,,,,,,2214.0,,,89.0,
003904001,1270256,5129.0,,37963.0,225051.0,1000.0,,,,,,,,,4391.0,,,,
003904041,1215872,,2254.0,117223.0,201947.0,1000.0,,,,,,,,,2420.0,,,,
003904101,1453215,,7705.0,158836.0,101763.0,4000.0,,,,,,,,,2134.0,,,,
003904102,700403,,5315.0,56479.0,165513.0,2000.0,,,,,,,,,3162.0,,,,
003904700,14,,,,,,,,,,,,,,,,,,
003904999,1248,207818.0,,125493.0,214100.0,332.0,859979.0,,,,,,,950129.0,29064.0,536738.0,56659.0,,
003905001,1255404,152839.0,,11733.0,163961.0,8003.0,,,,,,,,,25985.0,,,,
003905041,1342929,,,22757.0,22029.0,3729.0,,,,,,,,,9314.0,,,,
003905101,1230572,,,57942.0,60870.0,32517.0,,,,,,,,,9311.0,,,,
003905102,266038,,,500.0,58688.0,11152.0,,,,,,,,,9145.0,,,,
003905103,1305747,,73914.0,112903.0,164291.0,15541.0,,,,,,,,,39255.0,,,,
003905699,2226,,,33878.0,,,,,,,,,,,,,,,
003905999,12535,73429.0,,,122388.0,,698750.0,,,,,,,245000.0,133337.0,749156.0,84617.0,,
003906001,611109,39426.0,10637.0,113226.0,101250.0,,,,,,,,,,11016.0,92006.0,,18280.0,
003906101,467909,,1513.0,159062.0,158486.0,,,,,,,,,,14208.0,41763.0,,16468.0,
003906999,2076,,,2568.0,,,282686.0,,,,,,,,5537.0,21114.0,14003.0,7752.0,
003907001,1408109,94081.0,3102.0,36450.0,397724.0,,,,,,,,,,55248.0,,,,
003907041,1674661,27212.0,4498.0,58330.0,341115.0,,,,,,,,,,57784.0,,,,
003907102,1736177,,29601.0,140942.0,237356.0,3318.0,,,,,,,,,48575.0,,,,
004901001,2822654,8078.0,500.0,,488676.0,250.0,,,,,,,,,18070.0,456376.0,,6077.0,
004901041,2453353,3000.0,500.0,3000.0,379311.0,250.0,,,,,,,,,15997.0,130102.0,,3990.0,
004901101,1670366,,500.0,,272498.0,500.0,,,,,,,,,10476.0,144464.0,,1953.0,
004901102,855143,,500.0,,76575.0,500.0,,,,,,,,,2780.0,73201.0,,1965.0,
004901103,2331768,,500.0,,356291.0,500.0,,,,,,,,,16474.0,190692.0,,3344.0,
004901998,42488,,,,,,1068934.0,109310.0,,,,,,1420000.0,,61165.0,,188.0,
004901999,3000,363983.0,20600.0,231999.0,164494.0,,,,,,,,,,2574.0,214002.0,134417.0,186575.0,
005901001,1159873,103635.0,1387.0,30542.0,111459.0,,,,,,,,,,46290.0,58130.0,,1925.0,
005901101,747894,,8340.0,103936.0,160495.0,,,,,,,,,,17119.0,27324.0,,,
005902001,863114,153035.0,,19474.0,72174.0,,,,,,,,,,39657.0,,,11421.0,
005902041,738390,,,37579.0,57511.0,,,,,,,,,,2205.0,,,833.0,
005902101,1242886,,21276.0,92617.0,90688.0,3332.0,,,,,,,,,915.0,,,2673.0,
005902999,1232,,360.0,87.0,,,702635.0,2621.0,,,,,,1195000.0,5266.0,208938.0,18475.0,46432.0,
005904001,447751,87360.0,1160.0,28985.0,32071.0,,,,,,,,,,7293.0,6298.0,,29874.0,
005904041,383318,14390.0,,50085.0,11107.0,,,,,,,,,,2584.0,539.0,,,
005904101,465278,,2294.0,35922.0,67515.0,4241.0,,,,,,,,,3749.0,2264.0,,16868.0,
005904999,1414,,,,,,87135.0,,,,,,,87128.0,88282.0,166719.0,14393.0,,40582.0
006902001,835924,,3500.0,,124485.0,,,,,,,,,,20479.0,,,,
006902101,536447,,,,58920.0,,,,,,,,,,12477.0,,,,
007901001,462066,,17.0,37728.0,59363.0,,,,,,,,,,8822.0,,,,
007901041,472434,,17.0,92864.0,57943.0,,,,,,,,,,4584.0,,,,
007901101,441064,,38.0,50601.0,63447.0,32875.0,,,,,,,,,2955.0,,,,
007901699,6375,,,6453.0,,,,,,,,,,,,,,,
007902001,1772739,248222.0,46873.0,75475.0,149928.0,3348.0,,,,,,,,,27987.0,113028.0,40325.0,22960.0,
007902004,69663,,,,18604.0,,,,,,,,,,,,,,
007902005,29921,,,15590.0,13090.0,,,,,,,,,,,,,1000.0,
007902041,1362696,38831.0,,25500.0,219003.0,6765.0,,,,,,,,,9918.0,104797.0,,20759.0,
007902101,2131761,,,1000.0,183255.0,18418.0,,,,,,,,,7620.0,106130.0,,29456.0,
007904001,1565337,199255.0,18339.0,436074.0,192573.0,3964.0,,,,,,,,,20419.0,174196.0,16662.0,4059.0,
007904041,1356364,48498.0,4474.0,95104.0,140866.0,5960.0,,,,,,,,,13579.0,62903.0,16772.0,7863.0,
007904101,1448420,,2198.0,109981.0,243309.0,12145.0,,,,,,,,,4335.0,98981.0,17456.0,5632.0,
007904103,716293,,3481.0,89438.0,143445.0,13792.0,,,,,,,,,5253.0,54245.0,15343.0,5024.0,
007905001,2569757,280845.0,,,491752.0,2500.0,,,,,,,,,6536.0,446991.0,,15952.0,
007905005,44619,,,,,,,,,,,,,,62.0,,,2.0,
007905041,1666221,76490.0,,,297283.0,1560.0,,,,,,,,,4374.0,104448.0,,6205.0,
007905103,2192184,,62947.0,,287625.0,5800.0,,,,,,,,,4967.0,141757.0,,860.0,
007905104,1609038,,,,220090.0,2585.0,,,,,,,,,3925.0,185979.0,,1423.0,
007905105,1413681,,52203.0,83416.0,130090.0,10086.0,,,,,,,,,4410.0,185357.0,,11349.0,
007906001,1472445,345896.0,,121242.0,247915.0,,,,,,,,,,5510.0,5476.0,,20584.0,
007906041,1262561,51628.0,,118250.0,176978.0,,,,,,,,,,407.0,,,24507.0,
007906101,1529464,,35733.0,72300.0,217452.0,36775.0,,,,,,,,,567.0,,,44141.0,
007906102,767615,,33694.0,43466.0,123580.0,,,,,,,,,,266.0,,,1465.0,
008901001,1623205,244615.0,,113820.0,234795.0,35371.0,,,,,,,,,73855.0,,,14187.0,
008901041,1787570,47591.0,7226.0,108595.0,147676.0,34306.0,,,,,,,,,13467.0,,,6740.0,
008901101,1590897,,24077.0,179629.0,284241.0,61618.0,,,,,,,,,14268.0,,,10175.0,
008901102,949758,,23561.0,60055.0,208291.0,13028.0,,,,,,,,,7490.0,,,4518.0,
008901105,641757,,11661.0,11212.0,42100.0,,,,,,,,,,1193.0,,,2501.0,
008901699,3325,,,22904.0,,2226.0,,,,,,,,,,,,,
008902001,2246535,208503.0,,40465.0,611209.0,928.0,,,,,,,,,17062.0,,,,
008902041,1958943,64590.0,,164392.0,366241.0,,,,,,,,,,9150.0,,,,
008902102,2756666,,32192.0,76568.0,487618.0,36669.0,,,,,,,,,14596.0,,,,
008902103,1146374,,32796.0,4000.0,285229.0,6236.0,,,,,,,,,6290.0,,,,
008903001,599563,53300.0,105152.0,45068.0,197113.0,,,,,,,,,,83243.0,113698.0,,648.0,
008903041,589386,15442.0,23522.0,160336.0,48973.0,,,,,,,,,,16901.0,73377.0,,825.0,
008903102,952156,,64213.0,86767.0,148859.0,90692.0,,,,,,,,,33630.0,80664.0,,2390.0,
008903103,263352,,,8295.0,4838.0,,,,,,,,,,3407.0,25080.0,,5.0,
009901001,1190286,196531.0,,,190811.0,8139.0,,,,,,,,,23298.0,,,,
009901041,1052721,19500.0,6720.0,25035.0,234726.0,8422.0,,,,,,,,,11212.0,,,,
009901101,733184,,,26987.0,270771.0,14735.0,,,,,,,,,15491.0,,,,
009901103,927694,,,,213321.0,9185.0,,,,,,,,,10310.0,,,,
010901001,924515,37408.0,4994.0,175570.0,122653.0,5683.0,,,,,,,,,63078.0,103289.0,12130.0,2178.0,20003.0
010902001,1757520,196734.0,,114072.0,289407.0,3853.0,,,,,,,,,17405.0,,,157.0,
010902041,1559170,38535.0,30082.0,130259.0,248018.0,4197.0,,,,,,,,,6953.0,,,52.0,
010902101,1382446,,,270585.0,251030.0,5220.0,,,,,,,,,3962.0,,,476.0,
010902102,1224976,,,328369.0,256983.0,1835.0,,,,,,,,,6530.0,,,79.0,
011901001,2964843,323831.0,483728.0,574585.0,977016.0,43266.0,,,,,,,,,328391.0,6885.0,,,
011901002,3439445,278619.0,313506.0,290361.0,877312.0,94559.0,,,,,,,,,127488.0,6842.0,,,
011901005,126325,,218575.0,158490.0,20120.0,3011.0,,,,,,,,,2953.0,42.0,,,
