,general_wages,athletics_wages,gifted_wages,accelerated_wages,disability_wages,billingual_wages,bond_interest,debt_interest,rent,athletics,per_capita_ASF,foundational_school,school_lunch,bond_principal,prof_services,utilities,USDA_donations,overtime,land_purchase
003903130,812150,,,167519.0,123683.0,250.0,,,,,,,,,1503.0,,,3141.0,
003903131,1390771,,,108697.0,3154.0,46469.0,,,,,,,,,,,,2542.0,
003903999,829,,,290831.0,126501.0,26606.0,2240843.0,,,,,,,2530000.0,13311.0,2459915.0,250864.0,386727.0,
003904001,1394554,,,152480.0,203352.0,5000.0,,,,,,,,,2735.0,,,,
003904041,975054,,,90412.0,216979.0,,,,,,,,,,4196.0,,,,
003904101,1088490,,9037.0,181002.0,152755.0,5000.0,,,,,,,,,3126.0,,,,
003904102,588787,,4304.0,68344.0,137316.0,2000.0,,,,,,,,,2817.0,,,,
003905001,1011733,116297.0,78022.0,32.0,70049.0,13316.0,,,,,,,,,86755.0,,,4624.0,
003905041,929430,29750.0,130295.0,1451.0,75411.0,30063.0,,,,,,,,,36372.0,,,1350.0,
003905101,1440783,,,56097.0,71486.0,208861.0,,,,,,,,,9066.0,,,,
003905102,104857,,,12663.0,23158.0,10490.0,,,,,,,,,8749.0,,,,
003905103,1133675,,63803.0,64.0,242602.0,12500.0,,,,,,,,,30146.0,,,,
003906001,623693,34507.0,6167.0,64192.0,75668.0,,,,,,,,,,61351.0,96826.0,,19830.0,
003906101,420423,,4119.0,130726.0,146406.0,,,,,,,,,,71133.0,39422.0,,17577.0,
003906999,2240,,,,,,332596.0,,,,,,,320670.0,4525.0,25405.0,13439.0,9594.0,
003907001,1463953,90743.0,,46654.0,237677.0,,,,,,,,,,33346.0,,,,
003907041,1254062,57840.0,9424.0,92673.0,244041.0,,,,,,,,,,36640.0,,,,
003907102,1713824,,21388.0,89412.0,258107.0,8917.0,,,,,,,,,43350.0,,,,
004901001,2439025,8000.0,,,577927.0,500.0,,,,,,,,,13847.0,552880.0,,4764.0,
004901041,2142689,3000.0,,,467446.0,500.0,,,,,,,,,11312.0,198728.0,,2557.0,
004901101,1293982,,,,195695.0,500.0,,,,,,,,,4541.0,130725.0,,2883.0,
004901102,861416,,,,82245.0,500.0,,,,,,,,,2884.0,91748.0,,1131.0,
004901103,2230525,,,141.0,218177.0,475.0,,,,,,,,,7715.0,256084.0,,13009.0,
004901699,4460,,,149540.0,18206.0,4240.0,,,,,,,,,,,,23550.0,
004901998,42488,,,,,,1300568.0,50446.0,,,,,,1160000.0,,1202.0,,876.0,450.0
004901999,1500,366663.0,19950.0,188067.0,169597.0,471.0,,,,,,,,,13599.0,216393.0,98463.0,123886.0,
005901001,1047767,112062.0,517.0,46212.0,106046.0,,,,,,,,,,39399.0,46414.0,,1724.0,50130.0
005901101,740565,,8638.0,80722.0,123473.0,,,,,,,,,,7392.0,23959.0,,,
005902001,909553,142260.0,,31874.0,59877.0,,,,,,,,,,32007.0,,,10784.0,
005902041,569766,,,37784.0,52546.0,,,,,,,,,,901.0,,,776.0,
005902101,1017395,,20344.0,73893.0,77363.0,,,,,,,,,,1537.0,,,2029.0,
005904001,434148,88748.0,8309.0,28095.0,15888.0,239.0,,,,,,,,,3133.0,6252.0,,25785.0,
005904041,371159,10326.0,,51020.0,15465.0,5932.0,,,,,,,,,881.0,562.0,,,
005904101,430565,,545.0,37968.0,33101.0,4716.0,,,,,,,,,1872.0,2249.0,,16743.0,
005904999,606,,,,,,77162.0,,,,,,,95000.0,62814.0,167700.0,16775.0,,
006902001,745417,,724.0,,60468.0,,,,,,,,,,20124.0,,,,
006902101,571402,,,,55942.0,,,,,,,,,,6140.0,,,,
007901001,355616,,29.0,73716.0,68172.0,,,,,,,,,,4654.0,,,,
007901041,393591,,1129.0,106283.0,59491.0,,,,,,,,,,6874.0,,,,
007901101,430559,,,41040.0,52138.0,18946.0,,,,,,,,,3751.0,,,,
007902001,1208150,131824.0,43534.0,16001.0,142060.0,4000.0,,,,,,,,,26987.0,114140.0,34419.0,4612.0,
007902004,34950,,,26807.0,25171.0,,,,,,,,,,,,,,
007902006,51899,,,,48677.0,,,,,,,,,,,,,,
007902041,1287760,23635.0,,20000.0,205914.0,4000.0,,,,,,,,,10285.0,88479.0,,2863.0,
007902101,1758413,,,1000.0,122125.0,17833.0,,,,,,,,,8073.0,89872.0,,665.0,
007904001,1493243,166720.0,19493.0,339107.0,155287.0,688.0,,,,,,,,,24678.0,193869.0,12400.0,3645.0,
007904041,1039325,50886.0,4216.0,11375.0,203079.0,1060.0,,,,,,,,,12085.0,72018.0,12431.0,6876.0,
007904101,1327103,,,15000.0,239230.0,7966.0,,,,,,,,,5668.0,66766.0,13476.0,3824.0,
007904103,651816,,6041.0,9500.0,116981.0,9245.0,,,,,,,,,2872.0,52981.0,12673.0,3999.0,
007905001,2454959,222101.0,,2250.0,252878.0,300.0,,,,,,,,,9517.0,435446.0,,15045.0,
007905005,43303,,,,,,,,,,,,,,71.0,,,0.0,
007905041,1507713,16794.0,,,212164.0,,,,,,,,,,4044.0,106646.0,,3541.0,
007905103,2085611,,90462.0,85650.0,178012.0,2400.0,,,,,,,,,5423.0,141797.0,,2334.0,
007905104,1576383,,,,200693.0,2100.0,,,,,,,,,4390.0,143673.0,,716.0,
007905105,1280358,,12950.0,40300.0,63988.0,7520.0,,,,,,,,,3893.0,139844.0,,2769.0,
007906001,1197087,243753.0,22638.0,461289.0,181096.0,,,,,,,,,,48300.0,11870.0,,31506.0,
007906041,841919,28488.0,,337144.0,103102.0,,,,,,,,,,132514.0,,,26244.0,
007906101,1298173,,,116647.0,72222.0,13844.0,,,,,,,,,,,,54618.0,
007906102,625960,,4554.0,29145.0,86880.0,1500.0,,,,,,,,,,,,3147.0,
007906699,8983,,,72484.0,,3240.0,,,,,,,,,,,,8001.0,
008901001,1505411,235152.0,7607.0,62116.0,293375.0,2051.0,,,,,,,,,57895.0,,,16274.0,
008901041,1657014,43947.0,8026.0,74832.0,194801.0,59856.0,,,,,,,,,24176.0,,,12384.0,
008901101,1353207,,17870.0,165299.0,142836.0,54167.0,,,,,,,,,9903.0,,,7338.0,
008901102,816503,,17814.0,55220.0,156345.0,13063.0,,,,,,,,,9278.0,,,4699.0,
008901105,622028,,13417.0,10618.0,77475.0,,,,,,,,,,6358.0,1561.0,,4090.0,
008901699,5797,,,26023.0,1254.0,1093.0,,,,,,,,,,,,,
008902001,2205623,190411.0,,15069.0,461818.0,1698.0,,,,,,,,,23017.0,,,,
008902041,1907259,47720.0,9505.0,309234.0,365541.0,1676.0,,,,,,,,,15826.0,,,,
008902102,1953463,,31124.0,65676.0,354231.0,11225.0,,,,,,,,,16878.0,,,,
008902103,1073373,,31340.0,3863.0,292888.0,1720.0,,,,,,,,,29985.0,,,,
008902999,1420,85495.0,,,193775.0,23718.0,1166326.0,,,,,,,1356150.0,1649969.0,1040944.0,80101.0,56644.0,260200.0
008903001,613456,93074.0,,69762.0,132590.0,,,,,,,,,,40459.0,129127.0,,730.0,
008903041,518071,32273.0,76121.0,98446.0,197192.0,,,,,,,,,,25752.0,83480.0,,760.0,
008903102,806808,,,63628.0,114004.0,75727.0,,,,,,,,,32319.0,103961.0,,1029.0,
009901001,1134883,174056.0,,,174081.0,8725.0,,,,,,,,,34828.0,,,,
009901041,895391,21488.0,8504.0,35674.0,174848.0,8403.0,,,,,,,,,4812.0,,,,
009901101,622593,,,,136358.0,10392.0,,,,,,,,,2290.0,,,,28814.0
009901103,844777,,7454.0,,253276.0,22317.0,,,,,,,,,4705.0,,,,
010901001,552114,52448.0,17938.0,79507.0,151697.0,13416.0,,,,,,,,,31239.0,,,2349.0,
010901101,489688,,32455.0,105438.0,95152.0,4824.0,,,,,,,,,11388.0,,,743.0,
010901999,230,,,1953.0,2471.0,,,,,,,,,,18490.0,103822.0,,27889.0,
010902001,2068819,177944.0,,127091.0,328789.0,,,,,,,,,,18272.0,,,,
010902041,1837879,38581.0,21375.0,77775.0,313878.0,24611.0,,,,,,,,,12167.0,,,,
010902101,1694238,,17411.0,232300.0,407763.0,,,,,,,,,,13723.0,,,,
010902102,1404358,,3558.0,321196.0,324302.0,,,,,,,,,,12600.0,,,,
011901001,2755505,284920.0,543438.0,586800.0,1096394.0,1459.0,,,,,,,,,279463.0,29344.0,,,
011901002,2713559,232454.0,466066.0,614921.0,619512.0,706.0,,,,,,,,,219333.0,26368.0,,,
011901041,1318013,48540.0,437140.0,482610.0,390663.0,705.0,,,,,,,,,94112.0,7893.0,,,
011901101,1597037,,27380.0,78596.0,519902.0,3064.0,,,,,,,,,68139.0,6607.0,,,
011901102,1227167,,28550.0,114583.0,268463.0,114259.0,,,,,,,,,47441.0,5400.0,,,
011901103,1093403,,23565.0,140803.0,234597.0,1042819.0,,,,,,,,,42394.0,8063.0,,,
011901104,1365845,,29434.0,500325.0,425828.0,120145.0,,,,,,,,,107376.0,7813.0,,,
011901106,1548340,50210.0,361276.0,208541.0,391752.0,81466.0,,,,,,,,,94118.0,7819.0,,,
011901107,1207034,,28013.0,81346.0,496743.0,599026.0,,,,,,,,,85168.0,8366.0,,,
011901108,1270504,,29421.0,431765.0,322449.0,318737.0,,,,,,,,,65510.0,7736.0,,,
011901109,1304821,,28481.0,99503.0,256932.0,560120.0,,,,,,,,,40317.0,7265.0,,,
011901110,1315888,,26975.0,101861.0,391135.0,578855.0,,,,,,,,,64496.0,8007.0,,,
011902001,2385546,376029.0,22606.0,,485607.0,33326.0,,,,,,,,,125892.0,366782.0,,6053.0,
011902041,2048264,67104.0,35921.0,8143.0,399263.0,32497.0,,,,,,,,,151353.0,221949.0,,870.0,
011902101,1897322,,43885.0,,224507.0,,,,,,,,,,25622.0,78322.0,,,
011902102,1630707,,39247.0,,403864.0,,,,,,,,,,43582.0,110484.0,,,
011902103,1704270,,83398.0,,176754.0,,,,,,,,,,32724.0,115171.0,,,
011902699,9205,,,,,5096.0,,,,,,,,,,,,5560.0,
011902999,91683,,,10876.0,38940.0,74820.0,3049889.0,,,,,,,,247457.0,357300.0,87094.0,97907.0,
011904002,1189331,,,4333.0,361305.0,26160.0,,,,,,,,,,195440.0,,,
011904041,960750,,126664.0,5910.0,269344.0,27502.0,,,,,,,,,,137254.0,,,
011904101,1013567,,,5660.0,232384.0,,,,,,,,,,,84395.0,,,
011904102,1110073,,,,209387.0,5106.0,,,,,,,,,,127616.0,,,
011904999,101430,195959.0,,,148693.0,,401675.0,,,,,,,950000.0,,76701.0,61191.0,23610.0,
011905101,487794,4497.0,5735.0,52201.0,73237.0,2545.0,,,,,,,,,2216.0,,,,
012901001,548681,73526.0,7705.0,,22842.0,3919.0,,,,,,,,,27692.0,115814.0,8226.0,4130.0,
012901042,567714,9572.0,,,24132.0,,,,,,,,,,,3067.0,,1220.0,
012901101,452387,,,25838.0,94927.0,,,,,,,,,,,48670.0,8226.0,1911.0,
013901001,2404532,384303.0,,479347.0,434582.0,105337.0,,7993.0,,,,,,,119776.0,361898.0,,6792.0,
013901041,2025516,67518.0,99516.0,218075.0,422510.0,22370.0,,,,,,,,,81776.0,175581.0,,1663.0,
013901101,1161615,,55289.0,133558.0,53870.0,3500.0,,,,,,,,,28296.0,67523.0,,1070.0,
013901102,1025755,,55239.0,251983.0,274081.0,2899.0,,,,,,,,,31806.0,70095.0,,1161.0,
013901104,1171570,,42967.0,158318.0,195371.0,8883.0,,,,,,,,,17411.0,82705.0,,290.0,
013901105,713541,,,186014.0,207244.0,4900.0,,,,,,,,,44778.0,83680.0,,752.0,
013901999,71229,,,1600.0,96335.0,1674.0,1096859.0,13500.0,,,,,,1535000.0,739371.0,148703.0,50726.0,36671.0,826305.0
013902101,486498,8216.0,,2238.0,60922.0,,,,,,,,,,156774.0,9665.0,5035.0,24278.0,
013903001,577340,120755.0,,24079.0,91446.0,,,,,,,,,,16209.0,,,1750.0,
013903101,543372,25.0,,,69243.0,,,,,,,,,,6242.0,,,2675.0,
013905001,517788,203493.0,,53084.0,91973.0,,,,,,,,,,,,,1671.0,
013905041,417103,81031.0,,41963.0,101334.0,7503.0,,,,,,,,,,,,,
013905101,918591,,18930.0,,115716.0,26127.0,,,,,,,,,,,,,
014901001,1069417,73460.0,14042.0,13332.0,170502.0,5496.0,,,,,,,,,22648.0,,,,
014901041,1054625,28653.0,13143.0,45584.0,175528.0,919.0,,,,,,,,,37992.0,,,,
014901101,1120649,,13305.0,144056.0,143525.0,,,,,,,,,,37195.0,,,,
014902001,735269,116691.0,8617.0,73160.0,85280.0,25809.0,,,,,,,,,22661.0,,,24223.0,
014903001,5848104,1025975.0,224687.0,354153.0,1396795.0,82284.0,,,,,,,,,121079.0,98250.0,83941.0,14308.0,
014903005,401759,,,186126.0,44016.0,,,,,,,,,,86654.0,,8934.0,6432.0,
014903042,2067426,46419.0,109056.0,329472.0,358128.0,92822.0,,,,,,,,,38752.0,,23385.0,13827.0,
014903043,2255582,79881.0,175781.0,188219.0,577206.0,11559.0,,,,,,,,,39400.0,,25934.0,3923.0,
014903044,2217966,80051.0,36546.0,170751.0,403614.0,78120.0,,,,,,,,,46143.0,,27542.0,3957.0,
014903102,871057,,,143017.0,157614.0,,,,,,,,,,5391.0,,9312.0,6336.0,
014903103,1203542,,,166341.0,264031.0,,,,,,,,,,20794.0,,14370.0,3408.0,
014903104,1581996,,,151880.0,99314.0,47371.0,,,,,,,,,21352.0,,16808.0,2299.0,
014903108,2108749,,,183071.0,178780.0,,,,,,,,,,9058.0,,14971.0,2496.0,
014903109,1948453,,,186952.0,160498.0,,,,,,,,,,7683.0,,17241.0,2185.0,
014903111,2182429,,,150347.0,282864.0,,,,,,,,,,9978.0,,17056.0,2955.0,
014903114,1794177,,,168289.0,365432.0,67353.0,,,,,,,,,24357.0,,19428.0,5058.0,
014903116,1830663,,,186801.0,345072.0,,,,,,,,,,9111.0,,17281.0,4049.0,
014903117,24105,,,,,,,,,,,,,,,,,358.0,
014903699,103556,,,,,17169.0,,,,,,,,,,,,32356.0,
014903999,48071,118361.0,,115509.0,497378.0,938.0,6222676.0,,,,,,,3943681.0,797423.0,2434545.0,,459354.0,
014905001,499413,38397.0,3466.0,30252.0,33843.0,,,,,,,,,,36724.0,,,815.0,
014905041,423630,37718.0,3484.0,59185.0,33603.0,,,,,,,,,,7995.0,,,841.0,
014905101,785634,,3059.0,226059.0,54842.0,5510.0,,,,,,,,,36823.0,,,12661.0,
014906001,5840697,465679.0,219949.0,133482.0,1502393.0,755.0,,,,,,,,,155319.0,294932.0,,50700.0,
014906002,6785518,483708.0,,116474.0,1355652.0,1714.0,,,,,,,,,141941.0,346494.0,,43060.0,
014906003,403639,,,,72284.0,,,,,,,,,,10725.0,211079.0,,2703.0,
014906004,952707,,,17383.0,229095.0,,,,,,,,,,22568.0,756.0,,4267.0,
014906006,20331,4565.0,,10145.0,91545.0,,,,,,,,,,8881.0,85815.0,,9666.0,
014906007,6591904,447212.0,,67341.0,1320366.0,,,,,,,,,,130146.0,343225.0,,45985.0,
014906008,6049773,429005.0,,128546.0,1337502.0,,,,,,,,,,142681.0,313992.0,,98466.0,
014906009,11687,,,15869.0,119812.0,,,,,,,,,,14460.0,,,969.0,
014906025,5823,,,13724.0,132031.0,,,,,,,,,,28914.0,,,2153.0,
014906042,2265063,28761.0,,65597.0,495188.0,,,,,,,,,,55576.0,113771.0,,6875.0,
014906043,2348871,31112.0,25124.0,101754.0,500071.0,,,,,,,,,,48827.0,125373.0,,12621.0,
014906044,2113990,30818.0,,58733.0,634844.0,,,,,,,,,,68208.0,118095.0,,9961.0,
014906045,2614102,30823.0,,76566.0,483485.0,,,,,,,,,,56040.0,136531.0,,16814.0,
014906046,2351789,37185.0,,74779.0,548299.0,,,,,,,,,,57840.0,128945.0,,7026.0,
014906048,3083377,33602.0,,111296.0,451028.0,,,,,,,,,,46248.0,143063.0,,5410.0,
014906049,2768386,37975.0,,77389.0,519883.0,,,,,,,,,,70417.0,142626.0,,4866.0,
014906050,2546829,32707.0,,123659.0,575512.0,,,,,,,,,,78883.0,137364.0,,6767.0,
014906051,2591665,32336.0,,75636.0,248629.0,,,,,,,,,,25691.0,127411.0,,8156.0,
014906052,1936187,33149.0,,86531.0,256438.0,1285.0,,,,,,,,,24872.0,136571.0,,4473.0,
014906053,2682224,51652.0,28487.0,81358.0,457867.0,,,,,,,,,,53997.0,140909.0,,5616.0,
014906100,1000,,,1458.0,57333.0,,,,,,,,,,4820.0,,,782.0,
014906102,1577471,,,90531.0,242216.0,22417.0,,,,,,,,,37265.0,76997.0,,1688.0,
014906103,1452471,,,66528.0,374993.0,58069.0,,,,,,,,,35141.0,88451.0,,4755.0,
014906104,1172298,,,73211.0,261191.0,23590.0,,,,,,,,,20485.0,73464.0,,3537.0,
014906105,2323270,,,91061.0,167654.0,26396.0,,,,,,,,,19255.0,94698.0,,11557.0,
014906108,2548123,,,115071.0,156540.0,,,,,,,,,,12821.0,142850.0,,4167.0,
014906109,2195033,,77772.0,107276.0,157083.0,87080.0,,,,,,,,,15186.0,92755.0,,7538.0,
014906110,2101709,,,103351.0,230966.0,22678.0,,,,,,,,,28636.0,96437.0,,3253.0,
014906111,1518375,,,73061.0,319456.0,,,,,,,,,,33477.0,83735.0,,3889.0,
014906112,1727002,,,80416.0,254244.0,,,,,,,,,,26820.0,82244.0,,2978.0,
014906113,1680427,,,57092.0,373018.0,,,,,,,,,,45019.0,77223.0,,5136.0,
014906115,2236872,,,58139.0,233642.0,,,,,,,,,,26605.0,94249.0,,12529.0,
014906116,1757634,,,68760.0,128470.0,,,,,,,,,,5591.0,84174.0,,2290.0,
014906117,2041826,,,63672.0,144096.0,,,,,,,,,,5591.0,92287.0,,6371.0,
014906119,1980572,,,57739.0,460687.0,204.0,,,,,,,,,70505.0,96570.0,,10764.0,
014906120,2779901,,,71247.0,237913.0,,,,,,,,,,26514.0,106849.0,,11491.0,
014906121,2095056,,,78682.0,362961.0,,,,,,,,,,43381.0,90575.0,,3052.0,
014906122,2259748,,,83332.0,481436.0,3203.0,,,,,,,,,73175.0,113098.0,,4485.0,
014906123,2226147,,,56597.0,132543.0,,,,,,,,,,10411.0,108309.0,,13878.0,
014906124,2318882,,,66037.0,212684.0,57517.0,,,,,,,,,24103.0,104341.0,,18345.0,
014906125,2017035,,,54309.0,377392.0,,,,,,,,,,46145.0,97356.0,,5256.0,
014906126,1813770,,,51790.0,498198.0,,,,,,,,,,67896.0,97457.0,,5771.0,
014906127,2554279,,,65620.0,387966.0,,,,,,,,,,51808.0,102739.0,,4811.0,
014906128,1840000,,,54251.0,487816.0,,,,,,,,,,70036.0,96270.0,,4389.0,
014906129,2178114,,,62172.0,467711.0,,,,,,,,,,64344.0,98641.0,,8126.0,
014906130,2170424,,,59024.0,347891.0,,,,,,,,,,39280.0,99896.0,,7526.0,
014906131,2621333,,88989.0,88747.0,476306.0,16175.0,,,,,,,,,73472.0,116930.0,,9919.0,
014906132,2000886,,,87397.0,344630.0,19420.0,,,,,,,,,36728.0,115851.0,,3508.0,
014906133,2934340,,,123421.0,405140.0,,,,,,,,,,28508.0,120693.0,,4651.0,
014906135,3103331,,,69290.0,596762.0,,,,,,,,,,100609.0,134458.0,,8283.0,
014906136,2581725,,,84926.0,504317.0,,,,,,,,,,70464.0,130522.0,,4981.0,
014906137,1980251,,,53561.0,454640.0,,,,,,,,,,66336.0,131478.0,,2292.0,
014906138,2834997,,,61621.0,153093.0,13023.0,,,,,,,,,21799.0,130064.0,,6459.0,
014906699,466673,,,1047665.0,45152.0,67840.0,,,,,,,,,,,,270509.0,
014907001,861885,,,32996.0,65930.0,,,,,,,,,,18929.0,,,,
014907041,568518,,,176678.0,180687.0,,,,,,,,,,10017.0,,,,
014907102,959564,,17669.0,55245.0,171169.0,30429.0,,,,,,,,,8897.0,,,,
014908001,1150001,292370.0,,95974.0,108571.0,,,,,,,,,,61668.0,,,,
014908041,1131130,,23524.0,148983.0,69299.0,162.0,,,,,,,,,,,,,
014908042,644757,,8613.0,82141.0,71965.0,,,,,,,,,,,,,,
014908101,847428,,13079.0,61223.0,59599.0,9163.0,,,,,,,,,,,,,
014909002,4883144,553414.0,12365.0,463463.0,1486262.0,,,,,,,,,,102191.0,16825.0,88139.0,6120.0,
014909041,2028003,31229.0,,128205.0,326136.0,,,,,,,,,,12499.0,8663.0,18853.0,,
014909042,1889302,56843.0,,139992.0,383444.0,,,,,,,,,,13791.0,8640.0,16550.0,,
014909044,1742692,43842.0,,159688.0,492308.0,,,,,,,,,,13416.0,7655.0,14708.0,6854.0,
014909102,1283093,,,219245.0,66191.0,,,,,,,,,,1116.0,5283.0,15630.0,,
014909107,1612082,,,166275.0,114714.0,,,,,,,,,,1558.0,5651.0,20168.0,253.0,
014909110,1243670,,,100027.0,132370.0,,,,,,,,,,1509.0,5601.0,15331.0,402.0,
014909111,1443692,,,135085.0,116919.0,,,,,,,,,,1538.0,7788.0,16683.0,,
014909114,1516406,,,117222.0,112703.0,,,,,,,,,,1967.0,6992.0,19144.0,,
014909115,816395,,,36478.0,33675.0,,,,,,,,,,854.0,6933.0,9997.0,,
014909116,1658237,,,143226.0,140992.0,,,,,,,,,,1723.0,7202.0,22729.0,4491.0,
014909117,1515306,,,124916.0,137477.0,,,,,,,,,,1767.0,7202.0,17015.0,,
014909118,1716386,,,179495.0,66690.0,,,,,,,,,,1435.0,7202.0,23489.0,4457.0,
014909198,49736,,,,,,,,,,,,,,29.0,,,,
014909699,84377,,,122014.0,12557.0,34929.0,,,,,,,,,,,,,
014909999,9522,172956.0,150337.0,21264.0,466800.0,73131.0,3688146.0,48653.0,,,,,,3405000.0,168772.0,2584805.0,10885.0,145070.0,
014910001,947639,189019.0,7682.0,140461.0,120581.0,1250.0,,,,,,,,,23443.0,,,3045.0,
014910041,952715,30500.0,7682.0,63169.0,127778.0,500.0,,,,,,,,,4263.0,,,1320.0,
014910101,1002263,,7682.0,204658.0,148232.0,4500.0,,,,,,,,,9671.0,,,31.0,
014910103,528035,,7682.0,,218338.0,500.0,,,,,,,,,50278.0,,,,
015901001,4604512,270755.0,674611.0,260280.0,690277.0,,,,,,,,,,140150.0,,,,
015901041,3532844,70208.0,485447.0,91151.0,722643.0,,,,,,,,,,40602.0,,,,
015901101,2936730,,152118.0,343431.0,470154.0,,,,,,,,,,19741.0,,,,
015901102,1254441,,,212548.0,780125.0,22394.0,,,,,,,,,14782.0,,,,
015901104,3143134,,146437.0,890304.0,555430.0,9350.0,,,,,,,,,21530.0,,,,
015901699,202260,,,172473.0,,,,,,,,,,,2340.0,,,,
015904001,4857206,227825.0,9076.0,75761.0,1099806.0,100718.0,,,,,,,,,170604.0,498483.0,29701.0,8051.0,
015904002,4243855,224184.0,9076.0,72311.0,1116464.0,97985.0,,,,,,,,,182624.0,398214.0,28064.0,8019.0,
015904003,800,,,,113361.0,210.0,,,,,,,,,8889.0,72263.0,2721.0,76.0,
015904004,749416,,,,52547.0,213.0,,,,,,,,,110613.0,85244.0,5375.0,591.0,
015904041,2669960,49484.0,6807.0,35914.0,577381.0,51331.0,,,,,,,,,92726.0,216498.0,12777.0,5586.0,
015904042,2314322,50673.0,6807.0,36295.0,501767.0,53749.0,,,,,,,,,109103.0,158461.0,11439.0,2390.0,
015904043,2205539,49434.0,6807.0,36877.0,425737.0,2386.0,,,,,,,,,33517.0,203944.0,11722.0,1063.0,
