,general_wages,athletics_wages,gifted_wages,accelerated_wages,disability_wages,billingual_wages,bond_interest,debt_interest,rent,athletics,per_capita_ASF,foundational_school,school_lunch,bond_principal,prof_services,utilities,USDA_donations,overtime,land_purchase
003903001,6566703,360301.0,,283761.0,1508382.0,2000.0,,,,,,,,,48912.0,1463.0,,19406.0,
003903003,282367,,,,104519.0,,,,,,,,,,5838.0,,,160.0,
003903044,5393327,,,357855.0,1203184.0,11561.0,,,,,,,,,31470.0,,,7273.0,
003903120,973210,,,102153.0,256386.0,,,,,,,,,,8624.0,,,857.0,
003903121,1323709,,56224.0,144275.0,303575.0,,,,,,,,,,7048.0,,,511.0,
003903122,1000066,,,104386.0,529950.0,,,,,,,,,,13135.0,,,479.0,
003903123,1013160,,,73524.0,157978.0,,,,,,,,,,4378.0,,,1189.0,
003903124,918797,,2784.0,197660.0,47841.0,,,,,,,,,,,,,455.0,
003903125,860747,,540.0,258819.0,,27648.0,,,,,,,,,,,,495.0,
003903126,324324,,,296490.0,,11478.0,,,,,,,,,,,,888.0,
003903127,872349,,,223764.0,363696.0,,,,,,,,,,15680.0,,,1721.0,
003903128,987037,,,126602.0,211341.0,,,,,,,,,,8757.0,,,770.0,
003903129,1335454,,,71458.0,130820.0,40136.0,,,,,,,,,1459.0,,,3869.0,
003903130,1100727,,,311420.0,172079.0,,,,,,,,,,2919.0,,,1799.0,
003903131,1300835,,,220531.0,,34252.0,,,,,,,,,,,,1119.0,
003903999,2696,,,334245.0,65876.0,,2373206.0,,,,,,,1980000.0,73481.0,2298718.0,256007.0,264259.0,
003904001,1101530,,,3728.0,104918.0,,,,,,,,,,139915.0,,,,
003904005,45,,,132655.0,2689.0,,,,,,,,,,47491.0,,,,
003904041,1085508,,4118.0,14245.0,72735.0,,,,,,,,,,47380.0,,,,
003904101,1168501,,13731.0,93284.0,186748.0,,,,,,,,,,18347.0,,,,
003904102,528229,,3789.0,158945.0,172083.0,,,,,,,,,,11511.0,,,,
003904999,2413,151957.0,,46.0,165998.0,724.0,418037.0,,,,,,,700000.0,53110.0,436318.0,37657.0,,
003905001,1129285,125673.0,19246.0,66872.0,170443.0,4196.0,,,,,,,,,156365.0,,,5904.0,
003905041,1093243,17933.0,143162.0,6946.0,162900.0,9309.0,,,,,,,,,61607.0,,,1248.0,
003905101,1624710,,51373.0,119507.0,190987.0,22230.0,,,,,,,,,4399.0,,,,49116.0
003905102,517095,,,395360.0,126651.0,144267.0,,,,,,,,,11092.0,,,,
003905999,423,91039.0,,40158.0,148058.0,,28408.0,33359.0,,,,,,,143599.0,719077.0,59118.0,9163.0,53392.0
003906001,447487,32988.0,2287.0,197006.0,209472.0,,,,,,,,,,13831.0,89733.0,,24241.0,
003906101,373976,,5695.0,232253.0,154354.0,,,,,,,,,,22881.0,35068.0,,21271.0,
003906999,2925,,,4338.0,3755.0,,119553.0,,,,,,,675000.0,7722.0,26301.0,10991.0,9584.0,23464.0
003907001,1335942,112233.0,,85825.0,219569.0,,,,,,,,,,34804.0,,,,
003907041,1190514,27275.0,9111.0,47849.0,179488.0,,,,,,,,,,23371.0,,,,
003907102,1805280,,6941.0,125996.0,233317.0,,,,,,,,,,46760.0,,,,
004901001,2447648,8000.0,,,535209.0,,,,,,,,,,7597.0,548720.0,,2027.0,
004901041,2248375,3000.0,,2640.0,516987.0,,,,,,,,,,8359.0,222251.0,,53258.0,
004901101,1341326,,,4590.0,275730.0,,,,,,,,,,4309.0,122309.0,,711.0,
004901102,852505,,,,174225.0,,,,,,,,,,3149.0,81965.0,,1729.0,
004901103,2072051,,,3390.0,279977.0,1000.0,,,,,,,,,4700.0,176537.0,,461.0,
004901699,2630,,,164425.0,31373.0,13740.0,,,,,,,,,,,,23903.0,
004901998,38625,,,,,,352125.0,111192.0,,,,,,760000.0,,1865.0,,275.0,
004901999,1317,350334.0,18638.0,91459.0,152299.0,,,,,,,,,,7592.0,196311.0,89965.0,128135.0,
005901001,929616,88962.0,1937.0,169859.0,94466.0,,,,,,,,,,38692.0,61354.0,,1041.0,
005901101,790056,,7175.0,104525.0,110814.0,,,,,,,,,,8646.0,32243.0,,,
005902001,894981,158780.0,6301.0,64560.0,58238.0,,,,,,,,,,34628.0,,,4507.0,
005902041,565940,,5139.0,37178.0,56395.0,,,,,,,,,,1039.0,,,,
005902101,1094147,,14221.0,52000.0,60357.0,,,,,,,,,,2686.0,,,,
005902999,4822,,,,,,254038.0,5993.0,,,,,,155000.0,54039.0,264597.0,16938.0,14629.0,
005904001,439261,86658.0,22959.0,43866.0,35669.0,422.0,,,,,,,,,5792.0,14209.0,,32595.0,
005904041,310286,8995.0,,61953.0,,422.0,,,,,,,,,926.0,535.0,,,
005904101,548311,,530.0,56599.0,56710.0,5484.0,,,,,,,,,4375.0,2182.0,,7618.0,
005904999,545,,,350.0,,,114980.0,,,,,,,55000.0,68253.0,179296.0,15961.0,3462.0,13762.0
006902001,986361,,2750.0,,78730.0,,,,,,,,,,17320.0,,,,
006902101,541357,,,,66930.0,,,,,,,,,,14871.0,,,,
007901001,438445,,587.0,97983.0,58250.0,371.0,,,,,,,,,11781.0,,,,
007901041,192046,,539.0,82335.0,56055.0,,,,,,,,,,2739.0,,,,
007901101,736560,,530.0,127515.0,42208.0,51156.0,,,,,,,,,7339.0,,,,
007902001,1181744,143110.0,,16650.0,129000.0,1000.0,,,,,,,,,23656.0,95235.0,1132.0,17564.0,
007902002,251941,,,,45131.0,,,,,,,,,,5764.0,25977.0,,2619.0,
007902004,21626,,,21660.0,48975.0,,,,,,,,,,,,,,
007902041,1056150,19528.0,,16760.0,199900.0,4083.0,,,,,,,,,22784.0,79392.0,,12551.0,
007902101,1698852,,51508.0,10690.0,113102.0,13000.0,,,,,,,,,50483.0,80378.0,,22984.0,
007904001,1347588,143206.0,,405608.0,195971.0,3581.0,,,,,,,,,47863.0,153461.0,11549.0,3579.0,
007904041,1035857,45218.0,8996.0,295430.0,164843.0,1825.0,,,,,,,,,27406.0,84656.0,10977.0,7553.0,
007904101,1331180,,3382.0,255317.0,245893.0,17803.0,,,,,,,,,40538.0,64744.0,12482.0,7645.0,
007904103,721463,,1497.0,268512.0,132253.0,18050.0,,,,,,,,,9095.0,57419.0,12057.0,2538.0,
007905001,3055499,193257.0,,,628326.0,313.0,,,,,,,,,41362.0,399829.0,,15305.0,
007905005,2413,,,,,,,,,,,,,,,,,,
007905041,1404382,69117.0,,,396354.0,275.0,,,,,,,,,2704.0,104954.0,,3610.0,
007905102,410190,,6701.0,,,1444.0,,,,,,,,,135.0,36898.0,,375.0,
007905103,1028882,,57662.0,,204085.0,1274.0,,,,,,,,,2594.0,151984.0,,376.0,
007905104,1435702,,,,287992.0,1625.0,,,,,,,,,2550.0,160498.0,,301.0,
007905105,2221596,,40680.0,,241733.0,11425.0,,,,,,,,,5343.0,170734.0,,769.0,
007906001,1350667,155462.0,16078.0,263207.0,153293.0,,,,,,,,,,4000.0,8787.0,,17120.0,
007906041,1110309,30792.0,7620.0,156038.0,125250.0,,,,,,,,,,,,,10898.0,
007906101,1451087,,6616.0,375689.0,139971.0,43303.0,,,,,,,,,,,,7829.0,
007906102,651379,,7461.0,120875.0,74249.0,1500.0,,,,,,,,,,,,405.0,
008901001,1646831,221827.0,7321.0,143619.0,338349.0,5648.0,,,,,,,,,53668.0,4093.0,12694.0,4877.0,
008901041,1706114,45613.0,24645.0,120713.0,212243.0,6259.0,,,,,,,,,18786.0,3070.0,10455.0,497.0,
008901101,1652947,,25359.0,167071.0,280681.0,75399.0,,,,,,,,,14263.0,9822.0,10455.0,3109.0,
008901102,713613,,25137.0,62254.0,201645.0,12885.0,,,,,,,,,12393.0,5006.0,10455.0,555.0,
008901105,707067,,30130.0,29645.0,54932.0,,,,,,,,,,3788.0,3802.0,10455.0,596.0,
008902001,2601568,211701.0,,18671.0,439121.0,2261.0,,,,,,,,,76997.0,,,,
008902041,1856494,46918.0,24244.0,306744.0,441312.0,2221.0,,,,,,,,,34251.0,,,,
008902102,2602606,,32060.0,29119.0,345195.0,9794.0,,,,,,,,,21339.0,,,,
008902103,1392591,,32064.0,20227.0,291995.0,6033.0,,,,,,,,,18450.0,,,,
008902999,1604,82834.0,,70547.0,246512.0,30679.0,1239555.0,,,,,,,1189369.0,1115143.0,1371771.0,67439.0,45141.0,
008903001,815686,84102.0,,258040.0,208680.0,,,,,,,,,,216589.0,65741.0,,,
008903041,610357,28972.0,7605.0,154100.0,113341.0,,,,,,,,,,59817.0,79906.0,,,
008903102,958574,,60927.0,59123.0,87763.0,129320.0,,,,,,,,,38446.0,95499.0,,,
009901001,1184712,167955.0,,,161789.0,9084.0,,,,,,,,,12508.0,,,,434809.0
009901041,986541,25795.0,,,214617.0,8259.0,,,,,,,,,8752.0,,,,
009901101,768678,,6922.0,,147828.0,20924.0,,,,,,,,,5484.0,,,,
009901103,896260,,12163.0,182888.0,255407.0,14431.0,,,,,,,,,6130.0,,,,
010901001,620388,41124.0,,150979.0,203272.0,5508.0,,,,,,,,,33006.0,,,2896.0,
010901101,549199,,1534.0,152065.0,79218.0,2757.0,,,,,,,,,9807.0,,,444.0,
010902001,2493343,147541.0,,164039.0,328392.0,4542.0,,,,,,,,,28603.0,,,,
010902041,2067228,46000.0,,17681.0,273003.0,10116.0,,,,,,,,,15584.0,,,,
010902101,1664111,,17500.0,514961.0,457521.0,56779.0,,,,,,,,,24927.0,,,,
010902102,1571207,,17500.0,394546.0,432531.0,42300.0,,,,,,,,,27020.0,,,,
011901001,5124653,296123.0,927819.0,350206.0,1272291.0,77992.0,,,,,,,,,220958.0,82297.0,,,
011901002,21760,6106.0,,,,,,,,,,,,,21753.0,,,,83314.0
011901041,1251359,52502.0,86293.0,383806.0,411967.0,29555.0,,,,,,,,,50995.0,4171.0,,,
011901101,1570087,,20051.0,127452.0,463182.0,25.0,,,,,,,,,6171.0,7997.0,,,
011901102,1510638,,58982.0,180852.0,432964.0,331995.0,,,,,,,,,13180.0,9544.0,,,
011901103,1402184,,45457.0,90988.0,296144.0,783116.0,,,,,,,,,5050.0,10683.0,,,
011901104,1352171,,58229.0,505508.0,343577.0,99329.0,,,,,,,,,5539.0,8912.0,,,
011901106,1561157,43440.0,110093.0,341466.0,323333.0,136637.0,,,,,,,,,53353.0,4570.0,,,
011901107,1303189,,49639.0,105585.0,335447.0,540323.0,,,,,,,,,8905.0,10854.0,,,
011901108,1273517,,47105.0,537216.0,289748.0,215953.0,,,,,,,,,5859.0,10068.0,,,
011901109,1379103,,54757.0,118655.0,188763.0,570373.0,,,,,,,,,1910.0,8694.0,,,
011901110,1518526,,52153.0,79421.0,368841.0,565313.0,,,,,,,,,12546.0,10935.0,,,
011901999,116377,,,590347.0,1532735.0,68912.0,,9943662.0,,,,,,2905746.0,4542463.0,2332635.0,223883.0,184518.0,33643.0
011902001,1873889,275555.0,49389.0,75.0,430478.0,36594.0,,,,,,,,,36232.0,394198.0,,700.0,
011902041,1854637,58500.0,32628.0,,439450.0,,,,,,,,,,199399.0,226215.0,,,
011902101,1720291,,64589.0,1650.0,268632.0,,,,,,,,,,13764.0,101968.0,,,
011902102,1142263,,37451.0,1450.0,267902.0,,,,,,,,,,11477.0,107210.0,,,
011902103,1686494,,118598.0,5625.0,116359.0,36576.0,,,,,,,,,22886.0,116687.0,,,
011902104,803200,,38554.0,8621.0,167353.0,,,,,,,,,,9417.0,92839.0,,,
011902999,107277,,,16118.0,112039.0,60095.0,3583576.0,3656.0,,,,,,,303235.0,287166.0,108261.0,104314.0,-9900.0
011904002,1270991,,200.0,,262782.0,25960.0,,,,,,,,,-62.0,181897.0,,,
011904041,995172,,174072.0,5124.0,272582.0,26021.0,,,,,,,,,-61.0,163998.0,,,
011904101,1019176,,22119.0,,336675.0,18903.0,,,,,,,,,-62.0,107497.0,,,
011904102,1042951,,188.0,,259699.0,52939.0,,,,,,,,,-67.0,132331.0,,,
011904699,4250,,,,,930.0,,,,,,,,,,,,,
011904999,38440,170531.0,,,168104.0,,596180.0,,,,,,,800000.0,,91591.0,65595.0,26528.0,
011905101,513676,6593.0,3641.0,10443.0,58509.0,2601.0,,,,,,,,,51001.0,,,,
011905699,4050,,,,,,,,,,,,,,,,,,
012901001,640529,85489.0,7960.0,,42168.0,4059.0,,,,,,,,,91660.0,140713.0,7005.0,1754.0,
012901042,529129,14268.0,3549.0,,54229.0,,,,,,,,,,,3378.0,,611.0,
012901101,258128,,,34034.0,138516.0,,,,,,,,,,,39140.0,7002.0,84.0,
013901001,2338689,368840.0,,72797.0,470820.0,2108.0,,,,,,,,,457137.0,268468.0,,4440.0,
013901041,2155965,77467.0,95308.0,390786.0,388190.0,2749.0,,,,,,,,,72722.0,147364.0,,1113.0,
013901101,1124593,,54042.0,132790.0,78207.0,2803.0,,,,,,,,,34482.0,72069.0,,535.0,
013901102,1095253,,54545.0,222272.0,289567.0,1936.0,,,,,,,,,17942.0,67024.0,,593.0,
013901104,1211379,,54042.0,172108.0,154104.0,4522.0,,,,,,,,,15758.0,95137.0,,183.0,
013901105,923131,,,179626.0,117817.0,5217.0,,,,,,,,,39500.0,60183.0,,869.0,
013901999,142586,,,56800.0,168612.0,,1396177.0,38795.0,,,,,,1215000.0,336268.0,222460.0,98014.0,11473.0,
013902101,531504,5050.0,,,36854.0,,,,,,,,,,83586.0,13550.0,6997.0,3712.0,
013903001,763724,59889.0,2200.0,,65784.0,600.0,,,,,,,,,3065.0,,,740.0,
013903101,573626,,2200.0,,48160.0,,,,,,,,,,,,,3360.0,
013905001,714158,186484.0,,67645.0,166585.0,,,,,,,,,,200.0,,,5431.0,
013905041,477780,81528.0,,71787.0,88870.0,591.0,,,,,,,,,,,,211.0,
013905101,931377,,27401.0,110523.0,123455.0,12825.0,,,,,,,,,,,,874.0,
014901001,1004803,73592.0,13611.0,86055.0,205228.0,578.0,,,,,,,,,28606.0,,,,
014901041,1008744,20905.0,12678.0,90508.0,199115.0,548.0,,,,,,,,,31552.0,,,,
014901101,1006865,,12087.0,137776.0,116807.0,106925.0,,,,,,,,,34805.0,,,,
014901999,34653,137285.0,,72705.0,,,248570.0,,,,,,,210000.0,32794.0,394402.0,28742.0,,
014902001,948576,76759.0,6629.0,,84338.0,15530.0,,,,,,,,,16106.0,,,11380.0,
014903001,6127262,959484.0,400141.0,90571.0,1204891.0,34352.0,,,,,,,,,71353.0,,17272.0,28426.0,
014903005,448401,,,15503.0,22725.0,,,,,,,,,,627.0,,,945.0,
014903042,2682489,108248.0,262706.0,387457.0,670473.0,77782.0,,,,,,,,,37980.0,,6288.0,23719.0,
014903043,2705629,102568.0,391681.0,278504.0,438221.0,77282.0,,,,,,,,,35887.0,,5037.0,11330.0,
014903102,922228,,,147675.0,74828.0,,,,,,,,,,6184.0,,2402.0,2725.0,
014903103,1231131,,,191348.0,277048.0,,,,,,,,,,43470.0,,6989.0,3145.0,
014903104,1485359,,,201026.0,62398.0,72652.0,,,,,,,,,52256.0,,6990.0,1492.0,
014903108,2030687,,,190022.0,151577.0,,,,,,,,,,4932.0,,4966.0,2539.0,
014903109,1900654,,,203981.0,329478.0,,,,,,,,,,9735.0,,4818.0,3855.0,
014903111,2025007,,,142916.0,218491.0,-2446.0,,,,,,,,,5306.0,,3673.0,2034.0,
014903114,1531034,,,239237.0,390147.0,,,,,,,,,,21454.0,,6961.0,3564.0,
014903116,1494271,,,196958.0,227368.0,,,,,,,,,,8030.0,,4729.0,3090.0,
014903699,99713,,,,10813.0,12660.0,,,,,,,,,,,,36420.0,
014903999,37274,70348.0,,145141.0,442903.0,26640.0,3008781.0,,,,,,,4517533.0,1171044.0,2742797.0,134330.0,384996.0,486027.0
014905001,565234,43538.0,2444.0,45575.0,43170.0,,,,,,,,,,49714.0,,,2674.0,
014905041,417027,45045.0,2535.0,68489.0,26562.0,,,,,,,,,,6589.0,,,2194.0,
014905101,800138,,2272.0,126007.0,99362.0,5625.0,,,,,,,,,30379.0,,,5713.0,
014906001,5616128,464745.0,207796.0,92304.0,1682636.0,51606.0,,,,,,,,,130640.0,431039.0,,,
014906002,6849393,458867.0,147607.0,192075.0,1421648.0,57803.0,,,,,,,,,93422.0,467148.0,,,
014906003,15821,,,,,,,,,,,,,,1318334.0,136293.0,,,
014906004,694379,,,5389.0,154461.0,25427.0,,,,,,,,,8732.0,,,,
014906006,7974,4615.0,,5389.0,87367.0,19917.0,,,,,,,,,265453.0,,,,
014906007,7002688,460694.0,59774.0,111202.0,1906603.0,58712.0,,,,,,,,,132660.0,455317.0,,,
014906008,6396535,450882.0,107364.0,164325.0,1275047.0,58420.0,,,,,,,,,89791.0,456943.0,,,
014906009,9034,,,10777.0,137709.0,23545.0,,,,,,,,,10477.0,,,,
014906025,218969,,,13863.0,198808.0,,,,,,,,,,8694.0,399.0,,,
014906026,20649,,,,18546.0,,,,,,,,,,8694.0,,,,
014906042,2086971,28853.0,207572.0,139526.0,501516.0,73394.0,,,,,,,,,34924.0,141344.0,,,
014906043,2751582,30760.0,141195.0,87085.0,608500.0,58788.0,,,,,,,,,35238.0,184799.0,,,
014906044,2035607,20043.0,153735.0,107652.0,494054.0,31475.0,,,,,,,,,24521.0,146928.0,,,
014906045,2179755,3862.0,81983.0,108395.0,473551.0,24639.0,,,,,,,,,31498.0,174714.0,,,
014906046,2439044,10500.0,218090.0,115243.0,533021.0,58341.0,,,,,,,,,35661.0,180067.0,,,
014906048,2438667,20855.0,158610.0,131172.0,423504.0,54668.0,,,,,,,,,20452.0,182385.0,,,
014906049,2665377,28956.0,,103063.0,629420.0,31645.0,,,,,,,,,40859.0,183995.0,,,
014906050,2797005,29914.0,29939.0,137762.0,668517.0,6730.0,,,,,,,,,55701.0,208898.0,,,
014906051,3035451,32896.0,39862.0,73197.0,316469.0,27844.0,,,,,,,,,25489.0,173743.0,,,
014906052,1856054,21427.0,51108.0,102917.0,305404.0,35931.0,,,,,,,,,13970.0,191038.0,,,
014906053,2091664,27933.0,45794.0,77892.0,402785.0,,,,,,,,,,42766.0,252169.0,,,
014906100,173,,,,54466.0,,,,,,,,,,3492.0,,,,
014906102,1294924,,,156038.0,269411.0,458032.0,,,,,,,,,40355.0,95375.0,,,
014906103,1661753,,,168832.0,436424.0,105489.0,,,,,,,,,32658.0,115870.0,,,
014906104,1465405,,,137581.0,440564.0,25050.0,,,,,,,,,46182.0,91323.0,,,
014906105,2186799,,,206540.0,277907.0,433463.0,,,,,,,,,9011.0,117529.0,,,
014906108,2702894,,,182871.0,275794.0,29608.0,,,,,,,,,14120.0,163399.0,,,
014906109,1837771,,,195137.0,165357.0,717761.0,,,,,,,,,11940.0,116575.0,,,
014906110,2052458,,,195969.0,252545.0,525310.0,,,,,,,,,14982.0,122029.0,,,
014906111,1665431,,,165230.0,350547.0,61039.0,,,,,,,,,19791.0,95449.0,,,
014906112,1625113,,,166646.0,234922.0,107407.0,,,,,,,,,17463.0,105941.0,,,
014906113,1870980,,,146525.0,405211.0,67341.0,,,,,,,,,40098.0,88122.0,,,
014906115,2233362,,,121109.0,323038.0,67344.0,,,,,,,,,24375.0,106528.0,,,
014906116,2170549,,,227183.0,140218.0,29383.0,,,,,,,,,4852.0,119557.0,,,
014906117,2282438,,,196516.0,150513.0,54676.0,,,,,,,,,5082.0,110198.0,,,
014906119,2309203,,,174221.0,392455.0,61289.0,,,,,,,,,36780.0,117012.0,,,
014906120,2411384,,,227642.0,541374.0,51313.0,,,,,,,,,62545.0,126155.0,,,
014906121,2410675,,,147232.0,453719.0,63406.0,,,,,,,,,35767.0,115966.0,,,
014906122,3471194,,,154744.0,261646.0,115238.0,,,,,,,,,58789.0,140406.0,,,
014906123,2589779,,,201266.0,261231.0,39486.0,,,,,,,,,51620.0,122112.0,,,
014906124,2470981,,,162522.0,150531.0,100612.0,,,,,,,,,9468.0,114759.0,,,
014906125,2182487,,,169956.0,395441.0,54576.0,,,,,,,,,46120.0,126762.0,,,
014906126,1919303,,,181200.0,622918.0,69392.0,,,,,,,,,40142.0,136202.0,,,
014906127,2365113,,,200666.0,489833.0,65851.0,,,,,,,,,34469.0,131439.0,,,
014906128,1720541,,,146357.0,520478.0,25634.0,,,,,,,,,53708.0,115134.0,,,
014906129,2104096,,,173127.0,463789.0,119041.0,,,,,,,,,39281.0,113171.0,,,
014906130,2161562,,,198435.0,399505.0,54120.0,,,,,,,,,33022.0,148425.0,,,
014906131,3401346,,,263736.0,243210.0,113944.0,,,,,,,,,14110.0,162795.0,,,
014906132,1895777,,,182624.0,366338.0,417295.0,,,,,,,,,32006.0,148941.0,,,
014906133,2560357,,,187184.0,327447.0,55819.0,,,,,,,,,323963.0,130456.0,,,
014906135,2853213,,,264879.0,590210.0,65482.0,,,,,,,,,37338.0,182065.0,,,
014906136,2614896,,,166499.0,424919.0,13428.0,,,,,,,,,32522.0,177417.0,,,
014906137,1953115,,,104783.0,340652.0,88151.0,,,,,,,,,36583.0,142581.0,,,
014906699,443552,,,1585641.0,149024.0,183712.0,,,,,,,,,,,,,
014906999,187801,169362.0,,21866.0,653632.0,5283.0,6188531.0,,,,,,,8255000.0,284204.0,1109853.0,963231.0,,
014907001,883166,,,161889.0,65004.0,,,,,,,,,,34606.0,,,,
014907041,502348,,,230727.0,56095.0,,,,,,,,,,3404.0,,,,
014907102,937983,,27866.0,31882.0,166507.0,23232.0,,,,,,,,,7594.0,,,,
014907999,133548,199808.0,,45924.0,34613.0,,412401.0,,,,,,,315000.0,433997.0,439693.0,17582.0,27.0,
014908001,1261598,228657.0,,65293.0,138989.0,,,,,,,,,,26664.0,,,,
014908041,1119161,,,111711.0,133758.0,2079.0,,,,,,,,,,,,,
014908042,558118,,,63757.0,70346.0,,,,,,,,,,,,,,
014908101,748150,,20052.0,145919.0,44853.0,2120.0,,,,,,,,,,,,,
014909002,5583159,599213.0,14954.0,278729.0,1415811.0,,,,,,,,,,197856.0,26936.0,29335.0,621.0,
014909005,21827,,,2920.0,122338.0,,,,,,,,,,1139.0,,,,
014909041,1903568,37251.0,,202194.0,437023.0,,,,,,,,,,12982.0,12164.0,13856.0,,
014909042,1935978,37573.0,,229248.0,298193.0,,,,,,,,,,13458.0,12132.0,12001.0,,
014909044,1740738,36883.0,,164445.0,564505.0,,,,,,,,,,14089.0,10750.0,11454.0,,
014909101,598628,,,653293.0,97588.0,167515.0,,,,,,,,,31504.0,7547.0,9202.0,,
014909102,1198602,,,294337.0,63747.0,,,,,,,,,,1146.0,7418.0,11176.0,,
014909107,1483047,,,190081.0,194689.0,,,,,,,,,,2106.0,7935.0,12540.0,,
014909110,1130120,,,142380.0,109474.0,,,,,,,,,,1471.0,7864.0,9792.0,,
014909111,1383638,,,223576.0,152108.0,,,,,,,,,,1569.0,10935.0,10791.0,,
014909114,1546053,,,175202.0,113576.0,,,,,,,,,,1690.0,9652.0,13252.0,,
014909115,888329,,,301810.0,55697.0,,,,,,,,,,696.0,9736.0,7269.0,,
014909116,1553707,,,176705.0,135038.0,,,,,,,,,,1770.0,10113.0,12483.0,,
014909117,1456989,,,121080.0,142655.0,,,,,,,,,,1733.0,10113.0,13524.0,,
014909118,1667159,,,273419.0,97321.0,,,,,,,,,,1627.0,10113.0,19237.0,,
014909699,86774,,,200189.0,15641.0,37265.0,,,,,,,,,,,,,
014909999,53140,150206.0,137513.0,76649.0,585200.0,61795.0,2066605.0,110072.0,,,,,,2525000.0,362887.0,2982848.0,5359.0,78275.0,
014910001,974691,167466.0,12492.0,79411.0,105979.0,626.0,,,,,,,,,22702.0,,,4936.0,
014910041,915335,26600.0,12491.0,89146.0,212486.0,589.0,,,,,,,,,3812.0,,,1239.0,
014910101,1019652,,12496.0,100248.0,101689.0,547.0,,,,,,,,,3320.0,,,303.0,
014910103,595821,,12506.0,,149610.0,554.0,,,,,,,,,1757.0,,,63.0,
015901001,5464034,282377.0,,618573.0,675413.0,,,,,,,,,,511122.0,,,,
015901041,3751653,72065.0,233534.0,172108.0,623195.0,,,,,,,,,,242082.0,,,,
015901101,3181270,,61672.0,156727.0,494712.0,,,,,,,,,,197901.0,,,,
015901102,1152100,,,194817.0,555856.0,8752.0,,,,,,,,,194030.0,,,,
015901104,2814185,,139733.0,962729.0,517232.0,16000.0,,,,,,,,,82391.0,,,,
015901699,224570,,,149748.0,,,,,,,,,,,3024.0,,,,
015904001,4706656,227881.0,7992.0,97235.0,985898.0,110715.0,,,,,,,,,78483.0,475699.0,23299.0,24770.0,
