,DISTRICT,YEAR,ACT,per_stud_tax_rev,per_stud_state_rev,per_stud_fed_rev,per_stud_other_rev
0,1907,2003,20.1,3219.0,3346.0,1082.0,334.0
1,1907,2004,19.9,3409.0,3146.0,1046.0,290.0
2,1907,2005,20.3,3448.0,3100.0,1006.0,320.0
3,1907,2006,20.1,3620.0,3318.0,1102.0,335.0
4,1907,2007,21.2,3649.0,3559.0,1076.0,453.0
5,1907,2008,18.7,3613.0,4375.0,1177.0,358.0
6,1907,2009,21.1,3849.0,4085.0,1229.0,317.0
7,1907,2010,20.8,4780.0,4223.0,1481.0,423.0
8,1907,2011,20.2,4780.0,4223.0,1481.0,423.0
9,1907,2012,21.2,4842.0,3718.0,1725.0,365.0
10,1907,2013,19.7,4886.0,4108.0,1751.0,324.0
11,1907,2014,19.9,4981.0,4525.0,2312.0,303.0
12,1907,2015,20.1,4790.0,4780.0,1550.0,330.0
13,1907,2016,19.1,4798.0,5337.0,1704.0,472.0
14,2901,2003,18.9,6956.0,849.0,1204.0,463.0
15,2901,2004,19.5,7298.0,845.0,699.0,372.0
16,2901,2005,20.3,7654.0,893.0,820.0,609.0
17,2901,2006,20.0,8308.0,1000.0,761.0,890.0
18,2901,2007,20.8,8583.0,1658.0,778.0,1225.0
19,2901,2008,19.9,6973.0,3169.0,778.0,807.0
20,2901,2009,19.1,7556.0,2646.0,766.0,412.0
21,2901,2010,19.0,9104.0,1743.0,848.0,303.0
22,2901,2011,22.9,9104.0,1743.0,848.0,303.0
23,2901,2012,21.0,8093.0,1930.0,701.0,293.0
24,2901,2013,20.8,9841.0,623.0,657.0,330.0
25,2901,2014,18.8,9418.0,1148.0,715.0,332.0
26,2901,2015,19.9,10374.0,836.0,642.0,384.0
27,2901,2016,19.7,6574.0,3512.0,643.0,350.0
28,3902,2003,21.0,1202.0,5073.0,553.0,559.0
29,3902,2004,19.6,1307.0,5044.0,651.0,686.0
30,3902,2005,19.6,1395.0,4962.0,698.0,643.0
31,3902,2006,19.9,1499.0,5063.0,752.0,627.0
32,3902,2007,19.8,1480.0,5551.0,716.0,804.0
33,3902,2008,20.2,1234.0,6052.0,777.0,790.0
34,3902,2009,19.2,1448.0,6314.0,818.0,704.0
35,3902,2010,18.7,1666.0,6505.0,1189.0,556.0
36,3902,2011,21.8,1666.0,6505.0,1189.0,556.0
37,3902,2012,21.6,1731.0,6034.0,1052.0,614.0
38,3902,2013,20.7,1712.0,6003.0,916.0,632.0
39,3902,2014,21.2,1824.0,6481.0,905.0,687.0
40,3902,2015,21.2,2005.0,6260.0,861.0,592.0
41,3902,2016,21.1,2044.0,6634.0,883.0,659.0
42,3903,2003,17.3,3255.0,3049.0,848.0,294.0
43,3903,2004,17.3,3335.0,2976.0,886.0,290.0
44,3903,2005,18.0,3251.0,3077.0,948.0,330.0
45,3903,2006,17.1,3308.0,3174.0,949.0,379.0
46,3903,2007,17.2,3136.0,3614.0,960.0,432.0
47,3903,2008,17.9,2517.0,4355.0,1059.0,376.0
48,3903,2009,17.5,2712.0,4459.0,1091.0,297.0
49,3903,2010,19.1,2943.0,4542.0,1397.0,299.0
50,3903,2011,19.6,2943.0,4542.0,1397.0,299.0
51,3903,2012,17.8,3006.0,4133.0,1362.0,241.0
52,3903,2013,18.6,3112.0,4059.0,1270.0,242.0
53,3903,2014,20.3,3353.0,4632.0,1144.0,215.0
54,3903,2015,20.3,3316.0,4620.0,1125.0,273.0
55,3903,2016,19.0,3323.0,5161.0,1193.0,377.0
56,4901,2003,18.4,5741.0,1481.0,963.0,269.0
57,4901,2004,20.2,6453.0,1303.0,1138.0,477.0
58,4901,2005,19.8,6620.0,874.0,1185.0,374.0
59,4901,2006,21.1,6802.0,862.0,1222.0,507.0
60,4901,2007,21.2,7344.0,1763.0,1122.0,555.0
61,4901,2008,20.7,5788.0,3259.0,1254.0,538.0
62,4901,2009,20.0,5885.0,3566.0,1275.0,439.0
63,4901,2010,19.8,6901.0,3080.0,1450.0,425.0
64,4901,2011,19.6,6901.0,3080.0,1450.0,425.0
65,4901,2012,19.6,6972.0,2691.0,1437.0,433.0
66,4901,2013,20.7,7520.0,2016.0,1356.0,437.0
67,4901,2014,20.5,7943.0,1760.0,1295.0,410.0
68,4901,2015,20.3,8187.0,1662.0,1272.0,433.0
69,4901,2016,21.0,8272.0,1432.0,1268.0,416.0
70,7905,2003,19.8,1748.0,5108.0,1035.0,619.0
71,7905,2004,20.8,1791.0,5067.0,1215.0,529.0
72,7905,2005,20.4,1941.0,4737.0,1268.0,718.0
73,7905,2006,20.1,2103.0,4639.0,1353.0,749.0
74,7905,2007,19.8,2148.0,5012.0,1192.0,850.0
75,7905,2008,20.1,2002.0,5118.0,1162.0,846.0
76,7905,2009,20.1,2126.0,5151.0,1573.0,703.0
77,7905,2010,20.4,2354.0,5353.0,2316.0,715.0
78,7905,2011,21.0,2354.0,5353.0,2316.0,715.0
79,7905,2012,20.6,2760.0,4774.0,2167.0,681.0
80,7905,2013,20.4,3634.0,4870.0,1809.0,727.0
81,7905,2014,20.5,5713.0,4085.0,1488.0,685.0
82,7905,2015,20.1,7058.0,2272.0,1430.0,788.0
83,7905,2016,19.9,8434.0,1252.0,1594.0,617.0
84,8901,2003,20.8,3490.0,3322.0,354.0,375.0
85,8901,2004,20.6,3625.0,2738.0,367.0,360.0
86,8901,2005,20.8,3947.0,2981.0,374.0,473.0
87,8901,2006,19.7,4750.0,2866.0,420.0,702.0
88,8901,2007,22.6,5177.0,3109.0,377.0,663.0
89,8901,2008,21.9,4479.0,4053.0,377.0,573.0
90,8901,2009,22.5,5224.0,3361.0,596.0,960.0
91,8901,2010,22.7,5767.0,3040.0,905.0,1085.0
92,8901,2011,23.3,5767.0,3040.0,905.0,1085.0
93,8901,2012,21.8,5925.0,2675.0,681.0,775.0
94,8901,2013,22.7,6458.0,2394.0,752.0,679.0
95,8901,2014,21.9,6293.0,2658.0,781.0,769.0
96,8901,2015,21.8,6454.0,2823.0,792.0,636.0
97,8901,2016,21.1,6109.0,3251.0,819.0,522.0
98,8902,2003,20.1,2924.0,3842.0,678.0,573.0
99,8902,2004,19.6,3075.0,4115.0,819.0,500.0
100,8902,2005,19.7,3337.0,4056.0,1133.0,470.0
101,8902,2006,20.6,3960.0,4230.0,1131.0,698.0
102,8902,2007,19.9,4898.0,4452.0,970.0,593.0
103,8902,2008,20.2,4362.0,4806.0,1138.0,573.0
104,8902,2009,21.0,4685.0,4069.0,840.0,497.0
105,8902,2010,20.6,4836.0,4208.0,951.0,405.0
106,8902,2011,19.4,4836.0,4208.0,951.0,405.0
107,8902,2012,19.6,4808.0,3697.0,1033.0,426.0
108,8902,2013,19.6,4969.0,3467.0,953.0,587.0
109,8902,2014,20.0,4884.0,3614.0,881.0,437.0
110,8902,2015,20.7,4923.0,3622.0,893.0,532.0
111,8902,2016,20.8,4738.0,3918.0,985.0,455.0
112,10902,2003,21.1,3735.0,3236.0,678.0,526.0
113,10902,2004,20.9,3926.0,3132.0,622.0,631.0
114,10902,2005,20.8,4226.0,2730.0,721.0,508.0
115,10902,2006,21.0,4778.0,2570.0,867.0,528.0
116,10902,2007,21.6,5310.0,2915.0,933.0,668.0
117,10902,2008,20.0,4953.0,3619.0,741.0,656.0
118,10902,2009,20.9,5501.0,3569.0,801.0,490.0
119,10902,2010,22.7,6391.0,2773.0,989.0,447.0
120,10902,2011,20.7,6391.0,2773.0,989.0,447.0
121,10902,2012,23.1,6558.0,1852.0,1111.0,368.0
122,10902,2013,20.8,6614.0,1484.0,857.0,367.0
123,10902,2014,20.9,6774.0,1574.0,866.0,367.0
124,10902,2015,22.0,7287.0,1323.0,868.0,349.0
125,10902,2016,22.0,7607.0,1551.0,995.0,707.0
126,11901,2003,18.9,3767.0,3534.0,721.0,438.0
127,11901,2004,18.6,4031.0,2808.0,845.0,355.0
128,11901,2005,19.9,4368.0,2602.0,950.0,346.0
129,11901,2006,19.5,4431.0,2676.0,924.0,452.0
130,11901,2007,18.9,4335.0,3456.0,1004.0,527.0
131,11901,2008,19.8,4202.0,4187.0,948.0,729.0
132,11901,2009,19.5,4342.0,4167.0,1036.0,462.0
133,11901,2010,18.5,4378.0,4493.0,1440.0,219.0
134,11901,2011,20.8,4378.0,4493.0,1440.0,219.0
135,11901,2012,19.4,4569.0,3947.0,1625.0,260.0
136,11901,2013,20.0,4374.0,4201.0,1352.0,215.0
137,11901,2014,20.1,4489.0,4576.0,1243.0,198.0
138,11901,2015,20.0,4492.0,4686.0,1251.0,217.0
139,11901,2016,19.0,4590.0,4923.0,1416.0,205.0
140,11902,2003,19.2,2800.0,4159.0,568.0,323.0
141,11902,2004,18.0,3390.0,3892.0,596.0,390.0
142,11902,2005,19.3,3581.0,3604.0,709.0,417.0
143,11902,2006,20.2,3672.0,3829.0,812.0,468.0
144,11902,2007,18.5,3349.0,4357.0,728.0,552.0
145,11902,2008,18.5,3147.0,5163.0,746.0,761.0
146,11902,2009,17.8,3352.0,5086.0,899.0,440.0
147,11902,2010,19.8,3428.0,5398.0,1417.0,418.0
148,11902,2011,19.4,3428.0,5398.0,1417.0,418.0
149,11902,2012,19.0,3283.0,4995.0,1153.0,412.0
150,11902,2013,17.8,3289.0,5521.0,993.0,367.0
151,11902,2014,20.0,3304.0,6126.0,1026.0,306.0
152,11902,2015,20.1,3359.0,6439.0,1205.0,268.0
153,11902,2016,18.7,3560.0,6553.0,1403.0,340.0
154,13901,2003,18.1,1525.0,5225.0,1357.0,598.0
155,13901,2004,18.1,1620.0,4750.0,1409.0,622.0
156,13901,2005,17.9,1658.0,4949.0,1506.0,444.0
157,13901,2006,17.3,1744.0,4654.0,1415.0,455.0
158,13901,2007,18.6,1814.0,5298.0,1323.0,510.0
159,13901,2008,17.8,1682.0,5676.0,1464.0,486.0
160,13901,2009,18.0,1924.0,5578.0,1325.0,415.0
161,13901,2010,19.3,2157.0,5870.0,1418.0,366.0
162,13901,2011,17.8,2157.0,5870.0,1418.0,366.0
163,13901,2012,18.4,2268.0,5313.0,1925.0,339.0
164,13901,2013,19.6,2377.0,5607.0,1612.0,307.0
165,13901,2014,19.3,2662.0,5327.0,1617.0,313.0
166,13901,2015,19.3,2849.0,5642.0,1624.0,350.0
167,13901,2016,18.2,2687.0,5686.0,1735.0,410.0
168,14903,2003,19.4,2090.0,4651.0,602.0,336.0
169,14903,2004,18.7,2277.0,4520.0,657.0,343.0
170,14903,2005,19.2,2650.0,4231.0,717.0,394.0
171,14903,2006,18.7,2831.0,4259.0,748.0,431.0
172,14903,2007,18.3,2997.0,4366.0,660.0,487.0
173,14903,2008,20.0,2510.0,5096.0,718.0,420.0
174,14903,2009,21.5,3027.0,5281.0,741.0,315.0
175,14903,2010,22.7,3065.0,5224.0,925.0,309.0
176,14903,2011,22.3,3065.0,5224.0,925.0,309.0
177,14903,2012,22.7,3062.0,4958.0,955.0,280.0
178,14903,2013,22.6,3303.0,4993.0,850.0,278.0
179,14903,2014,22.1,3187.0,5530.0,870.0,280.0
180,14903,2015,21.6,3298.0,5646.0,802.0,333.0
181,14903,2016,21.5,3311.0,5853.0,753.0,290.0
182,14906,2003,19.6,1343.0,4813.0,1893.0,376.0
183,14906,2004,19.1,1457.0,4904.0,2045.0,332.0
184,14906,2005,19.5,1536.0,4783.0,2094.0,382.0
185,14906,2006,19.3,1678.0,4817.0,2092.0,509.0
186,14906,2007,19.4,1719.0,5257.0,2050.0,625.0
187,14906,2008,19.6,1529.0,5701.0,2103.0,456.0
188,14906,2009,20.0,1678.0,5479.0,2054.0,320.0
189,14906,2010,19.2,1679.0,5578.0,2479.0,232.0
190,14906,2011,19.8,1679.0,5578.0,2479.0,232.0
191,14906,2012,19.7,1705.0,4976.0,2144.0,241.0
192,14906,2013,20.0,1679.0,4905.0,2126.0,234.0
193,14906,2014,20.1,1776.0,5352.0,2142.0,214.0
194,14906,2015,19.6,1754.0,5456.0,2379.0,234.0
195,14906,2016,19.6,1726.0,5848.0,2401.0,179.0
196,14909,2003,21.5,3709.0,2869.0,1121.0,657.0
197,14909,2004,20.9,4037.0,2889.0,1164.0,659.0
198,14909,2005,20.5,4346.0,2877.0,1275.0,761.0
199,14909,2006,20.9,4491.0,2270.0,1357.0,767.0
200,14909,2007,22.6,4168.0,2951.0,1195.0,709.0
201,14909,2008,21.7,3646.0,3519.0,1251.0,650.0
202,14909,2009,22.4,3776.0,3586.0,1267.0,554.0
203,14909,2010,22.9,3639.0,3750.0,1572.0,441.0
204,14909,2011,22.5,3639.0,3750.0,1572.0,441.0
205,14909,2012,22.2,4011.0,3439.0,1605.0,497.0
206,14909,2013,21.6,4040.0,3514.0,1398.0,578.0
207,14909,2014,22.3,4472.0,3636.0,1455.0,651.0
208,14909,2015,21.1,4658.0,4095.0,1253.0,1079.0
209,14909,2016,21.7,4611.0,4580.0,1241.0,1718.0
210,15901,2003,23.2,6174.0,930.0,438.0,664.0
211,15901,2004,24.1,6580.0,855.0,482.0,701.0
212,15901,2005,22.3,6464.0,861.0,451.0,940.0
213,15901,2006,23.0,6842.0,819.0,496.0,1403.0
214,15901,2007,23.8,6710.0,1617.0,449.0,1581.0
215,15901,2008,23.6,6130.0,2404.0,459.0,1113.0
216,15901,2009,24.0,6043.0,2576.0,519.0,967.0
217,15901,2010,24.6,6819.0,2155.0,785.0,929.0
218,15901,2011,24.2,6819.0,2155.0,785.0,929.0
219,15901,2012,24.2,6872.0,1951.0,575.0,918.0
220,15901,2013,23.9,7590.0,1362.0,498.0,1064.0
221,15901,2014,24.7,8166.0,1248.0,514.0,1129.0
222,15901,2015,24.7,8417.0,1182.0,583.0,1089.0
223,15901,2016,24.5,8731.0,707.0,624.0,1440.0
224,15904,2003,16.9,1017.0,6318.0,1167.0,300.0
225,15904,2004,16.9,1133.0,6331.0,1406.0,254.0
226,15904,2005,17.9,1187.0,6202.0,1542.0,276.0
227,15904,2006,17.4,1229.0,6058.0,1702.0,307.0
228,15904,2007,19.0,1314.0,6443.0,1442.0,864.0
229,15904,2008,18.1,1180.0,6820.0,1478.0,454.0
230,15904,2009,17.8,1318.0,7227.0,1587.0,389.0
231,15904,2010,17.3,1275.0,7449.0,2033.0,287.0
232,15904,2011,17.1,1275.0,7449.0,2033.0,287.0
233,15904,2012,18.8,1219.0,7743.0,1576.0,211.0
234,15904,2013,17.9,1181.0,7164.0,1655.0,182.0
235,15904,2014,17.4,1182.0,7830.0,1593.0,192.0
236,15904,2015,18.4,1238.0,8029.0,1734.0,173.0
237,15904,2016,17.4,1321.0,8619.0,1714.0,194.0
238,15905,2003,15.4,718.0,6488.0,1410.0,156.0
239,15905,2004,15.3,829.0,6249.0,1417.0,169.0
240,15905,2005,16.8,975.0,6193.0,1703.0,306.0
241,15905,2006,16.4,1086.0,6287.0,1791.0,533.0
242,15905,2007,16.5,1118.0,6637.0,1599.0,530.0
243,15905,2008,16.2,1076.0,7557.0,1655.0,339.0
244,15905,2009,16.3,1108.0,7480.0,1843.0,161.0
245,15905,2010,16.1,1083.0,7556.0,2277.0,124.0
246,15905,2011,15.8,1083.0,7556.0,2277.0,124.0
247,15905,2012,17.8,1100.0,6674.0,2522.0,136.0
248,15905,2013,16.1,1111.0,7372.0,2282.0,140.0
249,15905,2014,16.3,1111.0,7319.0,2235.0,162.0
250,15905,2015,16.9,1157.0,8021.0,2245.0,133.0
251,15905,2016,17.0,1245.0,8155.0,2403.0,172.0
252,15907,2003,17.0,2261.0,4987.0,1521.0,363.0
253,15907,2004,16.9,2436.0,4900.0,1594.0,249.0
254,15907,2005,16.9,2535.0,4584.0,1692.0,234.0
255,15907,2006,17.0,2627.0,4528.0,1796.0,278.0
256,15907,2007,16.9,2748.0,4823.0,1798.0,366.0
257,15907,2008,16.5,2477.0,5408.0,1701.0,287.0
258,15907,2009,16.7,2753.0,5172.0,1934.0,234.0
259,15907,2010,17.2,2748.0,5143.0,2458.0,134.0
260,15907,2011,16.5,2748.0,5143.0,2458.0,134.0
261,15907,2012,16.7,2822.0,4853.0,2468.0,167.0
262,15907,2013,17.0,2984.0,5112.0,2587.0,136.0
263,15907,2014,16.7,3104.0,5506.0,2421.0,133.0
264,15907,2015,16.7,3308.0,5630.0,2543.0,142.0
265,15907,2016,16.3,3695.0,5861.0,2648.0,226.0
266,15908,2003,16.1,1211.0,5902.0,1190.0,234.0
267,15908,2004,17.2,1357.0,5771.0,1217.0,202.0
268,15908,2005,18.3,1440.0,5617.0,1442.0,258.0
269,15908,2006,17.0,1691.0,5675.0,1691.0,494.0
270,15908,2007,17.2,1492.0,6220.0,1535.0,496.0
271,15908,2008,17.4,1655.0,6561.0,1683.0,521.0
272,15908,2009,18.1,1765.0,6526.0,1771.0,309.0
273,15908,2010,18.4,1762.0,6347.0,2292.0,177.0
274,15908,2011,18.2,1762.0,6347.0,2292.0,177.0
275,15908,2012,17.9,1824.0,6275.0,2205.0,235.0
276,15908,2013,17.7,1910.0,6318.0,1677.0,215.0
277,15908,2014,17.2,1914.0,6717.0,1753.0,271.0
278,15908,2015,17.9,2074.0,6652.0,1844.0,192.0
279,15908,2016,18.2,2089.0,7159.0,2041.0,234.0
280,15909,2003,20.7,979.0,6588.0,785.0,266.0
281,15909,2004,18.1,1020.0,5816.0,1069.0,249.0
282,15909,2005,19.0,1165.0,6558.0,1065.0,450.0
283,15909,2006,19.4,1185.0,5833.0,1086.0,675.0
284,15909,2007,16.9,1263.0,6268.0,1169.0,523.0
285,15909,2008,16.9,1376.0,6806.0,1174.0,396.0
286,15909,2009,16.8,1270.0,6636.0,1226.0,299.0
287,15909,2010,17.3,1146.0,6945.0,1508.0,231.0
288,15909,2011,17.9,1146.0,6945.0,1508.0,231.0
289,15909,2012,17.5,1176.0,6428.0,1415.0,218.0
290,15909,2013,18.0,1160.0,7264.0,1410.0,157.0
291,15909,2014,15.5,1263.0,7762.0,1316.0,124.0
292,15909,2015,17.0,1450.0,8016.0,1378.0,179.0
293,15909,2016,18.2,1376.0,8194.0,1555.0,238.0
294,15910,2003,20.8,5044.0,2003.0,506.0,442.0
295,15910,2004,21.4,5340.0,1744.0,528.0,439.0
296,15910,2005,21.8,5737.0,1485.0,575.0,513.0
297,15910,2006,21.5,5932.0,1433.0,620.0,642.0
298,15910,2007,22.3,6048.0,2278.0,550.0,628.0
299,15910,2008,21.7,5716.0,3191.0,565.0,1191.0
300,15910,2009,22.3,6127.0,2882.0,658.0,681.0
301,15910,2010,22.0,5738.0,3321.0,895.0,391.0
302,15910,2011,22.3,5738.0,3321.0,895.0,391.0
303,15910,2012,22.3,5660.0,3062.0,937.0,404.0
304,15910,2013,21.9,5759.0,2636.0,845.0,372.0
305,15910,2014,21.6,6091.0,2761.0,832.0,378.0
306,15910,2015,22.4,6509.0,2809.0,821.0,382.0
307,15910,2016,22.3,6914.0,2717.0,871.0,419.0
308,15911,2003,19.3,2021.0,4733.0,607.0,248.0
309,15911,2004,19.5,2299.0,4795.0,739.0,245.0
310,15911,2005,20.4,2494.0,4318.0,743.0,314.0
311,15911,2006,19.8,2615.0,4283.0,813.0,348.0
312,15911,2007,19.8,2583.0,4636.0,790.0,345.0
313,15911,2008,18.8,2247.0,5180.0,766.0,423.0
314,15911,2009,19.6,2601.0,5219.0,845.0,510.0
315,15911,2010,20.2,2593.0,5393.0,1111.0,381.0
316,15911,2011,19.9,2593.0,5393.0,1111.0,381.0
317,15911,2012,19.8,2727.0,4884.0,899.0,438.0
318,15911,2013,19.5,2807.0,5020.0,1122.0,413.0
319,15911,2014,19.3,3153.0,5295.0,942.0,463.0
320,15911,2015,18.9,3382.0,5023.0,1011.0,424.0
321,15911,2016,19.3,3741.0,5153.0,961.0,439.0
322,15912,2003,18.2,902.0,5949.0,927.0,263.0
323,15912,2004,18.0,1034.0,6198.0,1111.0,244.0
324,15912,2005,19.5,1121.0,5710.0,1268.0,289.0
325,15912,2006,18.3,1208.0,5783.0,1371.0,372.0
326,15912,2007,19.7,1603.0,6193.0,1229.0,809.0
327,15912,2008,17.8,1564.0,6501.0,1352.0,538.0
328,15912,2009,17.9,1642.0,6468.0,1343.0,326.0
329,15912,2010,18.1,1577.0,6887.0,1565.0,314.0
330,15912,2011,18.7,1577.0,6887.0,1565.0,314.0
331,15912,2012,17.1,1551.0,6254.0,1433.0,227.0
332,15912,2013,18.3,1588.0,6190.0,1209.0,266.0
333,15912,2014,18.0,2109.0,6669.0,1432.0,384.0
334,15912,2015,17.8,2365.0,6848.0,1377.0,324.0
335,15912,2016,18.3,3033.0,7123.0,1342.0,319.0
336,15915,2003,21.1,3861.0,3107.0,610.0,359.0
337,15915,2004,20.9,4043.0,3086.0,644.0,355.0
338,15915,2005,20.7,4179.0,2783.0,662.0,394.0
339,15915,2006,20.9,4402.0,2910.0,693.0,508.0
340,15915,2007,20.9,4453.0,3217.0,695.0,531.0
341,15915,2008,20.9,4061.0,3698.0,696.0,499.0
342,15915,2009,20.8,4548.0,3582.0,704.0,358.0
343,15915,2010,21.1,4592.0,3869.0,919.0,371.0
344,15915,2011,21.4,4592.0,3869.0,919.0,371.0
345,15915,2012,21.4,4570.0,3488.0,1007.0,432.0
346,15915,2013,21.2,4622.0,3319.0,888.0,395.0
347,15915,2014,21.6,4838.0,3767.0,960.0,401.0
348,15915,2015,21.2,5074.0,3794.0,991.0,409.0
349,15915,2016,21.1,5586.0,3686.0,1030.0,420.0
350,15916,2003,20.2,3129.0,3785.0,535.0,276.0
351,15916,2004,19.2,3422.0,3776.0,575.0,249.0
352,15916,2005,20.0,3615.0,3471.0,633.0,296.0
353,15916,2006,19.3,3680.0,3442.0,683.0,387.0
354,15916,2007,18.8,3707.0,3940.0,678.0,439.0
355,15916,2008,19.0,3664.0,4571.0,685.0,690.0
356,15916,2009,18.4,4002.0,4376.0,701.0,401.0
357,15916,2010,20.1,3984.0,4519.0,892.0,239.0
358,15916,2011,19.5,3984.0,4519.0,892.0,239.0
359,15916,2012,19.3,3772.0,4172.0,1032.0,246.0
360,15916,2013,18.9,3884.0,4135.0,973.0,245.0
361,15916,2014,19.0,3914.0,4512.0,1078.0,232.0
362,15916,2015,18.6,4175.0,4764.0,1051.0,265.0
363,15916,2016,19.4,4542.0,4927.0,1001.0,286.0
364,15917,2003,16.7,1049.0,6227.0,849.0,228.0
365,15917,2004,16.6,1183.0,6167.0,1087.0,463.0
366,15917,2005,17.0,1179.0,5602.0,1109.0,439.0
367,15917,2006,17.9,1279.0,7024.0,1098.0,630.0
368,15917,2007,17.4,1473.0,6781.0,1160.0,882.0
369,15917,2008,16.8,1321.0,6192.0,1186.0,607.0
370,15917,2009,17.7,1472.0,6632.0,1255.0,416.0
371,15917,2010,18.2,1500.0,7463.0,1626.0,184.0
372,15917,2011,16.9,1500.0,7463.0,1626.0,184.0
373,15917,2012,19.1,1567.0,7339.0,1398.0,163.0
374,15917,2013,18.0,1690.0,7570.0,1378.0,258.0
375,15917,2014,19.3,2303.0,8038.0,1543.0,250.0
376,15917,2015,19.0,3201.0,7470.0,1428.0,245.0
377,15917,2016,17.9,3727.0,6698.0,1516.0,279.0
378,19907,2003,20.5,3337.0,2500.0,1219.0,551.0
379,19907,2004,20.5,3436.0,2671.0,1270.0,418.0
380,19907,2005,20.2,3691.0,2780.0,1285.0,483.0
381,19907,2006,20.0,3932.0,2605.0,1407.0,503.0
382,19907,2007,20.0,4075.0,3369.0,1315.0,536.0
383,19907,2008,20.0,3490.0,4377.0,1264.0,625.0
384,19907,2009,20.5,3718.0,4561.0,1258.0,555.0
385,19907,2010,20.0,3522.0,4652.0,1530.0,366.0
386,19907,2011,20.4,3522.0,4652.0,1530.0,366.0
387,19907,2012,20.7,3439.0,4260.0,1611.0,412.0
388,19907,2013,20.6,3464.0,4304.0,1414.0,445.0
389,19907,2014,20.2,3492.0,4511.0,1402.0,456.0
390,19907,2015,20.4,3486.0,4730.0,1432.0,419.0
391,19907,2016,20.4,3741.0,5063.0,1543.0,524.0
392,20901,2003,19.7,2025.0,4351.0,616.0,324.0
393,20901,2004,21.2,2333.0,4415.0,691.0,372.0
394,20901,2005,20.1,2857.0,4252.0,670.0,421.0
395,20901,2006,21.5,3402.0,4057.0,786.0,697.0
396,20901,2007,21.7,3446.0,4180.0,700.0,835.0
397,20901,2008,18.9,3368.0,5227.0,736.0,867.0
398,20901,2009,19.7,2903.0,5736.0,883.0,1343.0
399,20901,2010,20.6,2847.0,4815.0,877.0,1268.0
400,20901,2011,20.5,2847.0,4815.0,877.0,1268.0
401,20901,2012,20.3,2861.0,5589.0,930.0,1281.0
402,20901,2013,20.4,2856.0,4875.0,729.0,1221.0
403,20901,2014,20.6,3015.0,6686.0,772.0,1201.0
404,20901,2015,20.2,3320.0,5987.0,724.0,1337.0
405,20901,2016,20.8,3301.0,6327.0,779.0,1318.0
406,20902,2003,20.7,4489.0,1164.0,527.0,663.0
407,20902,2004,20.2,4850.0,1304.0,578.0,365.0
408,20902,2005,20.8,4871.0,1223.0,663.0,381.0
409,20902,2006,20.5,5388.0,1386.0,682.0,447.0
410,20902,2007,22.0,5531.0,2044.0,686.0,468.0
411,20902,2008,21.3,4792.0,3071.0,749.0,525.0
412,20902,2009,20.1,5494.0,2995.0,773.0,509.0
413,20902,2010,20.5,4935.0,3884.0,934.0,485.0
414,20902,2011,20.6,4935.0,3884.0,934.0,485.0
415,20902,2012,21.3,5009.0,3415.0,992.0,398.0
416,20902,2013,21.2,5081.0,3355.0,898.0,357.0
417,20902,2014,19.9,4780.0,3683.0,931.0,383.0
418,20902,2015,18.6,5017.0,4249.0,999.0,380.0
419,20902,2016,20.3,5154.0,4394.0,971.0,1007.0
420,20905,2003,20.9,5562.0,847.0,601.0,328.0
421,20905,2004,22.1,5847.0,811.0,646.0,286.0
422,20905,2005,21.1,5728.0,828.0,768.0,354.0
423,20905,2006,21.2,6237.0,911.0,847.0,490.0
424,20905,2007,22.1,6135.0,1443.0,714.0,363.0
425,20905,2008,22.2,5412.0,2407.0,924.0,343.0
426,20905,2009,22.1,5996.0,2138.0,1023.0,265.0
427,20905,2010,22.2,6099.0,2246.0,1015.0,459.0
428,20905,2011,22.2,6099.0,2246.0,1015.0,459.0
429,20905,2012,22.1,6092.0,1787.0,1065.0,373.0
430,20905,2013,22.2,6349.0,1491.0,949.0,397.0
431,20905,2014,21.7,6684.0,1669.0,940.0,492.0
432,20905,2015,22.0,6737.0,1638.0,954.0,449.0
433,20905,2016,22.5,7975.0,1810.0,1023.0,572.0
434,20907,2003,20.0,2326.0,4223.0,760.0,293.0
435,20907,2004,19.0,2621.0,3848.0,798.0,327.0
436,20907,2005,19.9,3469.0,3759.0,852.0,519.0
437,20907,2006,19.8,3415.0,3319.0,850.0,325.0
438,20907,2007,18.7,3402.0,4332.0,968.0,334.0
439,20907,2008,19.2,3036.0,4823.0,938.0,332.0
440,20907,2009,21.7,3182.0,4317.0,967.0,257.0
441,20907,2010,20.2,3156.0,4714.0,1240.0,228.0
442,20907,2011,19.0,3156.0,4714.0,1240.0,228.0
443,20907,2012,21.7,3193.0,4868.0,1252.0,246.0
444,20907,2013,20.2,4549.0,4830.0,1058.0,247.0
445,20907,2014,19.7,3760.0,5051.0,1037.0,233.0
446,20907,2015,21.6,4174.0,4700.0,939.0,225.0
447,20907,2016,19.7,3862.0,4546.0,981.0,244.0
448,20908,2003,20.7,4714.0,2439.0,264.0,280.0
449,20908,2004,21.7,5130.0,2266.0,292.0,289.0
450,20908,2005,21.6,5190.0,1848.0,330.0,369.0
451,20908,2006,22.2,5158.0,1990.0,463.0,575.0
452,20908,2007,21.1,5030.0,2439.0,389.0,738.0
453,20908,2008,21.0,4424.0,3542.0,404.0,533.0
454,20908,2009,21.0,4442.0,3425.0,424.0,334.0
455,20908,2010,21.1,4240.0,3743.0,704.0,365.0
