,Campus,TAKS_math_gr3,TAKS_reading_gr3,TAKS_math_gr4,TAKS_reading_gr4,TAKS_math_gr5,TAKS_reading_gr5,TAKS_part,Year
0,001902001,-1,-1,-1,-1,-1,-1,100,2010
1,001902001,-1,-1,-1,-1,-1,-1,89.7,2009
2,001902001,-1,-1,-1,-1,-1,-1,89.8,2005
3,001902001,-1,-1,-1,-1,-1,-1,91.1,2011
4,001902001,-1,-1,-1,-1,-1,-1,91.6,2008
5,001902001,-1,-1,-1,-1,-1,-1,91.8,2007
6,001902001,-1,-1,-1,-1,-1,-1,93.2,2006
7,001902001,.,.,.,.,.,.,81.2,2003
8,001902001,.,.,.,.,.,.,86.7,2004
9,001902041,-1,-1,-1,-1,-1,-1,100,2010
10,001902041,-1,-1,-1,-1,-1,-1,86.4,2011
11,001902041,-1,-1,-1,-1,-1,-1,88.4,2007
12,001902041,-1,-1,-1,-1,-1,-1,89.3,2005
13,001902041,-1,-1,-1,-1,-1,-1,89.7,2008
14,001902041,-1,-1,-1,-1,-1,-1,90.5,2009
15,001902041,-1,-1,-1,-1,-1,-1,92.5,2006
16,001902041,.,.,.,.,.,.,85.6,2004
17,001902041,.,.,.,.,.,.,99.2,2003
18,001902103,.,.,97,.,98,.,90.3,2004
19,001902103,100,100,95.2,92.7,92.5,92.5,98.6,2003
20,001902103,91,-4,86,76,-4,97,89.7,2005
21,001902103,92,96,90,98,93,91,88.7,2011
22,001902103,93,95,-4,96,98,98,86.2,2008
23,001902103,96,91,-4,95,91,93,100,2010
24,001902103,97,-4,92,97,-4,94,86.6,2006
25,001902103,97,-4,97,97,95,86,90.7,2007
26,001902103,97,-4,97,97,97,94,87.8,2009
27,001903001,-1,-1,-1,-1,-1,-1,78.7,2005
28,001903001,-1,-1,-1,-1,-1,-1,78.7,2007
29,001903001,-1,-1,-1,-1,-1,-1,79.2,2006
30,001903001,-1,-1,-1,-1,-1,-1,80.4,2008
31,001903001,-1,-1,-1,-1,-1,-1,83.7,2009
32,001903001,-1,-1,-1,-1,-1,-1,88.6,2011
33,001903001,-1,-1,-1,-1,-1,-1,99.3,2010
34,001903001,.,.,.,.,.,.,82.8,2004
35,001903001,.,.,.,.,.,.,83.1,2003
36,001903002,.,.,.,.,.,.,.,2005
37,001903002,.,.,.,.,.,.,.,2006
38,001903041,-1,-1,-1,-1,-1,-1,100,2010
39,001903041,-1,-1,-1,-1,-1,-1,79.1,2005
40,001903041,-1,-1,-1,-1,-1,-1,85.6,2006
41,001903041,-1,-1,-1,-1,-1,-1,88.6,2007
42,001903041,-1,-1,-1,-1,-1,-1,88.9,2009
43,001903041,-1,-1,-1,-1,-1,-1,91.6,2008
44,001903041,-1,-1,-1,-1,-1,-1,92.1,2011
45,001903041,.,.,.,.,.,.,73.2,2004
46,001903041,.,.,.,.,.,.,97.5,2003
47,001903101,83,81,93,88,92,86,89.2,2006
48,001903101,84,90,96,93,91,81,91.5,2008
49,001903101,88,89,95,93,97,92,91.9,2009
50,001903101,88,95,90,90,81,87,100,2010
51,001903101,89,89,78,78,78,82,86.7,2005
52,001903101,91,91,93,95,88,87,92.5,2011
53,001903101,91,92,89,95,74,74,82.2,2004
54,001903101,91.5,94.7,81.8,82.1,96.7,80,98,2003
55,001903101,95,97,85,80,93,93,90.3,2007
56,001904001,-1,-1,-1,-1,-1,-1,100,2010
57,001904001,-1,-1,-1,-1,-1,-1,81,2005
58,001904001,-1,-1,-1,-1,-1,-1,81.6,2006
59,001904001,-1,-1,-1,-1,-1,-1,84.6,2007
60,001904001,-1,-1,-1,-1,-1,-1,85.3,2009
61,001904001,-1,-1,-1,-1,-1,-1,86.1,2011
62,001904001,-1,-1,-1,-1,-1,-1,89.8,2008
63,001904001,.,.,.,.,.,.,84,2004
64,001904001,.,.,.,.,.,.,90.5,2003
65,001904041,-1,-1,-1,-1,-1,-1,83.1,2006
66,001904041,-1,-1,-1,-1,-1,-1,84,2009
67,001904041,-1,-1,-1,-1,-1,-1,84.5,2008
68,001904041,-1,-1,-1,-1,-1,-1,86.5,2007
69,001904041,-1,-1,-1,-1,-1,-1,86.9,2005
70,001904041,-1,-1,-1,-1,-1,-1,89,2011
71,001904041,-1,-1,-1,-1,-1,-1,99.4,2010
72,001904041,.,.,.,.,.,.,85.6,2004
73,001904041,.,.,.,.,.,.,99.4,2003
74,001904102,69,88,67,91,81,86,90,2006
75,001904102,77,82,59,57,91,93,90.6,2007
76,001904102,86,94,90,96,97,95,94.8,2011
77,001904102,87,92,86,84,73,81,90.2,2005
78,001904102,90,94,76,91,89,87,99.4,2010
79,001904102,91,88,82,82,76,91,94.1,2008
80,001904102,91,92,93,82,93,91,95.9,2009
81,001904102,98,95,75,83,96,98,89.9,2004
82,001904102,98.3,96.6,92.7,97.4,94.2,100,97.9,2003
83,001906002,-1,-1,-1,-1,-1,-1,100,2010
84,001906002,-1,-1,-1,-1,-1,-1,75.2,2007
85,001906002,-1,-1,-1,-1,-1,-1,75.6,2006
86,001906002,-1,-1,-1,-1,-1,-1,81.2,2008
87,001906002,-1,-1,-1,-1,-1,-1,83.2,2009
88,001906002,-1,-1,-1,-1,-1,-1,84.3,2005
89,001906002,-1,-1,-1,-1,-1,-1,88.1,2011
90,001906002,.,.,.,.,.,.,82.6,2004
91,001906002,.,.,.,.,.,.,93.6,2003
92,001906102,-4,-4,82,82,91,94,89,2009
93,001906102,-4,-4,92,92,97,94,91.7,2011
94,001906102,100,100,84.6,92.9,92.3,100,100,2003
95,001906102,82,82,85,-4,71,92,86.1,2008
96,001906102,91,96,75,-4,75,-4,88.5,2006
97,001906102,92,-4,96,92,89,96,85.5,2007
98,001906102,92,81,79,.,.,90,75.9,2004
99,001906102,96,92,79,87,92,92,81.3,2005
100,001906102,96,96,83,88,82,91,98,2010
101,001907001,-1,-1,-1,-1,-1,-1,84.9,2007
102,001907001,-1,-1,-1,-1,-1,-1,87.2,2006
103,001907001,-1,-1,-1,-1,-1,-1,87.5,2005
104,001907001,-1,-1,-1,-1,-1,-1,87.7,2008
105,001907001,-1,-1,-1,-1,-1,-1,88.2,2009
106,001907001,-1,-1,-1,-1,-1,-1,91,2011
107,001907001,-1,-1,-1,-1,-1,-1,96.8,2010
108,001907001,.,.,.,.,.,.,88.4,2004
109,001907001,.,.,.,.,.,.,89.6,2003
110,001907041,-1,-1,-1,-1,-1,-1,83.6,2005
111,001907041,-1,-1,-1,-1,-1,-1,85.7,2006
112,001907041,-1,-1,-1,-1,-1,-1,90.5,2007
113,001907041,-1,-1,-1,-1,-1,-1,91.8,2008
114,001907041,-1,-1,-1,-1,-1,-1,92.4,2011
115,001907041,-1,-1,-1,-1,-1,-1,92.5,2009
116,001907041,-1,-1,-1,-1,-1,-1,99.3,2010
117,001907041,.,.,.,.,.,.,87.7,2004
118,001907041,.,.,.,.,.,.,98,2003
119,001907042,-1,-1,-1,-1,-1,-1,84.1,2005
120,001907042,.,.,.,.,.,.,86.5,2004
121,001907042,.,.,.,.,.,.,97.9,2003
122,001907101,-1,-1,-1,-1,-1,-1,.,2005
123,001907101,.,.,.,.,.,.,.,2003
124,001907101,.,.,.,.,.,.,.,2006
125,001907101,.,.,.,.,.,.,.,2007
126,001907101,.,.,.,.,.,.,.,2008
127,001907101,.,.,.,.,.,.,.,2009
128,001907101,.,.,.,.,.,.,.,2010
129,001907101,.,.,.,.,.,.,.,2011
130,001907101,84,87,76,78,90,84,89,2004
131,001907102,.,.,.,.,.,.,.,2011
132,001907104,.,.,.,.,.,.,.,2003
133,001907104,.,.,.,.,.,.,.,2004
134,001907104,,,,,,,,2005
135,001907107,.,.,.,.,.,.,.,2003
136,001907107,66,81,79,81,83,76,94.7,2007
137,001907107,68,81,85,74,73,78,91.7,2006
138,001907107,68,84,85,79,71,76,94,2009
139,001907107,70,85,74,69,69,71,91,2005
140,001907107,74,83,80,79,78,86,94.8,2008
141,001907107,79,88,81,82,75,77,98.9,2010
142,001907107,84,87,76,78,90,84,89,2004
143,001907107,85,88,87,83,72,81,94.5,2011
144,001907110,66,81,79,81,83,76,94.7,2007
145,001907110,68,81,85,74,73,78,91.7,2006
146,001907110,68,84,85,79,71,76,94,2009
147,001907110,70,85,74,69,69,71,91,2005
148,001907110,74,83,80,79,78,86,94.8,2008
149,001907110,79,88,81,82,75,77,98.9,2010
150,001907110,83.4,83.6,89.8,80.2,84.8,79.2,98,2003
151,001907110,84,87,76,78,90,84,89,2004
152,001907110,85,88,87,83,72,81,94.5,2011
153,001908002,-1,-1,-1,-1,-1,-1,79.7,2009
154,001908002,-1,-1,-1,-1,-1,-1,85.2,2007
155,001908002,-1,-1,-1,-1,-1,-1,85.7,2005
156,001908002,-1,-1,-1,-1,-1,-1,86,2008
157,001908002,-1,-1,-1,-1,-1,-1,86.2,2011
158,001908002,-1,-1,-1,-1,-1,-1,87.8,2006
159,001908002,-1,-1,-1,-1,-1,-1,99.4,2010
160,001908002,.,.,.,.,.,.,87.5,2004
161,001908002,.,.,.,.,.,.,87.6,2003
162,001908041,-1,-1,-1,-1,-1,-1,100,2010
163,001908041,-1,-1,-1,-1,-1,-1,82.7,2007
164,001908041,-1,-1,-1,-1,-1,-1,84.9,2008
165,001908041,-1,-1,-1,-1,-1,-1,87.1,2006
166,001908041,-1,-1,-1,-1,-1,-1,88.3,2009
167,001908041,-1,-1,-1,-1,-1,-1,88.8,2005
168,001908041,-1,-1,-1,-1,-1,-1,94.6,2011
169,001908041,.,.,.,.,.,.,86.7,2004
170,001908041,.,.,.,.,.,.,99,2003
171,001908101,68,79,84,86,92,92,93.6,2008
172,001908101,73,94,76,79,94,90,92.7,2007
173,001908101,76,87,75,84,81,86,95.1,2009
174,001908101,82,87,82,81,78,80,90.8,2006
175,001908101,87.4,89,74.3,76.9,73.8,72.3,99.1,2003
176,001908101,88,89,76,81,88,86,100,2010
177,001908101,88,91,76,75,67,63,90.8,2004
178,001908101,89,94,70,76,83,87,92.4,2011
179,001908101,96,90,71,76,77,75,91,2005
180,001908102,.,.,.,.,.,.,.,2003
181,001908102,68,79,84,86,92,92,93.6,2008
182,001908102,73,94,76,79,94,90,92.7,2007
183,001908102,76,87,75,84,81,86,95.1,2009
184,001908102,82,87,82,81,78,80,90.8,2006
185,001908102,88,89,76,81,88,86,100,2010
186,001908102,88,91,76,75,67,63,90.8,2004
187,001908102,89,94,70,76,83,87,92.4,2011
188,001908102,96,90,71,76,77,75,91,2005
189,001909001,-1,-1,-1,-1,-1,-1,100,2010
190,001909001,-1,-1,-1,-1,-1,-1,77.1,2007
191,001909001,-1,-1,-1,-1,-1,-1,77.4,2006
192,001909001,-1,-1,-1,-1,-1,-1,78.3,2005
193,001909001,-1,-1,-1,-1,-1,-1,83.5,2009
194,001909001,-1,-1,-1,-1,-1,-1,84.7,2008
195,001909001,-1,-1,-1,-1,-1,-1,88.4,2011
196,001909001,.,.,.,.,.,.,82.5,2004
197,001909001,.,.,.,.,.,.,94.2,2003
198,001909101,-4,96,90,70,88,96,97.5,2009
199,001909101,100,100,100,100,86.2,85.7,98.2,2003
200,001909101,89,96,94,75,-4,89,87.6,2005
201,001909101,90,-4,89,86,89,96,93.5,2011
202,001909101,90,-4,96,96,93,89,100,2010
203,001909101,92,-4,96,92,-4,84,94.1,2008
204,001909101,92,83,89,96,85,94,90.2,2006
205,001909101,95,95,.,.,94,76,85.3,2004
206,001909101,96,96,-4,83,90,84,90.6,2007
207,002901001,-1,-1,-1,-1,-1,-1,86.1,2008
208,002901001,-1,-1,-1,-1,-1,-1,86.1,2011
209,002901001,-1,-1,-1,-1,-1,-1,86.9,2009
210,002901001,-1,-1,-1,-1,-1,-1,90.1,2007
211,002901001,-1,-1,-1,-1,-1,-1,91.8,2006
212,002901001,-1,-1,-1,-1,-1,-1,95.2,2005
213,002901001,-1,-1,-1,-1,-1,-1,98.1,2010
214,002901001,.,.,.,.,.,.,91.8,2004
215,002901001,.,.,.,.,.,.,95.8,2003
216,002901002,-1,-1,-1,-1,-1,-1,.,2005
217,002901002,-1,-1,-1,-1,-1,-1,75,2011
218,002901002,.,.,.,.,.,.,-1,2004
219,002901002,.,.,.,.,.,.,.,2003
220,002901002,.,.,.,.,.,.,.,2006
221,002901002,.,.,.,.,.,.,.,2007
222,002901002,.,.,.,.,.,.,.,2008
223,002901002,.,.,.,.,.,.,.,2009
224,002901002,.,.,.,.,.,.,.,2010
225,002901041,-1,-1,-1,-1,-1,-1,83,2005
226,002901041,-1,-1,-1,-1,-1,-1,84.5,2006
227,002901041,-1,-1,-1,-1,-1,-1,86.4,2009
228,002901041,-1,-1,-1,-1,-1,-1,86.5,2007
229,002901041,-1,-1,-1,-1,-1,-1,86.6,2008
230,002901041,-1,-1,-1,-1,-1,-1,92.8,2011
231,002901041,-1,-1,-1,-1,-1,-1,98.7,2010
232,002901041,.,.,.,.,.,.,85.7,2004
233,002901041,.,.,.,.,.,.,97.7,2003
234,002901101,76,92,-1,-1,-1,-1,99.6,2010
235,002901101,77,91,-1,-1,-1,-1,86.2,2005
236,002901101,77,92,-1,-1,-1,-1,91.7,2006
237,002901101,78,82,-1,-1,-1,-1,97.2,2009
238,002901101,84,86,-1,-1,-1,-1,92.9,2007
239,002901101,85,88,-1,-1,-1,-1,93.8,2011
240,002901101,85,93,-1,-1,-1,-1,93.5,2008
241,002901101,92,95,.,.,.,.,93.1,2004
242,002901101,96,96,90.2,95.1,100,84.2,99.3,2003
243,002901103,-1,-1,-1,-1,86,84,87.4,2005
244,002901103,-1,-1,-1,-1,89,79,94.4,2006
245,002901103,-1,-1,-1,-1,92,89,93.7,2008
246,002901103,-1,-1,-1,-1,93,83,90.1,2007
247,002901103,.,.,.,.,89,83,88.5,2004
248,002901103,91.3,91.5,81.6,80.6,95.1,80.5,99.3,2003
249,002901104,-1,-1,83,88,-1,-1,94.4,2005
250,002901104,-1,-1,88,79,86,86,95.2,2011
251,002901104,-1,-1,88,82,85,77,94.3,2009
252,002901104,-1,-1,88,83,-1,-1,95.3,2008
253,002901104,-1,-1,89,85,90,83,99.1,2010
254,002901104,-1,-1,92,85,-1,-1,95.4,2007
255,002901104,-1,-1,93,85,-1,-1,90.3,2006
256,002901104,.,.,98,93,.,.,88.2,2004
257,002901104,93.8,85.3,94.4,83.3,85.7,58.6,98.4,2003
258,002901105,76,92,-1,-1,-1,-1,99.6,2010
259,002901105,77,91,-1,-1,-1,-1,86.2,2005
260,002901105,77,92,-1,-1,-1,-1,91.7,2006
261,002901105,78,82,-1,-1,-1,-1,97.2,2009
262,002901105,84,86,-1,-1,-1,-1,92.9,2007
263,002901105,85,88,-1,-1,-1,-1,93.8,2011
264,002901105,85,93,-1,-1,-1,-1,93.5,2008
265,002901105,92,95,.,.,.,.,93.1,2004
266,002901105,95,84.6,83.6,72.7,87.7,76.2,98.5,2003
267,003801001,-1,-1,-1,-1,-1,-1,80,2009
268,003801001,-1,-1,-1,-1,-1,-1,92.7,2011
269,003801001,-1,-1,-1,-1,-1,-1,98.4,2010
270,003801001,45,72,75,80,75,86,95.6,2006
271,003801001,55,69,40,62,62,85,92,2008
272,003801001,55,87,71,81,62,75,93,2007
273,003801001,57,71,81,75,53,47,96.9,2005
274,003801001,75,84.2,91.7,83.3,100,87.5,100,2003
275,003801001,85,88,65,63,.,.,96.2,2004
276,003801103,59,71,79,85,68,80,100,2010
277,003801103,70,77,93,85,70,97,88.3,2011
278,003902001,-1,-1,-1,-1,-1,-1,87,2006
279,003902001,-1,-1,-1,-1,-1,-1,88.3,2005
280,003902001,-1,-1,-1,-1,-1,-1,88.7,2007
281,003902001,-1,-1,-1,-1,-1,-1,91.1,2011
282,003902001,-1,-1,-1,-1,-1,-1,91.4,2008
283,003902001,-1,-1,-1,-1,-1,-1,91.7,2009
284,003902001,-1,-1,-1,-1,-1,-1,99.1,2010
285,003902001,.,.,.,.,.,.,87.8,2004
286,003902001,.,.,.,.,.,.,95.1,2003
287,003902004,-1,-1,-1,-1,-1,-1,100,2010
288,003902004,-1,-1,-1,-1,-1,-1,55.6,2006
289,003902004,-1,-1,-1,-1,-1,-1,72.7,2005
290,003902004,-1,-1,-1,-1,-1,-1,80,2007
291,003902004,-1,-1,-1,-1,-1,-1,80,2008
292,003902004,-1,-1,-1,-1,-1,-1,80,2011
293,003902004,.,.,.,.,.,.,-1,2009
294,003902004,.,.,.,.,.,.,100,2004
295,003902004,.,.,.,.,.,.,54.5,2003
296,003902041,-1,-1,-1,-1,-1,-1,92.4,2011
297,003902041,-1,-1,-1,-1,-1,-1,99.8,2010
298,003902041,-1,-1,-1,-1,91,79,89.1,2005
299,003902041,-1,-1,-1,-1,92,88,90.8,2007
300,003902041,-1,-1,-1,-1,96,91,91.8,2009
301,003902041,-1,-1,-1,-1,97,89,90.7,2008
302,003902041,-1,-1,-1,-1,97,92,89.8,2006
303,003902041,.,.,.,.,.,.,97.9,2003
304,003902041,.,.,.,.,96,92,88,2004
305,003902101,.,.,.,.,.,.,.,2003
306,003902101,79,85,96,88,-1,-1,95.5,2007
307,003902101,84,95,90,89,-1,-1,93.1,2006
308,003902101,85,91,91,86,-1,-1,89.7,2005
309,003902101,88,96,94,85,-1,-1,93.5,2008
310,003902101,92,92,94,93,-1,-1,95.5,2009
311,003902101,95,96,90,86,97,90,99.7,2010
312,003902101,96,94,91,93,.,.,86.6,2004
313,003902101,96,94,93,89,92,93,95.6,2011
314,003902102,79,85,96,88,-1,-1,95.5,2007
315,003902102,84,95,90,89,-1,-1,93.1,2006
316,003902102,85,91,91,86,-1,-1,89.7,2005
317,003902102,88,96,94,85,-1,-1,93.5,2008
318,003902102,91.3,91.1,93.1,91.9,93.5,77.6,97.8,2003
319,003902102,92,92,94,93,-1,-1,95.5,2009
320,003902102,95,96,90,86,97,90,99.7,2010
321,003902102,96,94,91,93,.,.,86.6,2004
322,003902102,96,94,93,89,92,93,95.6,2011
323,003903001,-1,-1,-1,-1,-1,-1,81.1,2008
324,003903001,-1,-1,-1,-1,-1,-1,81.8,2005
325,003903001,-1,-1,-1,-1,-1,-1,82,2006
326,003903001,-1,-1,-1,-1,-1,-1,82,2009
327,003903001,-1,-1,-1,-1,-1,-1,82.2,2007
328,003903001,-1,-1,-1,-1,-1,-1,83.2,2011
329,003903001,-1,-1,-1,-1,-1,-1,98.5,2010
330,003903001,.,.,.,.,.,.,80.4,2003
331,003903001,.,.,.,.,.,.,81.8,2004
332,003903004,-1,-1,-1,-1,-1,-1,41.9,2006
333,003903004,-1,-1,-1,-1,-1,-1,50,2007
334,003903004,-1,-1,-1,-1,-1,-1,57.7,2005
335,003903004,-1,-1,-1,-1,-1,-1,62.5,2009
336,003903004,-1,-1,-1,-1,-1,-1,66.7,2008
337,003903004,-1,-1,-1,-1,-1,-1,71.4,2011
338,003903004,-1,-1,-1,-1,-1,-1,86.7,2010
339,003903004,.,.,.,.,.,.,100,2004
340,003903004,.,.,.,.,.,.,65.1,2003
341,003903044,-1,-1,-1,-1,-1,-1,81.7,2005
342,003903044,-1,-1,-1,-1,-1,-1,82.3,2006
343,003903044,-1,-1,-1,-1,-1,-1,83.4,2007
344,003903044,-1,-1,-1,-1,-1,-1,83.4,2008
345,003903044,-1,-1,-1,-1,-1,-1,84.1,2009
346,003903044,-1,-1,-1,-1,-1,-1,84.7,2011
347,003903044,-1,-1,-1,-1,-1,-1,99.5,2010
348,003903044,.,.,.,.,.,.,81.3,2004
349,003903044,.,.,.,.,.,.,97.5,2003
350,003903120,91,93,97,90,97,98,84.4,2009
351,003903120,92,91,94,97,89,92,80.9,2006
352,003903120,92,97,95,88,97,91,100,2010
353,003903120,93,93,95,87,97,96,82.6,2007
354,003903120,93,96,92,94,87,78,81.6,2005
355,003903120,97,93,94,84,95,90,85.6,2008
356,003903120,97,96,98,91,-4,96,83.8,2011
357,003903120,98.9,97.7,95.7,100,85.7,90.5,98.1,2003
358,003903120,99,.,95,97,92,91,82.1,2004
359,003903121,69,91,82,85,83,81,88.5,2006
360,003903121,81,93,85,85,88,84,87,2007
361,003903121,84,88,82,83,78,75,88.6,2005
362,003903121,84,91,83,87,78,86,87.5,2008
363,003903121,84,96,88,91,92,95,100,2010
364,003903121,89,98,90,90,79,86,87.9,2009
365,003903121,90,90,88,88,83,89,88.7,2011
366,003903121,93.2,91,93.9,90.8,90.6,74.8,99.8,2003
367,003903121,96,98,83,89,85,86,91.7,2004
368,003903122,100,98.3,93.7,92.4,97.3,97.3,100,2003
369,003903122,78,88,89,84,99,93,82.4,2006
370,003903122,80,95,91,89,93,84,85,2007
371,003903122,85,87,95,85,96,84,100,2010
372,003903122,86,90,89,83,98,91,79.7,2008
373,003903122,86,95,92,86,92,90,78.8,2005
374,003903122,88,91,84,79,96,92,83.8,2011
375,003903122,92,90,77,84,91,87,81.6,2009
376,003903122,96,99,98,93,96,93,78.9,2004
377,003903123,70,86,94,88,93,81,83.1,2008
378,003903123,75,85,92,85,90,69,88.2,2006
379,003903123,76,83,73,79,99,87,85.5,2009
380,003903123,79,81,84,85,84,89,92.5,2011
381,003903123,79,86,89,89,94,79,99.7,2010
382,003903123,82,89,90,80,96,83,85.4,2007
383,003903123,89,96,97,97,96,87,69.3,2004
384,003903123,90,87,89,79,79,45,83.4,2005
385,003903123,92.6,88.7,94.2,86.5,94,78,96.2,2003
386,003903124,.,.,.,.,.,.,.,2003
387,003903124,69,91,82,85,83,81,88.5,2006
388,003903124,81,93,85,85,88,84,87,2007
389,003903124,84,88,82,83,78,75,88.6,2005
390,003903124,84,91,83,87,78,86,87.5,2008
391,003903124,84,96,88,91,92,95,100,2010
392,003903124,89,98,90,90,79,86,87.9,2009
393,003903124,90,90,88,88,83,89,88.7,2011
394,003903124,96,98,83,89,85,86,91.7,2004
395,003903125,.,.,.,.,.,.,.,2003
396,003903125,.,.,.,.,.,.,.,2004
397,003903125,.,.,.,.,.,.,.,2005
398,003903125,.,.,.,.,.,.,.,2006
399,003903125,.,.,.,.,.,.,.,2007
400,003903125,.,.,.,.,.,.,.,2008
401,003903125,.,.,.,.,.,.,.,2009
402,003903125,.,.,.,.,.,.,.,2010
403,003903125,.,.,.,.,.,.,.,2011
404,003903126,.,.,.,.,.,.,.,2003
405,003903126,.,.,.,.,.,.,.,2004
406,003903126,.,.,.,.,.,.,.,2005
407,003903126,.,.,.,.,.,.,.,2006
408,003903126,.,.,.,.,.,.,.,2007
409,003903126,.,.,.,.,.,.,.,2008
410,003903126,.,.,.,.,.,.,.,2009
411,003903126,.,.,.,.,.,.,.,2010
412,003903126,.,.,.,.,.,.,.,2011
413,003903127,.,.,.,.,.,.,.,2003
414,003903127,70,86,94,88,93,81,83.1,2008
415,003903127,75,85,92,85,90,69,88.2,2006
416,003903127,76,83,73,79,99,87,85.5,2009
417,003903127,79,81,84,85,84,89,92.5,2011
418,003903127,79,86,89,89,94,79,99.7,2010
419,003903127,82,89,90,80,96,83,85.4,2007
420,003903127,89,96,97,97,96,87,69.3,2004
421,003903127,90,87,89,79,79,45,83.4,2005
422,003903128,.,.,.,.,.,.,.,2003
423,003903128,91,93,97,90,97,98,84.4,2009
424,003903128,92,91,94,97,89,92,80.9,2006
425,003903128,92,97,95,88,97,91,100,2010
426,003903128,93,93,95,87,97,96,82.6,2007
427,003903128,93,96,92,94,87,78,81.6,2005
428,003903128,97,93,94,84,95,90,85.6,2008
429,003903128,97,96,98,91,-4,96,83.8,2011
430,003903128,99,.,95,97,92,91,82.1,2004
431,003903129,75,83,86,81,81,72,90.3,2005
432,003903129,75,91,91,88,86,88,90.2,2008
433,003903129,78,84,83,85,95,95,86.8,2006
434,003903129,82,91,96,89,97,91,90.4,2007
435,003903129,89,90,87,78,90,86,92.1,2009
436,003903129,90,90,92,84,86,88,94.2,2011
437,003903129,90,96,89,89,89,81,98.6,2010
438,003903129,92.1,85.1,92.4,85.1,83.3,72,95.1,2003
439,003903129,95,96,86,76,83,74,86.5,2004
440,003903130,.,.,.,.,.,.,.,2003
441,003903130,78,88,89,84,99,93,82.4,2006
442,003903130,80,95,91,89,93,84,85,2007
443,003903130,85,87,95,85,96,84,100,2010
444,003903130,86,90,89,83,98,91,79.7,2008
445,003903130,86,95,92,86,92,90,78.8,2005
446,003903130,88,91,84,79,96,92,83.8,2011
447,003903130,92,90,77,84,91,87,81.6,2009
448,003903130,96,99,98,93,96,93,78.9,2004
449,003903131,90,90,92,84,86,88,94.2,2011
450,003903131,90,96,89,89,89,81,98.6,2010
451,003903140,-1,-1,-1,-1,-1,-1,-1,2005
452,003903140,-1,-1,-1,-1,-1,-1,-1,2006
453,003903140,-1,-1,-1,-1,-1,-1,-1,2007
454,003903140,-1,-1,-1,-1,-1,-1,-1,2008
455,003903140,-1,-1,-1,-1,-1,-1,-1,2009
456,003903140,-1,-1,-1,-1,-1,-1,-1,2010
457,003903140,-1,-1,-1,-1,-1,-1,-1,2011
458,003903140,.,.,.,.,.,.,.,2003
459,003903140,.,.,.,.,.,.,.,2004
460,003903141,-1,-1,-1,-1,-1,-1,-1,2005
461,003903141,-1,-1,-1,-1,-1,-1,-1,2006
462,003903141,.,.,.,.,.,.,.,2003
463,003903141,.,.,.,.,.,.,.,2004
464,003903141,.,.,.,.,.,.,.,2007
465,003903141,.,.,.,.,.,.,.,2008
466,003903141,.,.,.,.,.,.,.,2009
467,003903141,.,.,.,.,.,.,.,2011
468,003903201,.,.,.,.,.,.,.,2003
469,003903201,.,.,.,.,.,.,.,2004
470,003903201,.,.,.,.,.,.,.,2005
471,003903201,.,.,.,.,.,.,.,2006
472,003903201,.,.,.,.,.,.,.,2007
473,003903201,.,.,.,.,.,.,.,2008
474,003903201,.,.,.,.,.,.,.,2009
475,003903201,.,.,.,.,.,.,.,2010
476,003903201,.,.,.,.,.,.,.,2011
477,003904001,-1,-1,-1,-1,-1,-1,86.2,2007
478,003904001,-1,-1,-1,-1,-1,-1,87.2,2009
479,003904001,-1,-1,-1,-1,-1,-1,87.7,2008
480,003904001,-1,-1,-1,-1,-1,-1,89.6,2011
481,003904001,-1,-1,-1,-1,-1,-1,91.1,2005
482,003904001,-1,-1,-1,-1,-1,-1,92,2006
483,003904001,-1,-1,-1,-1,-1,-1,99.1,2010
484,003904001,.,.,.,.,.,.,88.9,2003
485,003904001,.,.,.,.,.,.,91.3,2004
486,003904005,-1,-1,-1,-1,-1,-1,66.7,2007
487,003904005,-1,-1,-1,-1,-1,-1,70.7,2008
488,003904005,-1,-1,-1,-1,-1,-1,75.4,2009
489,003904005,-1,-1,-1,-1,-1,-1,76.7,2006
490,003904005,-1,-1,-1,-1,-1,-1,82.2,2005
491,003904005,-1,-1,-1,-1,-1,-1,83.3,2011
492,003904005,-1,-1,-1,-1,-1,-1,95.9,2010
493,003904005,.,.,.,.,.,.,62.7,2004
494,003904005,.,.,.,.,.,.,63.2,2003
495,003904041,-1,-1,-1,-1,-1,-1,100,2010
496,003904041,-1,-1,-1,-1,-1,-1,88.4,2008
497,003904041,-1,-1,-1,-1,-1,-1,89.2,2007
498,003904041,-1,-1,-1,-1,-1,-1,90.4,2006
499,003904041,-1,-1,-1,-1,-1,-1,90.4,2011
500,003904041,-1,-1,-1,-1,-1,-1,90.6,2005
501,003904041,-1,-1,-1,-1,-1,-1,92.3,2009
502,003904041,.,.,.,.,.,.,89.3,2004
503,003904041,.,.,.,.,.,.,98.4,2003
504,003904101,85,92,-1,-1,-1,-1,96.2,2009
505,003904101,87,98,-1,-1,-1,-1,94,2006
506,003904101,88,91,-1,-1,-1,-1,95.2,2011
507,003904101,88,95,-1,-1,-1,-1,92.8,2008
508,003904101,90,90,-1,-1,-1,-1,92,2007
509,003904101,92,90,-1,-1,-1,-1,92.3,2005
510,003904101,94.8,91.4,.,.,.,.,99.2,2003
511,003904101,95,94,-1,-1,-1,-1,100,2010
