,Campus,TAKS_math_gr3,TAKS_reading_gr3,TAKS_math_gr4,TAKS_reading_gr4,TAKS_math_gr5,TAKS_reading_gr5,TAKS_part,Year
6604,015916106,96.3,92.8,90.3,85.5,92.1,80.5,97.7,2003
6605,015916106,97,96,85,88,86,80,91,2004
6606,015916106,97,99,-4,95,97,89,92.5,2009
6607,015916107,.,96,98,97,.,96,86.5,2004
6608,015916107,78,86,89,86,87,82,89,2011
6609,015916107,87,94,95,95,95,91,91.5,2007
6610,015916107,87,96,93,90,84,82,99.7,2010
6611,015916107,95,94,83,82,83,81,91.6,2009
6612,015916107,95,98,93,94,95,92,91.1,2008
6613,015916107,97,98,96,94,98,99,89.2,2006
6614,015916107,98,93.6,98.1,94.1,97.1,86.9,99.5,2003
6615,015916107,99,97,96,88,89,82,84.6,2005
6616,015916109,84,96,85,88,91,88,94.9,2007
6617,015916109,84,96,87,87,90,85,98,2005
6618,015916109,89.4,96.6,88.3,86.4,88.6,84.7,99.7,2003
6619,015916109,90,96,93,89,96,96,95.5,2006
6620,015916109,90,97,81,94,96,94,100,2010
6621,015916109,92,90,86,89,91,90,97.4,2008
6622,015916109,92,96,83,88,90,86,99.3,2004
6623,015916109,93,96,88,92,94,94,97.3,2009
6624,015916109,95,96,82,95,96,96,91.5,2011
6625,015916110,70,91,78,77,78,77,88.6,2007
6626,015916110,76,81,80,64,68,71,92.6,2009
6627,015916110,79,87,65,71,75,76,99.7,2010
6628,015916110,79,93,65,81,84,77,90.6,2006
6629,015916110,82,86,69,72,78,81,87.9,2008
6630,015916110,83,85,87,74,77,76,89.5,2011
6631,015916110,83,91,72,76,79,79,94.1,2005
6632,015916110,86,92.2,88.6,94.4,92.2,76.9,100,2003
6633,015916110,89,93,81,92,77,83,91.5,2004
6634,015916111,80,91,98,95,80,89,91.3,2006
6635,015916111,85,85,83,82,92,83,92,2007
6636,015916111,85,91,80,87,88,82,92.8,2008
6637,015916111,89,92,95,93,90,83,99.7,2010
6638,015916111,90.7,96.2,97.6,91.8,88.8,84.8,99.1,2003
6639,015916111,92,94,87,91,80,81,92,2009
6640,015916111,95,92,85,88,81,83,94.3,2004
6641,015916111,96,95,92,90,90,92,91.7,2011
6642,015916111,97,92,88,81,83,87,94.9,2005
6643,015916112,60,76,75,70,79,68,92.7,2008
6644,015916112,61,79,74,70,84,76,91.8,2007
6645,015916112,68,73,77,66,81,86,91.5,2011
6646,015916112,69,70,77,67,76,69,92.4,2009
6647,015916112,70,80,76,73,75,66,92.6,2006
6648,015916112,71,77,72,84,78,76,100,2010
6649,015916112,71.1,79.7,83,77.8,70.8,72.3,97.1,2003
6650,015916112,75,87,69,66,81,75,93.1,2005
6651,015916112,77,82,65,74,77,70,94.6,2004
6652,015916113,66,85,83,83,76,86,90.4,2008
6653,015916113,69,91,77,81,82,85,91.7,2006
6654,015916113,81,90,68,80,88,78,93.5,2007
6655,015916113,82,91,82,81,89,87,94.1,2009
6656,015916113,84,92,71,77,78,85,99,2010
6657,015916113,86,91,81,80,77,69,91.3,2005
6658,015916113,86,92,88,86,82,84,92.5,2011
6659,015916113,87,93,87,87,81,84,95.6,2004
6660,015916113,88.1,89.1,80.2,87.4,78,78.6,100,2003
6661,015916114,74,85,83,76,67,67,90.3,2005
6662,015916114,76,83,76,83,72,81,93.9,2011
6663,015916114,79,84,83,81,77,80,93.9,2006
6664,015916114,82,81.4,62,72.2,52,54.7,98.4,2003
6665,015916114,83,79,85,86,90,88,93.3,2007
6666,015916114,84,86,94,80,84,77,93.9,2009
6667,015916114,86,84,69,81,70,75,90.8,2004
6668,015916114,88,89,84,82,82,78,93.2,2008
6669,015916114,90,98,76,84,95,92,100,2010
6670,015916115,71,74,61,59,84,75,92.7,2004
6671,015916115,73,82,95,86,91,86,92.5,2009
6672,015916115,77,90,87,77,74,63,88.3,2006
6673,015916115,77,94,92,84,66,71,92.9,2007
6674,015916115,81,91,68,63,73,68,90.4,2005
6675,015916115,88,90,97,95,79,85,93.2,2011
6676,015916115,88,93,90,83,81,76,99.7,2010
6677,015916115,90,94,89,78,84,77,94.1,2008
6678,015916116,76,94,77,87,-1,-1,90.9,2007
6679,015916116,83,92,79,80,91,86,92.8,2008
6680,015916116,87,94,84,83,92,89,94,2009
6681,015916116,93,92,96,91,84,96,94.6,2011
6682,015916116,96,99,81,88,91,86,98.8,2010
6683,015916117,71,90,80,85,91,85,100,2010
6684,015916117,85,87,90,86,86,85,93.4,2011
6685,015916118,97,97,92,94,88,96,93.4,2011
6686,015917001,-1,-1,-1,-1,-1,-1,82,2005
6687,015917001,-1,-1,-1,-1,-1,-1,83,2006
6688,015917001,-1,-1,-1,-1,-1,-1,86.5,2007
6689,015917001,-1,-1,-1,-1,-1,-1,86.7,2009
6690,015917001,-1,-1,-1,-1,-1,-1,87.5,2008
6691,015917001,-1,-1,-1,-1,-1,-1,88.4,2011
6692,015917001,-1,-1,-1,-1,-1,-1,98.7,2010
6693,015917001,.,.,.,.,.,.,77.2,2003
6694,015917001,.,.,.,.,.,.,81.1,2004
6695,015917002,.,.,.,.,.,.,.,2003
6696,015917002,.,.,.,.,.,.,.,2004
6697,015917002,.,.,.,.,.,.,.,2005
6698,015917002,.,.,.,.,.,.,.,2006
6699,015917002,.,.,.,.,.,.,.,2007
6700,015917002,.,.,.,.,.,.,.,2008
6701,015917002,.,.,.,.,.,.,.,2009
6702,015917002,.,.,.,.,.,.,.,2010
6703,015917002,.,.,.,.,.,.,.,2011
6704,015917003,.,.,.,.,.,.,.,2003
6705,015917003,.,.,.,.,.,.,.,2004
6706,015917003,.,.,.,.,.,.,.,2005
6707,015917003,.,.,.,.,.,.,.,2006
6708,015917003,.,.,.,.,.,.,.,2007
6709,015917003,.,.,.,.,.,.,.,2008
6710,015917003,.,.,.,.,.,.,.,2009
6711,015917003,.,.,.,.,.,.,.,2011
6712,015917041,-1,-1,-1,-1,-1,-1,88.3,2005
6713,015917041,-1,-1,-1,-1,-1,-1,88.4,2009
6714,015917041,-1,-1,-1,-1,-1,-1,88.5,2007
6715,015917041,-1,-1,-1,-1,-1,-1,88.6,2006
6716,015917041,-1,-1,-1,-1,-1,-1,89.1,2008
6717,015917041,-1,-1,-1,-1,-1,-1,91.7,2011
6718,015917041,-1,-1,-1,-1,-1,-1,99.6,2010
6719,015917041,.,.,.,.,.,.,86.5,2004
6720,015917041,.,.,.,.,.,.,97.7,2003
6721,015917102,60,86,57,70,60,75,94.9,2006
6722,015917102,64,84,-1,-1,-1,-1,92.6,2005
6723,015917102,70,75,79,73,87,85,95.3,2007
6724,015917102,71,80,93,89,-1,-1,95.5,2011
6725,015917102,81,86,.,.,.,.,92.9,2004
6726,015917102,82,88,84,82,-1,-1,93.4,2009
6727,015917102,84,95,86,84,-1,-1,100,2010
6728,015917102,85,85,76,81,81,86,92.7,2008
6729,015917102,88.8,87.1,.,.,.,.,98.7,2003
6730,015917103,-1,-1,-1,-1,65,72,92,2009
6731,015917103,-1,-1,-1,-1,73,77,99.6,2010
6732,015917103,-1,-1,-1,-1,78,85,90,2011
6733,015917103,-1,-1,62,74,77,67,94.8,2005
6734,015917103,.,.,78.9,79.2,69,68.1,99.1,2003
6735,015917103,.,.,86,81,66,66,89.7,2004
6736,015917103,49,73,61,79,73,85,95.5,2008
6737,015917103,59,73,74,82,81,79,92.4,2007
6738,015917103,63,83,77,82,78,77,91.6,2006
6739,015917104,54,87,75,82,81,85,88.6,2005
6740,015917104,64,76,76,77,75,78,89.8,2007
6741,015917104,69,78,70,81,93,87,90,2006
6742,015917104,71,83,78,83,84,80,91.9,2008
6743,015917104,72,92,86,89,-1,-1,85,2011
6744,015917104,76,93,98,95,-1,-1,100,2010
6745,015917104,79,88,82,90,88,82,88.2,2004
6746,015917104,82.4,87.9,94.8,95.9,88.6,83.7,98.1,2003
6747,015917104,84,93,89,87,-1,-1,91.7,2009
6748,015917105,56,81,39,57,84,83,97.7,2007
6749,015917105,63,75,88,86,89,88,90.5,2005
6750,015917105,63,86,81,82,83,90,91.3,2006
6751,015917105,72,76,89,86,-1,-1,95.4,2011
6752,015917105,73,81,93,95,84,76,89.7,2004
6753,015917105,76,76,81,85,71,73,96.5,2008
6754,015917105,80,88,75,90,-1,-1,91.2,2009
6755,015917105,89,94,88,87,-1,-1,100,2010
6756,015917106,48,79,65,70,72,74,93,2007
6757,015917106,58,81,68,80,28,57,93.9,2006
6758,015917106,58,86,60,60,65,69,91,2008
6759,015917106,68,82,88,91,-1,-1,100,2010
6760,015917106,85,91,78,82,-1,-1,90.9,2009
6761,015917106,88,88,83,85,-1,-1,89.8,2011
6762,016901001,-1,-1,-1,-1,-1,-1,82.5,2007
6763,016901001,-1,-1,-1,-1,-1,-1,87.5,2009
6764,016901001,-1,-1,-1,-1,-1,-1,89.6,2011
6765,016901001,-1,-1,-1,-1,-1,-1,90.6,2006
6766,016901001,-1,-1,-1,-1,-1,-1,91.6,2005
6767,016901001,-1,-1,-1,-1,-1,-1,92.1,2008
6768,016901001,-1,-1,-1,-1,-1,-1,98.7,2010
6769,016901001,.,.,.,.,.,.,93.3,2004
6770,016901001,.,.,.,.,.,.,97.6,2003
6771,016901041,-1,-1,-1,-1,66,81,90.9,2005
6772,016901041,-1,-1,-1,-1,82,90,92.7,2009
6773,016901041,-1,-1,-1,-1,85,79,86,2006
6774,016901041,-1,-1,-1,-1,85,80,89.4,2007
6775,016901041,-1,-1,-1,-1,89,84,89.4,2011
6776,016901041,-1,-1,-1,-1,91,76,90.9,2008
6777,016901041,-1,-1,-1,-1,96,96,99.1,2010
6778,016901041,.,.,.,.,84,75,98.9,2003
6779,016901041,.,.,.,.,92,89,92.8,2004
6780,016901101,80,83.7,85.2,89.8,.,.,100,2003
6781,016901101,86,-4,85,95,-1,-1,96.7,2006
6782,016901101,90,-4,84,72,-1,-1,95.9,2005
6783,016901101,92,95,-4,98,-1,-1,97.5,2009
6784,016901101,92,96,90,92,-1,-1,95.4,2008
6785,016901101,93,95,96,93,-1,-1,87.5,2011
6786,016901101,94,96,91,85,-1,-1,92.8,2007
6787,016901101,96,74,70,85,.,.,90,2004
6788,016901101,96,96,98,95,-1,-1,99.2,2010
6789,016902001,-1,-1,-1,-1,-1,-1,91.4,2011
6790,016902001,-1,-1,-1,-1,-1,-1,93.3,2009
6791,016902001,-1,-1,-1,-1,-1,-1,94.4,2007
6792,016902001,-1,-1,-1,-1,-1,-1,94.7,2006
6793,016902001,-1,-1,-1,-1,-1,-1,94.8,2005
6794,016902001,-1,-1,-1,-1,-1,-1,95.1,2008
6795,016902001,-1,-1,-1,-1,-1,-1,99.6,2010
6796,016902001,.,.,.,.,.,.,94.1,2004
6797,016902001,.,.,.,.,.,.,95.8,2003
6798,016902041,-1,-1,-1,-1,-1,-1,91.1,2009
6799,016902041,-1,-1,-1,-1,-1,-1,92.2,2011
6800,016902041,-1,-1,-1,-1,-1,-1,92.9,2005
6801,016902041,-1,-1,-1,-1,-1,-1,93.4,2006
6802,016902041,-1,-1,-1,-1,-1,-1,93.4,2007
6803,016902041,-1,-1,-1,-1,-1,-1,94.8,2008
6804,016902041,-1,-1,-1,-1,-1,-1,99.5,2010
6805,016902041,.,.,.,.,.,.,92.1,2004
6806,016902041,.,.,.,.,.,.,99.6,2003
6807,016902101,71,84,75,73,90,83,97.2,2008
6808,016902101,77,94,90,86,87,86,97.6,2006
6809,016902101,79,96,81,76,91,91,97.9,2007
6810,016902101,81,98,79,77,90,93,97,2005
6811,016902101,82,89,85,89,91,84,95.5,2009
6812,016902101,85,96,89,92,88,91,94.1,2004
6813,016902101,88,97,97,94,95,94,90.7,2011
6814,016902101,93.8,91.3,87.1,93.3,93.2,81.4,97.6,2003
6815,016902101,97,98,87,90,95,89,98.7,2010
6816,017901001,-4,-4,-4,90,-4,-4,93.8,2007
6817,017901001,-4,-4,89,-4,92,-4,95.6,2006
6818,017901001,-4,-4,90,90,88,89,95.2,2005
6819,017901001,-4,88,95,95,88,94,98,2011
6820,017901001,100,100,100,90,100,100,100,2003
6821,017901001,79,93,-4,-4,-4,-4,94.9,2009
6822,017901001,89,-4,-4,-4,-4,-4,94.5,2008
6823,017901001,89,.,.,.,90,90,95.3,2004
6824,017901001,93,-4,82,88,-4,-4,100,2010
6825,018901001,-1,-1,-1,-1,-1,-1,87.8,2009
6826,018901001,-1,-1,-1,-1,-1,-1,88.5,2011
6827,018901001,-1,-1,-1,-1,-1,-1,89.6,2008
6828,018901001,-1,-1,-1,-1,-1,-1,91.6,2006
6829,018901001,-1,-1,-1,-1,-1,-1,92.6,2007
6830,018901001,-1,-1,-1,-1,-1,-1,96.4,2005
6831,018901001,-1,-1,-1,-1,-1,-1,99.6,2010
6832,018901001,.,.,.,.,.,.,94.1,2003
6833,018901001,.,.,.,.,.,.,94.8,2004
6834,018901041,-1,-1,-1,-1,-1,-1,100,2010
6835,018901041,-1,-1,-1,-1,-1,-1,90.7,2011
6836,018901041,-1,-1,-1,-1,-1,-1,91.3,2008
6837,018901041,-1,-1,-1,-1,-1,-1,91.8,2009
6838,018901041,-1,-1,-1,-1,-1,-1,92.1,2007
6839,018901041,-1,-1,-1,-1,-1,-1,93.5,2005
6840,018901041,-1,-1,-1,-1,-1,-1,93.9,2006
6841,018901041,.,.,.,.,.,.,94.8,2004
6842,018901041,.,.,.,.,.,.,99.7,2003
6843,018901101,.,.,.,.,.,.,.,2003
6844,018901101,62,73,72,67,73,86,89.1,2011
6845,018901101,70,89,87,87,91,87,93.9,2007
6846,018901101,71,78,88,90,80,79,90.9,2008
6847,018901101,72,81,76,90,70,74,100,2010
6848,018901101,74,88,80,87,75,83,91.5,2009
6849,018901101,81,92,92,93,82,86,92.6,2006
6850,018901101,86,89,93,87,88,84,95,2004
6851,018901101,89,92,82,80,89,75,94.9,2005
6852,018901103,70,89,87,87,91,87,93.9,2007
6853,018901103,71,78,88,90,80,79,90.9,2008
6854,018901103,81,92,92,93,82,86,92.6,2006
6855,018901103,86,89,93,87,88,84,95,2004
6856,018901103,89,92,82,80,89,75,94.9,2005
6857,018901103,93.9,94.3,98.5,94,92,83.8,97.3,2003
6858,018902001,-1,-1,-1,-1,-1,-1,82.3,2007
6859,018902001,-1,-1,-1,-1,-1,-1,85.2,2009
6860,018902001,-1,-1,-1,-1,-1,-1,86.3,2006
6861,018902001,-1,-1,-1,-1,-1,-1,87.6,2008
6862,018902001,-1,-1,-1,-1,-1,-1,91.2,2005
6863,018902001,-1,-1,-1,-1,-1,-1,91.8,2011
6864,018902001,-1,-1,-1,-1,-1,-1,98.4,2010
6865,018902001,.,.,.,.,.,.,90.7,2004
6866,018902001,.,.,.,.,.,.,95.2,2003
6867,018902101,-4,93,93,90,-4,90,91.5,2006
6868,018902101,100,100,93.5,90,97.1,90.6,97,2003
6869,018902101,56,83,88,94,97,76,92.3,2008
6870,018902101,86,90,97,93,94,97,94.1,2007
6871,018902101,87,88,74,89,95,82,92.3,2009
6872,018902101,89,96,85,85,89,87,92.8,2005
6873,018902101,94,97,97,-4,89,94,100,2010
6874,018902101,95,-4,94,94,92,92,87.9,2011
6875,018902101,96,.,92,95,94,75,92.9,2004
6876,018903001,-1,-1,13,20,50,63,68.1,2006
6877,018903001,-1,-1,44,44,43,71,85.3,2011
6878,018903001,-4,-4,80,60,-1,-1,73.3,2008
6879,018903001,-4,-4,83,50,40,60,80.6,2009
6880,018903001,.,90,17,33,67,67,74.8,2004
6881,018903001,36,67,11,44,40,20,72.3,2005
6882,018903001,50,67,-1,-1,89,36,74.5,2007
6883,018903001,57,57,44,67,71,71,100,2010
6884,018903001,57.1,37.5,70,70,62.5,62.5,92.8,2003
6885,018904001,-1,-1,-1,-1,-1,-1,100,2010
6886,018904001,-1,-1,-1,-1,-1,-1,76.6,2005
6887,018904001,-1,-1,-1,-1,-1,-1,79.4,2006
6888,018904001,-1,-1,-1,-1,-1,-1,80.3,2007
6889,018904001,-1,-1,-1,-1,-1,-1,83.8,2008
6890,018904001,-1,-1,-1,-1,-1,-1,87.9,2009
6891,018904001,-1,-1,-1,-1,-1,-1,89.6,2011
6892,018904001,.,.,.,.,.,.,82.9,2003
6893,018904001,.,.,.,.,.,.,84.4,2004
6894,018904004,.,.,.,.,.,.,.,2006
6895,018904041,-1,-1,-1,-1,-1,-1,100,2010
6896,018904041,-1,-1,-1,-1,-1,-1,78.8,2005
6897,018904041,-1,-1,-1,-1,-1,-1,84.8,2009
6898,018904041,-1,-1,-1,-1,-1,-1,86.6,2011
6899,018904041,-1,-1,-1,-1,-1,-1,88.5,2008
6900,018904041,-1,-1,-1,-1,-1,-1,88.6,2006
6901,018904041,-1,-1,-1,-1,-1,-1,91.7,2007
6902,018904041,.,.,.,.,.,.,100,2003
6903,018904041,.,.,.,.,.,.,78.6,2004
6904,018904101,-4,89,77,75,95,86,91.9,2008
6905,018904101,72,80,89,86,88,85,90,2011
6906,018904101,81,86,88,94,90,88,100,2010
6907,018904101,84,90,-4,79,-4,92,90.6,2007
6908,018904101,84,91,92,92,88,88,92,2009
6909,018904101,89,95,-4,88,92,81,85.3,2005
6910,018904101,92.6,96,90,93.1,84.8,73.5,99.3,2003
6911,018904101,93,.,91,88,91,94,86,2004
6912,018904101,93,98,90,87,89,84,88,2006
6913,018905001,-1,38,38,63,60,80,82.4,2006
6914,018905001,.,91,73,82,17,41,86.7,2004
6915,018905001,41.7,75,80,73.3,90,100,91.8,2003
6916,018905001,50,67,50,83,21,50,87.1,2005
6917,018905001,57,88,-1,-1,69,46,85.5,2007
6918,018905002,-1,-1,-1,-1,-1,-1,91.3,2008
6919,018905003,-4,-4,93,86,75,88,86.4,2011
6920,018905003,-4,93,60,-4,40,67,99.3,2010
6921,018905003,80,-4,55,60,50,81,86.8,2009
6922,018905041,-1,-1,-1,-1,-1,-1,88.6,2008
6923,018905102,58,57,92,62,-1,-1,93.9,2008
6924,018905103,-1,-1,-1,-1,36,73,85.2,2008
6925,018906001,-4,-4,-4,-4,90,90,86.4,2007
6926,018906001,-4,-4,-4,91,38,-4,83.7,2006
6927,018906001,-4,-4,63,81,67,67,100,2010
6928,018906001,-4,-4,86,71,50,-4,88.5,2009
6929,018906001,-4,-4,91,73,82,82,95.5,2011
6930,018906001,-4,57,-1,-1,-4,-4,89.2,2008
6931,018906001,-4,91,-4,83,43,57,88.9,2005
6932,018906001,.,.,88,75,45,55,77.8,2004
6933,018906001,100,100,90,60,85.7,85.7,91.8,2003
6934,018907001,-4,-4,80,87,68,83,86.2,2007
6935,018907001,53,67,44,81,76,95,90.9,2011
6936,018907001,61,89,65,88,81,86,98.8,2010
6937,018907001,77,-4,84,84,82,92,86.4,2006
6938,018907001,79,-4,95,95,80,93,88.8,2009
6939,018907001,88.2,87.5,75,100,100,85,97.7,2003
6940,018907001,92,95,-4,77,77,77,87.4,2008
6941,018907001,93,93,.,94,92,91,93.2,2004
6942,018907001,94,94,-4,-4,93,-4,88.6,2005
6943,018907002,.,.,.,.,.,.,-1,2004
6944,018907002,.,.,.,.,.,.,.,2007
6945,018907002,,,,,,,,2005
6946,018908001,-1,-1,-1,-1,-1,-1,88.9,2009
6947,018908001,-1,-1,-4,-4,43,57,100,2010
6948,018908001,-4,-4,60,80,80,-4,95.9,2011
6949,018908001,.,.,.,.,80,80,90.7,2004
6950,018908001,.,.,85.7,85.7,100,100,96.4,2003
6951,018908001,38,63,-1,-1,-4,80,92,2008
6952,018908001,63,63,71,86,-1,-1,88.6,2005
6953,018908001,80,-1,-4,-4,80,-1,84.7,2007
6954,018908001,80,-4,80,80,-1,-1,85,2006
6955,019901001,-1,-1,-1,-1,-1,-1,100,2010
6956,019901001,-1,-1,-1,-1,-1,-1,83,2008
6957,019901001,-1,-1,-1,-1,-1,-1,83.3,2009
6958,019901001,-1,-1,-1,-1,-1,-1,83.5,2006
6959,019901001,-1,-1,-1,-1,-1,-1,85.1,2007
6960,019901001,-1,-1,-1,-1,-1,-1,87.8,2005
6961,019901001,-1,-1,-1,-1,-1,-1,88.8,2011
6962,019901001,.,.,.,.,.,.,87.5,2004
6963,019901001,.,.,.,.,.,.,89.2,2003
6964,019901002,.,.,.,.,.,.,.,2007
6965,019901002,.,.,.,.,.,.,.,2008
6966,019901002,.,.,.,.,.,.,.,2010
6967,019901002,.,.,.,.,.,.,.,2011
6968,019901041,-1,-1,-1,-1,70,90,88.9,2011
6969,019901041,-1,-1,-1,-1,77,77,86.5,2005
6970,019901041,-1,-1,-1,-1,79,83,89.7,2007
6971,019901041,-1,-1,-1,-1,83,88,88.8,2008
6972,019901041,-1,-1,-1,-1,84,79,88.1,2006
6973,019901041,-1,-1,-1,-1,85,78,85,2009
6974,019901041,-1,-1,-1,-1,85,93,100,2010
6975,019901041,.,.,.,.,77,79,86.4,2004
6976,019901041,.,.,.,.,91.8,85,99.4,2003
6977,019901102,74,98,84,80,-1,-1,100,2010
6978,019901102,82,90,97,97,-1,-1,89.6,2009
6979,019901102,83,87.8,92.3,90.4,.,.,100,2003
6980,019901102,84,90,88,90,-1,-1,93.5,2011
6981,019901102,85,-4,95,84,-1,-1,90.3,2006
6982,019901102,92,95,88,80,-1,-1,85.6,2005
6983,019901102,95,95,92,71,-1,-1,85.4,2008
6984,019901102,96,98,96,.,.,.,88.9,2004
6985,019901102,97,97,87,82,-1,-1,88.5,2007
6986,019902002,-1,-1,-1,-1,-1,-1,75.9,2006
6987,019902002,-1,-1,-1,-1,-1,-1,79.8,2005
6988,019902002,-1,-1,-1,-1,-1,-1,81.3,2007
6989,019902002,-1,-1,-1,-1,-1,-1,85.5,2011
6990,019902002,-1,-1,-1,-1,-1,-1,85.7,2009
6991,019902002,-1,-1,-1,-1,-1,-1,86.6,2008
6992,019902002,-1,-1,-1,-1,-1,-1,99.6,2010
6993,019902002,.,.,.,.,.,.,83.3,2003
6994,019902002,.,.,.,.,.,.,85.4,2004
6995,019902041,-1,-1,-1,-1,65,90,88.6,2009
6996,019902041,-1,-1,-1,-1,75,89,82.5,2007
6997,019902041,-1,-1,-1,-1,77,85,100,2010
6998,019902041,-1,-1,-1,-1,78,78,82.4,2005
6999,019902041,-1,-1,-1,-1,86,87,89,2008
7000,019902041,-1,-1,-1,-1,87,91,80.2,2006
7001,019902041,-1,-1,-1,-1,91,88,90.8,2011
7002,019902041,.,.,.,.,87,89,78.4,2004
7003,019902041,.,.,.,.,96.6,94.7,98.8,2003
7004,019902102,78,92,70,89,-1,-1,100,2010
7005,019902102,82.7,88.5,93.1,94.6,.,.,100,2003
7006,019902102,83,86,82,84,-1,-1,94.4,2008
7007,019902102,84,88,69,77,-1,-1,93.8,2009
7008,019902102,86,96,85,92,-1,-1,88,2007
7009,019902102,87,90,81,86,-1,-1,90.6,2006
7010,019902102,88,93,76,80,-1,-1,87.8,2005
7011,019902102,93,91,83,94,.,.,89.3,2004
7012,019902102,98,98,67,90,-1,-1,93.3,2011
7013,019903001,-4,-4,88,91,88,85,87.9,2008
7014,019903001,.,.,89,94,.,.,91.7,2004
7015,019903001,84,96,96,96,89,74,92.5,2005
7016,019903001,86,93,-4,96,-4,-4,99.7,2010
7017,019903001,88,-4,96,92,87,97,85.8,2009
7018,019903001,91,88,97,-4,94,97,86.4,2011
7019,019903001,91.9,97.2,96,88,100,100,99.4,2003
7020,019903001,92,-4,96,81,-4,-4,90.8,2006
7021,019903001,93,-4,70,78,81,81,88.7,2007
7022,019903002,-1,-1,-1,-1,-1,-1,-1,2008
7023,019903002,.,.,.,.,.,.,.,2007
7024,019903002,.,.,.,.,.,.,.,2010
7025,019903002,.,.,.,.,.,.,.,2011
7026,019905001,-1,-1,-1,-1,-1,-1,79.2,2005
7027,019905001,-1,-1,-1,-1,-1,-1,80.6,2006
7028,019905001,-1,-1,-1,-1,-1,-1,81.9,2007
7029,019905001,-1,-1,-1,-1,-1,-1,83.5,2009
7030,019905001,-1,-1,-1,-1,-1,-1,86.2,2008
7031,019905001,-1,-1,-1,-1,-1,-1,88.5,2011
7032,019905001,-1,-1,-1,-1,-1,-1,99.3,2010
7033,019905001,.,.,.,.,.,.,84.8,2004
7034,019905001,.,.,.,.,.,.,86.6,2003
7035,019905002,.,.,.,.,.,.,-1,2007
7036,019905002,.,.,.,.,.,.,.,2006
7037,019905002,.,.,.,.,.,.,.,2008
7038,019905002,.,.,.,.,.,.,.,2009
7039,019905002,.,.,.,.,.,.,.,2010
7040,019905002,.,.,.,.,.,.,.,2011
7041,019905041,-1,-1,-1,-1,-1,-1,100,2010
7042,019905041,-1,-1,-1,-1,-1,-1,87.5,2011
7043,019905041,-1,-1,-1,-1,68,89,82.6,2006
7044,019905041,-1,-1,-1,-1,73,77,82.4,2005
7045,019905041,-1,-1,-1,-1,89,87,82.7,2007
7046,019905041,-1,-1,-1,-1,90,88,87,2009
7047,019905041,-1,-1,-1,-1,91,91,86,2008
7048,019905041,.,.,.,.,79,83,84.8,2004
7049,019905041,.,.,.,.,85.9,90.3,98.6,2003
7050,019905101,66,79,90,90,81,87,99.7,2010
7051,019905101,71,81,82,86,84,87,88.3,2011
7052,019905101,86,95,92,93,-1,-1,86,2008
7053,019905101,87,-4,95,99,-1,-1,92.4,2006
7054,019905101,88,95,89,92,-1,-1,88.6,2007
7055,019905101,94,94,89,93,-1,-1,89.4,2009
7056,019905101,95,97.6,98.6,91.5,.,.,99.5,2003
7057,019905101,95,99,89,92,-1,-1,89.7,2005
7058,019905101,98,98,95,91,.,.,82.3,2004
7059,019905103,66,79,90,90,81,87,99.7,2010
7060,019905103,71,81,82,86,84,87,88.3,2011
7061,019906001,-1,-1,-1,-1,-1,-1,100,2010
7062,019906001,-1,-1,-1,-1,-1,-1,88.6,2011
7063,019906001,-1,-1,-1,-1,-1,-1,90,2008
7064,019906001,-1,-1,-1,-1,-1,-1,90.7,2007
7065,019906001,-1,-1,-1,-1,-1,-1,92.6,2006
7066,019906001,-1,-1,-1,-1,-1,-1,92.6,2009
7067,019906001,-1,-1,-1,-1,-1,-1,94.4,2005
7068,019906001,.,.,.,.,.,.,93.3,2003
7069,019906001,.,.,.,.,.,.,94,2004
7070,019906002,-1,-1,-1,-1,-1,-1,-1,2008
7071,019906002,.,.,.,.,.,.,.,2009
7072,019906041,-1,-1,-1,-1,-1,-1,88.4,2009
7073,019906041,-1,-1,-1,-1,-1,-1,90.2,2008
7074,019906041,-1,-1,-1,-1,-1,-1,91.3,2007
7075,019906041,-1,-1,-1,-1,-1,-1,92.2,2011
7076,019906041,-1,-1,-1,-1,-1,-1,94.3,2006
7077,019906041,-1,-1,-1,-1,-1,-1,95.5,2005
7078,019906041,-1,-1,-1,-1,-1,-1,99.4,2010
7079,019906041,.,.,.,.,.,.,100,2003
7080,019906041,.,.,.,.,.,.,93.8,2004
7081,019906101,84,99,-1,-1,-1,-1,97.2,2006
7082,019906101,86,96,-1,-1,-1,-1,93,2007
7083,019906101,88,96,-1,-1,-1,-1,100,2008
7084,019906101,88,98,-1,-1,-1,-1,100,2010
7085,019906101,90,95,-1,-1,-1,-1,94.2,2005
7086,019906101,94.8,94.9,.,.,.,.,100,2003
7087,019906101,96,96,.,.,.,.,95,2004
7088,019906101,97,97,-1,-1,-1,-1,95.9,2009
7089,019906101,97,99,-1,-1,-1,-1,98.6,2011
7090,019906102,-1,-1,71,74,65,72,92.6,2005
7091,019906102,-1,-1,74,79,97,94,95.9,2009
7092,019906102,-1,-1,85,83,90,95,97,2011
7093,019906102,-1,-1,85,96,89,91,94.7,2008
7094,019906102,-1,-1,88,88,91,86,100,2010
7095,019906102,-1,-1,90,87,93,87,93.1,2007
7096,019906102,-1,-1,92,82,78,86,91.2,2006
7097,019906102,.,.,58,74,78,95,92,2004
7098,019906102,.,.,86.4,91,91.9,91.7,100,2003
7099,019907002,-1,-1,-1,-1,-1,-1,84.3,2009
