,per_pupil_exp,per_pupil_instruction,per_pupil_leadership
010902102,5588,4431,52
011901001,5824,4115,34
011901022,7104,5632,13
011901033,22762,18621,201
011901041,5834,4319,18
011901101,6404,4962,22
011901102,6241,4884,24
011901103,4977,3857,18
011901104,5770,4362,22
011901106,6094,4406,22
011901107,6116,4712,26
011901108,5479,4126,19
011901109,5618,4332,17
011901110,5671,4472,22
011902001,6489,3985,124
011902004,4760,1625,47
011902041,6151,4068,177
011902101,5435,3792,124
011902102,6029,4376,189
011902103,5333,3699,100
011904002,6249,4647,85
011904041,5856,4509,112
011904101,6365,4848,170
011904102,5842,4539,128
011905101,5994,4811,0
012901001,13680,7323,0
012901042,6105,4827,0
012901101,7623,5370,0
013801101,7348,4820,232
013901001,7881,4758,144
013901002,17039,10452,191
013901041,6056,3989,119
013901101,5485,4052,96
013901102,6270,4676,134
013901104,5260,4195,82
013901105,5377,3903,50
013902101,8680,5457,1
013903001,7493,5382,202
013903101,6473,5551,0
013905001,9239,6587,0
013905041,6761,4994,0
013905101,5465,4484,0
014801001,5757,3307,0
014802001,8724,5213,0
014803101,3856,3113,0
014804002,.,.,.
014804003,.,.,.
014804004,.,.,.
014901001,6906,5225,0
014901041,6520,5504,0
014901042,.,.,.
014901101,5148,4360,0
014902001,6493,5182,0
014903001,5996,3906,164
014903005,6264,4451,99
014903006,.,.,.
014903042,6230,4332,175
014903043,5649,3749,167
014903102,5210,3558,110
014903103,5685,3907,203
014903104,6114,4237,305
014903108,4479,3288,115
014903109,4697,3392,165
014903111,5009,3681,158
014903114,5522,3902,183
014903116,4826,3382,114
014905001,7801,5455,8
014905041,5111,3795,16
014905101,5005,4345,4
014906001,7803,4956,119
014906002,7029,4498,97
014906004,14088,8884,153
014906006,10457,7681,63
014906007,7223,4621,97
014906008,7146,4586,93
014906009,12953,9263,174
014906022,6070,5368,257
014906025,21860,19245,300
014906026,.,.,.
014906041,9484,5702,104
014906042,8420,5124,101
014906043,8052,5330,87
014906044,7371,4743,80
014906045,7439,4638,74
014906046,6938,4691,91
014906048,6674,4415,79
014906049,6576,4455,70
014906050,6155,4079,77
014906051,5589,3829,50
014906052,7510,4782,92
014906100,50480,41152,755
014906102,7665,5446,78
014906103,7982,5273,100
014906104,8585,5789,80
014906105,6897,4804,58
014906108,6570,4503,63
014906109,7038,4998,68
014906110,6451,4578,64
014906111,7447,5206,61
014906112,8305,5670,78
014906113,7615,5338,83
014906115,6125,4347,46
014906116,6205,4304,55
014906117,5996,4187,49
014906119,6747,4771,64
014906120,6157,4395,62
014906121,6061,4299,61
014906122,5923,4049,52
014906123,6252,4311,54
014906124,6473,4637,66
014906125,6319,4351,57
014906126,7872,5385,76
014906127,7042,4983,70
014906128,7104,4939,82
014906129,6429,4461,74
014906130,6308,4456,51
014906131,5913,4204,63
014906132,6860,4839,65
014906133,6089,4295,48
014906135,6876,4702,95
014906136,5553,3941,61
014907001,7729,6105,0
014907041,4716,3955,0
014907102,4097,3599,0
014908001,8712,5988,0
014908041,4400,3659,0
014908042,.,.,.
014908101,4223,3461,0
014909002,6929,4261,162
014909005,25341,15859,751
014909006,.,.,.
014909041,6403,4352,133
014909042,7065,4833,151
014909044,6246,4415,130
014909101,4873,3837,96
014909102,5345,3977,86
014909107,5956,4502,87
014909110,5849,4347,94
014909111,5262,3902,83
014909114,5709,4198,85
014909115,6936,4986,127
014909116,5893,4423,88
014909117,5462,4057,88
014909118,5834,4385,94
014909198,.,.,.
014910001,6269,4025,30
014910041,5985,4464,38
014910101,4460,3666,31
014910103,5004,4005,33
015801001,7278,2608,446
015801002,9408,3376,683
015801003,6148,1796,547
015802001,6512,3012,0
015802004,4894,3969,0
015803101,4843,2811,241
015805041,6599,3751,0
015805101,8247,5665,0
015805102,7605,4798,0
015806001,9423,4327,207
015806003,.,.,.
015806041,4741,2490,215
015806101,5304,2709,245
015806103,4648,2779,111
015806104,4121,2434,5
015806105,5453,2794,94
015806106,7430,3103,311
015807001,4675,2399,94
015807002,5340,3021,131
015807004,5643,2895,104
015807005,11488,5897,236
015808001,16552,7114,55
015808003,12158,8463,791
015808005,13613,8362,1356
015808006,.,.,.
015808007,.,.,.
015809101,5921,3445,0
015811101,6838,4071,0
015812001,9179,4683,66
015813041,7143,5569,0
015814001,8541,4938,619
015815001,8986,4813,134
015815041,5460,3101,0
015815101,6484,3825,21
015815102,6752,3563,0
015815103,26408,8922,0
015815104,7782,1816,0
015815105,.,.,.
015816001,6929,5191,5
015817001,7832,3806,30
015819001,4248,3449,0
015819101,7656,3841,0
015819102,11136,6822,978
015819103,6143,2595,-3
015819105,5436,2890,366
015819106,.,.,.
015819107,.,.,.
015820001,6160,4420,70
015820002,10210,9969,0
015822001,6505,3910,0
015822002,7491,4376,0
015822003,.,.,.
015822004,.,.,.
015823001,9709,6261,0
015824001,7152,3596,99
015824002,.,.,.
015825101,4632,4218,0
015826041,8550,5220,151
015827001,5381,3487,0
015828001,6263,3905,0
015830001,4687,3356,35
015831001,.,.,.
015901001,6940,5014,137
015901002,.,.,.
015901041,6085,4786,142
015901101,6604,5423,172
015901102,7512,6240,250
015901104,6861,5630,167
015904001,7190,4664,95
015904002,7241,4691,89
015904003,39434,23443,450
015904004,17962,9979,75
015904007,.,.,.
015904008,.,.,.
015904010,75633,36740,738
015904041,6709,4194,48
015904042,7365,4707,56
015904043,6824,4325,46
015904044,7457,4714,61
015904045,.,.,.
015904046,.,.,.
015904047,13620,12875,176
015904048,.,.,.
015904101,6383,4336,52
015904102,6070,4161,52
015904103,6467,4242,54
015904104,7948,5266,61
015904105,6212,4380,51
015904106,6307,4223,49
015904107,6637,4486,53
015904108,7099,4847,58
015904109,6730,4557,56
015904110,7571,4974,58
015904113,6318,4395,52
015904114,7543,5160,66
015904115,65593,48388,1109
015904116,7529,5165,59
015904117,.,.,.
015905002,5382,3967,138
015905003,5687,4069,136
015905010,.,.,.
015905041,6096,4591,128
015905042,26551,19106,352
015905044,6321,4894,112
015905045,6535,4699,115
015905046,7070,5410,138
015905104,6262,4751,141
015905105,6177,4680,130
015905106,6263,4810,152
015905108,6016,4707,115
015905109,5985,4538,132
015905110,5960,4442,147
015905112,5810,4495,132
015905113,5891,4547,140
015905114,5893,4520,136
015905116,6449,4842,136
015905117,6434,4884,150
015905118,4478,4089,40
015906001,11557,7242,101
015906041,6920,4697,65
015906101,7369,5391,4
015907001,6308,4446,84
015907002,6414,4403,88
015907003,6062,4294,79
015907004,7348,5095,93
015907005,6144,4395,88
015907006,9803,6462,133
015907007,6136,4403,85
015907008,7172,4965,95
015907014,13236,8443,128
015907020,5386,5386,0
015907022,.,.,.
015907023,.,.,.
015907024,.,.,.
015907041,5793,3929,71
015907043,8099,5143,108
015907046,8228,5219,91
015907047,6601,4477,80
015907049,6742,4793,78
015907050,6391,4390,79
015907051,7424,4674,115
015907053,7086,4593,88
015907054,6086,4144,76
015907055,5868,3927,79
015907057,6621,4394,81
015907058,6231,4023,75
015907059,6113,4183,80
015907061,6200,4173,62
015907064,21107,14869,546
015907101,5694,4213,70
015907102,7539,5372,69
015907103,6081,4521,83
015907105,5888,4256,64
015907106,6382,4712,87
015907107,6850,4720,89
015907110,6439,4721,78
015907111,5742,4147,58
015907112,6262,4668,67
015907114,7872,5489,108
015907115,6917,4970,86
015907116,5574,4174,59
015907117,6871,4761,85
015907118,6623,4860,83
015907119,6370,4468,75
015907121,5697,4012,64
015907123,6402,4503,65
015907124,6783,4782,82
015907125,5418,4008,56
015907126,5849,4302,66
015907127,6876,4679,80
015907129,5646,4221,69
015907131,7379,5240,94
015907132,6163,4440,82
015907134,5660,4116,56
015907135,5521,4081,62
015907136,6284,4690,74
015907137,7072,5225,91
015907139,6899,5296,88
015907140,6285,4421,67
015907141,6452,4772,79
015907142,8672,5518,118
015907143,6436,4329,58
015907144,7226,5439,105
015907145,7987,5361,95
015907146,7607,5404,85
015907147,6770,4825,76
015907148,6161,4548,72
015907149,6883,4773,83
015907150,6192,4562,83
015907153,6497,4648,77
015907155,6499,4692,75
015907156,7246,5132,86
015907157,5764,3979,60
015907158,6574,4609,68
015907160,6639,5112,88
015907161,5615,3985,58
015907162,6224,4625,81
015907164,5394,3954,73
015907165,6861,5124,86
015907167,5627,3959,55
015907168,5725,4156,74
015907169,5997,4441,81
015907171,8795,6088,122
015907172,6052,4536,61
015907173,5583,4136,58
015907174,6675,4941,88
015907175,6444,4830,71
015907176,6566,4853,84
015907179,6325,4565,75
015907180,60574,28018,552
015907182,4416,3767,59
015907184,41729,39209,839
015907186,12976,10616,1418
015907194,5666,5402,93
015907195,5678,4733,85
015907201,11313,10925,137
015907202,6557,6059,167
015907203,44969,36642,1626
015907210,.,.,.
015907214,3316,3204,39
015908001,6444,4155,72
015908037,.,.,.
015908039,16834,11654,183
015908041,8225,5577,91
015908042,7369,4876,85
015908043,8572,5569,116
015908044,7081,4432,60
015908101,7378,5132,93
015908104,6675,4568,74
015908105,7169,4914,74
015908106,6019,4192,65
015908107,7343,4739,72
015908108,6019,4075,65
015908109,7410,5229,71
015908110,6492,4386,64
015908112,5859,3957,75
015908113,6734,4657,74
015909001,7183,4899,124
015909002,.,.,.
015909041,6230,4239,121
015909101,5799,4158,88
015909103,6260,4280,92
015909104,5904,4278,86
015909105,5259,3665,82
015910001,8124,5600,130
015910002,6518,4647,101
015910003,6507,4561,108
015910004,7508,5132,140
015910005,6612,4629,128
015910006,1988886,1534959,65625
015910007,6444,4494,92
015910008,14107,8576,67
015910009,5624,4112,25
015910012,25836,15980,545
015910014,.,.,.
015910022,9735,9735,0
015910041,7117,5020,137
015910042,7990,5520,177
015910043,7606,5333,124
015910044,8960,6446,163
015910045,7635,5157,141
015910046,7388,5141,136
015910047,7210,4929,149
015910048,6277,4428,94
015910049,7334,5097,138
015910050,6686,4620,125
015910053,41712,26539,1090
015910054,.,.,.
015910056,6080,4364,91
015910057,7035,4816,135
015910058,6361,4463,118
015910061,.,.,.
015910070,92624,89287,295
015910101,6895,4733,47
015910102,6501,4885,49
015910103,7071,5177,50
015910104,9344,6429,76
015910105,7896,5716,89
015910106,6908,5044,80
015910107,7607,5584,60
015910108,7061,5176,67
015910109,8922,6328,127
015910110,10223,7556,92
015910111,6838,4992,50
015910112,7986,5558,80
015910113,8199,5604,67
015910114,7891,5708,64
015910115,8572,5648,58
015910116,9686,6822,99
015910117,6580,4824,51
015910118,7390,5140,54
015910119,7465,5164,56
015910120,8092,5794,58
015910121,7104,5126,51
015910122,7912,5612,67
015910123,6738,4849,53
015910124,6486,4800,54
015910125,5889,4351,55
015910126,5972,4409,44
015910127,6728,4944,64
015910128,7795,5766,107
015910129,6202,4611,63
015910130,6509,4801,63
015910131,8408,6106,91
015910132,.,.,.
015910133,6884,5117,68
015910134,6325,4760,62
015910135,6078,4541,53
015910136,6269,4767,63
015910137,5849,4257,45
015910138,6173,4333,59
015910139,5082,3831,41
015910140,5773,4312,51
015910141,6262,4483,69
015910142,6936,5086,61
015910143,5342,3894,41
015910160,.,.,.
015911001,6608,4227,117
015911004,24675,24675,0
015911005,9751,7581,174
015911041,5670,3911,156
015911042,6218,4186,145
015911043,6530,4305,131
015911044,6135,4000,121
015911101,6942,4721,193
015911102,6765,4416,167
015911103,7813,5163,167
015911104,6779,4554,174
015911105,9106,6522,319
015911106,6182,4227,172
015912001,6572,4410,148
015912003,.,.,.
015912041,7112,5087,108
015912042,8315,5608,268
015912044,6617,4565,130
015912101,6011,4355,103
015912102,5603,4055,84
015912103,6161,4369,121
015912104,6266,4631,120
015912105,6031,4402,121
015912106,6116,4498,126
015912107,6617,4691,98
015912108,5869,4174,114
015912109,6272,4474,106
015913001,14122,9551,0
015913101,8677,6660,0
015914001,8794,6160,11
015914101,6579,5086,83
015915001,6886,4606,151
015915002,6354,4429,140
015915003,6370,4526,149
015915004,38516,27928,2843
015915005,5639,3925,129
015915006,6788,4431,157
015915007,5816,3993,121
015915008,17066,11102,499
015915011,18661,13870,329
015915013,45797,35352,2871
015915016,5617,3920,112
015915019,5876,3998,139
015915022,5839,3981,139
015915023,.,.,.
015915035,.,.,.
015915039,.,.,.
015915041,6465,4363,179
015915042,7144,4795,180
015915043,7417,4969,213
015915044,7719,5279,192
015915045,6458,4323,202
015915046,5786,4006,138
015915047,5941,4273,152
015915048,6537,4430,182
015915049,6856,4749,171
015915050,5633,3859,140
015915051,5403,3716,143
015915052,6173,4099,170
015915053,5437,3772,150
015915054,5152,3494,130
015915055,5790,3993,146
015915056,.,.,.
015915061,40741,25239,1352
015915062,48211,30636,2551
015915101,7528,5362,119
015915102,7409,5279,136
015915103,7406,5307,125
015915104,6718,4501,120
015915105,8488,5918,119
015915106,7210,5039,115
015915107,5913,4202,100
015915108,9463,6934,359
015915109,6440,4637,199
015915111,6441,4477,108
015915112,6790,4730,106
015915113,8688,5786,159
015915114,7606,5407,209
015915115,7376,5163,152
015915116,7138,5131,115
015915117,7306,5119,110
015915118,7875,5670,137
015915119,6721,4837,112
015915122,8286,5904,131
015915123,6821,4685,98
015915124,7099,5021,191
015915125,6199,4468,162
015915128,6501,4536,108
015915130,5804,4075,92
015915131,6968,4866,101
015915132,6603,4821,99
015915133,12644,9402,2971
015915134,7663,5514,258
015915135,6556,4742,174
015915136,7325,5164,195
015915138,7133,5183,154
015915141,.,.,.
015915143,7190,5097,133
015915144,5523,3912,160
015915145,6641,4489,121
015915148,5880,4153,131
015915149,6851,4698,147
015915150,5769,4190,106
015915151,6419,4520,119
015915152,7125,4845,129
015915156,6657,4749,140
015915157,6287,4393,133
015915158,6570,4694,111
015915160,6911,4840,122
015915161,6840,4660,147
015915162,6719,4569,110
015915165,6307,4402,123
015915166,6905,4893,99
015915167,6194,4426,108
015915168,5903,4156,154
015915169,6762,4798,118
015915170,6066,4276,114
015915171,6849,4736,109
015915177,.,.,.
015915178,7540,5246,156
015915179,.,.,.
015915180,5395,3883,106
015915181,7410,5081,154
015915182,5010,3540,142
015915183,5101,3657,144
015915184,6416,4496,119
015915185,7216,5147,119
015915186,5104,3649,95
015915201,2663,163,1298
015915202,217,2,73
015915250,5608,4203,530
015916001,6479,4582,111
015916003,10074,6749,77
015916004,25875,20957,341
015916005,24665,17218,561
015916008,5667,4106,100
015916041,7740,5790,139
015916042,6212,4676,115
015916043,6155,4568,126
015916044,5595,4064,117
015916101,6325,4773,100
015916102,6070,4828,92
015916103,6333,4727,111
015916104,8393,6318,110
015916105,7089,5189,81
015916106,6986,5425,108
015916107,5323,4299,57
015916109,5117,4036,70
015916110,6782,5338,125
015916111,6377,5105,87
015916112,6380,5164,96
015916113,5051,4005,69
015916114,6121,4752,90
015916115,5813,4593,103
015916116,4978,3859,71
015917001,6020,4347,56
015917002,19656,12675,383
015917003,8138,8138,0
015917041,5857,4482,76
015917102,5846,4207,60
015917103,6477,4622,74
015917104,5012,3835,67
015917105,6709,4817,93
015917106,5788,4343,46
016901001,8692,7016,0
016901041,5719,4821,0
016901101,6780,5855,0
016902001,7850,6268,66
016902041,6596,5312,59
016902101,6032,5299,51
017901001,18853,8916,2
018901001,7560,5036,149
018901041,6118,4788,196
018901101,6086,4450,116
018902001,7661,5022,0
018902101,5641,4228,0
018903001,13421,8818,0
018904001,10754,5590,0
018904041,1495,1089,0
018904101,6335,4666,0
018905003,.,.,.
018906001,8793,5750,248
018907001,9512,5913,0
018908001,15572,10944,0
019901001,7804,5781,0
019901041,6789,5575,0
019901102,6015,5286,0
019902002,9243,5500,39
019902041,7719,5210,45
019902102,6952,5028,41
019903001,6680,4975,0
019905001,7168,4805,66
019905002,.,.,.
019905041,6318,4781,71
019905101,5145,4091,54
019906001,9210,5464,23
019906002,.,.,.
019906041,6831,4348,38
019906101,6476,4918,25
019906102,7183,4901,33
019907002,7176,4882,10
019907003,3046,2561,0
019907042,6255,4578,15
019907105,5236,3723,10
019907107,7387,5442,11
019907108,7009,5037,31
019907109,5466,3834,7
019907111,4699,3336,3
019907113,5694,4171,25
019907115,7822,5407,18
019907116,4788,3071,1
019908001,7940,5101,70
019908002,14835,9073,0
019908041,6790,4975,7
019908101,6610,4979,31
019908102,5778,4102,5
019908103,5786,4558,5
019909001,7948,6282,0
019909041,4093,2999,0
019909101,6294,5273,0
019909201,5651,5587,0
019910101,7443,4898,0
019911041,5039,3490,0
019911101,4471,3422,0
019912001,8618,5013,25
019912041,6678,4213,42
019912102,5767,4092,40
019913101,6038,4801,0
019914101,7488,5338,61
020901001,6600,4395,172
020901002,6039,3830,51
020901004,.,.,.
020901005,7156,5421,298
020901041,5774,4070,69
020901042,4674,3528,55
020901043,6029,4505,83
020901045,.,.,.
020901046,.,.,.
020901101,5694,4206,68
020901102,6914,5506,189
020901103,5028,4018,73
020901104,6024,4422,81
020901105,5371,4272,65
020901106,5425,4293,74
020901107,6300,4618,77
020901108,6057,4841,76
020901109,4940,3888,74
020901110,4510,3525,61
020901111,4831,3791,62
020901112,5529,4231,77
020901113,.,.,.
020901200,15319,10844,125
020902001,5791,3984,65
020902002,15127,11931,213
020902003,153921,131158,2991
020902004,4351,3669,55
020902005,6144,4226,57
020902043,5213,3704,65
020902044,5582,4033,73
020902101,4791,3761,68
020902102,8784,6515,97
020902103,6128,4586,69
020902104,8323,5614,93
020902108,6442,4605,70
020902109,6204,4440,77
020904001,8748,5297,152
020904041,7442,4112,198
020904101,6269,4769,46
020905001,8015,5269,243
020905002,5999,3897,109
020905004,28823,21102,539
020905005,13282,13282,0
020905006,5734,3859,113
020905041,6765,4655,116
020905042,8187,5306,125
020905043,5452,3777,112
020905101,6561,4719,111
020905102,5534,4238,110
020905104,7067,4965,153
020905106,5792,4415,112
020905107,6344,4574,110
020905108,6203,4788,133
020905109,5174,4082,97
020905110,6025,4332,112
020905111,5999,4340,124
020905113,6347,4604,97
020905114,6295,4615,133
020905115,5606,3869,96
020905116,7572,5256,142
020906002,7445,4759,208
020906041,6097,4509,190
020906104,5429,4504,134
020907001,5728,4174,65
020907005,.,.,.
020907042,5627,4094,73
020907102,4825,3881,82
020907106,5797,4535,91
020907107,5321,4246,82
020908001,4910,3367,145
020908002,4752,4752,0
020908004,39663,26580,755
020908007,7034,4260,121
020908041,5223,3571,109
020908042,5384,3459,120
020908043,5110,3470,124
020908044,.,.,.
020908101,5983,4310,143
020908102,5127,3807,123
020908103,5364,4066,126
020908104,5410,4107,137
020908105,5284,3647,129
020908106,4688,3618,135
020908107,5342,4081,132
020908108,5891,4044,136
020908109,4819,3766,130
020908110,4673,3586,161
020908111,4898,3380,121
020908112,4055,3124,105
020908113,5669,4023,122
020908114,5410,3929,129
020908115,5108,3649,134
020910101,11119,6909,0
021803001,7026,2965,0
021803102,7633,4625,0
021803103,4677,2724,0
021803104,5512,3478,0
021804001,8166,5066,0
021901001,6360,4024,120
021901002,17861,11334,341
021901041,6332,3933,132
021901042,6573,4313,109
021901101,6683,5084,108
021901102,7266,5416,188
021901104,5824,4318,97
021901105,6695,4930,158
021901107,6090,4429,142
021901108,5195,3867,83
021901201,6385,4344,158
021901202,5237,3517,96
021902001,7100,4408,273
021902002,.,.,.
021902003,7051,4795,138
021902012,10515,6021,176
021902014,11475,8284,1492
021902015,.,.,.
021902017,8210,4983,340
021902041,8338,5689,268
021902045,7369,5105,210
021902046,6171,4187,156
021902047,.,.,.
021902101,6713,4540,241
021902103,5510,4091,79
021902105,6771,4936,122
021902106,6074,4427,95
021902107,6969,4697,141
021902108,6080,4322,98
021902109,6892,5022,99
021902110,6934,4781,117
021902112,5707,4101,227
021902113,6127,4370,101
021902114,5747,4188,102
021902115,5909,4017,216
021902116,4328,3084,82
021902117,5870,4115,115
021902118,6246,4364,101
021902119,6559,4749,150
022004001,11692,7384,0
022004101,9965,7249,15
022901001,7982,4930,71
022901041,6894,4701,74
022901101,5816,4180,58
022902001,17097,13911,0
022903101,18582,9791,0
023902001,8608,7124,0
024801101,6986,3806,0
024901001,10179,6509,338
024901041,9395,6748,274
024901101,7941,6336,257
024901103,7009,5655,198
025901001,7608,5798,103
025901041,5139,4050,66
025901101,5745,4300,75
025901160,.,.,.
025902001,7031,4999,32
025902003,11533,7941,5
025902041,6996,5290,76
025902042,26613,17296,36
025902101,4361,3622,5
025902106,6238,4905,70
025902107,4888,3902,43
025902108,5826,4449,30
025902109,4818,3534,30
025904001,8064,6875,0
025904101,5591,4601,0
025904160,.,.,.
025904161,.,.,.
025905001,7069,5395,0
025905101,6518,5104,0
025906001,7232,6443,0
025906101,5148,4493,0
025906160,.,.,.
025908001,10272,7827,0
025908101,6264,5026,0
025909001,6893,5224,82
025909041,6035,4205,74
025909101,5508,4017,68
025909102,4645,3435,62
026901001,6644,4822,0
026901041,5632,4407,0
026901042,5243,4361,0
026901101,5190,4417,0
026902001,8625,5378,2
026902005,.,.,.
026902041,7101,5151,3
026902101,6285,5031,2
026903002,10724,7417,0
026903042,7630,4697,0
026903101,5902,5050,0
027903001,6700,4635,48
027903003,19862,14370,142
027903041,5182,3850,76
027903101,5124,4218,55
027903102,5717,4714,55
027903103,5430,4429,48
027903104,5234,4383,42
027904001,6786,4577,130
027904002,9585,6618,163
027904041,5481,4101,126
027904101,5748,4622,96
027904102,5201,4291,126
027904103,5699,4692,176
027904104,6980,5487,126
028902001,7036,4581,72
028902004,7085,4801,55
028902038,6520,3613,37
028902045,5826,3996,47
028902101,6438,4634,44
028902102,6153,4656,44
028902103,6506,4610,46
028902104,6468,4498,51
028902105,5722,4095,47
028903001,6582,4983,66
028903041,5756,4543,100
028903101,6093,5129,202
028903102,5745,4675,347
028903103,4715,3946,172
028906001,6136,5150,0
029901001,5998,4575,78
029901003,7414,4803,36
029901004,24809,15497,413
029901043,6004,4644,117
029901101,4951,4079,91
029901102,5412,4599,75
029901104,8428,6598,99
029901105,7953,6478,84
029901107,7017,5745,89
030901001,7387,6347,0
030901101,6405,5604,0
030902001,7974,5339,0
030902041,5668,3980,0
030902101,5525,4237,0
030902103,5734,4227,0
030903001,10528,7214,186
030903041,5113,4191,133
030903101,6051,4839,131
030906001,8879,5445,0
030906041,7463,5504,0
030906101,5958,4673,0
031803001,.,.,.
031901001,7208,4886,88
031901002,7204,4800,86
031901003,6557,4398,72
031901004,7110,4651,95
031901007,7267,4858,75
031901008,.,.,.
031901034,975,975,0
031901042,8387,6066,112
031901043,8680,5683,400
031901044,7773,5500,88
031901045,6647,4683,70
031901046,6634,4379,77
031901047,6929,4837,73
031901048,7834,5438,84
031901051,6608,4638,83
031901053,6763,4666,82
031901054,6014,4187,60
031901101,6106,4256,53
031901102,7114,5142,79
031901103,8353,5603,118
031901104,5893,4118,61
031901105,6822,4763,79
031901106,7107,5142,83
031901108,6869,4558,63
031901109,8508,5251,85
031901110,6456,4467,331
031901111,5972,4212,41
031901112,6610,4599,80
031901113,8329,5878,99
031901115,6872,4834,76
031901117,7366,4989,50
031901120,7202,4978,80
031901121,6651,4681,78
031901122,6616,4688,54
031901123,6573,4776,80
031901124,6359,4426,62
031901126,5590,4063,62
031901128,6119,4481,70
031901129,7049,5057,86
031901130,6254,4527,66
031901131,7395,5123,102
031901132,5638,4031,64
031901133,6092,4428,67
031901134,5218,3762,47
031901135,6775,4844,82
031901136,5730,3888,71
031901137,5899,4373,64
031901138,5919,4158,75
031901139,6444,4439,66
031901140,5764,4118,35
031903001,6525,4149,168
031903002,6955,4373,162
031903003,9419,5587,373
031903004,.,.,.
031903005,7536,4612,0
031903006,.,.,.
031903041,6828,4859,164
031903042,7443,5122,203
031903043,7445,5122,189
031903044,7238,4960,201
031903045,6479,4315,173
031903102,5525,3946,91
031903103,4717,3646,115
031903104,6804,4848,68
031903105,5835,4203,81
031903106,6022,4410,81
031903107,8614,6202,151
031903108,6781,4627,88
031903109,5178,3912,83
031903110,6097,4401,91
031903111,5226,4000,102
031903112,5610,4310,78
031903114,6756,4843,103
031903116,5818,4261,81
031903117,5168,3951,110
031903118,29483,20834,406
031903120,4597,3554,120
031903122,5397,4070,92
031903123,.,.,.
031903204,9077,8917,45
031905001,8208,5305,77
031905002,3461,3461,0
031905003,52163,52163,0
031905041,7267,5207,80
031905101,6143,4418,84
031905103,6150,4528,64
031905105,6888,4913,82
031905106,5314,3964,67
031906001,7916,5219,184
031906003,7689,7689,0
031906005,.,.,.
031906041,7182,4528,134
031906042,7860,4879,161
031906101,6393,4511,134
031906102,6381,4303,141
031906103,6822,4380,191
031906104,6458,4376,157
031906105,7253,4205,134
031906106,6423,4400,154
031906107,6109,3904,134
031906108,5355,3722,109
031906109,.,.,.
031909001,8246,5214,4
