,per_pupil_exp,per_pupil_instruction,per_pupil_leadership
001902001,8801,6513,0
001902041,4865,3803,0
001902103,5746,4974,0
001903001,8518,5942,59
001903041,5833,4894,55
001903101,4554,3917,45
001903102,.,.,.
001904001,8970,6168,0
001904041,5607,4185,0
001904102,5397,4534,0
001906002,13385,8097,0
001906102,4868,3747,0
001907001,8728,5483,116
001907041,5754,4273,75
001907101,6824,5270,75
001907102,6301,4999,92
001907107,4739,3769,36
001907110,5380,4179,63
001908002,7454,5721,0
001908041,6979,4998,0
001908101,4846,3673,0
001908102,4814,3665,0
001909001,6315,5069,0
001909101,6253,5601,0
002901001,9419,5799,121
002901002,16174,9836,183
002901041,7380,5143,152
002901101,7133,5157,176
002901104,7610,5650,145
002901105,6782,5199,169
003801001,8963,6610,413
003801103,5223,4643,0
003902001,6611,4757,32
003902004,.,.,.
003902041,5891,4726,49
003902101,2968,2266,24
003902102,5023,4263,28
003903001,7278,4830,258
003903004,.,.,.
003903044,5728,4200,164
003903120,7572,5457,126
003903121,6405,4564,163
003903122,7374,5341,140
003903123,7166,5252,108
003903124,6035,4429,63
003903125,4887,3741,101
003903126,5203,3808,65
003903127,6730,4990,221
003903128,5864,4416,83
003903129,6154,4553,96
003903130,6060,4700,80
003903131,5265,4028,93
003903140,.,.,.
003903201,4036,4036,0
003904001,7216,5173,72
003904005,5916,3974,1524
003904041,6113,4508,105
003904101,5745,4285,85
003904102,5750,4185,95
003905001,7913,4706,99
003905004,.,.,.
003905041,6548,4491,189
003905101,5897,4473,80
003905102,5099,3626,95
003906001,7828,5749,0
003906101,5678,4617,0
003907001,7924,5663,166
003907004,.,.,.
003907041,6093,4565,148
003907102,5288,4243,113
004901001,7533,5458,40
004901041,6808,5192,51
004901101,7072,5511,66
004901102,6707,4947,60
004901103,6279,4909,49
005901001,11139,7928,0
005901101,5697,4529,0
005902001,8909,5833,0
005902041,4838,4122,0
005902101,4560,3925,0
005904001,8470,5615,0
005904041,4718,3886,0
005904101,6156,5144,0
006902001,8340,6472,0
006902101,6745,5696,0
007901001,8374,7095,25
007901002,.,.,.
007901041,5151,4244,22
007901101,6235,5012,23
007902001,10902,6436,106
007902002,11662,6302,0
007902004,.,.,.
007902005,8855,8848,0
007902041,7696,5210,83
007902101,5688,4063,47
007904001,8927,5194,31
007904002,.,.,.
007904041,7971,4973,115
007904101,6091,4012,123
007904103,6405,4466,85
007905001,7483,5102,105
007905004,.,.,.
007905005,5973,3223,0
007905006,.,.,.
007905041,5739,4058,89
007905102,5086,3856,6
007905103,5799,4200,76
007905104,5678,4030,82
007905105,5045,3864,47
007906001,8262,5486,258
007906041,5366,3837,130
007906101,5084,4205,90
007906102,5191,3864,144
008901001,7288,4356,182
008901041,6862,4756,174
008901101,5598,4051,140
008901102,6738,4694,212
008901105,8353,5376,245
008902001,7212,5317,219
008902041,6286,4929,165
008902102,5578,4676,122
008902103,5975,4916,144
008903001,11598,7667,0
008903041,8347,6141,0
008903102,5500,4257,19
009901001,8491,6117,181
009901002,.,.,.
009901041,7134,5516,210
009901101,5526,4326,140
009901103,5357,4574,110
010901001,11929,9100,93
010901101,7359,5934,48
010902001,6797,5156,60
010902041,6123,4852,87
010902101,5856,4830,100
010902102,6634,5447,110
