,per_pupil_exp,per_pupil_instruction,per_pupil_leadership
011902001,6320,4332,363
011902004,5372,1288,3520
011902041,6184,4367,325
011902101,4630,3477,293
011902102,4157,3013,262
011904002,5418,4334,343
011904039,5577,5412,13
011904041,6564,5074,577
011904101,4045,3141,349
011904102,4203,3497,259
011905101,5455,4616,248
012901001,10522,5816,512
012901042,4483,3839,338
012901101,6497,4506,402
013801101,4596,3145,513
013901001,5652,3484,278
013901002,16737,11508,1425
013901041,5161,3237,385
013901101,4252,2995,303
013901102,5192,3691,315
013901104,4113,3185,340
013901105,4542,3460,369
013901106,4464,3332,362
013902101,6964,4370,252
013903001,5768,3896,602
013903101,6053,5165,494
013905001,6080,4005,559
013905041,4996,3717,578
013905101,4641,3744,348
014801001,3214,1900,529
014802001,2330,976,655
014803101,5870,3699,503
014804001,11883,6380,1851
014901001,4814,3416,435
014901041,5549,4623,361
014901101,4289,3682,293
014902001,6597,4465,644
014902002,.,.,.
014902041,4705,3371,814
014902101,4288,3407,437
014903001,4446,3322,282
014903005,6081,4153,1164
014903006,.,.,.
014903041,4146,3206,294
014903102,4242,3464,178
014903103,3976,3110,327
014903104,3591,2863,353
014903108,4441,3605,353
014903109,4129,3271,361
014903110,4483,3425,341
014903111,4328,3636,324
014903112,4100,3121,453
014905001,7540,5236,707
014905041,3149,2294,286
014905101,4031,3362,460
014906001,6870,4157,402
014906002,6413,3779,401
014906004,19832,11947,2326
014906006,12055,8123,1635
014906007,5492,3353,326
014906008,5425,3162,357
014906009,8095,5939,1016
014906022,7861,7386,0
014906025,11538,9144,1473
014906026,.,.,.
014906041,5363,3523,345
014906042,5065,3319,253
014906043,5429,3528,365
014906044,5417,3589,260
014906045,5287,3332,364
014906046,5418,3589,410
014906048,4947,3129,338
014906049,4723,3096,297
014906050,6474,3744,491
014906102,4762,3101,405
014906103,5579,3256,544
014906104,5392,3357,532
014906105,5613,3686,336
014906106,5186,3433,346
014906108,5482,3691,414
014906109,4579,2875,378
014906110,5382,3552,447
014906111,5109,3288,426
014906112,5534,3645,482
014906113,4677,3061,358
014906114,7117,4057,731
014906115,4673,3243,311
014906116,4122,2634,357
014906117,4501,2831,341
014906119,4214,2847,228
014906120,4001,2752,256
014906121,4031,2700,291
014906122,4302,2887,313
014906123,5595,3440,467
014906124,3745,2573,276
014906125,4969,3049,421
014906126,4660,3033,379
014906127,5892,4069,304
014906128,4592,2881,316
014906129,3838,2549,303
014907001,4961,4250,322
014907041,3415,2618,578
014907102,3272,2747,305
014908001,6556,4517,612
014908041,3598,2978,303
014908101,3895,3208,296
014909002,5483,3554,314
014909006,.,.,.
014909041,4806,3460,284
014909042,5082,3730,289
014909044,5144,3693,352
014909101,4053,2797,208
014909102,5385,4199,432
014909107,4611,3498,234
014909110,4916,3744,255
014909111,4337,3260,299
014909114,4564,3508,287
014909115,5072,3806,357
014909116,5031,3701,331
014909117,4442,3501,207
014909118,3630,2607,259
014910001,4997,3434,461
014910041,5101,3910,525
014910101,4246,3530,281
014910103,3991,3146,377
015801001,3973,1736,1003
015801002,6860,3054,1505
015802001,8718,6993,0
015802002,.,.,.
015803101,4297,2221,310
015805101,3831,2966,519
015806101,6089,4559,378
015806103,4025,2776,349
015807001,4677,2304,927
015807002,6702,2866,1354
015807003,2233,1277,595
015807004,5521,3002,674
015807005,4961,2695,800
015808001,25857,25857,0
015808002,.,.,.
015808003,.,.,.
015809101,5159,2768,1380
015810001,5986,3360,696
015811101,3312,1590,81
015812001,5827,3817,753
015813041,9364,5818,2182
015814001,4915,2872,693
015815001,4417,2257,825
015815101,4531,2492,472
015816001,7133,5413,659
015817001,7014,3393,1044
015818001,5446,4578,771
015818002,3492,3004,402
015819001,149,27,0
015819101,143,.,0
015819102,730,372,0
015820001,3087,2344,248
015822001,4106,2444,331
015823001,3358,2293,257
015901001,6254,4568,412
015901002,.,.,.
015901041,4703,3826,315
015901101,6406,5491,338
015901102,7779,6591,460
015901104,4517,3873,259
015904001,5063,3286,463
015904002,5403,3577,451
015904003,65100,39924,12486
015904004,12151,6539,1740
015904007,.,.,.
015904008,.,.,.
015904010,94435,55202,11179
015904041,5014,3312,518
015904042,5374,3454,608
015904043,5466,3551,640
015904044,5335,3420,681
015904045,.,.,.
015904046,.,.,.
015904047,.,.,.
015904101,4442,3006,383
015904102,4368,2955,385
015904103,4325,2755,444
015904104,5648,3764,542
015904105,4990,3095,608
015904106,4424,3068,412
015904107,4518,3023,414
015904108,4750,3254,416
015904109,4759,3269,460
015904110,5648,3736,564
015904111,5357,3405,599
015904113,4940,3389,437
015904114,5555,3511,682
015904115,49197,34304,4922
015904116,5140,3405,450
015904117,.,.,.
015905002,4088,3166,300
015905003,4966,3882,332
015905006,5238,4153,735
015905007,4050,2669,620
015905010,.,.,.
015905041,4543,3463,363
015905044,5375,3989,465
015905045,5625,4111,530
015905046,5432,4107,434
015905101,4155,3219,346
015905102,3445,2634,309
015905104,4257,3411,439
015905105,4347,3375,297
015905106,4223,3207,355
015905107,4488,3377,354
015905108,4132,2989,357
015905109,4347,3182,409
015905112,4152,3271,284
015905114,4220,3357,354
015905115,4281,3219,324
015905116,4353,3374,353
015905117,4382,3351,334
015906001,11610,7309,471
015906041,9430,6433,581
015906101,8509,5842,457
015907001,4822,3485,376
015907002,5877,4111,438
015907003,5219,3750,408
015907004,4850,3417,362
015907005,5009,3685,335
015907006,6392,4482,469
015907007,5189,3739,374
015907008,5788,4138,438
015907010,14158,8461,2745
015907011,34423,28926,394
015907014,6967,4210,1506
015907020,17500,17500,0
015907041,5248,3609,466
015907042,7266,4765,738
015907043,4834,3508,351
015907046,6484,4378,555
015907047,5584,3796,541
015907049,5446,3918,417
015907050,5419,3791,475
015907051,5882,3924,562
015907052,5901,4002,545
015907053,5449,3611,510
015907054,4978,3633,388
015907055,5321,3695,497
015907056,7018,4564,672
015907057,5618,3922,500
015907058,5763,4099,539
015907059,5075,3485,447
015907061,5152,3770,371
015907063,28149,13875,4913
015907064,44003,39326,566
015907101,5055,3963,297
015907102,6491,4738,555
015907103,4732,3505,303
015907105,4596,3431,313
015907106,4938,3671,377
015907107,6402,4650,447
015907108,4792,3564,328
015907109,4803,3424,416
015907110,5339,3822,392
015907111,5712,4341,370
015907112,4550,3357,390
015907114,6976,5363,470
015907115,6719,5117,469
015907116,4713,3682,371
015907117,5645,4307,358
015907118,5124,3781,406
015907119,5366,3880,434
015907121,4567,3419,376
015907123,5877,4402,466
015907124,5297,3951,387
015907125,4747,3629,362
015907126,5302,3976,450
015907127,5079,3659,506
015907129,4656,3463,390
015907131,6091,4402,484
015907132,4424,3305,312
015907134,4408,3363,322
015907135,4764,3590,314
015907136,5368,4034,387
015907137,4782,3483,352
015907139,5305,4159,323
015907140,4918,3593,380
015907141,4741,3543,363
015907143,4768,3196,487
015907144,5776,4502,327
015907145,6158,4532,562
015907146,5705,4136,477
015907147,4864,3573,406
015907148,4423,3322,352
015907149,5010,3656,367
015907150,5103,4014,294
015907153,5669,4124,428
015907155,4631,3528,349
015907156,5562,4113,410
015907157,4273,3166,329
015907158,5323,3849,399
015907159,6774,4894,524
015907160,5650,4359,317
015907161,4098,2952,368
015907162,5896,4507,323
015907164,4951,3771,317
015907165,5004,3734,360
015907167,4572,3505,296
015907168,4227,3068,365
015907169,5277,3985,333
015907170,5678,4065,463
015907171,6795,4973,598
015907172,5152,3688,426
015907173,4431,3289,330
015907174,5515,4314,294
015907175,4595,3512,319
015907176,4916,3640,298
015907179,5777,4253,344
015907180,71578,16390,26091
015907181,17031,15963,129
015907182,5576,4723,351
015907183,.,.,.
015907184,16146,15078,129
015907186,16056,14463,193
015907191,9337,8254,296
015907194,5804,5074,199
015907195,5135,4289,273
015907201,13452,11626,499
015907202,1817,1757,16
015907203,35384,32138,393
015908001,5234,3523,328
015908002,7358,4539,528
015908037,.,.,.
015908038,6613,4446,1771
015908039,25460,15571,4434
015908041,5858,4084,394
015908042,5937,4019,464
015908043,5153,3526,407
015908101,5672,3891,403
015908104,5901,4132,316
015908105,6421,4720,305
015908106,5054,3506,340
015908107,5660,4001,386
015908108,5677,4077,370
015908109,7014,5135,385
015908110,5559,3965,398
015908112,4630,3247,369
015908113,4558,3190,293
015909001,4851,3179,340
015909002,.,.,.
015909041,5054,3087,378
015909101,7147,5041,403
015909102,4851,3617,521
015909103,3690,2435,307
015909104,4327,3342,262
015910001,6419,4542,497
015910002,5572,3975,390
015910003,4963,3585,328
015910004,5877,4256,453
015910005,5555,4098,360
015910006,20610,12845,2539
015910007,4826,3466,308
015910008,7987,4342,1647
015910009,4337,2948,691
015910011,10834,9583,77
015910012,29638,18910,7661
015910022,8330,7875,0
015910041,5099,3801,330
015910042,6282,4666,470
015910043,6636,4978,489
015910044,5629,3920,538
015910045,4885,3454,450
015910046,5378,3798,465
015910047,5109,3756,369
015910048,4725,3604,331
015910049,5250,3967,383
015910050,4692,3485,306
015910053,53568,36000,3361
015910054,.,.,.
015910055,.,.,.
015910056,635,401,22
015910070,14084,12991,60
015910071,10181,9155,63
015910074,49243,33679,10708
015910075,395332,295797,17383
015910101,5062,3642,432
015910102,4748,3606,367
015910103,5647,4208,413
015910104,5830,4287,447
015910105,6521,4545,579
015910106,5163,3900,348
015910107,4963,3574,407
015910108,5009,3679,381
015910109,7663,5518,549
015910110,5767,4260,488
015910111,5072,3914,285
015910112,5885,4447,403
015910113,5378,3911,427
015910114,5775,4181,439
015910115,5733,4123,480
015910116,7947,5850,537
015910117,5346,3848,419
015910118,5355,3810,450
015910119,5841,4095,512
015910120,6664,4918,502
015910121,5574,4151,380
015910122,5646,4127,426
015910123,5572,4118,435
015910124,4965,3831,308
015910125,5124,3987,323
015910126,4781,3634,311
015910127,5179,3975,330
015910128,6806,5100,461
015910129,5393,4205,307
015910130,5414,4146,401
015910131,7319,5546,486
015910132,74180,49722,10890
015910133,4656,3585,297
015910134,4856,3740,295
015910135,4690,3580,336
015910136,4273,3305,293
015910137,4707,3614,299
015910138,6585,4787,475
015910139,4389,3163,366
015911001,5823,3816,330
015911004,8700,8700,0
015911005,8246,5710,1890
015911041,5329,3482,345
015911042,4873,3103,303
015911043,5483,3663,349
015911101,5141,3495,303
015911102,5407,3637,350
015911103,6918,4437,467
015911104,5611,3826,345
015911105,7929,4897,789
015911106,5437,3606,393
015912001,4318,2936,317
015912003,.,.,.
015912041,5010,3475,506
015912042,5993,4086,594
015912044,4826,3247,490
015912101,5272,3631,476
015912102,5535,3983,444
015912103,4895,3552,434
015912104,6051,4306,514
015912105,4177,3014,328
015912106,4516,3311,358
015912107,5198,3815,392
015912108,4617,3319,410
015912109,4874,3298,514
015913001,9850,7345,715
015913101,7442,5924,410
015914001,10208,7057,855
015914101,7079,5815,525
015915001,5682,4084,489
015915002,4608,3503,326
015915003,5321,3923,400
015915004,37077,24925,4177
015915005,4788,3567,337
015915006,5468,3908,454
015915007,4998,3696,359
015915008,15365,10539,2902
015915011,11161,7154,2112
015915013,25246,19402,1854
015915015,.,.,.
015915016,4537,3286,297
015915019,4663,3180,424
015915020,12220,10275,1187
015915039,11937,11937,0
015915041,5674,4261,389
015915042,5633,3964,496
015915043,5329,3944,389
015915044,5581,4186,364
015915045,4802,3732,275
015915046,4990,3765,328
015915047,4957,3829,269
015915048,4972,3870,260
015915049,4408,3400,249
015915050,4211,3230,240
015915051,4671,3561,261
015915052,4629,3471,277
015915061,36677,24940,7578
015915062,25840,16314,5614
015915101,4883,3534,379
015915102,6105,4538,369
015915103,5001,3787,303
015915104,4738,3499,366
015915105,5393,4073,339
015915106,6195,4279,437
015915108,6368,4861,312
015915109,4501,3496,262
015915111,5522,3893,485
015915112,5012,3674,392
015915113,6652,4410,716
015915114,4939,3642,327
015915115,5233,4002,293
015915116,4778,3526,330
015915117,6089,4404,478
015915118,5525,4015,374
015915119,4905,3770,273
015915121,103239,83159,8129
015915122,5745,4218,420
015915123,5123,3796,398
015915124,5018,3742,311
015915125,4856,3710,250
015915127,58,.,10
015915128,4660,3467,314
015915129,21676,20345,245
015915131,4922,3623,321
015915132,5018,3911,277
015915133,13068,12701,71
015915134,5944,4482,388
015915135,4438,3328,264
015915136,4988,3730,337
015915137,10148,9243,326
015915138,4631,3409,289
015915139,34288,29529,938
015915140,19059,16353,365
015915143,4627,3554,282
015915144,4633,3557,291
015915145,4859,3626,299
015915149,5323,3996,302
015915150,4963,3716,286
015915151,4975,3762,301
015915152,5226,3812,398
015915156,4675,3577,242
015915157,4748,3564,295
015915158,4987,3719,327
015915159,11200,9930,121
015915160,4979,3645,334
015915161,4993,3719,284
015915162,4379,3188,312
015915163,43812,31669,8290
015915165,5199,3840,333
015915166,4045,2925,309
015915167,3927,2840,295
015915168,3901,2911,277
015915169,5002,3664,378
015915170,4379,3251,325
015915201,15,15,0
015915202,8140,8085,1
015915250,14902,12893,1185
015916001,5102,3895,335
015916003,.,.,.
015916004,.,.,.
015916005,.,.,.
015916006,.,.,.
015916041,4851,3715,338
015916042,4980,3881,325
015916043,4464,3388,277
015916101,4802,3710,322
015916102,4937,3944,314
015916103,6200,4678,472
015916104,4984,3756,420
015916105,5108,3926,314
015916106,6211,4823,436
015916107,4671,3768,304
015916109,4911,3825,394
015916110,4614,3630,344
015916111,4953,3938,335
015916112,4637,3733,236
015916113,4671,3635,283
015916114,4504,3551,276
015917001,4875,3345,400
015917002,14201,9276,2288
015917003,5000,5000,0
015917041,4532,3303,342
015917102,4126,3095,301
015917103,4312,3041,329
015917104,4564,3353,372
016901001,6056,4712,466
016901041,4883,3994,467
016901101,4390,3636,354
016902001,7198,5621,544
016902041,5687,4515,615
016902101,4847,4219,345
017901001,16777,8911,949
018901001,5767,3640,416
018901041,4344,3529,449
018901101,4874,3518,240
018901103,4346,3662,297
018902001,5469,3447,374
018902101,3754,2739,325
018903001,6328,4123,507
018904001,11324,6627,671
018904041,2346,2272,11
018904101,4961,3427,399
018905001,5857,4338,219
018906001,6980,4867,417
018907001,5660,3630,294
018908001,6758,4649,395
019901001,7310,5258,372
019901041,5644,4442,268
019901102,4428,3540,247
019902002,7743,4069,767
019902041,4947,3204,244
019902102,3572,2417,224
019903001,4330,3302,389
019905001,6499,4406,375
019905041,5115,3802,349
019905101,4192,3065,352
019906001,7110,4210,512
019906041,6088,4100,553
019906101,4926,3710,335
019906102,5368,3918,415
019907002,5295,3412,434
019907003,1524,1508,8
019907042,3577,2534,284
019907103,8047,4421,1324
019907105,3397,2278,288
019907107,3480,2346,296
019907108,3625,2521,352
019907109,3064,2048,228
019907111,3652,2416,284
019907113,3243,2363,234
019907115,4735,3079,526
019908001,6354,3546,541
019908002,6442,4802,925
019908003,12074,2925,7427
019908041,4941,3441,329
019908101,4271,2826,244
019908102,6615,3704,680
019908103,4567,3191,292
019909001,6049,4937,353
019909101,4141,3406,224
019909200,.,.,.
019910101,5705,3190,882
019911041,3612,2783,271
019911101,4467,3250,399
019912001,6065,3552,466
019912041,4758,2878,342
019912102,4351,2940,291
019913101,5909,4408,229
019914101,6856,4429,920
020901001,4766,3395,388
020901004,.,.,.
020901041,5117,3916,266
020901042,6310,4602,500
020901043,4792,3738,251
020901044,6933,5301,382
020901101,4233,3434,315
020901102,4748,3853,227
020901103,4211,3561,211
020901104,4545,3527,413
020901105,3868,3153,280
020901106,4318,3747,246
020901107,4303,3444,309
020901108,4122,3453,225
020901109,3967,3339,243
020901110,3834,3140,303
020901200,14950,12538,1335
020902001,4401,3254,251
020902002,10482,8771,1367
020902003,69146,62973,4697
020902004,1481,1366,76
020902005,13347,9357,2490
020902043,4428,3443,279
020902044,4464,3293,260
020902101,2789,2296,167
020902102,5747,4006,291
020902103,5454,4104,326
020902104,5732,4222,351
020902108,5096,3741,306
020902109,5333,3821,323
020904001,7220,4388,551
020904041,6272,3603,734
020904101,4635,3626,246
020905001,5240,4034,515
020905002,4120,3238,365
020905004,18063,12979,2434
020905005,.,.,.
020905006,.,.,.
020905041,5082,4032,502
020905042,4542,3571,514
020905043,3822,3060,295
020905101,5150,4194,412
020905102,4785,4024,316
020905104,5582,4648,443
020905106,3998,3328,298
020905107,4090,3380,294
020905108,4795,4023,408
020905109,4383,3670,275
020905110,4524,3760,399
020905111,4508,3802,290
020905113,4746,3956,357
020905114,4068,3509,274
020905115,3904,3239,332
020905116,4396,3638,426
020906002,6451,4751,540
020906003,.,.,.
020906041,5184,4012,424
020906104,4381,3736,348
020907001,5143,3981,307
020907005,.,.,.
020907042,4848,3686,451
020907102,3384,2851,215
020907104,3920,3083,386
020907106,4206,3370,332
020907107,3945,3154,276
020908001,4218,3131,235
020908002,962,807,77
020908004,15570,10041,2946
020908041,5485,3912,529
020908042,5347,3837,491
020908043,5327,4230,443
020908101,5884,4882,441
020908102,5074,4181,424
020908103,4211,3348,355
020908104,4689,4023,286
020908105,3948,3216,265
020908106,4963,4135,336
020908107,4235,3513,265
020908108,4472,3518,355
020908109,3271,2526,322
020908110,3456,2631,324
020910101,5176,3298,551
021802001,4372,3531,537
021803001,3319,2963,327
021901001,5419,3341,291
021901002,13875,8960,2366
021901041,5613,3535,409
021901042,5679,3754,498
021901101,4856,3602,271
021901102,5117,3818,285
021901104,5357,3844,333
021901105,4528,3496,182
021901107,5104,3734,410
021901201,5388,3910,360
021901202,4810,3418,303
021902001,5261,3520,385
021902011,6752,5146,843
021902012,14978,9905,3881
021902014,3769,3439,12
021902015,.,.,.
021902041,5490,3698,430
021902045,5095,3444,400
021902046,4789,3420,341
021902101,5191,3590,291
021902103,4683,3371,243
021902105,5294,3686,362
021902106,4726,3367,251
021902107,5304,3549,317
021902108,5130,3662,299
021902109,4982,3551,318
021902110,5484,3790,323
021902112,5385,3826,313
021902113,5181,3513,313
021902114,4540,3250,325
021902115,5597,3645,427
021902116,4331,2678,389
021902117,4732,3307,278
021902118,4788,3311,269
021902119,4602,3142,258
022004001,8706,5800,406
022004101,6499,4907,459
022901001,6207,4033,400
022901041,4682,3404,386
022901101,3903,2979,235
022902001,9384,7285,899
022903101,22110,13593,3570
023902001,6742,4333,315
024801101,11335,5850,2189
024901001,6435,4690,443
024901041,4280,3325,403
024901101,4649,3910,351
024901103,3860,3363,349
025901001,5726,4172,460
025901002,.,.,.
025901041,4457,3054,464
025901101,3756,2976,190
025901160,.,.,.
025902001,5678,4194,247
025902002,4802,2256,2256
025902041,6202,4531,317
025902042,185834,56901,37713
025902101,3627,2932,310
025902106,3345,2586,158
025902107,4150,3266,218
025902108,4473,3280,293
025902109,4211,3214,329
025904001,7650,6386,535
025904101,4830,4263,229
025904160,.,.,.
025904161,.,.,.
025904170,.,.,.
025905001,5354,3878,677
025905101,4672,3691,542
025906001,5780,5028,306
025906101,3714,3014,366
025908001,6410,4944,458
025908101,5146,4070,429
025909001,5733,4067,590
025909041,5198,3583,577
025909101,4866,3390,426
025909102,4530,3177,382
026901001,5354,3582,404
026901041,4501,3302,456
026901042,4025,2996,446
026901101,3850,3038,313
026902001,6905,4848,538
026902005,.,.,.
026902041,6666,4849,524
026902101,4630,3741,290
026903002,9058,6130,363
026903003,.,.,.
026903101,4000,3143,285
027903001,5228,3717,330
027903003,9392,6228,2459
027903041,5103,3938,389
027903101,3944,3298,278
027903102,4335,3571,324
027903104,4392,3544,434
027904001,5984,4243,515
027904041,4825,3696,377
027904101,4757,3839,360
027904102,3908,3320,267
027904103,4812,4059,348
028902001,5574,3412,366
028902004,5967,4081,618
028902038,7395,3971,1339
028902045,4641,3248,368
028902101,4534,3402,343
028902102,3918,2939,328
028902103,5047,3690,446
028902104,4684,3473,371
028903001,7061,5896,410
028903041,5467,4639,419
028903101,6919,6243,265
028903102,6217,5496,242
028903103,4243,3746,320
028906001,4385,3498,439
029901001,5354,4059,383
029901003,5652,4428,1103
029901004,11945,11108,113
029901043,4791,3730,423
029901101,4088,3411,332
029901102,4172,3476,390
029901104,7460,5063,1474
029901105,6904,5079,1065
029901107,5482,4382,513
030901001,4611,4076,398
030901101,3841,3321,380
030902001,5572,3738,362
030902041,5612,3752,574
030902101,4524,3465,187
030902102,7388,5246,793
030902103,4728,3474,273
030903001,6180,4611,391
030903101,5789,5003,477
030906001,6554,4491,507
030906041,4706,3581,590
030906101,4483,3632,350
031801002,769,355,75
031801041,1681,1128,179
031801101,362,323,31
031802001,2605,2218,327
031901001,5691,3915,418
031901002,5819,3939,394
031901003,5411,3630,373
031901004,5458,3675,375
031901007,5671,3653,409
031901034,.,.,.
031901041,6615,4523,451
031901042,6663,4862,447
031901043,6147,4390,403
031901044,5273,3772,347
031901045,5452,3903,398
031901046,6074,4125,417
031901047,5280,3763,351
031901048,5349,3765,404
031901051,5770,3956,431
031901053,5546,3864,351
031901101,4754,3100,426
031901102,4531,3112,349
031901103,5432,3734,408
031901104,5039,3493,322
031901105,4614,3187,336
031901106,4897,3375,422
031901108,5153,3462,408
031901109,5764,3777,483
031901110,4132,2876,329
031901111,5468,3525,376
031901112,5493,3890,371
031901113,5424,3775,400
031901115,4806,3226,327
031901116,6684,4848,668
031901117,4374,2873,345
031901120,5229,3543,377
031901121,5464,3828,306
031901122,4578,3017,398
031901123,4783,3399,331
031901124,4702,3153,371
031901126,4491,2964,333
031901127,13981,9177,1610
031901128,4778,3305,315
031901129,4739,3141,368
031901130,4344,2997,311
031901131,4183,2731,321
031901132,4231,2931,315
031901133,4800,3293,383
031901134,4466,3056,336
031901135,4704,3290,351
031901136,4417,2832,309
031901137,4092,2756,298
031901138,4722,3085,353
031903001,5538,3751,356
031903002,5607,3748,349
031903003,7845,5364,754
031903004,.,.,.
031903041,5231,3612,341
031903042,5261,3767,320
031903043,5761,4023,382
031903044,4700,3464,266
031903102,4310,3033,385
031903103,3724,2860,259
031903104,4763,3388,487
031903105,5007,3595,460
031903106,4605,3416,389
031903107,6311,4716,468
031903108,4765,3372,493
031903109,3992,3049,287
031903110,4410,3149,356
031903111,3711,2851,243
031903112,4025,2901,369
031903114,4969,3581,443
031903116,3329,2546,197
031903117,4429,3372,292
031903118,19832,14708,1646
031903120,4020,3033,277
031905001,6920,5008,402
031905002,.,.,.
031905003,.,.,.
031905041,5070,3712,356
031905101,3614,2679,313
031905102,5431,4125,438
031905103,5017,3827,378
031905104,3884,3034,287
031906001,6485,4231,337
031906041,5329,3446,267
031906101,4582,3008,240
031906102,4548,2993,324
031906103,5314,3429,456
031906104,4078,2765,221
031906105,4855,3150,246
031906106,5009,3378,400
031906107,4711,3225,357
031909001,6065,3912,512
031909041,4435,3032,447
031909101,4310,3493,300
031909102,3526,2858,249
031911001,6570,4024,371
031911041,4776,3015,398
031911102,3844,2767,158
031911103,4826,3214,403
031912001,6447,4108,487
031912003,.,.,.
031912004,34431,28204,132
031912005,5482,5191,0
031912007,3051,2319,164
031912041,5533,3489,253
031912042,4927,3298,255
031912101,4324,2958,229
031912103,4373,3321,213
031912104,4595,3144,316
031912106,5115,3488,441
031912108,4396,3025,324
031912109,4905,3209,402
031912110,5011,3223,428
031912112,4281,3027,208
031912114,3816,2651,264
031912115,4739,3082,336
031912201,1860,712,0
031913001,6789,4714,681
031913002,.,.,.
031913005,.,.,.
031913041,4827,3418,593
031913101,4118,3316,391
031914001,5884,3724,374
031914041,5784,4619,400
031914101,3369,2915,192
031916001,7748,4553,533
031916003,35529,24472,2009
031916004,7542,4340,555
031916005,7885,4686,603
032902002,5663,3939,375
032902041,4883,3634,259
032902103,4488,3381,231
032902104,3528,2709,169
032902105,2666,2140,234
033901001,5190,4321,447
033902001,7644,5233,514
033902002,.,.,.
033902041,4881,3274,586
033902101,4528,3837,296
033904001,9070,6917,609
033904102,4054,3142,260
034901001,5680,3404,339
034901042,5316,3292,646
034901106,4891,3434,298
034901107,4405,3152,312
034902001,6106,4704,415
034902101,4863,4112,363
034903001,4870,3871,337
034903041,4704,3806,500
034903101,4053,3527,242
034905002,7918,5385,696
034905041,5920,4362,413
034905102,4282,3464,197
034906001,5088,3947,431
034906041,4394,3341,568
034906101,4087,3433,440
034907001,6837,4740,468
034907041,5421,3893,459
034907101,3934,2942,346
034908102,7987,5009,1341
034909001,6163,4243,420
034909101,3800,2433,373
035901001,6610,4782,629
035901041,4667,3901,272
035901102,3389,2855,276
035902001,6572,4778,422
035902101,4265,3663,318
035903001,5079,3973,392
036901001,7611,4247,470
036901002,.,.,.
