,sat,act,act_pct
043914001,998,21.1,66.3
043914002,.,.,.
043914041,.,.,.
043914042,.,.,.
043914101,.,.,.
043914102,.,.,.
043914103,.,.,.
043914104,.,.,.
043917001,934,.,47.1
043917041,.,.,.
043917101,.,.,.
043918001,956,20.7,66.7
043918041,.,.,.
043918042,.,.,.
043918101,.,.,.
043919101,.,.,.
044902001,.,19.4,69.2
044902041,.,.,.
044902101,.,.,.
044904001,.,17.4,87.5
045902001,930,19.9,67.9
045902041,.,.,.
045902101,.,.,.
045903001,921,18.9,62.5
045903041,.,.,.
045903101,.,.,.
045903102,.,.,.
045903103,.,.,.
045903601,.,.,.
045905002,924,21.4,57.4
045905041,.,.,.
045905102,.,.,.
046801001,.,.,.
046901001,1043,21.3,75.4
046901038,.,.,0
046901041,.,.,.
046901042,.,.,.
046901102,.,.,.
046901103,.,.,.
046901104,.,.,.
046901105,.,.,.
046901106,.,.,.
046901107,.,.,.
046901108,.,.,.
046902001,1024,20.4,84
046902002,1009,20.8,82.1
046902041,.,.,.
046902042,.,.,.
046902043,.,.,.
046902044,.,.,.
046902101,.,.,.
046902102,.,.,.
046902103,.,.,.
046902104,.,.,.
046902105,.,.,.
046902106,.,.,.
046902107,.,.,.
046902108,.,.,.
046902109,.,.,.
046902110,.,.,.
046902201,.,.,0
047901001,956,19.5,54.9
047901041,.,.,.
047901101,.,.,.
047901102,.,.,.
047902001,982,19.5,74.2
047902041,.,.,.
047902101,.,.,.
047903001,.,.,22.2
047905001,862,.,100
048901001,.,19.5,68
048901003,.,.,.
048901101,.,.,.
048903001,.,17.4,38.5
048903191,.,.,.
049901001,1019,20.1,53.5
049901002,.,.,.
049901041,.,.,.
049901101,.,.,.
049901102,.,.,.
049901103,.,.,.
049901104,.,.,.
049902001,1045,23,85
049902101,.,.,.
049903001,1097,25.8,48.6
049903101,.,.,.
049905001,1031,20.3,56.7
049905101,.,.,.
049905102,.,.,.
049906001,1111,21.7,79.3
049907001,1103,21.4,89.5
049907101,.,.,.
049908101,.,.,.
049909101,.,.,.
050901001,.,21.3,57.1
050901101,.,.,.
050902001,1019,20.1,53.5
050902041,.,.,.
050902101,.,.,.
050902102,.,.,.
050902103,.,.,.
050904001,.,.,25
050909001,938,18.7,80
050910001,981,21.8,58.6
050910005,.,.,0
050910041,.,.,.
050910042,.,.,.
050910101,.,.,.
050910102,.,.,.
050910103,.,.,.
050910104,.,.,.
050910105,.,.,.
050910106,.,.,.
050910107,.,.,.
050910108,.,.,.
050910109,.,.,.
051901001,.,19.5,50
051901102,.,.,.
052901001,994,20.6,53.6
052901041,.,.,.
052901101,.,.,.
053001001,895,19.1,50
053001041,.,.,.
053001101,.,.,.
053001102,.,.,.
054901001,1026,21.2,62.5
054901041,.,.,.
054901101,.,.,.
054901200,.,.,.
054901300,.,.,.
054902001,847,16.6,60
054902102,.,.,.
054903001,.,17.5,42.3
054903002,.,.,.
054903041,.,.,.
054903102,.,.,.
055901001,726,17.2,73.8
055901041,.,.,.
055901102,.,.,.
056901001,1115,21.3,77.1
056901002,.,.,0
056901042,.,.,.
056901104,.,.,.
056901105,.,.,.
056902001,.,22.9,88.9
057801001,1062,20.2,69
057801002,.,.,.
057801003,.,.,.
057801041,.,.,.
057801101,.,.,.
057802001,.,.,.
057803041,.,.,.
057804001,.,.,2.7
057804002,.,.,0
057805101,.,.,.
057806001,.,.,.
057807001,.,.,.
057808101,.,.,.
057809101,.,.,.
057810101,.,.,.
057811101,.,.,.
057813101,.,.,.
057814001,.,.,.
057815001,.,.,.
057816101,.,.,.
057817101,.,.,.
057818001,.,.,.
057819001,.,.,.
057820001,.,.,.
057821101,.,.,.
057823001,.,.,.
057825001,.,.,.
057825003,.,.,.
057825004,.,.,.
057825005,.,.,.
057825101,.,.,.
057825102,.,.,.
057825103,.,.,.
057826001,.,.,0
057903001,1058,20.3,64.3
057903002,1057,20.9,86.6
057903003,932,.,11.8
057903005,.,.,.
057903006,.,.,.
057903009,.,.,.
057903041,.,.,.
057903042,.,.,.
057903044,.,.,.
057903045,.,.,.
057903046,.,.,.
057903047,.,.,.
057903101,.,.,.
057903102,.,.,.
057903103,.,.,.
057903105,.,.,.
057903106,.,.,.
057903107,.,.,.
057903108,.,.,.
057903109,.,.,.
057903110,.,.,.
057903111,.,.,.
057903112,.,.,.
057903113,.,.,.
057903114,.,.,.
057903116,.,.,.
057903117,.,.,.
057903118,.,.,.
057903119,.,.,.
057903120,.,.,.
057903121,.,.,.
057903122,.,.,.
057903124,.,.,.
057903125,.,.,.
057903126,.,.,.
057903130,.,.,.
057904001,980,20.3,72.4
057904007,.,.,.
057904041,.,.,.
057904101,.,.,.
057904102,.,.,.
057904103,.,.,.
057904104,.,.,.
057904105,.,.,.
057904106,.,.,.
057904107,.,.,.
057905001,938,21.5,48.4
057905002,791,16,34.6
057905003,783,14.3,37.8
057905005,834,.,24.6
057905006,1008,20.5,58.6
057905007,863,16.5,30.8
057905008,806,16.9,59.8
057905009,754,16,87.8
057905012,709,.,61.3
057905013,737,16,45.1
057905014,718,15.6,58.5
057905015,879,17.4,53.4
057905016,787,16.7,45
057905017,797,16.8,43
057905018,825,18.6,29
057905019,.,.,.
057905020,706,.,10.4
057905021,969,19.1,59.5
057905022,997,18,42.2
057905023,805,16.8,58.9
057905024,836,15.7,29.5
057905025,887,17.6,53.4
057905026,1075,22,75.5
057905027,751,.,.
057905030,.,.,0
057905032,762,15,52.6
057905033,838,18.2,65.1
057905034,1056,21.1,88.7
057905036,928,19.1,85.6
057905037,837,17.3,84
057905038,905,19,90.8
057905039,1233,25.6,100
057905042,.,.,.
057905043,.,.,.
057905044,.,.,.
057905045,.,.,.
057905046,.,.,.
057905047,.,.,.
057905048,.,.,.
057905049,.,.,.
057905050,.,.,.
057905051,.,.,.
057905052,.,.,.
057905053,.,.,.
057905054,.,.,.
057905055,.,.,.
057905058,.,.,.
057905059,.,.,.
057905060,.,.,.
057905063,.,.,.
057905064,.,.,.
057905065,.,.,.
057905066,.,.,.
057905068,.,.,.
057905069,.,.,.
057905071,.,.,.
057905072,.,.,.
057905073,.,.,.
057905074,.,.,.
057905075,.,.,.
057905090,.,.,15.8
057905091,.,.,.
057905096,.,.,.
057905099,.,.,.
057905101,.,.,.
057905103,.,.,.
057905104,.,.,.
057905105,.,.,.
057905106,.,.,.
057905108,.,.,.
057905109,.,.,.
057905110,.,.,.
057905111,.,.,.
057905112,.,.,.
057905113,.,.,.
057905114,.,.,.
057905115,.,.,.
057905116,.,.,.
057905117,.,.,.
057905118,.,.,.
057905119,.,.,.
057905120,.,.,.
057905121,.,.,.
057905122,.,.,.
057905124,.,.,.
057905125,.,.,.
057905126,.,.,.
057905127,.,.,.
057905128,.,.,.
057905129,.,.,.
057905130,.,.,.
057905131,.,.,.
057905132,.,.,.
057905133,.,.,.
057905134,.,.,.
057905135,.,.,.
057905136,.,.,.
057905137,.,.,.
057905139,.,.,.
057905140,.,.,.
057905141,.,.,.
057905142,.,.,.
057905143,.,.,.
057905144,.,.,.
057905145,.,.,.
057905146,.,.,.
057905147,.,.,.
057905148,.,.,.
057905149,.,.,.
057905150,.,.,.
057905151,.,.,.
057905152,.,.,.
057905153,.,.,.
057905156,.,.,.
057905157,.,.,.
057905158,.,.,.
057905159,.,.,.
057905160,.,.,.
057905161,.,.,.
057905162,.,.,.
057905163,.,.,.
057905164,.,.,.
057905166,.,.,.
057905167,.,.,.
057905168,.,.,.
057905169,.,.,.
057905170,.,.,.
057905171,.,.,.
057905173,.,.,.
057905174,.,.,.
057905175,.,.,.
057905177,.,.,.
057905178,.,.,.
057905180,.,.,.
057905181,.,.,.
057905182,.,.,.
057905183,.,.,.
057905184,.,.,.
057905185,.,.,.
057905186,.,.,.
057905187,.,.,.
057905188,.,.,.
057905189,.,.,.
057905190,.,.,.
057905191,.,.,.
057905192,.,.,.
057905193,.,.,.
057905194,.,.,.
057905195,.,.,.
057905196,.,.,.
057905197,.,.,.
057905198,.,.,.
057905199,.,.,.
057905200,.,.,.
057905201,.,.,.
057905202,.,.,.
057905203,.,.,.
057905204,.,.,.
057905205,.,.,.
057905206,.,.,.
057905207,.,.,.
057905208,.,.,.
057905209,.,.,.
057905210,.,.,.
057905211,.,.,.
057905212,.,.,.
057905213,.,.,.
057905214,.,.,.
057905215,.,.,.
057905216,.,.,.
057905218,.,.,.
057905219,.,.,.
057905220,.,.,.
057905221,.,.,.
057905222,.,.,.
057905224,.,.,.
057905225,.,.,.
057905226,.,.,.
057905227,.,.,.
057905228,.,.,.
057905229,.,.,.
057905230,.,.,.
057905232,.,.,.
057905233,.,.,.
057905235,.,.,.
057905236,.,.,.
057905237,.,.,.
057905242,.,.,.
057905245,.,.,.
057905246,.,.,.
057905248,.,.,.
057905249,.,.,.
057905250,.,.,.
057905251,.,.,.
057905253,.,.,.
057905255,.,.,.
057905256,.,.,.
057905258,.,.,.
057905260,.,.,.
057905262,.,.,.
057905263,.,.,.
057905264,.,.,.
057905265,.,.,.
057905266,.,.,.
057905267,.,.,.
057905268,.,.,.
057905269,.,.,.
057905270,.,.,.
057905271,.,.,.
057905272,.,.,.
057905273,.,.,.
057905274,.,.,.
057905275,.,.,.
057905276,.,.,.
057905277,.,.,.
057905280,.,.,.
057905281,.,.,.
057905283,.,.,.
057906001,1064,20.5,75.3
057906002,.,.,.
057906007,.,.,.
057906041,.,.,.
057906042,.,.,.
057906102,.,.,.
057906103,.,.,.
057906104,.,.,.
057906105,.,.,.
057906106,.,.,.
057906107,.,.,.
057906108,.,.,.
057907001,990,20.3,77.4
057907003,.,.,.
057907004,.,.,0
057907007,.,.,.
057907041,.,.,.
057907042,.,.,.
057907101,.,.,.
057907102,.,.,.
057907103,.,.,.
057907104,.,.,.
057907105,.,.,.
057907106,.,.,.
057907107,.,.,.
057907108,.,.,.
057907109,.,.,.
057907110,.,.,.
057909002,1107,23,68.5
057909003,983,20,62.6
057909004,950,20.3,52
057909005,958,19.5,55.6
057909006,.,.,3.3
057909007,.,.,.
057909008,1004,21.3,70
057909009,998,20.3,55.2
057909041,.,.,.
057909042,.,.,.
057909043,.,.,.
057909044,.,.,.
057909045,.,.,.
057909046,.,.,.
057909047,.,.,.
057909048,.,.,.
057909049,.,.,.
057909050,.,.,.
057909051,.,.,.
057909052,.,.,.
057909053,.,.,0
057909054,.,.,.
057909101,.,.,.
057909102,.,.,.
057909103,.,.,.
057909105,.,.,.
057909107,.,.,.
057909108,.,.,.
057909109,.,.,.
057909110,.,.,.
057909111,.,.,.
057909112,.,.,.
057909113,.,.,.
057909115,.,.,.
057909116,.,.,.
057909117,.,.,.
057909119,.,.,.
057909120,.,.,.
057909121,.,.,.
057909122,.,.,.
057909123,.,.,.
057909124,.,.,.
057909125,.,.,.
057909126,.,.,.
057909127,.,.,.
057909128,.,.,.
057909129,.,.,.
057909132,.,.,.
057909133,.,.,.
057909134,.,.,.
057909135,.,.,.
057909136,.,.,.
057909137,.,.,.
057909138,.,.,.
057909139,.,.,.
057909140,.,.,.
057909141,.,.,.
057909142,.,.,.
057909143,.,.,.
057909144,.,.,.
057909145,.,.,.
057909146,.,.,.
057909147,.,.,.
057909148,.,.,.
057909154,.,.,.
057910002,997,19.3,37.2
057910003,994,20.3,59.4
057910004,.,.,.
057910007,.,.,.
057910008,.,.,.
057910041,.,.,.
057910043,.,.,.
057910044,.,.,.
057910045,.,.,.
057910046,.,.,0
057910047,.,.,.
057910048,.,.,.
057910101,.,.,.
057910102,.,.,.
057910103,.,.,.
057910104,.,.,.
057910105,.,.,.
057910106,.,.,.
057910107,.,.,.
057910109,.,.,.
057910111,.,.,.
057910113,.,.,.
057910116,.,.,.
057910118,.,.,.
057910119,.,.,.
057910120,.,.,.
057910121,.,.,.
057910122,.,.,.
057910123,.,.,.
057910124,.,.,.
057911001,1165,24.5,.
057911041,.,.,.
057911101,.,.,.
057911102,.,.,.
057911103,.,.,.
057911104,.,.,.
057911105,.,.,.
057912002,1024,20.6,57.3
057912003,1033,18.1,66.3
057912004,1036,19.9,53.1
057912005,.,.,.
057912007,.,.,.
057912009,.,.,.
057912041,.,.,.
057912042,.,.,.
057912043,.,.,.
057912044,.,.,.
057912045,.,.,.
057912046,.,.,.
057912047,.,.,.
057912101,.,.,.
057912102,.,.,.
057912103,.,.,.
057912104,.,.,.
057912105,.,.,.
057912106,.,.,.
057912107,.,.,.
057912108,.,.,.
057912109,.,.,.
057912111,.,.,.
057912112,.,.,.
057912113,.,.,.
057912114,.,.,.
057912116,.,.,.
057912118,.,.,.
057912119,.,.,.
057912120,.,.,.
057912121,.,.,.
057912122,.,.,.
057912161,.,.,.
057912162,.,.,.
057912163,.,.,.
057912197,.,.,.
057912698,.,.,.
057913001,859,18.3,56.6
057913041,.,.,.
057913101,.,.,.
057913102,.,.,.
057913103,.,.,.
057913105,.,.,.
057913106,.,.,.
057913107,.,.,.
057913111,.,.,.
057914001,1063,20.3,56.4
057914002,1005,20,60.6
057914003,1039,19.5,31.8
057914004,1037,20.4,76.7
057914007,.,.,.
057914041,.,.,.
057914042,.,.,.
057914043,.,.,.
057914044,.,.,.
057914045,.,.,.
057914046,.,.,.
057914047,.,.,.
057914101,.,.,.
057914102,.,.,.
057914103,.,.,.
057914104,.,.,.
057914105,.,.,.
057914106,.,.,.
057914107,.,.,.
057914108,.,.,.
057914109,.,.,.
057914110,.,.,.
057914111,.,.,.
057914112,.,.,.
057914113,.,.,.
057914114,.,.,.
057914115,.,.,.
057914116,.,.,.
057914117,.,.,.
057914118,.,.,.
057914119,.,.,.
057914120,.,.,.
057914121,.,.,.
057914122,.,.,.
057914123,.,.,.
057914124,.,.,.
057914125,.,.,.
057914126,.,.,.
057914127,.,.,.
057914128,.,.,.
057914129,.,.,.
057914656,.,18,8.9
057916002,1063,21.7,94.9
057916003,1067,22,78
057916004,1130,23.4,90.2
057916005,1058,22.5,90.7
057916006,.,.,.
057916008,.,.,.
057916042,.,.,.
057916043,.,.,.
057916044,.,.,.
057916045,.,.,.
057916047,.,.,.
057916048,.,.,.
057916049,.,.,.
057916050,.,.,.
057916051,.,.,.
057916052,.,.,.
057916101,.,.,.
057916102,.,.,.
057916103,.,.,.
057916104,.,.,.
057916105,.,.,.
057916106,.,.,.
057916107,.,.,.
057916108,.,.,.
057916109,.,.,.
057916110,.,.,.
057916111,.,.,.
057916112,.,.,.
057916113,.,.,.
057916114,.,.,.
057916115,.,.,.
057916116,.,.,.
057916117,.,.,.
057916118,.,.,.
057916119,.,.,.
057916120,.,.,.
057916121,.,.,.
057916122,.,.,.
057916123,.,.,.
057916124,.,.,.
057916125,.,.,.
057916126,.,.,.
057916127,.,.,.
057916128,.,.,.
057916129,.,.,.
057916130,.,.,.
057916131,.,.,.
057916132,.,.,.
057916133,.,.,.
057916134,.,.,.
057916135,.,.,.
057916137,.,.,.
057916141,.,.,.
057916142,.,.,.
057916143,.,.,.
057919101,.,.,.
057919102,.,.,.
057920002,756,17.3,32.5
057920042,.,.,.
057920101,.,.,.
057920102,.,.,.
057920103,.,.,.
057920104,.,.,.
057920108,.,.,.
057922001,1096,22.7,91
057922042,.,.,.
057922043,.,.,.
057922044,.,.,.
057922101,.,.,.
057922102,.,.,.
057922103,.,.,.
057922105,.,.,.
057922106,.,.,.
057922107,.,.,.
057922108,.,.,.
057922109,.,.,.
057922110,.,.,.
057922111,.,.,.
058902001,.,18,100
058905001,1196,24.6,82.4
058905101,.,.,.
058906001,1077,21.1,52.3
058906041,.,.,.
058906103,.,.,.
058906105,.,.,.
058909001,.,17,62.5
058909101,.,.,.
059901001,1024,19.7,41
059901040,.,.,.
059901042,.,.,.
059901101,.,.,.
059901102,.,.,.
059901103,.,.,.
059901104,.,.,.
059901105,.,.,.
059901106,.,.,.
059902101,.,.,.
060902001,1065,20,54.7
060902041,.,.,.
060902101,.,.,.
060914001,.,.,11.1
060914102,.,.,.
061901002,1034,20.8,71
061901003,1059,21.6,76.3
061901004,.,.,.
061901005,.,.,.
061901006,.,.,.
061901039,.,.,4.1
061901040,.,.,.
061901044,.,.,.
061901045,.,.,.
061901046,.,.,.
061901102,.,.,.
061901103,.,.,.
061901104,.,.,.
061901105,.,.,.
061901106,.,.,.
061901107,.,.,.
061901108,.,.,.
061901109,.,.,.
061901110,.,.,.
061901111,.,.,.
061901112,.,.,.
061902001,1063,21.1,83.5
061902002,1077,22.2,93.9
061902004,1056,20.7,85.8
061902005,.,.,0
061902007,.,.,.
061902008,.,.,.
061902009,.,.,.
061902010,.,.,.
061902042,.,.,.
061902044,.,.,.
061902045,.,.,.
061902046,.,.,.
061902047,.,.,.
061902048,.,.,.
061902049,.,.,.
061902050,.,.,.
061902052,.,.,.
061902053,.,.,.
061902101,.,.,.
061902102,.,.,.
061902104,.,.,.
061902105,.,.,.
061902106,.,.,.
061902107,.,.,.
061902108,.,.,.
061902109,.,.,.
061902110,.,.,.
061902111,.,.,.
061902112,.,.,.
061902113,.,.,.
061902114,.,.,.
061902115,.,.,.
061902116,.,.,.
061902117,.,.,.
061902118,.,.,.
061902119,.,.,.
061902120,.,.,.
061902121,.,.,.
061902122,.,.,.
061902123,.,.,.
061902124,.,.,.
061902125,.,.,.
061902126,.,.,.
061902127,.,.,.
061902128,.,.,.
061902129,.,.,.
061902130,.,.,.
061902131,.,.,.
061902132,.,.,.
061903001,968,20.6,79.2
061903041,.,.,.
061903101,.,.,.
061903102,.,.,.
061905001,951,18.6,87.3
061905041,.,.,.
061905101,.,.,.
061905102,.,.,.
061906001,1066,21.2,55.2
061906101,.,.,.
061907001,961,21.4,42.2
061907041,.,.,.
061907101,.,.,.
061908001,951,18.8,71.2
061908003,.,.,0
061908041,.,.,.
061908101,.,.,.
061908102,.,.,.
061908103,.,.,.
061910041,.,.,.
061910101,.,.,.
061911001,1023,20.8,64.8
061911003,.,.,.
061911004,.,.,14.3
061911006,.,.,.
061911042,.,.,.
061911043,.,.,.
061911044,.,.,.
061911101,.,.,.
061911102,.,.,.
061911106,.,.,.
061911107,.,.,.
061911108,.,.,.
061911109,.,.,.
061911110,.,.,.
061911111,.,.,.
061912001,1004,22.4,65.7
061912002,.,.,.
061912041,.,.,.
061912101,.,.,.
061912102,.,.,.
061912103,.,.,.
061912104,.,.,.
061914001,877,17.2,47
061914002,.,.,.
061914041,.,.,.
061914101,.,.,.
061914102,.,.,.
062901001,974,20.7,56.4
062901002,.,.,.
062901041,.,.,.
062901101,.,.,.
062901104,.,.,.
062901199,.,.,.
062902001,.,.,11.1
062903001,963,19.7,63.6
062903002,.,.,.
062903041,.,.,.
062903102,.,.,.
062903103,.,.,.
062904001,978,18.9,48.1
062904041,.,.,.
062904102,.,.,.
062905101,.,.,.
062906101,.,.,.
063903001,.,20.2,57.7
063906001,.,19.1,.
064903001,896,17,57.3
064903041,.,.,.
064903101,.,.,.
064903103,.,.,.
064903104,.,.,.
064903105,.,.,.
064903107,.,.,.
065901001,.,20.3,71.4
065901041,.,.,.
065901101,.,.,.
065902001,684,18.2,82.4
066005101,.,.,.
066901001,.,17.6,66.7
066901041,.,.,.
066901101,.,.,.
066902001,.,16.4,87.8
066902041,.,.,.
066902101,.,.,.
066902102,.,.,.
066903002,924,17.5,58.9
066903004,.,.,.
066903042,.,.,.
066903102,.,.,.
067902001,1053,21,63.4
067902041,.,.,.
067902101,.,.,.
067903001,983,19.9,67.4
067903041,.,.,.
067903101,.,.,.
067904001,904,20.5,51.9
067904041,.,.,.
067904101,.,.,.
067907001,930,18.5,.
067907101,.,.,.
067908001,797,.,54.5
067908101,.,.,.
068901002,1037,22.8,40.2
068901003,972,20.9,57.8
068901004,.,.,.
068901005,.,.,.
068901006,.,.,0
068901007,.,.,.
068901008,800,.,5.4
068901042,.,.,.
068901043,.,.,.
068901044,.,.,.
068901045,.,.,.
068901046,.,.,.
068901047,.,.,.
068901101,.,.,.
068901102,.,.,.
068901103,.,.,.
068901104,.,.,.
068901105,.,.,.
068901106,.,.,.
068901107,.,.,.
068901108,.,.,.
068901110,.,.,.
068901111,.,.,.
068901112,.,.,.
068901113,.,.,.
068901114,.,.,.
068901115,.,.,.
068901116,.,.,.
068901117,.,.,.
068901118,.,.,.
068901119,.,.,.
068901121,.,.,.
068901122,.,.,.
068901123,.,.,.
068901124,.,.,.
068901125,.,.,.
068901126,.,.,.
068901127,.,.,.
068901128,.,.,.
068901129,.,.,.
068901130,.,.,.
069901001,1000,18.4,67.6
069901101,.,.,.
069902001,.,18.4,58.8
069902101,.,.,.
070801001,.,.,.
070901001,905,16.7,85.7
070903002,1056,20.9,56
070903042,.,.,.
070903101,.,.,.
070903102,.,.,.
070903103,.,.,.
070903104,.,.,.
070903105,.,.,.
070905002,892,21.8,77.9
070905041,.,.,.
070905103,.,.,.
070905104,.,.,.
070907001,876,19.5,64.5
070907101,.,.,.
070908001,1038,21.4,69.1
070908042,.,.,.
070908103,.,.,.
070908104,.,.,.
070908105,.,.,.
070908106,.,.,.
070909001,959,.,72.7
070910001,883,18.4,66.7
070910041,.,.,.
070910101,.,.,.
070911001,989,20.1,76.1
070911041,.,.,.
070911101,.,.,.
070911102,.,.,.
070911103,.,.,.
070911104,.,.,.
070911105,.,.,.
070912002,958,20.2,58.3
070912003,.,.,0
070912041,.,.,.
070912042,.,.,.
070912103,.,.,.
070912104,.,.,.
070912106,.,.,.
070912107,.,.,.
070912108,.,.,.
070915001,938,20.5,75
070915041,.,.,.
070915101,.,.,.
071801001,.,.,.
071803001,.,.,0
071901001,849,19.4,42.1
071901002,815,16.1,47.4
071901003,.,.,0
071901041,.,.,.
071901042,.,.,.
071901043,.,.,.
071901101,.,.,.
071901102,.,.,.
071901103,.,.,.
071901104,.,.,.
071902001,926,19.3,57.1
071902002,900,18.9,47.4
071902003,827,17.5,47.7
071902004,929,20.2,50.3
071902005,970,21.5,66.1
071902006,922,19.7,51.1
071902008,924,20.6,39.4
071902009,820,19.2,49.3
071902010,1013,21.2,75.7
071902011,1002,.,88.2
071902020,.,.,.
071902022,.,.,0
071902025,.,.,.
071902027,.,.,.
071902032,.,.,.
071902041,.,.,.
071902042,.,.,.
071902043,.,.,.
071902044,.,.,.
071902045,.,.,.
071902046,.,.,.
071902047,.,.,.
071902048,.,.,.
071902049,.,.,.
071902051,.,.,.
071902052,.,.,.
071902053,.,.,.
071902054,.,.,.
071902055,.,.,.
071902101,.,.,.
071902102,.,.,.
071902103,.,.,.
071902104,.,.,.
071902105,.,.,.
071902106,.,.,.
071902107,.,.,.
071902108,.,.,.
071902109,.,.,.
071902110,.,.,.
071902111,.,.,.
071902112,.,.,.
071902113,.,.,.
071902114,.,.,.
071902115,.,.,.
071902116,.,.,.
071902118,.,.,.
071902119,.,.,.
071902120,.,.,.
071902121,.,.,.
071902122,.,.,.
071902123,.,.,.
071902125,.,.,.
071902128,.,.,.
071902129,.,.,.
071902130,.,.,.
071902131,.,.,.
071902133,.,.,.
071902134,.,.,.
071902135,.,.,.
071902136,.,.,.
071902137,.,.,.
071902138,.,.,.
071902140,.,.,.
071902141,.,.,.
071902142,.,.,.
071902143,.,.,.
071902144,.,.,.
071902145,.,.,.
071902146,.,.,.
071902147,.,.,.
071902148,.,.,.
071902149,.,.,.
071902150,.,.,.
071902151,.,.,.
071902153,.,.,.
071902155,.,.,.
071902156,.,.,.
071902158,.,.,.
071902159,.,.,.
071902160,.,.,.
071902161,.,.,.
071902162,.,.,.
071902163,.,.,.
071902166,.,.,.
071902167,.,.,.
071903001,795,17.4,51.7
071903002,.,.,0
071903041,.,.,.
071903101,.,.,.
071903103,.,.,.
071903104,.,.,.
071904001,813,16.4,17.2
071904002,.,.,.
071904041,.,.,.
071904101,.,.,.
071904102,.,.,.
071904103,.,.,.
071905001,785,19.1,76
071905002,933,21,75.6
071905003,840,18.7,70.1
071905004,792,18.2,85.7
071905005,800,17.7,74.1
071905006,703,.,45.2
071905007,931,21.1,70.3
071905008,827,18.7,53.4
071905010,653,.,23.5
071905014,664,.,.
071905015,.,.,.
071905016,.,.,.
071905040,.,.,.
071905042,.,.,.
071905043,.,.,.
071905044,.,.,.
071905045,.,.,.
071905046,.,.,.
071905047,.,.,.
071905048,.,.,.
071905049,.,.,.
071905050,.,.,.
071905051,.,.,.
071905052,.,.,.
071905053,.,.,.
071905101,.,.,.
071905102,.,.,.
071905103,.,.,.
071905104,.,.,.
071905105,.,.,.
071905106,.,.,.
071905107,.,.,.
071905108,.,.,.
071905109,.,.,.
071905110,.,.,.
071905111,.,.,.
071905112,.,.,.
071905113,.,.,.
071905114,.,.,.
071905116,.,.,.
071905117,.,.,.
071905118,.,.,.
071905119,.,.,.
071905120,.,.,.
071905121,.,.,.
071905122,.,.,.
071905123,.,.,.
071905124,.,.,.
071905127,.,.,.
071905128,.,.,.
071905129,.,.,.
071905130,.,.,.
071905131,.,.,.
071905132,.,.,.
071905133,.,.,.
071905134,.,.,.
071905135,.,.,.
071905136,.,.,.
071905138,.,.,.
071905140,.,.,.
071906001,834,16.3,74.3
071906101,.,.,.
071907001,857,17.2,48.9
071907002,.,.,0
071907041,.,.,.
071907101,.,.,.
071907102,.,.,.
071907103,.,.,.
071907104,.,.,.
071908001,784,15.9,53.1
071908002,.,.,.
071908041,.,.,.
071908101,.,.,.
071909001,863,20.4,49.1
071909002,898,19.4,58
071909003,.,.,.
071909004,.,.,.
071909041,.,.,.
071909042,.,.,.
071909043,.,.,.
071909044,.,.,.
071909045,.,.,.
071909101,.,.,.
071909102,.,.,.
071909103,.,.,.
071909104,.,.,.
071909105,.,.,.
071909106,.,.,.
071909107,.,.,.
071909109,.,.,.
071909110,.,.,.
071909111,.,.,.
071909112,.,.,.
071909113,.,.,.
071909114,.,.,.
071909115,.,.,.
072901101,.,.,.
072902001,991,22.3,74.5
072902041,.,.,.
072902101,.,.,.
072902102,.,.,.
072903001,1018,20.8,70.9
072903041,.,.,.
072903101,.,.,.
072903102,.,.,.
072903103,.,.,.
072904101,.,.,.
072908001,1021,20.8,100
072909001,976,.,60
072910101,.,.,.
073901001,836,17.4,50
073903001,892,20.3,47.9
073903045,.,.,.
073903102,.,.,.
073904101,.,.,.
073905001,1076,21,70.5
073905002,.,.,.
073905003,.,.,.
073905041,.,.,.
073905101,.,.,.
073905102,.,.,.
073905103,.,.,.
074903001,962,21.4,61.8
074903041,.,.,.
074903101,.,.,.
074903102,.,.,.
074903103,.,.,.
074903104,.,.,.
074904001,.,19.9,53.8
074905001,.,.,30.8
074907001,.,21.4,63.8
074907041,.,.,.
074907101,.,.,.
074909001,.,21.1,57.1
074909041,.,.,.
074909101,.,.,.
074911001,.,.,55.6
074911101,.,.,.
074912001,1000,21.9,39.1
074912101,.,.,.
074917001,872,22.8,42.3
074917101,.,.,.
075901001,964,18.6,60
075901102,.,.,.
075902001,1035,23.4,48.1
075902041,.,.,.
075902101,.,.,.
075902102,.,.,.
075903001,931,20.9,69.7
075903041,.,.,.
075903102,.,.,.
075906001,1019,20.2,70
075906101,.,.,.
075908001,1063,.,100
075908101,.,.,.
076903001,928,19.6,80
076903101,.,.,.
076904001,1007,19.8,.
076904041,.,.,.
076904101,.,.,.
077901001,941,20.3,62.5
077901002,.,.,0
077901041,.,.,.
077901101,.,.,.
077901102,.,.,.
077902001,907,18.9,73.7
077902041,.,.,.
077902101,.,.,.
078901001,.,19.3,56.3
078901101,.,.,.
079901001,1047,20.4,58.6
079901002,1001,20.3,52.9
079901004,.,.,.
079901005,.,.,.
079901007,.,.,.
079901008,.,.,.
079901041,.,.,.
079901042,.,.,.
079901101,.,.,.
079901102,.,.,.
079901103,.,.,.
079901105,.,.,.
079901106,.,.,.
079901107,.,.,.
079901108,.,.,.
079901109,.,.,.
079901110,.,.,.
079901111,.,.,.
079901112,.,.,.
079901114,.,.,.
079901115,.,.,.
