,gr9_stu_count,gr10_stu_count,gr11_stu_count,gr12_stu_count,black_stu_count,white_stu_count,his_stu_count,all_stud_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,teacher_avg_salary,teacher_experience,exp_w_dist,dist_name,county_num,charter,grade_span
001902001,65,37,46,44,17,171,1,31,16,35,31,31669,10.5,4.3,CAYUGA ISD,001,N,09 - 12
001902041,0,0,0,0,23,132,2,40,11,29,40,29157,7.3,2.6,CAYUGA ISD,001,N,06 - 08
001902103,0,0,0,0,36,225,11,83,15,33,83,30655,11.4,6,CAYUGA ISD,001,N,EE - 05
001903001,100,87,72,71,24,298,7,94,36,55,94,32140,14.4,6.2,ELKHART ISD,001,N,09 - 12
001903041,0,0,0,0,23,218,4,91,19,49,91,28939,9.7,4.2,ELKHART ISD,001,N,06 - 08
001903101,0,0,0,0,33,497,19,269,18,115,269,31288,13,10,ELKHART ISD,001,N,EE - 05
001904001,62,78,46,49,24,208,2,64,59,36,64,32409,14.6,6.1,FRANKSTON ISD,001,N,09 - 12
001904041,0,0,0,0,24,165,3,75,25,46,75,31184,13.7,6.3,FRANKSTON ISD,001,N,06 - 08
001904102,0,0,0,0,57,297,21,223,7,47,223,33390,16.8,11.2,FRANKSTON ISD,001,N,PK - 05
001906002,24,24,22,22,15,131,2,40,0,20,40,31673,12.1,6.3,NECHES ISD,001,N,07 - 12
001906102,0,0,0,0,30,156,4,84,10,48,84,29110,9,5.1,NECHES ISD,001,N,EE - 06
001907001,335,272,213,228,351,531,160,367,110,127,367,32677,12.7,8.2,PALESTINE ISD,001,N,09 - 12
001907002,19,14,5,1,6,24,11,0,0,11,0,26590,6,6,PALESTINE ISD,001,N,07 - 12
001907041,0,0,0,0,195,260,105,278,32,73,278,32007,13.9,10.1,PALESTINE ISD,001,N,06 - 08
001907042,0,0,0,0,86,123,52,146,14,32,146,30462,10.5,6.4,PALESTINE ISD,001,N,06 - 06
001907101,0,0,0,0,145,198,112,283,2,40,283,31622,13.4,10.1,PALESTINE ISD,001,N,KG - 02
001907104,0,0,0,0,68,40,48,148,0,18,148,27695,7.8,5,PALESTINE ISD,001,N,EE - PK
001907107,0,0,0,0,115,163,91,209,0,22,209,32164,13,10,PALESTINE ISD,001,N,KG - 02
001907110,0,0,0,0,257,377,177,460,49,72,460,33704,15.6,12.9,PALESTINE ISD,001,N,03 - 05
001908002,160,135,119,90,67,399,32,115,26,78,115,32071,14.4,7.1,WESTWOOD ISD,001,N,09 - 12
001908041,0,0,0,0,47,234,19,105,11,35,105,29096,10.8,7.7,WESTWOOD ISD,001,N,07 - 08
001908101,0,0,0,0,94,433,56,235,38,100,235,30078,11.5,8.1,WESTWOOD ISD,001,N,03 - 06
001908102,0,0,0,0,85,319,42,232,26,42,232,32344,14.6,10.8,WESTWOOD ISD,001,N,EE - 02
001909001,32,22,25,31,4,151,4,63,22,35,63,34578,14.9,5.4,SLOCUM ISD,001,N,07 - 12
001909101,0,0,0,0,4,186,14,112,12,49,112,29139,7.5,3.9,SLOCUM ISD,001,N,EE - 06
002901001,299,297,253,203,16,566,459,215,91,211,215,40382,14.1,8.4,ANDREWS ISD,002,N,09 - 12
002901002,0,0,0,0,0,3,2,3,0,4,3,25691,0.5,0.5,ANDREWS ISD,002,N,05 - 08
002901041,0,0,0,0,18,408,395,314,78,214,314,39144,14.2,9,ANDREWS ISD,002,N,06 - 08
002901101,0,0,0,0,2,185,150,132,52,49,132,38024,13.9,11.2,ANDREWS ISD,002,N,KG - 05
002901102,0,0,0,0,2,67,131,150,7,36,150,37809,13.2,11.7,ANDREWS ISD,002,N,KG - 05
002901103,0,0,0,0,2,127,112,154,15,76,154,37363,12.8,9,ANDREWS ISD,002,N,KG - 05
002901104,0,0,0,0,2,90,161,169,9,63,169,37855,14.7,11.7,ANDREWS ISD,002,N,KG - 05
002901105,0,0,0,0,19,221,296,311,21,124,311,39652,16,12.1,ANDREWS ISD,002,N,EE - 05
003902001,173,159,157,144,13,541,78,168,67,95,168,30556,10.7,6.1,HUDSON ISD,003,N,09 - 12
003902004,0,2,3,5,0,7,3,1,0,1,1,34338,11.6,4.2,HUDSON ISD,003,N,10 - 12
003902041,0,0,0,0,11,427,82,230,46,75,230,31917,13.7,6.7,HUDSON ISD,003,N,06 - 08
003902102,0,0,0,0,36,817,210,645,28,99,645,30686,11.4,8.5,HUDSON ISD,003,N,EE - 05
003903001,606,633,522,492,678,1205,328,723,230,323,723,33125,14.4,9.7,LUFKIN ISD,003,N,09 - 12
003903004,0,13,19,25,12,31,14,9,0,1,9,.,.,.,LUFKIN ISD,003,N,10 - 12
003903044,0,0,0,0,572,899,318,887,212,280,887,30178,11.2,8.3,LUFKIN ISD,003,N,06 - 08
003903120,0,0,0,0,105,178,49,173,0,48,173,33522,14.4,10.1,LUFKIN ISD,003,N,03 - 05
003903121,0,0,0,0,230,152,20,265,117,63,265,31689,12.1,8.7,LUFKIN ISD,003,N,03 - 05
003903122,0,0,0,0,138,190,51,199,0,62,199,33785,14.8,10.5,LUFKIN ISD,003,N,03 - 05
003903123,0,0,0,0,105,121,53,213,1,51,213,33538,16.3,11.9,LUFKIN ISD,003,N,03 - 05
003903124,0,0,0,0,137,108,19,173,75,10,173,31188,12.7,8.7,LUFKIN ISD,003,N,01 - 02
003903125,0,0,0,0,111,66,118,247,37,2,247,29225,11.4,9.7,LUFKIN ISD,003,N,PK - KG
003903126,0,0,0,0,106,41,81,222,0,8,222,27776,9.7,6.9,LUFKIN ISD,003,N,EE - PK
003903127,0,0,0,0,78,130,74,221,0,20,221,32125,14.2,11.3,LUFKIN ISD,003,N,KG - 02
003903128,0,0,0,0,144,149,62,238,1,21,238,34742,17.6,14.3,LUFKIN ISD,003,N,PK - 02
003903129,0,0,0,0,12,303,409,471,0,39,471,31584,13.9,11.5,LUFKIN ISD,003,N,KG - 05
003903130,0,0,0,0,128,171,77,210,0,24,210,33379,14.9,11.2,LUFKIN ISD,003,N,EE - 02
003903140,1,0,3,2,1,5,0,0,0,6,0,0,0,0,LUFKIN ISD,003,N,09 - 12
003903141,1,0,0,0,1,2,0,0,0,3,0,40289,27,26,LUFKIN ISD,003,N,EE - 12
003903201,4,0,1,0,4,3,2,2,0,0,2,0,0,0,LUFKIN ISD,003,N,07 - 11
003904001,109,114,124,81,30,396,4,154,38,81,154,34020,14.6,9.4,HUNTINGTON ISD,003,N,07 - 12
003904005,13,23,24,26,4,74,8,32,0,20,32,30031,23,11.3,HUNTINGTON ISD,003,N,09 - 12
003904041,0,0,0,0,26,327,5,168,38,71,168,29028,8.4,4.9,HUNTINGTON ISD,003,N,06 - 08
003904101,0,0,0,0,16,483,7,246,23,71,246,30175,10.3,6.4,HUNTINGTON ISD,003,N,EE - 03
003904102,0,0,0,0,6,234,2,111,19,58,111,34305,14.5,12.5,HUNTINGTON ISD,003,N,04 - 05
003905001,137,131,138,106,107,237,168,211,38,84,211,35841,14.8,7.9,DIBOLL ISD,003,N,07 - 12
003905004,4,10,3,0,0,9,8,0,0,0,0,.,.,.,DIBOLL ISD,003,N,09 - 11
003905041,4,0,0,0,62,204,158,265,25,73,265,32489,11.8,8.2,DIBOLL ISD,003,N,04 - 09
003905101,0,0,0,0,107,266,228,404,22,78,404,27784,7.3,5.2,DIBOLL ISD,003,N,01 - 05
003905102,0,0,0,0,78,155,154,292,3,28,292,30695,11.7,8.2,DIBOLL ISD,003,N,EE - 01
003906001,34,21,27,26,0,190,4,80,14,52,80,29091,6.9,4.8,ZAVALLA ISD,003,N,06 - 12
003906004,0,3,0,0,0,3,0,0,0,0,0,.,.,.,ZAVALLA ISD,003,N,10 - 10
003906101,0,0,0,0,0,245,1,146,4,40,146,28990,7.8,6.5,ZAVALLA ISD,003,N,PK - 05
003907001,133,100,90,80,10,373,20,121,32,67,121,33872,12.6,5.3,CENTRAL ISD,003,N,09 - 12
003907004,1,3,4,4,1,11,0,2,0,0,2,.,.,.,CENTRAL ISD,003,N,09 - 12
003907041,0,0,0,0,10,332,25,174,24,60,174,32935,12.7,8.1,CENTRAL ISD,003,N,06 - 08
003907101,0,0,0,0,10,398,42,256,12,46,256,31901,11,6.3,CENTRAL ISD,003,N,EE - 02
003907102,0,0,0,0,15,356,32,199,21,55,199,32371,12.4,8.6,CENTRAL ISD,003,N,03 - 05
004901001,313,236,282,212,20,686,261,347,77,159,347,34655,14,5.6,ARANSAS COUNTY ISD,004,N,09 - 12
004901041,0,0,0,0,13,355,177,266,58,99,266,32929,11.1,6,ARANSAS COUNTY ISD,004,N,06 - 08
004901042,0,0,0,0,7,190,56,148,46,58,148,34014,13.2,7.9,ARANSAS COUNTY ISD,004,N,06 - 06
004901101,0,0,0,0,8,320,117,283,54,86,283,34777,14.4,6.7,ARANSAS COUNTY ISD,004,N,02 - 05
004901102,0,0,0,0,16,351,218,444,0,87,444,32942,11,6.8,ARANSAS COUNTY ISD,004,N,EE - 01
004901103,0,0,0,0,11,295,163,304,48,80,304,33673,13.8,7.9,ARANSAS COUNTY ISD,004,N,01 - 05
005901001,54,48,40,41,1,329,5,78,21,50,78,31565,14.2,6.9,ARCHER CITY ISD,005,N,06 - 12
005901101,0,0,0,0,0,265,10,72,13,26,72,31658,12.3,8.4,ARCHER CITY ISD,005,N,EE - 05
005902001,92,90,75,60,0,306,11,31,19,35,31,34073,12.7,7.5,HOLLIDAY ISD,005,N,09 - 12
005902041,0,0,0,0,0,246,10,46,15,20,46,34875,12.6,8,HOLLIDAY ISD,005,N,06 - 08
005902101,0,0,0,0,1,401,10,98,30,22,98,32718,12.2,8.2,HOLLIDAY ISD,005,N,EE - 05
005903001,7,9,4,11,0,32,5,8,0,10,8,31751,10.8,4.7,MEGARGEL ISD,005,N,07 - 12
005903101,0,0,0,0,1,33,5,31,0,7,31,27446,6.2,2.4,MEGARGEL ISD,005,N,PK - 06
005904001,31,30,20,23,1,143,10,36,20,15,36,31601,10.3,7.9,WINDTHORST ISD,005,N,07 - 12
005904101,0,0,0,0,0,178,36,81,10,20,81,30668,11.1,8,WINDTHORST ISD,005,N,EE - 06
006902001,33,35,33,19,0,204,11,35,33,22,35,33197,11.9,6.7,CLAUDE ISD,006,N,06 - 12
006902101,0,0,0,0,0,161,10,60,2,33,60,33135,14.1,7.4,CLAUDE ISD,006,N,EE - 05
007901001,36,30,40,27,0,15,118,88,5,30,88,36144,12.2,6,CHARLOTTE ISD,007,N,09 - 12
007901041,0,0,0,0,0,23,85,83,13,24,83,31695,8.3,5.3,CHARLOTTE ISD,007,N,06 - 08
007901101,0,0,0,0,0,45,213,207,12,30,207,33758,14.9,11,CHARLOTTE ISD,007,N,PK - 05
007902001,99,81,97,71,1,178,168,152,24,76,152,34499,13.7,7.5,JOURDANTON ISD,007,N,09 - 12
007902002,3,3,0,0,0,1,8,5,0,7,5,25900,9.6,0.2,JOURDANTON ISD,007,N,08 - 10
007902004,0,0,0,0,0,0,3,0,0,0,0,24610,1,1,JOURDANTON ISD,007,N,05 - 05
007902005,8,0,0,0,0,1,7,8,0,1,8,0,0,0,JOURDANTON ISD,007,N,09 - 09
007902041,0,0,0,0,1,140,171,173,9,64,173,33760,12.7,8.6,JOURDANTON ISD,007,N,06 - 08
007902101,0,0,0,0,3,261,354,426,46,57,426,35938,16.8,11.2,JOURDANTON ISD,007,N,PK - 05
007904001,113,93,94,78,1,141,233,190,50,57,190,32728,10.3,4.6,LYTLE ISD,007,N,09 - 12
007904041,0,0,0,0,1,74,133,128,18,49,128,31833,9.6,6.1,LYTLE ISD,007,N,07 - 08
007904101,0,0,0,0,0,129,317,327,8,35,327,32879,10.7,6.7,LYTLE ISD,007,N,EE - 03
007904102,0,0,0,0,0,91,219,206,44,66,206,33638,12.2,7.4,LYTLE ISD,007,N,04 - 06
007905001,284,252,230,221,10,410,564,476,76,250,476,32104,11.3,7.1,PLEASANTON ISD,007,N,09 - 12
007905003,3,6,3,3,0,4,19,17,0,9,17,23682,1,0,PLEASANTON ISD,007,N,07 - 12
007905004,0,0,0,0,0,0,1,1,0,0,1,.,.,.,PLEASANTON ISD,007,N,06 - 06
007905041,0,0,0,0,3,224,301,309,51,104,309,33331,12.4,7,PLEASANTON ISD,007,N,07 - 08
007905101,0,0,0,0,0,6,12,14,0,1,14,36630,17.7,14.3,PLEASANTON ISD,007,N,PK - 04
007905102,0,0,0,0,2,34,100,110,0,9,110,30127,10.6,3.3,PLEASANTON ISD,007,N,PK - 01
007905103,0,0,0,0,1,199,296,316,29,74,316,32939,11.9,7.9,PLEASANTON ISD,007,N,02 - 05
007905104,0,0,0,0,7,202,308,338,46,98,338,32127,10.9,6.7,PLEASANTON ISD,007,N,05 - 06
007905105,0,0,0,0,2,246,450,471,0,52,471,32738,11.4,8.9,PLEASANTON ISD,007,N,EE - 02
007906001,137,121,74,104,0,88,347,253,22,87,253,33893,13.4,7.3,POTEET ISD,007,N,09 - 12
007906002,4,3,3,1,0,1,12,11,0,2,11,27190,4.5,2.3,POTEET ISD,007,N,06 - 12
007906041,0,0,0,0,1,79,319,289,23,83,289,33036,13,5.9,POTEET ISD,007,N,06 - 08
007906101,0,0,0,0,3,123,669,674,38,83,674,32613,12.1,8.1,POTEET ISD,007,N,EE - 05
008901001,163,200,167,130,82,517,61,96,17,80,96,33496,13.7,10.4,BELLVILLE ISD,008,N,09 - 12
008901041,0,0,0,0,80,388,56,110,36,61,110,33238,13.6,9.4,BELLVILLE ISD,008,N,06 - 08
008901101,0,0,0,0,105,298,86,187,16,52,187,34081,13.4,9,BELLVILLE ISD,008,N,EE - 03
008901102,0,0,0,0,38,189,29,69,24,44,69,33985,9.7,5.4,BELLVILLE ISD,008,N,03 - 05
008901105,0,0,0,0,21,140,21,49,16,23,49,30220,9.9,6.3,BELLVILLE ISD,008,N,EE - 05
008902001,205,158,157,131,81,412,154,178,23,93,178,37119,14.8,9.4,SEALY ISD,008,N,09 - 12
008902041,0,0,0,0,57,189,103,144,18,70,144,35887,13.1,7.6,SEALY ISD,008,N,07 - 08
008902102,0,0,0,0,128,356,231,383,18,62,383,35336,12.1,7,SEALY ISD,008,N,EE - 03
008902103,0,0,0,0,80,305,127,220,25,74,220,35126,12.2,7.8,SEALY ISD,008,N,04 - 06
008903001,80,73,65,54,39,173,58,84,29,51,84,32850,12.1,7.8,BRAZOS ISD,008,N,09 - 12
008903041,0,0,0,0,21,131,50,78,15,37,78,31762,12.3,8.3,BRAZOS ISD,008,N,06 - 08
008903102,0,0,0,0,73,194,133,216,7,63,216,36352,16.2,12.3,BRAZOS ISD,008,N,EE - 05
009901001,119,95,99,72,8,186,188,172,27,51,172,32584,13,7.9,MULESHOE ISD,009,N,09 - 12
009901041,0,0,0,0,5,129,189,197,10,42,197,31376,10.4,7,MULESHOE ISD,009,N,06 - 08
009901101,0,0,0,0,6,104,189,218,29,39,218,29711,8.9,7.1,MULESHOE ISD,009,N,03 - 05
009901103,0,0,0,0,9,94,272,313,14,68,313,30024,9,7.4,MULESHOE ISD,009,N,EE - 02
009903001,13,12,13,3,0,47,62,68,9,5,68,29250,10.2,5,THREE WAY ISD,009,N,KG - 12
010901001,32,28,29,27,0,152,19,78,9,40,78,34835,15.6,9.2,MEDINA ISD,010,N,07 - 12
010901101,0,0,0,0,0,123,22,52,0,18,52,31833,14.4,7.5,MEDINA ISD,010,N,KG - 06
010902001,234,167,154,139,2,567,123,201,63,122,201,32453,13,5.7,BANDERA ISD,010,N,09 - 12
010902002,0,0,0,4,0,4,0,0,0,0,0,.,.,.,BANDERA ISD,010,N,12 - 12
010902041,0,0,0,0,5,503,98,247,84,107,247,31248,10.9,4.5,BANDERA ISD,010,N,06 - 08
010902101,0,0,0,0,3,498,145,341,58,66,341,31887,11.5,6.3,BANDERA ISD,010,N,EE - 05
010902102,0,0,0,0,3,452,69,230,59,72,230,28431,7.7,2.5,BANDERA ISD,010,N,EE - 05
011901001,497,390,334,282,152,984,354,424,87,201,424,32483,10.5,6,BASTROP ISD,011,N,09 - 12
011901022,6,14,16,23,6,38,15,19,0,6,19,30847,8.1,4.4,BASTROP ISD,011,N,09 - 12
011901033,9,8,0,4,10,16,17,22,0,13,22,30542,8.6,5,BASTROP ISD,011,N,06 - 12
011901038,6,4,6,0,3,16,3,17,0,24,17,33560,9.9,7.4,BASTROP ISD,011,N,04 - 11
011901041,0,0,0,0,102,553,252,382,50,161,382,31870,10.1,5.3,BASTROP ISD,011,N,07 - 08
011901101,0,0,1,1,51,436,143,310,21,63,310,30991,9.3,4.4,BASTROP ISD,011,N,EE - 12
011901102,0,0,0,0,115,306,107,273,26,77,273,31990,10,7.1,BASTROP ISD,011,N,EE - 04
011901103,0,0,0,0,32,477,348,474,31,87,474,30691,8.7,5,BASTROP ISD,011,N,EE - 04
011901104,0,0,0,0,95,582,254,422,85,150,422,29942,8.6,5.5,BASTROP ISD,011,N,05 - 06
011901105,0,0,0,0,37,216,45,111,21,36,111,29819,7.2,2.6,BASTROP ISD,011,N,PK - 04
011902001,272,180,150,144,104,384,255,288,35,103,288,33392,12.9,6.6,ELGIN ISD,011,N,09 - 12
011902002,0,5,11,8,4,12,8,13,0,1,13,44098,22.7,15.3,ELGIN ISD,011,N,10 - 12
011902041,0,0,0,0,74,319,247,303,51,105,303,31141,10.7,5.8,ELGIN ISD,011,N,06 - 08
011902101,0,0,0,0,61,177,157,217,34,79,217,32140,12.4,6.6,ELGIN ISD,011,N,04 - 05
011902102,0,0,0,0,127,335,354,513,28,87,513,32277,11.3,8.3,ELGIN ISD,011,N,EE - 03
011904002,175,106,105,101,59,338,88,150,66,88,150,31118,9.5,5.1,SMITHVILLE ISD,011,N,09 - 12
011904039,10,6,3,2,9,19,6,0,0,35,0,39713,19.5,5.5,SMITHVILLE ISD,011,N,05 - 12
011904041,0,0,0,0,26,193,49,110,25,51,110,33740,12,6.5,SMITHVILLE ISD,011,N,07 - 08
011904101,0,0,0,0,43,284,71,183,44,64,183,30997,10.1,7.3,SMITHVILLE ISD,011,N,04 - 06
011904102,0,0,0,0,73,412,116,387,8,61,387,32016,11.3,8.5,SMITHVILLE ISD,011,N,EE - 03
011905101,0,0,0,0,4,116,55,96,16,19,96,26696,5.7,2.6,MCDADE ISD,011,N,PK - 06
012901001,55,66,41,46,16,272,42,136,22,47,136,33673,15.7,11.5,SEYMOUR ISD,012,N,07 - 12
012901101,0,0,0,0,37,321,59,240,8,76,240,33356,15.3,11,SEYMOUR ISD,012,N,EE - 06
013901001,407,293,283,203,33,359,781,536,61,113,536,34386,12.6,7.6,BEEVILLE ISD,013,N,09 - 12
013901002,8,3,15,11,2,10,25,27,0,0,27,28125,3.8,1.5,BEEVILLE ISD,013,N,09 - 12
013901041,0,0,0,0,30,196,467,407,62,113,407,31286,9,5.8,BEEVILLE ISD,013,N,07 - 08
013901101,0,0,0,0,17,112,349,336,28,58,336,32215,10.3,8.5,BEEVILLE ISD,013,N,01 - 04
013901102,0,0,0,0,23,104,282,330,15,67,330,34269,13,11,BEEVILLE ISD,013,N,01 - 04
013901104,0,0,0,0,8,58,310,274,25,52,274,36686,15.6,12.4,BEEVILLE ISD,013,N,01 - 04
013901105,0,0,0,0,16,72,273,269,0,53,269,33855,12.4,9.5,BEEVILLE ISD,013,N,EE - KG
013901106,0,0,0,0,23,135,442,388,42,96,388,33682,11.9,9.6,BEEVILLE ISD,013,N,05 - 06
013902101,0,0,0,0,2,44,70,66,9,20,66,31760,13.1,10.8,PAWNEE ISD,013,N,PK - 08
013903001,59,37,48,28,1,140,106,126,29,38,126,31012,9.3,4.5,PETTUS ISD,013,N,07 - 12
013903101,0,0,0,0,1,112,95,151,6,40,151,33757,14.6,9.7,PETTUS ISD,013,N,KG - 06
013905001,77,69,57,52,2,117,136,123,26,33,123,31252,10.6,5.8,SKIDMORE-TYNAN ISD,013,N,09 - 12
013905041,0,0,0,0,1,67,92,95,18,29,95,32142,10,4.8,SKIDMORE-TYNAN ISD,013,N,06 - 08
013905101,0,0,0,0,2,104,197,215,10,48,215,32188,10.2,6.9,SKIDMORE-TYNAN ISD,013,N,PK - 05
014802001,27,39,29,14,50,42,14,0,0,9,0,24058,12,0,TRANSFORMATIVE CHARTER ACADEMY,014,Y,09 - 12
014901001,102,77,72,64,1,288,25,58,53,50,58,33048,12.7,6.8,ACADEMY ISD,014,N,09 - 12
014901041,0,0,0,0,1,259,40,84,54,60,84,30779,9.6,5.7,ACADEMY ISD,014,N,05 - 08
014901101,0,0,0,0,3,273,34,93,19,64,93,32927,13.5,10.9,ACADEMY ISD,014,N,KG - 04
014902001,48,37,48,26,30,86,43,78,26,42,78,35944,14.1,8.5,BARTLETT ISD,014,N,09 - 12
014902041,0,0,0,0,33,61,60,88,11,33,88,31889,10.9,7.9,BARTLETT ISD,014,N,06 - 08
014902101,0,0,0,0,52,111,94,149,13,31,149,30779,10.7,8.5,BARTLETT ISD,014,N,PK - 05
014903001,553,494,425,367,86,1409,314,298,187,217,298,34423,13.7,8.4,BELTON ISD,014,N,09 - 12
014903041,0,0,0,0,44,804,222,354,131,168,354,34106,14,8.8,BELTON ISD,014,N,07 - 08
014903102,0,0,0,0,5,302,24,49,20,33,49,31222,12.3,7.1,BELTON ISD,014,N,EE - 04
014903103,0,0,0,0,67,207,109,278,7,54,278,31136,12.1,6.8,BELTON ISD,014,N,PK - 04
014903104,0,0,0,0,61,223,195,387,8,50,387,29710,10.1,7.2,BELTON ISD,014,N,PK - 04
014903107,0,0,0,0,36,223,229,391,14,61,391,33781,16.8,11.1,BELTON ISD,014,N,EE - 04
014903108,0,0,0,0,4,559,56,153,31,46,153,30419,11.8,5.4,BELTON ISD,014,N,KG - 04
014903109,0,0,0,0,6,288,53,172,15,49,172,30605,13.1,7.9,BELTON ISD,014,N,PK - 04
014903110,0,0,0,0,44,738,214,475,92,180,475,32207,13.2,7.7,BELTON ISD,014,N,05 - 06
014905001,52,46,34,39,8,136,23,65,14,31,65,35427,15.3,7.8,HOLLAND ISD,014,N,09 - 12
014905002,1,1,2,0,0,4,0,4,0,0,4,.,.,.,HOLLAND ISD,014,N,09 - 11
014905041,0,0,0,0,4,89,11,49,10,12,49,31730,13.3,7,HOLLAND ISD,014,N,06 - 08
014905101,0,0,0,0,9,157,38,110,5,41,110,31436,11.8,5.7,HOLLAND ISD,014,N,EE - 05
014906001,15,847,770,708,825,999,373,756,240,296,756,34887,12.8,9.2,KILLEEN ISD,014,N,09 - 12
014906002,8,900,807,709,958,831,459,738,211,253,738,33636,11.4,7.9,KILLEEN ISD,014,N,09 - 12
014906006,0,0,1,17,9,2,6,18,0,0,18,34818,12.8,8.8,KILLEEN ISD,014,N,11 - 12
014906009,0,0,0,0,1,0,0,0,0,0,0,30204,6,5.2,KILLEEN ISD,014,N,08 - 08
014906011,865,0,0,0,292,373,151,360,119,107,360,30161,8,5.1,KILLEEN ISD,014,N,09 - 09
014906012,930,0,0,0,376,317,179,381,135,90,381,28702,6.5,3.9,KILLEEN ISD,014,N,09 - 09
014906022,2,3,1,0,0,6,1,2,0,3,2,33247,13,10.5,KILLEEN ISD,014,N,04 - 11
014906023,3,0,0,1,4,9,2,4,0,5,4,35543,14,1,KILLEEN ISD,014,N,01 - 12
014906025,23,19,10,0,33,19,13,7,0,12,7,36523,13.6,8.4,KILLEEN ISD,014,N,07 - 11
014906026,3,4,3,1,22,2,4,0,0,6,0,.,.,.,KILLEEN ISD,014,N,06 - 12
014906041,0,0,0,0,328,270,123,423,71,116,423,30702,8.7,7,KILLEEN ISD,014,N,06 - 08
014906042,0,0,0,0,248,378,135,352,174,117,352,30282,8.1,5.3,KILLEEN ISD,014,N,06 - 08
014906043,0,0,0,0,458,261,163,472,73,141,472,32766,10.8,7.4,KILLEEN ISD,014,N,06 - 08
014906044,0,0,0,0,256,159,83,270,62,88,270,33051,11.5,7.2,KILLEEN ISD,014,N,06 - 08
014906045,0,0,0,0,388,308,142,573,77,126,573,29309,6.8,4.5,KILLEEN ISD,014,N,06 - 08
014906046,0,0,0,0,175,515,114,318,185,130,318,31575,10.1,7.3,KILLEEN ISD,014,N,06 - 08
014906048,0,0,0,0,378,215,151,346,111,109,346,28426,5.9,3.6,KILLEEN ISD,014,N,06 - 08
014906049,0,0,0,0,251,260,107,186,108,99,186,28063,5.3,2.9,KILLEEN ISD,014,N,06 - 08
014906102,0,0,0,0,139,215,63,202,60,66,202,32756,9.5,7.8,KILLEEN ISD,014,N,EE - 05
014906103,0,0,0,0,217,116,90,366,9,53,366,27286,4.7,2.6,KILLEEN ISD,014,N,PK - 05
014906104,0,0,0,0,150,151,62,255,31,43,255,31961,9.7,8.1,KILLEEN ISD,014,N,PK - 05
014906105,0,0,0,0,228,386,108,514,28,65,514,31479,8.9,6.6,KILLEEN ISD,014,N,PK - 05
014906106,0,0,0,0,240,160,61,302,13,113,302,31193,9.1,6.7,KILLEEN ISD,014,N,EE - 05
014906108,0,0,0,0,287,333,86,312,77,40,312,33539,12,10.1,KILLEEN ISD,014,N,PK - 05
014906109,0,0,0,0,313,214,108,446,17,54,446,30697,8.8,7.3,KILLEEN ISD,014,N,EE - 03
014906110,0,0,0,0,245,287,108,410,38,66,410,33170,10.6,8.4,KILLEEN ISD,014,N,EE - 05
014906111,0,0,0,0,275,190,99,312,39,43,312,35493,12.9,10,KILLEEN ISD,014,N,PK - 05
014906112,0,0,0,0,208,179,97,409,16,32,409,30401,8.3,4.9,KILLEEN ISD,014,N,PK - 05
014906113,0,0,0,0,265,186,109,351,38,68,351,36054,14.3,10.5,KILLEEN ISD,014,N,EE - 05
014906114,0,0,0,0,142,99,46,236,15,44,236,27728,5.2,4.2,KILLEEN ISD,014,N,PK - 05
014906115,0,0,0,0,61,530,83,225,85,56,225,34208,12.5,9.6,KILLEEN ISD,014,N,PK - 05
014906116,0,0,0,0,287,255,97,525,14,55,525,33727,12.1,9,KILLEEN ISD,014,N,PK - 03
014906117,0,0,0,0,237,287,91,476,19,51,476,29962,7.8,5.8,KILLEEN ISD,014,N,PK - 03
014906119,0,0,0,0,376,269,113,448,22,40,448,32105,9.3,6.9,KILLEEN ISD,014,N,PK - 03
014906120,0,0,0,0,328,246,251,479,47,95,479,33153,10.9,8.9,KILLEEN ISD,014,N,EE - 05
014906121,0,0,0,0,114,489,181,358,61,68,358,33071,10.5,8.3,KILLEEN ISD,014,N,PK - 05
014906122,0,0,0,0,220,338,124,402,76,89,402,31929,9.6,6.3,KILLEEN ISD,014,N,PK - 05
014906123,0,0,0,0,339,292,88,537,36,89,537,32212,9.3,7.3,KILLEEN ISD,014,N,PK - 05
014906124,0,0,0,0,351,301,132,275,77,75,275,31061,8.9,6.5,KILLEEN ISD,014,N,PK - 05
014906125,0,0,0,0,310,169,82,313,42,107,313,29423,7,5.2,KILLEEN ISD,014,N,04 - 05
014906126,0,0,0,0,292,316,107,600,48,73,600,30882,7.7,5.9,KILLEEN ISD,014,N,PK - 05
014906127,0,0,0,0,192,226,85,291,27,100,291,28509,5.7,4.4,KILLEEN ISD,014,N,EE - 05
014906128,0,0,0,0,181,253,73,308,41,77,308,28347,5.3,3.3,KILLEEN ISD,014,N,EE - 05
014907001,74,59,63,59,4,208,42,73,16,39,73,29580,9,5.8,ROGERS ISD,014,N,09 - 12
014907041,0,0,0,0,6,184,36,94,37,37,94,31055,11.7,7,ROGERS ISD,014,N,06 - 08
014907102,0,0,0,0,12,304,60,187,31,61,187,30759,10.3,7,ROGERS ISD,014,N,PK - 05
014908001,77,75,77,69,1,401,48,48,72,54,48,34693,12.8,5.1,SALADO ISD,014,N,07 - 12
014908101,0,0,0,0,4,431,68,147,38,43,147,34123,11.6,5.4,SALADO ISD,014,N,PK - 06
014909002,867,589,439,357,567,1171,462,800,280,332,800,32262,13.2,8.1,TEMPLE ISD,014,N,09 - 12
