,gr9_stu_count,gr10_stu_count,gr11_stu_count,gr12_stu_count,black_stu_count,white_stu_count,his_stu_count,all_stud_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,teacher_avg_salary,teacher_experience,exp_w_dist,dist_name,county_num,charter,grade_span
031912114,0,0,0,0,0,3,366,331,1,26,331,31987,9.1,7.4,SAN BENITO CONS ISD,031,N,PK - 05
031912115,0,0,0,0,0,7,462,428,3,51,428,30130,7.5,4.3,SAN BENITO CONS ISD,031,N,PK - 05
031912201,16,3,0,0,0,1,31,32,0,1,32,38429,14.5,12,SAN BENITO CONS ISD,031,N,06 - 10
031913001,40,30,34,28,0,0,132,129,3,12,129,32262,9,5.1,SANTA MARIA ISD,031,N,09 - 12
031913003,2,0,0,0,0,0,3,3,0,0,3,.,.,.,SANTA MARIA ISD,031,N,07 - 09
031913041,0,0,0,0,0,0,158,155,29,20,155,30628,9.6,5.6,SANTA MARIA ISD,031,N,05 - 08
031913101,0,0,0,0,0,0,211,210,9,17,210,34048,13.9,7.3,SANTA MARIA ISD,031,N,PK - 04
031914001,79,96,67,82,0,4,319,297,24,35,297,33630,7,4.5,SANTA ROSA ISD,031,N,09 - 12
031914041,0,0,0,0,0,6,253,247,23,38,247,35457,8.3,5.4,SANTA ROSA ISD,031,N,06 - 08
031914101,0,0,0,0,3,17,600,596,20,70,596,31960,6.8,4.9,SANTA ROSA ISD,031,N,EE - 05
031916001,105,70,75,76,3,132,529,426,199,26,426,35329,9.6,2.5,SOUTH TEXAS ISD,031,N,07 - 12
031916003,28,35,25,65,2,11,165,167,0,179,167,37995,12.7,5.8,SOUTH TEXAS ISD,031,N,01 - 12
031916004,200,183,152,165,5,102,548,405,303,24,405,37737,13.5,4.8,SOUTH TEXAS ISD,031,N,09 - 12
031916005,212,159,120,135,1,186,404,258,318,23,258,38948,14.8,5.9,SOUTH TEXAS ISD,031,N,09 - 12
032902002,152,170,134,126,153,377,51,229,41,117,229,33076,12,5.9,PITTSBURG ISD,032,N,09 - 12
032902041,0,0,0,0,123,275,78,253,46,104,253,32546,11.8,8.3,PITTSBURG ISD,032,N,06 - 08
032902103,0,0,0,0,73,196,53,198,31,50,198,32017,11.1,9.7,PITTSBURG ISD,032,N,04 - 05
032902104,0,0,0,0,162,363,176,463,28,52,463,32311,12.2,9.5,PITTSBURG ISD,032,N,EE - 03
033901001,15,12,20,20,1,167,11,81,20,27,81,33287,13.1,9.2,GROOM ISD,033,N,KG - 12
033902001,55,52,47,50,0,180,22,14,27,36,14,34020,12.7,5.7,PANHANDLE ISD,033,N,09 - 12
033902002,2,2,2,3,0,8,1,5,0,7,5,.,.,.,PANHANDLE ISD,033,N,09 - 12
033902041,0,0,0,0,0,153,20,45,30,28,45,33392,15.6,9.7,PANHANDLE ISD,033,N,06 - 08
033902101,0,0,0,0,1,299,46,82,21,74,82,34241,15.6,9.8,PANHANDLE ISD,033,N,EE - 05
033904001,49,35,39,54,0,171,6,38,25,30,38,34999,12,4.6,WHITE DEER ISD,033,N,09 - 12
033904101,0,0,0,0,1,95,7,54,1,15,54,29231,9.2,4.9,WHITE DEER ISD,033,N,PK - 08
033904102,0,0,0,0,0,199,18,46,24,29,46,36358,16.5,10.6,WHITE DEER ISD,033,N,KG - 08
034901001,168,129,137,145,215,360,2,234,81,104,234,33618,16.6,11.1,ATLANTA ISD,034,N,09 - 12
034901002,3,3,0,0,5,1,0,5,0,4,5,22302,2,2,ATLANTA ISD,034,N,09 - 10
034901042,0,0,0,0,173,265,2,221,67,99,221,31033,11.7,8.5,ATLANTA ISD,034,N,06 - 08
034901106,0,0,0,0,149,273,6,218,54,96,218,31844,12.1,9.7,ATLANTA ISD,034,N,03 - 05
034901107,0,0,0,0,182,294,8,304,0,88,304,31931,13.2,10.5,ATLANTA ISD,034,N,EE - 02
034902001,14,14,6,12,18,44,3,27,12,15,27,33925,15.3,9.1,AVINGER ISD,034,N,07 - 12
034902101,0,0,0,0,21,78,1,60,5,12,60,34751,21,12.1,AVINGER ISD,034,N,KG - 06
034903001,59,59,80,66,37,217,10,96,34,47,96,32985,10.8,6.8,HUGHES SPRINGS ISD,034,N,09 - 12
034903041,0,0,0,0,44,190,11,126,24,42,126,32193,10.6,7.2,HUGHES SPRINGS ISD,034,N,06 - 08
034903101,0,0,0,0,88,378,16,289,24,68,289,31505,9.7,7.7,HUGHES SPRINGS ISD,034,N,EE - 05
034905002,83,107,98,67,99,252,3,102,48,54,102,31578,12.1,6.9,LINDEN-KILDARE CONS ISD,034,N,09 - 12
034905041,0,0,0,0,71,165,0,119,25,44,119,32879,13.3,7.7,LINDEN-KILDARE CONS ISD,034,N,06 - 08
034905102,0,0,0,0,139,334,7,281,23,71,281,33775,15.5,11.5,LINDEN-KILDARE CONS ISD,034,N,EE - 05
034906001,46,45,30,42,7,154,1,38,7,26,38,31241,12.6,6,MCLEOD ISD,034,N,09 - 12
034906041,0,0,0,0,1,108,2,44,4,30,44,28834,10.3,5.9,MCLEOD ISD,034,N,06 - 08
034906101,0,0,0,0,8,185,5,67,0,33,67,27179,10.2,7.6,MCLEOD ISD,034,N,KG - 05
034907001,91,99,96,96,92,285,0,133,17,70,133,29842,9.7,6.1,QUEEN CITY ISD,034,N,09 - 12
034907041,0,0,0,0,79,314,2,173,25,82,173,30463,10.4,5.2,QUEEN CITY ISD,034,N,05 - 08
034907101,0,0,0,0,101,367,4,263,20,89,263,30048,10.2,8.3,QUEEN CITY ISD,034,N,EE - 04
034908102,0,0,0,0,28,27,0,44,4,16,44,25936,7.6,6.8,MARIETTA ISD,034,N,EE - 06
034909001,15,14,28,24,4,112,1,25,7,38,25,33691,15.9,10.4,BLOOMBURG ISD,034,N,07 - 12
034909101,0,0,0,0,7,112,3,39,3,27,39,31771,13.8,8.7,BLOOMBURG ISD,034,N,KG - 06
035901001,121,110,76,93,19,111,270,250,34,44,250,31355,11.1,5.7,DIMMITT ISD,035,N,09 - 12
035901002,0,9,3,5,1,1,15,16,0,0,16,39839,25,1.5,DIMMITT ISD,035,N,10 - 12
035901041,0,0,0,0,15,135,405,396,34,46,396,32120,12,8.6,DIMMITT ISD,035,N,04 - 08
035901102,0,0,0,0,17,106,353,371,8,37,371,33303,15.9,11.6,DIMMITT ISD,035,N,EE - 03
035902001,31,39,29,34,7,37,155,150,35,20,150,30598,12.4,6.4,HART ISD,035,N,07 - 12
035902101,0,0,0,0,7,43,173,182,27,20,182,30549,12.4,9.5,HART ISD,035,N,EE - 06
035903001,23,21,19,23,0,139,7,24,29,6,24,30888,11.9,6.6,NAZARETH ISD,035,N,06 - 12
035903101,0,0,0,0,0,87,6,19,2,8,19,32465,12.5,7.6,NAZARETH ISD,035,N,KG - 05
036901001,117,107,84,90,57,263,56,144,29,39,144,31635,11,6,ANAHUAC ISD,036,N,09 - 12
036901002,1,3,2,2,3,4,1,1,0,1,1,31353,8.7,0,ANAHUAC ISD,036,N,09 - 12
036901003,2,2,1,0,3,6,0,6,0,4,6,26292,4,0,ANAHUAC ISD,036,N,07 - 11
036901041,0,0,0,0,63,214,50,153,25,42,153,31125,11.4,7.2,ANAHUAC ISD,036,N,06 - 08
036901101,0,0,0,0,175,391,118,388,22,95,388,32468,12.7,9.1,ANAHUAC ISD,036,N,EE - 05
036902001,185,160,167,174,22,594,68,67,34,57,67,39956,16.4,8.6,BARBERS HILL ISD,036,N,09 - 12
036902002,3,4,0,2,0,9,0,2,0,3,2,.,.,.,BARBERS HILL ISD,036,N,09 - 12
036902003,1,3,0,0,0,5,0,0,0,2,0,.,.,.,BARBERS HILL ISD,036,N,07 - 10
036902041,0,0,0,0,21,535,57,103,27,69,103,38681,15.4,7.5,BARBERS HILL ISD,036,N,06 - 08
036902101,0,0,0,0,18,483,61,124,24,73,124,39538,15.9,10.7,BARBERS HILL ISD,036,N,03 - 05
036902301,0,0,0,0,20,549,72,188,10,67,188,36088,11.8,7.1,BARBERS HILL ISD,036,N,EE - 02
036903001,84,78,82,73,59,230,27,70,38,57,70,33540,12.8,8.3,EAST CHAMBERS ISD,036,N,09 - 12
036903002,0,1,3,0,1,3,0,0,0,1,0,.,.,.,EAST CHAMBERS ISD,036,N,10 - 11
036903003,2,1,0,0,0,9,0,4,0,7,4,.,.,.,EAST CHAMBERS ISD,036,N,06 - 10
036903041,0,0,0,0,32,172,25,75,32,35,75,32398,11.9,9.5,EAST CHAMBERS ISD,036,N,06 - 08
036903101,0,0,0,0,68,375,78,257,31,58,257,30328,9.4,8.5,EAST CHAMBERS ISD,036,N,EE - 05
037901001,53,52,45,44,84,99,11,112,16,29,112,31030,12.9,7.6,ALTO ISD,037,N,09 - 12
037901002,0,5,1,1,2,5,0,0,0,0,0,22960,2,2,ALTO ISD,037,N,10 - 12
037901041,0,0,0,0,87,100,22,158,24,38,158,30856,13.5,7.9,ALTO ISD,037,N,05 - 08
037901101,0,0,0,0,110,110,26,189,9,27,189,30606,11.8,9,ALTO ISD,037,N,PK - 04
037904002,364,299,249,211,234,718,166,365,89,137,365,32632,12.2,7.4,JACKSONVILLE ISD,037,N,09 - 12
037904004,23,30,23,27,49,62,20,92,0,36,92,29074,9.4,6,JACKSONVILLE ISD,037,N,01 - 12
037904042,0,0,0,0,225,568,206,520,88,119,520,29612,10.3,7,JACKSONVILLE ISD,037,N,06 - 08
037904102,0,0,0,0,131,275,107,321,11,72,321,31886,13.1,9.5,JACKSONVILLE ISD,037,N,KG - 03
037904103,0,0,0,0,186,406,140,433,54,140,433,28535,9.3,5.5,JACKSONVILLE ISD,037,N,04 - 05
037904104,0,0,0,0,108,196,155,372,0,60,372,28740,8.2,6.4,JACKSONVILLE ISD,037,N,EE - KG
037904105,0,0,0,0,140,284,195,440,4,76,440,29368,8.9,5.8,JACKSONVILLE ISD,037,N,01 - 03
037907002,146,139,141,124,104,413,26,181,56,46,181,32079,13.2,7.5,RUSK ISD,037,N,09 - 12
037907041,0,0,0,0,69,326,25,185,39,58,185,30713,12.2,7.1,RUSK ISD,037,N,06 - 08
037907102,0,0,0,0,65,371,40,262,27,76,262,31325,13.6,8.2,RUSK ISD,037,N,03 - 05
037907103,0,0,0,0,88,359,51,309,0,43,309,29872,10.4,7.4,RUSK ISD,037,N,EE - 02
037908001,27,18,24,14,37,103,228,312,20,46,312,29298,9.9,5.1,NEW SUMMERFIELD ISD,037,N,EE - 12
037909001,22,20,30,18,11,78,1,35,13,20,35,31501,10,7.5,WELLS ISD,037,N,09 - 12
037909101,0,0,0,0,26,194,13,145,16,28,145,30860,10.1,6.8,WELLS ISD,037,N,PK - 08
038901001,105,90,95,93,37,250,93,104,56,78,104,33745,13.7,9.6,CHILDRESS ISD,038,N,09 - 12
038901041,0,0,0,0,23,156,80,117,38,43,117,31496,11.7,6.4,CHILDRESS ISD,038,N,06 - 08
038901102,0,0,0,0,50,367,161,289,9,137,289,33966,13.7,9.4,CHILDRESS ISD,038,N,EE - 05
039901001,14,11,12,10,0,108,3,59,7,15,59,33556,13.4,11.1,BYERS ISD,039,N,EE - 12
039902001,99,94,83,72,2,329,12,60,37,69,60,34909,14,6.8,HENRIETTA ISD,039,N,09 - 12
039902041,0,0,0,0,3,235,8,85,22,46,85,31843,10.9,7,HENRIETTA ISD,039,N,06 - 08
039902101,0,0,0,0,0,428,12,142,21,61,142,33610,13.3,10.4,HENRIETTA ISD,039,N,EE - 05
039903001,49,26,34,35,0,138,6,23,0,26,23,27897,7.8,3.9,PETROLIA ISD,039,N,09 - 12
039903101,0,0,0,0,0,333,30,98,16,52,98,28463,8.3,4.8,PETROLIA ISD,039,N,KG - 08
039904001,11,13,13,17,0,177,1,53,13,25,53,32713,12.7,9,BELLEVUE ISD,039,N,EE - 12
039905001,17,19,16,15,1,175,11,47,19,23,47,31413,12.9,9,MIDWAY ISD,039,N,EE - 12
040901001,61,33,41,34,8,50,111,109,30,28,109,31317,11.9,5.4,MORTON ISD,040,N,09 - 12
040901041,0,0,0,0,11,36,108,109,27,16,109,34467,13.6,7,MORTON ISD,040,N,06 - 08
040901102,0,0,0,0,28,78,207,248,13,40,248,31667,12.2,8.3,MORTON ISD,040,N,PK - 05
040902001,36,32,32,29,5,132,58,94,20,11,94,36013,12.2,7.1,WHITEFACE CONS ISD,040,N,07 - 12
040902002,30,18,24,35,3,17,87,77,0,12,77,.,.,.,WHITEFACE CONS ISD,040,N,09 - 12
040902101,0,0,0,0,2,135,64,75,8,21,75,34817,15,9.6,WHITEFACE CONS ISD,040,N,PK - 06
041901001,31,28,23,30,0,141,27,61,21,34,61,30184,10.4,6.6,BRONTE ISD,041,N,07 - 12
041901002,31,9,1,1,17,15,16,48,0,15,48,27574,7.2,2,BRONTE ISD,041,N,07 - 12
041901003,1,0,1,2,0,1,3,1,0,3,1,.,.,.,BRONTE ISD,041,N,09 - 12
041901101,0,0,0,0,1,120,27,64,12,23,64,31224,11.5,7.2,BRONTE ISD,041,N,EE - 06
041902001,26,30,30,25,1,125,41,60,28,26,60,38734,17,7.7,ROBERT LEE ISD,041,N,07 - 12
041902002,1,0,1,1,0,1,2,3,0,2,3,.,.,.,ROBERT LEE ISD,041,N,09 - 12
041902004,0,0,0,0,0,1,0,1,0,1,1,.,.,.,ROBERT LEE ISD,041,N,01 - 01
041902101,0,0,0,0,0,117,60,87,18,25,87,34218,12.1,8,ROBERT LEE ISD,041,N,PK - 06
041902150,2,0,0,0,1,1,0,0,0,2,0,.,.,.,ROBERT LEE ISD,041,N,09 - 09
041902190,0,0,0,0,0,1,0,0,0,1,0,.,.,.,ROBERT LEE ISD,041,N,KG - KG
041902195,0,1,0,0,0,1,0,0,0,1,0,.,.,.,ROBERT LEE ISD,041,N,10 - 12
041902201,0,1,0,0,0,1,0,1,0,1,1,.,.,.,ROBERT LEE ISD,041,N,10 - 10
041902210,0,0,0,0,0,3,0,1,0,3,1,.,.,.,ROBERT LEE ISD,041,N,EE - EE
042901001,84,84,72,87,19,246,61,105,46,49,105,32802,14.6,6,COLEMAN ISD,042,N,09 - 12
042901002,7,8,12,5,1,24,7,31,0,10,31,27941,7.3,5.9,COLEMAN ISD,042,N,EE - 12
042901041,0,0,0,0,9,182,51,129,28,29,129,29410,10.1,4.8,COLEMAN ISD,042,N,06 - 08
042901102,0,0,0,0,22,378,133,371,25,78,371,31142,12.7,8.9,COLEMAN ISD,042,N,EE - 05
042903001,23,18,12,18,1,60,10,31,4,18,31,31679,15.1,8.5,SANTA ANNA ISD,042,N,09 - 12
042903002,0,1,4,7,1,9,2,7,0,6,7,0,0,0,SANTA ANNA ISD,042,N,10 - 12
042903041,0,0,0,0,4,28,9,21,0,10,21,36203,19,9.4,SANTA ANNA ISD,042,N,07 - 08
042903101,0,0,0,0,19,99,37,109,5,25,109,35073,18.8,13.2,SANTA ANNA ISD,042,N,EE - 06
042903160,0,0,0,0,0,1,0,0,0,1,0,.,.,.,SANTA ANNA ISD,042,N,08 - 08
042903161,1,2,0,0,0,3,0,1,0,3,1,.,.,.,SANTA ANNA ISD,042,N,09 - 10
042903170,0,0,0,0,0,1,1,0,0,2,0,.,.,.,SANTA ANNA ISD,042,N,EE - EE
042905001,16,16,16,16,0,112,16,57,19,30,57,34986,13.1,8.5,PANTHER CREEK CONS ISD,042,N,06 - 12
042905002,0,0,0,0,0,1,0,1,0,1,1,.,.,.,PANTHER CREEK CONS ISD,042,N,07 - 07
042905101,0,0,0,0,0,90,7,57,7,21,57,30596,11.4,7,PANTHER CREEK CONS ISD,042,N,KG - 05
042905170,0,0,0,0,0,1,0,0,0,1,0,.,.,.,PANTHER CREEK CONS ISD,042,N,EE - EE
042906001,6,2,4,9,0,84,7,65,6,18,65,30111,6,2.6,NOVICE ISD,042,N,KG - 12
042906002,1,0,1,0,0,2,0,2,0,2,2,.,.,.,NOVICE ISD,042,N,09 - 11
043901001,10,693,657,572,86,1703,95,13,156,236,13,33018,10.2,4.9,ALLEN ISD,043,N,09 - 12
043901003,1,0,0,0,0,1,0,0,0,0,0,.,.,.,ALLEN ISD,043,N,09 - 09
043901042,311,0,0,0,51,828,78,18,54,124,18,31719,8.6,3.5,ALLEN ISD,043,N,07 - 09
043901043,439,0,0,0,41,1192,49,11,158,157,11,30789,7.4,2.7,ALLEN ISD,043,N,07 - 09
043901101,0,0,0,0,31,321,55,101,4,76,101,34196,12.6,5.7,ALLEN ISD,043,N,EE - 06
043901102,0,0,0,0,60,462,59,51,19,54,51,33088,11.7,6.2,ALLEN ISD,043,N,EE - 06
043901104,0,0,0,0,12,571,40,6,42,60,6,35406,13.9,6.4,ALLEN ISD,043,N,EE - 06
043901105,0,0,0,0,33,682,52,11,22,96,11,31202,8.6,5.5,ALLEN ISD,043,N,EE - 06
043901106,0,0,0,0,42,776,45,4,25,70,4,32312,9.4,5,ALLEN ISD,043,N,EE - 06
043901107,0,0,0,0,11,680,24,17,30,65,17,29368,6.1,1.8,ALLEN ISD,043,N,EE - 06
043901108,0,0,0,0,9,474,24,2,32,61,2,31590,9.5,2.7,ALLEN ISD,043,N,EE - 06
043901109,0,0,0,0,39,450,62,19,38,75,19,29770,6.3,2.3,ALLEN ISD,043,N,EE - 06
043902001,79,61,67,64,0,238,33,45,4,47,45,30971,9.4,4.1,ANNA ISD,043,N,09 - 12
043902041,0,0,0,0,1,172,30,59,9,40,59,28825,7.2,4.3,ANNA ISD,043,N,06 - 08
043902101,0,0,0,0,1,317,60,128,3,49,128,33695,12.6,8.1,ANNA ISD,043,N,EE - 05
043903001,71,88,60,70,26,235,26,62,47,43,62,33253,10.6,6.4,CELINA ISD,043,N,09 - 12
043903041,0,0,0,0,27,269,37,104,50,55,104,32522,12,7.3,CELINA ISD,043,N,05 - 08
043903101,0,0,0,0,22,278,66,101,22,49,101,32548,11.9,7.5,CELINA ISD,043,N,EE - 04
043904001,105,62,55,62,16,236,32,48,31,35,48,33849,15.5,9.7,FARMERSVILLE ISD,043,N,09 - 12
043904041,0,0,0,0,19,239,41,99,13,49,99,30374,9.7,5.9,FARMERSVILLE ISD,043,N,06 - 08
043904101,0,0,0,0,57,446,97,241,18,73,241,31488,11.3,7.5,FARMERSVILLE ISD,043,N,EE - 05
043905001,298,241,196,151,26,691,154,122,91,73,122,34560,12.2,4,FRISCO ISD,043,N,09 - 12
043905003,1,1,1,1,0,2,2,2,0,1,2,.,.,.,FRISCO ISD,043,N,09 - 12
043905041,0,0,0,0,19,479,109,102,54,77,102,31239,8.1,3,FRISCO ISD,043,N,07 - 08
043905042,0,0,0,0,19,266,59,59,26,43,59,32500,9.7,4.8,FRISCO ISD,043,N,06 - 06
043905101,0,0,0,0,13,298,124,129,4,95,129,33188,10.8,5.3,FRISCO ISD,043,N,EE - 01
043905102,0,0,0,0,25,491,153,167,19,112,167,31542,8.9,3.4,FRISCO ISD,043,N,02 - 05
043905103,0,0,0,0,20,637,56,42,26,105,42,31198,7.7,2.5,FRISCO ISD,043,N,KG - 05
043905104,0,0,0,0,68,619,36,61,22,94,61,29583,5.9,1.3,FRISCO ISD,043,N,KG - 05
043907002,762,574,493,379,180,1665,336,275,152,223,275,33548,11.9,6.6,MCKINNEY ISD,043,N,09 - 12
043907003,7,11,15,30,7,37,18,7,0,1,7,34610,14.8,9.2,MCKINNEY ISD,043,N,09 - 12
043907041,0,0,0,0,111,719,191,279,67,159,279,31271,7.7,4,MCKINNEY ISD,043,N,06 - 08
043907043,0,0,0,0,90,793,213,242,92,127,242,29944,5.2,2.2,MCKINNEY ISD,043,N,06 - 08
043907102,0,0,0,0,70,232,164,268,14,73,268,33695,12.2,5.4,MCKINNEY ISD,043,N,EE - 05
043907104,0,0,0,0,95,166,227,331,10,76,331,33267,10.9,7.1,MCKINNEY ISD,043,N,EE - 05
043907105,0,0,0,0,71,265,36,139,14,47,139,32994,10.4,6.1,MCKINNEY ISD,043,N,EE - 05
043907107,0,0,0,0,74,206,314,393,11,53,393,31761,8.2,4,MCKINNEY ISD,043,N,EE - 05
043907108,0,0,0,0,18,680,24,15,47,54,15,32935,11.3,6.1,MCKINNEY ISD,043,N,EE - 05
043907109,0,0,0,0,11,641,10,6,45,47,6,32133,9.9,5.8,MCKINNEY ISD,043,N,EE - 05
043907110,14,15,20,15,21,176,44,35,12,21,35,39108,10.9,5.3,MCKINNEY ISD,043,N,EE - 12
043907111,0,0,0,0,78,512,55,101,19,63,101,31107,7.9,3.6,MCKINNEY ISD,043,N,EE - 05
043907112,0,0,0,0,23,618,51,17,36,68,17,32214,9.8,3.1,MCKINNEY ISD,043,N,EE - 05
043907113,0,0,0,0,12,254,130,115,31,38,115,31654,9.3,3.1,MCKINNEY ISD,043,N,EE - 05
043907197,4,1,1,0,4,0,2,4,0,2,4,.,.,.,MCKINNEY ISD,043,N,09 - 11
043908101,0,0,0,0,0,95,10,30,17,28,30,28410,8.3,1.9,MELISSA ISD,043,N,06 - 08
043908102,0,0,0,0,1,239,36,62,33,37,62,29122,8.4,3.5,MELISSA ISD,043,N,KG - 05
043910001,0,0,1719,1603,144,2639,117,62,289,235,62,41043,14.5,10.8,PLANO ISD,043,N,11 - 12
043910003,689,532,0,0,139,796,208,241,87,151,241,37006,11,7.2,PLANO ISD,043,N,08 - 10
043910004,700,564,0,0,54,979,105,90,196,118,90,39766,13.7,10.6,PLANO ISD,043,N,09 - 10
043910005,673,607,0,0,125,945,75,81,135,129,81,36534,10.5,6.4,PLANO ISD,043,N,09 - 10
043910006,0,0,1177,1033,197,1597,233,199,166,223,199,39993,13.3,9.3,PLANO ISD,043,N,11 - 12
043910007,562,516,0,0,39,833,42,28,98,82,28,38058,11.9,8.7,PLANO ISD,043,N,09 - 10
043910009,795,711,0,0,69,1144,47,21,109,102,21,34987,8.7,6.2,PLANO ISD,043,N,09 - 10
043910042,0,0,0,0,115,569,251,320,91,184,320,37711,11.4,7.9,PLANO ISD,043,N,06 - 08
043910043,0,0,0,0,68,811,77,124,125,130,124,35322,8.3,5.4,PLANO ISD,043,N,06 - 08
043910044,0,0,0,0,36,721,39,52,110,104,52,38605,12.4,8.6,PLANO ISD,043,N,06 - 08
043910045,0,0,0,0,85,725,129,192,94,155,192,36366,8.4,6.2,PLANO ISD,043,N,06 - 08
043910046,0,0,0,0,114,815,69,111,125,150,111,37589,10.6,7.3,PLANO ISD,043,N,06 - 08
043910047,0,0,0,0,46,960,25,12,129,105,12,37720,11,8.3,PLANO ISD,043,N,06 - 08
043910048,0,0,0,0,92,953,49,45,159,88,45,36759,10.3,6.3,PLANO ISD,043,N,06 - 08
043910049,0,0,0,0,36,836,27,25,133,76,25,37262,10.3,6.6,PLANO ISD,043,N,06 - 08
043910050,0,0,0,0,42,714,30,18,142,91,18,34016,7.4,4.6,PLANO ISD,043,N,06 - 08
043910052,0,0,0,0,46,722,31,43,145,87,43,35890,9.3,5.9,PLANO ISD,043,N,06 - 08
043910101,0,0,0,0,38,453,17,40,43,64,40,38731,12.9,8.8,PLANO ISD,043,N,EE - 05
043910102,0,0,0,0,66,241,259,233,10,79,233,35758,9.2,6.1,PLANO ISD,043,N,EE - 05
043910103,0,0,0,0,64,365,211,253,30,105,253,37595,12.3,8.5,PLANO ISD,043,N,EE - 05
043910104,0,0,0,0,62,267,58,109,14,55,109,38639,13.1,9.7,PLANO ISD,043,N,EE - 05
043910105,0,0,0,0,69,349,73,110,19,51,110,39635,13.5,10,PLANO ISD,043,N,KG - 05
043910106,0,0,0,0,18,370,121,122,44,55,122,36018,9.8,6.9,PLANO ISD,043,N,EE - 05
043910108,0,0,0,0,19,472,21,13,33,69,13,37568,11,7.1,PLANO ISD,043,N,EE - 05
043910109,0,0,0,0,62,343,138,190,13,75,190,35004,8.3,5.5,PLANO ISD,043,N,EE - 05
043910110,0,0,0,0,82,229,228,276,7,54,276,35067,9,5.1,PLANO ISD,043,N,EE - 05
043910111,0,0,0,0,27,329,143,149,23,92,149,35576,9.4,5.7,PLANO ISD,043,N,EE - 05
043910112,0,0,0,0,79,612,66,104,29,105,104,39055,13.4,9.2,PLANO ISD,043,N,EE - 05
043910113,0,0,0,0,30,362,47,39,28,62,39,36292,10.2,6.5,PLANO ISD,043,N,EE - 05
043910114,0,0,0,0,11,504,23,13,55,64,13,37905,11.9,7.7,PLANO ISD,043,N,KG - 05
043910115,0,0,0,0,19,405,19,15,36,57,15,37588,10.9,8.1,PLANO ISD,043,N,EE - 05
043910116,0,0,0,0,15,477,12,7,42,56,7,35585,8.8,4.6,PLANO ISD,043,N,EE - 05
043910117,0,0,0,0,93,703,63,106,26,107,106,33550,6.5,4.7,PLANO ISD,043,N,KG - 05
043910118,0,0,0,0,33,387,32,34,27,64,34,37436,11.2,6.3,PLANO ISD,043,N,EE - 05
043910119,0,0,0,0,27,426,22,15,39,63,15,39577,12,9.2,PLANO ISD,043,N,EE - 05
043910120,0,0,0,0,25,519,27,17,43,42,17,34489,6.6,4.8,PLANO ISD,043,N,EE - 05
043910121,0,0,0,0,21,519,16,13,60,39,13,36688,10.4,6.6,PLANO ISD,043,N,EE - 05
043910122,0,0,0,0,25,573,23,1,38,63,1,37602,12.6,7.8,PLANO ISD,043,N,EE - 05
043910123,0,0,0,0,33,688,30,35,65,51,35,34339,6.8,4.7,PLANO ISD,043,N,EE - 05
043910124,0,0,0,0,18,397,19,19,30,52,19,35931,9.4,5.6,PLANO ISD,043,N,EE - 05
043910125,0,0,0,0,37,587,15,11,36,52,11,36020,9.7,6.1,PLANO ISD,043,N,KG - 05
043910126,0,0,0,0,22,542,19,19,81,56,19,33492,6.2,4.2,PLANO ISD,043,N,EE - 05
043910127,0,0,0,0,72,381,31,51,29,50,51,37216,11.5,6.1,PLANO ISD,043,N,EE - 05
043910128,0,0,0,0,26,524,19,5,36,70,5,35307,8.8,6.1,PLANO ISD,043,N,EE - 05
043910129,0,0,0,0,31,487,30,17,52,64,17,34086,8,4.5,PLANO ISD,043,N,EE - 05
043910130,0,0,0,0,39,540,30,33,28,57,33,33578,6.7,4,PLANO ISD,043,N,EE - 05
043910131,0,0,0,0,72,492,29,26,39,79,26,35204,8,4.8,PLANO ISD,043,N,EE - 05
043910132,0,0,0,0,30,562,22,7,39,55,7,33149,6.2,3.1,PLANO ISD,043,N,EE - 05
043910133,0,0,0,0,14,635,19,3,52,63,3,34974,8.3,5.6,PLANO ISD,043,N,KG - 05
043910134,0,0,0,0,20,515,16,6,56,48,6,35185,7.5,4.9,PLANO ISD,043,N,KG - 05
043910136,0,0,0,0,21,344,26,16,16,50,16,34875,8.2,5.9,PLANO ISD,043,N,EE - 05
043910138,0,0,0,0,23,429,15,28,29,58,28,34091,6.4,4.4,PLANO ISD,043,N,EE - 05
043910205,0,0,0,0,12,47,89,0,0,27,0,31643,3.2,1.8,PLANO ISD,043,N,EE - PK
043911001,137,161,114,125,8,472,54,118,37,66,118,31816,11.2,4.8,PRINCETON ISD,043,N,09 - 12
043911041,0,0,0,0,11,555,85,235,57,112,235,31664,11.9,6.2,PRINCETON ISD,043,N,05 - 08
043911101,0,0,0,0,13,726,113,349,32,95,349,29500,8.8,5.4,PRINCETON ISD,043,N,EE - 04
043912001,51,69,65,38,1,191,30,26,36,27,26,36041,12,4.1,PROSPER ISD,043,N,09 - 12
043912041,0,0,0,0,0,182,35,39,29,34,39,40486,9.7,3.8,PROSPER ISD,043,N,06 - 08
043912101,0,0,0,0,3,378,83,93,26,69,93,37958,12.3,4.8,PROSPER ISD,043,N,PK - 05
043914001,327,270,247,180,29,916,72,72,80,103,72,32938,10.7,4.9,WYLIE ISD,043,N,09 - 12
043914002,1,0,0,0,0,0,1,0,0,0,0,.,.,.,WYLIE ISD,043,N,09 - 09
043914041,0,0,0,0,9,538,56,82,62,94,82,30093,8.1,4.2,WYLIE ISD,043,N,07 - 08
