,gr9_all_tests,gr9_maths,gr9_reading,sat,act,sat/act_pct
057905190,-1,-1,-1,.,.,.
057905191,-1,-1,-1,.,.,.
057905192,-1,-1,-1,.,.,.
057905193,-1,-1,-1,.,.,.
057905194,-1,-1,-1,.,.,.
057905195,-1,-1,-1,.,.,.
057905196,-1,-1,-1,.,.,.
057905197,-1,-1,-1,.,.,.
057905198,-1,-1,-1,.,.,.
057905199,-1,-1,-1,.,.,.
057905200,-1,-1,-1,.,.,.
057905201,-1,-1,-1,.,.,.
057905202,-1,-1,-1,.,.,.
057905203,-1,-1,-1,.,.,.
057905204,-1,-1,-1,.,.,.
057905205,-1,-1,-1,.,.,.
057905206,-1,-1,-1,.,.,.
057905207,-1,-1,-1,.,.,.
057905208,-1,-1,-1,.,.,.
057905209,-1,-1,-1,.,.,.
057905210,-1,-1,-1,.,.,.
057905211,-1,-1,-1,.,.,.
057905212,-1,-1,-1,.,.,.
057905213,-1,-1,-1,.,.,.
057905214,-1,-1,-1,.,.,.
057905215,-1,-1,-1,.,.,.
057905216,-1,-1,-1,.,.,.
057905217,-1,-1,-1,.,.,.
057905218,-1,-1,-1,.,.,.
057905219,-1,-1,-1,.,.,.
057905220,-1,-1,-1,.,.,.
057905221,-1,-1,-1,.,.,.
057905222,-1,-1,-1,.,.,.
057905223,-1,-1,-1,.,.,.
057905224,-1,-1,-1,.,.,.
057905225,-1,-1,-1,.,.,.
057905226,-1,-1,-1,.,.,.
057905227,-1,-1,-1,.,.,.
057905228,-1,-1,-1,.,.,.
057905229,-1,-1,-1,.,.,.
057905230,-1,-1,-1,.,.,.
057905232,-1,-1,-1,.,.,.
057905233,-1,-1,-1,.,.,.
057905235,-1,-1,-1,.,.,.
057905236,-1,-1,-1,.,.,.
057905237,-1,-1,-1,.,.,.
057905241,.,.,.,.,.,.
057905242,-1,-1,-1,.,.,.
057905246,-1,-1,-1,.,.,.
057905248,-1,-1,-1,.,.,.
057905249,-1,-1,-1,.,.,.
057905250,-1,-1,-1,.,.,.
057905251,-1,-1,-1,.,.,.
057905255,-1,-1,-1,.,.,.
057905256,-1,-1,-1,.,.,.
057905258,.,.,.,.,.,.
057905259,-1,-1,-1,.,.,.
057905260,-1,-1,-1,.,.,.
057905262,-1,-1,-1,.,.,.
057905263,-1,-1,-1,.,.,.
057905264,-1,-1,-1,.,.,.
057905265,-1,-1,-1,.,.,.
057905266,-1,-1,-1,.,.,.
057905267,-1,-1,-1,.,.,.
057905268,-1,-1,-1,.,.,.
057905269,-1,-1,-1,.,.,.
057905270,-1,-1,-1,.,.,.
057905271,-1,-1,-1,.,.,.
057905272,-1,-1,-1,.,.,.
057905273,-1,-1,-1,.,.,.
057905274,-1,-1,-1,.,.,.
057905275,-1,-1,-1,.,.,.
057905276,-1,-1,-1,.,.,.
057905277,-1,-1,-1,.,.,.
057905280,-1,-1,-1,.,.,.
057905281,-1,-1,-1,.,.,.
057905283,-1,-1,-1,.,.,.
057905284,-1,-1,-1,.,.,.
057905302,-1,-1,-1,.,.,.
057906001,-1,-1,-1,962,19,79.2
057906002,51,55,81,.,.,.
057906007,.,.,.,.,.,.
057906041,-1,-1,-1,.,.,.
057906042,-1,-1,-1,.,.,.
057906102,-1,-1,-1,.,.,.
057906103,-1,-1,-1,.,.,.
057906104,-1,-1,-1,.,.,.
057906106,-1,-1,-1,.,.,.
057906107,-1,-1,-1,.,.,.
057906108,-1,-1,-1,.,.,.
057906109,-1,-1,-1,.,.,.
057907001,18,18,61,979,19.6,66.9
057907003,57,59,87,.,.,.
057907004,27,21,71,.,.,0
057907007,-1,-1,-1,.,.,.
057907041,-1,-1,-1,.,.,.
057907042,-1,-1,-1,.,.,.
057907101,-1,-1,-1,.,.,.
057907102,-1,-1,-1,.,.,.
057907103,-1,-1,-1,.,.,.
057907104,-1,-1,-1,.,.,.
057907105,-1,-1,-1,.,.,.
057907106,-1,-1,-1,.,.,.
057907107,-1,-1,-1,.,.,.
057907108,-1,-1,-1,.,.,.
057907109,-1,-1,-1,.,.,.
057907110,-1,-1,-1,.,.,.
057907111,-1,-1,-1,.,.,.
057907112,-1,-1,-1,.,.,.
057909002,63,66,82,1122,22.9,65.8
057909003,57,63,78,983,19.5,59.4
057909004,61,66,83,974,19.8,51
057909005,51,55,79,935,18.8,52.9
057909006,24,8,57,.,-1,3.6
057909007,.,.,.,.,.,.
057909008,58,61,83,986,20,60.1
057909009,74,76,90,1013,21.1,56.1
057909010,61,63,87,.,.,.
057909041,-1,-1,-1,.,.,.
057909042,-1,-1,-1,.,.,.
057909043,-1,-1,-1,.,.,.
057909044,-1,-1,-1,.,.,.
057909045,-1,-1,-1,.,.,.
057909046,-1,-1,-1,.,.,.
057909047,-1,-1,-1,.,.,.
057909048,-1,-1,-1,.,.,.
057909049,-1,-1,-1,.,.,.
057909050,-1,-1,-1,.,.,.
057909051,-1,-1,-1,.,.,.
057909052,-1,-1,-1,.,.,.
057909053,.,.,.,.,.,.
057909054,-1,-1,-1,.,.,.
057909101,-1,-1,-1,.,.,.
057909102,-1,-1,-1,.,.,.
057909103,-1,-1,-1,.,.,.
057909105,-1,-1,-1,.,.,.
057909107,-1,-1,-1,.,.,.
057909108,-1,-1,-1,.,.,.
057909109,-1,-1,-1,.,.,.
057909110,-1,-1,-1,.,.,.
057909111,-1,-1,-1,.,.,.
057909112,-1,-1,-1,.,.,.
057909113,-1,-1,-1,.,.,.
057909115,-1,-1,-1,.,.,.
057909116,-1,-1,-1,.,.,.
057909117,-1,-1,-1,.,.,.
057909119,-1,-1,-1,.,.,.
057909120,-1,-1,-1,.,.,.
057909121,-1,-1,-1,.,.,.
057909122,-1,-1,-1,.,.,.
057909123,-1,-1,-1,.,.,.
057909124,-1,-1,-1,.,.,.
057909125,-1,-1,-1,.,.,.
057909126,-1,-1,-1,.,.,.
057909127,-1,-1,-1,.,.,.
057909128,-1,-1,-1,.,.,.
057909129,-1,-1,-1,.,.,.
057909132,-1,-1,-1,.,.,.
057909133,-1,-1,-1,.,.,.
057909134,-1,-1,-1,.,.,.
057909135,-1,-1,-1,.,.,.
057909136,-1,-1,-1,.,.,.
057909137,-1,-1,-1,.,.,.
057909138,-1,-1,-1,.,.,.
057909139,-1,-1,-1,.,.,.
057909140,-1,-1,-1,.,.,.
057909141,-1,-1,-1,.,.,.
057909142,-1,-1,-1,.,.,.
057909143,-1,-1,-1,.,.,.
057909144,-1,-1,-1,.,.,.
057909145,-1,-1,-1,.,.,.
057909146,-1,-1,-1,.,.,.
057909147,-1,-1,-1,.,.,.
057909148,-1,-1,-1,.,.,.
057909154,-1,-1,-1,.,.,.
057909155,-1,-1,-1,.,.,.
057909156,-1,-1,-1,.,.,.
057910002,42,47,68,966,18.8,29.3
057910003,55,58,83,961,19.3,57.6
057910004,.,.,.,.,.,0
057910007,.,.,.,.,.,.
057910041,-1,-1,-1,.,.,.
057910044,-1,-1,-1,.,.,.
057910045,-1,-1,-1,.,.,.
057910046,40,-1,60,.,.,0
057910047,-1,-1,-1,.,.,.
057910048,-1,-1,-1,.,.,.
057910049,-1,-1,-1,.,.,.
057910050,-1,-1,-1,.,.,.
057910101,-1,-1,-1,.,.,.
057910102,-1,-1,-1,.,.,.
057910103,-1,-1,-1,.,.,.
057910104,-1,-1,-1,.,.,.
057910105,-1,-1,-1,.,.,.
057910106,-1,-1,-1,.,.,.
057910107,-1,-1,-1,.,.,.
057910109,-1,-1,-1,.,.,.
057910111,-1,-1,-1,.,.,.
057910113,-1,-1,-1,.,.,.
057910116,-1,-1,-1,.,.,.
057910118,-1,-1,-1,.,.,.
057910119,-1,-1,-1,.,.,.
057910120,-1,-1,-1,.,.,.
057910121,-1,-1,-1,.,.,.
057910122,-1,-1,-1,.,.,.
057910123,-1,-1,-1,.,.,.
057910124,-1,-1,-1,.,.,.
057910125,-1,-1,-1,.,.,.
057910126,-1,-1,-1,.,.,.
057910127,-1,-1,-1,.,.,.
057910128,-1,-1,-1,.,.,.
057910129,-1,-1,-1,.,.,.
057911001,97,97,-4,1163,24.4,-2
057911041,-1,-1,-1,.,.,.
057911101,-1,-1,-1,.,.,.
057911102,-1,-1,-1,.,.,.
057911103,-1,-1,-1,.,.,.
057911104,-1,-1,-1,.,.,.
057911105,-1,-1,-1,.,.,.
057912002,46,47,82,956,19.1,38.3
057912003,45,47,84,997,19.9,52.8
057912004,51,52,81,1014,20.2,43.1
057912005,16,8,44,.,-1,1.6
057912006,55,57,84,983,19.8,-2
057912007,-1,-1,-1,.,.,.
057912020,.,.,.,.,.,.
057912041,-1,-1,-1,.,.,.
057912042,-1,-1,-1,.,.,.
057912043,-1,-1,-1,.,.,.
057912044,-1,-1,-1,.,.,.
057912045,-1,-1,-1,.,.,.
057912046,-1,-1,-1,.,.,.
057912048,-1,-1,-1,.,.,.
057912101,-1,-1,-1,.,.,.
057912102,-1,-1,-1,.,.,.
057912103,-1,-1,-1,.,.,.
057912104,-1,-1,-1,.,.,.
057912105,-1,-1,-1,.,.,.
057912106,-1,-1,-1,.,.,.
057912107,-1,-1,-1,.,.,.
057912108,-1,-1,-1,.,.,.
057912109,-1,-1,-1,.,.,.
057912111,-1,-1,-1,.,.,.
057912112,-1,-1,-1,.,.,.
057912113,-1,-1,-1,.,.,.
057912114,-1,-1,-1,.,.,.
057912116,-1,-1,-1,.,.,.
057912118,-1,-1,-1,.,.,.
057912119,-1,-1,-1,.,.,.
057912120,-1,-1,-1,.,.,.
057912121,-1,-1,-1,.,.,.
057912122,-1,-1,-1,.,.,.
057912123,-1,-1,-1,.,.,.
057912161,.,.,.,.,.,.
057912162,.,.,.,.,.,.
057912163,.,.,.,.,.,.
057913001,29,31,70,802,16.4,65.6
057913041,-1,-1,-1,.,.,.
057913101,-1,-1,-1,.,.,.
057913102,-1,-1,-1,.,.,.
057913103,-1,-1,-1,.,.,.
057913105,-1,-1,-1,.,.,.
057913106,-1,-1,-1,.,.,.
057913107,-1,-1,-1,.,.,.
057913111,.,.,.,.,.,.
057914001,50,51,83,987,19.1,50
057914002,45,49,75,987,19.9,49.2
057914003,42,44,77,965,18.7,42.3
057914004,71,74,87,1031,20.6,75.5
057914005,58,59,88,958,18.6,58.4
057914007,.,.,.,.,.,.
057914041,-1,-1,-1,.,.,.
057914042,-1,-1,-1,.,.,.
057914043,-1,-1,-1,.,.,.
057914044,-1,-1,-1,.,.,.
057914045,-1,-1,-1,.,.,.
057914046,-1,-1,-1,.,.,.
057914047,-1,-1,-1,.,.,.
057914101,-1,-1,-1,.,.,.
057914102,-1,-1,-1,.,.,.
057914103,-1,-1,-1,.,.,.
057914104,-1,-1,-1,.,.,.
057914105,-1,-1,-1,.,.,.
057914106,-1,-1,-1,.,.,.
057914107,-1,-1,-1,.,.,.
057914108,-1,-1,-1,.,.,.
057914109,-1,-1,-1,.,.,.
057914110,-1,-1,-1,.,.,.
057914111,-1,-1,-1,.,.,.
057914112,-1,-1,-1,.,.,.
057914113,-1,-1,-1,.,.,.
057914114,-1,-1,-1,.,.,.
057914115,-1,-1,-1,.,.,.
057914116,-1,-1,-1,.,.,.
057914117,-1,-1,-1,.,.,.
057914118,-1,-1,-1,.,.,.
057914119,-1,-1,-1,.,.,.
057914120,-1,-1,-1,.,.,.
057914121,-1,-1,-1,.,.,.
057914122,-1,-1,-1,.,.,.
057914123,-1,-1,-1,.,.,.
057914124,-1,-1,-1,.,.,.
057914125,-1,-1,-1,.,.,.
057914126,-1,-1,-1,.,.,.
057914127,-1,-1,-1,.,.,.
057914128,-1,-1,-1,.,.,.
057914129,-1,-1,-1,.,.,.
057914130,-1,-1,-1,.,.,.
057914131,-1,-1,-1,.,.,.
057914656,27,11,90,-1,-1,3.4
057916002,-1,-1,-1,1043,21.4,86.9
057916003,25,-1,38,1050,21.4,75.5
057916004,-1,-1,-1,1130,23.8,89.7
057916005,31,11,69,1033,21.8,82.5
057916006,.,.,.,.,.,.
057916008,.,.,.,.,.,.
057916042,-1,-1,-1,.,.,.
057916043,56,58,88,.,.,.
057916044,76,79,91,.,.,.
057916045,83,86,95,.,.,.
057916047,-1,-1,-1,.,.,.
057916048,77,81,88,.,.,.
057916049,73,77,91,.,.,.
057916050,76,78,94,.,.,.
057916051,94,95,98,.,.,.
057916052,70,72,89,.,.,.
057916101,-1,-1,-1,.,.,.
057916102,-1,-1,-1,.,.,.
057916103,-1,-1,-1,.,.,.
057916104,-1,-1,-1,.,.,.
057916105,-1,-1,-1,.,.,.
057916106,-1,-1,-1,.,.,.
057916107,-1,-1,-1,.,.,.
057916108,-1,-1,-1,.,.,.
057916109,-1,-1,-1,.,.,.
057916110,-1,-1,-1,.,.,.
057916111,-1,-1,-1,.,.,.
057916112,-1,-1,-1,.,.,.
057916113,-1,-1,-1,.,.,.
057916114,-1,-1,-1,.,.,.
057916115,-1,-1,-1,.,.,.
057916116,-1,-1,-1,.,.,.
057916117,-1,-1,-1,.,.,.
057916118,-1,-1,-1,.,.,.
057916119,-1,-1,-1,.,.,.
057916120,-1,-1,-1,.,.,.
057916121,-1,-1,-1,.,.,.
057916122,-1,-1,-1,.,.,.
057916123,-1,-1,-1,.,.,.
057916124,-1,-1,-1,.,.,.
057916125,-1,-1,-1,.,.,.
057916126,-1,-1,-1,.,.,.
057916127,-1,-1,-1,.,.,.
057916128,-1,-1,-1,.,.,.
057916129,-1,-1,-1,.,.,.
057916130,-1,-1,-1,.,.,.
057916131,-1,-1,-1,.,.,.
057916132,-1,-1,-1,.,.,.
057916133,-1,-1,-1,.,.,.
057916134,-1,-1,-1,.,.,.
057916135,-1,-1,-1,.,.,.
057916137,-1,-1,-1,.,.,.
057916141,-1,-1,-1,.,.,.
057916142,-1,-1,-1,.,.,.
057916143,-1,-1,-1,.,.,.
057916144,-1,-1,-1,.,.,.
057916145,-1,-1,-1,.,.,.
057919101,-1,-1,-1,.,.,.
057920002,10,12,50,731,14.7,57.1
057920009,-1,-1,-1,.,.,-1
057920042,-1,-1,-1,.,.,.
057920101,-1,-1,-1,.,.,.
057920102,-1,-1,-1,.,.,.
057920104,-1,-1,-1,.,.,.
057920108,-1,-1,-1,.,.,.
057920111,-1,-1,-1,.,.,.
057920112,-1,-1,-1,.,.,.
057922001,85,86,97,1119,23.3,87.5
057922007,.,.,.,.,.,.
057922042,-1,-1,-1,.,.,.
057922043,-1,-1,-1,.,.,.
057922044,-1,-1,-1,.,.,.
057922101,-1,-1,-1,.,.,.
057922102,-1,-1,-1,.,.,.
057922103,-1,-1,-1,.,.,.
057922105,-1,-1,-1,.,.,.
057922106,-1,-1,-1,.,.,.
057922107,-1,-1,-1,.,.,.
057922108,-1,-1,-1,.,.,.
057922109,-1,-1,-1,.,.,.
057922110,-1,-1,-1,.,.,.
057922111,-1,-1,-1,.,.,.
058902001,89,89,-4,-1,19.8,80
058905001,67,67,92,-1,21.3,54.5
058906001,42,45,74,935,18.7,36.9
058906041,-1,-1,-1,.,.,.
058906103,-1,-1,-1,.,.,.
058906105,-1,-1,-1,.,.,.
058909001,88,86,88,-1,20.3,50
059901001,44,47,72,1093,19.2,41.8
059901040,.,.,.,.,.,.
059901042,-1,-1,-1,.,.,.
059901101,-1,-1,-1,.,.,.
059901102,-1,-1,-1,.,.,.
059901103,-1,-1,-1,.,.,.
059901104,-1,-1,-1,.,.,.
059901106,-1,-1,-1,.,.,.
059902101,-1,-1,-1,.,.,.
060902001,76,81,88,982,21.4,63.5
060902041,-1,-1,-1,.,.,.
060902101,-1,-1,-1,.,.,.
060914001,45,45,91,.,17.6,66.7
060914102,-1,-1,-1,.,.,.
061802001,56,50,89,.,.,0
061802002,-1,-1,-1,-1,-1,53.3
061901002,71,73,88,1010,20.7,61.4
061901003,65,68,85,1035,21.7,68.8
061901005,.,.,.,.,.,.
061901006,-1,-1,-1,.,.,.
061901039,-1,-1,-1,778,-1,52.9
061901040,-4,-1,-4,.,.,.
061901041,-1,-1,-1,.,.,.
061901044,-1,-1,-1,.,.,.
061901045,-1,-1,-1,.,.,.
061901046,-1,-1,-1,.,.,.
061901102,-1,-1,-1,.,.,.
061901104,-1,-1,-1,.,.,.
061901105,-1,-1,-1,.,.,.
061901106,-1,-1,-1,.,.,.
061901107,-1,-1,-1,.,.,.
061901108,-1,-1,-1,.,.,.
061901109,-1,-1,-1,.,.,.
061901110,-1,-1,-1,.,.,.
061901111,-1,-1,-1,.,.,.
061901112,-1,-1,-1,.,.,.
061901113,-1,-1,-1,.,.,.
061901114,.,.,.,.,.,.
061901115,-1,-1,-1,.,.,.
061901116,-1,-1,-1,.,.,.
061901117,-1,-1,-1,.,.,.
061902001,40,38,71,1022,20.6,72.8
061902002,81,82,97,1098,22.7,96.2
061902004,70,71,92,1106,21.3,75.9
061902005,29,17,-4,.,.,0
061902007,-1,-1,-1,.,.,.
061902008,74,75,94,1072,21.4,94.7
061902009,89,90,96,.,.,.
061902010,90,90,99,1117,23.2,94.5
061902042,-1,-1,-1,.,.,.
061902044,-1,-1,-1,.,.,.
061902045,-1,-1,-1,.,.,.
061902046,-1,-1,-1,.,.,.
061902047,-1,-1,-1,.,.,.
061902048,-1,-1,-1,.,.,.
061902049,-1,-1,-1,.,.,.
061902050,-1,-1,-1,.,.,.
061902052,-1,-1,-1,.,.,.
061902053,-1,-1,-1,.,.,.
061902054,-1,-1,-1,.,.,.
061902055,-1,-1,-1,.,.,.
061902056,-1,-1,-1,.,.,.
061902101,-1,-1,-1,.,.,.
061902102,-1,-1,-1,.,.,.
061902104,-1,-1,-1,.,.,.
061902105,-1,-1,-1,.,.,.
061902106,-1,-1,-1,.,.,.
061902107,-1,-1,-1,.,.,.
061902108,-1,-1,-1,.,.,.
061902109,-1,-1,-1,.,.,.
061902110,-1,-1,-1,.,.,.
061902111,-1,-1,-1,.,.,.
061902112,-1,-1,-1,.,.,.
061902113,-1,-1,-1,.,.,.
061902114,-1,-1,-1,.,.,.
061902115,-1,-1,-1,.,.,.
061902116,-1,-1,-1,.,.,.
061902117,-1,-1,-1,.,.,.
061902118,-1,-1,-1,.,.,.
061902119,-1,-1,-1,.,.,.
061902120,-1,-1,-1,.,.,.
061902121,-1,-1,-1,.,.,.
061902122,-1,-1,-1,.,.,.
061902123,-1,-1,-1,.,.,.
061902124,-1,-1,-1,.,.,.
061902125,-1,-1,-1,.,.,.
061902126,-1,-1,-1,.,.,.
061902127,-1,-1,-1,.,.,.
061902128,-1,-1,-1,.,.,.
061902129,-1,-1,-1,.,.,.
061902130,-1,-1,-1,.,.,.
061902131,-1,-1,-1,.,.,.
061902132,-1,-1,-1,.,.,.
061902133,-1,-1,-1,.,.,.
061902134,-1,-1,-1,.,.,.
061902135,-1,-1,-1,.,.,.
061902136,-1,-1,-1,.,.,.
061902138,-1,-1,-1,.,.,.
061902139,-1,-1,-1,.,.,.
061903001,68,74,87,1013,21,68.6
061903041,-1,-1,-1,.,.,.
061903101,-1,-1,-1,.,.,.
061903102,-1,-1,-1,.,.,.
061905001,70,71,89,1047,21.7,67.8
061905041,-1,-1,-1,.,.,.
061905101,-1,-1,-1,.,.,.
061905102,-1,-1,-1,.,.,.
061906001,60,62,85,1024,20.6,43.8
061906101,-1,-1,-1,.,.,.
061907001,66,66,93,911,16.6,52.5
061907041,-1,-1,-1,.,.,.
061907042,-1,-1,-1,.,.,.
061907101,-1,-1,-1,.,.,.
061908001,52,53,86,976,21.5,56.6
061908003,-1,-1,-1,.,.,0
061908041,-1,-1,-1,.,.,.
061908101,-1,-1,-1,.,.,.
061908102,-1,-1,-1,.,.,.
061908103,.,.,.,.,.,.
061910001,85,86,96,1106,21.5,77.3
061910041,-1,-1,-1,.,.,.
061910101,-1,-1,-1,.,.,.
061911001,59,59,91,1019,22.3,64.6
061911003,31,20,77,.,.,.
061911042,-1,-1,-1,.,.,.
061911043,-1,-1,-1,.,.,.
061911044,-1,-1,-1,.,.,.
061911101,-1,-1,-1,.,.,.
061911102,-1,-1,-1,.,.,.
061911106,-1,-1,-1,.,.,.
061911107,-1,-1,-1,.,.,.
061911108,-1,-1,-1,.,.,.
061911109,-1,-1,-1,.,.,.
061911110,-1,-1,-1,.,.,.
061911111,-1,-1,-1,.,.,.
061912001,58,59,89,1007,21.3,68.9
061912041,-1,-1,-1,.,.,.
061912101,-1,-1,-1,.,.,.
061912102,-1,-1,-1,.,.,.
061912103,-1,-1,-1,.,.,.
061912104,-1,-1,-1,.,.,.
061914001,52,53,88,979,19.1,51.8
061914002,.,.,.,.,.,.
061914041,-1,-1,-1,.,.,.
061914101,.,.,.,.,.,.
061914102,-1,-1,-1,.,.,.
061914103,-1,-1,-1,.,.,.
061914104,-1,-1,-1,.,.,.
061914105,-1,-1,-1,.,.,.
062901001,60,64,85,1066,21,57.3
062901002,-1,-1,-1,.,.,.
062901041,-1,-1,-1,.,.,.
062901101,-1,-1,-1,.,.,.
062901104,-1,-1,-1,.,.,.
062901199,60,64,85,.,.,.
062902001,50,50,80,-1,.,40
062903001,60,62,84,1013,20.3,50
062903002,.,.,.,.,.,.
062903041,-1,-1,-1,.,.,.
062903102,-1,-1,-1,.,.,.
062903103,-1,-1,-1,.,.,.
062904001,55,57,76,937,19.9,48.1
062904041,-1,-1,-1,.,.,.
062904102,-1,-1,-1,.,.,.
062905101,-1,-1,-1,.,.,.
062906101,-1,-1,-1,.,.,.
063903001,74,79,83,-1,18.5,55.6
063906001,-4,-4,-4,.,21.1,93.8
064903001,39,39,77,865,16.6,51.6
064903041,-1,-1,-1,.,.,.
064903101,-1,-1,-1,.,.,.
064903102,-1,-1,-1,.,.,.
064903103,-1,-1,-1,.,.,.
064903104,-1,-1,-1,.,.,.
065901001,63,65,90,-1,21.6,76.9
065901041,-1,-1,-1,.,.,.
065901101,-1,-1,-1,.,.,.
065902001,62,62,-4,-1,20.7,62.5
066005101,-1,-1,-1,.,.,.
066901001,50,56,81,-1,17,96
066901041,-1,-1,-1,.,.,.
066902001,50,50,79,-1,16.6,49.5
066902041,-1,-1,-1,.,.,.
066902101,-1,-1,-1,.,.,.
066902102,-1,-1,-1,.,.,.
066903002,28,34,64,-1,17.8,79.7
066903004,.,.,.,.,.,.
066903042,-1,-1,-1,.,.,.
066903102,-1,-1,-1,.,.,.
067902001,71,72,96,1024,20.1,41.7
067902004,25,-1,50,.,.,0
067902041,-1,-1,-1,.,.,.
067902101,-1,-1,-1,.,.,.
067903001,52,53,85,1017,21.6,44.9
067903041,-1,-1,-1,.,.,.
067903101,-1,-1,-1,.,.,.
067904001,56,56,96,-1,16.9,73.7
067904101,-1,-1,-1,.,.,.
067907001,44,42,96,991,20.3,78.9
067907041,-1,-1,-1,.,.,.
067907101,-1,-1,-1,.,.,.
067908001,64,70,90,-1,-1,37.5
067908101,-1,-1,-1,.,.,.
068801001,17,13,55,.,.,0
068901002,-1,-1,-1,1001,22.1,44.6
068901003,-1,-1,-1,947,21,46.1
068901004,.,.,.,.,.,.
068901005,-1,-1,-1,.,.,.
068901006,9,5,53,.,.,0
068901007,20,-1,-1,.,.,.
068901008,31,32,69,826,-1,4.2
068901042,43,46,75,.,.,.
068901043,63,65,88,.,.,.
068901044,45,49,76,.,.,-1
068901045,59,65,86,.,.,.
068901046,67,69,89,.,.,.
068901047,47,50,75,.,.,.
068901101,-1,-1,-1,.,.,.
068901102,-1,-1,-1,.,.,.
068901103,-1,-1,-1,.,.,.
068901104,-1,-1,-1,.,.,.
068901105,-1,-1,-1,.,.,.
068901106,.,.,.,.,.,.
068901107,-1,-1,-1,.,.,.
068901110,-1,-1,-1,.,.,.
068901111,-1,-1,-1,.,.,.
068901112,-1,-1,-1,.,.,.
068901113,-1,-1,-1,.,.,.
068901114,-1,-1,-1,.,.,.
068901115,.,.,.,.,.,.
068901116,-1,-1,-1,.,.,.
068901117,-1,-1,-1,.,.,.
068901118,-1,-1,-1,.,.,.
068901119,-1,-1,-1,.,.,.
068901121,-1,-1,-1,.,.,.
068901122,-1,-1,-1,.,.,.
068901123,-1,-1,-1,.,.,.
068901124,-1,-1,-1,.,.,.
068901125,-1,-1,-1,.,.,.
068901126,-1,-1,-1,.,.,.
068901127,-1,-1,-1,.,.,.
068901128,-1,-1,-1,.,.,.
068901129,-1,-1,-1,.,.,.
068901130,-1,-1,-1,.,.,.
068901191,.,.,.,.,.,.
069901001,52,58,85,966,18.7,50
069901002,.,.,.,.,.,.
069901101,-1,-1,-1,.,.,.
069902001,45,47,89,.,22.1,46.7
069902101,-1,-1,-1,.,.,.
070801001,38,45,81,-1,-1,27.3
070901001,50,71,64,910,-1,42.1
070903002,54,58,80,1035,19.5,59.4
070903042,-1,-1,-1,.,.,.
070903043,-1,-1,-1,.,.,.
070903101,-1,-1,-1,.,.,.
070903102,-1,-1,-1,.,.,.
070903103,-1,-1,-1,.,.,.
070903104,-1,-1,-1,.,.,.
070903105,-1,-1,-1,.,.,.
070903106,.,.,.,.,.,.
070905002,43,45,82,948,23.2,38.8
070905041,-1,-1,-1,.,.,.
070905103,-1,-1,-1,.,.,.
070905104,-1,-1,-1,.,.,.
070905105,-1,-1,-1,.,.,.
070907001,56,57,92,-1,18.7,60
070907101,-1,-1,-1,.,.,.
070908001,67,68,88,1010,21.1,74.2
070908042,-1,-1,-1,.,.,.
070908043,-1,-1,-1,.,.,.
070908103,-1,-1,-1,.,.,.
070908104,-1,-1,-1,.,.,.
070908105,-1,-1,-1,.,.,.
070908106,-1,-1,-1,.,.,.
070909001,54,54,83,-1,-1,50
070910001,52,50,90,896,18.6,52.2
070910041,-1,-1,-1,.,.,.
070910042,-1,-1,-1,.,.,.
070910101,-1,-1,-1,.,.,.
070911001,72,73,96,982,20.4,56.8
070911041,-1,-1,-1,.,.,.
070911101,-1,-1,-1,.,.,.
070911102,-1,-1,-1,.,.,.
070911103,-1,-1,-1,.,.,.
070911104,-1,-1,-1,.,.,.
070911105,-1,-1,-1,.,.,.
070912001,69,70,92,.,.,.
070912002,-1,-1,-1,976,20.5,66.3
070912041,-1,-1,-1,.,.,.
070912042,-1,-1,-1,.,.,.
070912104,-1,-1,-1,.,.,.
070912106,-1,-1,-1,.,.,.
070912107,-1,-1,-1,.,.,.
070912108,-1,-1,-1,.,.,.
070912109,.,.,.,.,.,.
070915001,55,57,92,984,20.3,80.4
070915041,-1,-1,-1,.,.,.
070915042,-1,-1,-1,.,.,.
070915101,-1,-1,-1,.,.,.
071801001,-1,-1,-1,.,-1,-2
071803001,40,-1,60,.,.,0
071804001,24,-3,80,861,.,12.2
071804002,26,6,50,.,.,.
071805001,-1,-1,-1,.,.,.
071805041,6,13,63,.,.,.
071901001,43,44,83,827,19.3,59.9
071901002,33,37,66,821,16.3,42.4
071901004,39,45,67,.,.,.
071901041,-1,-1,-1,.,.,.
071901042,-1,-1,-1,.,.,.
071901043,-1,-1,-1,.,.,.
071901101,-1,-1,-1,.,.,.
071901102,-1,-1,-1,.,.,.
071901103,-1,-1,-1,.,.,.
071901104,-1,-1,-1,.,.,.
071901105,-1,-1,-1,.,.,.
071902001,29,30,70,892,20.1,58.5
071902002,20,21,57,833,19.2,59.5
071902003,25,26,53,825,16.2,37.2
071902004,46,47,84,917,19.5,58.6
071902005,44,45,77,1036,23.2,73.1
071902006,42,44,73,881,20.7,45.8
071902008,32,33,66,873,20.2,38
071902009,24,25,70,798,17.2,58.9
071902010,57,58,88,1021,22.6,73
071902011,95,95,-4,994,21.1,86.1
071902012,56,58,83,945,20.5,63.3
071902020,.,.,.,-1,.,10
071902022,-3,-1,11,.,.,0
071902025,86,-1,86,.,.,.
071902027,-1,-1,-1,.,.,.
071902032,.,.,.,.,.,.
071902040,.,.,.,.,.,.
071902041,-1,-1,-1,.,.,.
071902042,-1,-1,-1,.,.,.
071902043,-1,-1,-1,.,.,.
071902044,-1,-1,-1,.,.,.
071902045,-1,-1,-1,.,.,.
