,per_pupil_exp,per_pupil_instruction,per_pupil_leadership
015907127,4608,3485,352
015907129,4438,3429,282
015907131,5067,3726,505
015907132,4177,3107,364
015907134,4546,3569,274
015907135,4091,3119,281
015907136,4853,3668,357
015907137,5417,4110,409
015907139,4985,3836,388
015907140,5035,3695,457
015907141,4939,3746,321
015907143,5637,4155,457
015907144,5600,4131,427
015907145,5805,4240,522
015907146,5306,3947,451
015907147,4408,3350,315
015907148,4641,3584,324
015907149,5191,3895,386
015907150,5045,3895,340
015907153,6419,4716,458
015907155,4516,3467,335
015907156,4890,3686,393
015907157,4328,3345,267
015907158,5136,3835,410
015907159,6242,4468,476
015907160,4598,3456,328
015907161,4004,3062,274
015907162,6715,5012,490
015907164,4503,3499,267
015907165,4337,3372,284
015907167,4558,3464,339
015907168,4248,3235,333
015907169,5150,3888,387
015907170,5254,3832,452
015907171,6056,4461,483
015907172,5288,3982,414
015907173,4304,3243,355
015907174,4904,3713,359
015907175,4013,3047,294
015907176,4978,3737,373
015907179,5951,4509,365
015907180,40283,26376,5635
015907182,4055,3497,208
015907184,13475,12514,1
015907185,8207,7591,1
015907186,10947,10059,1
015907191,7527,6668,1
015907193,18109,16869,2
015907194,.,.,.
015907195,4313,3547,173
015907200,.,.,.
015907201,.,.,.
015908001,5204,3575,321
015908002,8082,5252,573
015908037,.,.,.
015908038,7871,5639,1811
015908039,15098,8888,2924
015908041,6143,4377,390
015908042,6470,4265,511
015908043,5564,3817,406
015908101,5632,3944,372
015908104,5919,4240,352
015908105,5862,4170,340
015908106,5164,3628,309
015908107,5646,3953,362
015908108,5538,4079,382
015908109,6998,5077,482
015908110,5205,3676,355
015908111,4566,3263,318
015908112,5018,3435,297
015909001,5493,3847,319
015909002,.,.,.
015909003,.,.,.
015909041,4861,3385,409
015909101,6349,4860,523
015909102,3113,2488,270
015909103,70,5,57
015910001,5112,3716,385
015910002,4217,3066,321
015910003,4729,3457,377
015910004,5109,3659,450
015910005,4265,3107,329
015910006,13102,7981,2427
015910007,3971,2763,281
015910008,9482,5502,1968
015910009,3667,2667,619
015910011,9074,8023,0
015910012,55287,35874,10959
015910022,6786,6786,0
015910041,4826,3439,428
015910042,5450,3834,553
015910043,5495,3985,438
015910044,4500,3093,467
015910045,4277,2969,386
015910046,4632,3157,478
015910047,4135,2944,339
015910048,4402,3148,383
015910049,3907,2880,301
015910050,3271,2375,294
015910053,51406,34632,3870
015910054,.,.,.
015910055,.,.,.
015910070,25615,24335,0
015910071,11703,10724,0
015910074,16256,8217,4466
015910075,29769,22309,3410
015910101,4445,3152,398
015910102,4017,3076,292
015910103,5195,3910,371
015910104,4562,3272,382
015910105,5226,3749,395
015910106,3961,2916,296
015910107,4114,2878,380
015910108,3923,2801,388
015910109,5742,4126,485
015910110,4449,3188,403
015910111,4358,3323,276
015910112,5411,3987,448
015910113,4433,3111,406
015910114,4361,3246,359
015910115,4601,3249,433
015910116,6037,4403,497
015910117,4182,3074,337
015910118,3928,2924,337
015910119,4355,3071,418
015910120,3824,2932,288
015910121,4325,3176,328
015910122,3382,2475,314
015910123,4427,3287,349
015910124,3921,2994,283
015910125,4538,3408,401
015910126,3852,2961,269
015910127,3999,2957,357
015910128,3815,2969,266
015910129,4210,3246,251
015910130,4519,3476,273
015910131,4607,3555,279
015910132,48168,35112,8270
015910133,3451,2584,259
015910134,3792,2847,265
015910135,3412,2500,279
015911001,4844,3158,259
015911004,11000,11000,0
015911005,6516,4233,1496
015911041,4642,2953,345
015911042,4511,3018,301
015911043,4686,3036,315
015911101,4492,3101,268
015911102,4194,2918,263
015911103,4309,2942,258
015911104,4806,3299,314
015911105,6175,3969,609
015912001,5040,3838,256
015912003,.,.,.
015912004,60028,43205,9624
015912041,5154,3746,521
015912042,5252,3798,433
015912043,7431,5009,1212
015912044,4901,3520,469
015912101,5252,3560,444
015912102,4388,3131,386
015912103,4225,3107,297
015912104,5103,3506,502
015912105,4227,2988,343
015912106,4075,2911,310
015912107,4688,3405,352
015912108,4925,3754,343
015912109,5256,3781,424
015913001,10062,7455,743
015913101,7226,5712,483
015914001,9198,6436,846
015914101,5738,4670,441
015915001,4355,3375,312
015915002,4318,3411,264
015915003,4538,3452,327
015915004,23070,16139,2615
015915005,3883,3034,245
015915006,4413,3213,372
015915007,3961,3010,272
015915008,15081,9514,2752
015915011,8811,5525,1348
015915013,26832,21024,1561
015915015,.,.,.
015915016,3781,2956,240
015915020,4007,3549,285
015915039,4585,4585,0
015915041,4835,3698,322
015915042,5099,3833,385
015915043,5125,3829,355
015915044,4611,3527,284
015915045,4482,3552,223
015915046,4848,3659,320
015915047,4328,3355,238
015915048,4239,3267,251
015915049,4491,3426,259
015915050,4074,3142,200
015915051,4169,3185,229
015915052,3889,2978,238
015915061,31527,19199,6156
015915062,21361,14797,3409
015915101,5268,3830,390
015915102,5393,3966,318
015915103,4170,3205,260
015915104,4433,3284,367
015915105,4787,3605,329
015915106,4372,3211,329
015915108,5014,3823,261
015915109,4363,3475,249
015915111,4970,3747,354
015915112,4936,3689,405
015915113,6571,4556,661
015915114,4419,3287,250
015915115,4787,3697,255
015915116,4879,3658,314
015915117,5041,3812,330
015915118,4462,3451,254
015915119,5067,3940,283
015915121,63305,51011,4652
015915122,5081,3868,322
015915123,6010,4207,461
015915124,4339,3250,268
015915125,4381,3388,238
015915127,11177,11105,13
015915128,4213,3250,251
015915129,13037,12061,160
015915131,4948,3683,333
015915132,4746,3767,243
015915133,19309,18719,74
015915134,5388,4028,348
015915135,4126,3174,231
015915136,4669,3638,261
015915137,11901,11073,9
015915138,3986,3097,205
015915139,23528,19990,687
015915140,15576,13620,225
015915142,16033,13495,200
015915143,4392,3409,262
015915144,3820,3029,210
015915145,4277,3262,258
015915149,4128,3184,228
015915150,4410,3411,247
015915151,4225,3268,245
015915152,4991,3668,351
015915153,22112,20001,34
015915156,4568,3517,234
015915157,4603,3530,297
015915158,4395,3335,272
015915159,7757,6755,101
015915160,3883,2954,241
015915161,3839,2961,250
015915162,4712,3581,370
015915163,44707,32053,8727
015915165,4337,3361,240
015915201,.,.,.
015915202,3801,3799,2
015915250,5681,5096,5
015916001,4677,3223,373
015916002,3291,2508,272
015916003,4544,4106,258
015916004,5204,4146,922
015916005,8556,5687,1214
015916006,8824,8824,0
015916041,4611,3387,321
015916042,4346,3404,244
015916043,3897,3024,235
015916101,4974,3687,373
015916102,4419,3550,266
015916103,4453,3516,335
015916104,3913,3061,322
015916105,4806,3754,310
015916106,5087,4041,376
015916107,3323,2679,233
015916109,4407,3303,442
015916110,4080,3137,371
015916111,3823,3119,263
015916112,4601,3786,213
015916113,3838,3019,252
015917001,5095,3742,307
015917002,11999,7877,2139
015917003,10000,10000,0
015917041,4091,3047,262
015917102,4057,3033,273
015917103,4949,3516,425
015917104,4193,3076,362
016901001,5125,3983,422
016901041,4139,3505,278
016901101,4870,4106,375
016902001,5527,4245,444
016902041,5837,4786,547
016902101,4375,3769,253
017901001,13748,7487,773
018901001,13679,11844,390
018901041,824,141,387
018901101,963,238,241
018901103,517,97,221
018902001,5496,3640,356
018902101,3942,3071,275
018903001,6656,4530,465
018904001,8171,4545,521
018904041,3504,3435,12
018904101,4627,3308,500
018905001,4742,3534,221
018906001,6494,4421,332
018907001,6069,4094,248
018908001,6844,4492,247
019802001,3124,2178,528
019901001,5660,4242,299
019901041,5195,3940,499
019901102,3913,3237,204
019902002,6247,3930,385
019902041,5600,3896,344
019902102,4209,3071,224
019903001,4303,3421,362
019905001,6501,4239,402
019905041,5063,3666,311
019905101,4219,2987,279
019906001,6277,3672,434
019906041,5242,3269,456
019906101,4473,3402,231
019906102,4172,3030,313
019907002,4782,2967,403
019907003,2198,2195,2
019907042,4044,2702,331
019907043,3801,2557,391
019907103,18272,12894,1632
019907105,3274,2156,337
019907107,3104,2109,230
019907108,3244,2315,287
019907109,3517,2319,301
019907111,2936,2025,342
019907113,3438,2501,240
019907115,3784,2414,468
019908001,5918,3545,438
019908002,9492,5813,1497
019908003,2933,2226,502
019908041,5045,3507,285
019908101,4532,3179,232
019908102,3936,2618,307
019908103,4155,2955,257
019909001,5259,4224,297
019909101,3780,3041,236
019909200,.,.,.
019910101,4997,3261,477
019911041,3283,2700,139
019911101,3979,3134,204
019912001,5322,3278,404
019912041,4067,2585,287
019912102,3986,2766,279
019913101,5715,4386,236
019914101,5893,3708,674
020901001,4402,3173,270
020901041,4130,3092,236
020901042,5640,4106,419
020901043,4763,3553,260
020901044,6460,4017,1237
020901101,4032,3119,317
020901102,4008,3128,223
020901103,3663,2930,229
020901104,4025,2975,376
020901105,3096,2544,189
020901106,3598,2942,240
020901107,3797,2874,337
020901108,3291,2613,212
020901109,3217,2611,225
020901200,8199,6805,947
020902001,4212,3059,245
020902002,6594,5272,1060
020902003,15277,13599,1245
020902004,.,.,.
020902041,4396,3155,355
020902042,4852,3366,346
020902101,2544,2066,171
020902102,5790,4196,239
020902103,4451,3244,240
020902104,3864,2938,211
020902108,4640,3527,212
020902109,4374,3298,216
020904001,6605,4387,344
020904041,6521,4154,581
020904101,4219,3338,231
020905001,4914,3721,490
020905002,3632,2840,327
020905004,7211,4905,1544
020905041,4921,3895,473
020905042,4513,3606,383
020905043,3835,3060,291
020905101,4830,3904,391
020905102,3817,3187,266
020905104,4343,3582,296
020905106,5140,4332,494
020905107,3870,3216,241
020905108,4154,3494,342
020905109,4070,3342,321
020905110,3655,3073,235
020905111,4124,3441,312
020905113,4102,3364,317
020905114,3793,3157,276
020905115,3589,2953,274
020905116,1519,1164,16
020906002,5589,4051,505
020906003,.,.,.
020906041,4896,3765,435
020906104,4581,3874,332
020907001,4282,3182,394
020907005,.,.,.
020907042,4726,3629,327
020907101,2858,2279,166
020907102,3339,2726,225
020907103,4013,3032,354
020907104,4022,2869,403
020907106,3758,2961,239
020908001,4307,3225,238
020908002,.,.,.
020908041,4940,3932,291
020908042,3696,2865,246
020908101,4550,3736,351
020908102,3987,3215,308
020908103,3856,3002,313
020908104,3988,3285,263
020908105,3779,3117,238
020908106,4709,3684,443
020908107,3272,2624,244
020908108,3236,2644,225
020908109,3300,2640,274
020910101,5228,3226,715
021802001,4428,2809,672
021803001,4200,2837,69
021901001,4946,3175,271
021901002,16115,10153,2937
021901041,4669,3224,332
021901101,4822,3531,272
021901102,4922,3629,293
021901104,5459,4094,303
021901105,4206,3101,264
021901107,3876,2849,249
021901201,4648,3250,344
021901202,4312,3021,294
021902001,4942,3462,299
021902011,10336,9285,25
021902012,11091,7936,1649
021902013,11639,11294,18
021902041,5533,3940,363
021902045,5208,3750,335
021902046,4669,3393,291
021902101,5842,4076,339
021902103,4691,3200,320
021902105,5349,3578,372
021902106,4672,3274,313
021902107,5270,3525,320
021902108,5104,3490,331
021902109,5289,3641,331
021902110,5956,4198,306
021902112,5516,3717,382
021902113,5739,3907,418
021902114,4540,3239,285
021902115,5652,3725,347
021902116,3591,2205,320
021902117,4484,3141,267
021902118,4439,2952,297
021902119,4450,2944,288
022004001,6030,4518,0
022004101,5587,4063,481
022901001,6724,4685,388
022901041,4979,3463,388
022901101,4430,3210,250
022901102,3551,3080,283
022902001,7852,6563,632
022903101,24266,15889,3292
023902001,6513,4344,276
024801101,5042,2464,974
024901001,5370,3773,449
024901041,4375,3412,399
024901101,3589,3000,269
024901103,4004,3522,319
025901001,6611,4899,468
025901002,.,.,.
025901003,.,.,.
025901041,4069,2864,398
025901101,3960,3119,182
025901160,.,.,.
025901161,.,.,.
025902001,4756,3593,241
025902002,2590,1642,336
025902041,4865,3762,235
025902042,10098,8233,1030
025902101,3831,2768,375
025902105,3903,3116,261
025902106,3475,2759,194
025902107,3595,2986,203
025902108,3792,2932,216
025902109,3887,3100,334
025904001,6901,5756,391
025904101,3683,3073,194
025904160,.,.,.
025905001,4309,3423,453
025905101,4267,3474,432
025906001,4611,3861,347
025906101,4801,3908,433
025906160,.,.,.
025908001,6701,5025,447
025908101,4992,3970,385
025909001,4938,3529,498
025909041,5317,3844,508
025909101,3861,2639,376
025909102,4103,3060,322
026901001,4606,3264,385
026901003,.,.,.
026901041,3883,3132,324
026901042,4271,3381,449
026901101,3457,2918,271
026902001,6390,4580,474
026902005,.,.,.
026902041,6880,4770,715
026902101,4704,3710,263
026903002,10369,6003,527
026903003,.,.,.
026903101,3339,2723,252
027903001,5639,3746,327
027903003,.,.,.
027903041,4170,3212,237
027903101,4149,3165,280
027903102,4673,3493,369
027903104,4323,3185,411
027904001,5068,3715,381
027904041,4187,3284,289
027904101,4262,3420,333
027904102,3889,3239,305
027904103,4414,3637,336
028902001,4788,3025,317
028902003,2014,1961,2
028902038,5923,3169,1446
028902040,4167,3928,0
028902041,4062,2801,376
028902043,5485,4869,0
028902046,833,715,0
028902101,4037,3030,291
028902102,3601,2493,390
028902103,3418,2529,259
028902104,4215,3206,293
028903001,4646,3727,361
028903041,4386,3654,423
028903101,3838,3380,227
028903102,4053,3454,245
028903103,2541,2157,289
028906001,4326,3523,398
029901001,4859,3618,365
029901003,6920,4557,2109
029901004,7274,6627,115
029901043,4065,3147,332
029901101,3413,2914,223
029901102,3652,3049,301
029901104,5314,3787,956
029901105,7044,4846,1271
029901107,4268,3357,377
030901001,4062,3602,347
030901101,4110,3658,328
030902001,5004,3404,393
030902041,5397,3807,434
030902101,4440,3429,171
030902102,7815,5680,844
030902103,4156,3094,207
030903001,4587,3351,309
030903101,4736,4118,348
030906001,8459,5178,496
030906041,4350,3355,463
030906101,4270,3430,286
031801001,3398,1329,97
031802001,3907,2576,580
031901001,4892,3433,312
031901002,5764,3941,348
031901003,5311,3483,328
031901004,5322,3437,365
031901007,4678,2937,370
031901033,14076,8186,2360
031901034,.,.,.
031901041,5582,3913,376
031901042,4571,3111,311
031901043,5418,3678,433
031901044,5163,3590,344
031901045,5056,3578,346
031901046,4980,3382,409
031901047,4737,3297,350
031901048,4918,3279,413
031901051,4205,2699,320
031901101,4097,2755,275
031901102,4313,2966,240
031901103,5913,4220,280
031901104,5395,3753,296
031901105,3646,2511,228
031901106,4887,3323,322
031901108,4291,2973,232
031901109,3955,2549,266
031901110,4657,3104,291
031901111,4474,2822,257
031901112,4762,3179,319
031901113,4400,3008,307
031901115,4196,2600,318
031901116,4063,2877,267
031901117,4768,3024,356
031901120,4267,3001,203
031901121,5005,3467,227
031901122,4996,3178,318
031901123,3964,2788,200
031901124,4435,3072,255
031901126,3453,2505,221
031901127,11412,6983,1054
031901128,3701,2693,212
031901129,4202,2952,293
031901130,3782,2537,296
031901131,4002,2605,295
031901132,3835,2621,272
031901133,3806,2570,274
031901134,3023,2066,221
031901135,3128,2237,155
031903001,5096,3581,281
031903002,5234,3494,313
031903003,8106,5522,632
031903041,4672,3349,307
031903042,4880,3540,287
031903043,5079,3484,353
031903044,4479,3283,270
031903102,4666,3585,386
031903103,3120,2347,201
031903104,4153,2940,426
031903105,4785,3508,419
031903106,3910,2857,346
031903107,5868,4423,467
031903108,3939,2768,410
031903109,3576,2751,262
031903110,3632,2568,347
031903111,3683,2831,238
031903112,3496,2576,312
031903114,3710,2510,358
031903116,2903,2185,188
031903117,4183,3176,262
031903118,60362,39390,5910
031903120,3665,2816,233
031905001,5839,4410,356
031905002,2,2,0
031905041,4889,3957,353
031905101,4533,3488,401
031905102,3715,3120,298
031905103,4302,3437,344
031905104,3384,2898,264
031906001,5633,3813,292
031906003,.,.,.
031906041,5244,3598,393
031906101,4719,3259,371
031906102,4594,3191,390
031906103,5014,3557,451
031906104,3930,2678,356
031906105,5791,3354,369
031906106,5240,3690,464
031909001,5663,3615,442
031909041,4318,2921,447
031909101,4225,3206,265
031909102,3827,3037,263
031911001,6097,3990,371
031911002,.,.,.
031911041,5216,3437,380
031911102,4067,3131,217
031911103,4548,3311,310
031912001,5126,3560,282
031912003,.,.,.
031912004,40981,33643,3
031912005,4500,4256,1
031912041,5625,3922,314
031912042,5254,3629,302
031912101,4303,3197,139
031912103,4195,3218,244
031912104,4865,3676,257
031912106,5279,3800,444
031912108,4563,3114,408
031912109,5267,3840,253
031912110,5470,3899,274
031912112,3760,2569,250
031912114,4181,2886,315
031912115,4365,3053,217
031912201,2873,2416,0
031913001,6915,5571,716
031913002,.,.,.
031913041,4677,3668,627
031913101,3482,2907,352
031914001,7274,4868,514
031914041,5454,3978,356
031914101,4201,3586,180
031916001,5961,3625,444
031916003,26088,18386,1733
031916004,6561,4050,469
031916005,7144,4541,508
031916007,.,.,.
031916008,.,.,.
032902002,5901,4604,330
032902041,3847,3109,303
032902103,4044,3288,250
032902104,3093,2599,136
033901001,4970,4129,416
033902001,6646,4499,477
033902002,10,.,0
033902041,4882,3652,494
033902101,3459,2974,248
033904001,6801,5312,474
033904101,6344,4765,657
033904102,4592,3853,295
034901001,5313,3180,382
034901002,13073,11737,0
034901042,4810,3065,437
034901106,4073,2960,223
034901107,4344,3208,235
034902001,5865,4690,496
034902101,3662,3164,340
034903001,6275,4233,421
034903041,4497,3285,516
034903101,3320,2859,190
034905002,5328,3797,422
034905041,4947,3947,285
034905102,4677,3901,283
034906001,4152,3307,268
034906041,3695,2865,366
034906101,3330,2873,207
034907001,6166,4187,357
034907041,4948,3482,465
034907101,3583,2825,222
034908102,7661,5262,618
034909001,6934,4915,398
034909101,4308,2792,360
035901001,6468,4617,492
035901041,4302,3542,260
035901102,4716,3249,256
035902001,6586,4982,425
035902101,4321,3579,368
035903001,5627,4375,390
036901001,7919,4408,629
036901002,2744,2744,0
036901003,6765,6765,0
036901004,10880,10880,0
036901041,6425,3648,571
036901101,4788,3442,246
036902001,6764,4278,445
036902002,.,.,.
036902003,.,.,.
036902004,.,.,.
036902041,5492,3877,460
036902101,5040,3778,301
036902301,4890,3808,280
036903001,7758,4646,405
036903002,.,.,.
036903003,.,.,.
036903041,5271,3555,495
036903101,4354,3204,238
037901001,8131,5823,609
037901041,3191,2595,436
037901101,3702,3089,343
037904002,5425,3239,341
037904004,10728,6763,1634
037904042,4361,3098,259
037904102,3808,2681,282
037904103,3640,2399,257
037904104,3681,2364,350
037904105,3839,2599,295
037904106,3711,2421,718
037907002,4988,3476,314
037907041,4582,3401,345
037907102,3400,2691,205
037907103,3178,2478,188
037908001,6157,4528,382
037909001,6515,5206,601
037909101,3612,3092,249
