,per_pupil_exp,per_pupil_instruction,per_pupil_leadership
015904047,7990,7461,149
015904048,.,.,.
015904101,5813,3698,59
015904102,5805,3914,59
015904103,6296,3802,62
015904104,6882,4594,70
015904105,6153,4016,59
015904106,5533,3615,53
015904107,5894,3816,61
015904108,6540,4205,68
015904109,6051,3967,61
015904110,6718,4121,70
015904111,6947,4602,80
015904113,5811,3863,61
015904114,7334,4764,71
015904115,59311,41961,1456
015904116,6341,4405,73
015904117,.,.,.
015905002,5982,4513,177
015905003,5887,4271,162
015905010,.,.,.
015905041,6167,4628,114
015905042,20720,15114,414
015905044,6062,4572,108
015905045,7382,5338,141
015905046,6735,5132,129
015905104,5214,3919,118
015905105,5316,4006,119
015905106,5863,4365,149
015905108,5268,3969,111
015905109,5483,4083,119
015905110,5300,3908,119
015905112,5080,3935,107
015905113,5225,4010,92
015905114,5691,4268,99
015905116,5769,4373,116
015905117,5693,4353,120
015905118,.,.,.
015906001,10897,6850,0
015906041,7631,5166,0
015906101,6933,4993,0
015907001,5816,4045,68
015907002,6441,4381,80
015907003,5977,4118,70
015907004,6202,4183,68
015907005,5846,4144,78
015907006,8203,5222,112
015907007,5948,4122,77
015907008,7329,4954,95
015907010,18298,10789,194
015907011,27352,20240,917
015907014,10082,6467,97
015907020,4620,4620,0
015907021,77755,21102,12277
015907041,5584,3600,69
015907042,8727,5338,122
015907043,6940,4469,92
015907046,7216,4386,88
015907047,6278,4063,68
015907049,5891,4164,70
015907050,5887,4009,77
015907051,6024,3792,66
015907052,6198,3997,77
015907053,6169,3996,68
015907054,5579,3772,62
015907055,5182,3436,53
015907057,5684,3811,67
015907058,6097,4072,69
015907059,6161,4098,70
015907061,6209,4166,64
015907063,26374,13504,319
015907064,30883,26936,635
015907101,5503,4102,77
015907102,7616,5489,79
015907103,5684,4169,69
015907105,5535,3964,57
015907106,6339,4603,82
015907107,6873,4817,77
015907108,5765,3997,58
015907109,6031,4099,66
015907110,6373,4507,71
015907111,5241,3734,47
015907112,5682,4256,59
015907114,6328,4488,99
015907115,6252,4579,75
015907116,5404,4018,60
015907117,6271,4467,80
015907118,6318,4556,72
015907119,6821,4820,68
015907121,5332,3821,60
015907123,6797,4767,81
015907124,5858,4158,63
015907125,5293,3878,50
015907126,5394,3985,55
015907127,7197,4845,78
015907129,4997,3761,59
015907131,7637,5447,79
015907132,5569,4039,70
015907134,5339,3939,54
015907135,5037,3735,52
015907136,5498,4119,60
015907137,5833,4193,65
015907139,6148,4712,67
015907140,5658,4038,54
015907141,5939,4384,79
015907142,6898,4205,97
015907143,6442,4364,58
015907144,6179,4594,88
015907145,7051,5014,90
015907146,6849,4889,80
015907147,5861,4217,62
015907148,5205,3776,50
015907149,5894,3896,60
015907150,5766,4255,76
015907153,6154,4416,74
015907155,5544,4057,63
015907156,6986,4913,83
015907157,5287,3824,55
015907158,6445,4310,63
015907159,7974,5718,100
015907160,6175,4778,74
015907161,5483,3890,53
015907162,6027,4499,77
015907164,5386,3915,68
015907165,6138,4481,72
015907167,5474,3913,55
015907168,5541,4063,62
015907169,6244,4673,79
015907170,6725,4515,60
015907171,8082,5531,112
015907172,5037,3637,56
015907173,5074,3819,45
015907174,7009,5349,90
015907175,5259,3927,47
015907176,6589,4844,75
015907179,5826,4156,67
015907180,71395,31948,499
015907182,5431,4866,76
015907184,7741,7635,35
015907186,23078,19020,2204
015907191,6521,6286,76
015907194,5453,5200,82
015907195,5189,4118,62
015907201,16915,16160,244
015907202,7516,6695,273
015907203,34104,27921,1224
015907214,.,.,.
015908001,5750,3755,75
015908002,8350,5165,80
015908037,.,.,.
015908038,394,389,0
015908039,22201,15504,262
015908041,7496,5456,101
015908042,7110,4834,86
015908043,5619,3728,89
015908044,.,.,.
015908101,7404,5062,92
015908104,5892,4105,73
015908105,7341,5088,94
015908106,5753,3956,70
015908107,6301,4366,79
015908108,6878,4679,85
015908109,7404,5188,79
015908110,6786,4507,75
015908112,5666,3776,81
015908113,5918,4241,78
015909001,6750,4605,151
015909003,.,.,.
015909041,5089,3684,112
015909101,4943,3623,84
015909103,4664,3437,42
015909104,5173,3746,95
015910001,7260,4962,154
015910002,5967,4221,112
015910003,5320,3721,78
015910004,6985,4922,149
015910005,5898,4152,111
015910006,770862,536880,28687
015910007,5267,3744,92
015910008,14391,8294,70
015910009,4454,3150,20
015910012,27075,17249,122
015910022,8655,8482,0
015910041,5444,3774,116
015910042,7261,4974,179
015910043,7148,5133,132
015910044,7899,5411,105
015910045,5837,3852,50
015910046,6143,4171,120
015910047,6090,4217,125
015910048,5141,3707,74
015910049,5569,3991,96
015910050,4697,3350,151
015910053,49894,37393,315
015910054,.,.,.
015910056,5088,3525,76
015910058,.,.,.
015910061,2891,2891,0
015910070,37203,29526,362
015910101,6197,4197,34
015910102,5398,3996,37
015910103,7224,5110,49
015910104,7381,5167,59
015910105,7846,5909,78
015910106,5762,4208,70
015910107,6770,5007,52
015910108,5799,4345,52
015910109,8826,6270,130
015910110,8103,5973,61
015910111,6661,4875,51
015910112,7440,5168,82
015910113,6188,4435,52
015910114,7748,5575,57
015910115,6137,4076,41
015910116,8923,6395,102
015910117,5926,4295,49
015910118,6258,4399,49
015910119,6766,4603,51
015910120,7045,5066,60
015910121,6583,4554,46
015910122,6930,4943,56
015910123,5818,4120,45
015910124,6061,4466,51
015910125,5202,3769,35
015910126,5461,4007,42
015910127,5957,4392,54
015910128,6962,5255,108
015910129,5630,4169,58
015910130,6419,4540,62
015910131,7885,5661,93
015910132,48611,32637,1655
015910133,5444,3987,56
015910134,5313,3938,49
015910135,5202,3830,36
015910136,5694,4244,57
015910137,5015,3657,34
015910138,5314,3824,55
015910139,5435,4013,46
015910140,5280,3860,48
015910141,4992,3811,42
015910142,5911,4217,55
015910143,4842,3496,38
015910160,.,.,.
015911001,6244,3907,109
015911004,7883,7883,0
015911005,10161,7557,131
015911041,5727,3936,128
015911042,5263,3523,119
015911043,5288,3418,110
015911044,.,.,.
015911101,5652,4031,111
015911102,6199,4141,136
015911103,7036,4638,154
015911104,5924,4101,129
015911105,7946,5611,200
015911106,5255,3624,129
015912001,5521,3730,6
015912003,.,.,.
015912041,5632,3921,5
015912042,6647,4610,6
015912044,5584,3917,5
015912101,5706,4232,6
015912102,5641,4012,5
015912103,5693,4239,6
015912104,5741,4170,5
015912105,6064,4367,5
015912106,6131,4499,6
015912107,5819,4180,6
015912108,5185,3785,5
015912109,5869,4147,5
015913001,12585,8592,0
015913101,8059,6057,0
015914001,9082,6271,0
015914101,6256,4888,94
015915001,6926,4709,155
015915002,5393,3687,132
015915003,5130,3451,126
015915004,33477,21988,4818
015915005,4986,3391,120
015915006,5974,3819,84
015915007,5240,3469,123
015915008,15638,9971,491
015915011,7951,5734,177
015915013,24563,16135,2100
015915016,4592,3090,94
015915019,4781,3120,119
015915020,6014,5503,148
015915022,5394,3214,136
015915035,.,.,.
015915039,9657,9657,0
015915041,5565,3656,167
015915042,6087,3949,165
015915043,5944,3860,183
015915044,6412,4427,162
015915045,5418,3539,175
015915046,5776,3799,142
015915047,4838,3445,133
015915048,5497,3732,139
015915049,5634,3915,139
015915050,4411,3024,109
015915051,4518,3104,119
015915052,4996,3339,139
015915053,5083,3291,156
015915054,4632,2918,137
015915061,28924,17389,927
015915062,36165,21385,2213
015915101,7060,4932,111
015915102,6329,4463,123
015915103,5635,4068,94
015915104,5935,3920,110
015915105,6819,4671,103
015915106,6365,4383,106
015915107,.,.,.
015915108,6664,4768,242
015915109,5442,3923,101
015915111,6152,4229,102
015915112,6082,4139,100
015915113,7319,4781,103
015915114,6315,4434,99
015915115,6125,4362,91
015915116,6249,4465,98
015915117,7014,4728,112
015915118,6139,4275,98
015915119,6179,4389,107
015915121,81893,64891,6232
015915122,7540,5255,124
015915123,6321,4291,92
015915124,6045,4263,169
015915125,5466,3972,139
015915128,5677,3976,93
015915130,.,.,.
015915131,6393,4452,93
015915132,5966,4226,113
015915133,15191,11311,3566
015915134,7299,5131,285
015915135,5373,3887,146
015915136,6407,4526,190
015915138,6118,4344,119
015915143,6046,4270,114
015915144,5548,3879,106
015915145,5298,3670,100
015915148,.,.,.
015915149,6057,4221,191
015915150,5805,4102,189
015915151,5565,3960,107
015915152,5057,3475,89
015915156,5249,3661,112
015915157,5703,3943,127
015915158,5889,4252,160
015915160,5608,3897,102
015915161,5019,3452,105
015915162,4963,3374,77
015915165,5822,3967,130
015915166,5699,3964,87
015915167,5279,3647,87
015915168,4946,3459,135
015915169,5663,3961,97
015915170,5289,3607,90
015915180,4864,3404,101
015915181,5639,3825,117
015915182,4864,3381,93
015915183,5089,3528,168
015915184,4790,3416,79
015915185,.,.,.
015915186,5046,3317,98
015915201,5120,2922,12
015915202,2112,1703,326
015915250,18460,13563,2940
015916001,5339,3807,95
015916003,5633,4178,82
015916004,8248,5597,284
015916005,23969,17119,338
015916006,.,.,.
015916008,8158,5573,100
015916041,5724,4164,108
015916042,5247,3888,100
015916043,5167,3736,87
015916044,4634,3413,79
015916101,5804,4153,126
015916102,5224,4039,109
015916103,5516,4095,84
015916104,4558,3641,79
015916105,5729,4218,104
015916106,6012,4646,140
015916107,4964,3908,82
015916109,4791,3698,76
015916110,5955,4471,136
015916111,5561,4325,108
015916112,5327,4108,103
015916113,4596,3593,85
015916114,4926,3939,76
015916115,5183,3990,101
015916116,.,.,.
015917001,5320,3678,47
015917002,24037,16319,422
015917003,5700,5700,0
015917041,4807,3547,56
015917102,6115,4036,62
015917103,6119,3934,89
015917104,5069,3698,74
015917105,5428,3747,61
015917106,5092,3643,34
016901001,7055,5341,0
016901041,5031,4095,0
016901101,6356,5498,0
016902001,6650,5104,69
016902041,5227,4114,61
016902101,4908,4328,53
017901001,18910,9238,18
018901001,5789,4013,6
018901041,4566,3938,7
018901101,4824,3564,5
018901103,4528,3944,7
018902001,7234,4928,0
018902101,5380,4141,0
018903001,8892,5799,0
018904001,11360,6512,0
018904041,1140,1064,0
018904101,5224,3657,0
018905001,8580,5599,0
018906001,8129,5815,130
018907001,8576,5346,0
018907002,.,.,.
018908001,12655,8791,68
019901001,7161,5297,0
019901002,.,.,.
019901041,6237,4844,0
019901102,5997,5011,0
019902002,7862,4528,38
019902041,6467,4236,40
019902102,6468,4544,32
019903001,5576,4143,0
019903002,.,.,.
019905001,7074,4567,92
019905002,.,.,.
019905041,6011,4502,94
019905101,4553,3494,64
019906001,8221,4526,22
019906041,6691,4263,41
019906101,5422,3995,21
019906102,5504,3892,27
019907002,6115,3802,11
019907003,2331,1889,0
019907004,45211,45211,0
019907042,4870,3416,20
019907105,4736,3339,14
019907107,6111,4376,9
019907108,6194,4378,28
019907109,4342,2932,12
019907111,4348,3028,4
019907113,4528,3310,19
019907115,6009,4192,19
019908001,7984,4687,82
019908002,9720,6105,12
019908003,6604,4517,1153
019908004,.,.,.
019908041,5659,3888,17
019908101,5544,4047,28
019908102,5095,3516,17
019908103,5713,4349,16
019909001,7926,6519,0
019909041,2941,2461,0
019909101,5512,4625,0
019909201,22215,21928,0
019910101,6737,4862,0
019911041,3669,2851,0
019911101,4392,3425,0
019912001,7666,4333,0
019912041,5477,3371,0
019912102,4908,3400,0
019913101,5842,4572,0
019914101,8103,5680,65
020901001,5362,3672,85
020901002,.,.,.
020901004,.,.,.
020901005,6673,5334,259
020901041,5158,3746,58
020901042,5329,3786,48
020901043,4875,3739,53
020901101,5439,3996,62
020901102,6828,5330,241
020901103,4779,3843,60
020901104,5588,4192,57
020901105,5352,4257,55
020901106,4832,3874,64
020901107,5701,4279,55
020901108,5526,4383,67
020901109,4573,3704,59
020901110,4478,3514,59
020901111,4914,3627,42
020901200,12580,10256,87
020902001,5352,3783,58
020902002,14066,11598,218
020902003,50221,44803,696
020902004,8132,7916,38
020902005,4334,3180,39
020902043,4888,3508,65
020902044,4917,3501,63
020902101,4342,3395,52
020902102,8228,6063,92
020902103,5788,4368,68
020902104,6979,4695,73
020902108,6147,4496,70
020902109,6057,4241,75
020904001,7357,4495,63
020904002,.,.,.
020904041,6995,3691,66
020904101,5598,4147,53
020905001,6969,4666,94
020905002,5340,3546,77
020905004,19740,13631,203
020905005,13013,13013,0
020905006,30,30,0
020905041,6494,4375,88
020905042,5824,3873,75
020905043,4867,3289,77
020905101,5504,4143,78
020905102,5483,4229,81
020905104,6454,4661,87
020905106,5499,4340,75
020905107,4908,3602,69
020905108,5601,4502,86
020905109,5083,3963,66
020905110,5401,4098,90
020905111,5338,3887,78
020905113,5420,4050,73
020905114,5142,3838,78
020905115,4863,3401,68
020905116,5998,4070,81
020906002,6333,4358,190
020906003,.,.,.
020906041,5532,4238,118
020906104,4958,4115,95
020907001,5260,3770,49
020907005,.,.,.
020907042,5569,4104,75
020907102,4644,3801,57
020907106,6001,4767,85
020907107,4733,3790,64
020908001,4924,3427,192
020908002,4397,4397,0
020908003,4458,2975,103
020908004,7797,5577,174
020908041,5083,3628,123
020908042,5196,3633,195
020908043,4408,3126,116
020908101,5222,4188,183
020908102,4658,3680,141
020908103,4307,3408,120
020908104,4644,3728,127
020908105,4905,3692,122
020908106,4235,3390,115
020908107,4513,3619,119
020908108,5244,3768,140
020908109,4441,3445,130
020908110,4005,3156,147
020908111,4663,3537,122
020908112,.,.,.
020910101,8414,5693,0
021803001,14337,10901,12
021803102,.,.,.
021803103,.,.,.
021901001,5525,3420,129
021901002,16198,9547,399
021901041,6102,3784,113
021901042,5590,3624,89
021901101,6030,4528,79
021901102,6313,4717,111
021901104,5797,4262,85
021901105,6533,4860,118
021901107,6019,4160,116
021901108,5581,3980,69
021901201,5550,3831,107
021901202,4813,3334,91
021902001,6386,4103,214
021902011,5123,3244,101
021902012,8825,5720,160
021902014,6232,6025,121
021902015,.,.,.
021902016,9273,5894,545
021902041,5835,3752,145
021902045,6847,4670,204
021902046,5676,3858,127
021902101,5883,3892,225
021902103,5063,3658,99
021902105,5744,3963,202
021902106,5634,4033,97
021902107,6442,4492,128
021902108,5563,3805,107
021902109,6075,4409,112
021902110,6385,4479,134
021902112,5810,4044,111
021902113,5308,3830,166
021902114,5554,3993,95
021902115,5569,3928,94
021902116,3681,2493,74
021902117,5618,3963,122
021902118,5896,4170,96
021902119,5346,3850,106
022004001,9217,5671,0
022004101,7264,5505,38
022901001,6735,4231,67
022901041,5739,3872,86
022901101,5153,3707,46
022902001,16039,12946,0
022903101,37312,21206,0
023902001,6493,5132,0
024801101,5950,2705,0
024901001,7367,4936,262
024901041,7124,5560,214
024901101,6708,5526,213
024901103,6316,5098,161
025901001,7190,5425,108
025901041,6269,4587,85
025901101,5157,4030,77
025901160,.,.,.
025902001,6606,4740,98
025902003,12428,9579,88
025902041,6607,4926,144
025902042,8200,3571,74
025902101,4152,3342,44
025902106,5606,4465,74
025902107,4691,3733,82
025902108,5442,4151,80
025902109,4818,3624,79
025904001,6727,5822,0
025904101,4533,3693,0
025904160,.,.,.
025904161,.,.,.
025905001,4953,3685,0
025905101,6523,5165,0
025906001,7039,6150,0
025906101,4594,4012,0
025906160,.,.,.
025908001,7093,5483,0
025908101,5935,5100,0
025909001,6087,4375,82
025909041,5940,4238,69
025909101,5093,3704,62
025909102,4751,3366,62
026901001,5531,3900,0
026901041,5238,4097,0
026901042,4564,3780,0
026901101,4519,3805,0
026902001,7371,4971,2
026902005,.,.,.
026902041,8331,6213,3
026902101,6130,4826,2
026903002,11113,7643,0
026903003,.,.,.
026903042,.,.,.
026903101,5705,4957,0
027903001,5649,3979,47
027903003,8918,5479,47
027903041,4819,3408,59
027903101,4433,3709,47
027903102,4720,3859,44
027903103,.,.,.
027903104,5531,4431,61
027904001,6078,4210,157
027904002,7026,4512,104
027904041,5160,3880,142
027904101,4698,3769,99
027904102,4393,3678,90
027904103,5029,4134,109
027904104,5783,4424,117
028902001,6388,3842,72
028902004,6485,4236,59
028902038,6578,3653,38
028902045,4930,3296,51
028902101,5840,4174,41
028902102,5325,3978,43
028902103,5790,4215,51
028902104,5621,3999,46
028902105,5397,3836,52
028903001,6170,4766,57
028903041,5548,4601,64
028903101,6442,5587,116
028903102,6208,5124,292
028903103,4371,3561,271
028906001,6147,5091,0
029901001,5435,3960,97
029901003,7698,4772,117
029901004,13148,8528,181
029901043,4473,3452,85
029901101,4430,3590,92
029901102,4761,3924,64
029901104,5846,4450,67
029901105,6471,5006,81
029901107,6038,4823,90
030901001,6127,5348,0
030901101,5103,4520,0
030902001,6107,4055,0
030902041,6394,4382,0
030902101,5704,4500,0
030902103,5946,4596,0
030903001,11773,8088,0
030903041,3359,3084,0
030903101,7209,6334,0
030906001,8115,5243,0
030906041,6963,5205,0
030906101,4929,3909,0
031901001,6022,4231,66
031901002,5764,3829,68
031901003,5886,3954,64
031901004,6753,4445,81
031901007,5938,3791,62
031901034,1723,1723,0
031901042,6631,4731,111
031901043,6585,4617,69
031901044,6479,4502,59
031901045,5794,4090,60
031901046,6522,4361,69
031901047,5980,4181,52
031901048,6461,4306,73
031901051,5779,4069,57
031901053,6676,4580,72
031901054,5455,3759,53
031901101,6056,4263,41
031901102,6372,4613,55
031901103,7789,5170,88
031901104,5732,4003,41
031901105,5732,4114,53
031901106,6167,4409,55
031901108,6177,4228,48
031901109,8178,5056,61
031901110,6096,4266,163
031901111,5523,4022,36
031901112,6021,4361,66
031901113,7173,4936,82
031901115,6107,4130,60
031901117,6306,4132,35
031901120,7072,4831,62
031901121,6800,4744,89
031901122,5589,3878,30
031901123,5530,4015,62
031901124,6204,4443,47
031901126,5618,4035,53
031901128,5551,4022,51
031901129,5970,4161,60
031901130,5822,4205,56
031901131,5605,3860,60
031901132,5329,3701,58
031901133,5669,4017,51
031901134,4825,3385,42
031901135,6296,4512,58
031901136,4997,3466,43
031901137,5006,3666,46
031901138,6486,4575,58
031901139,5257,3648,51
031901140,.,.,.
031903001,5911,3699,161
031903002,6224,3886,149
031903003,9159,5706,364
031903004,.,.,.
031903041,5673,3924,110
031903042,6513,4503,132
031903043,7169,4968,126
031903044,6265,4328,111
031903045,6621,4681,82
031903102,5222,3692,85
031903103,4011,3134,58
031903104,6221,4305,64
031903105,5626,4083,79
031903106,5841,4441,77
031903107,7698,5795,133
031903108,5837,4096,79
031903109,4619,3511,72
031903110,4976,3656,79
031903111,4691,3469,98
031903112,4769,3577,63
031903114,5955,4303,92
031903116,5165,3719,74
031903117,4807,3630,90
031903118,17582,11648,274
031903120,4501,3473,78
031903122,4789,3459,76
031903204,.,.,.
031905001,7615,4813,81
031905002,2725,2725,0
031905003,22624,22624,0
031905041,7122,4764,87
031905101,5319,4153,106
031905103,5420,4264,75
031905105,5423,3976,63
031906001,7022,4480,216
031906005,.,.,.
031906041,7749,4864,214
031906042,8521,5114,221
031906101,6044,4198,166
031906102,6088,4208,192
031906103,6396,4363,223
031906104,5736,4003,128
031906105,6633,3968,154
031906106,5657,3847,182
031906107,5522,3634,148
031906108,5661,3854,144
031909001,6883,4351,2
031909041,5713,4108,3
031909101,4884,3938,2
031909102,4754,3964,2
031911001,8284,5118,109
031911041,6799,4646,101
031911102,6106,4639,85
031911103,4949,3968,70
031912001,7602,4620,175
031912003,.,.,.
031912004,32627,21325,2616
031912005,4540,4505,24
031912007,6466,3516,205
031912041,6497,3928,170
031912043,.,.,.
031912101,5627,3777,228
031912103,5880,3860,313
031912104,5606,3584,241
031912106,6295,4138,212
031912108,5978,3915,269
031912109,5833,3580,276
031912110,6246,4020,220
031912112,5884,3417,253
031912114,4952,3081,194
031912115,4981,3214,213
031912116,.,.,.
031912201,6515,5613,60
031913001,11219,8700,0
031913041,10022,8154,0
031913101,6262,5476,0
