,gr9_stu_count,gr10_stu_count,gr11_stu_count,gr12_stu_count,black_stu_count,white_stu_count,his_stu_count,all_stud_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,teacher_avg_salary,teacher_experience,exp_w_dist,completion_rate,recieved_GED,graduated,dist_name,county_num,charter,grade_span,eng_class_size,math_class_size,sci_class_size
003907041,0,0,0,0,15,295,54,194,18,35,194,44359,12.171428571,8.6857142857,.,.,.,CENTRAL ISD,003,N,06 - 08,16.2,19.7,20.3
003907102,0,0,0,0,35,511,119,445,34,48,445,44527,14.869565217,10.326086957,.,.,.,CENTRAL ISD,003,N,EE - 05,.,.,.
004901001,238,255,227,222,13,525,351,522,50,104,522,44524,11.643667097,6.3236227236,5.5,0.4,89.5,ARANSAS COUNTY ISD,004,N,09 - 12,16.3,22.4,21.6
004901041,0,0,0,0,7,375,285,449,32,71,449,43671,12.105537463,5.4917304554,.,.,.,ARANSAS COUNTY ISD,004,N,06 - 08,18.3,21,22.5
004901101,0,0,0,0,7,240,186,306,18,34,306,44746,15.141146831,10.690617973,.,.,.,ARANSAS COUNTY ISD,004,N,04 - 05,.,.,.
004901102,0,0,0,0,4,166,146,263,0,24,263,45013,14.666666667,10.19047619,.,.,.,ARANSAS COUNTY ISD,004,N,EE - KG,.,.,.
004901103,0,0,0,0,8,310,308,472,21,43,472,44237,13.565809952,8.0430140391,.,.,.,ARANSAS COUNTY ISD,004,N,01 - 03,.,.,.
005901001,37,37,43,34,4,200,11,78,15,35,78,44121,13.877192982,7.5964912281,0,0,100,ARCHER CITY ISD,005,N,07 - 12,11.2,12.7,14.1
005901101,0,0,0,0,3,234,22,103,19,20,103,41383,11.137254902,9.2941176471,.,.,.,ARCHER CITY ISD,005,N,EE - 06,.,.,.
005902001,76,71,64,64,1,251,18,64,17,20,64,41617,14.242424242,8.1515151515,0,1.6,98.4,HOLLIDAY ISD,005,N,09 - 12,10.6,15,15.3
005902041,0,0,0,0,2,201,10,53,11,20,53,39643,14.576923077,9.2692307692,.,.,.,HOLLIDAY ISD,005,N,06 - 08,13.7,14.9,18.9
005902101,0,0,0,0,2,370,28,126,13,40,126,37724,13.160714286,8.5357142857,.,.,.,HOLLIDAY ISD,005,N,EE - 05,.,.,.
005904001,44,34,43,29,0,115,32,72,15,16,72,43704,14.904761905,9.0952380952,5.9,0,94.1,WINDTHORST ISD,005,N,09 - 12,12.3,12,13.3
005904041,0,0,0,0,1,87,27,57,16,9,57,44496,17.277777778,11.777777778,.,.,.,WINDTHORST ISD,005,N,06 - 08,18.9,12.2,19.8
005904101,0,0,0,0,0,129,68,107,8,14,107,39852,13.095238095,7.1428571429,.,.,.,WINDTHORST ISD,005,N,EE - 05,.,.,.
006902001,30,27,31,23,3,167,16,61,17,21,61,42052,12.16,6.52,0,0,96.3,CLAUDE ISD,006,N,06 - 12,10.9,10.1,10.4
006902101,0,0,0,0,4,137,20,80,2,18,80,43034,15.621422413,9.0714242347,.,.,.,CLAUDE ISD,006,N,PK - 05,.,.,.
007901001,36,28,33,40,1,15,121,98,11,14,98,48867,14.023255814,6.8604651163,5.6,0,94.4,CHARLOTTE ISD,007,N,09 - 12,10.8,11.6,9.1
007901003,3,2,1,0,0,0,9,8,0,2,8,.,.,.,.,.,.,CHARLOTTE ISD,007,N,06 - 11,.,.,.
007901041,0,0,0,0,2,13,147,136,4,6,136,47896,14.609756098,9.5853658537,.,.,.,CHARLOTTE ISD,007,N,05 - 08,14.5,14.5,17.4
007901101,0,0,0,0,2,26,187,169,1,8,169,46626,11.666666667,7.5555555556,.,.,.,CHARLOTTE ISD,007,N,PK - 04,.,.,.
007902001,103,78,89,68,1,127,202,192,33,35,192,49871,17.054054054,9.5945945946,1.2,1.2,90.7,JOURDANTON ISD,007,N,09 - 12,13,12.2,14.7
007902002,0,0,0,2,0,1,1,0,0,0,0,49339,17,9.75,.,.,.,JOURDANTON ISD,007,N,12 - 12,1,1,1
007902005,5,3,0,0,0,1,13,10,0,2,10,49293,13.5,1.5,0,20,0,JOURDANTON ISD,007,N,07 - 10,.,.,.
007902041,0,0,0,0,2,136,204,195,30,29,195,48864,14.982858352,9.0926506792,.,.,.,JOURDANTON ISD,007,N,06 - 08,15.3,17.8,18.9
007902101,0,0,0,0,5,251,354,390,35,35,390,44700,11.230769231,6.8461538462,.,.,.,JOURDANTON ISD,007,N,PK - 05,.,.,.
007904001,130,111,124,135,4,124,370,325,45,41,325,45174,11.113636364,6.3863636364,2.4,0.8,90.3,LYTLE ISD,007,N,09 - 12,17,17.9,17.1
007904002,0,1,0,0,0,2,4,6,0,3,6,.,.,.,.,.,.,LYTLE ISD,007,N,06 - 10,.,.,.
007904041,0,0,0,0,4,69,310,283,25,23,283,42723,7.2662173547,4.3702611626,.,.,.,LYTLE ISD,007,N,06 - 08,22.8,22.8,16.4
007904101,0,0,0,0,6,103,382,365,12,28,365,43419,9,4.696969697,.,.,.,LYTLE ISD,007,N,02 - 05,.,.,.
007904103,0,0,0,0,2,59,287,279,4,22,279,42165,7.3556315778,4.8715926176,.,.,.,LYTLE ISD,007,N,EE - 01,.,.,.
007905001,280,212,210,211,5,292,599,515,87,114,515,46384,12.197674419,7.3139534884,5.5,2.1,83.1,PLEASANTON ISD,007,N,09 - 12,20.8,17.5,20
007905004,2,1,0,0,0,0,4,4,0,0,4,.,.,.,.,.,.,PLEASANTON ISD,007,N,08 - 10,.,.,.
007905005,6,6,1,5,0,4,14,13,0,1,13,39440,9,4.5,.,.,.,PLEASANTON ISD,007,N,09 - 12,.,.,.
007905006,0,1,1,1,0,1,5,6,0,1,6,.,.,.,.,.,.,PLEASANTON ISD,007,N,06 - 12,.,.,.
007905041,0,0,0,0,1,163,367,343,40,46,343,43437,8.25,4.9038461538,.,.,.,PLEASANTON ISD,007,N,06 - 08,21.6,20.8,22.5
007905102,0,0,0,0,0,44,124,149,0,0,149,44434,10.727272727,4.6363636364,.,.,.,PLEASANTON ISD,007,N,PK - PK,.,.,.
007905103,0,0,0,0,0,143,375,353,24,34,353,43194,10.125,7.275,.,.,.,PLEASANTON ISD,007,N,03 - 04,.,.,.
007905104,0,0,0,0,0,152,367,331,30,52,331,44485,12.227272727,7.5,.,.,.,PLEASANTON ISD,007,N,03 - 06,.,.,.
007905105,0,0,0,0,3,206,514,503,11,36,503,42808,8.3333333333,6.1481481481,.,.,.,PLEASANTON ISD,007,N,EE - 02,.,.,.
007906001,143,130,114,111,3,75,420,380,37,50,380,44115,13,7.2380952381,10.2,0,85.9,POTEET ISD,007,N,09 - 12,14.4,16.2,17.2
007906041,0,0,0,0,0,41,348,315,35,24,315,40264,8.0330312714,5.2107417198,.,.,.,POTEET ISD,007,N,06 - 08,20.8,15.9,19
007906101,0,0,0,0,0,84,516,523,14,23,523,44103,14.461538462,10.512820513,.,.,.,POTEET ISD,007,N,EE - 03,18.7,.,.
007906102,0,0,0,0,0,34,237,192,22,27,192,42028,13.954545455,9.0909090909,.,.,.,POTEET ISD,007,N,04 - 05,.,.,.
008901001,166,179,172,149,78,430,133,230,83,92,230,45585,14.922746781,9.0600858369,1.3,0.7,98,BELLVILLE ISD,008,N,09 - 12,18.4,15.5,19.3
008901041,0,0,0,0,41,309,119,205,63,46,205,45236,15.385542169,9.9156626506,.,.,.,BELLVILLE ISD,008,N,06 - 08,17.3,17.2,19.6
008901101,0,0,0,0,65,307,193,341,29,44,341,44071,15.125,10.3,.,.,.,BELLVILLE ISD,008,N,EE - 03,.,.,.
008901102,0,0,0,0,30,137,70,111,35,24,111,43690,14.545454545,9.4090909091,.,.,.,BELLVILLE ISD,008,N,04 - 05,.,.,.
008901105,0,0,0,0,11,101,47,59,37,15,59,43987,17.689655172,11.896551724,.,.,.,BELLVILLE ISD,008,N,KG - 05,.,.,.
008902001,209,205,191,177,91,368,308,392,59,99,392,48779,13.053240589,5.2420863801,7.2,0.6,85.5,SEALY ISD,008,N,09 - 12,13.4,15.5,12.6
008902041,0,0,0,0,70,256,248,317,51,52,317,47890,13.739130435,9.3260869565,.,.,.,SEALY ISD,008,N,06 - 08,13.5,13.4,12.6
008902102,0,0,0,0,76,315,418,513,14,49,513,46804,12.385964912,8.7719298246,.,.,.,SEALY ISD,008,N,EE - 03,.,.,.
008902103,0,0,0,0,39,190,183,240,27,26,240,47184,12.588235294,7.4705882353,.,.,.,SEALY ISD,008,N,04 - 05,.,.,.
008903001,65,63,61,48,31,100,105,114,6,23,114,46109,11.821428571,6.3214285714,0,0,95,BRAZOS ISD,008,N,09 - 12,13.5,14.6,14.8
008903041,0,0,0,0,23,81,90,102,4,19,102,46520,15.105263158,11.578947368,.,.,.,BRAZOS ISD,008,N,06 - 08,14.1,16,15.3
008903102,0,0,0,0,35,142,197,247,5,13,247,46178,13.264225603,9.1028999238,.,.,.,BRAZOS ISD,008,N,PK - 05,.,.,.
009901001,92,93,74,76,1,66,266,266,27,40,266,42238,12.161675149,7.0505350385,2.9,0,95.7,MULESHOE ISD,009,N,09 - 12,15.7,12.3,14.2
009901002,9,4,4,4,1,0,20,15,0,4,15,.,.,.,0,0,85.7,MULESHOE ISD,009,N,09 - 12,.,.,.
009901041,0,0,0,0,0,66,248,255,20,25,255,41698,12.678571429,10.785714286,.,.,.,MULESHOE ISD,009,N,06 - 08,14.8,12.7,15.7
009901101,0,0,0,0,0,59,291,306,11,34,306,40109,10.75,7.8928571429,.,.,.,MULESHOE ISD,009,N,03 - 05,.,.,.
009901103,0,0,0,0,3,79,392,420,2,58,420,41618,12.935483871,10.709677419,.,.,.,MULESHOE ISD,009,N,EE - 02,.,.,.
010901001,23,28,30,24,3,116,32,71,21,26,71,40440,15.083333333,6.2916666667,0,0,96.6,MEDINA ISD,010,N,07 - 12,8.8,9.1,8.8
010901101,0,0,0,0,4,104,37,83,5,19,83,41945,13.947368421,6.5263157895,.,.,.,MEDINA ISD,010,N,PK - 06,.,.,.
010902001,208,210,177,194,2,571,187,321,118,104,321,50108,14.821011673,7.5836575875,4.5,2.2,87.2,BANDERA ISD,010,N,09 - 12,17.3,15.8,20.7
010902041,0,0,0,0,1,393,155,271,61,69,271,49928,13.398279877,7.6500886952,.,.,.,BANDERA ISD,010,N,06 - 08,19.7,21.5,18.2
010902101,0,0,0,0,4,401,206,384,11,70,384,48934,12.688888889,8.3777777778,.,.,.,BANDERA ISD,010,N,EE - 05,.,.,.
010902102,0,0,0,0,4,342,130,232,16,68,232,49453,12.35,9.125,.,.,.,BANDERA ISD,010,N,EE - 05,.,.,.
011901001,380,424,521,495,165,889,716,949,235,230,949,47657,11.656188096,6.0043655968,5.3,1,89.3,BASTROP ISD,011,N,09 - 12,21.4,22.2,23.5
011901002,357,202,0,6,22,188,336,371,58,69,371,46137,10.212765957,4.3191489362,.,.,.,BASTROP ISD,011,N,09 - 12,21.2,25.9,26.3
011901022,3,10,24,18,4,25,25,40,0,2,40,48442,14.142857143,5.4285714286,.,.,.,BASTROP ISD,011,N,09 - 12,.,.,.
011901033,12,9,4,2,2,10,28,27,0,11,27,52083,18.222222222,8.6666666667,-1,-1,-1,BASTROP ISD,011,N,06 - 12,.,.,.
011901041,0,0,0,0,61,339,230,368,90,72,368,46627,11.862745098,8.431372549,.,.,.,BASTROP ISD,011,N,07 - 08,19.2,21.4,21.7
011901101,0,0,0,0,60,301,114,241,33,48,241,49263,16.243902439,10.804878049,.,.,.,BASTROP ISD,011,N,EE - 04,.,.,.
011901102,0,0,0,0,71,219,246,376,26,58,376,48542,15.119047619,9.7142857143,.,.,.,BASTROP ISD,011,N,EE - 04,.,.,.
011901103,0,0,0,0,25,173,571,634,27,66,634,45243,9.1568627451,5.568627451,.,.,.,BASTROP ISD,011,N,EE - 04,.,.,.
011901104,0,0,0,0,61,337,269,406,87,86,406,48777,14.97826087,8.9347826087,.,.,.,BASTROP ISD,011,N,05 - 06,.,.,.
011901106,0,0,0,0,26,241,405,477,54,92,477,45962,10.021276596,6.6170212766,.,.,.,BASTROP ISD,011,N,07 - 08,18.7,20.6,22.3
011901107,0,0,0,0,11,191,346,436,38,59,436,45954,10.609756098,6.1707317073,.,.,.,BASTROP ISD,011,N,EE - 04,.,.,.
011901108,0,0,0,0,32,197,480,535,80,94,535,46938,11.934782609,6.4130434783,.,.,.,BASTROP ISD,011,N,05 - 06,.,.,.
011901109,0,0,0,0,20,180,400,446,29,45,446,47242,13.181818182,9.5454545455,.,.,.,BASTROP ISD,011,N,PK - 04,.,.,.
011901110,0,0,0,0,21,259,418,580,28,77,580,47174,12.552083333,7.9166666667,.,.,.,BASTROP ISD,011,N,EE - 04,.,.,.
011902001,329,282,257,232,159,417,502,675,46,123,675,47507,11.035046767,6.9866062966,9.5,0.4,87.7,ELGIN ISD,011,N,09 - 12,22,19.6,24.4
011902004,3,5,5,21,4,7,20,19,0,4,19,60523,20.729344729,15.532763533,60.9,0,30.4,ELGIN ISD,011,N,09 - 12,2.9,3.8,3.5
011902041,0,0,0,0,122,299,424,594,98,90,594,46801,11.336603554,7.2338327437,.,.,.,ELGIN ISD,011,N,06 - 08,18.9,16.3,21
011902101,0,0,0,0,50,175,334,405,36,47,405,48149,13.046511628,8.8837209302,.,.,.,ELGIN ISD,011,N,KG - 05,.,.,.
011902102,0,0,0,0,54,98,319,396,20,50,396,45430,10.481181239,6.0978575565,.,.,.,ELGIN ISD,011,N,EE - 02,.,.,.
011902103,0,0,0,0,84,189,303,417,64,32,417,45795,10.219512195,6.3414634146,.,.,.,ELGIN ISD,011,N,KG - 05,.,.,.
011902104,0,0,0,0,37,80,157,226,24,35,226,44229,8.36,4.4,.,.,.,ELGIN ISD,011,N,03 - 05,.,.,.
011904002,153,149,118,111,49,369,95,245,31,69,245,43951,12.279069767,6.3953488372,1.4,0,94.3,SMITHVILLE ISD,011,N,09 - 12,28,20,21.2
011904041,0,0,0,0,29,248,97,195,41,44,195,43100,12.1,5.5,.,.,.,SMITHVILLE ISD,011,N,06 - 08,-2,35.7,-2
011904101,0,0,0,0,30,233,105,237,36,40,237,43895,13.793103448,8.4482758621,.,.,.,SMITHVILLE ISD,011,N,03 - 05,.,.,.
011904102,0,0,0,0,41,254,120,298,12,47,298,46176,16.833333333,13.7,.,.,.,SMITHVILLE ISD,011,N,EE - 02,.,.,.
011905101,0,0,0,0,3,94,89,120,5,17,120,39471,10,7.3333333333,.,.,.,MCDADE ISD,011,N,PK - 08,9,10.8,12.5
012901001,30,42,36,35,2,115,23,46,10,10,46,42818,13.555555556,9.4074074074,0,0,97.9,SEYMOUR ISD,012,N,09 - 12,11.7,7.1,9.8
012901042,0,0,0,0,8,119,46,95,12,13,95,45765,16.739130435,12.260869565,.,.,.,SEYMOUR ISD,012,N,05 - 08,13.1,16.4,20.3
012901101,0,0,0,0,9,184,51,160,3,28,160,41510,15.1,11.45,.,.,.,SEYMOUR ISD,012,N,EE - 04,.,.,.
013801101,0,0,0,0,8,51,289,274,12,32,274,36614,12.401107959,4.284162994,.,.,.,ST MARY'S ACADEMY CHARTER SCHOOL,013,Y,KG - 06,.,.,.
013901001,312,300,219,216,22,190,819,613,98,117,613,43430,9.9713664341,7.6482129912,9,3,79.6,BEEVILLE ISD,013,N,09 - 12,18.1,16.8,16.3
013901002,0,6,11,6,0,5,18,16,0,0,16,48441,15.5,11,15.4,1.5,83.1,BEEVILLE ISD,013,N,10 - 12,10.5,.,.
013901041,0,0,0,0,14,111,649,557,78,58,557,43389,12.083455475,9.710590825,.,.,.,BEEVILLE ISD,013,N,06 - 08,17.6,15.2,18.6
013901101,0,0,0,0,4,51,344,316,35,37,316,45878,15.807692308,12.5,.,.,.,BEEVILLE ISD,013,N,01 - 05,.,.,.
013901102,0,0,0,0,15,53,349,334,31,58,334,46515,16.766666667,14.133333333,.,.,.,BEEVILLE ISD,013,N,01 - 05,.,.,.
013901104,0,0,0,0,8,62,389,401,28,39,401,43612,14,12.275862069,.,.,.,BEEVILLE ISD,013,N,01 - 05,.,.,.
013901105,0,0,0,0,8,52,330,351,0,27,351,45839,16.549521074,12.65268617,.,.,.,BEEVILLE ISD,013,N,EE - KG,.,.,.
013902101,0,0,0,0,0,36,124,129,4,13,129,41008,11.384615385,6.2307692308,.,.,.,PAWNEE ISD,013,N,PK - 08,10,10,10
013903001,37,28,46,29,5,89,129,144,17,30,144,41917,12.739130435,5.3913043478,0,7.1,85.7,PETTUS ISD,013,N,06 - 12,11.5,12.5,12.2
013903101,0,0,0,0,1,71,107,133,14,19,133,44015,15.8125,9,.,.,.,PETTUS ISD,013,N,PK - 05,.,.,.
013905001,71,72,64,42,4,95,146,137,16,29,137,48179,15.285714286,4.2142857143,0,0,96.7,SKIDMORE-TYNAN ISD,013,N,09 - 12,13.7,12.7,13.4
013905041,0,0,0,0,1,58,135,130,18,17,130,43347,9.625,3.6875,.,.,.,SKIDMORE-TYNAN ISD,013,N,06 - 08,21.3,18.3,21.5
013905101,0,0,0,0,3,108,256,259,15,31,259,45592,12.666666667,8.0833333333,.,.,.,SKIDMORE-TYNAN ISD,013,N,EE - 05,.,.,.
