,per_pupil_exp,per_pupil_instruction,per_pupil_leadership
015907141,6034,4391,67
015907142,8800,5666,104
015907143,6291,4300,51
015907144,6632,4945,90
015907145,7807,5462,80
015907146,7225,5185,78
015907147,6459,4644,65
015907148,5941,4287,58
015907149,5892,3934,55
015907150,6279,4649,78
015907153,6786,4822,63
015907155,6333,4588,69
015907156,6613,4533,62
015907157,5493,3957,56
015907158,6552,4581,61
015907159,8618,6264,108
015907160,6571,5008,74
015907161,5794,4174,56
015907162,6269,4614,73
015907164,5039,3693,61
015907165,6204,4452,75
015907167,5825,4182,53
015907168,4986,3422,59
015907169,6358,4750,80
015907170,6885,4830,70
015907171,8077,5527,116
015907172,5327,3857,54
015907173,6253,4675,59
015907174,6669,5002,79
015907175,6407,4758,57
015907176,6262,4614,67
015907179,6149,4494,69
015907180,34619,15635,331
015907182,4979,4373,70
015907184,13426,13278,49
015907186,17635,14280,1885
015907191,7351,7096,84
015907194,4847,4642,68
015907195,6094,4894,60
015907201,29021,27854,387
015907202,8456,7731,229
015907203,36646,29633,1337
015907214,3887,3723,53
015908001,5748,3777,73
015908002,8357,5294,91
015908037,.,.,.
015908038,.,.,.
015908039,15561,10663,127
015908041,8446,5809,110
015908042,6801,4383,100
015908043,7652,4761,132
015908044,7183,4327,75
015908101,6731,4436,99
015908104,6131,4190,85
015908105,7169,4806,91
015908106,5531,3681,77
015908107,7236,4704,93
015908108,6197,4084,88
015908109,7671,5190,94
015908110,6583,4310,80
015908112,6016,3810,85
015908113,5875,4003,83
015909001,7203,4956,167
015909003,.,.,.
015909041,5315,3665,104
015909101,5311,3767,79
015909103,5603,3945,55
015909104,5240,3796,87
015909105,.,.,.
015910001,7787,5389,120
015910002,6615,4773,107
015910003,5849,4148,82
015910004,7021,4915,137
015910005,6249,4437,114
015910006,973095,706543,38320
015910007,5701,4067,81
015910008,19948,12063,89
015910009,4810,3401,23
015910012,31821,19389,762
015910022,10646,10137,0
015910041,6320,4463,122
015910042,7782,5351,180
015910043,7365,5149,128
015910044,7705,5145,140
015910045,6815,4578,92
015910046,6909,4790,116
015910047,6607,4480,145
015910048,5903,4248,93
015910049,7000,4889,129
015910050,4986,3628,107
015910053,53280,33267,1487
015910054,.,.,.
015910056,5727,4087,84
015910057,.,.,.
015910058,5664,3974,107
015910061,5526,5361,0
015910070,30880,22312,285
015910101,6559,4522,46
015910102,6239,4751,47
015910103,7352,5334,50
015910104,7880,5564,64
015910105,7873,5620,83
015910106,6195,4614,80
015910107,7083,5126,49
015910108,6982,5223,64
015910109,8594,6136,134
015910110,7920,5812,66
015910111,6953,5003,46
015910112,7484,5197,72
015910113,6951,4790,60
015910114,7416,5310,56
015910115,7273,4676,51
015910116,9858,7114,107
015910117,6908,4856,60
015910118,6780,4748,52
015910119,7288,5020,60
015910120,7495,5375,56
015910121,6778,4948,52
015910122,7304,5150,68
015910123,6026,4347,45
015910124,6642,4901,56
015910125,5848,4339,45
015910126,5624,4190,41
015910127,6447,4765,65
015910128,7536,5679,113
015910129,5814,4304,57
015910130,6235,4587,59
015910131,8239,5984,96
015910132,44263,36954,1862
015910133,6125,4532,60
015910134,5835,4380,56
015910135,5563,4161,45
015910136,6090,4597,64
015910137,5447,3988,41
015910138,5586,4035,51
015910139,4918,3702,39
015910140,5280,3879,49
015910141,6005,4402,49
015910142,5866,4251,54
015910143,5015,3652,38
015911001,6294,3940,107
015911004,24575,24575,0
015911005,9971,7860,150
015911041,5657,3873,134
015911042,5289,3561,121
015911043,6357,4163,127
015911044,5544,3606,103
015911101,6522,4528,157
015911102,6491,4237,147
015911103,8209,5334,163
015911104,6216,4156,136
015911105,7328,5270,190
015911106,6028,4064,147
015912001,5957,3935,163
015912003,.,.,.
015912041,6149,4264,118
015912042,7574,5107,132
015912044,6053,4151,94
015912101,5974,4311,138
015912102,5511,3954,97
015912103,5922,4354,114
015912104,6242,4422,150
015912105,5719,4149,116
015912106,6353,4335,128
015912107,6114,4365,101
015912108,5473,3902,128
015912109,5751,4039,107
015913001,12892,8734,0
015913101,7468,5555,0
015914001,9666,6609,4
015914101,5888,4574,82
015915001,6563,4389,149
015915002,6291,4345,139
015915003,5874,4062,130
015915004,33976,25050,2359
015915005,5387,3721,123
015915006,6298,4052,145
015915007,5457,3670,114
015915008,16706,10799,491
015915011,9324,6541,202
015915013,25523,17219,2019
015915016,5319,3724,99
015915019,5458,3643,127
015915022,5207,3521,119
015915035,.,.,.
015915039,8527,8527,0
015915041,6122,4068,167
015915042,6936,4660,171
015915043,6905,4597,197
015915044,6845,4687,172
015915045,5792,3821,177
015915046,5961,4137,132
015915047,5146,3766,130
015915048,5954,4116,160
015915049,5643,3966,135
015915050,5148,3586,121
015915051,4992,3458,125
015915052,5413,3668,143
015915053,4989,3460,133
015915054,4750,3109,122
015915055,.,.,.
015915061,36287,22289,1194
015915062,24766,15389,1498
015915101,8072,5807,113
015915102,7156,5175,125
015915103,7158,5300,114
015915104,5981,4009,100
015915105,7991,5613,109
015915106,7239,5115,110
015915107,6272,4370,105
015915108,8318,6226,271
015915109,6133,4450,190
015915111,6160,4291,97
015915112,6393,4467,94
015915113,7773,5199,116
015915114,7137,5144,110
015915115,7846,5452,109
015915116,7217,5279,109
015915117,7512,5210,114
015915118,6909,4769,119
015915119,6448,4632,101
015915121,99398,78571,7688
015915122,7454,5285,124
015915123,7741,5413,107
015915124,7024,5056,180
015915125,5949,4280,148
015915128,6112,4331,95
015915130,5657,3988,82
015915131,7296,5151,106
015915132,6422,4697,101
015915133,13580,9996,3213
015915134,7642,5469,259
015915135,6048,4337,158
015915136,6553,4723,128
015915138,6810,4896,186
015915143,6635,4745,109
015915144,5739,4134,181
015915145,5622,3911,111
015915148,5576,3851,108
015915149,6602,4629,130
015915150,6501,4509,202
015915151,5668,3979,95
015915152,5034,3529,83
015915156,6007,4206,118
015915157,6046,4248,123
015915158,7118,5088,129
015915160,5696,4029,100
015915161,7110,4855,131
015915162,7372,4861,115
015915165,6058,4184,118
015915166,5760,4161,83
015915167,5423,3840,86
015915168,5768,4084,134
015915169,6130,4383,99
015915170,5570,3876,95
015915171,.,.,.
015915178,.,.,.
015915180,4995,3561,92
015915181,6438,4405,113
015915182,5002,3523,135
015915183,5151,3673,151
015915184,5609,3984,92
015915185,6002,4281,97
015915186,4976,3504,88
015915201,1199,1199,0
015915202,1475,1297,35
015915250,16930,12341,2571
015916001,5838,4169,106
015916003,6678,4770,64
015916004,22840,16233,648
015916005,19806,13341,260
015916006,60,60,0
015916008,5486,3947,88
015916041,6504,4838,114
015916042,5761,4436,105
015916043,5237,3800,92
015916044,4911,3620,94
015916101,6013,4478,140
015916102,5482,4311,119
015916103,6000,4599,93
015916104,6456,5023,81
015916105,6647,5089,107
015916106,6355,4884,135
015916107,4964,3978,82
015916109,4829,3872,60
015916110,6308,4782,131
015916111,5230,4125,90
015916112,5878,4666,110
015916113,4813,3842,92
015916114,5211,4242,63
015916115,5555,4368,81
015916116,5324,3998,80
015917001,5269,3781,59
015917002,31452,21200,545
015917003,8375,8375,0
015917041,5240,3867,67
015917102,6055,4351,78
015917103,6060,4145,57
015917104,4987,3771,80
015917105,5944,4287,72
015917106,5148,3700,42
016901001,8179,6525,0
016901041,5238,4349,0
016901101,6069,5297,0
016902001,6998,5425,62
016902041,5552,4386,57
016902101,5616,4906,52
017901001,22090,10022,2
018901001,6124,4335,8
018901041,4938,4048,6
018901101,5649,4279,2
018901103,4509,3898,6
018902001,7278,4548,0
018902101,4893,3655,0
018903001,11184,7276,0
018904001,10879,6193,0
018904041,2142,1704,0
018904101,5773,4099,0
018905002,.,.,.
018905041,.,.,.
018905102,.,.,.
018905103,.,.,.
018906001,8575,5677,34
018907001,9438,6097,0
018908001,13390,9548,4
019901001,6816,5132,0
019901002,.,.,.
019901041,6478,5231,0
019901102,6134,5312,0
019902002,8256,4622,37
019902041,6776,4460,43
019902102,6546,4670,39
019903001,5775,4182,0
019903002,.,.,.
019905001,6688,4349,82
019905002,.,.,.
019905041,6150,4508,94
019905101,4621,3552,65
019906001,8516,4851,23
019906002,.,.,.
019906041,6876,4563,42
019906101,5374,4118,23
019906102,6265,4406,31
019907002,6445,4157,9
019907003,2227,1844,0
019907042,5727,4103,15
019907105,5117,3553,11
019907107,6856,5025,10
019907108,6196,4439,28
019907109,4876,3496,12
019907111,4634,3222,4
019907113,5074,3810,19
019907115,7443,5165,19
019907116,.,.,.
019908001,7977,4787,69
019908002,12792,7110,8
019908041,6377,4482,19
019908101,6315,4637,32
019908102,6248,4461,14
019908103,6226,4847,14
019909001,7214,5750,0
019909041,3134,2609,0
019909101,5102,4160,0
019909201,3168,3091,0
019910101,6634,4678,0
019911041,3822,2776,0
019911101,3702,3019,0
019912001,8527,4927,0
019912041,5771,3599,0
019912102,5336,3800,0
019913101,5990,4652,0
019914101,6550,4488,56
020901001,5978,3949,120
020901002,7261,4077,73
020901004,.,.,.
020901005,6589,5145,283
020901041,5591,3936,64
020901042,4840,3305,45
020901043,5662,4228,67
020901101,5533,4032,63
020901102,6506,4969,318
020901103,4618,3670,62
020901104,5399,3986,64
020901105,5147,4000,62
020901106,4928,3872,71
020901107,5883,4310,66
020901108,5200,4121,68
020901109,4661,3709,66
020901110,4233,3276,59
020901111,4146,3212,47
020901112,.,.,.
020901200,12084,9756,69
020902001,5212,3566,64
020902002,13666,11008,289
020902003,71837,63845,903
020902004,4509,3603,28
020902005,4183,2850,38
020902043,4798,3409,65
020902044,4997,3569,67
020902101,4704,3665,63
020902102,7579,5546,81
020902103,6217,4626,73
020902104,7168,4825,75
020902108,6103,4338,69
020902109,5779,3998,81
020904001,8202,4976,136
020904041,6776,3547,118
020904101,5432,4038,74
020905001,7245,4708,248
020905002,5445,3582,102
020905004,21759,15636,333
020905005,.,.,.
020905006,1732,1063,25
020905041,7016,4595,195
020905042,6534,4231,121
020905043,4939,3417,122
020905101,6182,4458,98
020905102,5153,3925,111
020905104,6792,4708,188
020905106,5624,4328,94
020905107,5185,3763,94
020905108,5595,4319,113
020905109,5024,3796,96
020905110,5240,3817,104
020905111,5640,4078,115
020905113,5475,4038,124
020905114,5515,4033,114
020905115,5122,3549,84
020905116,7144,4911,156
020906002,6329,4187,162
020906041,5651,4233,196
020906104,4740,3938,116
020907001,5406,3886,60
020907005,.,.,.
020907042,5356,3929,65
020907102,4592,3729,81
020907106,6463,5016,82
020907107,4959,3983,67
020908001,5335,3636,215
020908002,3172,3172,0
020908004,8351,6251,158
020908007,.,.,.
020908041,5013,3640,142
020908042,4845,3332,203
020908043,4785,3123,129
020908101,5418,4177,224
020908102,4431,3397,137
020908103,4254,3249,115
020908104,4830,3773,155
020908105,4866,3536,117
020908106,4439,3468,144
020908107,4647,3612,133
020908108,4768,3403,146
020908109,4600,3500,146
020908110,4660,3632,192
020908111,4262,3180,128
020908112,4623,3604,121
020908113,.,.,.
020908114,.,.,.
020908115,.,.,.
020910101,9573,6219,0
021803001,8640,5201,774
021803102,5233,3959,0
021803103,3159,2135,12
021803104,.,.,.
021804001,.,.,.
021901001,6226,3919,153
021901002,14833,9308,404
021901041,6085,3745,132
021901042,5971,3780,107
021901101,6248,4751,92
021901102,7168,5352,169
021901104,5855,4352,92
021901105,6417,4709,131
021901107,5869,4154,134
021901108,5122,3832,74
021901201,5657,3861,149
021901202,5192,3616,105
021902001,6734,4319,216
021902003,.,.,.
021902012,12893,7382,194
021902014,8886,6938,797
021902015,.,.,.
021902017,.,.,.
021902041,7245,4841,243
021902045,6786,4610,185
021902046,6192,4357,138
021902101,6126,4242,244
021902103,5298,4026,82
021902105,5714,4103,100
021902106,5844,4260,117
021902107,6550,4535,137
021902108,6214,4483,94
021902109,6701,4901,124
021902110,6666,4580,132
021902112,5530,3953,170
021902113,5736,4163,107
021902114,5679,4118,96
021902115,5905,4107,212
021902116,4197,2928,86
021902117,6037,4318,150
021902118,6204,4405,98
021902119,6037,4361,141
022004001,9220,5673,0
022004101,9202,7156,24
022901001,8114,4779,6
022901041,6872,4777,9
022901101,5459,3931,6
022902001,18870,15157,0
022903101,27496,15906,0
023902001,7414,5844,0
024801101,6589,3087,0
024901001,8234,5351,309
024901041,8857,6749,257
024901101,7678,6387,270
024901103,6399,5257,160
025901001,7956,6032,101
025901041,6084,4550,77
025901101,5094,4023,68
025901160,.,.,.
025902001,6835,4741,84
025902003,8512,6421,77
025902041,6842,5131,124
025902042,21109,11202,251
025902101,4190,3370,42
025902106,5611,4367,110
025902107,4760,3758,103
025902108,5563,4210,78
025902109,4751,3446,78
025904001,7478,6460,0
025904101,5065,4129,0
025904160,.,.,.
025904161,.,.,.
025905001,6328,4856,0
025905101,5770,4451,0
025906001,7656,6940,0
025906101,4562,3982,0
025906160,.,.,.
025908001,6966,5198,0
025908101,6835,5810,0
025909001,6278,4661,86
025909041,5667,4003,75
025909101,5291,3835,74
025909102,4711,3404,71
026901001,5890,4197,0
026901041,5599,4368,0
026901042,4486,3736,0
026901101,4962,4188,0
026902001,7814,4996,2
026902005,.,.,.
026902041,7827,5703,3
026902101,6410,4822,2
026903002,8688,6208,0
026903003,.,.,.
026903042,9065,7013,0
026903101,5995,5164,0
027903001,6501,4579,49
027903003,5730,4250,39
027903041,5300,3933,80
027903101,4786,3887,61
027903102,5232,4286,58
027903103,5437,4425,56
027903104,5346,4419,47
027904001,6389,4316,133
027904002,7849,5409,139
027904041,5107,3838,128
027904101,4936,4018,109
027904102,4601,3742,135
027904103,5071,4226,148
027904104,6141,4783,123
028902001,6895,4393,70
028902004,7008,4713,55
028902038,6333,3494,35
028902045,5387,3671,52
028902101,6314,4673,44
028902102,5600,4273,42
028902103,6195,4500,51
028902104,5925,4300,50
028902105,5754,4077,48
028903001,6855,5359,61
028903041,5533,4446,74
028903101,5780,4915,178
028903102,5681,4673,313
028903103,4252,3559,166
028906001,5932,4967,0
029901001,5774,4283,93
029901003,6383,3913,89
029901004,16198,10158,233
029901043,5144,3932,109
029901101,4552,3700,95
029901102,5063,4218,67
029901104,7526,5784,93
029901105,7197,5699,85
029901107,6086,4928,84
030901001,6863,5979,0
030901101,5386,4738,0
030902001,7115,4751,0
030902041,6738,4505,0
030902101,5317,4067,0
030902103,5625,4190,0
030903001,10741,7340,16
030903041,5275,4731,10
030903101,5890,4972,9
030906001,9167,5963,0
030906041,6151,4671,0
030906101,5612,4446,0
031901001,6779,4784,91
031901002,6410,4321,75
031901003,5998,4010,69
031901004,6920,4493,98
031901007,6291,4169,64
031901034,1053,1053,0
031901042,7283,5234,84
031901043,7775,5348,159
031901044,7395,5171,76
031901045,6634,4730,64
031901046,6348,4158,68
031901047,6978,4816,63
031901048,7368,4916,94
031901051,6446,4539,72
031901053,6761,4568,77
031901054,5651,3859,55
031901101,6374,4424,51
031901102,6749,4881,67
031901103,8045,5311,98
031901104,5915,4051,47
031901105,7525,4978,80
031901106,6890,4993,68
031901108,7433,5134,59
031901109,8950,5546,80
031901110,5961,4285,120
031901111,6137,4371,41
031901112,6397,4501,70
031901113,8843,6003,106
031901115,6610,4537,75
031901117,7229,4665,39
031901120,6668,4552,68
031901121,6461,4531,87
031901122,5932,4054,47
031901123,6077,4456,70
031901124,6026,4200,59
031901126,5266,3716,58
031901128,5977,4356,63
031901129,6541,4564,74
031901130,5885,4217,66
031901131,6923,4628,195
031901132,5419,3825,56
031901133,5898,4235,64
031901134,5149,3668,40
031901135,6491,4518,72
031901136,5090,3457,52
031901137,5575,4162,51
031901138,5796,4091,56
031901139,5673,3927,52
031901140,6752,5008,33
031903001,6220,3916,156
031903002,6559,4038,149
031903003,10294,5889,393
031903004,.,.,.
031903005,.,.,.
031903041,6376,4460,118
031903042,7199,4991,139
031903043,7344,5010,130
031903044,6962,4816,128
031903045,6421,4458,117
031903102,5768,4066,105
031903103,4783,3692,113
031903104,6155,4194,69
031903105,6123,4365,79
031903106,6176,4574,66
031903107,8269,6183,133
031903108,5976,4173,76
031903109,5066,3851,80
031903110,5107,3779,75
031903111,4795,3621,91
031903112,4890,3674,49
031903114,6324,4527,92
031903116,5170,3738,70
031903117,5356,4061,112
031903118,26503,18807,321
031903120,4376,3324,105
031903122,4940,3658,79
031903204,11642,11441,57
031905001,8071,5301,74
031905002,4012,4012,0
031905003,15096,15096,0
031905041,6943,4769,79
031905101,5307,4062,91
031905103,5756,4470,63
031905105,5888,4317,65
031905106,.,.,.
031906001,7388,4751,177
031906003,.,.,.
031906005,.,.,.
031906041,7161,4447,154
031906042,8474,5056,229
031906101,6184,4284,156
031906102,6329,4409,183
031906103,6390,4196,204
031906104,6073,4097,134
031906105,6877,4126,149
031906106,6274,4356,177
031906107,5613,3727,136
031906108,5362,3763,111
031909001,6822,4275,2
031909003,.,.,.
031909041,6157,4557,2
031909101,5232,4286,2
031909102,4968,4170,2
031911001,8384,5238,103
031911041,7096,4944,108
031911102,6024,4461,89
031911103,5458,4393,83
031912001,8458,5342,239
031912003,.,.,.
031912004,51172,31225,2518
031912005,1463,1443,14
031912007,6366,3511,199
031912041,6878,4324,198
