,gr9_stu_count,gr10_stu_count,gr11_stu_count,gr12_stu_count,black_stu_count,white_stu_count,his_stu_count,all_stud_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,teacher_avg_salary,teacher_experience,exp_w_dist,dist_name,county_num,charter,grade_span
108906113,0,0,0,0,0,2,349,318,0,48,318,32994,10.8,6.3,MCALLEN ISD,108,N,PK - 05
108906114,0,0,0,0,1,34,352,273,0,28,273,36254,14.3,10.9,MCALLEN ISD,108,N,PK - 05
108906115,2,1,5,0,0,2,23,17,0,25,17,36671,17.7,9.4,MCALLEN ISD,108,N,EE - 11
108906116,0,0,0,0,3,6,684,550,0,43,550,34550,12,6.2,MCALLEN ISD,108,N,PK - 05
108906119,0,0,0,0,2,10,535,492,1,119,492,34590,12.8,9.1,MCALLEN ISD,108,N,EE - 05
108906120,0,0,0,0,5,162,507,247,67,57,247,35840,14,8.9,MCALLEN ISD,108,N,PK - 05
108906121,0,0,0,0,0,1,695,650,0,43,650,35599,13.7,10.6,MCALLEN ISD,108,N,PK - 05
108906122,0,0,0,0,2,152,607,271,0,56,271,31818,10.5,8.1,MCALLEN ISD,108,N,PK - 05
108906123,0,0,0,0,2,140,659,464,265,57,464,34999,12.7,9.2,MCALLEN ISD,108,N,PK - 05
108906124,0,0,0,0,1,197,341,79,78,57,79,32743,10.3,6.5,MCALLEN ISD,108,N,EE - 05
108907001,476,287,267,218,3,19,1226,1017,79,132,1017,35920,14.4,11.1,MERCEDES ISD,108,N,09 - 12
108907002,12,13,18,24,0,0,67,57,0,0,57,.,.,.,MERCEDES ISD,108,N,09 - 12
108907041,0,0,0,0,2,23,733,669,57,84,669,31482,9.1,7.3,MERCEDES ISD,108,N,07 - 08
108907101,0,0,0,0,0,10,795,748,39,58,748,32966,11.1,10.1,MERCEDES ISD,108,N,01 - 02
108907102,0,0,0,0,0,3,370,340,26,41,340,34143,13,11.1,MERCEDES ISD,108,N,05 - 05
108907103,0,0,0,0,0,7,704,652,40,73,652,33000,12.5,10.6,MERCEDES ISD,108,N,03 - 04
108907104,0,0,0,0,2,3,630,601,0,28,601,35007,13.7,12.3,MERCEDES ISD,108,N,EE - KG
108907105,0,0,0,0,0,7,364,324,37,39,324,34243,11.9,9.3,MERCEDES ISD,108,N,06 - 06
108908001,213,730,726,612,6,114,2157,1819,323,97,1819,35553,13.6,9.7,MISSION CONS ISD,108,N,09 - 12
108908002,874,0,0,0,0,32,841,701,109,38,701,29674,6.8,4.1,MISSION CONS ISD,108,N,09 - 09
108908041,0,0,0,0,2,60,832,672,157,56,672,31775,9.2,6.6,MISSION CONS ISD,108,N,07 - 08
108908042,0,0,0,0,0,12,841,736,128,31,736,31980,9.3,5,MISSION CONS ISD,108,N,07 - 08
108908101,0,0,0,0,3,61,539,417,38,54,417,33010,12.7,9.1,MISSION CONS ISD,108,N,EE - 06
108908102,0,0,0,0,0,1,582,529,18,37,529,33630,13.5,10.2,MISSION CONS ISD,108,N,EE - 06
108908104,0,0,0,0,1,25,591,495,50,40,495,35384,13.7,9.7,MISSION CONS ISD,108,N,EE - 06
108908105,0,0,0,0,0,6,567,488,17,26,488,32228,10.4,8.6,MISSION CONS ISD,108,N,EE - 06
108908107,0,0,0,0,1,4,777,758,10,59,758,28588,6.4,3.8,MISSION CONS ISD,108,N,EE - 06
108908108,0,0,0,0,0,5,854,833,27,51,833,31445,9.6,7.1,MISSION CONS ISD,108,N,EE - 06
108908109,0,0,0,0,0,8,629,597,22,50,597,33098,10.9,8.1,MISSION CONS ISD,108,N,EE - 06
108908110,1,0,0,0,3,83,762,484,100,52,484,35060,14,9.3,MISSION CONS ISD,108,N,EE - 09
108908111,0,0,0,0,0,17,714,635,35,47,635,34443,13.4,10.4,MISSION CONS ISD,108,N,EE - 06
108908112,0,0,0,0,0,1,776,723,0,70,723,32501,10.7,7.6,MISSION CONS ISD,108,N,EE - 06
108909001,978,679,554,561,2,52,2716,2259,176,183,2259,36272,11.2,8.4,PHARR-SAN JUAN-ALAMO ISD,108,N,09 - 12
108909003,817,595,563,496,1,40,2429,2019,131,185,2019,38457,14.2,11.5,PHARR-SAN JUAN-ALAMO ISD,108,N,09 - 12
108909005,15,11,25,19,0,0,72,69,0,0,69,23813,9,8.5,PHARR-SAN JUAN-ALAMO ISD,108,N,08 - 12
108909006,48,35,25,19,0,5,130,111,0,2,111,30676,9.7,6,PHARR-SAN JUAN-ALAMO ISD,108,N,06 - 12
108909041,0,0,0,0,1,14,1445,1245,96,130,1245,33197,9.6,8.3,PHARR-SAN JUAN-ALAMO ISD,108,N,06 - 08
108909042,0,0,0,0,1,25,836,758,87,69,758,31324,7.4,5.9,PHARR-SAN JUAN-ALAMO ISD,108,N,06 - 08
108909043,0,0,0,0,1,18,907,825,78,71,825,34680,10.8,9.5,PHARR-SAN JUAN-ALAMO ISD,108,N,06 - 08
108909044,0,0,0,0,0,11,1041,903,91,89,903,31148,7.3,5.4,PHARR-SAN JUAN-ALAMO ISD,108,N,06 - 08
108909101,0,0,0,0,2,28,446,400,55,29,400,35418,12.6,10.8,PHARR-SAN JUAN-ALAMO ISD,108,N,PK - 05
108909102,0,0,0,0,0,6,433,419,13,37,419,35927,13.7,11,PHARR-SAN JUAN-ALAMO ISD,108,N,PK - 05
108909103,0,0,0,0,0,1,277,263,10,20,263,36307,15.7,13.5,PHARR-SAN JUAN-ALAMO ISD,108,N,PK - 05
108909104,0,0,0,0,4,4,422,406,28,19,406,30884,7.4,5,PHARR-SAN JUAN-ALAMO ISD,108,N,EE - 05
108909105,0,0,0,0,0,2,468,424,49,24,424,32363,9.2,8.2,PHARR-SAN JUAN-ALAMO ISD,108,N,EE - 05
108909106,0,0,0,0,0,3,587,571,30,39,571,34182,12,10.4,PHARR-SAN JUAN-ALAMO ISD,108,N,EE - 05
108909107,0,0,0,0,1,6,428,375,23,23,375,36529,14.5,11.8,PHARR-SAN JUAN-ALAMO ISD,108,N,PK - 05
108909108,0,0,0,0,2,7,570,527,26,41,527,34672,11.1,9.8,PHARR-SAN JUAN-ALAMO ISD,108,N,PK - 05
108909109,0,0,0,0,0,1,330,312,15,22,312,35108,11.2,9.2,PHARR-SAN JUAN-ALAMO ISD,108,N,PK - 05
108909110,0,0,0,0,0,12,540,517,32,30,517,33970,11.2,8.5,PHARR-SAN JUAN-ALAMO ISD,108,N,EE - 05
108909111,0,0,0,0,1,8,355,346,12,29,346,33680,12.4,11.6,PHARR-SAN JUAN-ALAMO ISD,108,N,EE - 05
108909112,0,0,0,0,2,11,340,284,31,34,284,34899,15.5,12,PHARR-SAN JUAN-ALAMO ISD,108,N,EE - 05
108909113,0,0,0,0,2,17,497,470,31,38,470,36188,12.6,11.7,PHARR-SAN JUAN-ALAMO ISD,108,N,EE - 05
108909114,0,0,0,0,0,4,420,404,12,19,404,33068,9.9,9,PHARR-SAN JUAN-ALAMO ISD,108,N,EE - 05
108909115,0,0,0,0,2,7,585,489,54,41,489,33534,9.3,7.1,PHARR-SAN JUAN-ALAMO ISD,108,N,EE - 05
108909116,0,0,0,0,1,11,497,459,34,19,459,31387,9.4,8.2,PHARR-SAN JUAN-ALAMO ISD,108,N,PK - 05
108909117,0,0,0,0,0,14,656,539,57,46,539,36067,13.6,10.7,PHARR-SAN JUAN-ALAMO ISD,108,N,PK - 05
108909118,0,0,0,0,1,2,654,589,32,29,589,33699,10.5,7.5,PHARR-SAN JUAN-ALAMO ISD,108,N,EE - 05
108909119,0,0,0,0,1,16,637,557,46,45,557,34760,11.8,9.3,PHARR-SAN JUAN-ALAMO ISD,108,N,PK - 05
108909120,0,0,0,0,1,0,695,656,21,44,656,34280,11.2,9,PHARR-SAN JUAN-ALAMO ISD,108,N,PK - 05
108909121,0,0,0,0,0,11,562,516,40,37,516,31470,7.4,6.6,PHARR-SAN JUAN-ALAMO ISD,108,N,EE - 05
108910001,177,115,90,87,0,2,467,455,0,51,455,33282,10.3,5.3,PROGRESO ISD,108,N,09 - 12
108910002,19,9,1,8,0,0,38,37,0,0,37,24953,7.3,7,PROGRESO ISD,108,N,08 - 12
108910041,0,0,0,0,0,2,437,420,17,41,420,29942,6.8,3.7,PROGRESO ISD,108,N,06 - 08
108910101,0,0,0,0,2,0,399,389,28,45,389,29033,7,3.9,PROGRESO ISD,108,N,03 - 05
108910102,0,0,0,0,0,1,516,511,8,15,511,28920,7.5,4.5,PROGRESO ISD,108,N,EE - 02
108911001,414,329,289,203,1,319,907,559,89,106,559,34690,10.8,5.8,SHARYLAND ISD,108,N,08 - 12
108911041,0,0,0,0,0,175,490,317,90,57,317,31413,7.9,3.2,SHARYLAND ISD,108,N,07 - 08
108911101,0,0,0,0,2,197,799,588,100,71,588,34538,11.8,4.2,SHARYLAND ISD,108,N,EE - 06
108911102,0,0,0,0,1,196,635,483,95,78,483,33436,11.2,4.7,SHARYLAND ISD,108,N,EE - 06
108911103,0,0,0,0,0,79,568,484,44,59,484,32377,9.2,5.7,SHARYLAND ISD,108,N,PK - 06
108912001,187,979,678,547,0,22,2368,2101,251,221,2101,35105,11.2,7,LA JOYA ISD,108,N,09 - 12
108912003,31,23,11,41,0,1,109,78,3,7,78,34723,12.6,4.9,LA JOYA ISD,108,N,07 - 12
108912004,975,0,0,0,0,6,969,887,165,121,887,30539,6.8,3.2,LA JOYA ISD,108,N,09 - 09
108912041,0,0,0,0,0,9,990,904,192,138,904,32195,8.6,7.1,LA JOYA ISD,108,N,06 - 08
108912042,0,0,0,0,1,8,960,892,185,137,892,32626,8.6,5.7,LA JOYA ISD,108,N,06 - 08
108912044,0,0,0,0,0,5,1006,968,143,139,968,30933,7.2,4,LA JOYA ISD,108,N,06 - 08
108912102,0,0,0,0,0,9,785,718,148,83,718,31844,7.4,5.9,LA JOYA ISD,108,N,PK - 05
108912104,0,0,0,0,0,5,852,817,115,84,817,31567,7.4,4.9,LA JOYA ISD,108,N,PK - 05
108912105,0,0,0,0,0,5,803,782,103,64,782,31283,6.7,5,LA JOYA ISD,108,N,EE - 05
108912106,0,0,0,0,1,5,932,881,117,63,881,33804,9.9,7.4,LA JOYA ISD,108,N,PK - 05
108912107,0,0,0,0,0,2,736,697,67,42,697,32225,7.4,6.1,LA JOYA ISD,108,N,PK - 05
108912108,0,0,0,0,1,6,934,867,212,69,867,32603,8,5.5,LA JOYA ISD,108,N,EE - 05
108912109,0,0,0,0,0,2,971,944,103,59,944,30584,5.6,4.3,LA JOYA ISD,108,N,EE - 05
108912110,0,0,0,0,0,1,819,783,77,80,783,31997,7.2,5.3,LA JOYA ISD,108,N,PK - 05
108912111,0,0,0,0,0,5,849,825,105,41,825,32102,8.2,6.3,LA JOYA ISD,108,N,PK - 05
108913001,205,766,693,497,1,92,2064,1765,301,99,1765,34701,13.4,9.3,WESLACO ISD,108,N,07 - 12
108913003,0,34,39,26,0,3,96,77,12,3,77,26949,3.3,2.2,WESLACO ISD,108,N,10 - 12
108913004,998,0,0,0,2,33,961,851,91,61,851,28877,6.7,4.7,WESLACO ISD,108,N,09 - 09
108913042,0,0,0,0,1,12,849,778,65,69,778,31113,9.2,6.4,WESLACO ISD,108,N,07 - 08
108913043,0,0,0,0,0,45,979,868,128,84,868,30624,8.4,6.7,WESLACO ISD,108,N,07 - 08
108913101,0,0,0,0,0,2,610,611,0,23,611,31531,9.5,7.5,WESLACO ISD,108,N,EE - PK
108913102,0,0,0,0,1,23,555,465,117,39,465,32137,10.9,6,WESLACO ISD,108,N,05 - 06
108913103,0,0,0,0,0,36,738,646,170,71,646,32029,10,8.4,WESLACO ISD,108,N,05 - 06
108913104,0,0,0,0,4,3,347,339,34,16,339,31041,9.2,7.1,WESLACO ISD,108,N,KG - 04
108913106,0,0,0,0,0,5,563,536,93,53,536,30373,8.1,5.9,WESLACO ISD,108,N,05 - 06
108913109,0,0,0,0,2,42,1176,1048,125,76,1048,31799,9.5,8.6,WESLACO ISD,108,N,KG - 04
108913110,0,0,0,0,1,7,774,716,113,47,716,32862,10.5,9.1,WESLACO ISD,108,N,KG - 04
108913111,0,0,0,0,0,60,759,612,106,64,612,33084,11.2,9.4,WESLACO ISD,108,N,KG - 04
108913112,0,0,0,0,0,5,847,807,48,63,807,30477,7.7,6,WESLACO ISD,108,N,EE - 04
108913113,0,0,0,0,0,7,539,524,59,38,524,28157,5.3,4.4,WESLACO ISD,108,N,KG - 04
108913114,0,0,0,0,0,14,670,626,54,56,626,31140,9,7.7,WESLACO ISD,108,N,KG - 04
108914001,61,63,47,36,0,0,207,193,27,28,193,34099,14.7,8,LA VILLA ISD,108,N,09 - 12
108914041,0,0,0,0,0,0,140,126,17,31,126,31612,13.3,7.6,LA VILLA ISD,108,N,06 - 08
108914101,0,0,0,0,0,5,345,324,27,38,324,31862,9.9,7.7,LA VILLA ISD,108,N,PK - 05
108915041,0,0,0,0,0,6,110,99,18,16,99,32733,10.4,5.1,MONTE ALTO ISD,108,N,06 - 08
108915101,0,0,0,0,0,8,298,267,28,28,267,33426,11.4,9.3,MONTE ALTO ISD,108,N,PK - 05
108916001,182,125,80,84,0,0,470,448,53,48,448,31626,8.8,4.3,VALLEY VIEW ISD,108,N,09 - 12
108916041,0,0,0,0,0,2,394,382,49,38,382,28625,6,3.3,VALLEY VIEW ISD,108,N,06 - 08
108916102,0,0,0,0,0,2,939,913,51,58,913,31317,8.8,4.6,VALLEY VIEW ISD,108,N,PK - 05
109901001,25,26,23,18,3,246,23,72,30,42,72,33776,14.4,9.2,ABBOTT ISD,109,N,KG - 12
109902001,23,24,20,15,20,191,16,88,12,58,88,28265,9.1,2.8,BYNUM ISD,109,N,PK - 12
109903001,27,26,24,18,0,310,29,121,31,55,121,26761,9.9,6.5,COVINGTON ISD,109,N,EE - 12
109904001,124,116,91,87,76,244,98,192,39,34,192,32396,13.1,6,HILLSBORO ISD,109,N,09 - 12
109904041,0,0,0,0,89,224,117,246,48,52,246,27874,9,4.7,HILLSBORO ISD,109,N,06 - 08
109904101,0,0,0,0,69,145,112,262,0,26,262,29174,11,7.8,HILLSBORO ISD,109,N,PK - 01
109904104,0,0,0,0,114,259,148,337,35,104,337,29264,11.5,7.1,HILLSBORO ISD,109,N,02 - 05
109904107,0,1,2,3,4,7,1,9,0,12,9,30339,15.1,6,HILLSBORO ISD,109,N,EE - 12
109905001,43,38,47,43,37,131,3,73,17,36,73,30425,14.1,8.1,HUBBARD ISD,109,N,09 - 12
109905041,0,0,0,0,31,76,1,72,12,26,72,27192,13,4,HUBBARD ISD,109,N,06 - 08
109905101,0,0,0,0,40,92,3,80,5,21,80,27390,14.1,5.2,HUBBARD ISD,109,N,02 - 05
109905102,0,0,0,0,10,75,4,73,0,11,73,27430,11.9,5.5,HUBBARD ISD,109,N,PK - 01
109907001,40,44,31,35,32,79,39,78,18,35,78,31798,10.5,4.8,ITASCA ISD,109,N,09 - 12
109907041,0,0,0,0,21,76,36,84,18,19,84,31219,9.8,3.2,ITASCA ISD,109,N,06 - 08
109907101,0,0,0,0,51,144,65,170,9,25,170,30039,12.7,6.1,ITASCA ISD,109,N,PK - 05
109908101,0,0,0,0,16,34,5,41,3,16,41,27745,8.2,5,MALONE ISD,109,N,KG - 08
109910101,0,0,0,0,14,66,5,40,9,13,40,28479,9.8,6.6,MOUNT CALM ISD,109,N,PK - 08
109911001,116,104,88,79,17,346,22,106,30,62,106,27127,8.1,3.2,WHITNEY ISD,109,N,09 - 12
109911041,0,0,0,0,20,413,43,237,41,90,237,27357,8.1,4.2,WHITNEY ISD,109,N,05 - 08
109911101,0,0,0,0,22,496,48,323,8,74,323,29229,10.2,5.1,WHITNEY ISD,109,N,EE - 04
109912001,15,8,10,10,5,147,9,65,20,19,65,31237,14.9,4,AQUILLA ISD,109,N,KG - 12
109913001,37,18,19,26,2,125,10,54,21,27,54,28828,10.5,4.3,BLUM ISD,109,N,07 - 12
109913101,0,0,0,0,3,125,11,70,11,26,70,29236,13.3,6.7,BLUM ISD,109,N,EE - 06
109914001,19,17,9,8,0,128,24,67,8,22,67,29389,14.2,7.1,PENELOPE ISD,109,N,PK - 12
110901001,33,22,20,17,11,59,70,80,11,18,80,29448,9.3,5.3,ANTON ISD,110,N,07 - 12
110901101,0,0,0,0,8,94,131,158,13,28,158,28868,9.8,7.3,ANTON ISD,110,N,KG - 06
110902001,0,281,203,234,36,396,284,211,9,77,211,35015,15.5,11.5,LEVELLAND ISD,110,N,10 - 12
110902002,8,2,0,0,0,2,10,7,0,1,7,25001,2,0,LEVELLAND ISD,110,N,06 - 10
110902041,298,0,0,0,42,276,253,240,36,60,240,30378,10.8,7.1,LEVELLAND ISD,110,N,08 - 09
110902042,4,1,1,3,39,247,258,286,47,91,286,32404,13.5,8.8,LEVELLAND ISD,110,N,06 - 12
110902101,0,0,0,0,24,161,201,217,39,46,217,31173,12,11.3,LEVELLAND ISD,110,N,KG - 05
110902102,0,0,0,0,36,162,204,236,21,65,236,32421,14.3,11.9,LEVELLAND ISD,110,N,KG - 05
110902105,0,0,0,0,16,149,213,243,42,52,243,33355,14.9,11.5,LEVELLAND ISD,110,N,KG - 05
110902106,0,0,0,0,8,151,210,241,37,46,241,32226,14.3,13.2,LEVELLAND ISD,110,N,KG - 05
110902107,0,0,0,0,11,30,111,150,0,10,150,34677,18.2,10.5,LEVELLAND ISD,110,N,EE - PK
110902199,0,0,0,0,0,2,0,0,0,2,0,35544,21,11,LEVELLAND ISD,110,N,01 - 08
110905001,25,27,17,21,7,142,188,197,18,36,197,30400,11.2,6.7,ROPES ISD,110,N,PK - 12
110905002,17,10,8,8,0,18,25,25,0,7,25,29001,4.7,0.2,ROPES ISD,110,N,09 - 12
110906001,31,26,24,23,4,122,53,76,14,13,76,24540,6.6,4.5,SMYER ISD,110,N,07 - 12
110906101,0,0,0,0,5,150,64,128,17,24,128,24916,6.3,3.1,SMYER ISD,110,N,KG - 06
110907001,48,46,36,33,0,94,68,55,0,7,55,35279,11.9,7.3,SUNDOWN ISD,110,N,09 - 12
110907041,0,0,0,0,4,72,70,36,16,17,36,33227,11.9,7.4,SUNDOWN ISD,110,N,06 - 08
110907101,0,0,0,0,3,97,140,178,17,19,178,34673,13.6,9.8,SUNDOWN ISD,110,N,PK - 05
110908001,23,19,19,16,5,125,114,123,32,15,123,30379,13.5,8.5,WHITHARRAL ISD,110,N,KG - 12
111901001,544,432,364,292,11,1491,112,187,140,186,187,31010,10.4,5.8,GRANBURY ISD,111,N,09 - 12
111901002,0,4,15,18,0,32,3,3,1,2,3,35400,8,4,GRANBURY ISD,111,N,10 - 12
111901003,16,6,1,2,0,26,1,5,0,6,5,28278,8.3,2.5,GRANBURY ISD,111,N,05 - 12
111901041,0,0,0,0,3,470,33,104,51,69,104,29632,10,4.5,GRANBURY ISD,111,N,07 - 08
111901042,0,0,0,0,3,422,44,129,39,80,129,28055,6.7,4.6,GRANBURY ISD,111,N,04 - 08
111901101,0,0,0,0,0,283,100,197,32,48,197,28711,6.8,4.1,GRANBURY ISD,111,N,PK - 03
111901102,0,0,0,0,2,474,22,120,21,45,120,28461,6.5,5.1,GRANBURY ISD,111,N,EE - 03
111901103,0,0,0,0,10,614,101,335,49,130,335,30487,10.4,6.8,GRANBURY ISD,111,N,04 - 06
111901104,0,0,0,0,1,468,42,265,81,59,265,29859,10.3,6.7,GRANBURY ISD,111,N,EE - 03
111901105,0,0,0,0,2,477,22,305,77,74,305,28713,8.4,4.8,GRANBURY ISD,111,N,EE - 05
111901106,0,0,0,0,2,668,29,161,85,94,161,32156,9.9,5.5,GRANBURY ISD,111,N,04 - 06
111902001,30,25,30,16,0,143,3,48,9,26,48,31356,9.8,4.7,LIPAN ISD,111,N,07 - 12
111902101,0,0,0,0,0,152,11,85,5,21,85,29462,9.7,5.3,LIPAN ISD,111,N,PK - 06
111903001,46,31,39,29,0,198,12,49,25,32,49,30410,10.8,8.3,TOLAR ISD,111,N,07 - 12
111903101,0,0,0,0,0,242,12,77,19,36,77,30429,10.9,7.4,TOLAR ISD,111,N,EE - 06
112901002,325,298,249,212,176,849,50,215,53,128,215,32890,14.1,8.9,SULPHUR SPRINGS ISD,112,N,09 - 12
112901041,0,0,0,0,120,730,52,275,71,119,275,32188,14.4,10.5,SULPHUR SPRINGS ISD,112,N,06 - 08
112901101,0,0,0,0,57,185,32,190,7,31,190,29718,11.1,7.8,SULPHUR SPRINGS ISD,112,N,PK - 04
112901103,0,0,0,0,42,215,10,145,11,50,145,31705,12.3,9.1,SULPHUR SPRINGS ISD,112,N,EE - 04
112901104,0,0,0,0,38,207,13,120,21,44,120,30020,9.8,7.5,SULPHUR SPRINGS ISD,112,N,PK - 04
112901105,0,0,0,0,52,341,26,174,17,40,174,30246,9.9,7.1,SULPHUR SPRINGS ISD,112,N,KG - 04
112901106,0,0,0,0,38,247,74,162,18,35,162,33185,14.7,9.2,SULPHUR SPRINGS ISD,112,N,KG - 04
112901107,0,0,0,0,40,269,32,145,30,67,145,32913,13.9,10.3,SULPHUR SPRINGS ISD,112,N,05 - 05
112905001,28,25,26,16,0,131,7,24,13,38,24,26999,8.6,5.5,CUMBY ISD,112,N,07 - 12
112905101,0,0,0,0,0,136,18,63,14,33,63,25873,7.8,3.4,CUMBY ISD,112,N,KG - 06
112906001,26,41,26,29,4,166,5,64,0,33,64,31353,11.4,6.8,NORTH HOPKINS ISD,112,N,07 - 12
112906101,0,0,0,0,9,161,10,110,18,28,110,28041,10.4,6,NORTH HOPKINS ISD,112,N,EE - 06
112907001,19,19,14,19,0,201,17,66,17,33,66,30137,12.3,6.9,MILLER GROVE ISD,112,N,EE - 12
112908001,37,46,53,49,26,519,138,306,40,95,306,28192,9.2,5.7,COMO-PICKTON CISD,112,N,PK - 12
112909001,26,14,11,15,2,208,16,128,20,30,128,29836,11.5,7.9,SALTILLO ISD,112,N,PK - 12
112910001,19,15,17,23,2,224,22,94,14,21,94,30234,13.1,9.4,SULPHUR BLUFF ISD,112,N,PK - 12
113901002,183,106,132,88,281,199,28,282,50,55,282,30955,14.5,8.3,CROCKETT ISD,113,N,09 - 12
113901003,15,2,3,3,36,13,1,28,0,14,28,22401,6,2.3,CROCKETT ISD,113,N,KG - 12
113901041,0,0,0,0,177,123,37,212,46,59,212,29393,13.3,8.8,CROCKETT ISD,113,N,07 - 08
113901102,0,0,0,0,366,156,53,421,42,97,421,27162,9.4,6.1,CROCKETT ISD,113,N,01 - 04
113901104,0,0,0,0,164,102,27,196,30,68,196,31433,17.3,10,CROCKETT ISD,113,N,05 - 06
113901105,0,0,0,0,150,52,19,160,0,11,160,27997,10.9,6,CROCKETT ISD,113,N,EE - KG
113902002,76,66,50,60,62,190,0,56,46,62,56,32508,14.7,4.7,GRAPELAND ISD,113,N,09 - 12
113902041,0,0,0,0,56,112,4,80,32,44,80,31672,13.6,6,GRAPELAND ISD,113,N,06 - 08
113902102,0,0,0,0,132,184,9,211,17,37,211,33037,15.8,12,GRAPELAND ISD,113,N,PK - 05
113903002,41,45,44,34,25,137,2,35,16,21,35,33158,14.1,7.6,LOVELADY ISD,113,N,09 - 12
113903102,0,0,0,0,47,291,10,132,11,42,132,32275,13.8,6,LOVELADY ISD,113,N,PK - 08
113905001,36,43,28,22,9,179,11,59,14,52,59,28649,9.8,4.1,LATEXO ISD,113,N,07 - 12
113905101,0,0,0,0,4,214,19,103,8,26,103,28301,9.9,3.6,LATEXO ISD,113,N,PK - 06
113906001,39,32,25,34,63,134,1,106,18,43,106,29276,12.1,9,KENNARD ISD,113,N,07 - 12
113906101,0,0,0,0,63,137,0,126,8,29,126,28913,11.3,9.3,KENNARD ISD,113,N,PK - 06
114901001,372,298,255,212,54,614,460,339,52,93,339,34289,15.3,10.6,BIG SPRING ISD,114,N,09 - 12
114901002,0,0,0,16,0,8,8,0,0,0,0,25765,4.5,3.5,BIG SPRING ISD,114,N,12 - 12
114901041,0,0,0,0,48,347,339,402,45,85,402,32213,12.3,10.4,BIG SPRING ISD,114,N,06 - 07
114901042,0,0,0,0,25,147,176,165,21,25,165,32526,12.8,10,BIG SPRING ISD,114,N,08 - 08
114901101,0,0,0,0,27,143,199,224,0,1,224,28461,8,5.7,BIG SPRING ISD,114,N,KG - KG
114901102,0,0,0,0,16,88,165,135,37,28,135,32194,12.3,7.3,BIG SPRING ISD,114,N,01 - 05
114901106,0,0,0,0,7,74,220,256,5,54,256,32818,13.3,9,BIG SPRING ISD,114,N,01 - 05
114901108,0,0,0,0,2,129,5,11,17,10,11,34927,19,12.5,BIG SPRING ISD,114,N,01 - 05
114901110,0,0,0,0,36,164,233,297,11,57,297,31705,12.2,8.8,BIG SPRING ISD,114,N,01 - 05
114901111,0,0,0,0,25,161,142,194,19,74,194,29451,9.7,7.5,BIG SPRING ISD,114,N,EE - 05
114901113,0,0,0,0,18,142,155,224,7,40,224,30313,10.8,6.4,BIG SPRING ISD,114,N,01 - 05
114901114,3,3,0,0,0,5,2,0,0,5,0,35790,10,4,BIG SPRING ISD,114,N,08 - 10
114902001,92,59,69,62,0,224,56,53,15,38,53,31352,16.5,8.2,COAHOMA ISD,114,N,09 - 12
114902041,0,0,0,0,0,131,30,53,17,16,53,32203,18.1,9.1,COAHOMA ISD,114,N,07 - 08
114902101,0,0,0,0,2,423,117,239,15,41,239,30931,14.1,8.4,COAHOMA ISD,114,N,PK - 06
114904001,67,43,44,35,1,328,42,59,21,37,59,33462,12.2,7,FORSAN ISD,114,N,06 - 12
114904101,0,0,0,0,2,285,37,78,10,38,78,34804,15.2,11.1,FORSAN ISD,114,N,KG - 05
115901001,35,42,26,19,3,33,441,417,23,35,417,28784,7.2,2.9,FT HANCOCK ISD,115,N,EE - 12
115901002,2,0,0,3,0,0,5,4,0,1,4,.,.,.,FT HANCOCK ISD,115,N,09 - 12
115902001,12,16,12,8,0,52,102,110,2,20,110,27643,8.4,3.8,SIERRA BLANCA ISD,115,N,KG - 12
115903001,19,19,20,15,0,67,121,141,33,32,141,29051,6.3,3.6,DELL CITY ISD,115,N,KG - 12
116901001,58,59,55,52,10,211,3,41,13,39,41,31970,14.5,4.5,CADDO MILLS ISD,116,N,09 - 12
116901041,0,0,0,0,7,194,6,54,19,38,54,28561,10.6,5.1,CADDO MILLS ISD,116,N,06 - 08
116901101,0,0,0,0,10,394,11,154,22,55,154,30149,11.4,6.7,CADDO MILLS ISD,116,N,PK - 05
116902001,40,32,42,33,7,136,3,12,34,26,12,33057,11.9,6.9,CELESTE ISD,116,N,09 - 12
116902041,0,0,0,0,4,111,3,35,29,23,35,28919,8.9,4.3,CELESTE ISD,116,N,06 - 08
116902101,0,0,0,0,1,185,6,69,18,32,69,29601,10.3,7,CELESTE ISD,116,N,EE - 05
116903001,152,112,96,79,89,318,18,149,42,79,149,30825,11.5,6.9,COMMERCE ISD,116,N,09 - 12
116903043,0,0,0,0,62,186,11,115,34,47,115,28040,8.6,5.6,COMMERCE ISD,116,N,07 - 08
116903101,0,0,0,0,146,360,30,321,32,46,321,28116,9.2,5.5,COMMERCE ISD,116,N,EE - 04
116903104,0,0,0,0,78,309,10,212,57,89,212,31112,12.2,8.3,COMMERCE ISD,116,N,04 - 06
116905001,10,21,38,38,17,76,10,23,0,0,23,26785,7.6,4.2,GREENVILLE ISD,116,N,09 - 12
116905002,462,318,248,280,323,841,130,406,121,158,406,32443,14.4,9.4,GREENVILLE ISD,116,N,09 - 12
116905004,16,5,1,0,15,7,3,12,0,3,12,20706,0.7,0.3,GREENVILLE ISD,116,N,08 - 11
116905041,0,0,0,0,214,505,89,347,82,107,347,29049,8.9,7,GREENVILLE ISD,116,N,07 - 08
116905102,0,0,0,0,41,417,19,126,55,49,126,31171,12.4,9.5,GREENVILLE ISD,116,N,KG - 04
116905103,0,0,0,0,95,191,87,246,15,32,246,26324,5.8,3.4,GREENVILLE ISD,116,N,KG - 04
