,per_pupil_exp,per_pupil_instruction,per_pupil_leadership
001902001,6588,4991,0
001902041,4902,3771,0
001902103,4749,4106,0
001903001,6125,4155,47
001903002,.,.,.
001903041,5083,4254,60
001903101,3907,3363,41
001904001,6414,3915,0
001904041,4435,3134,0
001904102,4788,4130,0
001906002,7031,4317,0
001906102,5115,3696,0
001907001,5918,3751,102
001907041,5188,3786,55
001907042,5421,3944,67
001907101,4761,3844,60
001907104,4062,2782,2
001907107,5489,4430,66
001907110,4699,3671,53
001908002,4939,3060,0
001908041,4741,3753,0
001908101,3920,3066,0
001908102,3609,2981,0
001909001,6590,5276,0
001909101,4753,4208,0
002901001,6204,3880,73
002901002,8131,7571,76
002901041,5792,4066,113
002901101,8627,6053,258
002901103,6193,4409,150
002901104,5894,4181,109
002901105,5173,3921,123
003801001,4354,3768,0
003902001,5703,4271,28
003902004,41454,24494,0
003902041,4228,3409,40
003902101,3993,3326,20
003902102,4073,3403,36
003903001,5693,3736,191
003903004,13,13,0
003903044,4680,3440,140
003903120,5518,4066,85
003903121,5306,3823,134
003903122,5978,4481,108
003903123,7081,4813,268
003903124,4779,3669,56
003903125,4201,3242,85
003903126,4505,3064,289
003903127,5535,4205,86
003903128,4425,3424,70
003903129,4361,3448,62
003903130,4867,3793,67
003903140,20996,19044,504
003903141,1084,1084,0
003903201,4171,4171,0
003904001,5671,3787,48
003904005,3724,3301,37
003904041,4895,3505,56
003904101,4174,3070,40
003904102,5940,4208,52
003905001,6312,3851,77
003905004,.,.,.
003905005,.,.,.
003905041,5350,3622,91
003905101,4784,3484,84
003905102,4902,3494,67
003906001,6385,4352,0
003906004,.,.,.
003906101,4827,3563,15
003907001,5331,4227,51
003907004,.,.,.
003907041,4235,3364,37
003907101,3776,3129,42
003907102,3910,3263,41
004901001,5692,3803,80
004901041,4859,3596,80
004901101,5218,4040,99
004901102,5175,3905,142
004901103,4959,3846,72
005901001,7842,5435,0
005901101,4717,3769,0
005902001,7869,5302,0
005902041,4031,3310,0
005902101,4295,3554,0
005903001,10999,7961,0
005904001,6521,4649,0
005904101,3941,3267,0
006902001,6651,5586,0
006902101,5229,4587,0
007901001,9829,7749,18
007901002,.,.,.
007901003,.,.,.
007901041,4587,3514,9
007901101,4698,3887,9
007902001,8750,5618,4
007902002,49278,31614,0
007902004,26314,26314,0
007902005,2393,2385,7
007902041,5374,3490,4
007902101,4892,3712,4
007904001,6796,3925,53
007904002,.,.,.
007904041,6005,3598,118
007904042,3812,2507,52
007904101,5460,3507,71
007904103,5606,3651,95
007905001,8497,6578,79
007905003,9243,4461,118
007905004,.,.,.
007905041,5898,4172,80
007905102,5504,3871,37
007905103,5414,3855,74
007905104,5411,4082,78
007905105,4512,3508,58
007906001,6149,4408,139
007906003,.,.,.
007906041,5420,3690,233
007906101,4211,3474,107
007906102,5208,4225,164
008901001,5782,3641,238
008901041,4514,3129,68
008901101,4869,3761,69
008901102,4778,3575,71
008901105,5308,3777,88
008902001,6397,5006,2
008902041,5802,4472,0
008902102,4305,3741,0
008902103,4680,3890,0
008903001,7542,4297,70
008903041,6303,4223,72
008903102,6237,4779,90
009901001,5874,4082,106
009901002,.,.,.
009901041,6413,4612,146
009901101,5321,4113,129
009901103,4192,3344,85
010901001,9245,7181,140
010901101,6227,4998,137
010902001,4911,3454,48
010902041,4682,3463,47
010902101,5719,4660,102
010902102,4874,3800,58
011901001,5024,3472,29
011901022,8090,5373,66
011901033,13010,9617,135
011901041,4938,3446,37
011901101,4983,3901,32
011901102,4994,3857,34
011901103,4607,3470,32
011901104,4718,3401,31
011901106,6130,4107,34
011901107,6108,4548,40
011901108,3832,2917,28
011901109,.,.,.
011901110,.,.,.
011902001,6284,4099,135
011902003,.,.,.
011902004,7357,3094,13
011902041,5943,4143,156
011902101,4962,3704,133
011902102,5041,3749,126
011904002,5779,4499,86
011904039,5559,4947,346
011904041,4721,3667,74
011904101,5170,4147,84
011904102,5169,4134,81
011905101,6585,5683,0
012901001,10578,5277,0
012901042,5688,4688,0
012901101,6920,5084,0
013801101,6996,4920,0
013901001,6300,3840,127
013901002,25770,16156,221
013901041,5879,3706,105
013901101,5452,3946,61
013901102,6327,4558,115
013901104,5327,4196,69
013901105,5498,4087,110
013901106,4824,3623,94
013902101,7053,4470,185
013903001,6295,4239,17
013903101,6257,5375,0
013905001,6036,4206,53
013905041,5353,3992,130
013905101,5210,4229,90
014801001,6253,3854,41
014802001,3827,2100,0
014803101,3195,1971,0
014804001,14848,9282,0
014901001,5517,3993,0
014901041,6402,5215,0
014901101,4778,3975,0
014902001,5320,3949,0
014902002,.,.,.
014902101,5033,4263,0
014903001,4321,3037,170
014903005,6279,3887,101
014903006,.,.,.
014903041,4648,3453,174
014903102,4901,3899,117
014903103,5920,4510,216
014903104,4891,3627,239
014903108,4630,3578,119
014903109,4834,3700,191
014903110,4984,3726,131
014903111,4894,3852,181
014903112,4550,3486,138
014905001,7066,4870,8
014905041,4140,3097,1
014905101,4428,3804,6
014906001,7529,4225,109
014906002,6949,3815,93
014906004,27243,16337,243
014906006,12588,8397,173
014906007,5831,3526,71
014906008,5687,3280,71
014906009,13694,10002,146
014906022,5443,4794,287
014906025,30595,27762,950
014906026,10196,8668,0
014906041,6097,3840,75
014906042,5934,3801,81
014906043,6441,4029,77
014906044,6279,4038,84
014906045,5475,3522,51
014906046,6085,4021,89
014906048,5328,3385,69
014906049,5100,3416,53
014906050,5554,3439,68
014906051,.,.,.
014906052,.,.,.
