,gr9_stu_count,gr10_stu_count,gr11_stu_count,gr12_stu_count,black_stu_count,white_stu_count,his_stu_count,all_stud_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,teacher_avg_salary,teacher_experience,exp_w_dist,completion_rate,recieved_GED,graduated,dist_name,county_num,charter,grade_span,eng_class_size,math_class_size,sci_class_size
001908101,0,0,0,0,101,365,64,254,35,63,254,34879,11.491162616,5.6721841549,.,.,.,WESTWOOD ISD,001,N,03 - 06,.,.,.
001908102,0,0,0,0,81,332,69,276,12,39,276,36012,13.757395159,9.6585033071,.,.,.,WESTWOOD ISD,001,N,EE - 02,.,.,.
001909001,31,26,31,23,2,154,5,87,24,51,87,39198,14.057142857,7.1428571429,5.3,0,89.5,SLOCUM ISD,001,N,07 - 12,12.2,10,12.4
001909101,0,0,0,0,6,207,14,139,15,34,139,35500,10.291666667,6.5416666667,.,.,.,SLOCUM ISD,001,N,EE - 06,.,.,.
002901001,215,234,242,198,14,392,474,274,100,144,274,45273,14,8.4328358209,1,2.4,95.1,ANDREWS ISD,002,N,09 - 12,16.3,16.9,18.9
002901002,4,4,4,3,0,11,8,9,0,6,9,36790,6,4,.,.,.,ANDREWS ISD,002,N,06 - 12,.,.,.
002901041,0,0,0,0,7,266,355,278,53,118,278,43338,13.640137549,10.051568914,.,.,.,ANDREWS ISD,002,N,06 - 08,18,20.5,17.7
002901101,0,0,0,0,1,82,129,118,6,37,118,42157,14.290596972,9.9989584338,.,.,.,ANDREWS ISD,002,N,03 - 04,.,.,.
002901103,0,0,0,0,4,90,166,149,6,50,149,42469,14.9,10.7,.,.,.,ANDREWS ISD,002,N,EE - 05,.,.,.
002901104,0,0,0,0,7,76,164,158,13,31,158,41781,14.19047619,10.619047619,.,.,.,ANDREWS ISD,002,N,PK - 04,.,.,.
002901105,0,0,0,0,13,237,377,385,13,84,385,44330,17.35,13.65,.,.,.,ANDREWS ISD,002,N,KG - 03,.,.,.
003801001,0,0,0,0,45,152,18,132,0,26,132,31672,5.4421892075,1.9348672357,.,.,.,PINEYWOODS COMMUNITY ACADEMY,003,Y,KG - 08,21.2,13,22
003902001,182,174,151,137,23,497,117,282,56,92,282,36365,12.611111111,7.537037037,0,2,94,HUDSON ISD,003,N,09 - 12,19.4,17.4,18.7
003902004,2,4,4,4,1,11,2,2,0,2,2,40603,11.166666667,5.5,69.2,7.7,15.4,HUDSON ISD,003,N,09 - 12,6,6,.
003902041,0,0,0,0,36,541,140,372,53,91,372,35989,13.236363636,7.4909090909,.,.,.,HUDSON ISD,003,N,05 - 08,20.9,23.2,21.8
003902101,0,0,0,0,27,338,108,319,1,32,319,35520,13.037037037,7.9259259259,.,.,.,HUDSON ISD,003,N,EE - 01,.,.,.
003902102,0,0,0,0,20,426,118,344,15,60,344,34743,10.831336757,6.6156019115,.,.,.,HUDSON ISD,003,N,02 - 04,.,.,.
003903001,721,623,575,493,803,993,582,1188,175,450,1188,40110,13.750636081,9.96041475,3.2,0.6,89.4,LUFKIN ISD,003,N,09 - 12,19.4,18.1,19.9
003903004,3,5,15,19,15,17,10,13,0,9,13,.,.,.,76.5,0,11.8,LUFKIN ISD,003,N,09 - 12,.,.,.
003903044,0,0,0,0,526,680,505,950,181,340,950,38981,12.866644171,9.3661600951,.,.,.,LUFKIN ISD,003,N,06 - 08,18.6,21.2,23.4
003903120,0,0,0,0,99,162,56,198,0,57,198,40707,15.32,9.96,.,.,.,LUFKIN ISD,003,N,02 - 05,.,.,.
003903121,0,0,0,0,184,192,36,237,199,60,237,38469,11.81547619,8.5416666667,.,.,.,LUFKIN ISD,003,N,02 - 05,.,.,.
003903122,0,0,0,0,137,152,73,223,0,77,223,40776,14.144744169,10.914841958,.,.,.,LUFKIN ISD,003,N,02 - 05,.,.,.
003903123,0,0,0,0,63,76,224,333,0,48,333,39553,14.074074074,11.407407407,.,.,.,LUFKIN ISD,003,N,03 - 05,.,.,.
003903124,0,0,0,0,132,120,40,187,146,16,187,38163,11.863636364,7,.,.,.,LUFKIN ISD,003,N,01 - 02,.,.,.
003903125,0,0,0,0,122,71,254,370,55,8,370,36301,10.4,7.52,.,.,.,LUFKIN ISD,003,N,PK - KG,.,.,.
003903126,0,0,0,0,133,24,99,252,0,3,252,33774,6,3.1538461538,.,.,.,LUFKIN ISD,003,N,PK - PK,.,.,.
003903127,0,0,0,0,115,172,184,431,0,59,431,36420,9.4545454545,5.6060606061,.,.,.,LUFKIN ISD,003,N,EE - 02,.,.,.
003903128,0,0,0,0,102,167,97,256,0,38,256,40350,16.222222222,12.555555556,.,.,.,LUFKIN ISD,003,N,EE - 02,.,.,.
003903129,0,0,0,0,72,277,333,468,1,48,468,39135,14.458451353,11.231847802,.,.,.,LUFKIN ISD,003,N,KG - 05,.,.,.
003903130,0,0,0,0,185,148,117,328,0,33,328,40213,13.909090909,10.909090909,.,.,.,LUFKIN ISD,003,N,EE - 02,.,.,.
003903140,1,0,0,1,1,2,0,0,0,3,0,41634,13,10,8,1.3,83.7,LUFKIN ISD,003,N,08 - 12,.,.,.
003903141,1,0,0,1,0,1,1,0,0,2,0,33680,8,3,8,1.3,83.7,LUFKIN ISD,003,N,09 - 12,.,.,.
003903201,6,0,2,0,4,4,2,3,0,1,3,49226,33,30,-1,-1,-1,LUFKIN ISD,003,N,05 - 11,.,.,.
003904001,148,111,111,105,18,443,13,145,36,84,145,35971,12.697674419,7.9302325581,2.1,4.2,93.7,HUNTINGTON ISD,003,N,09 - 12,18.1,17.5,14.1
003904005,10,6,11,21,4,39,5,30,0,10,30,39411,25.5,14.5,33.3,4.8,61.9,HUNTINGTON ISD,003,N,09 - 12,.,16.5,-2
003904041,0,0,0,0,9,353,12,151,40,60,151,34010,9.625,5.96875,.,.,.,HUNTINGTON ISD,003,N,06 - 08,15,18.2,20.1
003904101,0,0,0,0,18,508,26,310,20,51,310,34793,12.657142857,9.1142857143,.,.,.,HUNTINGTON ISD,003,N,EE - 03,.,.,.
003904102,0,0,0,0,8,211,7,115,17,38,115,39694,19.473684211,15.263157895,.,.,.,HUNTINGTON ISD,003,N,04 - 05,.,.,.
003905001,152,131,140,103,89,217,219,334,24,78,334,41737,17.180722892,9.9759036145,3.6,0,92.8,DIBOLL ISD,003,N,07 - 12,18.2,20.8,15.6
003905004,0,1,3,6,0,7,3,0,0,0,0,.,.,.,-1,-1,-1,DIBOLL ISD,003,N,10 - 12,.,.,.
003905005,2,1,1,1,1,2,7,6,0,4,6,.,.,.,.,.,.,DIBOLL ISD,003,N,06 - 12,.,.,.
003905041,0,0,0,0,60,157,175,261,24,39,261,36902,11.611111111,5.6666666667,.,.,.,DIBOLL ISD,003,N,06 - 08,19.3,20.3,17.6
003905101,0,0,0,0,75,207,253,398,21,53,398,37540,11.879776701,6.6728123866,.,.,.,DIBOLL ISD,003,N,02 - 05,.,.,.
003905102,0,0,0,0,34,125,222,309,4,45,309,38046,15.068965517,12,.,.,.,DIBOLL ISD,003,N,EE - 03,.,.,.
003906001,36,32,31,26,0,221,5,132,22,47,132,34891,13.052631579,7.1578947368,0,0,100,ZAVALLA ISD,003,N,06 - 12,14.4,15.9,17.2
003906004,0,0,1,0,0,1,0,0,0,1,0,.,.,.,.,.,.,ZAVALLA ISD,003,N,11 - 11,.,.,.
003906101,0,0,0,0,2,254,0,163,4,34,163,34927,11.4,9.7333333333,.,.,.,ZAVALLA ISD,003,N,PK - 05,.,.,.
003907001,150,132,107,104,18,420,53,146,22,98,146,36939,11.512195122,5.7804878049,1.1,4.5,94.3,CENTRAL ISD,003,N,09 - 12,17.9,17.8,19.5
003907004,0,1,6,6,0,10,3,1,0,2,1,.,.,.,.,.,.,CENTRAL ISD,003,N,10 - 12,.,.,.
003907041,0,0,0,0,13,328,50,179,30,101,179,39068,14.314285714,9.6,.,.,.,CENTRAL ISD,003,N,06 - 08,18.1,19.4,21.3
003907101,0,0,0,0,18,314,56,211,12,43,211,35434,12.2,7.1666666667,.,.,.,CENTRAL ISD,003,N,EE - 02,.,.,.
003907102,0,0,0,0,22,292,34,168,13,57,168,36304,12.233333333,8.7333333333,.,.,.,CENTRAL ISD,003,N,03 - 05,.,.,.
004901001,236,246,216,201,15,557,277,427,64,129,427,38788,11.664857424,5.5563585827,0.4,3.2,93.9,ARANSAS COUNTY ISD,004,N,09 - 12,21,18.7,21
004901003,53,9,7,11,1,41,52,67,0,11,67,39498,12.178437142,6.5631958061,.,.,.,ARANSAS COUNTY ISD,004,N,08 - 12,9,9.2,10.6
004901041,0,0,0,0,16,501,287,493,57,145,493,40249,13.65,7.85,.,.,.,ARANSAS COUNTY ISD,004,N,06 - 08,22.1,24.7,24.7
004901101,0,0,0,0,9,290,158,311,23,77,311,38045,11.888888889,7.5555555556,.,.,.,ARANSAS COUNTY ISD,004,N,04 - 05,.,.,.
004901102,0,0,0,0,11,185,126,252,0,28,252,40510,14.315789474,9.1578947368,.,.,.,ARANSAS COUNTY ISD,004,N,EE - KG,.,.,.
004901103,0,0,0,0,24,400,250,478,21,75,478,38865,12.142857143,7.5102040816,.,.,.,ARANSAS COUNTY ISD,004,N,01 - 03,.,.,.
005901001,43,41,43,49,0,244,11,63,25,32,63,35832,13.034482759,7.6896551724,2.5,5,92.5,ARCHER CITY ISD,005,N,07 - 12,13.3,14.3,14.2
005901101,0,0,0,0,1,238,6,82,10,26,82,35417,11.307692308,8.4615384615,.,.,.,ARCHER CITY ISD,005,N,EE - 06,.,.,.
005902001,65,80,61,60,0,254,9,30,25,18,30,37291,16.470588235,9.1470588235,1.3,1.3,97.4,HOLLIDAY ISD,005,N,09 - 12,11.8,11.1,13.1
005902041,0,0,0,0,0,182,6,55,14,14,55,35077,13.691720112,6.0451746695,.,.,.,HOLLIDAY ISD,005,N,06 - 08,13.8,15,14.9
005902101,0,0,0,0,5,333,13,123,22,25,123,33830,11.864419923,6.9402979288,.,.,.,HOLLIDAY ISD,005,N,PK - 05,.,.,.
005903001,8,7,11,4,1,53,8,51,0,12,51,33292,10.5,5.9166666667,0,20,80,MEGARGEL ISD,005,N,PK - 12,6.9,4.9,8
005904001,44,35,36,32,0,178,39,71,24,19,71,36875,11.956521739,8.4782608696,0,0,100,WINDTHORST ISD,005,N,07 - 12,15.1,12.1,16
005904101,0,0,0,0,0,228,65,132,16,29,132,34504,12.142857143,10.476190476,.,.,.,WINDTHORST ISD,005,N,EE - 06,.,.,.
006902001,29,23,26,25,2,190,14,93,21,21,93,38904,14.724089393,8.0001881807,0,4.3,95.7,CLAUDE ISD,006,N,06 - 12,12.4,10.7,12.9
006902101,0,0,0,0,2,149,10,67,12,24,67,33802,9.0805710138,6.8430151992,.,.,.,CLAUDE ISD,006,N,EE - 05,.,.,.
007901001,35,34,32,32,0,21,112,82,14,24,82,39715,12.6875,5.75,0,0,100,CHARLOTTE ISD,007,N,09 - 12,11.4,12.3,9.8
007901002,1,1,0,0,0,0,2,2,0,0,2,.,.,.,.,.,.,CHARLOTTE ISD,007,N,09 - 10,.,.,.
007901003,0,0,0,0,0,0,1,1,0,0,1,.,.,.,.,.,.,CHARLOTTE ISD,007,N,08 - 08,.,.,.
007901041,0,0,0,0,0,23,95,79,15,16,79,41999,17.538461538,8.2307692308,.,.,.,CHARLOTTE ISD,007,N,06 - 08,19,15.2,19
007901101,0,0,0,0,0,38,226,205,2,15,205,36676,13.384615385,9.0769230769,.,.,.,CHARLOTTE ISD,007,N,PK - 05,.,.,.
007902001,99,94,95,77,0,166,197,183,39,50,183,42240,13.521126761,7.1408450704,1.3,5.2,88.3,JOURDANTON ISD,007,N,09 - 12,25.7,20.8,16.3
007902002,2,2,0,0,0,2,3,5,0,3,5,35174,3.8333333333,2.3333333333,.,.,.,JOURDANTON ISD,007,N,06 - 10,.,.,.
007902005,14,5,2,0,0,4,18,1,0,8,1,34410,2,2,1.3,5.2,88.3,JOURDANTON ISD,007,N,08 - 11,.,.,.
007902041,0,0,0,0,1,115,173,185,28,37,185,39720,9.8032786885,5.4426229508,.,.,.,JOURDANTON ISD,007,N,06 - 08,17.6,22.2,18.6
007902101,0,0,0,0,4,236,362,410,30,32,410,36809,7.35,4.9,.,.,.,JOURDANTON ISD,007,N,PK - 05,.,.,.
007904001,110,137,103,76,3,129,292,246,51,57,246,39772,10.050564785,4.733666815,6.9,1,87.3,LYTLE ISD,007,N,09 - 12,15.1,18.7,17.8
007904002,7,4,1,0,0,2,10,10,0,3,10,.,.,.,.,.,.,LYTLE ISD,007,N,09 - 11,.,.,.
007904041,0,0,0,0,1,94,237,215,32,28,215,38861,9.559422111,5.7761879186,.,.,.,LYTLE ISD,007,N,06 - 08,19.1,19.2,21.6
007904101,0,0,0,0,2,106,374,368,28,39,368,36680,8.8064516129,5.5161290323,.,.,.,LYTLE ISD,007,N,02 - 05,.,.,.
007904103,0,0,0,0,3,67,248,246,2,15,246,36128,9.15,5.55,.,.,.,LYTLE ISD,007,N,EE - 01,.,.,.
007905001,280,262,203,198,5,376,559,517,90,198,517,39071,12.410404624,8.2023121387,10.6,3.8,82.6,PLEASANTON ISD,007,N,09 - 12,18.1,15.9,19.3
007905003,4,5,4,0,1,4,14,13,0,7,13,37333,6,4.3333333333,.,.,.,PLEASANTON ISD,007,N,08 - 11,5.7,2.3,8
007905004,1,2,0,0,0,0,4,2,1,0,2,.,.,.,.,.,.,PLEASANTON ISD,007,N,08 - 10,.,.,.
007905041,0,0,0,0,2,182,359,341,48,96,341,36583,9.2998307894,5.4988626037,.,.,.,PLEASANTON ISD,007,N,07 - 08,25.7,19.7,26.6
007905102,0,0,0,0,0,38,118,130,3,2,130,38471,12,4.3333333333,.,.,.,PLEASANTON ISD,007,N,PK - 01,.,.,.
007905103,0,0,0,0,2,191,344,338,25,57,338,36584,8.4510413362,5.9821217585,.,.,.,PLEASANTON ISD,007,N,03 - 05,.,.,.
007905104,0,0,0,0,2,163,327,310,49,77,310,38490,10.705263158,7.5263157895,.,.,.,PLEASANTON ISD,007,N,05 - 06,.,.,.
007905105,0,0,0,0,3,211,542,518,34,57,518,37279,8.8503007867,6.2989356779,.,.,.,PLEASANTON ISD,007,N,EE - 02,.,.,.
007906001,133,136,116,103,0,91,393,314,35,84,314,37699,12.847826087,7.6086956522,5.4,0.9,92,POTEET ISD,007,N,09 - 12,18.2,16.8,16.3
007906003,0,1,0,0,0,0,1,1,0,1,1,.,.,.,.,.,.,POTEET ISD,007,N,10 - 10,.,.,.
007906041,0,0,0,0,2,37,210,176,22,25,176,35291,9.3103448276,6.4482758621,.,.,.,POTEET ISD,007,N,07 - 08,17,19.6,20.7
007906101,0,0,0,0,5,66,518,523,17,40,523,36258,11.164556478,7.841487205,.,.,.,POTEET ISD,007,N,EE - 03,.,.,.
007906102,0,0,0,0,3,57,319,283,29,40,283,36321,11.022003213,7.400588437,.,.,.,POTEET ISD,007,N,04 - 06,.,.,.
008901001,186,184,179,159,83,523,100,155,117,102,155,40749,14.942307692,10.230769231,0.6,1.3,98.1,BELLVILLE ISD,008,N,09 - 12,16.8,17.4,19.3
008901041,0,0,0,0,93,330,96,182,81,87,182,38536,13.214303894,7.247136676,.,.,.,BELLVILLE ISD,008,N,06 - 08,17.6,17.9,22.5
008901101,0,0,0,0,72,306,141,247,40,51,247,37712,12.302960458,8.3590174411,.,.,.,BELLVILLE ISD,008,N,EE - 03,.,.,.
008901102,0,0,0,0,34,175,52,110,46,54,110,37791,11,7.5833333333,.,.,.,BELLVILLE ISD,008,N,04 - 06,.,.,.
008901105,0,0,0,0,15,126,40,59,29,24,59,38134,15.9375,10.8125,.,.,.,BELLVILLE ISD,008,N,KG - 05,.,.,.
008902001,209,180,178,170,118,392,220,288,72,129,288,43076,14.088692605,8.974724729,5.5,3.4,90.4,SEALY ISD,008,N,09 - 12,17.3,17.3,16.8
008902041,0,0,0,0,87,264,201,294,63,93,294,41537,13.159570227,8.0213127697,.,.,.,SEALY ISD,008,N,06 - 08,18.5,17.6,17.4
008902102,0,0,0,0,100,324,273,397,24,52,397,42972,13.351578585,8.6264454208,.,.,.,SEALY ISD,008,N,EE - 02,.,.,.
008902103,0,0,0,0,87,271,205,305,57,96,305,41482,12.226742367,7.3315749475,.,.,.,SEALY ISD,008,N,03 - 05,.,.,.
008903001,87,70,69,53,52,142,84,102,17,48,102,38677,10.703350156,5.9002644583,7.3,0,85.5,BRAZOS ISD,008,N,09 - 12,17.3,14.8,16
008903041,0,0,0,0,18,94,66,70,12,31,70,43074,15.75,9.5,.,.,.,BRAZOS ISD,008,N,06 - 08,14.6,14.5,16.1
008903102,0,0,0,0,68,159,167,226,17,47,226,42034,15.419354839,9.9677419355,.,.,.,BRAZOS ISD,008,N,EE - 05,.,.,.
009901001,102,98,86,77,6,134,223,205,38,48,205,39245,14.452409494,7.2359146488,1,0,95.1,MULESHOE ISD,009,N,09 - 12,15.9,16,15.3
009901002,0,6,3,2,0,1,10,8,0,2,8,.,.,.,33.3,0,33.3,MULESHOE ISD,009,N,10 - 12,.,.,.
009901041,0,0,0,0,3,85,217,230,29,53,230,37407,12.382886776,9.5306828003,.,.,.,MULESHOE ISD,009,N,06 - 08,14.8,16,16.9
009901101,0,0,0,0,3,88,262,285,28,49,285,36652,12.103448276,8.0344827586,.,.,.,MULESHOE ISD,009,N,03 - 05,.,.,.
009901103,0,0,0,0,2,105,358,395,2,69,395,34458,10,6.5882352941,.,.,.,MULESHOE ISD,009,N,EE - 02,.,.,.
010901001,26,29,25,23,5,120,28,74,5,47,74,38425,16.345787266,5.4327106367,3.3,0,96.7,MEDINA ISD,010,N,07 - 12,11.6,9.1,11.3
010901101,0,0,0,0,10,142,20,75,8,45,75,35768,11.166666667,4.3333333333,.,.,.,MEDINA ISD,010,N,KG - 06,.,.,.
010902001,252,253,195,160,3,661,177,314,101,116,314,40262,13.633540373,5.8074534161,6.9,7.5,84.5,BANDERA ISD,010,N,09 - 12,20,21.1,20.5
010902041,0,0,0,0,2,430,129,258,103,87,258,38931,12.081632653,6.8775510204,.,.,.,BANDERA ISD,010,N,06 - 08,17.5,18.5,19.3
010902101,0,0,0,0,0,444,140,370,55,81,370,38974,12.602844934,7.761881807,.,.,.,BANDERA ISD,010,N,EE - 05,.,.,.
010902102,0,0,0,0,4,390,112,252,23,84,252,36208,8.604723662,5.4382696762,.,.,.,BANDERA ISD,010,N,EE - 05,.,.,.
011901001,647,597,502,488,240,1244,728,994,187,313,994,43498,12.775826377,7.9106743123,5.8,2.6,86.1,BASTROP ISD,011,N,09 - 12,24.6,24,24.2
011901033,14,12,5,6,5,19,25,33,0,18,33,42437,12.571428571,6.8571428571,-1,-1,-1,BASTROP ISD,011,N,06 - 12,.,.,.
011901041,0,0,0,0,92,374,163,296,126,78,296,41866,11.931818182,8.1022727273,.,.,.,BASTROP ISD,011,N,07 - 08,22.3,23.6,27.5
011901101,0,0,0,0,81,340,102,209,113,56,209,42185,12.666666667,7.3846153846,.,.,.,BASTROP ISD,011,N,KG - 05,.,.,.
011901102,0,0,0,0,84,294,175,336,37,68,336,43799,15.051282051,10.461538462,.,.,.,BASTROP ISD,011,N,EE - 04,.,.,.
011901103,0,0,0,0,37,220,312,362,34,60,362,39724,9.0076159761,4.6142555954,.,.,.,BASTROP ISD,011,N,PK - 04,.,.,.
011901104,0,0,0,0,78,371,147,310,117,64,310,42263,12.742726099,9.1361095488,.,.,.,BASTROP ISD,011,N,05 - 06,.,.,.
011901106,0,0,0,0,35,251,272,315,82,88,315,40223,10.56097561,5.2195121951,.,.,.,BASTROP ISD,011,N,07 - 08,21.8,22.4,21.7
011901107,0,0,0,0,18,255,252,345,26,87,345,40428,10.907964193,5.4623624151,.,.,.,BASTROP ISD,011,N,EE - 04,.,.,.
011901108,0,0,0,0,42,230,275,321,81,74,321,42418,11.506445193,5.0566236987,.,.,.,BASTROP ISD,011,N,05 - 06,.,.,.
011901109,0,0,0,0,43,202,280,359,28,50,359,41758,11.788732394,8.3098591549,.,.,.,BASTROP ISD,011,N,PK - 04,.,.,.
011901110,0,0,0,0,45,286,258,419,42,68,419,40625,11.120905018,7.3302063876,.,.,.,BASTROP ISD,011,N,EE - 05,.,.,.
011902001,301,260,204,180,137,402,398,479,36,118,479,40907,12.136172266,6.4432041848,6.3,1.5,88.8,ELGIN ISD,011,N,09 - 12,23.1,24.2,22.2
011902004,0,4,10,13,1,17,8,6,0,2,6,.,.,.,35.3,0,58.8,ELGIN ISD,011,N,10 - 12,.,.,.
011902041,0,0,0,0,101,284,333,397,46,115,397,39988,13.122807018,7.5438596491,.,.,.,ELGIN ISD,011,N,06 - 08,19.8,22.9,24
011902101,0,0,0,0,73,172,329,413,0,49,413,39651,11.267666672,6.2568052915,.,.,.,ELGIN ISD,011,N,PK - 05,.,.,.
011902102,0,0,0,0,69,190,253,345,25,70,345,38722,9.4289297387,5.7003876264,.,.,.,ELGIN ISD,011,N,PK - 05,.,.,.
011902103,0,0,0,0,109,165,274,370,15,58,370,38013,9.1763415038,4.6136374391,.,.,.,ELGIN ISD,011,N,EE - 05,.,.,.
011904002,155,140,117,129,43,401,94,207,26,88,207,38528,12.637934008,5.1311092355,6.2,0.9,90.3,SMITHVILLE ISD,011,N,09 - 12,19,19.8,18.4
011904041,0,0,0,0,39,299,70,183,27,50,183,37732,13.52173913,5.8985507246,.,.,.,SMITHVILLE ISD,011,N,06 - 08,18.4,19.9,20
011904101,0,0,0,0,53,283,84,219,29,52,219,36605,10.9,5.1666666667,.,.,.,SMITHVILLE ISD,011,N,03 - 05,.,.,.
011904102,0,0,0,0,53,292,104,286,3,50,286,40616,15.866666667,12.266666667,.,.,.,SMITHVILLE ISD,011,N,EE - 02,.,.,.
011905101,0,0,0,0,2,151,77,109,22,23,109,34562,8.6802299725,4.6080233187,.,.,.,MCDADE ISD,011,N,PK - 08,13.4,19.5,19
012901001,45,50,51,42,10,151,25,69,10,22,69,34815,10.833333333,8.2,2.6,7.7,84.6,SEYMOUR ISD,012,N,09 - 12,13.2,12.8,13.5
012901042,0,0,0,0,6,147,32,85,11,22,85,37959,13.913043478,10.260869565,.,.,.,SEYMOUR ISD,012,N,05 - 08,14.3,16.1,20.4
012901101,0,0,0,0,18,172,36,124,3,23,124,38677,19.027027027,14.837837838,.,.,.,SEYMOUR ISD,012,N,EE - 04,.,.,.
013801101,0,0,0,0,8,43,169,171,0,38,171,32389,15.42111729,1.9219147377,.,.,.,ST MARY'S ACADEMY CHARTER SCHOOL,013,Y,KG - 08,12.8,7,16.7
013901001,322,289,237,227,26,273,760,562,74,99,562,39688,11.262729466,7.2094377155,2.8,6.3,87.4,BEEVILLE ISD,013,N,09 - 12,19.7,19.4,20.5
013901002,10,15,8,24,0,4,53,39,0,0,39,42527,12.571428571,9.5714285714,29.4,0,70.6,BEEVILLE ISD,013,N,09 - 12,.,.,.
013901041,0,0,0,0,17,132,429,375,48,66,375,38992,12.255813953,9.2558139535,.,.,.,BEEVILLE ISD,013,N,07 - 08,18.8,17.6,19.6
013901101,0,0,0,0,6,52,312,283,28,27,283,41212,14.64,10.88,.,.,.,BEEVILLE ISD,013,N,01 - 04,.,.,.
013901102,0,0,0,0,11,58,296,306,29,44,306,41157,15.094744322,10.508462532,.,.,.,BEEVILLE ISD,013,N,01 - 04,.,.,.
013901104,0,0,0,0,4,38,291,266,35,26,266,42879,17.761904762,13.333333333,.,.,.,BEEVILLE ISD,013,N,01 - 04,.,.,.
013901105,0,0,0,0,11,69,331,358,0,41,358,41559,15.474056913,10.403461992,.,.,.,BEEVILLE ISD,013,N,EE - KG,.,.,.
013901106,0,0,0,0,21,109,399,386,70,64,386,41383,15.243243243,11.891891892,.,.,.,BEEVILLE ISD,013,N,05 - 06,.,.,.
013902101,0,0,0,0,0,62,84,86,7,7,86,40179,18.08,12.64,.,.,.,PAWNEE ISD,013,N,PK - 08,15,15,15
013903001,36,42,26,31,4,92,98,124,14,34,124,34750,10.363636364,4.3636363636,0,2.7,97.3,PETTUS ISD,013,N,07 - 12,11.9,12.2,14.3
013903101,0,0,0,0,3,68,88,116,5,26,116,34141,15,9.7777777778,.,.,.,PETTUS ISD,013,N,KG - 06,.,.,.
013905001,78,66,66,40,6,96,148,144,14,36,144,37663,9.2344089814,2.5190820465,0,1.8,94.7,SKIDMORE-TYNAN ISD,013,N,09 - 12,17.6,16.4,17.2
013905041,0,0,0,0,5,73,94,112,15,25,112,36993,10.578038021,2.4548204732,.,.,.,SKIDMORE-TYNAN ISD,013,N,06 - 08,21.4,17.7,23.6
