,per_pupil_exp,per_pupil_instruction,per_pupil_leadership
013901102,6664,4754,173
013901104,5129,3922,77
013901105,5311,3785,125
013901106,5178,3862,107
013902101,6807,4408,144
013903001,6698,4469,0
013903101,6600,5570,0
013905001,7256,4886,3
013905041,5724,4257,8
013905101,4848,3965,2
014801001,4679,2642,0
014802001,4579,2513,0
014803101,3270,2846,0
014804001,15819,11408,0
014901001,7279,5447,0
014901041,6111,4987,0
014901101,4971,4187,0
014902001,5850,3819,0
014902101,5475,4680,0
014903001,5100,3524,180
014903005,7503,4646,111
014903006,.,.,.
014903042,.,.,.
014903043,.,.,.
014903102,5146,3554,121
014903103,5857,4377,209
014903104,4833,3545,214
014903108,4377,3298,108
014903109,4825,3367,175
014903111,4513,3506,144
014903114,.,.,.
014905001,6918,4779,3
014905041,4205,3129,1
014905101,4597,3971,9
014906001,6661,3876,91
014906002,5826,3469,78
014906004,17430,10393,131
014906006,7638,5646,93
014906007,5875,3584,49
014906008,5574,3314,66
014906009,10549,7550,95
014906022,6034,5301,245
014906025,15651,14564,213
014906026,.,.,.
014906041,7592,4436,67
014906042,6320,4162,69
014906043,6410,4192,59
014906044,5833,3869,61
014906045,7760,4871,62
014906046,6637,4383,67
014906048,5826,3801,55
014906049,6157,4100,50
014906050,6026,3899,76
014906051,7437,4609,55
014906052,7362,4652,54
014906100,12754,11304,458
014906102,6667,4372,56
014906103,7019,4551,78
014906104,6664,4365,58
014906105,6422,4227,52
014906106,7053,4730,110
014906108,5884,4052,51
014906109,5647,3810,43
014906110,5693,4003,52
014906111,6275,4231,48
014906112,6731,4478,52
014906113,6187,4280,69
014906115,5745,4069,64
014906116,5773,4038,39
014906117,5125,3611,40
014906119,5331,3744,53
014906120,5478,3809,48
014906121,4762,3421,37
014906122,5752,4062,61
014906123,5274,3613,42
014906124,4951,3454,40
014906125,5789,3819,46
014906126,7367,4927,69
014906127,5335,3645,64
014906128,6387,4252,81
014906129,5221,3575,54
014906130,5211,3450,31
014906131,5401,3668,52
014906132,5669,4121,41
014906133,.,.,.
014907001,6329,5302,6
014907041,4121,3322,4
014907102,3590,3125,4
014908001,6839,4518,0
014908041,3537,2887,0
014908101,4058,3362,0
014909002,6051,3707,158
014909006,.,.,.
014909041,5340,3699,67
014909042,5557,3867,76
014909044,6474,4515,100
014909101,5668,4513,58
014909102,6659,4798,115
014909107,5775,4325,79
014909110,4771,3554,55
014909111,5127,3742,67
014909114,5087,3831,72
014909115,5628,4222,69
014909116,6413,4720,84
014909117,5089,3798,59
014909118,5120,3879,54
014909198,.,.,.
014910001,5541,3591,46
014910041,5619,4011,61
014910042,.,.,.
014910101,4811,3724,55
014910103,5105,3840,54
015801001,6942,1714,277
015801002,5507,2154,387
015801003,6837,6288,115
015802001,5445,2447,0
015802004,277236,121539,0
015803101,8137,4120,270
015805041,.,.,.
015805101,5618,3822,0
015806001,7313,4233,0
015806041,3276,2155,0
015806101,6577,4581,0
015806103,3795,2700,0
015806104,.,.,.
015807001,3311,2217,32
015807002,2782,1572,2
015807004,3953,1727,0
015807005,11244,4912,0
015808001,7793,5321,49
015808003,6338,4668,0
015808004,816,816,0
015808005,7196,5311,0
015809101,5275,3006,0
015810001,6261,3347,37
015811101,6621,3297,0
015812001,4290,1817,12
015813041,11164,6867,182
015814001,4546,2785,141
015814002,.,.,.
015815001,5424,2610,0
015815101,4795,2478,0
015816001,6508,3843,14
015817001,5762,2939,125
015818001,7031,5198,88
015819001,4383,2327,0
015819101,6645,3150,0
015819102,5483,2780,0
015819103,.,.,.
015820001,3341,2456,164
015822001,5840,4377,2
015822002,3810,3099,0
015823001,13470,6547,0
015824001,5015,3210,0
015825101,3738,2724,0
015826041,9232,6997,0
015827001,.,.,.
015901001,6339,4368,112
015901041,5049,3952,102
015901101,6602,5335,167
015901102,6786,5288,194
015901104,5415,4451,125
015904001,6210,3727,91
015904002,6813,4290,103
015904003,45203,26536,606
015904004,10267,5387,58
015904007,.,.,.
015904008,.,.,.
015904010,67382,29879,609
015904041,6086,3820,52
015904042,6474,4021,54
015904043,6000,3745,51
015904044,6519,4004,61
015904045,.,.,.
015904046,.,.,.
015904047,12449,10851,301
015904048,.,.,.
015904101,5888,3776,55
015904102,5826,3904,55
015904103,6651,4102,59
015904104,6936,4615,69
015904105,5986,3811,51
015904106,6061,3987,50
015904107,6146,3786,55
015904108,6614,4540,68
015904109,6032,4019,54
015904110,6984,4294,63
015904111,7008,4596,70
015904113,5897,3873,57
015904114,7133,4703,63
015904115,52969,38098,908
015904116,6416,4342,64
015904117,.,.,.
015905002,5480,4111,120
015905003,6170,4576,149
015905010,.,.,.
015905041,4810,3609,81
015905042,.,.,.
015905044,5778,4207,101
015905045,5974,4426,104
015905046,5369,4081,87
015905047,.,.,.
015905104,5388,4025,93
015905105,5119,3825,97
015905106,5234,4005,96
015905108,5694,4361,82
015905109,5567,4099,100
015905110,.,.,.
015905112,4919,3711,85
015905113,.,.,.
015905114,5279,3989,90
015905116,5098,3906,74
015905117,5928,4399,102
015906001,10235,6809,0
015906041,7906,5506,0
015906101,6600,4825,0
015907001,5770,4020,83
015907002,6449,4268,100
015907003,5847,3991,82
015907004,6083,4166,92
015907005,5719,4081,89
015907006,7488,4958,133
015907007,5828,4108,87
015907008,6714,4432,106
015907010,16743,8780,109
015907011,41753,32434,2270
015907014,8551,5347,90
015907019,1153,1153,0
015907020,4336,4336,0
015907021,.,.,.
015907041,5398,3527,93
015907042,8116,5043,157
015907043,6213,4168,112
015907046,6845,4248,107
015907047,6062,3917,92
015907049,5290,3727,79
015907050,5862,4002,99
015907051,5850,3618,88
015907052,6139,4063,106
015907053,6717,4225,107
015907054,5669,3900,88
015907055,5392,3508,69
015907057,5756,3845,91
015907058,5846,4034,72
015907059,5538,3705,78
015907061,6294,4287,74
015907063,19767,9414,129
015907064,28481,23392,1648
015907101,5991,4452,97
015907102,8525,5769,90
015907103,5865,4262,85
015907105,5612,4000,73
015907106,5917,4355,91
015907107,7503,5346,98
015907108,6158,4261,74
015907109,6544,4376,91
015907110,6193,4387,76
015907111,5275,3666,69
015907112,5559,4175,59
015907114,7635,5372,154
015907115,7478,5246,110
015907116,5487,4116,70
015907117,6171,4401,93
015907118,6224,4365,85
015907119,6746,4443,76
015907121,5640,4066,71
015907123,6209,4253,91
015907124,6115,4340,84
015907125,5324,3918,55
015907126,5337,3876,59
015907127,7233,4919,114
015907129,5296,3935,70
015907131,8122,5658,113
015907132,5760,4119,74
015907134,5626,4203,75
015907135,5581,4078,69
015907136,5844,4324,68
015907137,5906,4262,87
015907139,6375,4837,83
015907140,6126,4384,64
015907141,5744,4236,85
015907142,7039,4441,105
015907143,6416,4256,67
015907144,6418,4823,107
015907145,6848,4782,104
015907146,7300,5222,96
015907147,5841,4181,72
015907148,5324,3867,54
015907149,6259,4233,75
015907150,5891,4403,86
015907153,7197,5097,104
015907155,5779,4172,72
015907156,6878,4792,95
015907157,5309,3700,60
015907158,6314,4301,67
015907159,9221,6723,152
015907160,6236,4716,94
015907161,5351,3803,60
015907162,6183,4626,95
015907164,5588,4031,87
015907165,5493,3986,80
015907167,5675,3986,61
015907168,5391,3894,67
015907169,5710,4190,87
015907170,6532,4365,70
015907171,8505,5731,144
015907172,5559,3948,67
015907173,5551,4127,60
015907174,6647,5052,105
015907175,5523,4001,61
015907176,6239,4532,85
015907179,5853,4165,76
015907180,126761,45697,613
015907182,3745,3293,45
015907184,16012,15783,71
015907186,19724,16122,2001
015907191,8935,8585,107
015907194,5242,4991,77
015907195,6565,5139,81
015907201,8664,8333,101
015907202,5257,4724,207
015907203,57471,46817,2818
015908001,5876,3765,49
015908002,9233,5589,42
015908037,.,.,.
015908038,7922,5598,15
015908039,16205,10287,139
015908041,7235,5205,37
015908042,6900,4386,45
015908043,5572,3552,56
015908101,6115,4288,73
015908104,5975,4013,85
015908105,6662,4532,166
015908106,5387,3796,44
015908107,6604,4351,185
015908108,6022,4254,41
015908109,7755,5382,143
015908110,6695,4363,34
015908112,5660,3735,163
015908113,5795,3990,150
015909001,5988,4186,80
015909002,.,.,.
015909003,.,.,.
015909041,4863,3393,87
015909101,4865,3580,52
015909103,4578,3380,21
015909104,4965,3659,54
015910001,7306,4968,134
015910002,6083,4276,106
015910003,5436,3776,79
015910004,6902,4836,138
015910005,6177,4339,111
015910006,58315,40498,1853
015910007,5502,3873,85
015910008,10298,5845,44
015910009,4546,3103,19
015910012,40729,25198,183
015910022,7399,7247,0
015910041,5709,3975,102
015910042,7372,5083,178
015910043,6806,4845,131
015910044,6537,4308,132
015910045,6102,4048,95
015910046,6411,4347,120
015910047,5845,4056,123
015910048,4978,3632,57
015910049,5473,3875,116
015910050,5022,3585,103
015910053,43522,35551,297
015910054,.,.,.
015910056,5213,3521,79
015910061,.,.,.
015910070,23554,19422,276
015910101,5645,3862,32
015910102,5633,4163,38
015910103,6728,4717,70
015910104,7105,4896,67
015910105,7241,5305,55
015910106,5873,4335,56
015910107,7024,4752,48
015910108,5776,4180,50
015910109,8549,6069,124
015910110,7774,5684,63
015910111,5959,4441,53
015910112,7954,5706,104
015910113,7274,5156,60
015910114,7065,5137,64
015910115,6319,4099,43
015910116,8614,6239,118
015910117,6086,4293,41
015910118,6784,4821,46
015910119,6765,4522,52
015910120,6853,4933,69
015910121,6233,4369,45
015910122,6540,4623,46
015910123,5655,4048,42
015910124,5425,3900,41
015910125,5658,4193,61
015910126,5535,4072,34
015910127,5512,4065,45
015910128,6451,4969,97
015910129,5563,4123,54
015910130,5628,4119,51
015910131,6616,4921,84
015910132,32444,22280,1087
015910133,4985,3676,45
015910134,5069,3790,41
015910135,4986,3631,33
015910136,4822,3544,46
015910137,5104,3693,33
015910138,5981,4293,56
015910139,4580,3462,31
015910140,.,.,.
015910141,.,.,.
015910142,.,.,.
015910143,.,.,.
015910160,.,.,.
015911001,5927,3759,146
015911004,21450,21450,0
015911005,9849,7393,144
015911041,6091,4200,139
015911042,5201,3450,121
015911043,5180,3362,92
015911101,5481,3983,107
015911102,5694,3844,127
015911103,7036,4472,149
015911104,5689,3979,123
015911105,8261,5703,214
015911106,5404,3681,129
015912001,5630,3832,6
015912003,.,.,.
015912041,5779,3695,5
015912042,6663,4645,6
015912044,6034,4173,6
015912101,5921,4317,6
015912102,7720,5017,6
015912103,5655,4264,6
015912104,5852,4079,6
015912105,5574,4074,9
015912106,5891,4444,6
015912107,5865,4305,6
015912108,5349,3984,5
015912109,5438,3832,5
015913001,12134,8483,0
015913101,7481,5738,0
015914001,9333,6429,4
015914101,6135,4733,93
015915001,5905,3826,155
015915002,4798,3320,135
015915003,5246,3535,137
015915004,46616,25658,4951
015915005,5162,3511,137
015915006,5443,3491,76
015915007,4856,3348,104
015915008,12673,7926,446
015915011,9679,6568,246
015915013,28001,19037,2216
015915016,4825,3309,114
015915019,4874,3231,120
015915020,10472,9600,150
015915022,.,.,.
015915035,.,.,.
015915039,6547,6547,0
015915041,5570,3706,145
015915042,6575,4253,135
015915043,6014,3965,154
015915044,5909,3970,151
015915045,5211,3452,173
015915046,5830,3806,157
015915047,4756,3346,129
015915048,5599,3842,138
015915049,5488,3796,147
015915050,4601,3179,119
015915051,4562,3127,129
015915052,4697,3122,138
015915053,5176,3457,121
015915054,5150,3235,123
015915061,22844,13700,794
015915062,31768,18480,1064
015915101,7006,4684,110
015915102,6239,4367,134
015915103,5609,3974,112
015915104,4977,3289,100
015915105,6535,4471,120
015915106,5890,4068,114
015915108,6108,4350,214
015915109,5171,3661,94
015915111,5897,4005,99
015915112,5584,3717,109
015915113,7370,4709,96
015915114,5753,3991,105
015915115,5396,3866,89
015915116,6106,4277,114
015915117,6936,4701,124
015915118,6228,4324,115
015915119,5240,3697,100
015915121,107415,82169,9641
015915122,6647,4666,126
015915123,6561,4392,105
015915124,5886,4163,109
015915125,5216,3771,140
015915128,5530,3761,105
015915131,5958,4154,100
015915132,5896,4106,119
015915133,12063,9452,2505
015915134,6967,4774,281
015915135,5277,3746,155
015915136,6316,4324,146
015915138,5624,3911,164
015915143,5590,3944,124
015915144,5285,3672,112
015915145,5331,3645,120
015915149,5484,3770,180
015915150,5413,3719,177
015915151,5047,3546,108
015915152,5370,3655,97
015915156,5487,3805,165
015915157,5789,3964,136
015915158,5925,4224,179
015915160,5342,3756,103
015915161,5048,3421,118
015915162,5223,3628,85
015915165,5256,3609,126
015915166,5572,3896,90
015915167,4936,3354,80
015915168,4914,3406,142
015915169,5748,3948,104
015915170,4560,3121,82
015915180,4879,3358,110
015915181,5831,3869,136
015915182,5224,3497,109
015915183,5620,3941,115
015915184,4863,3341,78
015915186,.,.,.
015915201,3502,2258,0
015915202,3653,2951,602
015915250,16087,11574,2579
015916001,5020,3602,114
015916003,5122,3874,53
015916004,13204,9542,790
015916005,18206,13165,161
015916008,.,.,.
015916041,5990,4386,105
015916042,4953,3573,99
015916043,5777,4022,101
015916044,6379,4564,73
015916101,5885,4238,145
015916102,5462,4130,102
015916103,5949,4209,113
015916104,4868,3719,88
015916105,6124,4474,129
015916106,5598,4343,121
015916107,4955,3932,92
015916109,5025,3731,98
015916110,5674,4377,131
015916111,5219,4043,99
015916112,5108,3886,110
015916113,4627,3578,93
015916114,5467,4219,87
015916115,5422,4132,100
015917001,5261,3599,41
015917002,27750,17904,560
015917003,19425,19425,0
015917041,4773,3428,57
015917102,4588,3233,55
015917103,5290,3453,75
015917104,4899,3596,59
015917105,4791,3305,44
015917106,.,.,.
016901001,6964,5412,0
016901041,4864,4040,0
016901101,5666,4850,0
016902001,6754,5130,55
016902041,4921,3841,50
016902101,5326,4639,50
017901001,16980,8081,17
018901001,5388,3613,3
018901041,3938,3400,2
018901101,4971,3712,3
018901103,4089,3516,5
018902001,5922,3820,0
018902101,4910,3653,0
018903001,8033,4973,0
018904001,8457,4762,0
018904004,.,.,.
018904041,2628,2550,0
018904101,4978,3518,0
018905001,6487,4429,0
018906001,7809,5549,208
018907001,7592,5085,0
018908001,9939,6697,30
019901001,7502,5361,73
019901041,5182,3980,66
019901102,6066,4880,66
019902002,7385,3911,37
019902041,5949,4079,37
019902102,5720,4046,30
019903001,5410,4168,0
019905001,6842,4595,91
019905002,.,.,.
019905041,5295,3910,83
019905101,4691,3634,67
019906001,7693,4094,31
019906041,6031,3828,38
019906101,5109,3731,22
019906102,5291,3786,26
019907002,5862,3748,11
019907003,2095,1695,0
019907004,.,.,.
019907042,4529,3152,18
019907105,4592,3124,20
019907107,5697,3976,9
019907108,5522,4003,15
019907109,4065,2742,9
019907111,4135,2810,4
019907113,4011,2870,20
019907115,5316,3707,18
019908001,7176,4146,49
019908002,6114,3771,3
019908003,5097,3970,119
019908004,.,.,.
019908041,5267,3547,6
019908101,5547,4044,4
019908102,5173,3364,29
019908103,5734,4245,7
019909001,6765,5307,0
019909002,.,.,.
019909041,2772,2449,0
019909101,4872,4025,0
019909201,2894,2891,0
019910101,5689,4190,0
019911041,3489,2727,0
019911101,4405,3454,0
019912001,7164,4142,0
019912041,5260,3409,0
019912102,4649,3329,0
019913101,6169,4684,0
019914101,8073,5517,67
020901001,5270,3584,64
020901004,.,.,.
020901005,6129,5116,238
020901041,4794,3562,30
020901042,6183,4352,29
020901043,5472,4156,32
020901101,5030,3898,30
020901102,6726,5256,196
020901103,4833,3966,38
020901104,4822,3706,33
020901105,5110,4099,32
020901106,4810,3912,40
020901107,5383,4082,29
020901108,5055,4065,33
020901109,4599,3761,39
020901110,4753,3759,33
020901111,6387,4684,31
020901200,13104,11143,47
020902001,4716,3330,52
020902002,13450,10192,193
020902003,22272,20144,296
020902004,2769,2601,75
020902005,13559,7600,127
020902043,4391,3230,58
020902044,4403,3096,55
020902101,3551,2750,37
020902102,7513,5408,78
020902103,5558,4198,65
020902104,6227,4263,66
020902108,6013,4414,64
020902109,5659,4028,73
020904001,7996,4798,115
020904041,6634,3692,111
020904101,5502,4077,98
020905001,6312,4080,78
020905002,5189,3387,69
020905004,20069,13407,518
020905005,.,.,.
020905006,319,214,24
020905041,5765,3912,72
020905042,6028,3882,67
020905043,4845,3331,71
020905101,5376,4083,79
020905102,5156,4040,73
020905104,6508,4856,90
020905106,5197,4052,64
020905107,5057,3698,70
020905108,5304,4236,72
020905109,4890,3848,70
020905110,5859,4627,86
020905111,5279,3824,82
020905113,5387,4000,70
020905114,5071,3780,65
020905115,4927,3438,75
020905116,5015,3772,77
020906002,6183,4301,204
020906041,5363,4046,181
020906104,4910,4094,157
020907001,5986,4260,61
020907005,.,.,.
020907042,4897,3598,74
020907102,4258,3552,46
020907106,5415,4356,68
020907107,4800,3806,76
020908001,4790,3368,160
020908002,1424,1424,0
020908003,4156,3036,104
020908004,10074,7546,175
020908041,5190,3833,146
020908042,5517,4128,141
020908043,4625,3434,135
020908101,5520,4419,179
020908102,4574,3717,130
020908103,4171,3370,110
020908104,4722,3872,140
020908105,4866,3736,132
020908106,4446,3611,133
020908107,4285,3460,143
020908108,4424,3327,123
020908109,4319,3484,126
020908110,3881,3183,115
020908111,4366,3373,126
020910101,8042,4969,0
021803001,11066,8789,0
021803102,.,.,.
021803103,.,.,.
021803104,.,.,.
021901001,5771,3735,116
021901002,13587,7817,370
021901041,5586,3391,114
021901042,5518,3429,98
021901101,6075,4646,105
021901102,5548,4136,101
021901104,5069,3720,99
021901105,5384,4046,92
021901107,4577,3313,93
021901108,.,.,.
021901201,4866,3244,103
021901202,3893,2637,76
021902001,6324,4063,214
021902011,5333,3756,116
021902012,10921,7032,134
021902014,9803,9329,189
021902015,.,.,.
021902016,8745,5906,442
021902041,7431,5018,104
021902045,5973,3926,182
021902046,5165,3507,111
021902101,5882,3886,231
021902103,5675,4022,119
021902105,5262,3727,95
021902106,5903,4184,103
021902107,6235,4307,129
021902108,5682,3937,100
021902109,5721,4061,220
021902110,5984,4112,140
021902112,5493,3834,107
021902113,5673,4037,115
021902114,5504,3936,101
021902115,6141,4134,109
021902116,3724,2443,70
021902117,5103,3473,102
021902118,5511,3936,100
021902119,5827,4224,104
022004001,8917,5516,0
022004101,6234,4683,33
022901001,6675,4390,28
022901041,5747,4218,26
022901101,5080,3676,25
022902001,14516,11380,0
022903101,21693,12070,0
023902001,6130,4842,5
024801101,6765,3596,0
024901001,6748,4637,187
024901041,5684,4374,136
024901101,6224,5144,198
024901103,5637,4642,128
025901001,6855,5112,106
025901041,5570,4065,85
025901101,4958,3865,78
025901160,.,.,.
025902001,6459,4615,89
025902003,.,.,.
025902041,6134,4582,125
025902042,16351,5693,105
025902101,4042,3229,37
025902106,5453,4342,63
025902107,4569,3642,78
025902108,5436,4102,73
025902109,4238,3101,63
025904001,7117,6104,0
025904101,4547,3725,0
025904160,.,.,.
025904161,.,.,.
025905001,4795,3567,0
025905101,6312,4969,0
025906001,6062,5340,0
025906101,4268,3713,0
025906160,.,.,.
025908001,6098,4824,0
025908101,5233,4489,0
025909001,5763,4141,79
025909041,5744,4058,76
025909101,5175,3701,61
025909102,4657,3330,58
026901001,5073,3426,0
026901041,4817,3682,0
026901042,4470,3542,0
026901101,4598,3822,0
026902001,7123,4916,2
026902005,.,.,.
026902041,6913,5243,2
026902101,5377,4330,2
026903002,10280,7116,0
026903003,.,.,.
026903101,5043,4338,0
027903001,5779,3988,56
027903003,7408,4461,39
027903041,4868,3424,62
027903101,4563,3713,72
027903102,4949,3957,55
027903104,5169,4194,62
027904001,5870,4064,167
027904002,6077,3842,62
027904041,4747,3579,120
027904101,4439,3636,83
027904102,4523,3754,76
027904103,4511,3755,86
027904104,6286,4607,108
028902001,5974,3612,42
028902004,6374,4266,57
028902038,7364,3630,41
028902045,4815,3307,44
028902101,5178,3818,41
028902102,4608,3398,34
028902103,5290,3854,50
028902104,5004,3695,48
028902105,.,.,.
028903001,6240,4823,37
028903041,5462,4451,76
028903101,5419,4709,111
028903102,5759,4738,192
028903103,4546,3741,213
028906001,6374,5107,0
029901001,5141,3753,86
029901003,7314,5341,143
029901004,9405,6284,181
029901043,4108,3062,83
029901101,4283,3497,88
029901102,4389,3607,58
029901104,5235,3911,65
029901105,5861,4514,76
029901107,5410,4259,77
030901001,5733,5008,0
030901101,5570,5019,0
030902001,6184,4157,0
030902041,5674,3985,0
030902101,5894,4606,0
030902103,5335,4062,0
030903001,10236,7331,0
030903041,.,.,.
030903101,5316,4493,0
030906001,8190,5678,0
030906041,6336,4790,0
030906101,5017,4021,0
031802001,4408,2911,60
031901001,6518,4487,83
031901002,5806,3776,63
031901003,5533,3721,58
031901004,5581,3605,72
031901007,5739,3542,61
031901034,156,156,0
031901042,5613,3898,71
031901043,5418,3675,61
031901044,5159,3609,63
031901045,5291,3689,60
031901046,5737,3789,70
031901047,5940,3984,53
031901048,5957,3916,74
031901051,5116,3610,54
031901053,5207,3502,57
031901054,6284,3902,63
031901101,5804,3989,51
031901102,5868,4185,46
031901103,6875,4501,85
031901104,4952,3362,44
031901105,5549,3885,62
031901106,5715,4000,53
031901108,5355,3558,45
031901109,7245,4595,66
031901110,5155,3526,137
031901111,5000,3551,33
031901112,5733,4090,62
031901113,6416,4382,69
031901115,5895,3941,72
031901117,6225,4028,34
031901120,5899,3944,54
031901121,6116,4143,89
031901122,4858,3320,33
031901123,5191,3748,60
031901124,5484,3848,59
031901126,4900,3475,50
031901128,5094,3576,61
031901129,5276,3780,64
031901130,4891,3495,45
031901131,5030,3373,51
031901132,5339,3640,56
031901133,5439,3939,59
031901134,4135,2779,44
031901135,5426,3948,72
031901136,4685,3330,42
031901137,4570,3265,46
031901138,5253,3687,53
031901139,4591,3174,46
031903001,5375,3427,140
031903002,6177,3963,151
031903003,7272,4826,271
031903004,.,.,.
031903041,5699,4036,105
031903042,5458,3890,118
031903043,6217,4436,111
031903044,4860,3512,84
031903045,.,.,.
031903102,5795,4167,95
031903103,4211,3306,59
031903104,6012,4199,69
031903105,5711,4143,86
031903106,5611,4345,79
031903107,8063,6070,141
031903108,6180,4509,97
031903109,4749,3666,74
031903110,5590,4253,82
031903111,4830,3689,97
031903112,4989,3779,69
031903114,5318,3894,82
031903116,5392,4054,81
031903117,4601,3382,123
031903118,12698,8511,162
031903120,4156,3249,67
031903122,4466,3180,64
031905001,7990,5151,94
031905002,3791,3791,0
031905003,14306,14306,0
031905041,7071,4658,97
031905101,5537,4013,104
031905103,5917,4467,80
031905105,4992,3704,79
031906001,6809,4352,217
031906005,.,.,.
031906041,7083,4470,243
031906042,7797,4851,247
031906101,5809,4077,186
031906102,6338,4059,226
031906103,6105,4109,247
031906104,5135,3549,193
031906105,6324,3717,213
031906106,5572,3893,206
031906107,5129,3472,142
031906108,6457,4168,191
031909001,7891,4990,60
031909041,5929,4248,74
031909101,5114,3943,76
031909102,5181,4148,75
031911001,8331,5005,89
031911041,5965,3971,84
031911102,6015,4535,70
031911103,4677,3707,68
031912001,7934,4932,248
031912003,.,.,.
031912004,58777,38566,3865
031912005,5764,5697,33
031912007,6026,3217,183
031912041,6558,3962,122
031912042,5397,3543,85
031912101,5056,3428,156
031912103,5042,3364,257
031912104,5457,3636,176
031912106,5994,4014,206
031912108,5456,3612,206
031912109,5554,3455,238
031912110,5934,3923,211
031912112,5548,3317,232
031912114,4529,2930,143
031912115,5103,3189,232
031912201,5969,5123,116
031913001,11553,9027,0
031913002,.,.,.
031913005,.,.,.
031913041,8352,6558,0
031913101,5754,5031,0
031914001,6853,3914,48
031914041,5328,3979,5
031914101,5011,4180,63
031916001,8400,5108,46
031916003,19432,11289,109
031916004,8610,4781,42
031916005,7871,5005,43
032902002,6227,4509,21
032902041,5640,4142,36
032902103,5689,4126,81
032902104,5280,4272,26
032902105,3800,3295,24
033901001,7213,6108,100
033902001,7539,5243,3
033902002,.,.,.
033902041,5918,4306,2
033902101,5666,4818,23
