,per_pupil_exp,per_pupil_instruction,per_pupil_leadership
001902001,5073,3831,410
001902041,3516,2698,392
001902103,3786,3196,259
001903001,4646,3123,223
001903041,2735,2423,271
001903101,2553,2273,122
001904001,5767,4219,420
001904041,2589,2153,351
001904102,3112,2810,193
001906002,5941,4190,481
001906102,3687,2756,334
001907001,4240,2844,248
001907002,2139,1699,0
001907041,6449,5225,255
001907042,3785,2575,283
001907101,3524,2618,214
001907104,3665,2311,546
001907107,3623,2517,261
001907108,3780,2518,449
001907110,3274,2364,206
001908002,3285,2512,292
001908041,3338,2478,276
001908101,2613,2075,174
001908102,2525,2025,188
001909001,4131,3385,194
001909101,3095,2639,191
002901001,4718,2981,255
002901041,3518,2501,218
002901101,5139,3941,317
002901102,5238,3716,393
002901103,5507,4038,361
002901104,5099,3768,341
002901105,3887,2870,281
003902001,3849,3005,225
003902004,.,.,.
003902041,3029,2462,284
003902102,2171,1891,134
003903002,3729,2623,213
003903004,.,.,.
003903041,3301,2436,300
003903042,2866,2040,291
003903043,2774,2065,257
003903103,3555,2572,268
003903104,2903,2172,242
003903105,2199,1588,224
003903106,3206,2402,197
003903107,2877,2250,199
003903109,2743,2158,162
003903110,2883,2306,198
003903112,3354,2596,209
003903114,.,.,.
003903115,3589,2693,267
003903116,2802,2125,192
003903117,2126,1159,0
003903201,.,.,.
003904001,4005,2842,330
003904005,2084,2048,0
003904041,3810,2399,333
003904101,3214,2263,165
003904102,2914,2444,401
003905001,4428,3007,284
003905041,3854,2759,341
003905101,3106,2239,216
003905102,2487,1740,207
003906001,4979,3452,243
003906101,3429,2497,214
003907001,4147,3265,385
003907004,.,.,.
003907041,3145,2487,341
003907101,2390,2000,215
003907102,2944,2464,221
004901001,4517,3136,291
004901041,4966,3754,283
004901042,3327,2579,240
004901101,4442,3482,251
004901102,2770,2144,201
004901103,4251,3413,242
005901001,5769,3875,452
005901101,3838,3015,282
005902001,4969,3121,403
005902041,2800,2270,285
005902101,2724,2278,192
005903001,4763,3750,344
005903101,3689,3070,380
005904001,5109,3844,359
005904101,3015,2519,309
006902001,4375,3498,308
006902101,3763,3120,356
007901001,4588,3453,545
007901041,3778,2774,542
007901101,3496,2772,239
007902001,6053,3643,428
007902002,.,.,.
007902041,5283,3295,459
007902101,3451,2607,150
007904001,5190,3410,426
007904002,15000,15000,0
007904041,3634,2815,308
007904101,3665,2742,300
007905001,4034,2959,236
007905003,.,.,.
007905041,3502,2711,278
007905042,.,.,.
007905101,7262,5580,98
007905102,2872,2060,374
007905103,3473,2604,307
007905104,3310,2558,230
007906001,4439,3156,329
007906002,4517,4451,63
007906003,.,.,.
007906041,2961,2215,339
007906101,2791,2419,192
008901001,4101,2750,257
008901041,3577,2530,252
008901101,3389,2579,182
008901102,2988,2411,279
008901105,3641,2586,431
008902001,3803,2833,242
008902041,4013,2886,343
008902102,2918,2428,175
008902103,2916,2296,224
008903001,5507,3382,281
008903041,3786,2664,326
008903101,4501,3180,315
008903102,5077,3514,389
009901001,5878,3884,371
009901041,4454,3041,448
009901101,4179,2927,256
009901103,3834,2623,241
009903001,6905,5736,553
010901001,8525,7069,478
010901101,1535,758,543
010902001,4429,2921,224
010902041,3766,2607,222
010902101,3076,2313,178
010902102,3555,2588,175
011901001,3919,2841,243
011901022,6662,4531,1320
011901033,15638,10942,2899
011901038,6729,4988,29
011901041,3564,2609,240
011901101,3565,2603,235
011901102,4279,3124,264
011901103,3054,2346,163
011901104,2922,2155,214
011901105,3772,2736,353
011902001,4804,3642,304
011902002,8365,5868,41
011902041,3516,2757,242
011902101,3582,2791,326
011902102,3026,2550,175
011904002,3974,3209,249
011904039,4796,3935,780
011904041,4085,3195,247
011904101,3108,2553,170
011904102,3246,2685,229
011905101,3433,2782,0
012901001,5915,3833,295
012901101,4455,3347,272
013901001,4458,2848,183
013901002,6339,3350,1595
013901041,4003,2681,237
013901101,3614,2651,169
013901102,4271,3254,186
013901104,3542,2855,199
013901105,3260,2692,191
013901106,3148,2395,196
013902101,5391,3435,474
013903001,4098,2896,483
013903101,4446,3886,307
013905001,4476,3338,354
013905041,4118,3190,416
013905101,3069,2546,242
014901001,3818,2617,466
014901041,3447,2862,231
014901101,3190,2653,305
014902001,4759,3015,562
014902041,3121,2271,742
014902101,2431,2117,213
014903001,3442,2385,269
014903041,2799,2156,240
014903102,2604,2095,306
014903103,2420,2085,255
014903104,2447,2008,353
014903107,3125,2621,338
014903108,2420,1992,285
014903109,2328,1862,269
014903110,2180,1814,171
014905001,4297,3070,505
014905041,4111,3008,722
014905101,3073,2542,417
014906001,3629,2319,228
014906002,3658,2255,234
014906004,41477,24484,5417
014906006,9227,6476,1115
014906009,35083,23720,5693
014906011,3953,2388,301
014906012,3854,2244,305
014906022,6151,5441,0
014906023,702,193,0
014906041,4106,2873,250
014906042,3724,2575,225
014906043,3596,2464,245
014906044,3596,2462,231
014906045,3439,2294,223
014906046,3507,2411,245
014906048,3697,2316,253
014906102,3389,2265,300
014906103,3430,2030,347
014906104,4048,2499,415
014906105,3060,1974,286
014906106,3714,2431,295
014906108,3458,2379,268
014906109,2946,1875,278
014906110,3534,2341,318
014906111,3309,2224,290
014906112,3172,2033,290
014906113,3664,2491,331
014906114,3470,2014,385
014906115,3363,2335,268
014906116,3303,2195,288
014906117,3162,2215,239
014906119,3046,2098,262
014906120,3403,2461,229
014906121,3163,2253,246
014906122,3190,2162,236
014906123,3360,2328,273
014906124,3132,2223,218
014906125,3717,2411,315
014906126,3512,2359,283
014907001,4661,3708,454
014907041,2405,2243,94
014907102,2462,2216,180
014908001,4164,3096,351
014908101,2959,2508,201
014909002,4564,3047,288
014909004,651762,426906,77970
014909041,3976,2793,258
014909042,3625,2701,212
014909044,3668,2605,260
014909101,3400,2539,221
014909102,3752,2994,173
014909104,4122,3078,257
014909105,3726,2655,315
014909106,4036,2596,446
014909107,3481,2567,242
014909108,4455,2968,463
014909109,3401,2568,197
014909110,3395,2536,210
014909111,3622,2735,269
014909113,7281,4933,749
014909114,3294,2656,135
014909115,3534,2754,216
014909200,.,.,.
014910001,4366,3127,372
014910041,4122,3276,323
014910101,3053,2546,182
014910102,2724,2185,300
015801001,3443,1516,477
015802001,1786,1762,0
015901001,4276,3175,346
015901041,3592,2815,300
015901101,3923,3301,256
015901102,4201,3420,297
015901104,4211,3521,257
015904001,4444,3021,505
015904002,4484,3066,476
015904003,17803,11581,2613
015904004,7906,4232,2252
015904006,.,.,.
015904007,.,.,.
015904041,3954,2788,351
015904042,4470,3128,462
015904043,3991,2678,452
015904044,4184,2895,460
015904101,3633,2516,353
015904102,3275,2336,311
015904103,3359,2347,350
015904104,4254,3151,319
015904105,3610,2539,356
015904106,3418,2532,286
015904107,3615,2577,349
015904108,3491,2446,374
015904109,3662,2581,337
015904110,3381,2448,252
015904111,3719,2522,388
015904113,3450,2289,339
015904114,3801,2583,431
015904115,22499,16171,2169
015904116,3251,2332,312
015905002,4194,3182,317
015905003,3920,2939,339
015905006,6138,4024,964
015905010,.,.,.
015905041,3753,2722,305
015905044,4510,3262,470
015905045,3826,2705,382
015905046,4417,3262,332
015905047,4839,3453,581
015905101,3985,3014,279
015905102,4128,3118,296
015905104,3847,2869,327
015905105,3385,2584,224
015905106,3800,2867,305
015905107,3744,2851,270
015905108,3828,2941,271
015905109,3583,2724,235
015905110,4555,3413,347
015905112,3580,2745,252
015905113,4197,2993,352
015905114,3334,2561,239
015905115,3499,2785,238
015905116,3662,2868,230
015905117,3894,2860,289
015905118,14399,5969,1911
015906001,10003,6587,494
015906041,6049,4199,390
015906101,5133,3857,308
015907001,3309,2440,218
015907002,4379,3102,325
015907003,3792,2679,288
015907004,3975,2884,314
015907005,3365,2455,231
015907006,4542,3118,361
015907007,3269,2355,226
015907008,3718,2630,289
015907009,16573,10436,2141
015907010,21393,13843,2455
015907014,6648,4734,588
015907015,39934,34806,463
015907020,.,.,.
015907041,4049,2852,301
015907042,3979,2704,272
015907043,3370,2463,240
015907046,3726,2558,308
015907047,3717,2600,316
015907049,3225,2284,258
015907050,3691,2656,290
015907051,3930,2575,425
015907052,3997,2803,355
015907053,3631,2501,326
015907054,3738,2576,333
015907055,4123,2625,365
015907056,4460,2907,404
015907057,3448,2443,283
015907058,3581,2511,281
015907059,3480,2421,299
015907061,3185,2378,209
015907101,4039,2942,325
015907102,4390,2903,528
015907103,3772,2720,316
015907104,4456,3170,386
015907105,4424,3273,371
015907106,3833,2800,310
015907107,5206,3736,412
015907108,4062,2990,332
015907109,5606,4141,439
015907110,4225,3205,239
015907111,3786,2718,291
015907112,3928,2882,330
015907113,3740,2729,311
015907114,5336,3729,538
015907115,3992,2912,324
015907116,3193,2407,234
015907117,3293,2400,265
015907118,3419,2639,201
015907119,3906,2583,364
015907121,3454,2567,260
015907123,4031,2978,324
015907124,4159,3133,329
015907125,3448,2601,260
015907126,3376,2569,252
015907127,3542,2560,271
015907129,3538,2615,241
015907131,4103,2990,403
015907132,3355,2451,267
015907134,3546,2713,249
015907135,3259,2476,223
015907136,4059,3090,276
015907137,3461,2559,263
015907139,3886,2901,313
015907140,3804,2700,380
015907141,4096,2940,324
015907143,4301,2933,445
015907144,3897,2866,298
015907145,4375,3064,449
015907146,3832,2779,348
015907147,3777,2764,273
015907148,3575,2721,250
015907149,4050,2912,346
015907150,3812,2904,255
015907153,4873,3545,389
015907155,3504,2623,269
015907156,3878,2892,302
015907157,3710,2827,249
015907158,4386,3147,387
015907159,4367,3047,395
015907160,3625,2721,232
015907161,3211,2422,243
015907162,6589,4810,533
015907164,3650,2797,241
015907165,3352,2534,229
015907167,3564,2573,310
015907168,3293,2477,254
015907169,3877,2839,297
015907170,4154,2804,387
015907171,4646,3477,415
015907172,3432,2603,252
015907173,3761,2804,277
015907174,3773,2817,283
015907175,3360,2542,247
015907176,4069,3078,288
015907179,4482,3243,332
015907180,27620,17316,4141
015907182,4192,3793,207
015907183,.,.,.
015907184,10889,9909,1
015907185,7103,6508,1
015907186,11591,10611,1
015907191,7458,7107,1
015907193,7120,6796,1
015907194,4155,3964,0
015907195,2105,1839,166
015907196,21455,19995,2
015907200,.,.,.
015907201,.,.,.
015907202,.,.,.
015908001,4389,2954,257
015908002,5863,3717,345
015908037,.,.,.
015908038,6494,4734,1117
015908039,17253,10391,3022
015908041,5113,3712,297
015908042,4706,3127,432
015908043,4335,2965,278
015908101,4738,3406,309
015908104,4147,3080,222
015908105,5076,3815,253
015908106,4131,3075,209
015908107,4667,3309,266
015908108,4580,3367,284
015908109,5733,4222,438
015908110,4315,3110,271
015908111,4403,3052,288
015908112,3770,2774,237
015909001,5098,3536,320
015909002,.,.,.
015909003,.,.,.
015909041,2930,2320,266
015909101,2712,2203,127
015910001,3727,2730,236
015910002,3493,2551,243
015910003,3403,2464,224
015910004,4725,3412,293
015910005,3634,2592,292
015910006,10293,6216,1589
015910008,7165,4804,1663
015910011,6651,5741,0
015910012,19974,14935,307
015910022,19231,19231,0
015910041,3310,2400,214
015910042,3656,2659,244
015910043,4730,3347,324
015910044,4211,2965,296
015910045,3398,2465,191
015910046,3797,2627,364
015910047,3462,2441,237
015910048,3582,2454,272
015910049,3275,2384,229
015910051,8141,6990,0
015910053,18419,10794,2991
015910054,.,.,.
015910101,3194,2369,238
015910102,3622,2658,269
015910103,4509,3315,391
015910104,4053,2966,279
015910105,4404,3080,303
015910106,3741,2600,407
015910107,3636,2635,174
015910108,3175,2188,300
015910109,5254,3804,383
015910110,4438,3097,394
015910111,3645,2627,311
015910112,4534,3323,298
015910113,3546,2501,307
015910114,3821,2681,327
015910115,3781,2650,347
015910116,6499,4678,471
015910117,4136,2996,324
015910118,3514,2458,336
015910119,3739,2665,319
015910120,3787,2723,345
015910121,4038,3032,217
015910122,3194,2355,252
015910123,3452,2551,234
015910124,3407,2487,271
015910125,3392,2630,197
015910126,3152,2400,230
015910127,3553,2650,268
015910128,3560,2585,262
015910129,4777,3557,340
015910130,4020,3034,244
015910131,3680,2758,212
015910132,35700,25206,6306
015910133,807,344,187
015911001,4621,2924,260
015911004,.,.,.
015911041,3835,2495,260
015911042,3924,2496,268
015911101,3655,2599,198
015911102,4012,2722,261
015911103,3358,2311,203
015911104,3749,2598,222
015911105,4741,3078,428
015912001,3910,2642,262
015912002,8142,3130,4241
015912041,3640,2644,270
015912042,3642,2680,217
015912043,12579,9260,1664
015912101,3646,2627,282
015912102,3764,2617,362
015912103,3868,2853,244
015912104,4500,3052,463
015912105,4338,3143,320
015912106,3917,2789,281
015912107,3224,2401,234
015913001,8077,5686,642
015913101,5481,3972,387
015914001,7820,5111,712
015914101,4663,3476,389
015914199,75,0,0
015915001,3533,2748,226
015915002,3601,2813,219
015915003,3618,2758,229
015915004,20086,14844,1978
015915005,3138,2439,191
015915006,3703,2601,301
015915007,3082,2366,195
015915008,9109,6244,1155
015915011,7262,4591,887
015915013,19233,14662,1562
015915015,.,.,.
015915020,2291,1939,210
015915039,20179,20179,0
015915041,3708,2823,218
015915042,3968,2885,306
015915043,3933,2926,252
015915044,3801,2838,216
015915045,3540,2748,206
015915046,4108,3001,298
015915047,3438,2651,179
015915048,3553,2708,193
015915049,3292,2492,178
015915050,3223,2431,202
015915051,3279,2478,188
015915061,7161,5731,409
015915101,3991,2984,281
015915102,3699,2738,229
015915103,4009,2999,295
015915104,3814,2869,267
015915105,4273,3128,299
015915106,3769,2780,255
015915108,4211,3184,190
015915109,3469,2697,203
015915111,4625,3543,270
015915112,4716,3482,328
015915113,5318,3629,496
015915114,3535,2606,210
015915115,3758,2885,209
015915116,3881,2883,255
015915117,4548,3351,337
