,gr3_math_avg,gr3_ela_avg,gr4_math_avg,gr4_ela_avg,gr4_writ_avg,gr5_math_avg,gr5_ela_avg,gr5_sci_avg,CAMPUS,DISTRICT
101907121,75,72,72,72,80,96,89,87,101907121,101907
101907122,76,73,90,76,75,96,89,93,101907122,101907
101907124,71,71,59,73,57,91,89,81,101907124,101907
101907125,71,73,71,81,75,88,87,82,101907125,101907
101907126,94,93,95,94,88,99,96,96,101907126,101907
101907127,67,70,54,61,55,88,82,82,101907127,101907
101907129,77,75,62,77,68,86,76,81,101907129,101907
101907130,83,88,83,93,84,91,89,90,101907130,101907
101907131,73,80,76,79,69,89,86,81,101907131,101907
101907133,86,83,89,91,85,96,91,92,101907133,101907
101907134,71,70,69,81,71,86,77,75,101907134,101907
101907135,82,83,93,87,76,95,92,90,101907135,101907
101907137,64,69,61,77,60,90,93,88,101907137,101907
101907138,93,95,97,97,98,100,99,99,101907138,101907
101907139,91,89,96,96,93,98,96,97,101907139,101907
101907140,86,88,89,91,87,95,95,91,101907140,101907
101907141,70,79,70,75,66,82,82,78,101907141,101907
101907145,78,80,79,86,81,93,88,93,101907145,101907
101907146,85,81,83,77,73,93,86,89,101907146,101907
101907147,91,94,85,86,81,97,91,90,101907147,101907
101907148,90,86,79,83,74,96,92,89,101907148,101907
101907150,71,73,72,82,67,88,84,84,101907150,101907
101907152,84,83,80,81,78,94,85,81,101907152,101907
101907153,92,91,97,93,93,100,97,98,101907153,101907
101907154,66,72,70,74,71,92,82,85,101907154,101907
101907157,90,90,91,90,86,98,98,93,101907157,101907
101910104,69,60,75,56,56,80,81,78,101910104,101910
101910105,72,78,72,83,82,86,78,79,101910105,101910
101910106,90,79,82,80,81,91,79,83,101910106,101910
101910109,77,67,80,76,76,89,84,90,101910109,101910
101910112,76,65,71,80,78,95,87,88,101910112,101910
101910115,79,72,77,75,68,89,85,67,101910115,101910
101911103,66,63,73,74,57,79,74,71,101911103,101911
101911105,72,56,59,71,61,87,81,76,101911105,101911
101911107,69,62,56,64,51,83,80,80,101911107,101911
101911112,60,57,78,73,69,82,74,75,101911112,101911
101911113,60,64,65,69,60,94,80,82,101911113,101911
101911114,72,77,75,83,63,90,84,82,101911114,101911
101911118,78,73,90,88,79,92,84,83,101911118,101911
101911120,66,62,59,68,56,81,75,65,101911120,101911
101911123,83,88,89,80,79,99,96,93,101911123,101911
101912102,42,45,61,50,39,98,62,52,101912102,101912
101912104,69,56,59,61,57,78,66,66,101912104,101912
101912106,77,80,68,75,76,59,47,47,101912106,101912
101912108,51,44,50,59,59,66,49,63,101912108,101912
101912109,70,46,72,67,57,75,65,45,101912109,101912
101912110,37,38,43,50,49,53,44,46,101912110,101912
101912112,67,57,47,52,45,91,66,71,101912112,101912
101912114,66,57,55,58,54,85,71,81,101912114,101912
101912116,83,88,83,85,78,88,88,78,101912116,101912
101912117,75,55,67,57,63,91,74,81,101912117,101912
101912122,85,69,88,83,83,89,87,80,101912122,101912
101912128,97,97,97,93,96,94,89,92,101912128,101912
101912136,61,64,66,68,57,82,70,67,101912136,101912
101912140,39,34,45,45,39,46,35,33,101912140,101912
