,gr3_stu_count,gr4_stu_count,gr5_stu_count,black_stu_count,all_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
001902103,41,47,49,19,258,224,28,40,91,.,.,.,14.5,36546,18.6,001,N,96.7,001902103,001902
001903101,74,79,86,41,562,490,23,80,304,.,.,.,14,35088,37.9,001,N,96.6,001903101,001903
001904102,70,51,68,65,383,295,18,43,232,.,.,.,15.5,36203,29.3,001,N,97,001904102,001904
002901105,53,66,82,11,542,204,40,91,340,.,.,.,16.8,43908,36.1,002,N,96.5,002901105,002901
003906101,39,27,35,0,240,239,6,27,112,.,.,.,9.2,33484,17,003,N,96.1,003906101,003906
007902101,87,92,91,1,569,233,33,47,382,.,.,.,12.7,37836,39.9,007,N,96.4,007902101,007902
007905103,270,249,6,0,528,186,32,86,328,.,.,.,11.1,37536,37.9,007,N,96.9,007905103,007905
007906101,121,128,119,4,797,115,21,84,648,.,.,.,12.9,36856,57.8,007,N,95.7,007906101,007906
008903102,64,67,63,67,389,168,12,54,229,.,.,.,15.7,40631,33.3,008,N,96.2,008903102,008903
010902101,96,91,107,5,616,462,61,95,323,.,.,.,9.9,35675,50,010,N,95.5,010902101,010902
011901101,122,162,1,102,752,486,105,86,332,.,.,.,11.4,40414,54,011,N,95,011901101,011901
011901107,89,77,89,23,578,309,74,69,339,.,.,.,11,39953,43,011,N,96.2,011901107,011901
014905101,38,28,29,16,227,151,8,25,136,.,.,.,14.9,37445,18.3,014,N,97.1,014905101,014905
014906102,73,64,77,128,513,189,56,44,265,.,.,.,9.5,40859,36.3,014,N,97,014906102,014906
014906104,53,56,55,139,376,145,33,46,264,.,.,.,10.4,41243,25.9,014,N,96.5,014906104,014906
014906106,80,92,76,307,575,152,18,123,358,.,.,.,9.3,39841,43.1,014,N,96.6,014906106,014906
014906110,102,72,73,207,578,225,29,75,309,.,.,.,10.1,41132,42.7,014,N,97.2,014906110,014906
014906115,134,129,127,107,786,550,104,103,296,.,.,.,12.5,42478,49.6,014,N,96.7,014906115,014906
014906127,96,100,93,190,591,266,28,99,244,.,.,.,8.1,38327,42.2,014,N,96.8,014906127,014906
014906129,120,120,152,420,903,253,33,116,477,.,.,.,6.5,37428,53.6,014,N,97.2,014906129,014906
014909116,68,54,64,217,406,104,5,61,300,.,.,.,11.3,36548,35.9,014,N,95.4,014909116,014909
015904101,82,78,80,4,539,21,21,67,482,.,.,.,8.8,38834,33.6,015,N,96.8,015904101,015904
015904104,53,54,61,0,409,5,11,55,327,.,.,.,13.2,41546,28.8,015,N,97.2,015904104,015904
015904107,78,84,77,0,534,34,20,64,492,.,.,.,8,37939,32.6,015,N,96.6,015904107,015904
015904115,3,1,16,3,27,4,0,27,22,.,.,.,10.3,39901,7,015,N,85.2,015904115,015904
015904116,66,65,70,13,487,10,7,62,450,.,.,.,8.4,38251,35,015,N,96,015904116,015904
015906101,74,74,73,117,507,280,24,66,144,.,.,.,19.4,49150,40,015,N,96.8,015906101,015906
015907107,50,45,40,8,335,26,35,30,299,.,.,.,18.6,49180,26.8,015,N,96.5,015907107,015907
015907114,27,32,38,218,267,4,3,34,261,.,.,.,14.8,46710,20.7,015,N,95.8,015907114,015907
015907117,67,59,51,2,441,22,18,42,434,.,.,.,17.5,48874,28,015,N,96.3,015907117,015907
015907123,49,61,68,3,397,10,14,46,396,.,.,.,15,45870,29.5,015,N,96.6,015907123,015907
015907124,56,59,34,22,361,38,18,38,352,.,.,.,14.8,46528,21.9,015,N,96.1,015907124,015907
015907132,71,54,67,47,502,10,15,41,491,.,.,.,12.5,45146,30,015,N,96.5,015907132,015907
015907136,80,76,82,4,539,4,14,43,517,.,.,.,17.7,48302,35.5,015,N,96.4,015907136,015907
015907137,59,64,46,179,436,26,12,37,431,.,.,.,13.3,46096,25.8,015,N,96.5,015907137,015907
015907145,37,30,35,2,265,6,7,36,263,.,.,.,14.6,46392,19.3,015,N,97.1,015907145,015907
015907150,79,67,78,17,553,42,17,61,471,.,.,.,16.9,48673,32.5,015,N,96.7,015907150,015907
015907159,45,47,28,126,261,12,9,59,257,.,.,.,15.3,46514,21,015,N,96,015907159,015907
015907162,86,86,59,0,506,3,14,79,460,.,.,.,14.4,45655,35.8,015,N,97.9,015907162,015907
015907164,115,100,92,47,734,120,20,77,642,.,.,.,12.5,44796,44.2,015,N,96.8,015907164,015907
015907165,96,83,102,120,614,16,9,72,586,.,.,.,13.5,44027,38.5,015,N,96.2,015907165,015907
015907169,64,72,60,4,491,2,27,64,441,.,.,.,9.9,42777,34.8,015,N,96.4,015907169,015907
015907171,43,36,32,134,241,3,1,38,228,.,.,.,15.8,45962,16,015,N,97.2,015907171,015907
015907174,88,85,78,1,528,11,13,53,515,.,.,.,17.7,48815,35.9,015,N,97.4,015907174,015907
015908105,73,67,80,3,475,12,12,46,440,.,.,.,15.5,44678,33.7,015,N,97.1,015908105,015908
015908106,83,84,88,1,614,3,21,54,599,.,.,.,13.7,43302,37,015,N,96.8,015908106,015908
015908107,71,68,67,2,510,6,22,48,455,.,.,.,9,39204,33.3,015,N,97.1,015908107,015908
015908108,72,77,77,31,532,46,20,44,483,.,.,.,13.1,42906,33.2,015,N,96.6,015908108,015908
015908109,58,58,53,19,384,26,11,42,339,.,.,.,15.7,45113,28.1,015,N,96.5,015908109,015908
015910104,69,79,78,8,529,86,13,91,409,.,.,.,13.1,44537,39.4,015,N,95.9,015910104,015910
015910105,63,69,65,80,435,113,13,85,304,.,.,.,11.6,43159,33,015,N,95.8,015910105,015910
015910106,124,90,103,48,685,275,40,82,276,.,.,.,11.2,42958,42.2,015,N,96.3,015910106,015910
015910108,98,84,98,115,687,164,11,94,489,.,.,.,11.5,43308,42.9,015,N,95.2,015910108,015910
015910109,66,71,68,49,406,233,37,84,132,.,.,.,11.4,43194,32.9,015,N,96.2,015910109,015910
015910110,78,67,64,72,517,200,10,119,329,.,.,.,14.6,45596,38.7,015,N,96.2,015910110,015910
015910111,115,115,95,6,749,55,15,75,638,.,.,.,9.3,41756,55,015,N,95.5,015910111,015910
015910112,96,94,96,65,698,89,15,128,572,.,.,.,11.2,43189,47.1,015,N,95,015910112,015910
015910113,87,64,67,168,591,166,9,95,426,.,.,.,10.9,42781,40.3,015,N,95.1,015910113,015910
015910114,113,101,92,104,654,54,3,113,571,.,.,.,7,40206,54.5,015,N,96.2,015910114,015910
015910116,71,50,65,95,428,85,9,105,326,.,.,.,13.3,45156,36.6,015,N,95.8,015910116,015910
015910119,74,95,86,54,479,147,11,79,335,.,.,.,11.1,43107,34.7,015,N,96.3,015910119,015910
015910123,83,91,113,12,540,396,73,51,25,.,.,.,15.6,46358,35.5,015,N,97.1,015910123,015910
015910128,65,98,110,25,602,418,42,123,93,.,.,.,16.7,47678,43.2,015,N,97,015910128,015910
015910129,155,147,164,23,912,648,72,128,48,.,.,.,12.6,44561,61,015,N,97.2,015910129,015910
015910131,89,93,100,15,560,389,65,78,51,.,.,.,14.3,45775,41.8,015,N,97.1,015910131,015910
015910136,198,198,207,31,1233,961,86,165,39,.,.,.,8.4,41333,68.2,015,N,96.9,015910136,015910
