,gr3_math_avg,gr3_ela_avg,gr4_math_avg,gr4_ela_avg,gr4_writ_avg,gr5_math_avg,gr5_ela_avg,gr5_sci_avg,CAMPUS,DISTRICT
015910116,49,74,64,68,66,82,74,87,015910116,015910
015910122,39,61,61,69,70,52,62,52,015910122,015910
015910128,84,92,72,83,80,91,88,83,015910128,015910
015910130,63,74,63,72,72,85,85,82,015910130,015910
015910131,83,91,78,90,81,88,94,91,015910131,015910
015910133,87,98,91,94,89,99,96,91,015910133,015910
015910134,80,92,84,82,82,89,89,83,015910134,015910
015910136,92,100,93,96,95,96,97,94,015910136,015910
015910140,88,93,81,86,88,88,91,84,015910140,015910
015910142,84,92,91,93,89,92,93,86,015910142,015910
015912101,39,57,54,52,57,48,60,62,015912101,015912
015912105,35,68,43,52,55,56,63,62,015912105,015912
015912106,40,53,36,47,43,37,52,52,015912106,015912
015912109,60,66,56,53,58,53,58,53,015912109,015912
015912110,27,58,36,49,54,50,58,41,015912110,015912
015914101,85,90,61,81,69,76,89,85,015914101,015914
015915101,74,71,66,65,64,56,59,54,015915101,015915
015915102,75,75,67,62,59,88,80,84,015915102,015915
015915103,51,71,55,57,57,80,74,75,015915103,015915
015915105,69,65,69,62,67,73,73,68,015915105,015915
015915106,78,80,82,71,77,95,88,90,015915106,015915
015915107,71,71,77,72,69,81,82,83,015915107,015915
015915108,64,83,78,75,76,82,86,81,015915108,015915
015915109,71,85,86,90,81,90,90,80,015915109,015915
015915111,85,83,82,68,70,91,84,83,015915111,015915
015915112,84,91,83,72,72,91,87,81,015915112,015915
015915113,39,51,69,66,63,70,74,62,015915113,015915
015915114,34,40,60,59,54,75,63,81,015915114,015915
015915115,77,84,80,77,70,72,70,81,015915115,015915
015915116,73,75,69,69,68,71,70,64,015915116,015915
015915117,57,75,57,59,53,74,77,77,015915117,015915
015915118,67,79,74,82,75,76,88,70,015915118,015915
015915119,79,83,64,67,51,83,83,84,015915119,015915
015915122,55,64,41,42,33,59,74,60,015915122,015915
015915124,59,75,73,76,61,88,91,79,015915124,015915
015915125,66,83,52,57,56,82,79,72,015915125,015915
015915128,67,77,49,66,51,76,76,70,015915128,015915
015915130,69,76,78,76,68,80,80,79,015915130,015915
015915131,83,89,81,74,71,93,84,90,015915131,015915
015915132,73,84,77,68,59,83,89,79,015915132,015915
015915134,68,83,83,86,77,78,84,81,015915134,015915
015915135,70,79,67,74,69,80,87,92,015915135,015915
015915136,73,86,63,74,65,82,85,78,015915136,015915
015915138,65,70,67,75,70,87,88,77,015915138,015915
015915141,83,84,82,79,85,87,84,72,015915141,015915
015915143,86,91,90,90,84,96,98,90,015915143,015915
015915144,75,83,72,83,82,76,83,75,015915144,015915
015915145,88,92,84,94,91,85,85,67,015915145,015915
015915148,76,81,87,90,86,94,84,84,015915148,015915
015915149,62,81,74,83,77,88,81,80,015915149,015915
015915150,83,88,83,87,78,93,93,92,015915150,015915
015915151,74,86,91,86,88,95,88,97,015915151,015915
015915152,90,97,95,97,88,94,97,90,015915152,015915
015915156,80,81,75,73,69,89,90,85,015915156,015915
015915157,91,95,73,83,73,80,83,80,015915157,015915
015915158,67,78,64,67,68,78,81,75,015915158,015915
015915160,82,78,77,79,69,79,88,75,015915160,015915
015915161,83,96,82,87,86,97,91,86,015915161,015915
015915162,65,75,68,69,68,74,77,72,015915162,015915
015915165,74,87,73,81,67,93,89,85,015915165,015915
015915166,83,75,80,82,73,98,90,89,015915166,015915
015915167,75,83,89,90,87,86,84,87,015915167,015915
015915168,79,84,81,76,70,92,91,90,015915168,015915
015915169,74,90,83,86,82,75,83,66,015915169,015915
015915170,91,87,86,78,81,93,88,80,015915170,015915
015915171,92,89,86,87,87,84,86,78,015915171,015915
015915177,58,74,68,69,66,77,83,78,015915177,015915
015915178,92,97,89,94,93,97,99,98,015915178,015915
015915179,85,95,78,86,85,95,97,87,015915179,015915
015915180,80,94,84,94,89,93,95,91,015915180,015915
015915181,93,97,89,90,93,91,96,82,015915181,015915
015915182,71,85,71,77,74,89,86,82,015915182,015915
015915183,75,88,77,86,85,88,87,81,015915183,015915
015915184,80,81,87,83,80,75,82,79,015915184,015915
015915185,59,71,55,56,40,71,75,62,015915185,015915
015915186,87,92,78,88,89,91,92,88,015915186,015915
015915187,88,97,89,94,89,85,90,78,015915187,015915
015915188,89,94,92,90,89,98,95,96,015915188,015915
015915189,64,61,63,59,53,59,67,61,015915189,015915
015915191,82,88,75,81,79,95,90,87,015915191,015915
015915192,71,84,61,80,79,85,87,77,015915192,015915
015915195,92,97,73,80,79,93,88,94,015915195,015915
015915198,78,84,80,76,74,77,85,69,015915198,015915
015915225,80,93,87,83,87,90,92,84,015915225,015915
015915236,85,96,94,92,88,100,97,95,015915236,015915
015916101,44,72,50,64,59,70,69,58,015916101,015916
015916102,71,78,82,72,77,79,72,65,015916102,015916
015916104,84,94,81,79,65,89,87,83,015916104,015916
015916105,67,60,49,49,64,72,71,66,015916105,015916
015916107,69,79,62,70,65,63,71,70,015916107,015916
015916111,59,68,72,74,59,78,83,71,015916111,015916
015916113,60,72,49,65,56,65,72,65,015916113,015916
015916115,52,77,60,73,68,69,65,61,015916115,015916
015916116,66,79,73,78,74,82,83,92,015916116,015916
015916117,70,78,62,71,67,75,85,77,015916117,015916
015916118,77,87,65,85,86,94,90,90,015916118,015916
016902101,72,89,67,76,65,79,85,78,016902101,016902
018901101,77,82,56,66,67,63,79,59,018901101,018901
019907108,30,43,19,44,34,52,61,68,019907108,019907
019907113,54,75,61,77,77,67,77,72,019907113,019907
020901103,70,80,64,61,51,84,70,84,020901103,020901
020901109,81,89,82,79,72,85,79,85,020901109,020901
020901110,93,86,74,77,80,86,87,89,020901110,020901
020901111,89,87,86,89,86,95,94,91,020901111,020901
020902102,76,78,90,86,68,86,82,80,020902102,020902
020902110,63,87,59,78,71,82,62,87,020902110,020902
020906104,82,93,78,74,71,91,85,73,020906104,020906
021902101,83,82,83,74,75,64,60,59,021902101,021902
021902103,76,76,75,77,75,86,85,83,021902103,021902
021902105,41,59,51,53,51,71,55,57,021902105,021902
021902106,73,63,84,76,66,72,74,68,021902106,021902
021902107,74,79,63,59,59,72,65,72,021902107,021902
021902108,74,92,89,86,90,99,99,93,021902108,021902
021902109,38,66,46,35,32,64,56,52,021902109,021902
021902110,69,80,62,69,73,79,80,80,021902110,021902
021902112,85,85,76,80,74,98,96,97,021902112,021902
021902113,69,75,86,72,79,91,77,88,021902113,021902
021902114,61,73,64,80,77,81,78,74,021902114,021902
021902115,36,42,51,49,61,82,66,71,021902115,021902
021902117,58,83,81,76,74,80,88,86,021902117,021902
021902119,64,76,69,81,76,77,70,66,021902119,021902
026903101,26,39,57,57,53,63,56,33,026903101,026903
027904102,76,83,88,77,81,90,74,90,027904102,027904
029901101,79,82,80,79,73,92,75,87,029901101,029901
031901102,56,62,64,62,59,66,60,65,031901102,031901
031901103,65,78,57,75,64,75,66,76,031901103,031901
031901105,37,43,63,54,56,54,48,54,031901105,031901
031901106,74,72,76,65,83,83,72,60,031901106,031901
031901108,69,73,76,71,85,78,76,62,031901108,031901
031901110,70,70,67,68,66,72,76,60,031901110,031901
031901111,83,83,79,76,84,77,77,82,031901111,031901
031901115,80,76,80,70,71,79,72,66,031901115,031901
031901117,85,85,98,70,83,91,86,84,031901117,031901
031901120,94,84,53,43,47,49,56,58,031901120,031901
031901121,78,86,75,71,81,76,81,72,031901121,031901
031901124,73,73,55,52,68,81,73,79,031901124,031901
031901128,68,74,73,62,68,76,69,56,031901128,031901
031901129,84,94,96,83,93,83,80,80,031901129,031901
031901133,54,56,83,69,73,63,49,57,031901133,031901
031901134,52,66,67,64,70,82,74,70,031901134,031901
031901135,96,94,91,86,89,80,83,60,031901135,031901
031901136,92,91,89,72,88,88,76,85,031901136,031901
031901138,91,74,78,66,77,82,73,86,031901138,031901
031901140,89,87,76,73,81,87,73,87,031901140,031901
031901141,81,79,73,72,70,77,80,86,031901141,031901
031901142,81,84,94,87,93,91,82,80,031901142,031901
031901143,87,85,74,61,80,71,75,67,031901143,031901
031903102,59,89,37,51,43,71,72,80,031903102,031903
031903103,60,72,68,68,71,71,73,53,031903103,031903
031903104,97,84,90,80,88,96,92,95,031903104,031903
031903106,55,65,57,57,59,66,73,66,031903106,031903
031903117,76,79,66,64,68,78,81,73,031903117,031903
031903122,84,74,77,71,73,47,73,58,031903122,031903
031903123,51,61,66,64,64,78,69,79,031903123,031903
031906106,81,90,78,77,79,82,79,87,031906106,031906
031906107,83,87,80,70,78,88,84,99,031906107,031906
031906108,89,96,92,94,92,99,93,91,031906108,031906
031912103,73,88,70,71,79,54,67,77,031912103,031912
031912104,77,89,71,74,70,87,86,81,031912104,031912
031912106,55,68,50,73,79,58,75,67,031912106,031912
031912110,76,84,60,71,81,69,78,85,031912110,031912
031912114,54,86,70,64,73,53,67,74,031912114,031912
031912115,66,77,74,75,77,76,71,76,031912115,031912
034903101,87,87,76,82,79,80,80,79,034903101,034903
034905102,80,88,81,74,54,82,97,91,034905102,034905
036901101,69,81,53,58,52,56,71,70,036901101,036901
039902101,86,90,81,94,81,68,80,78,039902101,039902
042901102,67,77,57,57,47,84,76,78,042901102,042901
043902101,74,81,65,60,63,68,83,64,043902101,043902
043911101,75,88,80,75,75,71,87,77,043911101,043911
043917101,61,81,56,73,63,49,67,63,043917101,043917
043919102,95,94,92,98,96,98,99,98,043919102,043919
044902101,96,96,92,85,95,93,84,64,044902101,044902
045902101,69,85,47,66,64,41,74,69,045902101,045902
045905102,59,68,61,75,70,77,77,69,045905102,045905
046901103,92,85,77,77,73,87,84,82,046901103,046901
046901106,64,88,87,90,83,96,98,88,046901106,046901
046902101,84,93,83,89,83,92,88,90,046902101,046902
046902105,84,82,64,78,67,73,79,82,046902105,046902
046902113,53,79,80,81,70,81,85,79,046902113,046902
046902115,58,79,64,83,61,72,85,64,046902115,046902
047902101,80,96,64,83,64,51,67,46,047902101,047902
049905101,93,89,92,89,78,82,76,64,049905101,049905
050910104,69,78,61,68,78,78,75,62,050910104,050910
050910106,88,92,81,71,60,90,87,91,050910106,050910
052901101,81,80,45,55,66,66,69,81,052901101,052901
053001103,36,69,31,48,72,52,54,43,053001103,053001
054903102,45,63,36,55,55,42,71,56,054903102,054903
057903102,54,74,87,77,71,77,71,73,057903102,057903
057903105,74,83,62,66,54,63,66,69,057903105,057903
057903109,82,91,89,83,73,81,75,76,057903109,057903
057903110,46,56,62,82,75,60,68,82,057903110,057903
057903111,64,81,71,69,54,73,79,69,057903111,057903
057903112,86,90,77,88,83,89,90,92,057903112,057903
057903116,65,76,58,58,57,86,94,91,057903116,057903
057903118,85,97,89,84,84,84,89,90,057903118,057903
057903121,48,77,55,70,66,62,72,70,057903121,057903
057903122,93,96,95,95,93,93,95,97,057903122,057903
057903124,83,91,75,83,67,63,82,72,057903124,057903
057903128,74,88,76,89,83,80,79,78,057903128,057903
057905109,54,61,33,58,65,68,64,58,057905109,057905
057905110,37,37,29,21,18,53,52,48,057905110,057905
057905112,44,63,65,75,81,59,69,62,057905112,057905
057905120,74,96,67,61,58,77,77,74,057905120,057905
057905121,48,52,51,46,38,52,43,33,057905121,057905
057905122,39,45,23,43,40,51,56,58,057905122,057905
057905125,58,55,51,64,50,79,78,65,057905125,057905
057905129,47,45,81,66,67,65,63,66,057905129,057905
057905130,51,67,44,46,48,69,75,56,057905130,057905
057905131,46,54,49,56,52,68,73,63,057905131,057905
057905139,42,59,46,39,38,49,56,52,057905139,057905
057905144,75,94,47,59,68,73,87,67,057905144,057905
057905145,56,69,57,51,61,61,75,38,057905145,057905
057905147,42,58,63,64,69,70,72,74,057905147,057905
057905148,57,52,44,63,38,61,65,60,057905148,057905
057905154,46,73,59,51,61,66,67,73,057905154,057905
057905156,59,78,59,63,67,46,64,57,057905156,057905
057905163,48,70,69,63,67,80,75,64,057905163,057905
057905164,47,63,45,55,56,67,69,64,057905164,057905
057905166,64,74,54,55,68,79,78,63,057905166,057905
057905167,65,71,59,66,73,75,75,80,057905167,057905
057905173,70,89,75,78,70,71,90,82,057905173,057905
057905175,67,79,35,67,76,63,68,96,057905175,057905
057905176,75,88,37,46,34,41,57,32,057905176,057905
057905180,94,92,76,76,76,68,80,71,057905180,057905
057905183,37,61,52,67,61,58,72,73,057905183,057905
057905187,48,70,53,59,58,58,64,60,057905187,057905
057905189,45,52,41,59,72,45,62,29,057905189,057905
057905191,43,63,25,46,58,34,39,35,057905191,057905
057905192,68,53,62,59,64,87,81,70,057905192,057905
057905193,72,69,75,63,72,84,85,80,057905193,057905
057905194,38,70,56,69,68,60,69,73,057905194,057905
057905196,41,78,60,64,76,35,58,55,057905196,057905
057905197,65,78,53,47,47,54,69,57,057905197,057905
057905203,35,85,59,62,67,80,72,76,057905203,057905
057905208,53,70,53,62,55,54,62,56,057905208,057905
057905215,68,75,77,76,67,58,71,74,057905215,057905
057905220,54,54,55,68,58,63,74,55,057905220,057905
057905224,67,96,76,84,74,79,86,83,057905224,057905
057905225,36,64,41,56,61,67,75,65,057905225,057905
057905230,87,97,81,81,76,80,87,80,057905230,057905
057905236,22,50,47,54,65,42,49,43,057905236,057905
057905237,50,58,74,72,80,65,67,59,057905237,057905
057905240,52,67,67,73,74,45,61,49,057905240,057905
057905247,45,62,69,61,60,60,67,48,057905247,057905
057905266,18,45,55,32,57,52,52,52,057905266,057905
057905276,37,52,69,52,59,54,76,41,057905276,057905
057905279,82,94,49,67,65,71,85,72,057905279,057905
057905280,69,76,55,70,78,79,86,82,057905280,057905
057905283,57,77,54,65,60,51,53,45,057905283,057905
057905284,44,63,48,58,57,46,55,41,057905284,057905
057905286,56,56,75,57,61,52,66,68,057905286,057905
057905304,47,72,63,83,74,70,76,93,057905304,057905
057906103,56,83,53,70,72,71,73,58,057906103,057906
057906104,52,68,48,53,58,54,72,57,057906104,057906
057909107,77,90,81,83,87,84,85,73,057909107,057909
057909109,62,66,73,75,77,55,67,63,057909109,057909
057909113,52,78,78,61,78,74,74,84,057909113,057909
057909116,50,68,60,53,48,78,63,67,057909116,057909
057909120,77,92,78,84,84,69,80,71,057909120,057909
057909145,80,94,75,84,83,81,91,81,057909145,057909
057909154,87,96,83,87,73,83,89,87,057909154,057909
057909155,73,89,92,87,88,92,89,87,057909155,057909
057909156,84,89,65,77,75,68,88,84,057909156,057909
057909157,72,77,68,70,71,82,79,71,057909157,057909
057909158,73,86,54,76,59,61,78,60,057909158,057909
057909159,84,86,66,65,66,72,65,69,057909159,057909
057910106,69,79,84,84,83,89,87,79,057910106,057910
057910119,66,62,70,54,58,77,85,80,057910119,057910
057910126,61,81,77,75,80,84,87,85,057910126,057910
057910128,61,70,51,72,81,64,74,61,057910128,057910
057912103,53,47,53,51,44,52,54,52,057912103,057912
057913106,52,62,32,39,47,52,70,50,057913106,057913
057913107,39,63,46,67,61,63,67,67,057913107,057913
057914104,63,70,81,73,76,91,83,82,057914104,057914
057914112,52,63,48,59,51,57,62,59,057914112,057914
057914123,78,84,74,85,87,82,77,78,057914123,057914
057914132,61,79,74,71,62,78,70,74,057914132,057914
057922106,76,92,66,76,74,77,86,65,057922106,057922
057922110,90,97,92,94,97,82,93,82,057922110,057922
057922111,80,92,83,99,99,95,99,90,057922111,057922
061901102,96,91,93,93,88,96,90,86,061901102,061901
061901113,67,84,53,74,78,67,80,71,061901113,061901
061901115,88,100,90,95,95,95,98,96,061901115,061901
061901118,83,94,85,90,89,89,95,85,061901118,061901
061901120,71,86,55,72,76,77,84,75,061901120,061901
061901121,75,84,85,84,90,85,88,85,061901121,061901
061901122,86,93,82,92,90,87,94,92,061901122,061901
061901123,71,89,69,77,85,71,85,79,061901123,061901
061901125,64,82,71,75,73,93,89,83,061901125,061901
061902107,68,84,68,76,79,81,82,62,061902107,061902
061902108,65,95,83,87,92,86,88,82,061902108,061902
061902111,40,78,45,69,65,57,72,62,061902111,061902
061902112,83,94,84,87,82,91,91,89,061902112,061902
061902113,72,84,65,79,84,70,82,67,061902113,061902
061902115,73,84,78,77,79,77,88,69,061902115,061902
061902117,60,91,78,88,82,93,88,81,061902117,061902
061902118,78,93,88,93,92,95,98,96,061902118,061902
061902120,78,95,84,90,94,95,99,94,061902120,061902
061902123,74,91,84,93,90,98,98,93,061902123,061902
061902125,62,82,68,82,88,75,83,69,061902125,061902
061902128,83,91,81,89,84,95,99,92,061902128,061902
061902129,98,100,84,97,100,98,96,94,061902129,061902
061902130,95,99,85,94,95,97,96,93,061902130,061902
061902134,84,95,71,84,86,88,91,84,061902134,061902
061902142,80,95,51,62,57,82,72,73,061902142,061902
061906101,70,81,54,78,71,65,81,71,061906101,061906
061907102,85,97,79,93,92,100,91,82,061907102,061907
061908104,77,84,72,78,72,71,78,77,061908104,061908
061911106,79,95,82,90,93,90,99,88,061911106,061911
061911108,85,82,78,73,59,69,83,83,061911108,061911
061911110,80,86,84,74,64,92,82,95,061911110,061911
061911113,81,87,84,77,80,83,84,69,061911113,061911
061911116,82,86,89,84,74,88,82,77,061911116,061911
061912105,91,98,68,72,74,84,90,80,061912105,061912
061914103,81,85,69,77,88,75,88,88,061914103,061914
061914104,68,89,76,85,85,75,77,82,061914104,061914
061914108,95,100,79,72,85,61,72,70,061914108,061914
062904102,65,76,50,69,77,73,68,56,062904102,062904
065901101,64,82,32,79,71,74,89,71,065901101,065901
067902101,69,94,79,88,86,78,89,75,067902101,067902
067904101,77,68,71,76,71,97,86,93,067904101,067904
067907101,54,69,49,57,49,76,71,69,067907101,067907
070908104,66,89,64,85,85,84,85,86,070908104,070908
070908106,78,93,84,93,94,92,93,80,070908106,070908
070908108,75,85,78,88,90,83,89,85,070908108,070908
070915101,65,83,78,86,79,77,80,80,070915101,070915
071901101,71,84,65,63,74,66,69,71,071901101,071901
071902105,91,95,63,76,71,82,71,86,071902105,071902
071902106,82,79,75,66,68,89,84,95,071902106,071902
071902107,93,80,76,58,54,82,61,85,071902107,071902
071902111,77,77,84,60,51,83,67,73,071902111,071902
071902115,73,83,84,71,73,74,91,88,071902115,071902
071902116,83,83,66,81,70,86,81,82,071902116,071902
071902121,57,77,77,68,70,88,77,80,071902121,071902
071902141,60,78,68,55,64,74,58,55,071902141,071902
071902144,89,89,92,61,82,77,77,86,071902144,071902
071902151,83,97,91,96,89,98,96,98,071902151,071902
071902155,59,72,73,66,72,76,72,65,071902155,071902
071902158,85,91,83,83,79,80,81,84,071902158,071902
071902162,97,97,93,88,89,95,95,92,071902162,071902
071902163,80,97,75,79,83,92,88,81,071902163,071902
071902166,84,95,86,84,83,90,92,79,071902166,071902
071902169,66,69,70,62,62,58,58,61,071902169,071902
071902174,87,89,85,75,83,91,80,82,071902174,071902
071902175,63,81,78,78,82,78,84,76,071902175,071902
071905113,63,74,78,71,76,62,71,45,071905113,071905
071905129,88,92,82,89,85,86,90,89,071905129,071905
071905131,54,70,54,65,70,84,79,78,071905131,071905
071905136,72,77,64,65,63,80,77,74,071905136,071905
071907103,74,83,78,85,74,86,79,84,071907103,071907
071909101,54,75,65,60,65,66,62,69,071909101,071909
071909103,69,84,68,74,77,79,82,70,071909103,071909
071909109,65,84,83,77,65,75,76,75,071909109,071909
071909113,56,75,64,70,78,80,78,80,071909113,071909
071909114,70,77,74,78,73,84,84,68,071909114,071909
071909119,75,87,80,84,89,77,79,71,071909119,071909
071909121,88,97,85,83,95,81,89,76,071909121,071909
071909126,92,94,96,89,91,86,92,87,071909126,071909
073903102,13,34,31,32,47,23,46,20,073903102,073903
074912101,55,73,33,71,72,57,73,53,074912101,074912
075903102,70,74,55,74,64,67,63,61,075903102,075903
076904101,44,67,62,77,62,70,85,62,076904101,076904
079901107,58,65,64,55,50,62,63,55,079901107,079901
079901112,60,68,61,59,45,77,70,77,079901112,079901
079901114,93,98,94,93,97,96,95,89,079901114,079901
079901118,54,64,63,56,53,55,48,65,079901118,079901
079901119,81,96,89,92,90,94,97,88,079901119,079901
079901122,88,80,91,87,84,91,91,89,079901122,079901
079901125,84,84,64,71,65,71,77,74,079901125,079901
079901126,86,95,98,86,86,92,92,88,079901126,079901
079907118,51,76,73,84,72,78,80,70,079907118,079907
079907120,92,93,97,96,97,97,97,90,079907120,079907
079907123,73,86,77,82,79,94,84,79,079907123,079907
079907124,81,89,80,87,77,89,86,70,079907124,079907
079907125,88,95,69,89,80,93,91,76,079907125,079907
079907127,87,87,81,86,84,84,92,81,079907127,079907
079907128,97,96,96,97,96,98,97,95,079907128,079907
079907133,76,87,72,74,77,92,93,85,079907133,079907
079907146,59,71,54,61,66,72,78,66,079907146,079907
079907150,84,74,66,82,67,85,82,60,079907150,079907
084910101,61,92,73,92,86,72,85,79,084910101,084910
084910103,60,82,62,74,56,61,82,60,084910103,084910
084910104,68,86,60,79,77,68,86,70,084910104,084910
084910105,83,92,85,89,77,93,96,94,084910105,084910
084910110,74,91,79,85,78,80,85,71,084910110,084910
084910111,59,79,78,86,77,82,88,72,084910111,084910
084910115,87,92,84,86,87,81,89,71,084910115,084910
084910118,91,97,75,85,82,90,91,89,084910118,084910
084910119,63,85,73,74,79,74,81,75,084910119,084910
084910121,88,90,91,92,91,94,93,86,084910121,084910
084910122,84,91,91,91,91,86,93,83,084910122,084910
084910123,82,92,89,94,93,88,93,84,084910123,084910
084910124,85,93,83,91,87,90,92,90,084910124,084910
084910125,84,93,84,91,90,85,94,96,084910125,084910
085902101,65,76,52,55,57,63,82,58,085902101,085902
086902101,89,91,66,89,77,82,82,89,086902101,086902
090904105,46,58,65,62,60,81,76,83,090904105,090904
091903103,69,81,51,70,60,63,80,69,091903103,091903
091903104,85,87,68,89,92,78,94,89,091903104,091903
091910101,74,84,71,75,67,93,90,81,091910101,091910
091914101,85,96,93,93,93,68,67,61,091914101,091914
091918101,84,90,72,72,64,89,85,79,091918101,091918
092903122,77,75,55,80,63,54,63,49,092903122,092903
092903123,60,75,65,78,71,73,82,66,092903123,092903
092903124,49,49,80,55,65,55,52,39,092903124,092903
092903126,95,95,88,88,84,69,73,75,092903126,092903
092906102,77,90,68,71,75,82,91,71,092906102,092906
095901101,94,88,48,56,51,68,75,80,095901101,095901
097902102,80,92,81,64,75,71,82,58,097902102,097902
097903101,82,68,93,73,80,89,86,76,097903101,097903
100905102,86,92,85,81,65,70,86,88,100905102,100905
100908101,40,60,42,53,42,60,69,57,100908101,100908
101903101,60,75,75,65,45,80,76,75,101903101,101903
101903108,64,77,75,68,52,82,75,71,101903108,101903
101907103,69,81,83,78,78,92,87,92,101907103,101907
101907105,83,85,87,84,76,93,91,91,101907105,101907
101907106,69,69,70,67,63,83,74,80,101907106,101907
101907107,72,83,90,92,88,90,84,86,101907107,101907
101907108,53,70,66,77,71,82,86,90,101907108,101907
101907109,83,89,83,80,74,87,85,87,101907109,101907
101907111,83,80,78,63,49,79,73,81,101907111,101907
101907112,32,56,51,55,44,75,75,83,101907112,101907
101907113,70,79,71,66,58,84,85,83,101907113,101907
101907116,78,87,89,87,90,88,90,91,101907116,101907
101907117,74,81,58,64,53,76,78,81,101907117,101907
101907118,85,86,87,84,79,84,84,88,101907118,101907
101907119,79,88,86,72,66,91,89,94,101907119,101907
101907120,59,84,77,72,64,86,83,85,101907120,101907
101907121,82,91,89,84,82,96,91,93,101907121,101907
101907122,79,82,93,73,76,90,79,90,101907122,101907
101907124,74,83,85,91,87,89,88,92,101907124,101907
101907125,80,88,79,82,83,85,84,86,101907125,101907
101907126,94,99,95,97,94,98,97,98,101907126,101907
101907127,79,82,71,74,66,71,73,91,101907127,101907
101907128,70,83,93,81,77,93,88,89,101907128,101907
101907129,71,85,86,69,74,88,76,87,101907129,101907
101907131,78,84,59,71,70,80,85,86,101907131,101907
101907132,77,88,76,73,63,89,93,92,101907132,101907
101907133,83,92,90,88,79,99,93,97,101907133,101907
101907134,89,93,83,71,63,81,80,83,101907134,101907
101907135,82,93,86,85,82,90,90,89,101907135,101907
101907137,62,80,78,76,76,80,87,84,101907137,101907
101907138,97,99,97,97,95,99,98,100,101907138,101907
101907139,88,90,96,94,91,96,93,96,101907139,101907
101907140,80,94,92,87,79,93,90,92,101907140,101907
101907141,72,71,68,69,60,85,82,83,101907141,101907
101907142,68,79,75,73,73,74,74,80,101907142,101907
101907145,71,87,85,83,86,95,90,88,101907145,101907
101907146,73,85,70,75,72,84,86,86,101907146,101907
101907147,81,90,78,81,71,87,90,88,101907147,101907
101907149,90,95,95,91,98,98,96,97,101907149,101907
101907150,79,84,64,69,62,86,83,85,101907150,101907
101907152,83,88,81,81,81,85,79,83,101907152,101907
101907153,86,92,93,92,87,97,93,94,101907153,101907
101907154,68,82,74,75,77,85,91,84,101907154,101907
101910101,81,82,64,61,66,88,83,69,101910101,101910
101910102,73,70,73,53,64,85,69,70,101910102,101910
101910104,76,63,76,62,67,85,73,75,101910104,101910
101910105,49,64,71,73,83,79,69,63,101910105,101910
101910106,81,78,85,72,86,89,76,78,101910106,101910
101910109,71,78,86,76,91,87,83,89,101910109,101910
101910112,65,74,79,67,82,80,79,82,101910112,101910
101910115,63,70,70,77,71,76,75,72,101910115,101910
101911103,64,69,68,68,63,66,69,74,101911103,101911
101911105,73,82,66,68,60,62,71,74,101911105,101911
101911107,56,67,61,59,65,56,73,65,101911107,101911
101911112,69,84,66,62,61,73,67,74,101911112,101911
101911113,63,62,38,43,43,56,66,78,101911113,101911
