,gr3_stu_count,gr4_stu_count,gr5_stu_count,black_stu_count,all_stu_count,asian_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
001902103,47,40,41,18,267,1,217,21,31,93,.,.,.,18.7,46205,21,001,N,96.8,001902103,001902
001904102,65,62,59,39,394,4,292,10,32,231,.,.,.,15.9,42551,25.4,001,N,96.9,001904102,001904
005902101,77,60,81,1,425,1,371,17,39,123,.,.,.,14,41708,29.4,005,N,97.5,005902101,005902
007902101,117,131,122,4,773,2,278,19,65,449,.,.,.,11.1,48453,48.9,007,N,96.9,007902101,007902
008903102,55,59,55,23,337,1,125,12,23,226,.,.,.,11.8,47812,25.1,008,N,96.8,008903102,008903
010902101,78,87,88,2,554,7,341,13,65,344,.,.,.,14.9,50691,32.4,010,N,95.6,010902101,010902
011902102,113,94,112,77,818,2,125,38,67,680,.,.,.,8.1,48700,51.7,011,N,96.4,011902102,011902
014905101,43,52,51,11,320,0,215,4,24,188,.,.,.,16.4,46619,23.4,014,N,95.6,014905101,014905
014906102,81,92,63,138,548,9,122,10,53,429,.,.,.,10.2,50727,35.6,014,N,96.3,014906102,014906
014906115,127,132,113,172,812,7,293,31,108,407,.,.,.,10.3,50706,53.5,014,N,95.6,014906115,014906
014906121,145,137,152,194,945,39,372,37,87,321,.,.,.,10,50692,61,014,N,96.2,014906121,014906
014906125,96,92,92,266,685,10,126,10,75,559,.,.,.,6.1,49762,43.6,014,N,95.7,014906125,014906
014906126,47,34,30,91,412,15,146,8,47,213,.,.,.,15.5,55352,35.5,014,N,96.6,014906126,014906
014906127,129,111,94,218,868,16,119,3,112,631,.,.,.,9,52016,59.7,014,N,95.9,014906127,014906
014906129,96,90,85,301,685,21,127,14,86,271,.,.,.,9.5,51100,45.2,014,N,95.9,014906129,014906
014906132,63,67,51,120,553,13,225,4,58,350,.,.,.,8.5,49769,39,014,N,96.5,014906132,014906
014906135,168,184,179,389,1136,28,264,46,122,528,.,.,.,10.4,50463,69.2,014,N,97.3,014906135,014906
014907102,64,66,61,4,380,1,253,15,22,189,.,.,.,13.9,44480,23.9,014,N,96.8,014907102,014907
015904107,102,99,103,1,634,0,8,30,44,583,.,.,.,11.3,55217,38.4,015,N,95.7,015904107,015904
015906101,99,105,96,101,625,15,299,46,54,58,.,.,.,14,56431,45.1,015,N,96.9,015906101,015906
015907101,106,91,72,14,627,2,4,15,54,575,.,.,.,15.1,55775,38,015,N,96.4,015907101,015907
015907114,77,69,69,299,536,3,16,3,51,508,.,.,.,12.3,55800,33,015,N,95.2,015907114,015907
015907121,109,83,80,1,640,0,5,16,59,627,.,.,.,10.4,54398,42,015,N,96.2,015907121,015907
015907139,64,60,58,4,429,0,8,15,46,395,.,.,.,13.5,55947,25.4,015,N,96.5,015907139,015907
015907144,119,132,99,25,739,3,7,19,63,719,.,.,.,10.2,54400,46.1,015,N,95.8,015907144,015907
015907148,94,93,86,11,638,0,7,13,64,588,.,.,.,14.1,56707,35.5,015,N,96,015907148,015907
015907149,99,97,72,13,557,0,10,14,56,531,.,.,.,13.4,55016,33,015,N,96.4,015907149,015907
015907150,92,93,88,17,589,6,19,16,85,515,.,.,.,11.2,54765,39,015,N,96.3,015907150,015907
015907160,56,44,41,13,363,0,7,18,29,352,.,.,.,18,57978,21.9,015,N,95.1,015907160,015907
015907164,75,85,78,33,591,4,29,27,73,524,.,.,.,12.9,55676,37,015,N,96.4,015907164,015907
015907165,63,67,56,37,426,1,7,6,29,408,.,.,.,8.7,54190,27.6,015,N,96.1,015907165,015907
015908101,76,55,71,1,422,0,3,14,40,406,.,.,.,12.8,55026,29.2,015,N,96.1,015908101,015908
015908106,77,60,80,2,511,0,5,24,38,480,.,.,.,10.9,54191,31.2,015,N,96.1,015908106,015908
015908110,80,70,65,7,469,0,8,19,54,446,.,.,.,12.8,54884,30.2,015,N,96.5,015908110,015908
015910104,72,64,90,20,488,1,36,6,67,399,.,.,.,12.6,56026,35.8,015,N,96.2,015910104,015910
015910106,91,90,84,47,643,22,109,11,74,427,.,.,.,14.9,57021,40.6,015,N,95.7,015910106,015910
015910110,48,45,59,64,401,17,36,12,55,331,.,.,.,12.1,55584,31.2,015,N,95.8,015910110,015910
015910112,109,92,96,24,652,15,44,20,82,558,.,.,.,9.1,53697,48.6,015,N,95.8,015910112,015910
015910113,85,74,69,106,522,21,71,12,70,451,.,.,.,13.4,56232,37.2,015,N,95.4,015910113,015910
015910114,100,91,107,71,637,11,30,14,74,564,.,.,.,11,55259,53.7,015,N,95.8,015910114,015910
015910116,45,61,51,63,370,5,61,8,50,308,.,.,.,13.5,55539,30.6,015,N,96.3,015910116,015910
015910122,72,70,82,154,528,7,52,5,63,481,.,.,.,11.7,54979,43.7,015,N,94,015910122,015910
015910125,148,142,156,66,846,15,165,17,88,497,.,.,.,13.8,56909,59,015,N,96.7,015910125,015910
015910128,69,69,78,24,511,20,200,28,67,172,.,.,.,12.9,56210,34.8,015,N,97,015910128,015910
015910130,123,123,117,48,738,10,201,24,90,431,.,.,.,13.6,56010,48.1,015,N,95.9,015910130,015910
015910131,62,62,67,14,456,23,137,21,65,152,.,.,.,15.5,57487,37.7,015,N,96.7,015910131,015910
015910133,120,155,116,24,849,67,277,66,60,138,.,.,.,12.8,55794,53,015,N,97,015910133,015910
015910134,98,117,116,30,636,6,223,48,60,194,.,.,.,14.5,57203,41.2,015,N,97.3,015910134,015910
015910136,128,161,142,17,765,82,364,70,81,58,.,.,.,13.1,56317,48.7,015,N,97.6,015910136,015910
015910140,91,113,92,47,637,81,229,51,64,97,.,.,.,12.6,56022,40.5,015,N,97.4,015910140,015910
015910142,193,190,176,72,1069,52,405,66,113,281,.,.,.,12.6,55696,61.3,015,N,97,015910142,015910
015910144,138,191,177,53,880,74,350,69,67,115,.,.,.,11.8,55616,49.3,015,N,96.9,015910144,015910
015912101,88,111,87,11,599,0,41,53,74,445,.,.,.,11.9,58442,41,015,N,96.2,015912101,015912
015912102,82,98,104,14,634,1,38,58,67,477,.,.,.,10.3,57205,41,015,N,96.2,015912102,015912
015912103,99,86,92,8,571,0,16,30,67,546,.,.,.,10.1,57448,40,015,N,95.7,015912103,015912
015912105,110,107,104,9,675,1,10,55,59,629,.,.,.,12.5,58314,44,015,N,96.7,015912105,015912
015912107,108,125,126,27,691,1,63,47,76,543,.,.,.,11.3,58029,46,015,N,96.8,015912107,015912
015912109,89,116,94,43,603,2,76,48,64,444,.,.,.,10.2,56411,38,015,N,96.7,015912109,015912
015912110,85,89,97,8,595,4,20,27,73,564,.,.,.,8.9,56829,40,015,N,95.7,015912110,015912
015912111,106,96,100,21,618,6,17,79,75,564,.,.,.,7.3,55756,40,015,N,96.4,015912111,015912
015913101,95,76,77,104,642,5,310,33,78,217,14,.,.,14,60103,47.5,015,N,96.6,015913101,015913
015914101,144,113,113,150,907,23,385,46,96,286,.,.,.,13.6,58129,61.2,015,N,96.5,015914101,015914
015915101,113,108,107,20,699,2,21,44,78,669,.,.,.,9.4,55328,55.5,015,N,94.6,015915101,015915
015915102,81,87,105,21,609,1,35,25,78,536,.,.,.,12,56210,42,015,N,94.9,015915102,015915
015915103,109,76,90,59,667,183,73,17,61,489,.,.,.,10.7,56448,50.7,015,N,95.9,015915103,015915
015915105,91,86,108,19,603,0,33,35,80,557,.,.,.,10.8,55742,45,015,N,95.4,015915105,015915
015915106,81,95,89,13,558,1,11,26,69,517,.,.,.,11,55963,40.5,015,N,95.5,015915106,015915
015915107,133,154,144,30,842,4,63,39,102,571,.,.,.,12.2,56192,56.5,015,N,96.6,015915107,015915
015915108,93,99,92,5,636,4,57,23,94,473,.,.,.,11.9,55989,49.5,015,N,96.5,015915108,015915
015915109,105,112,110,51,647,28,120,27,78,305,.,.,.,15.3,57738,42,015,N,96,015915109,015915
015915111,101,91,91,35,590,2,54,21,82,487,.,.,.,12.4,56244,41.5,015,N,95.2,015915111,015915
015915112,89,81,61,43,474,14,37,24,59,336,.,.,.,10.1,55402,39,015,N,95.8,015915112,015915
015915113,66,60,77,18,415,4,20,17,61,325,.,.,.,10.7,55651,33,015,N,96.1,015915113,015915
015915114,80,101,76,17,540,0,23,16,77,503,.,.,.,8.9,54882,46.5,015,N,94.9,015915114,015915
015915115,107,103,103,69,679,137,170,36,56,459,.,.,.,11.6,56280,50.7,015,N,95.6,015915115,015915
015915116,130,116,117,24,742,29,49,28,78,640,.,.,.,9.8,55363,52.5,015,N,95.6,015915116,015915
015915117,96,104,73,46,532,0,45,15,67,466,.,.,.,10.8,55766,44.5,015,N,95,015915117,015915
015915118,101,100,77,68,629,11,92,30,89,440,.,.,.,11.6,55974,44.5,015,N,95.2,015915118,015915
015915119,123,108,121,47,741,4,135,44,83,540,.,.,.,11.4,56157,51,015,N,95.5,015915119,015915
015915122,75,82,84,26,548,2,12,13,62,496,.,.,.,9.9,55193,43.6,015,N,95.7,015915122,015915
015915123,90,90,97,33,553,0,59,26,70,465,.,.,.,11.9,56400,42,015,N,95.4,015915123,015915
015915124,120,107,115,13,680,2,21,70,65,533,.,.,.,11.6,56293,51.4,015,N,96.1,015915124,015915
015915125,97,88,86,32,629,14,125,34,106,403,.,.,.,12.7,56433,46,015,N,96,015915125,015915
015915128,128,130,127,57,826,10,53,43,109,614,.,.,.,14.3,57330,53.9,015,N,95.4,015915128,015915
015915130,147,143,153,80,891,9,114,32,102,521,.,.,.,11.9,55934,55.4,015,N,96.1,015915130,015915
015915131,94,97,77,40,547,1,63,24,52,464,.,.,.,11.6,55874,42.5,015,N,95.7,015915131,015915
015915132,116,121,115,30,698,10,141,42,67,449,.,.,.,13.2,57371,51.5,015,N,96.3,015915132,015915
015915134,89,89,99,20,567,4,181,37,78,212,.,.,.,14.5,57328,56.8,015,N,96.6,015915134,015915
015915135,101,102,99,42,628,4,58,34,76,463,.,.,.,14.9,57878,49.2,015,N,95.4,015915135,015915
015915136,97,97,93,31,588,14,84,37,73,346,.,.,.,14.5,57366,44,015,N,96,015915136,015915
015915138,111,110,104,9,655,2,70,33,99,535,.,.,.,15.8,57826,46,015,N,96.3,015915138,015915
015915141,159,183,140,53,982,4,180,51,131,505,.,.,.,12.3,56842,60.8,015,N,97,015915141,015915
015915143,78,112,98,27,595,9,155,51,80,276,.,.,.,14.2,57148,40.6,015,N,96.8,015915143,015915
015915144,106,110,122,65,662,7,167,39,83,311,.,.,.,14.9,57494,41.5,015,N,96.4,015915144,015915
015915145,74,77,112,23,516,4,115,30,36,237,.,.,.,12.9,56610,34.3,015,N,96.3,015915145,015915
015915148,120,148,149,36,831,42,178,55,104,331,.,.,.,10.8,56282,52.6,015,N,96.8,015915148,015915
015915149,108,111,85,30,633,78,182,38,76,273,.,.,.,13.4,57243,44.9,015,N,96.6,015915149,015915
015915150,108,104,92,25,648,4,115,17,96,414,.,.,.,13.5,56813,41.5,015,N,96,015915150,015915
015915151,93,80,92,23,594,20,109,37,64,340,.,.,.,11.5,55933,42.5,015,N,96.1,015915151,015915
015915152,83,71,73,14,463,19,200,45,46,65,.,.,.,14.8,57424,33,015,N,97.1,015915152,015915
015915156,141,153,142,100,889,27,119,29,108,414,.,.,.,10.3,55473,56.5,015,N,96.1,015915156,015915
015915157,103,92,78,18,603,55,151,42,63,229,.,.,.,12.9,56669,41.8,015,N,96.7,015915157,015915
015915158,135,138,105,93,799,143,65,33,79,517,.,.,.,9.5,55652,58.7,015,N,95.3,015915158,015915
015915160,94,96,105,37,659,2,38,39,61,428,.,.,.,12.9,56544,52.6,015,N,96.8,015915160,015915
015915161,84,79,71,24,502,67,182,33,57,156,.,.,.,14.9,57565,36.4,015,N,97.1,015915161,015915
015915162,151,107,119,81,762,0,85,28,95,550,.,.,.,10,55241,52,015,N,95.4,015915162,015915
015915165,84,110,101,33,588,8,159,25,80,221,.,.,.,12.3,56147,39.8,015,N,96.9,015915165,015915
015915166,85,78,64,19,489,1,50,31,61,385,.,.,.,12,56177,36.7,015,N,96.4,015915166,015915
015915167,135,123,112,69,735,56,150,43,80,313,.,.,.,13.4,56582,52.5,015,N,96.2,015915167,015915
015915168,109,119,126,40,721,19,139,36,100,301,.,.,.,13.7,56977,48.4,015,N,96.2,015915168,015915
015915169,99,101,91,60,666,22,150,26,87,409,.,.,.,13.6,56767,45,015,N,95.7,015915169,015915
015915170,84,76,86,18,461,4,112,19,65,175,.,.,.,13.7,56964,34.4,015,N,96.6,015915170,015915
015915171,100,87,86,37,604,11,46,29,78,446,.,.,.,13.2,56845,44,015,N,95.6,015915171,015915
015915177,92,102,82,29,584,68,137,30,72,347,.,.,.,12.2,56265,43,015,N,96.2,015915177,015915
015915178,110,132,99,10,677,36,346,45,80,57,.,.,.,13.9,57126,43.4,015,N,97.5,015915178,015915
015915179,144,128,118,69,808,19,227,32,82,273,.,.,.,10.6,55668,50.5,015,N,96.2,015915179,015915
015915180,120,126,151,13,735,99,274,69,55,58,.,.,.,15.4,58231,45.7,015,N,97.4,015915180,015915
015915181,83,107,74,9,531,57,285,59,46,33,.,.,.,12.4,56267,36.5,015,N,97,015915181,015915
015915182,111,127,141,62,721,10,204,32,97,290,.,.,.,13.5,57796,45.1,015,N,96.7,015915182,015915
015915183,132,153,157,52,861,9,160,50,103,460,.,.,.,11.9,57202,50.1,015,N,96.1,015915183,015915
015915184,147,135,115,35,804,21,95,32,95,511,.,.,.,10.8,55680,55.8,015,N,95.9,015915184,015915
015915185,119,126,121,116,793,118,98,34,98,681,.,.,.,9.7,55281,60.6,015,N,94.7,015915185,015915
015915186,123,132,175,22,821,18,283,45,97,244,.,.,.,13.8,57815,50.3,015,N,96.4,015915186,015915
015915187,61,62,68,40,436,12,90,28,66,175,.,.,.,11.1,55619,36.5,015,N,97,015915187,015915
015915188,161,164,160,58,948,27,298,54,86,169,.,.,.,9,54860,60.5,015,N,96.9,015915188,015915
015915189,121,126,105,26,720,0,13,20,85,650,.,.,.,9.7,55677,54,015,N,95.5,015915189,015915
015915191,151,132,132,15,743,16,295,53,100,114,.,.,.,14.9,57271,47.2,015,N,97.2,015915191,015915
015915192,158,147,128,100,973,14,217,38,125,385,.,.,.,11.5,56129,59.5,015,N,96.2,015915192,015915
015915193,108,131,92,41,732,14,200,24,84,257,.,.,.,9.4,55602,45,015,N,97.1,015915193,015915
015915195,150,156,134,96,885,48,294,42,80,175,.,.,.,7,54225,57.1,015,N,97.2,015915195,015915
015915198,131,135,132,50,822,12,200,51,80,264,.,.,.,11.4,56223,52.6,015,N,96.3,015915198,015915
015915225,101,122,107,55,711,9,176,30,84,248,.,.,.,8,54478,43.5,015,N,96.7,015915225,015915
015915226,131,116,81,41,737,28,202,33,78,330,.,.,.,10.3,54774,46.8,015,N,.,015915226,015915
015915227,83,112,94,58,621,6,222,47,79,146,.,.,.,7.6,54185,38.5,015,N,97.3,015915227,015915
015915228,105,148,61,48,642,13,168,23,63,176,.,.,.,7.9,54414,44.1,015,N,.,015915228,015915
015915234,104,81,80,15,531,30,185,30,58,114,.,.,.,10.6,56257,36.3,015,N,96.6,015915234,015915
015915236,85,97,74,6,523,13,232,40,49,99,.,.,.,13.5,56458,38,015,N,97.2,015915236,015915
015916101,106,110,94,127,603,5,132,29,62,396,.,.,.,9.2,52367,32.5,015,N,96.2,015916101,015916
015916102,114,129,125,95,789,2,100,36,73,648,.,.,.,9.3,52379,43.4,015,N,95.7,015916102,015916
015916105,82,85,72,155,545,5,42,25,71,492,.,.,.,7.1,50674,31.4,015,N,94.8,015916105,015916
015916107,113,104,98,204,621,15,80,32,67,434,.,.,.,11.3,53444,32.8,015,N,95.9,015916107,015916
015916109,71,68,79,44,448,8,169,16,57,174,.,.,.,11.4,53569,27.1,015,N,96.9,015916109,015916
015916110,109,107,107,113,650,6,53,25,62,498,.,.,.,9.5,52393,37,015,N,96.6,015916110,015916
015916111,78,85,80,92,569,4,116,29,76,398,.,.,.,8.3,52662,31.1,015,N,96.1,015916111,015916
015916116,113,108,108,128,661,25,149,29,59,340,.,.,.,9.8,52594,34,015,N,96.4,015916116,015916
015916117,126,140,129,219,780,17,94,35,68,461,.,.,.,8.2,52395,40.3,015,N,96,015916117,015916
015916119,88,115,102,181,647,14,116,36,60,351,.,.,.,9.3,52438,33,015,N,96.7,015916119,015916
016902101,72,84,74,3,448,0,236,27,50,247,.,.,.,15.5,52270,37.8,016,N,96.6,016902101,016902
018901101,74,84,69,8,471,5,250,5,42,304,.,.,.,14.6,43287,31.9,018,N,96.8,018901101,018901
019909101,31,31,32,0,233,0,222,6,36,127,.,.,.,17.3,44986,15.1,019,N,95.9,019909101,019909
020901103,131,120,112,11,778,9,170,30,92,605,.,.,.,12.3,58293,52.1,020,N,96.5,020901103,020901
020901108,125,119,108,25,698,1,319,66,83,446,.,.,.,10.5,57070,49.1,020,N,96.4,020901108,020901
020901109,125,114,114,11,715,4,255,32,77,521,.,.,.,11.9,58038,51.6,020,N,96.8,020901109,020901
020901110,125,129,110,145,782,39,48,19,67,553,.,.,.,10.3,57809,53.6,020,N,97.3,020901110,020901
020901111,156,161,145,324,893,226,176,80,68,219,.,.,.,7.9,55453,51.6,020,N,97.7,020901111,020901
020901113,144,133,147,367,900,51,82,29,56,462,.,.,.,8.7,56013,56.3,020,N,98,020901113,020901
020901114,153,160,129,220,1003,280,204,72,80,202,.,.,.,7.2,55412,60,020,N,97.6,020901114,020901
020901115,141,132,114,272,899,230,191,60,54,198,.,.,.,6.3,54535,53.5,020,N,97.7,020901115,020901
020901116,83,106,96,172,596,24,167,12,51,284,.,.,.,8.3,56017,39.6,020,N,.,020901116,020901
020902110,58,71,60,79,602,1,241,4,75,459,.,.,.,14.4,56618,35.1,020,N,96.7,020902110,020902
020904101,57,67,62,1,348,2,252,27,23,113,.,.,.,12.3,53981,24.7,020,N,96.9,020904101,020904
020906104,142,158,148,116,962,0,541,23,67,548,.,.,.,13.8,55998,58,020,N,95.8,020906104,020906
021902101,102,103,82,223,874,1,68,43,135,836,.,.,.,7.1,45032,55.5,021,N,97.2,021902101,021902
027904102,93,93,106,4,619,5,320,40,75,417,.,.,.,10,46088,46.5,027,N,96.5,027904102,027904
029901101,96,123,111,21,737,73,147,22,76,519,.,.,.,12.2,45815,47.1,029,N,96.4,029901101,029901
030903101,25,30,25,1,159,0,124,3,20,108,.,.,.,9.5,37441,13.8,030,N,95.4,030903101,030903
031901104,81,65,86,5,498,1,33,28,72,469,.,.,.,17.5,53901,34.2,031,N,96.7,031901104,031901
031901108,56,64,82,0,487,0,14,27,42,487,.,.,.,15.1,52148,31.4,031,N,97.8,031901108,031901
031901111,82,76,68,1,487,0,9,51,42,446,.,.,.,15.9,54345,28.2,031,N,96.6,031901111,031901
031901117,75,81,72,0,540,0,7,58,52,510,.,.,.,13.6,50427,34,031,N,96.5,031901117,031901
031901120,55,53,67,0,379,0,2,42,42,374,.,.,.,14,52487,25.8,031,N,97.1,031901120,031901
031901121,75,74,59,0,490,0,2,34,74,479,.,.,.,15.7,54126,37.4,031,N,95.4,031901121,031901
031901124,79,68,67,0,450,0,4,33,48,430,.,.,.,15.5,56570,29.7,031,N,96.5,031901124,031901
031901126,115,118,127,0,800,0,11,52,58,793,.,.,.,15.1,54883,45.9,031,N,97.4,031901126,031901
031901128,102,118,106,0,886,3,14,44,96,867,.,.,.,16.7,52972,50.1,031,N,96.9,031901128,031901
031901129,107,93,107,3,718,0,11,48,69,700,.,.,.,15,52722,39.1,031,N,97.2,031901129,031901
031901132,93,90,89,0,589,0,21,99,68,502,.,.,.,14.7,51976,36.1,031,N,96.9,031901132,031901
031901134,132,116,101,3,792,5,11,70,89,728,.,.,.,16,53046,49.8,031,N,96.4,031901134,031901
031901135,103,94,104,0,714,3,14,65,71,667,.,.,.,16.8,52985,44.3,031,N,97.3,031901135,031901
031901136,110,110,92,0,780,0,0,46,84,765,.,.,.,13.6,52407,47.9,031,N,97.2,031901136,031901
031901138,94,94,103,0,637,0,1,52,76,632,.,.,.,16.2,52836,41.3,031,N,97.8,031901138,031901
031901139,104,105,84,0,615,0,6,60,76,604,.,.,.,13,50392,40.3,031,N,97.3,031901139,031901
