,gr3_math_avg,gr3_ela_avg,gr4_math_avg,gr4_ela_avg,gr4_writ_avg,gr5_math_avg,gr5_ela_avg,gr5_sci_avg,CAMPUS,DISTRICT
015910139,94,88,92,87,85,98,97,90,015910139,015910
015910147,96,93,95,92,89,93,92,85,015910147,015910
015912104,67,69,71,68,57,78,71,65,015912104,015912
015912106,62,54,76,68,52,92,71,74,015912106,015912
015912108,87,67,92,78,78,91,78,78,015912108,015912
015916103,77,81,76,80,75,78,78,67,015916103,015916
015916104,74,84,88,85,87,88,81,80,015916104,015916
015916106,98,99,99,92,88,99,93,90,015916106,015916
015916112,60,58,62,47,43,83,71,62,015916112,015916
015916113,77,68,68,62,59,92,84,77,015916113,015916
015916114,70,64,69,57,47,83,73,64,015916114,015916
015916115,80,72,81,67,68,82,75,54,015916115,015916
015916118,86,86,90,82,72,95,91,87,015916118,015916
018902101,97,82,82,64,61,88,88,79,018902101,018902
019907105,70,66,71,65,62,90,92,79,019907105,019907
019907109,76,75,85,78,64,96,86,85,019907109,019907
019907111,67,51,70,65,74,81,79,76,019907111,019907
019907113,71,70,63,65,68,84,84,72,019907113,019907
020901104,73,63,66,67,45,85,78,84,020901104,020901
020901105,71,70,65,60,50,96,87,85,020901105,020901
020901112,93,89,92,89,82,87,92,87,020901112,020901
021902103,81,84,75,70,52,86,89,76,021902103,021902
021902105,74,61,52,49,35,90,83,78,021902105,021902
021902106,67,61,66,49,41,78,61,63,021902106,021902
021902115,82,67,67,50,47,94,70,78,021902115,021902
021902117,84,66,57,66,62,89,80,78,021902117,021902
026903101,77,60,58,53,50,88,75,74,026903101,026903
027903102,77,55,82,55,49,87,84,86,027903102,027903
027904101,51,58,75,66,52,98,88,70,027904101,027904
027904103,56,50,75,67,59,72,68,48,027904103,027904
027904104,97,93,90,90,72,96,100,92,027904104,027904
028902106,54,38,64,53,41,69,58,48,028902106,028902
029901102,91,91,86,78,80,98,85,87,029901102,029901
029901105,92,77,100,93,86,89,89,89,029901105,029901
031901101,78,63,64,61,65,89,71,49,031901101,031901
031901102,73,59,63,63,67,91,83,68,031901102,031901
031901103,79,90,89,91,84,100,93,76,031901103,031901
031901105,72,64,79,63,62,88,76,67,031901105,031901
031901106,80,74,85,79,85,99,86,85,031901106,031901
031901109,81,54,76,88,85,95,89,89,031901109,031901
031901110,76,70,66,59,65,86,82,70,031901110,031901
031901112,73,67,56,59,61,95,83,69,031901112,031901
031901113,88,93,86,76,73,97,79,79,031901113,031901
031901115,82,67,77,80,78,97,95,93,031901115,031901
031901122,74,62,68,72,72,94,85,85,031901122,031901
031901123,78,73,75,72,77,98,85,97,031901123,031901
031901130,89,77,90,89,86,100,96,94,031901130,031901
031901131,76,77,86,88,62,98,100,90,031901131,031901
031901133,70,66,78,64,60,88,77,72,031901133,031901
031901137,88,87,87,89,86,94,93,91,031901137,031901
031901140,86,80,70,64,83,87,81,75,031901140,031901
031901141,93,89,85,72,76,95,93,81,031901141,031901
031903104,88,81,83,82,73,98,93,93,031903104,031903
031903105,70,70,58,58,64,92,82,85,031903105,031903
031903106,94,91,98,100,89,96,85,90,031903106,031903
031903107,87,69,89,74,68,98,88,74,031903107,031903
031903109,66,62,63,47,36,84,74,65,031903109,031903
031903110,82,70,82,84,72,98,89,93,031903110,031903
031903111,93,86,84,79,72,93,87,79,031903111,031903
031903112,93,78,69,73,71,93,80,89,031903112,031903
031903116,85,68,85,70,71,88,85,75,031903116,031903
031903120,86,84,73,71,70,94,80,80,031903120,031903
031906101,91,82,83,73,79,94,84,92,031906101,031906
031906102,90,88,93,86,84,98,98,95,031906102,031906
031906103,83,78,76,65,60,90,83,88,031906103,031906
031906104,91,87,86,83,80,98,95,92,031906104,031906
031906109,96,97,94,91,89,100,100,99,031906109,031906
031906110,87,80,87,74,76,95,84,84,031906110,031906
031909101,88,62,91,71,72,98,89,84,031909101,031909
031912101,52,47,53,53,60,80,82,62,031912101,031912
031912108,92,87,88,76,74,84,73,74,031912108,031912
031912109,63,53,62,57,60,87,79,54,031912109,031912
031912110,73,61,66,74,57,77,77,79,031912110,031912
031912112,81,68,73,66,69,74,70,67,031912112,031912
031912116,80,75,84,73,82,81,69,74,031912116,031912
031912117,71,65,66,54,54,80,70,69,031912117,031912
031914101,68,70,78,65,65,85,77,67,031914101,031914
034909101,78,67,75,58,52,90,80,90,034909101,034909
040902101,100,76,83,57,61,92,79,71,040902101,040902
043910101,83,76,64,63,63,88,82,80,043910101,043910
043910105,77,69,57,56,41,91,81,61,043910105,043910
043910112,82,73,68,63,69,94,84,64,043910112,043910
043910117,78,66,63,61,57,82,84,62,043910117,043910
043910120,80,72,45,55,52,88,80,55,043910120,043910
043911103,91,72,71,72,53,97,84,82,043911103,043911
043911104,75,69,73,64,56,91,91,78,043911104,043911
043911105,88,76,78,73,74,92,86,88,043911105,043911
043912105,93,93,92,89,81,99,95,92,043912105,043912
043917101,92,90,72,72,68,82,67,62,043917101,043917
043918101,84,66,69,74,73,84,81,69,043918101,043918
044902101,71,76,64,66,64,91,95,74,044902101,044902
046901102,91,95,88,79,45,98,98,87,046901102,046901
046902104,77,75,79,66,51,86,86,86,046902104,046902
046902105,76,85,74,69,61,92,92,90,046902105,046902
046902107,85,84,78,83,82,90,92,81,046902107,046902
046902113,92,92,79,84,68,96,91,82,046902113,046902
046902114,97,95,94,96,90,99,98,95,046902114,046902
046902117,71,70,71,71,64,85,75,72,046902117,046902
046902119,86,85,67,82,64,89,93,85,046902119,046902
046902122,89,91,91,87,86,98,89,85,046902122,046902
047902101,83,85,84,89,80,94,95,84,047902101,047902
049905101,76,85,87,83,81,96,90,83,049905101,049905
053001103,64,66,79,69,52,77,77,70,053001103,053001
054901101,57,61,64,50,55,83,72,62,054901101,054901
057803104,79,61,77,63,56,84,72,61,057803104,057803
057803108,70,59,55,44,36,77,65,50,057803108,057803
057831001,75,46,54,58,56,88,69,29,057831001,057831
057835102,67,76,81,53,47,100,71,53,057835102,057835
057903103,70,66,77,49,58,85,81,64,057903103,057903
057903106,90,85,92,82,86,97,94,93,057903106,057903
057903110,89,75,75,64,61,94,96,80,057903110,057903
057903120,89,87,86,81,75,97,93,91,057903120,057903
057903122,92,83,86,83,78,95,92,86,057903122,057903
057903125,60,53,68,67,66,61,65,61,057903125,057903
057903129,59,44,47,35,33,70,70,54,057903129,057903
057904102,69,57,70,57,46,79,73,60,057904102,057904
057904104,63,56,66,55,53,78,57,45,057904104,057904
057904105,74,52,64,51,49,87,74,72,057904105,057904
057904107,57,65,62,49,50,81,71,63,057904107,057904
057904110,97,94,92,93,93,93,95,91,057904110,057904
057905101,66,62,64,48,59,81,88,64,057905101,057905
057905103,49,53,55,53,49,68,60,52,057905103,057905
057905104,83,58,78,67,72,82,81,63,057905104,057905
057905105,87,68,83,68,72,97,93,71,057905105,057905
057905108,55,51,76,44,60,87,75,45,057905108,057905
057905112,83,74,65,65,60,90,75,85,057905112,057905
057905114,54,43,57,51,52,63,67,60,057905114,057905
057905115,58,47,81,66,82,72,78,47,057905115,057905
057905116,76,71,76,73,75,84,80,60,057905116,057905
057905117,64,62,40,50,49,64,74,46,057905117,057905
057905118,83,59,81,55,56,89,82,73,057905118,057905
057905119,75,58,58,58,53,81,76,43,057905119,057905
057905124,42,38,52,54,30,67,53,53,057905124,057905
057905126,74,76,65,65,73,96,84,82,057905126,057905
057905128,60,43,23,25,37,51,54,39,057905128,057905
057905130,76,62,87,56,59,85,83,69,057905130,057905
057905133,70,60,46,41,47,75,72,51,057905133,057905
057905135,75,76,88,79,59,94,90,79,057905135,057905
057905136,83,74,82,75,75,98,84,89,057905136,057905
057905137,79,83,79,82,88,90,85,79,057905137,057905
057905140,74,59,56,38,31,86,83,79,057905140,057905
057905141,78,58,69,49,44,86,72,89,057905141,057905
057905148,82,64,89,77,66,81,84,59,057905148,057905
057905152,83,79,77,63,64,85,88,62,057905152,057905
057905153,83,76,74,68,68,87,88,79,057905153,057905
057905157,48,39,50,47,61,71,80,56,057905157,057905
057905158,75,69,64,57,64,89,70,68,057905158,057905
057905159,59,42,60,49,58,65,74,47,057905159,057905
057905160,100,89,92,81,81,85,85,88,057905160,057905
057905161,72,53,51,50,55,73,71,55,057905161,057905
057905166,71,69,71,59,51,87,75,46,057905166,057905
057905168,86,75,77,68,81,88,81,81,057905168,057905
057905170,87,74,79,59,79,90,77,83,057905170,057905
057905172,82,75,83,79,83,87,81,84,057905172,057905
057905178,89,72,74,74,68,95,86,69,057905178,057905
057905181,67,56,84,71,66,83,90,58,057905181,057905
057905182,73,65,64,60,64,79,81,57,057905182,057905
057905184,86,80,83,77,78,89,86,70,057905184,057905
057905185,78,63,88,80,64,83,78,80,057905185,057905
057905186,60,56,71,53,52,71,75,71,057905186,057905
057905190,70,55,83,68,69,91,88,78,057905190,057905
057905191,57,60,63,47,48,72,48,64,057905191,057905
057905195,90,76,72,62,77,89,90,71,057905195,057905
057905196,50,39,21,37,45,48,45,33,057905196,057905
057905198,82,77,71,73,74,97,88,88,057905198,057905
057905199,88,68,84,72,79,89,86,56,057905199,057905
057905200,51,42,51,32,47,65,58,26,057905200,057905
057905201,73,63,76,71,78,88,91,77,057905201,057905
057905202,70,58,63,57,54,92,71,73,057905202,057905
057905205,68,53,63,53,73,78,73,58,057905205,057905
057905206,87,70,78,84,78,90,78,68,057905206,057905
057905209,90,71,71,71,64,91,90,82,057905209,057905
057905211,77,63,43,43,49,65,73,53,057905211,057905
057905212,81,83,96,98,90,100,98,88,057905212,057905
057905213,87,62,92,70,69,83,81,67,057905213,057905
057905216,51,45,45,34,33,63,64,41,057905216,057905
057905218,60,45,58,41,49,64,59,41,057905218,057905
057905219,58,72,53,49,57,88,79,75,057905219,057905
057905222,89,72,82,69,74,86,79,75,057905222,057905
057905224,95,91,96,93,89,98,95,100,057905224,057905
057905226,55,48,58,53,53,77,84,74,057905226,057905
057905228,80,63,77,44,52,93,95,72,057905228,057905
057905229,83,73,83,68,55,96,86,93,057905229,057905
057905232,65,60,61,64,65,85,84,68,057905232,057905
057905233,69,67,75,69,61,92,97,76,057905233,057905
057905234,92,81,84,74,78,90,75,71,057905234,057905
057905239,84,70,85,87,81,93,89,74,057905239,057905
057905244,68,67,55,53,53,89,74,69,057905244,057905
057905250,58,45,51,46,42,75,59,57,057905250,057905
057905260,84,66,57,39,48,70,85,73,057905260,057905
057905263,75,58,79,79,82,89,82,81,057905263,057905
057905264,77,58,74,52,59,78,77,52,057905264,057905
057905265,94,76,91,78,66,93,91,91,057905265,057905
057905268,71,69,73,64,66,69,80,64,057905268,057905
057905269,65,45,46,27,27,77,69,42,057905269,057905
057905270,61,68,73,73,60,-1,-1,-1,057905270,057905
057905271,85,63,66,64,66,85,89,71,057905271,057905
057905273,71,57,60,71,62,73,77,63,057905273,057905
057905274,74,71,79,67,62,94,92,70,057905274,057905
057905275,81,70,79,67,65,92,90,85,057905275,057905
057905277,73,63,82,69,75,82,82,75,057905277,057905
057905278,78,51,71,57,64,88,75,69,057905278,057905
057905281,65,58,72,48,65,87,69,49,057905281,057905
057905287,77,77,84,74,66,75,82,59,057905287,057905
057905289,62,50,80,67,73,94,84,71,057905289,057905
057905301,51,43,54,37,35,68,59,65,057905301,057905
057905303,71,53,67,57,51,80,70,66,057905303,057905
057905305,81,68,81,57,63,71,71,47,057905305,057905
057907104,65,59,63,61,41,62,68,57,057907104,057907
057909102,77,74,78,53,63,90,83,72,057909102,057909
057909119,89,63,68,63,72,86,86,64,057909119,057909
057909121,72,71,62,58,51,88,73,54,057909121,057909
057909133,81,72,72,62,58,76,76,49,057909133,057909
057909134,86,77,85,80,72,99,94,86,057909134,057909
057909136,76,69,63,69,68,83,84,64,057909136,057909
057909140,91,84,81,83,79,84,81,63,057909140,057909
057909141,82,72,65,69,72,78,78,67,057909141,057909
057909146,77,72,82,72,68,82,83,68,057909146,057909
057909156,84,85,82,71,74,91,91,85,057909156,057909
057910101,81,80,78,66,67,94,89,86,057910101,057910
057910102,72,59,73,64,54,72,69,62,057910102,057910
057910104,64,60,53,54,39,77,75,57,057910104,057910
057910106,80,80,73,81,68,88,88,73,057910106,057910
057910109,62,61,67,56,48,79,70,57,057910109,057910
057910113,74,67,78,82,81,89,90,68,057910113,057910
057910120,69,60,51,50,34,86,74,55,057910120,057910
057910121,87,84,89,87,66,94,88,95,057910121,057910
057910122,69,64,62,65,46,70,65,51,057910122,057910
057910125,87,78,51,58,46,86,76,73,057910125,057910
057910130,79,71,79,80,74,88,83,71,057910130,057910
057913101,84,70,79,76,72,85,71,76,057913101,057913
057913102,79,67,63,67,67,93,79,83,057913102,057913
057913103,89,69,70,61,53,88,83,75,057913103,057913
057913109,83,70,74,52,56,90,65,56,057913109,057913
057913110,89,75,84,67,71,99,91,91,057913110,057913
060902101,83,74,72,66,64,91,78,54,060902101,060902
060914102,55,64,100,86,86,100,100,75,060914102,060914
061901104,77,71,82,64,54,95,66,70,061901104,061901
061901107,82,78,74,64,59,93,89,82,061901107,061901
061901108,58,66,64,60,43,79,80,74,061901108,061901
061901111,87,76,64,56,50,80,57,52,061901111,061901
061902101,63,60,51,50,39,67,64,55,061902101,061902
061902109,78,73,68,68,55,84,78,69,061902109,061902
061902114,88,86,91,91,86,95,94,94,061902114,061902
061902140,77,76,80,79,71,86,87,83,061902140,061902
061911102,68,77,72,74,48,76,76,72,061911102,061911
061911111,71,64,74,70,61,86,83,77,061911111,061911
061911112,76,82,84,75,70,89,87,80,061911112,061911
061911117,76,82,75,75,45,89,86,65,061911117,061911
061914103,79,80,87,66,57,93,89,83,061914103,061914
061914105,82,74,61,73,65,89,86,73,061914105,061914
062904102,69,72,75,61,50,77,60,42,062904102,062904
066902101,62,66,62,62,68,68,52,43,066902101,066902
066903102,53,53,51,56,47,80,67,70,066903102,066903
067907101,82,73,59,65,53,86,64,32,067907101,067907
068901101,78,78,73,65,62,85,69,67,068901101,068901
068901102,77,60,84,65,67,89,83,80,068901102,068901
068901105,77,59,77,75,75,86,80,77,068901105,068901
068901112,94,96,88,98,87,100,92,79,068901112,068901
068901116,59,56,72,59,46,93,79,83,068901116,068901
068901125,84,75,56,49,42,78,70,58,068901125,068901
068901126,66,51,79,60,59,76,63,59,068901126,068901
070801101,75,70,-1,29,-1,58,63,42,070801101,070801
070911102,81,77,91,78,68,96,89,86,070911102,070911
070911103,79,80,96,85,71,95,86,76,070911103,070911
070911105,84,75,76,69,64,89,86,80,070911105,070911
070911107,72,58,67,68,66,83,83,81,070911107,070911
070912106,82,78,87,75,65,97,91,86,070912106,070912
070912111,74,79,89,86,88,86,78,62,070912111,070912
071901104,88,73,67,52,61,79,70,64,071901104,071901
071901106,70,52,49,54,50,90,71,67,071901106,071901
071902102,66,57,75,63,53,95,88,80,071902102,071902
071902104,70,59,78,63,59,89,96,79,071902104,071902
071902107,84,73,78,69,69,79,85,60,071902107,071902
071902108,73,61,50,61,66,84,76,65,071902108,071902
071902109,89,78,83,81,84,89,85,74,071902109,071902
071902110,70,71,83,72,73,92,90,83,071902110,071902
071902112,75,70,77,74,77,91,76,75,071902112,071902
071902113,60,60,58,70,64,78,77,68,071902113,071902
071902114,67,50,57,29,36,84,82,44,071902114,071902
071902118,63,67,84,65,72,90,71,84,071902118,071902
071902119,87,93,98,88,84,98,93,98,071902119,071902
071902123,84,81,86,78,75,97,91,94,071902123,071902
071902125,89,68,89,86,84,98,96,100,071902125,071902
071902128,71,69,65,63,59,73,70,45,071902128,071902
071902131,70,74,70,72,57,90,94,86,071902131,071902
071902133,76,72,68,67,54,84,79,55,071902133,071902
071902134,73,59,64,63,56,89,84,68,071902134,071902
071902135,81,78,77,68,67,84,82,64,071902135,071902
071902136,90,65,68,63,58,94,87,60,071902136,071902
071902138,58,67,73,53,43,82,71,58,071902138,071902
071902140,71,61,74,65,70,84,70,65,071902140,071902
071902142,68,71,82,72,82,90,88,79,071902142,071902
071902143,82,71,79,71,56,88,85,79,071902143,071902
071902146,77,79,85,81,78,92,81,70,071902146,071902
071902147,84,77,91,90,72,88,86,71,071902147,071902
071902148,95,88,100,91,94,96,96,73,071902148,071902
071902149,77,75,84,74,74,94,82,81,071902149,071902
071902150,66,63,82,69,51,76,72,51,071902150,071902
071902153,58,58,64,62,59,71,65,37,071902153,071902
071902155,67,55,51,49,47,88,68,52,071902155,071902
071902156,81,81,84,83,77,85,79,61,071902156,071902
071902158,88,83,80,80,67,90,92,78,071902158,071902
071902159,93,93,92,95,85,100,94,90,071902159,071902
071902160,86,82,79,76,64,97,97,83,071902160,071902
071902161,82,81,74,77,81,100,100,91,071902161,071902
071902165,74,82,74,82,77,84,81,68,071902165,071902
071902167,85,59,89,69,69,96,78,67,071902167,071902
071902178,93,85,88,88,80,94,89,81,071902178,071902
071905130,73,73,82,70,70,86,67,65,071905130,071905
071905145,79,68,72,66,58,93,79,78,071905145,071905
071906101,70,77,74,68,60,90,82,85,071906101,071906
071907101,80,82,75,65,72,92,90,75,071907101,071907
071907104,66,63,62,57,61,90,74,73,071907104,071907
071907105,88,82,78,79,58,86,88,75,071907105,071907
071907106,88,79,86,82,74,90,90,87,071907106,071907
071909101,76,80,82,65,59,93,79,72,071909101,071909
071909102,77,78,84,79,76,97,84,83,071909102,071909
071909104,83,82,85,51,63,99,80,86,071909104,071909
071909130,77,65,74,64,63,93,81,81,071909130,071909
071909131,83,78,82,63,65,95,84,82,071909131,071909
074907101,67,67,63,71,60,92,69,71,074907101,074907
076904101,88,82,80,70,-1,89,94,67,076904101,076904
077902101,62,46,84,67,53,77,69,31,077902101,077902
079901101,71,44,65,57,45,93,80,83,079901101,079901
079901110,89,85,90,87,73,96,90,79,079901110,079901
079901111,93,92,92,86,77,98,96,93,079901111,079901
079901121,89,85,92,80,68,90,88,83,079901121,079901
079901123,93,92,92,86,92,95,90,84,079901123,079901
079901139,76,68,83,64,59,93,81,79,079901139,079901
079907101,64,68,50,50,38,71,73,52,079907101,079907
079907114,75,72,67,67,60,87,83,53,079907114,079907
079907115,66,66,62,58,58,67,66,54,079907115,079907
079907116,58,59,74,56,50,93,80,77,079907116,079907
079907118,71,59,74,66,52,86,80,69,079907118,079907
079907129,71,64,79,66,58,91,82,62,079907129,079907
079907140,94,90,96,86,83,97,91,74,079907140,079907
079907143,85,77,79,76,72,89,84,78,079907143,079907
079907150,83,64,81,70,66,87,75,73,079907150,079907
081905102,69,57,86,62,72,90,71,61,081905102,081905
082902101,63,45,56,43,48,46,69,63,082902101,082902
084910112,89,82,92,84,73,91,89,83,084910112,084910
085902101,66,50,70,36,55,66,64,55,085902101,085902
087901101,88,88,81,86,86,92,76,64,087901101,087901
091901101,95,85,92,89,77,95,83,83,091901101,091901
091910101,71,66,87,75,79,90,79,79,091910101,091910
091918101,89,76,98,81,74,89,85,67,091918101,091918
092903121,76,66,54,58,50,86,84,73,092903121,092903
092903125,73,64,60,53,55,93,75,81,092903125,092903
092906102,78,82,78,77,69,91,86,71,092906102,092906
093901101,92,74,86,80,70,95,95,87,093901101,093901
093904106,77,69,68,57,61,89,84,84,093904106,093904
093904107,71,60,63,56,58,59,51,37,093904107,093904
095905102,74,63,68,56,47,89,83,73,095905102,095905
095905103,67,62,81,67,60,96,80,79,095905103,095905
095905105,60,66,87,62,57,95,75,60,095905105,095905
095905106,64,59,60,56,38,89,67,57,095905106,095905
095905109,81,66,71,55,52,95,69,53,095905109,095905
097902102,67,65,82,69,65,85,87,79,097902102,097902
097903101,80,85,91,79,77,93,86,89,097903101,097903
098904101,90,68,83,70,72,97,92,65,098904101,098904
099903102,65,77,83,68,55,95,82,64,099903102,099903
100905105,79,72,91,80,80,92,92,91,100905105,100905
101802101,67,75,75,82,68,96,74,58,101802101,101802
101802102,57,50,46,49,46,83,61,61,101802102,101802
101810002,60,59,68,64,63,87,67,67,101810002,101810
101813113,67,60,56,67,52,86,71,56,101813113,101813
101814101,65,55,43,48,64,67,75,61,101814101,101814
101814102,70,61,68,63,55,80,80,63,101814102,101814
101814103,77,65,90,78,65,84,72,69,101814103,101814
101829101,.,.,.,.,.,.,.,.,101829101,101829
101838102,86,86,89,78,81,89,68,50,101838102,101838
101840101,78,67,89,89,100,100,100,89,101840101,101840
101840103,59,68,52,67,71,100,93,60,101840103,101840
101853101,67,53,70,37,48,67,63,48,101853101,101853
101861102,69,58,36,47,41,70,69,48,101861102,101861
101861103,-1,-1,-1,38,38,-1,-1,-1,101861103,101861
101903122,63,50,66,71,56,74,68,73,101903122,101903
101907101,61,64,66,60,54,88,71,72,101907101,101907
101907110,78,83,80,81,69,96,96,89,101907110,101907
101907111,69,64,64,76,61,89,83,82,101907111,101907
101907115,83,80,85,86,75,93,92,86,101907115,101907
101907117,72,53,80,63,52,90,79,77,101907117,101907
101907136,84,82,86,77,73,89,91,81,101907136,101907
101907142,81,80,76,65,66,93,83,79,101907142,101907
101907144,83,76,91,81,72,96,83,88,101907144,101907
101910101,77,66,81,64,50,89,79,73,101910101,101910
101910102,83,68,84,56,53,97,89,78,101910102,101910
101910107,76,64,83,71,65,92,83,76,101910107,101910
101910108,72,60,80,69,58,91,82,72,101910108,101910
101910110,86,83,85,67,72,97,93,89,101910110,101910
101910111,81,76,76,72,64,96,81,84,101910111,101910
101910113,83,76,74,73,61,95,90,80,101910113,101910
101910114,83,74,73,70,63,92,78,82,101910114,101910
101910116,78,60,82,68,51,90,76,72,101910116,101910
101911101,70,75,78,67,66,89,84,84,101911101,101911
101911102,93,83,77,74,69,96,88,85,101911102,101911
101911111,78,70,79,68,58,94,80,77,101911111,101911
101911112,51,64,60,57,51,94,77,80,101911112,101911
101912105,76,66,64,45,52,66,59,53,101912105,101912
101912111,78,51,68,39,34,63,47,31,101912111,101912
101912113,66,42,72,43,60,80,65,72,101912113,101912
101912115,74,74,67,59,46,85,77,75,101912115,101912
101912119,87,85,64,62,58,95,83,81,101912119,101912
101912120,71,64,74,51,62,92,74,71,101912120,101912
101912121,67,57,53,40,35,73,63,59,101912121,101912
101912122,93,83,86,68,75,95,87,83,101912122,101912
101912123,41,43,52,43,41,78,73,74,101912123,101912
101912125,69,62,42,53,70,83,76,79,101912125,101912
101912130,98,90,92,89,80,99,91,84,101912130,101912
101912132,72,62,64,59,63,72,66,67,101912132,101912
101912133,79,76,68,69,72,88,84,85,101912133,101912
101912135,81,78,84,80,71,94,94,90,101912135,101912
101912137,90,84,90,86,87,97,83,82,101912137,101912
101912138,85,68,88,76,73,93,86,80,101912138,101912
101912147,72,68,86,62,68,83,76,70,101912147,101912
101912152,95,85,92,91,80,92,89,85,101912152,101912
101912154,68,68,73,64,58,63,76,58,101912154,101912
101912155,78,67,68,60,53,88,82,73,101912155,101912
101912156,75,63,80,74,69,88,94,78,101912156,101912
101912158,62,54,84,59,61,91,73,77,101912158,101912
