,gr9_stu_count,gr10_stu_count,gr11_stu_count,gr12_stu_count,black_stu_count,all_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
015807005,23,6,9,3,12,41,8,0,4,24,.,.,.,1.5,34512,3.1496,015,Y,82.5,015807005,015807
015814001,58,41,37,14,2,150,6,0,13,91,9.6,6.2,11,14.363636364,28784,10.9988,015,Y,82.2,015814001,015814
015816001,61,43,38,19,4,161,15,0,24,109,15,15,15,1.3,28675,20,015,Y,91.3,015816001,015816
015817001,115,102,113,69,4,399,18,0,53,307,19.9,28.4,21.2,5.8148148148,42418,25.0761,015,Y,82.1,015817001,015817
015823001,27,25,10,27,0,89,2,0,14,76,12.8,13,12.3,15.666666667,28138,8.9997,015,Y,91.5,015823001,015823
015901001,421,365,381,333,26,1500,997,361,87,185,22.7,23.5,23.6,15.318159665,54395,99.8103,015,N,94.9,015901001,015901
015904001,588,517,404,336,9,1845,39,201,236,1670,21.7,25.1,25.6,10.941131022,46893,131.416,015,N,93.2,015904001,015904
015904002,544,451,392,336,11,1723,111,177,293,1493,21.9,21.6,21,10.993643967,47347,115.7238,015,N,93.7,015904002,015904
015904003,23,14,3,3,0,43,4,0,11,39,.,.,.,14.678109068,51028,6.8595,015,N,84.2,015904003,015904
015904004,19,31,67,34,1,151,4,2,6,119,11,7.5,7.8,11.235294118,46625,16.6613,015,N,78.6,015904004,015904
015904010,3,3,0,2,0,8,0,0,8,7,.,.,.,7.6,45073,2.5,015,N,75.3,015904010,015904
015905002,500,426,347,284,13,1557,16,160,219,1482,25.2,23.5,23.6,11.744726887,47905,97.2924,015,N,92.6,015905002,015905
015905003,426,409,281,227,31,1343,7,163,226,1223,20.4,16.8,19.6,12.141151653,48231,84.3891,015,N,92.2,015905003,015905
015906001,86,71,67,82,70,306,177,36,24,15,16.9,17.3,16.4,18.333333333,52298,27.3886,015,N,96.7,015906001,015906
015907001,624,540,344,352,122,1860,63,263,215,1548,20,19.9,21.2,14.16,49956,116.034,015,N,91.7,015907001,015907
015907002,500,359,294,271,16,1424,23,163,193,1148,22.3,23.1,24.5,15.163265306,50360,87.9076,015,N,92.3,015907002,015907
015907003,551,434,370,352,34,1707,42,174,195,1433,19.5,21.9,21.8,13.281818182,48900,101.258,015,N,91.9,015907003,015907
015907004,461,447,370,267,71,1545,17,146,220,1407,20.4,20.7,18.7,14.008547009,49607,107.9249,015,N,89.8,015907004,015907
015907005,646,615,471,372,182,2104,153,199,326,1650,20.2,20.3,22.2,15.218309859,50929,131.1577,015,N,92.4,015907005,015907
015907006,289,233,171,182,498,875,29,34,213,798,13.4,18.1,19.1,10.86746988,48133,76.0728,015,N,89.8,015907006,015907
015907007,636,508,421,347,41,1912,93,183,290,1533,20.6,21.6,23.2,13.848,49853,116.7689,015,N,91.2,015907007,015907
015907008,475,403,320,261,16,1459,4,101,268,1319,20.9,22.4,22.6,14,50082,95.302,015,N,91.4,015907008,015907
015907010,62,37,10,8,14,117,1,5,26,109,8.4,6.4,7.7,9.0454545455,47517,20.9064,015,N,70.7,015907010,015907
015907014,29,53,49,68,1,199,3,0,15,178,15.9,14.7,11.6,14.647058824,50488,15.2634,015,N,69.7,015907014,015907
015907182,50,46,34,31,35,161,11,0,12,110,9.3,6.8,11.6,15.875,51264,7.9996,015,N,76.4,015907182,015907
015908001,624,414,458,307,21,1803,20,157,195,1444,19.8,22.4,21.3,12.383458647,49250,118.809,015,N,92.5,015908001,015908
015908002,191,134,122,123,22,570,40,53,48,509,14.8,15.6,15.4,12.324324324,49510,57.7255,015,N,91.1,015908002,015908
015909001,271,247,192,185,13,895,122,100,109,636,22.9,22.7,23.4,11.643835616,47001,68.6358,015,N,91,015909001,015909
015910001,700,558,396,422,94,2076,305,240,293,1261,21.7,22.6,22.8,11.508474576,51027,164.1213,015,N,91.6,015910001,015910
015910002,1033,835,735,605,325,3208,1514,202,448,837,24.4,23.5,23.8,11.657657658,51544,202.6556,015,N,93.8,015910002,015910
015910003,831,765,688,672,130,2956,1666,367,276,556,23.3,24.4,23.4,12.739018088,51719,182.5722,015,N,93.8,015910003,015910
015910004,848,709,502,448,588,2507,580,104,347,1386,25.4,25,21.8,10.803234501,50847,170.2888,015,N,93.1,015910004,015910
015910005,1016,880,653,623,382,3172,1296,159,450,1011,24.2,23.4,24,13.669833729,52538,194.473,015,N,93.5,015910005,015910
015910007,893,917,791,784,167,3385,2040,420,259,183,24.4,23.2,23.5,12.82803108,51701,212.9661,015,N,96,015910007,015910
015910009,119,118,117,109,6,463,229,159,6,68,11.3,16.9,18.8,9.4716981132,53223,25.0339,015,N,96.1,015910009,015910
015910012,49,13,14,4,15,80,17,0,22,50,6.8,7.4,16,18.857142857,55672,9.7016,015,N,77.5,015910012,015910
015911001,893,666,515,412,274,2486,850,223,303,1082,23.2,22.7,21.3,12.2,50433,150.1395,015,N,93,015911001,015911
015912001,1002,727,530,578,84,2837,216,169,374,2170,22.6,22.1,22.5,10.268612672,49243,160.4139,015,N,92.3,015912001,015912
015915001,927,622,394,351,132,2294,195,175,251,1456,21.4,26,24.6,13.486666667,51001,143.9434,015,N,92.1,015915001,015915
015915002,1043,687,495,451,175,2676,342,374,378,1715,24.9,24.9,25.7,11.357954545,49193,169.2113,015,N,90.6,015915002,015915
015915003,777,656,516,596,128,2545,920,229,350,796,24.4,25.6,25,13.498480243,50795,157.3848,015,N,93,015915003,015915
015915005,975,766,690,603,244,3034,1317,371,318,743,24.2,24.2,25.6,11.83509827,49338,173.0482,015,N,93.5,015915005,015915
015915006,227,234,192,201,51,854,265,218,12,166,21.7,21.9,23.1,18.017857143,53942,49.5017,015,N,96.9,015915006,015915
015915007,1076,733,547,520,247,2876,865,373,284,1035,24.3,23.2,26.3,11.494252874,49620,164.3431,015,N,93.8,015915007,015915
015915008,97,26,12,13,15,148,27,8,38,84,.,.,.,16.714285714,53109,21.0009,015,N,76.1,015915008,015915
015915016,966,874,746,733,144,3319,1664,417,351,495,23.4,23.1,25.7,12.515625,50370,183.4789,015,N,94.8,015915016,015915
015915019,787,669,608,563,292,2627,617,210,328,964,24.2,23.4,27.6,11.621122646,49432,153.5084,015,N,93.9,015915019,015915
015915022,1136,826,612,502,448,3076,663,189,359,1196,24,25.3,24,9.4919786096,47979,179.3608,015,N,93.1,015915022,015915
015916001,1073,727,666,564,800,3030,988,166,299,1108,22.4,19.9,23.4,12.889888572,49294,203.9624,015,N,94,015916001,015916
015916003,1,0,15,34,10,50,16,0,0,11,10.5,16.6,14.9,9.75,46400,3.9996,015,N,90.6,015916003,015916
015916008,916,647,592,392,908,2547,306,118,313,1512,23,20.6,23.9,8.4877865741,46682,164.3705,015,N,92.3,015916008,015916
015917001,435,369,316,272,23,1392,211,125,194,895,19.9,20.3,19.1,7.9353851225,44587,96.6695,015,N,91.7,015917001,015917
016901001,59,41,55,51,5,206,153,24,37,48,14.5,13.9,15.6,16.741935484,47650,21.7033,016,N,95.1,016901001,016901
016902001,92,77,81,74,5,324,239,52,36,113,13.7,10.6,12,14.1875,44654,30.8531,016,N,95.6,016902001,016902
018901001,99,82,91,90,7,362,277,31,45,131,17.5,15.3,15.7,12.285714286,39164,28.8064,018,N,96.5,018901001,018901
018904001,47,42,37,41,3,167,137,11,37,57,11.3,11.3,14.4,13.430631527,42185,15.2211,018,N,94.7,018904001,018904
018905002,21,14,11,16,3,62,40,11,10,39,12.8,9.6,13.8,0,39310,10.4291,018,N,.,018905002,018905
019901001,75,77,73,56,71,281,194,32,47,134,14.3,10.9,13.6,14.962962963,44888,24.8765,019,N,95.9,019901001,019901
019902002,100,98,87,77,74,362,268,18,76,166,13.4,15.1,15.3,15.848221787,42178,32.7452,019,N,94.5,019902002,019902
019905001,111,127,104,103,89,445,332,30,95,160,17.3,13.7,16.3,14.630609372,42533,40.6903,019,N,95.3,019905001,019905
019906001,84,92,97,91,22,364,334,23,55,84,16.9,14.3,16.8,12.5,39447,36.0813,019,N,96.4,019906001,019906
019907002,513,440,409,359,784,1721,830,157,271,806,19.7,21.4,21.3,13.42002442,44377,126.4375,019,N,94.5,019907002,019907
019907003,22,19,46,50,66,137,61,0,4,60,.,.,.,20.857142857,47935,7,019,N,93.2,019907003,019907
019908001,219,230,159,166,384,774,365,69,144,319,16.6,16.2,17.2,12.451384444,42484,61.8176,019,N,95.2,019908001,019908
019909001,47,37,58,45,0,187,186,23,37,70,14.1,11.5,13.1,8.875,38182,16.1365,019,N,94.4,019909001,019909
019912001,168,159,132,155,59,614,513,153,53,75,17.3,19.3,18.7,13.915440607,41233,50.6741,019,N,95.8,019912001,019912
020901001,766,672,621,667,129,2726,1428,168,338,1015,20.6,21.6,16.8,10.444005615,46859,171.2453,020,N,93.5,020901001,020901
020902001,528,494,480,346,303,1848,907,153,188,619,21.8,21.1,21.3,12.290598291,49490,112.1514,020,N,95.3,020902001,020902
020904001,58,66,60,63,3,247,193,23,33,49,17.4,18.1,19.9,12.833333333,47020,19.1777,020,N,95,020904001,020904
020905001,379,304,203,239,151,1125,334,32,174,712,20.2,17.1,16.1,11.624365482,47321,87.3505,020,N,94,020905001,020905
020905002,775,685,560,598,228,2618,1521,268,361,680,23.3,22.3,22.2,13.374647887,47628,164.8254,020,N,94.6,020905002,020905
020905006,8,11,34,54,7,107,39,0,9,39,20,20,20,9.4,42864,5.7227,020,N,73.9,020905006,020905
020906002,171,150,143,129,126,593,384,69,58,183,16.7,15.1,16.6,13.26,46389,39.4928,020,N,94.2,020906002,020906
020907001,282,184,228,188,134,882,576,63,99,313,19.8,18.5,17.6,12.920353982,45201,54.8884,020,N,94.9,020907001,020907
020908001,792,819,1074,1049,632,3734,1903,165,438,772,23.7,22.2,22.8,8.5445461958,45772,198.0147,020,N,93.9,020908001,020908
021901001,734,659,580,568,326,2541,1646,381,217,565,25,25.2,23.9,12.142235165,45095,146.0273,021,N,95.8,021901001,021901
021901002,3,4,17,29,12,53,28,0,5,23,18.3,7,13,8.9,42174,9.9182,021,N,80.7,021901002,021901
021902001,1038,945,780,723,876,3486,1282,391,330,1949,16.3,21.8,21.3,12.012454611,44050,257.8571,021,N,93.2,021902001,021902
021902017,28,37,57,92,49,214,71,0,14,134,13.5,13.1,14.9,10.842105263,41305,17.9557,021,N,.,021902017,021902
022004001,12,12,16,8,0,48,19,7,5,38,10.6,9.3,12.3,12.285714286,41358,7.2194,022,N,94.9,022004001,022004
022901001,79,71,74,76,3,300,116,33,37,139,15.8,15.5,14.2,13.827586207,41827,27.4773,022,N,94.8,022901001,022901
024901001,140,140,96,120,0,496,27,44,77,441,13.7,18.4,18.2,11.900452763,42800,46.8105,024,N,92.4,024901001,024901
025901001,91,88,80,71,27,330,249,34,47,120,12.3,13.8,13.2,14.268165879,39220,32.2492,025,N,95.2,025901001,025901
025902001,256,227,207,172,67,862,513,94,137,415,17.5,20.3,17.9,14.931506849,41541,69.4055,025,N,93.9,025902001,025902
025902003,8,11,15,15,7,49,25,0,0,39,2,4,8,11.4,38678,4.5095,025,N,91.3,025902003,025902
025904001,17,21,19,10,1,67,51,5,15,35,10.6,12.8,12.4,11.571428571,36279,9.6515,025,N,96.6,025904001,025904
025908001,15,13,14,9,1,51,40,5,8,28,8.4,6.3,9.6,17.5,39785,6.675,025,N,94.9,025908001,025908
025909001,115,99,100,93,6,407,336,27,51,143,12.5,16.5,11.1,14.960840263,42897,40.4375,025,N,96.2,025909001,025909
026901001,152,135,128,126,68,541,378,44,90,159,17,16.8,18.6,13.108695652,43846,42.3483,026,N,95.5,026901001,026901
026902001,53,45,41,39,46,178,92,16,27,77,12.3,15,14.3,13.169293665,41415,16.3772,026,N,94.7,026902001,026902
026903002,41,30,21,35,32,127,64,9,18,61,7.4,6.4,8.6,13.458333333,42604,17.7442,026,N,94.9,026903002,026903
027903001,300,238,227,192,15,957,763,98,138,362,22.2,18.9,21.6,13.773333333,43703,63.7108,027,N,93.9,027903001,027903
027903003,1,4,7,5,0,17,14,0,3,9,6,3.3,.,13.2,43761,3.4953,027,N,64,027903003,027903
027904001,323,284,261,225,44,1093,722,64,136,403,26.5,22.7,26.1,12.668800315,42817,80.4599,027,N,94.8,027904001,027904
027904002,2,9,16,23,2,50,29,0,9,26,6.8,14.2,6.2,11.998108793,43635,6.9327,027,N,87.5,027904002,027904
028902038,6,13,19,24,4,62,24,0,10,30,.,.,.,21.5,47193,3.997,028,N,78.5,028902038,028902
028903001,127,127,101,80,39,435,172,54,35,202,18,12.3,13.8,10.47826087,41454,38.0584,028,N,92.4,028903001,028903
029901001,372,345,308,215,34,1240,512,179,182,496,21,17.6,20.6,14.254867644,46840,84.2087,029,N,94.4,029901001,029901
029901003,3,10,14,23,0,50,9,1,4,20,5,.,8,14.8,47548,2.251,029,N,90.6,029901003,029901
030902001,104,114,117,84,2,419,382,25,64,114,13.2,13,13.3,13.347826087,40855,44.4393,030,N,95.9,030902001,030902
030903001,26,27,30,26,0,109,98,19,21,51,9.1,10.8,11.8,10.166666667,37925,13.0403,030,N,96.5,030903001,030903
030906001,40,33,36,35,1,144,118,12,23,53,12.8,12.1,12.8,15.174970339,43995,15.7488,030,N,96.6,030906001,030906
031901001,972,829,780,544,3,3125,131,250,365,2699,23.8,23.6,24.3,14.89686367,50016,196.8897,031,N,94.8,031901001,031901
031901002,887,555,537,432,0,2411,26,95,398,2376,22.7,23.8,25,12.550091428,47998,165.6505,031,N,94.6,031901002,031901
031901003,935,633,561,454,9,2583,65,119,351,2501,23.2,23.8,24.9,13.446096097,48789,161.8239,031,N,93.2,031901003,031901
031901004,788,579,433,414,8,2214,25,59,287,2192,21.8,20.2,27.9,12.618686408,48198,150.262,031,N,94,031901004,031901
031901007,756,520,518,420,1,2214,21,93,381,2185,25.2,22.7,25.5,11.023652862,47135,148.7763,031,N,93.6,031901007,031901
031903001,877,628,597,499,15,2601,278,252,243,1814,22.9,23,20.6,12.218093475,46118,173.6642,031,N,90,031903001,031903
031903002,710,478,493,412,16,2093,317,291,211,1206,22.2,21.8,19.7,13.666666667,47133,144.3984,031,N,93.1,031903002,031903
031905001,260,196,172,185,1,813,82,97,71,571,15.3,14.1,13.8,12.65625,48015,60.4686,031,N,96.4,031905001,031905
031905002,6,18,5,31,0,60,2,0,4,46,.,.,.,.,.,.,031,N,83,031905002,031905
031906001,933,558,390,481,7,2362,118,216,279,2029,21.1,19.6,22.9,11.91524951,44226,166.6061,031,N,94.6,031906001,031906
031906005,3,3,1,4,0,11,0,0,3,11,.,.,.,.,.,.,031,N,-1,031906005,031906
031909001,217,195,141,146,3,699,94,62,64,562,20.7,17.2,16.8,12.411764706,44099,50.0818,031,N,93.1,031909001,031909
031911001,168,156,162,157,1,643,35,48,110,515,16.7,16.8,20,12.287888825,47268,43.7651,031,N,94.1,031911001,031911
031913001,42,37,38,27,0,144,0,13,16,140,10.5,9.4,10.6,10.64516129,42768,18.4286,031,N,95,031913001,031913
031914001,109,78,85,77,0,349,8,20,48,324,16.5,15,15.7,10.0625,42205,27.2294,031,N,94,031914001,031914
031916003,155,87,36,35,2,313,16,52,7,207,14.9,12.3,17.6,18.784663953,51889,29.3326,031,N,93.8,031916003,031916
031916004,178,190,172,160,11,700,43,234,4,388,20.4,16.7,19.4,17.703703704,51622,50.5201,031,N,96.1,031916004,031916
031916005,186,230,158,126,5,700,166,271,2,247,17.9,19.7,20,18.430535093,51713,52.2062,031,N,97.2,031916005,031916
032902002,189,170,168,142,134,669,338,50,121,395,15,15.1,17.9,13.377137837,41267,69.3523,032,N,94,032902002,032902
033902001,58,58,55,70,2,241,215,49,34,32,13.1,13.8,11.8,16.185185185,43339,23.4538,033,N,96.7,033902001,033902
033902002,2,2,1,1,0,6,6,0,0,0,.,.,.,.,.,.,033,N,-1,033902002,033902
033904001,34,32,28,30,0,124,115,10,15,32,12.6,9.5,9.5,14.55,39564,15.2122,033,N,95.6,033904001,033904
034901001,154,125,138,121,182,538,335,57,86,281,16.2,17.2,14.8,15.083333333,39448,46.1924,034,N,95.2,034901001,034901
034903001,92,78,79,68,50,317,253,38,34,134,16.3,14.6,17.8,10.542857143,40307,29.0821,034,N,95.4,034903001,034903
034905002,66,68,51,62,54,247,184,26,48,115,15.7,12.5,13.5,17.074074074,43886,25.0085,034,N,95.1,034905002,034905
034906001,41,34,33,35,6,143,132,20,31,40,14.8,14,18,10.333333333,37143,10.9075,034,N,94.5,034906001,034906
034907001,75,90,86,92,66,343,261,24,60,151,14.6,12.7,12.4,13.653061224,38732,29.5551,034,N,96.1,034907001,034907
035901001,79,79,70,61,1,289,78,19,23,180,13.4,12.8,14.4,13.519982492,39301,30.6817,035,N,94.7,035901001,035901
036901001,137,106,95,72,98,410,224,25,61,169,18.9,17,19.8,8.9100400973,42294,31.0422,036,N,94.3,036901001,036901
036902001,294,299,212,241,48,1046,860,67,67,133,19.3,17.8,17.4,15.119496855,53137,74.1462,036,N,95.2,036902001,036902
036903001,98,92,108,72,35,370,260,46,55,139,21.1,22.7,20.3,14.633333333,46499,24.0962,036,N,96,036903001,036903
037901001,52,42,41,35,56,170,82,12,24,106,9.9,9.6,8.7,15.730769231,42049,20.1668,037,N,96.2,037901001,037901
037904002,333,310,261,223,259,1127,487,53,152,681,18.4,18.9,19.9,12.433391864,41813,94.1928,037,N,93,037904002,037904
037907002,161,162,124,125,100,572,409,24,87,222,17.7,15.7,16.2,11.989460084,37688,42.1137,037,N,94.3,037907002,037907
037909001,23,24,25,25,8,97,79,10,15,50,18.5,13,11.8,8.3846153846,36307,9.6186,037,N,93.6,037909001,037909
038901001,64,86,90,73,22,313,199,26,53,140,11.5,11.6,12.5,14.01845193,41176,32.6794,038,N,94.6,038901001,038901
039902001,68,79,71,62,0,280,259,30,44,48,12.6,12.1,13.3,16.950819672,43822,28.8842,039,N,94.7,039902001,039902
039903001,52,46,37,38,0,173,152,21,23,69,18.1,14.8,12.8,10.863636364,37916,14.0245,039,N,95.7,039903001,039903
040901001,41,27,38,32,12,138,35,19,17,104,9.9,11.4,12,14,41759,16.3416,040,N,96.1,040901001,040901
041901003,1,1,0,1,0,3,2,0,0,3,.,.,.,.,.,.,041,N,-1,041901003,041901
041901005,1,0,0,1,0,2,2,0,1,0,.,.,.,.,.,.,041,N,-1,041901005,041901
042901001,81,90,69,75,8,315,218,30,31,140,14.3,14,14.8,15.269230769,41533,29.0922,042,N,96.7,042901001,042901
043901001,4,1183,1279,1147,401,3613,2540,415,354,385,20.7,24,21.6,12.045524796,49535,212.8986,043,N,96.1,043901001,043901
043901003,1,1,1,1,0,4,2,0,1,0,.,.,.,.,.,.,043,N,85.7,043901003,043901
043902001,165,124,107,99,48,495,322,13,75,164,17,16.5,14.5,8.4901960784,42894,46.3996,043,N,95.7,043902001,043902
043903001,125,136,123,101,14,485,392,29,56,81,19.2,19.7,17.9,14.488888889,48127,36.3171,043,N,95.7,043903001,043903
043904001,131,130,100,98,32,459,329,20,54,169,18.1,19.5,19,14.5,42550,31.4492,043,N,95.2,043904001,043904
043905001,315,299,433,430,198,1477,900,74,120,199,17.2,16.1,15.1,11.789698482,48883,135.9402,043,N,94.2,043905001,043905
043905002,371,373,309,572,174,1625,1086,101,120,128,17.6,17.8,17.9,10.114528642,47548,140.2879,043,N,95,043905002,043905
043905005,524,437,287,211,274,1459,872,50,111,164,19.6,19.9,18.6,6.9127606456,45654,118.3879,043,N,96,043905005,043905
043907002,501,477,440,384,235,1802,1094,144,144,368,20.1,19.3,20.2,11.521956754,48227,134.3686,043,N,94.1,043907002,043907
043907003,1,4,14,29,6,48,17,0,0,18,5.3,5,.,13.52007861,49312,9.9735,043,N,79.4,043907003,043907
043907004,379,337,423,402,263,1541,921,74,142,345,17.6,20.2,18.9,9.6827368855,46728,120.0507,043,N,94.8,043907004,043907
043907007,791,664,497,323,222,2275,1593,203,116,336,21.2,21.9,20.1,7.8585836434,46260,144.8563,043,N,94.8,043907007,043907
043908001,88,92,58,46,10,284,229,29,28,53,15.5,16.3,18.2,9.5454545455,46620,22.1204,043,N,93.9,043908001,043908
043911001,214,200,201,166,27,781,556,35,112,252,17.3,17.6,17,9.4310344828,43878,54.5056,043,N,94.8,043911001,043911
043912001,191,164,153,150,35,658,513,56,70,69,22.2,20.4,18,11.01,46166,46.771,043,N,95.2,043912001,043912
