,gr3_stu_count,gr4_stu_count,gr5_stu_count,black_stu_count,all_stu_count,asian_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
001902103,38,35,41,7,251,0,208,18,23,101,.,.,.,16.8,44627,22.4,001,N,96.7,001902103,001902
001904102,62,61,63,42,407,6,297,23,34,240,.,.,.,15.7,42083,24.9,001,N,97.1,001904102,001904
001909101,26,29,24,4,190,0,172,8,20,84,.,.,.,14.7,44888,18.5,001,N,96.9,001909101,001909
005902101,72,73,70,1,423,1,378,16,40,119,.,.,.,14.7,42170,28.5,005,N,97.6,005902101,005902
010902101,84,91,80,2,571,3,378,15,66,362,.,.,.,13.1,49406,35,010,N,95.5,010902101,010902
011902102,102,88,80,74,777,0,124,40,57,659,.,.,.,7.8,46609,47.7,011,N,96,011902102,011902
014906121,146,138,127,202,885,41,347,51,84,305,.,.,.,11.7,51253,53.9,014,N,96.7,014906121,014906
014906125,72,95,71,237,628,9,134,9,69,440,.,.,.,8.7,45862,43.5,014,N,95.9,014906125,014906
014906126,45,46,32,115,516,9,211,13,75,308,.,.,.,14.8,53343,42,014,N,96,014906126,014906
014906127,95,111,92,212,768,22,104,4,91,530,.,.,.,10.2,49734,56.1,014,N,95.9,014906127,014906
014906129,101,113,96,291,752,20,160,20,68,492,.,.,.,8.4,48351,48,014,N,95.7,014906129,014906
014906132,73,66,53,106,627,17,261,5,69,425,.,.,.,9.9,49820,45.6,014,N,95.8,014906132,014906
014906135,160,142,134,311,970,20,237,20,117,467,.,.,.,10.8,49710,61.1,014,N,96.8,014906135,014906
014907102,60,68,53,9,374,3,252,11,21,197,.,.,.,14.2,45128,24.1,014,N,97.2,014907102,014907
015904102,93,90,121,3,717,0,17,15,64,619,.,.,.,9,51858,47,015,N,96.4,015904102,015904
015906101,96,94,120,116,614,18,283,34,44,59,.,.,.,14,54474,42.5,015,N,97,015906101,015906
015907101,81,76,74,9,619,0,8,13,57,572,.,.,.,14,52940,39,015,N,96.9,015907101,015907
015907106,66,75,63,7,499,0,11,20,44,472,.,.,.,10.4,52090,33,015,N,97.2,015907106,015907
015907111,89,72,61,28,563,0,0,1,40,545,.,.,.,10.6,52155,33,015,N,96.4,015907111,015907
015907121,91,71,97,0,612,0,3,25,34,593,.,.,.,9.9,51325,36,015,N,96.9,015907121,015907
015907124,56,46,46,26,386,0,8,15,31,345,.,.,.,10.8,52243,23.5,015,N,95.7,015907124,015907
015907147,62,59,68,54,512,0,4,5,47,501,.,.,.,7.7,51040,34.7,015,N,96.8,015907147,015907
015907150,103,105,97,22,685,8,15,6,102,604,.,.,.,10.8,51936,39,015,N,96.4,015907150,015907
015907164,82,77,98,29,656,2,25,14,68,579,.,.,.,11.5,52313,41,015,N,96.9,015907164,015907
015907165,64,86,85,51,518,0,3,2,40,499,.,.,.,10.7,52148,32,015,N,96.5,015907165,015907
015907174,79,75,68,1,504,2,8,14,50,476,.,.,.,15.3,54421,31,015,N,97.1,015907174,015907
015908101,66,62,63,3,448,0,3,8,37,437,.,.,.,12.3,51431,28.4,015,N,96.3,015908101,015908
015908105,70,81,75,2,523,1,4,8,40,493,.,.,.,11.4,51109,30.4,015,N,96.3,015908105,015908
015908108,110,96,97,28,736,0,12,36,48,713,.,.,.,12,50793,40.2,015,N,95.2,015908108,015908
015910104,86,80,73,12,509,0,34,12,61,426,.,.,.,14.6,56108,35.6,015,N,96.5,015910104,015910
015910106,89,112,99,55,681,29,109,11,78,435,.,.,.,13.3,54853,43.6,015,N,96.2,015910106,015910
015910110,61,73,54,64,440,10,53,9,45,340,.,.,.,11.6,54509,32.3,015,N,96.2,015910110,015910
015910112,100,112,79,37,758,21,54,17,63,666,.,.,.,9.1,52616,54.3,015,N,96.5,015910112,015910
015910113,82,83,70,131,598,24,62,5,66,473,.,.,.,12.3,54361,40.1,015,N,95.9,015910113,015910
015910114,115,93,123,107,768,12,38,9,71,693,.,.,.,9.6,52577,54.9,015,N,96.3,015910114,015910
015910116,37,42,34,38,321,3,59,4,35,256,.,.,.,13.4,54356,30.2,015,N,95.9,015910116,015910
015910122,75,90,83,188,631,6,56,3,71,575,.,.,.,10.8,53179,46.7,015,N,95.3,015910122,015910
015910128,73,84,54,22,504,19,212,13,69,160,.,.,.,13.2,54761,34.9,015,N,96.8,015910128,015910
015910130,134,98,140,59,826,13,227,19,81,431,.,.,.,12.9,55072,52.7,015,N,96.5,015910130,015910
015910131,75,72,71,14,505,17,179,24,60,154,.,.,.,13.2,54782,38.8,015,N,97.2,015910131,015910
015910133,89,120,104,22,590,49,260,54,51,84,.,.,.,13.8,54977,41.2,015,N,97.3,015910133,015910
015910134,118,113,109,23,645,12,244,42,72,176,.,.,.,13,55090,41.7,015,N,97.2,015910134,015910
015910136,129,137,129,23,750,78,360,56,77,44,.,.,.,13.6,55143,48.7,015,N,97.6,015910136,015910
015910140,112,133,103,46,658,66,246,48,44,82,.,.,.,11.7,54434,39.7,015,N,97.3,015910140,015910
015910142,156,167,169,44,919,43,383,68,94,203,.,.,.,12.1,54393,57,015,N,96.8,015910142,015910
015912101,115,104,96,20,724,0,56,26,86,557,.,.,.,10,55140,45.5,015,N,96.1,015912101,015912
015912103,94,106,109,16,613,0,14,23,62,589,.,.,.,10.6,55238,45.5,015,N,95.8,015912103,015912
015912106,81,80,94,7,539,0,3,21,51,505,.,.,.,9.5,54629,41,015,N,95.9,015912106,015912
015912109,91,85,80,52,584,3,74,13,63,444,.,.,.,10.6,55026,36,015,N,96.4,015912109,015912
015912110,86,92,74,6,511,0,25,17,60,443,.,.,.,10.9,55731,39.5,015,N,96.1,015912110,015912
015912111,102,104,93,25,671,6,24,17,72,610,.,.,.,7.4,53751,43.9,015,N,95.9,015912111,015912
015914101,117,120,99,143,836,31,328,25,109,272,.,.,.,12.7,55791,59.3,015,N,96.8,015914101,015914
015915101,119,110,95,21,746,3,23,58,91,697,.,.,.,9.7,53287,56.3,015,N,95,015915101,015915
015915102,103,111,110,22,681,0,32,37,86,586,.,.,.,10.3,53748,46.5,015,N,95.7,015915102,015915
015915103,95,88,72,71,668,157,60,27,72,468,.,.,.,10.3,53819,49.3,015,N,96,015915103,015915
015915105,111,91,94,7,660,0,18,42,74,580,.,.,.,9.3,53526,46.3,015,N,96.3,015915105,015915
015915106,85,90,74,9,575,1,17,29,68,524,.,.,.,9.7,53564,40.5,015,N,95.6,015915106,015915
015915107,146,126,95,39,854,4,57,46,86,598,.,.,.,10,54580,58,015,N,96.9,015915107,015915
