,gr3_ela_avg,gr4_ela_avg,gr4_writ_avg,gr5_ela_avg,gr5_sci_avg,CAMPUS,DISTRICT
108906120,88,87,85,97,80,108906120,108906
108906123,78,74,71,84,69,108906123,108906
108906128,87,84,88,98,86,108906128,108906
108908102,67,64,62,80,52,108908102,108908
108908109,87,70,65,92,76,108908109,108908
108908112,76,72,71,78,60,108908112,108908
108908113,69,79,79,91,79,108908113,108908
108909107,71,59,66,86,69,108909107,108909
108909108,83,67,73,88,71,108909108,108909
108909112,79,63,79,82,67,108909112,108909
108909115,86,70,73,88,77,108909115,108909
108909120,85,80,90,84,74,108909120,108909
108909121,90,69,80,94,75,108909121,108909
108909128,96,67,78,90,64,108909128,108909
108909134,92,90,82,93,79,108909134,108909
108909136,52,57,59,85,63,108909136,108909
108910102,70,69,58,75,58,108910102,108910
108912102,84,84,84,87,80,108912102,108912
108912106,71,57,69,74,44,108912106,108912
108912108,59,75,75,81,69,108912108,108912
108912111,67,54,66,68,54,108912111,108912
108912115,75,76,77,75,63,108912115,108912
108912117,67,69,67,75,70,108912117,108912
108912127,74,67,76,78,55,108912127,108912
108913102,74,62,70,87,59,108913102,108913
108913112,71,48,55,73,64,108913112,108913
112905101,64,70,68,85,65,112905101,112905
116901101,96,93,80,98,90,116901101,116901
116906101,78,91,88,95,94,116906101,116906
120901104,69,64,62,77,68,120901104,120901
120905102,85,86,84,93,75,120905102,120905
121903101,83,76,65,95,82,121903101,121903
123910101,65,53,54,83,56,123910101,123910
123910104,62,40,39,73,56,123910104,123910
123910105,94,88,90,96,84,123910105,123910
123910110,72,59,67,86,57,123910110,123910
123910112,77,74,73,91,70,123910112,123910
123910118,83,91,88,94,83,123910118,123910
123910123,62,64,58,90,76,123910123,123910
123910125,65,46,40,73,46,123910125,123910
123910126,77,78,77,91,70,123910126,123910
123910131,66,54,49,68,51,123910131,123910
126902101,95,94,84,99,91,126902101,126902
126902102,80,79,74,98,76,126902102,126902
126902103,80,80,68,94,94,126902103,126902
126902107,91,79,74,97,93,126902107,126902
126902111,84,68,48,99,88,126902111,126902
129901101,92,79,72,100,81,129901101,129901
130902101,87,64,54,87,71,130902101,130902
139905101,81,90,98,100,91,139905101,139905
139912101,90,89,84,93,80,139912101,139912
141901102,83,78,73,96,80,141901102,141901
144902101,77,92,83,95,77,144902101,144902
145906101,70,91,82,97,79,145906101,145906
146903101,94,90,90,95,95,146903101,146903
148901101,83,70,81,89,71,148901101,148901
150901101,87,85,88,96,90,150901101,150901
152901168,64,76,67,76,52,152901168,152901
152901170,82,76,63,85,81,152901170,152901
152901174,84,66,55,90,83,152901174,152901
152901176,83,59,57,92,90,152901176,152901
152901177,92,84,73,97,76,152901177,152901
152901179,92,89,88,99,99,152901179,152901
152901186,55,67,49,87,81,152901186,152901
152901195,94,94,86,97,97,152901195,152901
152906103,86,82,68,99,94,152906103,152906
152906105,88,96,90,96,79,152906105,152906
152907107,91,83,77,99,91,152907107,152907
158901101,72,56,51,80,69,158901101,158901
158902101,87,61,68,75,59,158902101,158902
160901101,75,78,59,87,62,160901101,160901
161914103,51,63,63,78,75,161914103,161914
161914105,59,61,58,71,69,161914105,161914
161914106,40,43,42,65,57,161914106,161914
161914107,68,53,53,76,57,161914107,161914
161914110,41,20,14,59,15,161914110,161914
161914120,70,74,73,78,65,161914120,161914
161914130,57,39,39,63,47,161914130,161914
161923101,83,64,68,98,93,161923101,161923
163908105,86,84,95,88,72,163908105,163908
165902101,73,59,54,83,74,165902101,165902
166905101,79,88,71,87,52,166905101,166905
170904101,86,67,66,94,71,170904101,170904
170906107,79,76,67,94,84,170906107,170906
170906108,82,85,77,91,83,170906108,170906
170906109,86,80,78,98,80,170906109,170906
170907104,81,88,93,94,90,170907104,170907
170908102,90,68,72,95,86,170908102,170908
170908106,52,62,52,85,67,170908106,170908
170908107,86,85,82,94,90,170908107,170908
170908110,67,68,59,84,70,170908110,170908
170908111,89,92,86,90,83,170908111,170908
172905102,76,71,59,86,61,172905102,172905
174902002,91,93,85,100,93,174902002,174902
174903101,89,87,93,95,91,174903101,174903
174904101,51,60,51,79,44,174904101,174904
174908101,79,84,86,87,87,174908101,174908
175903107,65,49,52,76,34,175903107,175903
176902104,91,75,73,84,71,176902104,176902
178904123,65,64,54,81,57,178904123,178904
178904124,60,66,58,83,80,178904124,178904
178904132,60,81,69,89,74,178904132,178904
178904136,73,46,30,86,53,178904136,178904
178904142,55,44,34,68,27,178904142,178904
178904150,77,79,81,87,67,178904150,178904
178904152,77,77,65,96,99,178904152,178904
178904157,91,84,81,96,85,178904157,178904
178912104,.,77,71,83,77,178912104,178912
181908103,.,73,71,94,78,181908103,181908
183901101,97,82,68,96,92,183901101,183901
184904101,85,76,59,88,83,184904101,184904
184908101,70,79,74,94,85,184908101,184908
184909101,96,91,86,99,95,184909101,184909
188901102,83,89,76,95,88,188901102,188901
188901104,79,87,66,89,76,188901104,188901
188901109,66,50,54,90,65,188901109,188901
188901112,91,84,87,97,92,188901112,188901
188901114,60,56,53,88,60,188901114,188901
188901121,85,91,91,95,88,188901121,188901
188901126,70,74,55,86,72,188901126,188901
188901127,70,79,76,92,80,188901127,188901
188901130,75,59,65,92,75,188901130,188901
188901134,85,88,53,92,80,188901134,188901
188901141,100,95,99,100,96,188901141,188901
188901143,89,71,78,97,78,188901143,188901
192901101,76,46,61,68,54,192901101,192901
194904103,72,56,44,85,59,194904103,194904
200904101,61,61,37,83,50,200904101,200904
210905101,78,62,66,84,51,210905101,210905
212904102,91,88,88,96,93,212904102,212904
212905102,76,71,63,88,72,212905102,212905
212905104,55,38,54,73,60,212905104,212905
212905106,68,59,52,86,52,212905106,212905
212905112,45,83,64,78,70,212905112,212905
212905114,55,46,53,61,44,212905114,212905
212905115,68,59,41,66,23,212905115,212905
212905117,80,79,71,90,71,212905117,212905
212905119,84,77,68,91,61,212905119,212905
212905125,91,88,92,98,88,212905125,212905
212906111,91,95,95,98,94,212906111,212906
212909101,77,85,90,82,72,212909101,212909
214903101,94,96,88,87,78,214903101,214903
214903103,100,99,95,100,96,214903103,214903
214903105,96,95,85,87,89,214903105,214903
214903106,94,91,87,93,76,214903106,214903
214903108,99,83,76,92,79,214903108,214903
214903109,80,81,77,98,79,214903109,214903
217901101,95,62,54,100,93,217901101,217901
220902103,78,84,74,82,53,220902103,220902
220902105,74,68,63,92,83,220902105,220902
220902108,96,89,89,100,95,220902108,220902
220902111,75,67,54,84,61,220902111,220902
220902115,97,95,87,97,97,220902115,220902
220902119,69,80,74,88,78,220902119,220902
220902120,99,99,100,100,97,220902120,220902
220902121,91,89,79,99,95,220902121,220902
220905107,92,90,76,100,91,220905107,220905
220905110,71,81,85,88,73,220905110,220905
220905119,66,52,59,77,43,220905119,220905
220905125,57,65,62,70,37,220905125,220905
220905133,52,80,69,86,59,220905133,220905
220905134,67,62,64,67,48,220905134,220905
220905135,67,65,64,67,61,220905135,220905
220905139,61,64,57,68,45,220905139,220905
220905144,63,44,57,69,47,220905144,220905
220905154,64,74,70,92,85,220905154,220905
220905156,78,74,70,91,78,220905156,220905
220905162,52,53,54,84,60,220905162,220905
220905168,68,64,66,79,60,220905168,220905
220905176,86,74,68,94,93,220905176,220905
220905178,70,59,38,78,44,220905178,220905
220905186,73,71,75,85,51,220905186,220905
220905187,63,56,65,92,53,220905187,220905
220905188,43,44,54,76,50,220905188,220905
220905206,58,51,46,78,51,220905206,220905
220905219,76,72,68,83,54,220905219,220905
220905223,73,71,71,70,45,220905223,220905
220905226,44,60,60,82,69,220905226,220905
220906101,85,89,91,100,97,220906101,220906
220906105,98,96,91,100,90,220906105,220906
220906107,100,99,94,100,95,220906107,220906
220917104,66,51,51,63,39,220917104,220917
221901102,94,82,77,95,89,221901102,221901
221901108,82,83,81,98,95,221901108,221901
221901112,88,84,76,94,84,221901112,221901
221901113,82,72,62,86,78,221901113,221901
221901121,84,69,74,92,82,221901121,221901
221901150,89,83,89,90,81,221901150,221901
221911101,100,91,91,98,68,221911101,221911
226903102,73,49,44,81,69,226903102,226903
226903115,98,85,87,94,86,226903115,226903
226903116,75,68,66,90,73,226903116,226903
227901106,61,69,67,76,55,227901106,227901
227901108,71,50,21,62,30,227901108,227901
227901109,68,66,68,78,60,227901109,227901
227901111,74,93,71,84,68,227901111,227901
227901112,100,99,96,100,97,227901112,227901
227901113,78,61,53,86,85,227901113,227901
227901114,86,77,75,100,48,227901114,227901
227901116,58,63,69,83,41,227901116,227901
227901117,94,97,92,100,95,227901117,227901
227901118,58,57,51,78,57,227901118,227901
227901124,80,72,51,82,41,227901124,227901
227901125,76,55,31,81,41,227901125,227901
227901126,84,85,74,100,95,227901126,227901
227901127,65,54,53,94,61,227901127,227901
227901129,64,58,50,75,48,227901129,227901
227901130,81,80,77,94,71,227901130,227901
227901132,83,87,78,91,73,227901132,227901
227901138,83,88,85,97,78,227901138,227901
227901140,71,72,64,92,76,227901140,227901
227901141,61,61,56,79,51,227901141,227901
227901144,76,68,68,92,54,227901144,227901
227901146,90,93,94,100,96,227901146,227901
227901147,87,87,79,92,77,227901147,227901
227901148,84,91,90,93,87,227901148,227901
227901150,77,59,55,77,73,227901150,227901
227901151,67,66,66,91,63,227901151,227901
227901155,93,99,93,99,95,227901155,227901
227901156,73,67,63,87,76,227901156,227901
227901157,70,84,76,95,65,227901157,227901
227901158,74,70,65,89,76,227901158,227901
227901162,50,67,41,74,65,227901162,227901
227901166,84,71,76,91,63,227901166,227901
227901168,67,73,68,76,71,227901168,227901
227901170,89,91,78,100,86,227901170,227901
227901171,77,63,58,100,68,227901171,227901
227901172,81,75,65,87,76,227901172,227901
227901173,85,74,67,97,79,227901173,227901
227901175,73,50,37,79,51,227901175,227901
227901176,64,63,61,74,67,227901176,227901
227901178,62,61,59,76,54,227901178,227901
227901179,86,92,81,97,86,227901179,227901
227901180,100,98,95,100,95,227901180,227901
227901181,97,93,89,98,90,227901181,227901
227901183,97,87,85,98,93,227901183,227901
227901184,99,99,93,100,95,227901184,227901
227901185,88,81,61,94,84,227901185,227901
227901186,79,82,84,91,75,227901186,227901
227901187,91,94,93,100,94,227901187,227901
227901188,71,65,80,83,65,227901188,227901
227901189,76,70,76,85,53,227901189,227901
227901190,76,66,64,87,65,227901190,227901
227904101,75,85,75,89,77,227904101,227904
227904102,82,88,79,89,72,227904102,227904
227904103,75,83,71,91,74,227904103,227904
227904104,75,68,76,94,86,227904104,227904
227904107,64,52,48,79,67,227904107,227904
227904108,81,74,66,91,56,227904108,227904
227904109,76,70,58,89,77,227904109,227904
227904111,87,76,59,82,71,227904111,227904
227904112,91,93,86,97,89,227904112,227904
227904114,75,74,71,86,66,227904114,227904
227904115,95,92,90,95,85,227904115,227904
227904116,79,80,74,98,86,227904116,227904
227904117,78,84,70,84,68,227904117,227904
227904118,88,86,80,94,78,227904118,227904
227904119,71,57,51,79,50,227904119,227904
227904120,86,82,63,96,68,227904120,227904
227907105,67,46,35,73,51,227907105,227907
227907107,55,47,51,70,42,227907107,227907
227907108,78,73,61,81,50,227907108,227907
227909101,92,98,95,98,93,227909101,227909
227910108,46,57,44,67,41,227910108,227910
227913101,81,91,93,91,78,227913101,227913
227913104,100,99,99,99,100,227913104,227913
230903102,76,82,67,91,70,230903102,230903
232902101,66,47,34,76,45,232902101,232902
235902102,75,78,71,92,56,235902102,235902
235902103,55,56,51,60,51,235902103,235902
235902105,57,64,62,72,55,235902105,235902
235902106,45,64,38,66,39,235902106,235902
235902110,57,60,47,74,35,235902110,235902
235902111,52,36,36,73,46,235902111,235902
235902114,93,93,88,98,91,235902114,235902
235902118,76,71,58,89,80,235902118,235902
235902123,73,68,62,94,60,235902123,235902
235902126,68,75,69,91,74,235902126,235902
235904101,95,71,80,95,89,235904101,235904
237904107,74,65,68,78,79,237904107,237904
240901110,71,76,82,83,60,240901110,240901
240901119,67,47,53,67,73,240901119,240901
240903105,73,59,55,88,68,240903105,240903
240903107,72,72,68,81,63,240903107,240903
240903109,82,84,84,89,69,240903109,240903
240903110,96,96,98,100,93,240903110,240903
240903112,71,61,75,83,78,240903112,240903
240903114,65,72,77,86,66,240903114,240903
240903116,94,83,89,97,86,240903116,240903
240903119,77,65,73,79,63,240903119,240903
240903120,86,81,85,88,68,240903120,240903
240903123,76,66,77,80,52,240903123,240903
240903129,82,70,71,81,80,240903129,240903
240903130,71,82,79,94,77,240903130,240903
240903131,82,83,84,93,85,240903131,240903
240903132,76,76,75,89,76,240903132,240903
241906101,69,65,63,89,66,241906101,241906
243901103,81,80,72,90,84,243901103,243901
243901104,77,68,68,83,65,243901104,243901
243905119,55,59,46,87,53,243905119,243905
245902106,82,69,70,89,72,245902106,245902
245903102,57,55,51,80,64,245903102,245903
246902101,48,75,56,79,45,246902101,246902
246904103,89,75,73,93,73,246904103,246904
246906101,90,81,80,95,75,246906101,246906
246906121,83,73,71,85,67,246906121,246906
246909101,66,55,43,79,48,246909101,246909
246909106,66,66,57,81,65,246909106,246909
246909107,85,86,84,95,87,246909107,246909
246909108,78,82,62,92,75,246909108,246909
246909110,95,95,87,98,94,246909110,246909
246909114,91,92,91,97,94,246909114,246909
246909115,74,75,68,92,76,246909115,246909
246909117,84,82,77,96,89,246909117,246909
246909119,84,80,72,95,80,246909119,246909
246909120,84,86,76,97,90,246909120,246909
246909121,83,86,68,93,89,246909121,246909
246909124,77,77,74,96,88,246909124,246909
246909128,96,95,92,98,92,246909128,246909
246909130,93,90,89,100,91,246909130,246909
246909131,82,86,81,97,90,246909131,246909
246909132,98,97,97,99,97,246909132,246909
246909134,97,98,97,99,97,246909134,246909
246909136,70,71,68,84,58,246909136,246909
246909137,73,78,67,86,67,246909137,246909
246909138,92,96,91,95,95,246909138,246909
246913101,81,87,79,97,77,246913101,246913
246913102,82,74,59,94,73,246913102,246913
246913103,88,89,82,93,85,246913103,246913
246913104,93,87,83,99,89,246913104,246913
246913105,80,74,64,88,76,246913105,246913
246913106,74,73,70,89,65,246913106,246913
246913107,98,95,93,98,93,246913107,246913
246913108,84,89,71,100,75,246913108,246913
246913109,62,65,55,78,53,246913109,246913
246913110,93,94,81,98,91,246913110,246913
246913111,98,94,93,100,95,246913111,246913
246913112,70,66,52,92,66,246913112,246913
246913114,79,78,60,89,63,246913114,246913
246913115,96,95,88,99,94,246913115,246913
246913116,76,75,57,89,73,246913116,246913
246913117,81,81,67,93,82,246913117,246913
246913118,95,93,88,98,93,246913118,246913
246913119,77,82,77,93,82,246913119,246913
246913120,91,93,94,97,89,246913120,246913
246913121,89,89,81,97,82,246913121,246913
246913122,95,86,81,97,83,246913122,246913
246913123,96,96,93,98,93,246913123,246913
246913124,77,80,68,92,69,246913124,246913
247901106,61,71,65,88,78,247901106,247901
248901101,68,45,25,75,59,248901101,248901
249901101,91,92,82,90,84,249901101,249901
249905101,86,80,72,87,77,249905101,249905
249905104,69,63,45,85,80,249905104,249905
252903101,95,84,91,93,89,252903101,252903
253901105,65,66,62,73,59,253901105,253901
253901106,62,69,72,80,66,253901106,253901
