,gr6_stu_count,gr7_stu_count,gr8_stu_count,black_stu_count,all_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
001902041,44,56,45,8,145,128,20,19,50,16.6,15.7,14.6,11.05,42244,12.1801,001,N,96.8,001902041,001902
001903041,97,85,104,10,286,257,18,33,117,15,16.9,17.2,12.96875,39769,23.6508,001,N,96.1,001903041,001903
001904041,62,53,59,25,174,135,14,30,101,10.9,10.3,13.8,10.933333333,40049,16.2726,001,N,96.3,001904041,001904
001907041,203,213,211,186,627,217,31,52,441,17.7,17.6,18.8,11.963636364,40365,50.3358,001,N,97.1,001907041,001907
002901041,228,237,213,14,678,249,40,59,308,12.6,14.9,18,14.961538462,56790,48.5778,002,N,95.7,002901041,002901
003902041,193,202,204,27,599,453,28,59,339,18.8,21.2,20.6,13.623036649,44166,42.8627,003,N,96.9,003902041,003902
003903044,602,599,579,552,1780,649,208,297,1236,16.9,21.5,22.7,14.128787879,43934,127.8119,003,N,95.7,003903044,003903
003904041,145,130,137,13,412,383,41,30,202,22.1,16.4,22.2,10.965517241,39158,28.1169,003,N,94.9,003904041,003904
003905041,139,128,121,56,388,125,25,33,313,15.3,16.6,19.2,11.108108108,41818,33.2943,003,N,96.4,003905041,003905
003907041,123,114,117,13,354,291,18,46,184,17,18.4,19.1,13.258064516,43995,26.8105,003,N,96.1,003907041,003907
004901041,236,257,231,15,724,410,27,77,478,18.7,23,21.3,12,43984,56.9623,004,N,95.7,004901041,004901
005902041,63,70,68,1,201,184,13,21,55,14.1,14.2,17.6,13.526315789,39586,15.402,005,N,96.7,005902041,005902
005904041,44,40,42,0,126,99,12,9,56,19.5,15.6,20.3,15.684210526,43104,9.0478,005,N,.,005904041,005904
007901041,49,49,31,0,129,16,3,12,103,18.1,19.8,15.8,12.4,47283,6.8837,007,N,95.6,007901041,007901
007902041,98,114,96,3,308,118,30,31,189,17.8,17.5,18.9,14.333333333,48232,22.33,007,N,97,007902041,007902
007904041,135,136,126,3,397,72,25,33,300,18.2,19.9,18.7,9.5017752577,43476,31.6142,007,N,96.4,007904041,007904
007906041,129,139,128,1,396,49,33,34,307,18.7,19.3,17.7,9.2265607995,40517,27.9198,007,N,94.7,007906041,007906
008901041,149,155,162,54,466,299,59,57,180,17.3,16.9,19,14.417721519,44057,38.367,008,N,96.2,008901041,008901
008902041,199,174,200,67,573,262,62,65,299,14.8,14.5,16.8,13.083333333,47908,44.8801,008,N,96.4,008902041,008902
008903041,70,62,62,23,194,86,5,18,107,13.6,14.9,13.7,15.736842105,46784,16.9875,008,N,96.5,008903041,008903
009901041,102,109,98,0,309,67,17,34,260,11.5,11.4,15.5,13.483870968,42525,28.298,009,N,96.2,009901041,009901
010902041,203,176,203,3,582,456,67,74,318,19.8,21,18.9,11.355555556,48567,42.0887,010,N,95.7,010902041,010902
011902041,311,296,281,154,888,312,74,93,616,23.4,21.4,24.6,11.95924456,47120,51.2839,011,N,95.4,011902041,011902
011904041,129,123,137,38,389,270,30,43,197,15.8,13.9,17.1,11.794117647,42320,32.7191,011,N,95.8,011904041,011904
013901041,244,262,265,15,771,131,84,60,542,16.4,18.4,19.6,12.814645578,44334,52.3567,013,N,94.8,013901041,013901
013905041,59,69,67,2,195,59,12,27,137,22.3,21.3,22.5,11.444444444,44341,13.7696,013,N,96.1,013905041,013905
014903042,314,303,315,61,932,523,90,119,531,18.1,19.3,20.4,12.413580247,45211,74.4893,014,N,95.9,014903042,014903
014903043,385,362,320,96,1067,692,115,107,358,20.1,21.9,25.2,11.649698806,45355,69.9039,014,N,96.4,014903043,014903
014905041,36,64,41,12,141,89,26,7,72,18.2,17.3,17.3,16.4,42844,10.8768,014,N,97.6,014905041,014905
014906009,11,39,28,35,78,21,1,17,48,.,.,.,14.390145628,53230,13.8996,014,N,90.9,014906009,014906
014906042,244,215,216,239,675,142,49,96,485,26.4,26.2,28.4,13.0625,49517,45.114,014,N,96.2,014906042,014906
014906043,282,208,219,346,709,157,51,106,420,18.2,15.9,23.5,11.222151851,47971,56.6353,014,N,95.7,014906043,014906
014906044,210,217,171,274,598,119,32,104,387,23.3,26.2,26.8,12.510924403,49475,39.921,014,N,96.8,014906044,014906
014906045,254,235,188,200,677,281,33,80,391,25,23,28.9,11.121693354,47897,44.5001,014,N,96.3,014906045,014906
014906046,259,257,269,209,785,384,92,98,378,22.5,24.2,30.6,11.829413314,48363,51.2299,014,N,94.9,014906046,014906
014906048,283,236,261,393,780,164,42,96,422,23.4,28.4,24.7,7.4837851322,45559,51.9358,014,N,96,014906048,014906
014906049,304,250,232,362,786,211,65,93,273,20.1,21.7,22.6,11.060332173,47505,56.8462,014,N,97.6,014906049,014906
014906050,318,311,306,445,935,185,66,110,419,20.2,23.7,27.3,8.0263388938,46008,60.293,014,N,96.5,014906050,014906
014906051,269,271,332,257,872,382,133,65,161,21.3,20.6,24.1,11.237669722,47327,57.3657,014,N,96.5,014906051,014906
014906052,194,176,150,139,520,215,21,61,304,19.1,21.3,23.2,8.0306676367,45591,35.7429,014,N,94.1,014906052,014906
014906053,234,169,183,222,586,182,37,75,225,17.8,21.6,24.8,7.0606845613,44834,42.2177,014,N,.,014906053,014906
014907041,68,61,69,4,198,152,23,25,88,14.2,14.2,14.2,15.038461538,43598,18.2392,014,N,97.3,014907041,014907
014909041,205,222,207,198,634,184,52,55,467,21.2,19.5,20.3,9.7378640777,43188,50.5572,014,N,94.9,014909041,014909
014909042,170,166,162,197,498,117,45,48,375,16.2,17.3,18.2,10.863157895,43490,45.6834,014,N,94.3,014909042,014909
014909044,188,188,209,94,585,249,106,60,340,21.8,25.2,20.6,8.7913024494,42493,45.21,014,N,94.8,014909044,014909
014910041,105,93,98,7,296,224,31,29,124,18.9,13.6,21.2,12.522442758,40691,23.7409,014,N,96.3,014910041,014910
015805041,75,71,77,1,223,7,0,28,202,24.7,24.7,24.7,9.1666666667,44959,9.6156,015,Y,94.8,015805041,015805
015901041,354,332,368,16,1054,641,274,64,203,23.2,19.3,25.2,12.473262032,53994,72.1695,015,N,96,015901041,015901
015904041,285,310,276,2,871,22,68,78,810,17.8,22.7,24.3,13.75,50173,53.6216,015,N,96,015904041,015904
015904042,255,249,244,1,748,14,57,90,688,13.7,18,18.2,12.600631346,49929,51.0744,015,N,96.2,015904042,015904
015904043,247,238,264,5,749,35,67,81,654,16.9,17.5,17.6,12.744680851,49597,47.0088,015,N,94.8,015904043,015904
015904044,216,246,199,8,661,31,39,69,557,11.3,17.4,19.8,12.891304348,49136,45.25,015,N,96.1,015904044,015904
015904045,5,8,13,0,26,0,1,5,25,6.7,6,7.3,19.344766732,55532,4.0172,015,N,82.6,015904045,015904
015905041,234,207,249,6,690,7,63,91,620,21.6,23.3,27.9,11.675029185,49286,43.9489,015,N,94.6,015905041,015905
015905044,231,227,203,11,661,5,82,82,601,21.7,18.7,25.6,10.102040816,48426,45.2066,015,N,94.1,015905044,015905
015905046,315,200,180,5,695,7,54,105,572,18,23.3,22.1,10.420451474,49024,50.0498,015,N,92.5,015905046,015905
015906041,89,89,86,60,264,144,27,21,26,19.1,19.8,21.8,17.21875,53097,19.0015,015,N,97.2,015906041,015906
015907023,75,70,70,18,215,18,64,3,165,23.5,17.6,12.8,9.5384615385,48652,11.2132,015,N,98.3,015907023,015907
015907041,182,227,256,27,665,31,36,98,613,20.1,20.8,20.5,8.5897435897,47331,37.622,015,N,93.7,015907041,015907
015907043,233,205,203,280,641,19,55,103,611,13.5,16.3,21.8,12.11627907,49993,40.8237,015,N,93.8,015907043,015907
015907046,108,129,107,80,344,6,18,88,340,14.1,14,15.1,10.875,48569,23.4017,015,N,94,015907046,015907
015907047,224,262,254,4,740,12,74,98,667,14.6,16.7,16.6,12.512820513,49210,38.4986,015,N,94.7,015907047,015907
015907049,266,297,309,8,872,4,50,129,841,17.7,18.8,21.6,13.04,50555,50.0073,015,N,93.5,015907049,015907
015907050,281,324,326,15,931,33,77,153,842,15.8,19.6,18.7,12.3,49206,48.9752,015,N,93.6,015907050,015907
015907051,141,154,136,3,431,4,33,73,411,16.8,18.2,16.1,12.5,49174,31.7955,015,N,94.1,015907051,015907
015907053,126,132,158,16,416,8,33,79,379,23,21.4,25.9,9.2142857143,47205,27.4031,015,N,93.6,015907053,015907
015907054,222,239,248,71,709,9,102,106,655,16.9,16.4,17.8,10.55,47972,40.0015,015,N,94.2,015907054,015907
015907055,257,223,217,21,697,7,132,100,643,12.5,15.9,12.8,7.7380952381,47496,41.3578,015,N,93.7,015907055,015907
015907057,179,205,190,41,574,27,32,76,523,21.7,21.2,19.3,14.424242424,50792,32.7045,015,N,93.3,015907057,015907
015907058,188,214,268,19,670,23,54,103,634,21.7,19.6,23.4,9.0526315789,47312,38.0053,015,N,93.3,015907058,015907
015907059,289,309,276,5,874,21,74,121,815,19.1,21,18.9,9.3090909091,47736,53.9713,015,N,94.2,015907059,015907
015907061,318,312,298,9,928,9,115,124,862,15.3,20.1,16.8,16.298245614,52450,54.3003,015,N,94.2,015907061,015907
015908041,161,202,186,1,549,6,18,66,505,19.2,16.9,18.1,12.717391304,50362,44.1817,015,N,95.2,015908041,015908
015908042,151,169,155,13,475,21,15,63,399,16,11.4,13.2,8.5957446809,48963,43.7581,015,N,94,015908042,015908
015908043,159,161,164,4,484,4,18,53,436,19.1,15,17.1,11,50823,40.5565,015,N,95,015908043,015908
015908044,159,186,198,4,543,15,55,51,374,20.3,18.8,22.2,8.512195122,48599,38.9476,015,N,96,015908044,015908
015910041,414,367,374,89,1155,441,118,115,479,24.1,20.1,22.9,12.730769231,54362,75.2655,015,N,96,015910041,015910
015910042,278,293,311,135,882,241,60,120,551,22.1,16.2,24.8,11.72972973,53558,70.6819,015,N,96,015910042,015910
015910043,418,405,393,129,1216,293,149,121,832,20,19.6,21.4,11.010752688,52887,88.7778,015,N,96,015910043,015910
015910044,386,363,302,47,1051,109,82,117,865,17.4,17.7,18.3,9.4782608696,52879,88.2797,015,N,94.9,015910044,015910
015910045,312,257,272,43,841,180,70,116,512,22.1,20.3,24,9.8125,52440,61.818,015,N,96,015910045,015910
015910046,331,331,323,294,985,128,36,162,746,20.2,19.2,23.2,10.363500714,52380,78.7018,015,N,95.8,015910046,015910
015910047,333,297,361,120,991,313,62,115,589,23.3,23.2,27.1,10.260869565,52615,68.262,015,N,96.2,015910047,015910
015910048,383,422,440,51,1245,702,152,103,251,25.9,20.7,28.4,11.790123457,53294,73.6174,015,N,97,015910048,015910
015910049,316,353,357,87,1026,433,93,106,361,24.6,22.7,27,13.328571429,54242,68.3973,015,N,96.4,015910049,015910
015910050,458,439,455,88,1352,699,176,97,165,26,23.8,27,10.952380952,52995,81.7562,015,N,96.8,015910050,015910
015910053,8,11,22,5,41,9,0,12,30,5.5,4.7,7.5,9.9,52300,10.0004,015,N,83.2,015910053,015910
015910056,499,522,512,79,1533,821,198,124,174,23.6,21.9,25.7,10.451612903,52354,89.8579,015,N,97.2,015910056,015910
015910057,396,354,374,45,1124,653,182,105,102,24,24.5,24.2,11.058823529,52806,66.0247,015,N,96.9,015910057,015910
015910058,457,482,441,149,1380,548,93,128,500,27.9,23.1,24.7,10.965909091,52915,84.8674,015,N,96.7,015910058,015910
015911044,385,375,382,164,1142,110,63,110,806,17.8,21.2,22.1,10.231884058,50797,66.3143,015,N,95.3,015911044,015911
015912041,320,301,273,13,894,89,62,110,733,19.2,20.5,21.8,10.485331121,52572,59.9269,015,N,94.8,015912041,015912
015912042,280,300,298,17,878,13,46,104,838,21.9,20.5,19.6,9.0821917808,51566,62.6036,015,N,94.7,015912042,015912
015912044,278,255,252,59,785,69,62,90,609,20.2,20.3,24.9,8.9752321784,51276,51.9097,015,N,95.2,015912044,015912
015915041,410,371,362,84,1143,130,145,156,779,20.8,20.1,21.2,8.4936708861,50388,77.2902,015,N,94.1,015915041,015915
