,gr6_stu_count,gr7_stu_count,gr8_stu_count,black_stu_count,all_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
001902041,44,39,47,20,130,104,17,24,33,15,12.3,14.3,9.2,32687,11.4,001,N,97.6,001902041,001902
001903041,102,88,89,17,279,246,18,70,111,15.2,11.3,14.5,9.3,31846,22.9,001,N,96.4,001903041,001903
001904041,52,52,59,19,163,135,20,29,69,12.3,14.3,15.9,11.7,34053,17,001,N,96.2,001904041,001904
002901041,214,231,254,12,699,295,62,147,299,12.2,17.4,17.6,15.9,44495,55.6,002,N,96.2,002901041,002901
003902041,170,177,186,26,533,404,32,78,267,19.1,19.1,20.6,13.8,34970,40,003,N,96.7,003902041,003902
003903044,592,632,589,586,1813,767,164,323,981,18.9,22.5,24.3,12.2,35470,123.2,003,N,96.2,003903044,003903
003904041,120,136,125,14,381,359,22,97,161,26.9,30.5,30.8,9.7,33116,30.9,003,N,95.3,003904041,003904
003907041,144,139,129,11,412,353,27,83,161,21.1,20.4,21.6,14.7,38541,28.8,003,N,97.8,003907041,003907
004901041,266,254,245,19,765,447,58,140,413,18.1,18.8,19.9,13.9,37797,57.3,004,N,94.9,004901041,004901
005902041,69,81,70,0,220,215,17,13,43,17.2,18.4,18.9,14.1,35461,16.9,005,N,97.3,005902041,005902
007901041,38,38,32,0,108,17,12,20,74,17.5,8.8,17.5,13.5,39734,8,007,N,95.5,007901041,007901
007902041,116,97,107,0,320,138,36,41,196,20.1,20.6,18.7,8.8,37721,23.9,007,N,96.5,007902041,007902
007906041,130,126,116,1,372,61,24,60,277,15.8,16,19.8,9,34247,28.4,007,N,96,007906041,007906
008901041,180,175,183,58,538,388,78,75,127,17.9,16.2,22,13.7,39458,37.2,008,N,96.1,008901041,008901
008903041,81,76,69,43,226,113,18,45,110,18,15.6,18,16.1,39643,16.8,008,N,96.3,008903041,008903
009901041,100,111,108,5,319,108,29,45,207,14.2,14.8,18.2,13.4,35982,31.4,009,N,96.6,009901041,009901
010902041,212,231,251,8,694,545,89,110,268,22.8,21,20.1,9.7,35439,51,010,N,96.1,010902041,010902
011902041,202,216,220,105,638,278,30,82,331,18.6,17.4,21.5,10.5,37748,54.5,011,N,96.6,011902041,011902
013905041,61,52,56,3,169,60,13,31,107,16.2,16.3,18,9.2,34086,12.6,013,N,95.3,013905041,013905
014902041,46,35,36,17,117,50,17,19,79,13.8,11.8,17.5,6.8,35101,9.1,014,N,96.2,014902041,014902
014905041,43,38,42,5,123,87,18,11,64,19.3,19.3,20,14,37672,8.2,014,N,96.9,014905041,014905
014906009,23,55,36,75,114,22,1,28,68,11.9,12,12.9,12.4,44191,10.5,014,N,90.6,014906009,014906
014906041,254,289,238,327,781,242,45,138,425,19.4,20.2,20.1,7.8,39413,57.7,014,N,95.9,014906041,014906
014906042,258,241,245,251,744,309,96,129,321,22.5,20.4,23.8,8.5,39508,53.3,014,N,95.6,014906042,014906
014906043,291,281,224,428,796,215,40,108,394,20.1,21.8,21.3,11.4,41916,55.6,014,N,96.6,014906043,014906
014906044,241,244,242,382,727,205,60,143,358,21.4,17.9,23.8,11.4,41688,51.4,014,N,96.4,014906044,014906
014906045,282,256,215,335,753,244,43,96,399,21.9,21.9,23.2,10.1,40204,51.6,014,N,96.5,014906045,014906
014906046,273,283,258,159,814,509,121,127,278,21.9,18.5,23.1,11.6,41955,56.2,014,N,95.9,014906046,014906
014906048,276,280,251,397,807,201,71,125,329,23.3,18.3,23.9,5.3,37206,54.8,014,N,96.8,014906048,014906
014906049,276,342,288,336,906,358,119,122,210,21.8,20,22.1,7.4,38159,58.5,014,N,97.3,014906049,014906
014906050,194,164,156,265,514,139,35,88,260,17.3,17.3,19.3,6,37484,43.2,014,N,.,014906050,014906
014907041,71,64,65,5,200,162,29,27,77,17.1,16.9,16.3,11.6,33903,15.2,014,N,96.2,014907041,014907
014909041,232,211,208,204,651,273,27,127,346,19.8,20.7,21.4,9.5,35230,49.2,014,N,95.5,014909041,014909
014909042,205,223,213,255,641,257,59,137,335,15.7,16.1,21.2,11.6,35529,48.2,014,N,95.1,014909042,014909
014909044,202,199,184,99,585,291,31,123,314,15.1,15.7,21.9,10.1,35684,44.5,014,N,95.9,014909044,014909
014910041,103,95,114,5,312,225,41,62,117,18.9,16,20.6,14.8,35725,25.4,014,N,96.7,014910041,014910
015813041,11,10,12,22,33,3,0,6,27,37.5,37.5,.,23.9,26621,3.9,015,Y,84.1,015813041,015813
015901041,373,332,345,24,1050,734,280,106,187,20.9,19.6,22,15.5,44657,72.4,015,N,96.4,015901041,015901
015904041,316,322,310,3,948,31,83,158,886,19.2,17.9,21.7,12.3,41737,61.5,015,N,94.9,015904041,015904
015904042,247,263,244,3,754,5,86,151,722,22.4,30.3,22.4,10.5,39703,53.7,015,N,95.2,015904042,015904
015904043,244,239,240,7,723,45,70,168,549,21.8,22.5,23.2,10,39829,55.3,015,N,94.8,015904043,015904
015904044,231,246,240,9,717,70,94,137,680,23,32.3,30.1,10.8,39928,50.3,015,N,95.5,015904044,015904
015904045,3,9,13,0,25,1,0,10,24,.,.,.,8.1,38715,5.8,015,N,80.7,015904045,015904
015905041,243,215,242,7,700,12,58,127,698,23.1,28.4,29.5,10,39352,43.4,015,N,94.3,015905041,015905
015905044,226,209,184,32,619,7,42,137,518,26.1,26.1,23.3,11.7,40385,41,015,N,93.7,015905044,015905
015905045,153,146,168,0,467,5,59,105,458,22.2,27.3,47,9.8,39674,34.6,015,N,94.8,015905045,015905
015905046,213,203,212,6,628,1,62,150,622,23.1,23.5,24.7,12.2,40717,43.8,015,N,95.2,015905046,015905
015906041,81,83,75,51,239,154,33,36,54,15.3,18.1,15.4,15.3,45967,22.4,015,N,96.9,015906041,015906
015907041,235,227,216,27,678,49,30,115,647,19.5,21.1,20.8,10.6,42912,40,015,N,95.2,015907041,015907
015907042,160,144,119,2,423,1,21,111,388,21.8,23.4,23.5,15.2,46216,31.7,015,N,92.4,015907042,015907
015907043,295,378,332,475,1005,45,158,152,893,22.9,22.3,23.4,15.7,46682,59.4,015,N,95.6,015907043,015907
015907046,173,190,193,130,556,11,16,136,522,16.3,16.7,19.2,6.6,40073,43.8,015,N,92.2,015907046,015907
015907047,193,169,197,0,559,6,22,89,491,20.9,22.7,21.6,11.4,42973,38.3,015,N,95.3,015907047,015907
015907049,326,281,263,18,870,3,51,134,861,17.3,26.4,28.4,15.5,47326,50.5,015,N,94.2,015907049,015907
015907050,255,242,256,15,753,49,75,147,681,17.4,16.7,23,15.3,46562,44.5,015,N,94.1,015907050,015907
015907051,186,168,160,1,514,3,39,103,454,17.7,20.8,22.6,13.9,45784,34,015,N,96.6,015907051,015907
015907052,181,206,196,19,583,17,25,126,504,18.9,18.1,25.3,12.2,44054,39.7,015,N,94.7,015907052,015907
015907053,217,174,178,17,569,14,15,130,463,21.4,24.3,26.3,13.5,44217,35.9,015,N,93.2,015907053,015907
015907054,303,297,298,111,898,38,74,154,887,27.1,24.4,27.9,13.6,44820,52.4,015,N,96,015907054,015907
015907055,229,227,179,15,635,18,109,91,605,17.6,19.7,21.8,10.8,43644,43.1,015,N,96.6,015907055,015907
015907056,131,131,136,199,398,21,5,125,390,17.8,11.3,24.1,9.1,41486,33.8,015,N,93.3,015907056,015907
015907057,235,269,248,64,752,86,52,128,685,19.4,24.7,24.6,14.6,47308,44.3,015,N,95.1,015907057,015907
015907058,234,258,261,23,753,31,37,141,753,15.5,24.6,25.9,15.7,46467,45,015,N,95.5,015907058,015907
015907059,285,248,243,5,776,33,39,131,737,20.5,22.3,23.1,13,44120,45.1,015,N,95,015907059,015907
015907061,285,382,346,6,1013,25,223,87,904,21.9,25,24,19.4,50370,59.5,015,N,95.8,015907061,015907
015907063,8,15,25,3,48,3,1,13,46,8.7,13.6,9.1,7.1,40720,13,015,N,83.1,015907063,015907
015907064,5,3,4,2,12,1,0,12,12,.,.,.,8.5,42467,2,015,N,.,015907064,015907
015908041,288,277,256,5,821,7,63,138,782,19.8,16.3,19.3,11.4,41365,56.2,015,N,95.9,015908041,015908
015908042,209,188,179,31,576,30,66,84,496,17.3,17.5,18.5,10.8,39974,43.3,015,N,95,015908042,015908
015908043,286,256,262,4,804,15,98,132,713,19,19.5,21.6,15.6,45131,48.3,015,N,95.7,015908043,015908
015910041,423,392,390,74,1205,645,161,211,317,23,23.3,22.6,11.9,43931,76.4,015,N,95.2,015910041,015910
015910042,307,316,293,148,916,364,55,205,444,20.4,19.5,25.7,15.7,46657,64.4,015,N,95.1,015910042,015910
015910043,377,360,298,151,1035,328,81,166,624,20.4,20,18.9,12.6,44635,80.7,015,N,93.9,015910043,015910
015910044,317,274,274,34,865,94,12,165,724,17.7,20.9,21.9,8.8,41682,61.1,015,N,93.2,015910044,015910
015910045,365,351,358,38,1074,368,87,164,538,22.3,22.7,23.6,10.2,42684,64.9,015,N,95.7,015910045,015910
015910046,340,367,296,330,1003,220,29,191,654,22.4,22.6,25.5,10.6,42672,69.1,015,N,95.1,015910046,015910
015910047,436,419,400,161,1255,572,88,238,476,23.2,24,27.8,12.5,44012,80.3,015,N,95.6,015910047,015910
015910048,482,479,479,45,1440,976,226,228,155,23.3,25.7,27.1,11.4,43491,90.9,015,N,96.1,015910048,015910
015910049,533,535,562,138,1630,908,174,266,320,22.5,21.7,23.6,10.9,42941,111.5,015,N,96,015910049,015910
015910050,396,467,439,41,1302,919,192,109,50,23.6,25.2,25.7,12.2,43546,78,015,N,96.6,015910050,015910
015910053,6,4,11,3,21,8,0,6,13,15,15,15,22.8,51005,12,015,N,75.8,015910053,015910
015910056,351,333,276,44,960,660,141,119,82,22.7,23.8,25,9,41509,60.3,015,N,96.8,015910056,015910
