,gr9_stu_count,gr10_stu_count,gr11_stu_count,gr12_stu_count,black_stu_count,all_stu_count,asian_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
037907002,182,143,137,133,83,595,6,406,54,74,302,21.5,18,17.2,12.168178586,41714,41.7473,037,N,95.3,037907002,037907
037909001,24,26,31,23,15,104,0,81,5,5,68,12.3,9.7,14.8,9.1351351351,42159,13.0912,037,N,95.1,037909001,037909
038901001,101,71,87,71,23,330,5,175,33,47,182,11.8,11.2,12.4,12.941176471,43184,30.2209,038,N,94.3,038901001,038901
039902001,68,70,70,54,3,262,1,227,18,32,72,13.6,13.9,13.3,18.491803279,46660,26.0438,039,N,96.6,039902001,039902
040901001,32,31,25,28,5,116,0,19,6,11,100,7.7,8.6,10.4,12.681818182,42293,17.3006,040,N,96.6,040901001,040901
040901002,2,2,3,1,0,8,0,0,0,1,8,.,.,.,15.333333333,44184,5.9519,040,N,83.9,040901002,040901
040902002,1,0,0,2,0,3,0,1,0,1,2,.,.,.,.,.,.,040,N,-1,040902002,040902
041901003,1,1,1,1,0,4,0,3,0,2,4,.,.,.,.,.,.,041,N,-1,041901003,041901
042901001,73,56,64,60,9,253,2,170,22,23,111,12,10.2,13,14.987012987,43208,25.7444,042,N,96.8,042901001,042901
043901001,2,1558,1406,1445,488,4411,529,2580,610,399,671,19.6,21.7,21.9,11.87694531,52672,233.9537,043,N,96.8,043901001,043901
043902001,157,180,133,133,55,603,6,367,17,53,224,16.1,16.5,18.5,10.444444444,45594,45.3363,043,N,96,043902001,043902
043903001,186,164,145,134,28,629,6,442,29,56,143,14.7,15,14.9,12.586206897,46512,44.869,043,N,96.9,043903001,043903
043904001,109,105,112,105,28,431,0,279,25,29,184,17.4,15.1,18.7,11.56097561,45745,35.3295,043,N,96.6,043904001,043904
043905001,540,530,445,401,217,1916,217,1058,173,110,293,21.2,22.6,20.4,11.143415975,53002,132.252,043,N,95.9,043905001,043905
043905002,617,519,545,506,197,2187,244,1318,206,148,215,21.8,24,22.9,12.180300836,52998,143.4011,043,N,95.9,043905002,043905
043905005,575,550,448,440,138,2013,99,1445,140,108,143,20.2,21.7,21.5,10.567042009,52523,132.2842,043,N,95.7,043905005,043905
043905006,690,597,513,422,294,2222,499,1095,268,152,219,21,24.3,23.8,8.3587800012,50615,144.8698,043,N,96.6,043905006,043905
043905007,611,535,439,399,384,1984,281,952,116,132,273,21.6,23.3,22.4,9.6478979327,51365,132.0571,043,N,96.5,043905007,043905
043905008,364,305,299,274,245,1242,92,628,64,94,187,20.5,22.3,21.1,10.109375,51650,89.4988,043,N,96.5,043905008,043905
043907002,586,519,506,463,255,2074,69,1097,167,153,544,20.4,20,22,11.910299003,52252,136.2377,043,N,94.3,043907002,043907
043907004,579,539,481,435,379,2034,75,1012,182,182,551,17.6,20.9,19.5,12.428342075,52328,134.3135,043,N,95.4,043907004,043907
043907007,858,745,742,694,306,3039,93,1925,334,213,507,18.5,22.9,23.3,9.7256561651,50763,178.4926,043,N,94.9,043907007,043907
043907197,3,3,3,2,5,11,0,3,0,3,5,.,.,.,8.8333333333,49717,5.9999,043,N,79.7,043907197,043907
043908001,142,119,135,127,31,523,7,369,54,55,99,14.2,17.9,18.7,9.5714285714,51779,34.3328,043,N,93.6,043908001,043908
043910006,169,129,1159,1553,380,3010,696,1066,567,244,847,21,22.4,23.5,12.902640196,53952,182.9037,043,N,95.7,043910006,043910
043911001,282,241,231,233,69,987,6,528,60,121,489,15.6,17.7,18.1,11.814285714,50494,67.2036,043,N,93.2,043911001,043911
043912001,473,423,384,348,135,1628,39,1167,124,109,137,20.7,23.4,25,10.084444444,54212,107.5398,043,N,96.2,043912001,043912
043914001,620,503,473,379,353,1975,196,990,263,131,499,19.5,22.6,22.1,10.428571429,52286,121.2321,043,N,96.2,043914001,043914
043914003,504,470,389,371,206,1734,38,1023,156,159,453,21.2,21.3,22.9,8.8928571429,52185,108.726,043,N,95.7,043914003,043914
043917001,44,45,49,35,0,173,1,149,15,14,81,12.4,11.3,11.2,9.5217391304,39998,16.9579,043,N,95.9,043917001,043917
043918001,148,122,109,101,23,480,2,355,52,45,174,15.4,19.7,16.1,13,47362,35.9216,043,N,96.1,043918001,043918
043919001,333,312,266,271,23,1182,50,972,237,59,33,16.7,18.5,22.9,10.636155606,51710,94.4636,043,N,96,043919001,043919
044902001,39,44,36,41,10,160,0,80,13,17,93,11.6,13,12.9,16.433962264,47142,20.4584,044,N,97,044902001,044902
045902001,133,108,126,107,63,474,4,271,22,51,197,16.4,14.4,15.6,12.775510204,44937,44.4126,045,N,94.4,045902001,045902
045903001,89,82,79,73,64,323,1,93,26,45,208,11.3,13.2,13.1,13.055555556,47452,32.5258,045,N,94.9,045903001,045903
045905002,55,45,57,39,26,196,0,100,5,17,74,14.6,11.2,13.6,16.611445249,43519,19.7113,045,N,97,045905002,045905
046901001,18,602,612,453,31,1685,12,914,153,139,473,20.6,23.5,21.2,13.486620416,51039,89.3046,046,N,94.1,046901001,046901
046901038,2,16,14,18,3,50,0,14,0,4,28,5.3,3,3.1,13.086956522,51568,5.959,046,N,88.7,046901038,046901
046902001,648,544,567,452,59,2211,25,1150,235,189,687,22,19.6,19.6,14.890756303,51136,115.3158,046,N,94.7,046902001,046902
046902002,636,574,556,522,71,2288,34,1382,336,164,278,22,19,20.6,14.5078125,50170,124.2017,046,N,95.9,046902002,046902
046902003,227,230,226,173,10,856,2,605,85,118,316,19,16,16.1,12.543892898,48774,63.4643,046,N,94,046902003,046902
046902007,57,65,49,42,5,213,1,108,31,10,80,18.9,10.7,14.6,12.4375,50199,15.1123,046,N,95.9,046902007,046902
047901001,106,92,70,66,1,334,2,175,18,30,204,12.1,12.6,12.4,11.477272727,40938,35.9801,047,N,95.2,047901001,047901
047902001,44,46,42,35,3,167,0,100,11,12,95,10.7,9.6,12.8,13.636363636,45368,18.873,047,N,95.4,047902001,047902
049901001,214,183,165,148,49,710,10,234,58,59,472,18.3,17.3,20.8,11.326784851,45179,54.1352,049,N,95.1,049901001,049901
049903001,41,55,48,50,0,194,6,154,14,17,68,9.4,14.2,11.5,17.227272727,45367,19.047,049,N,94.9,049903001,049903
049905001,95,88,81,80,2,344,0,297,31,39,147,9.8,13.6,14.5,13.74070944,47452,29.7169,049,N,95.6,049905001,049905
050902001,208,193,196,191,24,788,4,591,62,112,333,16.2,16.7,17.1,12.98875209,42066,59.1253,050,N,95,050902001,050902
050910001,590,617,515,476,477,2198,36,1010,149,186,874,14.2,13.9,15.6,9.5119966696,47368,161.8215,050,N,95.2,050910001,050910
050910005,6,14,23,5,6,48,0,26,0,6,22,1.7,1.8,1.6,8.2857142857,46573,10.4954,050,N,80,050910005,050910
052901001,97,78,59,56,7,290,0,82,27,21,67,8.9,9.5,15,13.714285714,52692,33.8683,052,N,95.4,052901001,052901
053001001,63,53,50,49,1,215,1,45,15,18,97,12.2,13.3,14.1,12.458333333,46058,22.8343,053,N,95.2,053001001,053001
054901001,24,32,22,21,4,99,0,27,3,11,72,12.5,9.7,11.7,12.501195351,45337,14.5803,054,N,95.6,054901001,054901
054903001,35,31,33,28,0,127,0,31,10,19,98,7.4,7.8,9.3,11.608695652,41143,18.8289,054,N,94.6,054903001,054903
056901001,133,123,126,103,4,485,4,244,18,30,193,14.3,16.2,17.7,12.274131772,43599,41.3682,056,N,94,056901001,056901
057803002,139,137,120,123,34,519,258,108,0,21,48,17,11.8,16.3,6.2548023764,51387,35.9919,057,Y,96.8,057803002,057803
057804001,135,124,164,77,204,500,3,9,0,66,470,8.2,8.9,7.9,3.3790666305,47811,28.7373,057,Y,86.5,057804001,057804
057804002,126,198,188,183,178,695,1,16,0,77,684,13.8,15.1,14.5,3.2000806984,47305,40.7895,057,Y,95.6,057804002,057804
057804003,59,84,110,73,49,326,3,19,0,37,287,8.5,11.3,11.1,3.2225538491,45623,17.9245,057,Y,85.6,057804003,057804
057804004,125,109,146,139,237,519,0,19,0,79,504,9.5,12.3,9.4,6.0687054935,45755,30.9825,057,Y,87.2,057804004,057804
057804006,123,77,135,51,79,386,6,8,0,53,360,20.8,15.3,21.4,1.8550157153,43670,20.8485,057,Y,.,057804006,057804
057804007,107,98,88,86,130,379,0,10,0,51,345,10.3,12.2,10.9,3.8196969142,46649,21.8298,057,Y,.,057804007,057804
057804008,69,50,68,42,7,229,0,24,0,16,205,6.8,7.3,7.9,4.4074773389,45153,14.8893,057,Y,.,057804008,057804
057804009,140,95,111,60,209,406,0,4,0,48,400,10.7,12,11.4,3.3041441363,47016,22.7585,057,Y,.,057804009,057804
057804010,151,82,83,54,115,370,2,5,0,30,348,5.5,9.3,7.3,1.9512660554,44389,19.2796,057,Y,.,057804010,057804
057804011,133,101,107,107,7,448,1,7,0,41,406,10.1,13.1,11.6,4.3977062069,46437,22.3934,057,Y,.,057804011,057804
057815001,135,92,76,56,103,359,0,10,3,26,308,17.7,19.5,20.9,3.1818181818,50212,26.0944,057,Y,94.5,057815001,057815
057828001,50,18,75,44,43,187,4,51,0,13,124,4.1,4.4,4.3,3.2316719678,43662,11.5819,057,Y,74.1,057828001,057828
057828002,27,28,73,43,26,171,1,86,0,37,72,4.4,4.7,4.7,11.153841885,42635,11.9979,057,Y,79.2,057828002,057828
057828003,103,1,98,71,65,273,9,89,0,40,155,5.3,6.2,5.3,5.4828575732,42776,11.8912,057,Y,78.7,057828003,057828
057828004,113,26,112,43,60,294,5,77,0,44,194,6.1,7.4,6.6,5.6476201784,42006,12.8989,057,Y,77.6,057828004,057828
057828005,106,31,156,47,16,340,4,187,0,41,139,6.6,7.3,6.5,5.4615384615,42937,12.1704,057,Y,78.4,057828005,057828
057828006,37,12,58,34,15,141,0,75,0,21,74,6,6,5.7,6.8888888889,42722,8.0218,057,Y,81.4,057828006,057828
057834001,98,129,161,108,224,496,3,40,0,65,334,9.5,12.2,10.9,6.4434324682,54546,19.3792,057,Y,83.7,057834001,057834
057834003,13,16,8,3,29,40,0,6,0,1,37,3.3,2.4,2.1,0,47260,4.2776,057,Y,.,057834003,057834
057838006,101,111,111,87,35,410,5,2,0,39,325,19,16.4,17.5,2.5722824069,49516,29.6303,057,Y,97,057838006,057838
057842001,111,132,97,99,11,439,0,2,0,22,390,22.4,21.8,23.2,1.2021398089,46320,28.7445,057,Y,96.4,057842001,057842
057843001,100,73,72,51,195,296,2,3,0,19,199,15.3,16.4,16.9,2.5827629732,47831,22.7846,057,Y,95.5,057843001,057843
057903001,605,546,524,464,108,2139,81,278,276,136,1449,25.3,25.8,17.9,10.895653121,53920,132.8742,057,N,94,057903001,057903
057903002,608,514,466,390,460,1978,140,380,230,146,1112,22.8,26.7,24.9,10.535433071,53921,124.9477,057,N,95.1,057903002,057903
057903006,487,473,529,427,261,1916,238,588,253,158,851,23,25,24.1,10.983550072,54079,124.8479,057,N,95.8,057903006,057903
057903007,217,226,192,166,319,801,184,145,87,66,343,25.2,23.9,22.3,7.4638307479,51843,55.9839,057,N,95.3,057903007,057903
057903010,69,68,85,91,11,313,16,16,40,1,229,21.6,19,21.2,7.2727272727,51505,11.0001,057,N,95.7,057903010,057903
057904001,77,553,575,487,1161,1692,26,118,74,165,990,21.9,21.9,20.9,10.110130773,51903,116.584,057,N,94.7,057904001,057904
057904003,111,100,75,85,262,371,11,24,41,1,164,31.7,20.3,29,7.9333333333,53359,14.1378,057,N,97.9,057904003,057904
057905001,583,479,410,374,284,1846,39,87,158,190,1495,16.7,17.2,20.9,9.9568965517,52388,110.2883,057,N,93.9,057905001,057905
057905002,388,388,316,353,50,1445,2,10,159,118,1257,17.3,19.7,22.9,10.178571429,53451,82.499,057,N,93.4,057905002,057905
057905005,560,489,509,481,58,2039,4,16,258,165,1830,21.5,20.9,22.5,10.072580645,52856,120.3709,057,N,95.6,057905005,057905
057905006,392,309,303,181,216,1185,24,143,138,120,777,18.6,21.2,20,9.7395872895,52895,74.4975,057,N,94.6,057905006,057905
057905007,464,452,304,282,74,1502,11,13,204,123,1387,14.6,16.6,18.2,9.2872836563,52891,91.8947,057,N,91.9,057905007,057905
057905008,406,394,305,227,500,1332,1,10,147,135,1110,13.6,18,14.4,11.779069767,53988,83.0576,057,N,92.8,057905008,057905
057905009,137,115,130,134,422,516,0,0,59,94,440,17.5,14.1,16.5,11.2473071,55788,44.2415,057,N,88.9,057905009,057905
057905012,274,256,213,192,234,935,2,5,105,118,814,12.8,17.4,15.8,8.6266666667,52492,71.3809,057,N,91.7,057905012,057905
057905013,199,181,124,154,378,658,0,2,45,101,581,15.8,19.4,16.2,11.072164948,53731,46.6348,057,N,91.2,057905013,057905
057905014,439,448,375,364,388,1626,1,15,132,212,1504,15.2,16.3,16.2,7.261682243,51255,105.2548,057,N,92.3,057905014,057905
057905015,347,345,311,230,253,1233,2,225,118,162,1013,14.4,15.6,14.9,9.4871794872,52759,75.985,057,N,95.4,057905015,057905
057905016,394,323,273,240,888,1230,1,3,100,187,1076,17,17.7,18.7,11.379746835,54939,78.0735,057,N,89,057905016,057905
057905017,494,355,271,253,304,1373,1,29,131,170,1203,14.8,13.3,14.9,9.1882352941,52734,83.1232,057,N,92.2,057905017,057905
057905018,612,530,516,486,30,2144,1,26,276,173,1800,17.2,19.8,20.4,10.771186441,53199,115.2207,057,N,93.7,057905018,057905
057905021,715,599,554,474,258,2342,36,248,318,152,1528,12.6,13.9,11.9,11.653846154,53486,129.5465,057,N,95.2,057905021,057905
057905022,474,466,424,291,181,1655,23,337,289,140,1014,19.2,17.3,20.2,8.8,52068,92.8704,057,N,94.4,057905022,057905
057905023,281,277,212,211,730,981,3,5,61,132,839,20.4,23.5,23.2,11.761904762,55028,61.1402,057,N,93.1,057905023,057905
057905024,364,357,281,260,194,1262,46,32,137,135,1104,16.2,15.5,17.1,11.41848774,54125,95.37,057,N,93.4,057905024,057905
057905025,1348,1328,1096,884,1257,4656,37,68,632,286,3906,22.2,20,22.6,12.534172662,54834,274.8538,057,N,94.4,057905025,057905
057905026,113,101,82,91,72,387,42,59,231,1,224,16.1,19.8,19.6,17.273062731,56025,24.5023,057,N,98.5,057905026,057905
057905028,368,308,222,255,233,1153,237,27,89,102,1024,15.7,18.7,18.4,9.0535133783,52261,77.1848,057,N,94.8,057905028,057905
057905029,63,40,21,20,58,144,0,4,7,17,125,.,.,.,14.37037037,56381,26.8729,057,N,76.3,057905029,057905
057905032,119,108,126,101,359,454,0,4,61,60,395,19.5,15.5,16.8,10.470588235,54464,34.0019,057,N,92.4,057905032,057905
057905033,138,130,110,101,127,479,7,10,199,2,358,6.2,6,7.2,17.288135593,58192,27.8839,057,N,97.6,057905033,057905
057905034,219,241,232,218,199,910,14,442,215,10,240,19.7,13.3,17.3,15.569405099,57379,56.4796,057,N,97.1,057905034,057905
057905035,77,69,59,49,50,254,7,11,168,2,222,16.8,20.3,19.8,11,53317,14.6113,057,N,98.4,057905035,057905
057905036,144,139,125,127,134,535,17,15,289,0,388,6.9,7,8.3,15.978835979,56228,32.7975,057,N,98.2,057905036,057905
057905037,75,72,74,85,111,306,2,9,97,1,228,5.2,5.6,5.2,16.969325153,55817,21.5631,057,N,97.4,057905037,057905
057905038,98,107,103,87,93,395,3,17,200,0,306,5.7,5.3,5.7,16.674285714,56290,27.0884,057,N,97.8,057905038,057905
057905039,64,62,64,57,35,247,61,90,246,2,57,19.2,18.3,19.5,17.725931483,57022,16.4536,057,N,98.4,057905039,057905
057905085,101,106,77,80,218,364,0,2,89,3,299,20,16.7,20.6,11.3,53083,19.3549,057,N,97.4,057905085,057905
057905088,103,113,105,94,53,415,3,8,156,1,347,15.8,18.7,20,7.8636363636,51486,21.4651,057,N,98.5,057905088,057905
057905090,61,66,54,49,40,230,5,10,68,4,166,12,14.5,12.5,10.642857143,53218,14,057,N,98.4,057905090,057905
057905380,225,228,234,179,603,866,1,8,63,116,762,21.1,23.2,23.1,9.3,53364,58.116,057,N,94.1,057905380,057905
057905389,27,46,60,27,71,160,0,3,0,30,136,11.7,11.4,9.8,8.7142857143,52064,24.5015,057,N,68.3,057905389,057905
057906001,186,706,644,702,1826,2238,6,69,124,227,1174,21.9,24.9,23.4,10.944469175,51054,142.0129,057,N,94.7,057906001,057906
057907001,1099,1118,972,795,1809,3984,77,235,217,390,2678,22.2,23.7,24.1,11.248116728,53090,237.0788,057,N,95.1,057907001,057907
057909002,720,643,632,597,365,2592,191,509,815,210,1445,18.9,20.9,20.4,10.959845115,53208,175.384,057,N,95,057909002,057909
057909003,538,514,466,472,375,1990,15,199,39,237,1438,16.1,17.2,17,10.558002847,53006,152.6882,057,N,95.2,057909003,057909
057909004,701,591,513,519,356,2324,404,245,145,151,1462,15.8,22.5,20.1,10.927535867,53218,144.2918,057,N,95.6,057909004,057909
057909005,664,612,556,598,753,2430,120,509,149,183,1363,18.8,21.1,22.4,9.9217553752,53128,150.6855,057,N,95.5,057909005,057909
057909006,62,2,41,66,16,171,8,30,4,4,106,2.2,1.3,1.5,14.142857143,54551,28.0024,057,N,68.1,057909006,057909
057909008,515,595,550,532,423,2192,332,600,79,183,1021,15.7,17.8,19.7,11.723240768,53234,161.8862,057,N,94.7,057909008,057909
057909009,730,692,662,591,472,2675,124,1073,131,220,867,21.6,20.8,23.7,11.139267734,53231,153.9416,057,N,96.2,057909009,057909
057909010,750,726,660,631,421,2767,251,1043,154,208,1013,19.2,21.2,22,11.497665985,53173,156.2452,057,N,96,057909010,057909
057910002,658,714,607,523,381,2502,25,234,141,298,1908,16.5,15.8,21.9,9.0188027533,53727,170.672,057,N,93.1,057910002,057910
057910003,6,799,776,741,573,2322,121,359,291,231,1230,17.7,20.3,20,9.8432945246,52534,146.936,057,N,94.6,057910003,057910
057910009,16,55,111,90,40,272,0,37,0,18,148,4.2,6.8,2.6,8.7368421053,50023,16.0257,057,N,72.7,057910009,057910
057910010,412,373,362,365,170,1512,88,149,229,45,1025,16,19.2,18.4,9.0222222222,52189,83.7983,057,N,96.1,057910010,057910
057911001,539,526,529,512,7,2106,71,1890,375,114,0,13.6,20.9,19.7,14.778535179,56677,144.5236,057,N,96.9,057911001,057911
057912002,792,551,557,473,215,2373,50,178,244,184,1869,19.3,24,24.5,9.6747608639,54736,164.5577,057,N,92.5,057912002,057912
057912003,792,667,634,623,694,2716,155,370,290,213,1690,16.8,19.2,23.1,8.4003100613,53722,171.4733,057,N,93.7,057912003,057912
057912004,871,616,491,444,176,2422,72,328,259,172,1797,21.2,23.9,23.1,9.720175809,54756,162.5099,057,N,94,057912004,057912
057912006,502,470,368,337,137,1677,111,162,244,79,1267,21.7,20.6,23.8,8.9050698092,54685,117.2605,057,N,96.4,057912006,057912
057913001,492,436,414,406,1412,1748,3,30,135,205,1302,17.2,22.1,21.5,10.092471466,53555,92.172,057,N,96,057913001,057913
057914001,815,754,644,619,760,2832,51,491,196,308,1848,23.1,25.3,25.3,10.663043478,55015,165.3302,057,N,96.2,057914001,057914
057914002,814,695,566,558,591,2633,30,424,196,307,1814,21.3,26.3,26.6,10.602209945,55121,165.8745,057,N,96.9,057914002,057914
057914003,551,507,484,419,507,1961,18,243,105,222,1474,20.9,22.4,24.2,9.0704225352,54297,125.8446,057,N,96.6,057914003,057914
057914004,481,456,383,414,444,1734,78,531,214,155,893,19.9,25.7,27,9.9382716049,55089,110.3457,057,N,96.9,057914004,057914
057914005,665,557,532,490,788,2244,69,526,239,219,983,21.1,25.1,25.6,10.513071895,55119,139.2487,057,N,97.2,057914005,057914
057914656,3,10,51,112,36,176,0,64,0,17,72,19.7,16.2,16.6,13.602150538,54830,44.6465,057,N,86.3,057914656,057914
057916002,4,641,574,493,512,1712,124,527,149,128,785,20,22.3,23.7,11.538652687,51955,102.0856,057,N,95,057916002,057916
057916003,741,685,607,517,513,2550,187,746,351,183,1206,22.4,23.5,24.2,10.003410782,51049,175.5666,057,N,95.7,057916003,057916
057916004,599,544,518,509,146,2170,67,1077,392,159,649,24.8,25.2,25.4,12.051588764,52433,136.2525,057,N,95.8,057916004,057916
057916005,680,625,603,599,734,2507,388,563,136,281,1297,22,21.8,25.6,10.463799888,51550,176.7438,057,N,94.1,057916005,057916
057919001,110,104,110,86,30,410,112,210,42,30,31,14.9,17.7,19.7,13.506024096,54481,34.8383,057,N,98.2,057919001,057919
057922001,827,775,762,688,163,3052,790,1623,906,128,313,22.4,24.7,23.1,13.201030928,54886,189.0809,057,N,96.8,057922001,057922
057922003,97,119,107,119,23,442,47,299,88,9,44,20,18.6,21.6,7.5161290323,54465,28.212,057,N,95.8,057922003,057922
058906001,137,126,100,106,30,469,4,91,10,37,298,19.6,16.6,22,13.308202929,46510,38.1492,058,N,93.8,058906001,058906
058906004,7,5,4,8,0,24,0,3,0,2,13,.,.,.,2.0325891799,41496,2.7519,058,N,80.2,058906004,058906
060902001,59,47,70,57,34,233,0,174,27,29,131,11.1,11,13.3,14.285714286,42689,22.4953,060,N,95.4,060902001,060902
061901002,627,614,548,532,333,2321,41,1081,218,225,1112,20.5,23.9,22.7,12.835148697,53450,157.8284,061,N,95.4,061901002,061901
061901003,621,510,508,433,322,2072,64,975,254,159,860,25.2,24.9,25.9,11.633862298,53267,131.7475,061,N,94.5,061901003,061901
061901007,633,555,554,541,217,2283,66,1431,321,140,471,22.8,23.6,25,10.691727293,52398,158.3892,061,N,96,061901007,061901
061901039,9,11,17,21,5,58,0,18,2,3,36,2,2,1.7,14.401380019,54451,5.4494,061,N,77.9,061901039,061901
061902001,2,7,980,856,331,1845,144,550,172,241,821,22.4,21.4,19.4,12.8875,54890,113.0807,061,N,94.5,061902001,061902
061902002,851,828,795,761,133,3235,164,2478,520,220,191,22.4,23.3,23.7,13.086124402,53108,198.7247,061,N,95.9,061902002,061902
061902004,553,507,463,455,191,1978,111,971,179,211,727,23.9,23.5,22.2,11.302013423,52320,133.1874,061,N,95.8,061902004,061902
061902008,2,832,745,767,262,2346,598,1006,282,163,397,23.9,23.6,25.4,11.989130435,53543,135.5629,061,N,96.1,061902008,061902
061902010,876,799,869,765,100,3309,334,2472,529,230,94,22.7,23.4,23.8,11.79245283,52150,202.6428,061,N,96.3,061902010,061902
061903001,112,110,115,92,17,429,3,265,31,33,177,14.7,14,18.9,9.7631578947,47346,34.2877,061,N,96,061903001,061903
061905001,161,147,138,101,7,547,4,404,29,29,159,15.1,12.6,12.9,12.367834107,49307,39.6855,061,N,95.3,061905001,061905
061906001,87,114,88,80,2,369,5,287,47,33,114,12.2,14.4,18.1,14.945918625,53224,29.7966,061,N,95.4,061906001,061906
061907001,144,142,112,137,9,535,5,414,48,27,116,17.9,18.2,20.7,10.5,46651,34.0981,061,N,95.4,061907001,061907
061908001,194,201,206,149,18,750,2,514,22,62,267,19.9,16.5,19.4,11.846153846,50592,52.4169,061,N,96.1,061908001,061908
061908003,4,7,3,4,0,18,0,13,0,0,9,.,.,.,13.833333333,51319,5.3675,061,N,89.9,061908003,061908
061910001,168,171,179,180,2,698,3,619,113,39,56,12.1,15,18,16,56564,47.0415,061,N,95.3,061910001,061910
061911001,750,710,659,547,158,2666,51,1810,198,279,531,22.6,22.3,24.2,11.34602252,56058,157.5873,061,N,94.2,061911001,061911
061911003,21,8,6,2,4,37,0,8,0,11,0,1,.,.,16,59490,3.5473,061,N,.,061911003,061911
061911007,675,591,538,502,203,2306,79,1549,229,155,290,22.9,24.3,25.2,9.7178964086,54518,134.2539,061,N,95.2,061911007,061911
061911010,43,25,29,16,5,113,3,74,9,3,25,14.9,12.4,14,9.5035977906,56191,10.5113,061,N,94.1,061911010,061911
061912001,365,326,309,292,77,1292,30,793,136,108,432,23.4,26.3,26.3,12.437565308,53922,76.3458,061,N,94.8,061912001,061912
061914001,611,490,299,335,317,1735,42,673,72,151,832,21.5,22.5,19.7,8.578046866,50265,100.6658,061,N,94.3,061914001,061914
062901001,171,163,148,113,63,595,7,297,7,56,235,17.2,17.6,17.1,13.005694454,46284,46.8776,062,N,95,062901001,062901
062903001,114,112,117,127,32,470,1,215,22,42,247,12,15.2,14.7,13.111111111,40461,42.9192,062,N,95.5,062903001,062903
062904001,48,39,21,32,4,140,0,79,5,17,59,9,8.1,13.2,14.826086957,46086,16.9778,062,N,95.1,062904001,062904
064903001,201,181,141,117,6,640,5,31,71,67,461,20.2,20.8,19.9,13.19047619,48696,41.2553,064,N,91.5,064903001,064903
065901001,34,34,22,35,14,125,1,83,14,15,52,9.2,10.4,8.9,13.565217391,40676,18.5862,065,N,95.6,065901001,065901
066902001,88,97,91,92,3,368,0,3,27,26,251,14.8,15.2,12.2,12.074348717,44034,30.6954,066,N,89.7,066902001,066902
066903002,68,48,50,55,1,221,2,27,16,22,121,13,12.2,14.4,8.5833333333,48303,21.3362,066,N,92.3,066903002,066903
067902001,69,67,64,61,1,261,0,198,35,19,145,12.4,10.6,12.4,13.253521127,42656,28.0151,067,N,96.4,067902001,067902
067902004,1,1,1,4,0,7,0,6,0,1,5,2.8,1.6,1.4,16.857142857,42159,3.8849,067,N,87.2,067902004,067902
067903001,69,74,69,68,3,280,1,212,9,21,74,9.2,11.3,13,11.02633522,39052,32.5222,067,N,94.3,067903001,067903
067903003,2,4,2,1,1,9,0,8,0,3,6,.,.,.,10,44283,1.0625,067,N,54.8,067903003,067903
067904001,24,23,17,14,0,78,0,37,4,10,40,14,10.1,10.6,16.8,46449,9.5548,067,N,95.2,067904001,067904
067907001,36,24,31,27,2,118,0,98,17,25,83,13.9,12.2,8.5,13.227272727,39540,15.235,067,N,94,067907001,067907
068801001,90,113,104,81,8,388,0,109,0,28,196,5.8,13.2,9.9,3.4406446243,46073,15.5421,068,Y,91.9,068801001,068801
068801002,44,45,44,23,5,156,0,50,0,7,96,8.8,9.4,9.6,7.8070919527,44786,9.4884,068,Y,85.1,068801002,068801
068801003,25,36,49,58,14,168,0,54,0,34,138,7.7,8.9,5.1,14.201371037,45341,9.0172,068,Y,84.8,068801003,068801
068901002,107,1081,861,566,52,2615,28,389,200,213,944,17.8,20.5,20.6,11.376610908,49856,153.5761,068,N,90.4,068901002,068901
068901003,99,900,746,568,129,2313,29,769,204,217,602,15.3,18.7,18.8,11.734665524,49914,151.2762,068,N,92.5,068901003,068901
068901011,108,97,77,73,11,355,6,119,43,25,146,14.1,14.1,19.3,6.143588639,45258,28.8561,068,N,95.1,068901011,068901
070801001,14,29,19,14,12,76,0,39,0,8,13,17.7,14.8,14.2,11.375,52255,5.5697,070,Y,94,070801001,070801
070903002,446,386,391,324,208,1547,4,507,155,165,958,19,20.5,20.8,15.472222222,51180,103.2,070,N,94.7,070903002,070903
070905002,166,169,158,159,46,652,0,157,49,65,449,19,16.2,18.3,9.8348283386,49149,40.1965,070,N,95.6,070905002,070905
070908001,667,584,550,520,144,2321,35,1636,161,172,414,23,23.3,25.3,13.082142857,49079,135.7949,070,N,96,070908001,070908
070910001,94,65,79,75,5,313,1,205,23,51,138,12.6,11.7,11.7,10.066666667,42623,28.1958,070,N,95.8,070910001,070910
070911001,487,461,408,462,386,1818,17,827,151,179,664,21.5,20.4,22.2,12.802163182,49718,118.0992,070,N,96.4,070911001,070911
070912002,601,495,460,423,257,1979,6,974,145,189,873,20.8,22.7,23.8,13.411369136,49476,137.0832,070,N,95.1,070912002,070912
070912003,1,9,26,17,14,53,0,23,0,6,31,.,.,2,9.5,46127,1.9998,070,N,67.5,070912003,070912
070912004,107,98,97,96,14,398,11,263,48,4,75,17.9,18.4,22.1,13.054256627,50411,21.8318,070,N,95.8,070912004,070912
070915001,74,88,67,77,9,306,4,243,24,33,104,13.2,13.7,12.4,13.118644068,49582,28.5376,070,N,96.6,070915001,070915
