,gr6_stu_count,gr7_stu_count,gr8_stu_count,black_stu_count,all_stu_count,asian_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
015915058,318,279,301,111,898,26,253,120,73,193,17.5,19.8,23,12,55092,52.8,015,N,96.9,015915058,015915
015915059,270,280,269,48,819,25,240,115,76,188,22.4,21.4,23.5,10.8,54939,47,015,N,96.9,015915059,015915
015915060,244,261,229,74,734,7,185,90,72,242,21,21.1,25.6,7.4,53717,41.4,015,N,96.7,015915060,015915
015915061,3,3,6,0,12,0,0,0,4,11,2.5,1.8,3,14.1,55731,10,015,N,82,015915061,015915
015915062,1,4,8,2,13,0,3,0,1,12,3,2.4,3,16.6,58481,10.4,015,N,86,015915062,015915
015916041,275,278,266,183,819,9,72,52,123,690,16.9,20.1,16.7,6.8,52842,58.3,015,N,94.8,015916041,015916
015916042,422,406,432,191,1260,26,321,137,141,613,21.9,22.4,20.5,10.8,53498,80.9,015,N,96.4,015916042,015916
015916043,317,302,325,246,944,16,90,67,131,688,18.5,16.6,18.9,10.2,54007,56.6,015,N,95.9,015916043,015916
015916044,306,322,334,271,962,13,96,67,119,690,19.6,19.3,24.9,8.2,53172,56.7,015,N,95.9,015916044,015916
015916045,424,399,343,285,1166,26,184,147,134,730,23.9,19.2,24.4,9.2,53172,72.6,015,N,96.2,015916045,015916
016902041,92,70,77,5,239,0,150,27,23,117,11.8,12.3,13.4,17.8,53744,21.9,016,N,96.4,016902041,016902
018901041,77,66,76,7,219,5,134,15,27,116,16.4,14.1,16.9,12.2,41943,21,018,N,96.4,018901041,018901
019905041,92,100,122,55,314,2,216,26,39,184,16.5,13.6,19.7,11.5,44388,27.7,019,N,95.7,019905041,019905
019907042,471,487,500,624,1458,14,529,110,144,942,20,19.9,24.2,10.7,44139,107.2,019,N,95.6,019907042,019907
019909041,45,41,29,0,115,0,107,3,13,66,10.9,11.2,11.7,14.1,42172,9.3,019,N,95.7,019909041,019909
019912041,136,169,157,64,462,18,322,94,45,109,15.9,13.8,16.1,18.3,51351,36.5,019,N,96.7,019912041,019912
020901041,276,289,283,38,848,5,353,76,116,475,16.9,16.4,20.8,8.6,57045,51.7,020,N,95.7,020901041,020901
020901042,217,223,162,148,602,44,84,26,64,350,13.1,14.8,15.2,8.2,55511,45.6,020,N,96.7,020901042,020901
020901043,284,271,245,22,800,2,259,118,125,519,12.8,16.7,20.5,7.8,56040,48.8,020,N,95.5,020901043,020901
020901045,337,342,353,388,1032,308,160,210,65,208,18.8,21,22.8,6.8,56423,63.1,020,N,97.9,020901045,020901
020901046,215,267,236,22,718,26,287,61,98,437,14.4,17.4,20,9.2,55766,50.7,020,N,95.9,020901046,020901
020901047,317,280,283,273,880,33,202,58,110,443,16.9,18.7,22.6,5.1,54693,48.9,020,N,.,020901047,020901
020906041,154,158,161,64,473,3,288,31,45,214,16.1,13.7,16.8,11.5,54440,33.4,020,N,96.8,020906041,020906
021902041,310,323,275,151,908,4,246,185,86,634,18.6,21.1,21.6,8.5,46084,62.8,021,N,95.7,021902041,021902
021902045,375,360,357,193,1092,8,210,358,101,866,21,20.8,22.4,7.4,44554,70.9,021,N,96.1,021902045,021902
021902046,206,249,240,224,695,3,167,99,98,501,14,18.1,19,7.2,45194,53.6,021,N,96.1,021902046,021902
021902047,196,213,204,90,613,0,142,70,60,495,13.3,17.6,18.7,6.3,44234,40.9,021,N,96.4,021902047,021902
024901041,114,106,107,0,327,0,5,16,27,269,19.2,18.3,17.3,12,44408,26.2,024,N,95.7,024901041,024901
025909041,94,74,111,4,279,3,203,37,29,142,15.4,14.8,18.3,13.4,43274,24.8,025,N,96.5,025909041,025909
026901041,132,119,120,31,371,1,189,31,28,186,12.6,11.9,14.4,12.1,43496,34.6,026,N,96.7,026901041,026901
027903041,203,230,242,5,675,2,446,25,65,385,14.6,20,21.1,13,46287,45.1,027,N,95.5,027903041,027903
027904041,321,286,332,18,939,8,464,92,112,592,17.2,18,20.3,12.9,47650,58.8,027,N,96.3,027904041,027904
028902045,392,386,370,42,1148,3,255,102,173,784,21.3,22.5,23.4,8.7,48807,68.7,028,N,95.1,028902045,028902
028903041,126,103,93,17,322,1,95,10,33,237,17.8,19.6,19.6,8.5,43276,24.7,028,N,96.6,028903041,028903
029901043,269,280,294,19,843,56,212,109,88,514,21.8,20.1,22.8,11.3,47351,52.1,029,N,94.7,029901043,029901
030902041,109,111,128,6,348,0,297,10,36,179,18.7,18.1,19.7,9.8,41075,28.8,030,N,96,030902041,030902
030903041,27,31,25,0,83,0,68,4,10,53,14.3,9.3,13.8,14.6,39202,8.2,030,N,96,030903041,030903
031901042,210,227,187,0,624,0,5,69,97,620,13.8,14.1,16.2,14.5,52369,58.2,031,N,96.3,031901042,031901
031901043,273,303,289,0,865,0,3,157,121,856,22,23.7,19.3,11.8,50101,65.2,031,N,97,031901043,031901
031901044,284,306,290,1,880,1,11,162,87,856,18,19.5,18.2,14.3,51709,65.5,031,N,96.1,031901044,031901
031901045,411,417,384,0,1212,0,3,203,141,1125,21.4,21.4,21.6,12.3,50958,82.4,031,N,96.1,031901045,031901
031901046,264,265,294,1,823,0,7,79,125,805,18.8,15.4,22.7,10.7,50009,65.2,031,N,97.1,031901046,031901
031901047,284,255,286,1,825,6,7,124,114,751,19.6,21.8,22.2,14.5,52243,61.6,031,N,95.8,031901047,031901
031901048,256,239,260,0,755,0,0,88,119,753,19.4,20.2,20.2,9.3,49052,58.8,031,N,97.4,031901048,031901
031901051,387,306,331,0,1024,0,3,121,125,979,23.7,20.9,21.4,11.3,50055,70.6,031,N,98,031901051,031901
031901053,369,340,359,2,1068,1,23,178,127,1050,19.1,24.7,22.4,11.7,49903,68.7,031,N,96.9,031901053,031901
031901054,351,370,323,3,1044,2,11,247,102,894,21.8,25.5,25.3,13.2,51117,64.3,031,N,97.4,031901054,031901
031901055,283,280,303,2,866,2,4,169,88,827,21.2,23.3,23.5,12.8,50662,57.6,031,N,96.4,031901055,031901
031903041,291,257,274,4,822,10,69,89,83,603,19,21.2,15.4,11,50474,63.5,031,N,96.2,031903041,031903
031903042,274,301,248,3,823,8,44,57,113,621,16.2,20.1,22.4,12.1,51035,58.8,031,N,95.6,031903042,031903
031903043,240,259,223,2,722,1,22,38,109,607,18.2,19.8,19.8,13.6,52001,57.3,031,N,95.4,031903043,031903
031903044,282,265,256,3,803,0,51,61,104,632,15.3,20.2,21.1,13,51121,55.1,031,N,96,031903044,031903
031903045,306,297,259,3,862,1,73,65,87,552,14.1,20.3,22.9,12.9,51349,55,031,N,96,031903045,031903
031906041,249,259,296,0,804,0,38,68,68,603,18,20,18.9,14.7,50798,51.1,031,N,95.9,031906041,031906
031906042,282,273,287,0,842,1,15,45,69,741,21,18.1,20.8,12.9,49881,50.5,031,N,95.9,031906042,031906
031906105,282,278,297,1,857,5,14,120,75,567,23,17.4,19.3,13.2,50535,55.7,031,N,95.9,031906105,031906
031909041,183,198,190,0,571,1,51,39,66,439,21.7,20.7,22.6,10.1,48539,30.5,031,N,97.5,031909041,031909
031911041,154,157,169,1,480,0,14,31,61,421,15.5,11.2,15.4,7.6,44136,33.6,031,N,95.8,031911041,031911
031912041,309,321,319,1,949,0,5,50,75,738,11.3,12.3,12.6,16,50910,61.9,031,N,95.3,031912041,031912
031912042,269,266,286,1,821,0,3,17,93,695,15.7,16.2,22.3,10,47716,56.7,031,N,96.1,031912042,031912
031912043,218,220,227,0,665,0,1,9,53,554,18,16.8,15.2,10.3,48690,50.8,031,N,96,031912043,031912
031913041,38,45,61,0,144,0,2,21,6,139,8.3,11.1,10.5,5.3,39702,19.9,031,N,96.9,031913041,031913
031914041,85,98,69,1,252,0,10,11,25,205,11.9,15,11.9,12.5,46511,21.9,031,N,97,031914041,031914
033902041,50,47,51,0,148,0,130,20,11,21,15.5,14.4,16.2,13.1,43000,13.9,033,N,96.6,033902041,033902
034903041,87,89,77,32,253,1,186,17,27,131,12.3,18.8,14,13.3,45922,19.3,034,N,96.7,034903041,034903
034905041,48,53,64,27,165,1,127,21,23,113,15.2,13.4,11.4,12.4,43251,16.4,034,N,96.3,034905041,034905
034906041,27,44,27,2,98,0,95,0,13,33,18.7,17.3,17.3,14.9,41486,6.9,034,N,95.5,034906041,034906
036901041,85,107,85,37,277,5,137,17,24,160,16.6,15.9,17.1,11.2,51327,21.3,036,N,96.3,036901041,036901
036902042,178,165,167,30,510,7,368,28,46,104,20,19.3,20,14.5,64561,38.7,036,N,96.4,036902042,036902
036902043,254,213,191,12,658,5,472,43,32,92,19.2,17.7,19.6,12.3,63913,42.7,036,N,96.7,036902043,036902
037907041,173,154,177,76,504,1,349,33,58,283,14.6,14,19.4,11,40927,36.2,037,N,96.1,037907041,037907
038901041,88,87,99,10,274,5,142,28,28,135,18.1,16.4,18.5,10,40356,21.2,038,N,96.8,038901041,038901
039902041,94,67,78,3,239,0,199,17,40,101,15.2,13.5,20.6,17,44963,16.4,039,N,96.9,039902041,039902
043902041,246,214,204,56,664,2,372,34,66,302,18.8,19,21.7,9.1,47912,43.6,043,N,96.7,043902041,043902
043904041,124,122,126,8,372,1,233,30,33,187,18.4,16.7,21,9.1,46132,23.2,043,N,96.6,043904041,043904
043905041,244,236,242,101,722,36,322,59,113,259,14.8,13.1,17.5,10.3,53165,59.8,043,N,96.9,043905041,043905
043905043,263,291,291,74,845,144,475,114,93,120,19.3,19,20.5,10.7,53472,64.6,043,N,97.4,043905043,043905
043905044,252,243,234,42,729,171,413,137,45,24,17.5,16,17.5,11.2,54245,52.1,043,N,97.6,043905044,043905
043905045,288,288,308,90,884,133,490,123,69,102,17,15.5,19.1,11.3,53109,69.3,043,N,97.1,043905045,043905
043905046,305,297,249,57,851,75,606,121,61,21,16.7,14.6,19.4,8.6,52022,59.9,043,N,97.1,043905046,043905
043905047,436,342,331,141,1109,235,554,154,94,130,20,17.7,20.9,9.6,52796,76.1,043,N,97.5,043905047,043905
043905048,362,363,333,65,1058,542,347,331,63,64,19.1,20,20.7,10.2,53406,72.4,043,N,97.8,043905048,043905
043905049,275,239,221,135,735,82,356,63,83,106,18,16.6,20.6,8.7,51844,55.4,043,N,97.3,043905049,043905
043905050,348,325,259,157,932,95,500,92,107,140,18.8,15.9,21.4,6.3,51225,59.1,043,N,96.8,043905050,043905
043905051,270,263,262,70,795,105,438,109,59,122,14,13.6,17.8,9.3,51944,57.3,043,N,96.8,043905051,043905
043905052,344,344,297,138,985,272,401,148,82,83,17.1,19,24,7.8,51953,64.6,043,N,97.3,043905052,043905
043905053,328,319,304,65,951,80,667,133,97,70,17.3,18.1,18.7,9,52601,64.1,043,N,97.2,043905053,043905
043905054,390,371,361,92,1122,454,463,274,68,74,17.6,17.4,20.3,10.3,52925,71.8,043,N,97.5,043905054,043905
043905055,259,205,189,79,653,88,347,88,46,51,15.7,13.3,18.8,8.6,52068,48.9,043,N,.,043905055,043905
043905056,205,213,174,35,592,152,325,115,33,10,18,14.2,17.6,7.6,51278,44.2,043,N,.,043905056,043905
043907041,400,368,373,121,1141,42,554,127,111,410,15.6,16.1,17.2,11,53039,79.1,043,N,95.9,043907041,043907
043907043,400,377,388,96,1165,43,730,139,89,266,17.1,18.5,20.6,11.6,53479,75.3,043,N,96.4,043907043,043907
043907044,312,316,295,206,923,21,341,49,118,443,16.7,17.5,16.8,12.1,54041,66.1,043,N,96.4,043907044,043907
043907045,395,398,426,139,1219,72,696,136,119,266,18.6,17.9,19.1,12.4,54004,84.8,043,N,96.1,043907045,043907
043907046,388,386,467,181,1241,62,707,125,116,235,14.8,16.4,15.5,11,53296,83.3,043,N,96.1,043907046,043907
043908101,188,175,164,35,527,3,377,72,46,80,20.4,17.3,19.8,9.1,47751,35,043,N,96.5,043908101,043908
043910042,317,294,254,131,865,90,159,147,110,548,13.9,16.4,18,11.5,54862,65.4,043,N,97.4,043910042,043910
043910043,322,281,306,120,909,72,420,160,118,345,13,17.3,18.9,9.6,54002,64.2,043,N,96.7,043910043,043910
043910044,268,256,292,53,816,76,505,215,130,160,16.8,22.1,22,9.6,54581,51.8,043,N,96.7,043910044,043910
043910045,235,238,225,109,698,34,125,97,90,487,15,19.3,21.4,9.5,54080,55,043,N,96.4,043910045,043910
043910046,243,227,268,179,738,43,225,106,121,409,14.8,18.6,19.4,9.7,54539,57.5,043,N,96.7,043910046,043910
043910047,314,331,304,51,949,295,455,353,79,121,17.9,20,23.7,10.7,53778,53,043,N,97.5,043910047,043910
043910048,262,274,260,117,796,161,354,184,94,208,12,20.2,21.4,11.1,54930,53.6,043,N,97,043910048,043910
043910049,437,420,420,216,1277,247,573,308,97,245,17.9,22.2,20.9,9.7,53494,71.3,043,N,97,043910049,043910
043910050,324,315,369,93,1008,333,421,278,79,147,16.1,22.9,22.3,12.1,55408,58.2,043,N,97.4,043910050,043910
043910052,342,369,356,231,1067,97,428,196,131,422,13.7,19,22.3,9.6,54016,72.5,043,N,96.8,043910052,043910
043910053,355,384,389,28,1128,744,269,571,49,37,16.2,21.1,23.6,12,54898,64.7,043,N,98,043910053,043910
043910054,417,399,403,97,1219,341,597,324,96,115,18.8,23.3,21.4,12.9,55929,68.4,043,N,97.6,043910054,043910
043910056,335,348,325,118,1008,347,279,242,115,301,14.8,20.5,23.3,9,53854,67.7,043,N,97.5,043910056,043910
043917041,57,62,43,0,162,0,117,14,14,80,16.1,14.9,17,8.2,44210,13,043,N,95.8,043917041,043917
043918041,145,163,156,21,464,10,274,39,61,197,18.9,16.9,18.6,7.3,44242,32.2,043,N,96.6,043918041,043918
044902041,30,43,39,4,112,0,45,4,12,72,13.9,12.3,15.2,14.2,47505,11.6,044,N,97.1,044902041,044902
045902041,105,106,113,48,324,2,144,11,45,190,17.2,17.3,19.7,13.5,44825,24.5,045,N,96.2,045902041,045902
045903043,75,103,76,46,254,0,60,12,32,189,17,13.5,15.7,11.4,44611,21.4,045,N,95.5,045903043,045903
