,gr6_stu_count,gr7_stu_count,gr8_stu_count,black_stu_count,all_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
015915058,297,254,254,72,805,213,122,72,226,25.2,18.9,21.9,6.8693586199,50104,46.0765,015,N,.,015915058,015915
015915061,5,6,19,1,30,3,4,8,25,.,.,.,15.545454545,55059,10.6508,015,N,82.2,015915061,015915
015916041,328,333,317,222,978,78,89,119,778,16.5,15.4,17,9.2529120608,49066,71.2649,015,N,95.8,015916041,015916
015916042,414,433,392,171,1239,392,131,118,528,18.8,16.8,19.7,10.641903967,49595,85.7098,015,N,96.2,015916042,015916
015916043,309,332,298,322,939,152,101,102,616,16.4,16.6,21,9.1568266272,49101,61.1418,015,N,95.9,015916043,015916
015916044,292,292,311,323,895,224,199,119,600,19.3,18.8,15.8,7.4751349367,48313,64.4755,015,N,96.2,015916044,015916
015916045,273,287,309,256,869,157,83,93,512,18.9,21.1,20.6,7.3485600297,48235,54.3747,015,N,.,015916045,015916
016902041,85,66,77,2,228,139,32,17,111,12.1,12.1,11.9,13.576923077,48823,21.6338,016,N,95.5,016902041,016902
018901041,88,83,94,10,265,168,17,23,138,13.5,14.4,15.5,15.194444444,42190,22.7996,018,N,95.8,018901041,018901
019905041,120,92,117,50,329,247,29,45,163,15.2,12.6,17.1,15.705882353,46196,29.1968,019,N,95.9,019905041,019905
019907042,497,494,506,692,1497,567,151,217,969,21,17.1,24.2,10.734086553,44159,107.5761,019,N,95.4,019907042,019907
019909041,39,40,47,0,126,117,7,19,70,12.6,12.5,11.7,10.15,40322,9.8198,019,N,95.7,019909041,019909
019912041,165,129,133,45,427,323,104,30,88,17.7,12.2,18.7,16.543859649,45161,34.8249,019,N,96.4,019912041,019912
020901041,249,275,264,25,788,372,99,70,433,19.1,20.4,23.1,8.4905660377,50375,50.6726,020,N,95.7,020901041,020901
020901042,161,151,156,50,468,211,47,54,239,15.9,21.8,21.2,8.303030303,50451,30.7116,020,N,96.8,020901042,020901
020901043,206,242,218,18,666,224,91,77,462,14.6,20,16.8,6.0996371551,48895,45.0362,020,N,95.1,020901043,020901
020901045,397,398,381,417,1176,154,166,75,474,19.5,20.7,23.5,5.1023674853,48275,64.7189,020,N,96.9,020901045,020901
020901046,233,229,197,21,659,315,66,70,387,16.5,21.6,22.4,9.3695652174,50288,43.4697,020,N,95.3,020901046,020901
020906041,158,137,147,60,442,279,45,41,215,15.8,15.2,16.7,13.195121951,49746,31.1845,020,N,96.3,020906041,020906
021902041,356,284,301,175,941,257,115,58,668,18.3,18.9,18.3,9.3007379737,43647,73.6445,021,N,94.9,021902041,021902
021902045,307,271,293,182,871,167,225,52,692,19.4,21.4,20,7.8065887643,42736,62.282,021,N,95,021902045,021902
021902046,233,315,320,236,868,331,128,65,472,13.6,18,21.3,11.499845075,44382,66.9571,021,N,95.6,021902046,021902
021902047,181,174,200,110,555,151,32,51,433,13.2,15.8,19.1,8.5492762595,42579,41.9186,021,N,94.7,021902047,021902
024901041,107,121,111,0,339,3,30,35,285,23.3,22.4,19.1,15.133333333,45741,28.5808,024,N,93.8,024901041,024901
025909041,98,107,103,3,308,225,30,41,128,17,20.2,17.3,13.472222222,42834,26.1434,025,N,96.8,025909041,025909
026901041,144,145,138,43,427,233,54,46,214,14.1,16.3,18.6,12.857142857,44563,33.1381,026,N,96.5,026901041,026901
026902041,31,32,32,21,95,48,10,19,68,12.8,16,21.3,13.501258213,40706,7.8782,026,N,95.5,026902041,026902
026903042,35,42,34,32,111,49,13,9,71,15.6,10.6,19,11.157894737,36345,10.5873,026,N,96.9,026903042,026903
027903041,245,259,248,13,752,553,47,101,423,16.1,16.2,12,13.2,44625,48.2427,027,N,95.6,027903041,027903
027904041,302,305,308,19,915,519,93,105,532,16.4,17.5,22.4,11.693548387,46406,61.3342,027,N,95.1,027904041,027904
028902045,363,350,345,53,1058,326,125,132,716,19.7,18.2,22.9,8.5571428571,44658,65.1183,028,N,95.2,028902045,028902
028903041,108,89,92,24,289,107,38,27,202,13.9,13.6,18.2,11.44,42846,18.8548,028,N,96.4,028903041,028903
029901043,288,269,259,18,816,248,93,128,497,20.2,21.3,23.2,13.37473629,46100,50.063,029,N,95.4,029901043,029901
030902041,113,118,111,5,342,292,22,36,174,16.4,14.9,16.3,11.236842105,39395,28.0544,030,N,96.2,030902041,030902
030903041,21,17,20,0,58,46,5,5,42,9.3,12.3,9.3,12.895159101,40338,6.0091,030,N,96.8,030903041,030903
031901042,246,246,276,0,768,1,76,122,735,18.3,22.2,22.5,16.178042425,52458,59.1688,031,N,96.5,031901042,031901
031901043,282,269,338,0,889,5,89,106,888,15.7,22.7,20,11.989349998,49241,68.8178,031,N,95.2,031901043,031901
031901044,338,372,356,2,1066,18,158,136,1066,17.7,23.8,20.9,13.816659604,50855,75.826,031,N,96,031901044,031901
031901045,435,393,391,5,1219,14,149,122,1126,19.5,21.7,22.1,14.205415411,51428,76.7721,031,N,96.5,031901045,031901
031901046,280,271,279,0,830,5,44,114,830,20.3,19.8,18.6,12.397285117,49764,60.1283,031,N,95.1,031901046,031901
031901047,362,372,358,1,1092,14,164,108,864,20.8,24.6,20.9,14.394962261,50987,75.9828,031,N,96.1,031901047,031901
031901048,305,278,294,1,877,1,69,137,872,26,24.9,23.2,8.7047194276,47414,60.5362,031,N,96,031901048,031901
031901051,355,385,351,5,1091,2,101,152,1058,19.1,19.7,21.6,10.289687998,49006,75.1198,031,N,97.1,031901051,031901
031901053,413,387,358,1,1158,7,132,131,1103,20.2,24.3,21.5,10.529296498,48555,72.3075,031,N,96.3,031901053,031901
031901054,359,315,309,2,983,24,142,106,927,22,19.7,19.9,11.515310166,49256,65.2736,031,N,96.4,031901054,031901
031901055,242,206,169,0,617,7,74,62,601,23.4,27,27.5,12.521150159,49914,41.106,031,N,.,031901055,031901
031903041,295,298,247,7,840,69,80,75,606,19.3,20.9,20.5,14.359375,49499,61.0215,031,N,96.6,031903041,031903
031903042,263,262,254,5,779,52,58,64,611,19.8,21.2,21.1,10.638629047,46660,54.7147,031,N,95.7,031903042,031903
031903043,245,256,231,4,732,33,50,86,609,16.5,19.8,20,14.365079365,49094,58.7492,031,N,95.1,031903043,031903
031903044,283,234,226,0,743,57,46,59,598,18.7,18.5,19.1,17.491803279,50812,57.8905,031,N,95.8,031903044,031903
031903045,266,252,251,3,769,60,71,70,517,19.1,20.2,20.8,11.807017544,47358,53.5482,031,N,96.5,031903045,031903
031906041,220,220,199,2,639,27,87,45,488,17.9,18,20.7,13.772727273,48140,40.0157,031,N,96.9,031906041,031906
031906042,231,255,242,0,728,22,67,69,650,14.8,17.8,19,10.5,45159,49.7717,031,N,96.3,031906042,031906
031906105,307,289,270,1,866,13,129,40,619,21.1,22.7,22.3,13.346153846,47734,46.985,031,N,96.3,031906105,031906
031909041,158,189,143,2,490,38,42,49,434,16.6,18,18.9,9.2162162162,45830,35.1029,031,N,96.6,031909041,031909
031911041,170,166,169,0,505,7,30,47,441,12.2,13.5,15.9,7.5635763551,44144,32.7885,031,N,95,031911041,031911
031912041,265,254,278,0,797,8,58,62,674,16.8,18.4,17.5,16.985294118,48568,64.4463,031,N,95.3,031912041,031912
031912042,303,282,296,0,881,6,67,74,696,21.1,20.5,21.8,13.822580645,46662,59.3833,031,N,95.1,031912042,031912
031912043,250,227,240,0,717,2,28,38,645,18.5,18.6,15.2,11.596774194,46585,58.3639,031,N,95.1,031912043,031912
031914041,105,87,85,0,277,3,17,22,270,10.5,18.9,17,11.074566524,44617,22.8608,031,N,95.9,031914041,031914
033902041,52,58,46,2,156,134,17,16,51,14.4,12.8,12.8,13.743197923,40093,15.1973,033,N,96.9,033902041,033902
034901042,139,131,138,140,408,236,36,52,238,18.9,13.1,18.7,12.294117647,39795,32.2253,034,N,95.5,034901042,034901
034903041,86,77,74,32,237,173,18,10,142,15.2,16.5,15.1,9.24,40533,18.3696,034,N,95.9,034903041,034903
034905041,49,70,62,38,181,123,4,24,115,14.2,10.6,16.4,11.061594417,38372,18.9743,034,N,94.4,034905041,034905
034906041,32,36,33,1,101,97,11,11,49,17.5,17.3,17.3,11.444444444,39211,7.4423,034,N,95.2,034906041,034906
036901041,96,93,88,42,277,139,23,10,139,17.4,15.1,17.5,11.576923077,46603,21.7417,036,N,96,036901041,036901
037907041,157,152,163,59,472,338,37,49,291,12.3,12.3,19.4,10.785217941,37685,35.8472,037,N,96,037907041,037907
038901041,103,72,98,21,273,143,27,38,151,15.1,14.6,12.8,12.786324786,40434,23.7668,038,N,96.3,038901041,038901
039902041,55,81,72,2,208,183,16,33,89,13.5,11.8,17,14.363636364,43975,18.0237,039,N,96.3,039902041,039902
039903041,31,34,37,1,102,86,16,8,48,17.3,17.3,17.8,11.952380952,39398,8.2402,039,N,95.7,039903041,039903
040901041,38,29,28,4,95,16,2,11,84,10.5,14,14.3,16.071428571,45112,9.9378,040,N,95.5,040901041,040901
042901041,67,70,76,5,213,146,10,18,133,10.1,14.1,14.3,12.966666667,38144,16.9852,042,N,96.8,042901041,042901
043902041,141,183,154,37,478,304,18,45,202,18.1,18.3,20.9,8.6842105263,44821,34.1655,043,N,96.3,043902041,043902
043903041,159,154,144,17,457,319,32,57,130,16.4,24.5,21.3,9.9632335025,44418,30.0363,043,N,96.3,043903041,043903
043904041,106,101,123,23,330,219,25,20,154,17.3,14.2,17.2,11.787677189,43224,26.8218,043,N,96.4,043904041,043904
043905041,201,220,185,72,606,302,29,58,206,15.5,15.9,16.9,9.2419611476,50305,55.0482,043,N,96.6,043905041,043905
043905043,285,251,264,78,800,476,97,70,109,20.2,20.2,22,9.2611940299,50035,59.3529,043,N,96.7,043905043,043905
043905044,230,205,174,55,609,394,69,34,28,19.8,17.5,24.9,10.94,50627,46.4101,043,N,97,043905044,043905
043905045,265,264,280,62,809,515,73,77,85,17.4,15.5,23.2,8.9589041096,49517,66.511,043,N,97.1,043905045,043905
043905046,198,164,164,33,526,377,43,37,26,17.5,17.5,21.3,9.0666678071,49656,43.5871,043,N,97.3,043905046,043905
043905047,220,188,211,112,619,309,33,42,111,18.2,19.4,22.9,7.6015049968,49327,50.0586,043,N,97,043905047,043905
043905048,399,358,319,119,1076,512,175,77,115,23.3,19.6,22.9,9.022484255,49567,74.3851,043,N,97.5,043905048,043905
043905049,240,230,219,135,689,353,37,62,99,19.5,17.5,22.1,7.3157427404,48585,49.7728,043,N,97.4,043905049,043905
043905050,306,267,247,107,820,506,53,57,125,22.6,21,23.2,5.4385964912,48118,53.3343,043,N,97.3,043905050,043905
043905051,205,187,181,63,573,373,65,29,86,21.3,18,22.6,7.9411764706,48576,46.3031,043,N,.,043905051,043905
043905052,196,171,124,90,491,200,41,41,84,20.1,17.1,22.4,4.658343458,48114,41.7651,043,N,.,043905052,043905
043905053,224,233,186,37,643,505,45,33,41,20.4,20.4,24.2,7.2244897959,48659,46.3972,043,N,.,043905053,043905
043907041,351,333,324,87,1008,629,130,67,263,21.2,17.7,21.9,10.155405405,49584,70.1647,043,N,95.7,043907041,043907
043907043,409,374,371,73,1154,788,140,86,208,23.6,21.5,22.4,9.7151515152,49568,76.5803,043,N,96.1,043907043,043907
043907044,279,284,259,158,822,345,52,88,337,18.6,14.8,16.8,11.444444444,50350,69.2113,043,N,96.1,043907044,043907
043907045,486,452,477,169,1415,820,127,111,288,21.5,20.1,23.1,9.1809045226,49110,93.3391,043,N,95.9,043907045,043907
043907046,377,396,352,179,1125,632,116,99,316,22,17.4,21.1,8.5957453143,48725,77.9954,043,N,96,043907046,043907
043910042,253,264,248,96,765,163,101,120,481,11.7,15.7,18.3,13.238752803,52976,64.3316,043,N,96.7,043910042,043910
043910043,323,323,306,113,952,484,157,140,340,16.8,18.4,18.7,9.25,50412,71.019,043,N,96.2,043910043,043910
043910044,309,289,299,64,897,569,205,129,153,17.3,22.5,26.1,10.553571429,52013,54.828,043,N,96.6,043910044,043910
043910045,248,252,258,144,758,184,63,109,438,14.7,16.1,16.6,9.7534096534,51211,62.1893,043,N,96.3,043910045,043910
043910046,285,292,290,164,867,330,106,131,389,16.2,18.7,17.7,10.279411765,51509,66.9342,043,N,96.5,043910046,043910
043910047,342,324,334,66,1000,592,233,95,102,18.2,24.4,25.4,10.399307225,51580,63.6772,043,N,97,043910047,043910
043910048,282,306,292,79,880,481,186,86,186,14.2,23.1,21.9,11.125560538,51781,55.5358,043,N,97,043910048,043910
043910049,453,432,432,161,1317,731,269,89,190,17.2,24.3,27.1,11.247563701,51785,76.6741,043,N,96.7,043910049,043910
043910050,306,379,362,78,1047,456,241,73,117,15.8,22.2,23.2,10.358565737,51335,62.279,043,N,97.5,043910050,043910
043910052,416,363,412,158,1191,592,256,128,322,16.4,20.6,22.3,10.543412365,51757,80.4278,043,N,96.4,043910052,043910
043910053,389,394,382,35,1165,454,444,57,47,20.8,25.6,25.4,13.214399306,53653,68.4235,043,N,97.6,043910053,043910
043910054,307,333,314,109,954,508,156,78,74,16.2,22.3,17.3,12.06504065,52541,60.9612,043,N,97.4,043910054,043910
043910056,303,245,287,99,835,256,142,92,227,14.8,19.4,20.7,7.2289798788,49481,59.4153,043,N,.,043910056,043910
043918041,128,127,114,17,369,272,20,32,126,18.9,16.4,19.7,11.225806452,45213,28.2909,043,N,96.1,043918041,043918
043919041,298,279,263,15,840,685,192,51,21,14.2,21.2,22.5,9.0510948905,49591,61.5073,043,N,96.5,043919041,043919
