,gr3_stu_count,gr4_stu_count,gr5_stu_count,black_stu_count,all_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
001903101,106,81,83,46,717,602,15,50,422,.,.,.,13.363693671,38571,45.7543,001,N,96.6,001903101,001903
003906101,33,43,42,4,261,248,5,21,145,.,.,.,11.227372167,39506,18.6043,003,N,96.4,003906101,003906
007901101,31,46,55,0,266,27,0,17,206,.,.,.,14.538461538,45840,19.4999,007,N,95.8,007901101,007901
008903102,67,67,57,49,379,169,9,27,211,.,.,.,16.714285714,46346,27.24,008,N,96.9,008903102,008903
011902101,82,87,109,69,623,194,19,43,446,.,.,.,12.625,42878,39.3315,011,N,96.4,011902101,011902
011902103,100,103,76,119,618,199,38,42,400,.,.,.,8.2,40480,38.8339,011,N,96.6,011902103,011902
013903101,26,24,21,0,172,65,1,19,131,.,.,.,13.4375,41757,14.5867,013,N,96.7,013903101,013903
013905101,44,64,48,4,349,114,1,35,232,.,.,.,11.782608696,42207,22.9996,013,N,96.4,013905101,013905
014903102,41,44,37,14,287,193,12,26,143,.,.,.,10.756756757,40404,18.5,014,N,96.9,014903102,014903
014903103,60,69,42,62,431,208,21,48,329,.,.,.,9.5172413793,40278,28.0188,014,N,96,014903103,014903
014903109,112,114,113,18,663,519,31,82,275,.,.,.,9.5625645185,39693,41.7286,014,N,96.3,014903109,014903
014903116,38,60,50,36,387,255,6,28,168,.,.,.,6.7410639978,38563,23.4306,014,N,.,014903116,014903
014905101,44,37,64,20,300,201,6,23,150,.,.,.,14.875,40240,22.6281,014,N,96.9,014905101,014905
014906102,57,74,76,116,513,158,26,45,320,.,.,.,8.5372509547,45712,41.9259,014,N,96.3,014906102,014906
014906105,98,76,98,179,696,265,23,77,513,.,.,.,7.9396110562,44188,50.646,014,N,96.2,014906105,014906
014906110,122,107,123,291,767,188,21,64,410,.,.,.,9.5263724665,45668,53.6346,014,N,96,014906110,014906
014906111,65,59,61,246,498,139,22,57,331,.,.,.,12.118912881,47340,34.2358,014,N,95.9,014906111,014906
014906112,72,56,56,156,484,159,9,59,383,.,.,.,12.759662803,47310,39.4869,014,N,95,014906112,014906
014906115,114,137,121,140,861,544,71,73,322,.,.,.,12.96099179,47597,55.4238,014,N,96.2,014906115,014906
014906119,96,90,103,375,740,190,17,83,484,.,.,.,9.5468127415,45209,51.2602,014,N,96.3,014906119,014906
014906120,125,115,101,396,776,204,20,83,428,.,.,.,8.9671031696,45190,51.0506,014,N,96.3,014906120,014906
014906122,144,130,127,373,942,319,21,74,472,.,.,.,8.7001658112,44545,57.0993,014,N,96,014906122,014906
014906123,103,93,91,265,809,375,14,79,576,.,.,.,8.7328090539,44756,53.9154,014,N,95,014906123,014906
014906124,93,116,107,261,707,256,37,83,287,.,.,.,11.41295463,46729,49.1332,014,N,96.8,014906124,014906
014906126,76,59,63,137,610,329,20,83,325,.,.,.,12.903312801,48690,46.3599,014,N,95.4,014906126,014906
014906136,151,144,150,213,1009,600,29,130,340,.,.,.,6.142267285,42202,63.3896,014,N,95.7,014906136,014906
015811101,14,12,11,0,149,0,0,7,124,.,.,.,0.1103570049,38470,9.0615,015,Y,96.3,015811101,015811
015819001,12,16,7,2,88,7,0,3,83,.,.,.,2.1111111111,34722,9.0001,015,Y,94.6,015819001,015819
015819101,12,10,7,45,96,22,0,3,70,.,.,.,5.5454545455,38510,10.9998,015,Y,96.4,015819101,015819
015904101,94,85,75,3,525,24,13,39,452,.,.,.,8.1428571429,45219,34.3015,015,N,96.4,015904101,015904
015904102,100,82,89,2,623,31,24,51,552,.,.,.,13.054054054,47882,35.6847,015,N,96.6,015904102,015904
015904105,94,92,96,2,727,2,16,55,727,.,.,.,9.0510160871,45588,41.514,015,N,97.3,015904105,015904
015904106,104,103,109,3,694,13,14,69,688,.,.,.,10.930232558,46686,41.9908,015,N,96.3,015904106,015904
015904107,87,71,103,3,531,12,10,40,510,.,.,.,10.085714286,45863,34.3147,015,N,95.7,015904107,015904
015904108,86,70,78,1,530,29,11,53,474,.,.,.,12.823529412,48286,33.143,015,N,96.6,015904108,015904
015904109,88,73,66,2,526,15,17,39,526,.,.,.,11.861111111,47575,35.4278,015,N,96.8,015904109,015904
015904110,68,52,59,4,402,12,14,24,372,.,.,.,12.481481481,47742,25.6219,015,N,96.2,015904110,015904
015904111,48,67,51,6,420,33,9,50,393,.,.,.,12.034482759,47549,28.5172,015,N,95.7,015904111,015904
015904113,80,84,84,2,562,19,6,38,522,.,.,.,12.257142857,47505,34.2657,015,N,96.4,015904113,015904
015904114,51,64,67,3,422,15,15,32,417,.,.,.,14.733333333,49699,29.37,015,N,96.9,015904114,015904
015905105,80,75,72,3,559,2,14,53,540,.,.,.,13.169402677,47486,39.9183,015,N,96.3,015905105,015905
015905106,83,78,56,6,479,6,13,51,472,.,.,.,8.7990720018,44178,34.3103,015,N,95.9,015905106,015905
015905108,67,78,92,5,605,5,13,51,536,.,.,.,13.789023589,47368,43.187,015,N,96.4,015905108,015905
015905109,87,69,87,19,563,2,20,56,557,.,.,.,9.1380807296,43789,41.1193,015,N,96.6,015905109,015905
015905110,84,98,66,10,603,7,17,61,567,.,.,.,9.6743344725,44744,49.3565,015,N,96.1,015905110,015905
015905112,130,121,131,4,870,9,85,81,849,.,.,.,11.189800514,46667,53.5308,015,N,96.1,015905112,015905
015905113,83,102,97,0,617,8,31,79,594,.,.,.,10.636691783,45707,42.7536,015,N,96.6,015905113,015905
015905114,108,72,86,15,661,0,18,70,642,.,.,.,11.609938107,45742,45.3565,015,N,96,015905114,015905
015905116,64,66,65,12,504,5,9,54,471,.,.,.,12.813955326,46322,38.064,015,N,95.5,015905116,015905
015905117,69,56,75,7,489,5,8,34,485,.,.,.,10.747635914,45332,37.1131,015,N,96.8,015905117,015905
015907101,101,76,68,16,631,20,26,56,569,.,.,.,13.571428571,49199,34.9998,015,N,96.9,015907101,015907
015907106,77,63,59,9,494,16,15,76,467,.,.,.,12.592592593,48851,26.0002,015,N,97,015907106,015907
015907108,44,39,27,0,308,0,10,19,293,.,.,.,12.857142857,48845,20.5002,015,N,96,015907108,015907
