,gr3_math_avg,gr3_ela_avg,gr4_math_avg,gr4_ela_avg,gr4_writ_avg,gr5_math_avg,gr5_ela_avg,gr5_sci_avg,CAMPUS,DISTRICT
015915180,95,97,92,90,80,99,98,94,015915180,015915
015915181,92,95,92,93,93,99,99,97,015915181,015915
015915182,78,79,78,77,69,94,92,85,015915182,015915
015915183,82,79,80,77,59,95,91,80,015915183,015915
015915184,79,80,73,76,60,76,83,70,015915184,015915
015915185,72,62,46,48,49,77,81,74,015915185,015915
015915186,87,87,92,84,75,98,93,77,015915186,015915
015915187,86,82,76,81,59,94,95,92,015915187,015915
015915188,84,81,84,87,66,94,90,83,015915188,015915
015915189,67,54,66,50,36,68,69,55,015915189,015915
015915191,90,83,80,80,70,98,93,84,015915191,015915
015915192,77,73,71,72,59,89,80,66,015915192,015915
015915193,89,89,88,86,78,93,90,87,015915193,015915
015915195,88,85,88,87,82,97,98,93,015915195,015915
015915198,85,82,82,72,66,94,90,78,015915198,015915
015915225,87,88,67,78,62,91,90,84,015915225,015915
015915226,81,79,83,81,64,93,85,75,015915226,015915
015915227,77,81,89,89,72,97,94,84,015915227,015915
015915228,82,80,85,84,72,98,84,84,015915228,015915
015915234,91,81,92,92,87,97,96,83,015915234,015915
015915236,92,87,91,96,87,96,93,84,015915236,015915
015916101,67,57,57,58,41,87,80,72,015916101,015916
015916102,73,64,86,68,66,86,77,64,015916102,015916
015916105,73,70,64,65,68,68,76,51,015916105,015916
015916107,67,53,44,48,40,78,64,42,015916107,015916
015916109,86,89,81,83,75,94,81,87,015916109,015916
015916110,68,55,58,52,51,77,77,70,015916110,015916
015916111,79,62,79,70,74,89,77,66,015916111,015916
015916116,84,86,74,74,60,90,83,77,015916116,015916
015916117,89,84,78,73,65,87,75,71,015916117,015916
015916119,73,79,80,70,75,92,88,82,015916119,015916
016902101,87,81,86,87,68,93,89,79,016902101,016902
018901101,76,77,71,72,63,89,85,78,018901101,018901
019909101,90,76,80,63,60,90,73,73,019909101,019909
020901103,76,72,78,65,59,92,85,72,020901103,020901
020901108,79,76,72,73,60,89,88,81,020901108,020901
020901109,91,83,89,71,65,87,86,88,020901109,020901
020901110,76,74,90,77,78,89,81,77,020901110,020901
020901111,85,79,78,78,74,85,86,84,020901111,020901
020901113,69,72,78,73,63,87,80,75,020901113,020901
020901114,89,89,87,79,66,94,93,95,020901114,020901
020901115,89,88,93,89,82,89,87,77,020901115,020901
020901116,73,69,65,55,53,78,74,73,020901116,020901
020902110,60,71,65,64,55,96,72,77,020902110,020902
020904101,89,87,84,75,74,98,93,79,020904101,020904
020906104,69,70,82,66,63,86,82,79,020906104,020906
021902101,73,61,76,66,71,78,62,51,021902101,021902
027904102,69,70,82,66,56,95,84,79,027904102,027904
029901101,90,92,98,81,82,95,87,86,029901101,029901
030903101,79,75,65,77,62,83,67,67,030903101,030903
031901104,81,79,84,79,74,99,93,88,031901104,031901
031901108,89,87,93,82,82,97,78,74,031901108,031901
031901111,85,75,88,80,75,98,92,89,031901111,031901
031901117,84,74,77,68,71,87,81,74,031901117,031901
031901120,72,66,75,56,62,90,69,72,031901120,031901
031901121,91,86,88,76,85,93,84,89,031901121,031901
031901124,61,55,55,65,63,94,79,84,031901124,031901
031901126,81,75,88,83,83,91,88,76,031901126,031901
031901128,90,80,69,66,65,97,72,80,031901128,031901
031901129,93,83,83,74,76,93,92,82,031901129,031901
031901132,90,90,88,77,81,99,90,88,031901132,031901
031901134,93,78,90,83,79,89,86,78,031901134,031901
031901135,90,87,84,83,86,97,91,79,031901135,031901
031901136,95,78,91,84,81,99,93,91,031901136,031901
031901138,87,76,82,80,81,93,87,81,031901138,031901
031901139,89,83,98,89,95,99,95,93,031901139,031901
031901142,89,84,90,87,93,99,98,93,031901142,031901
031901143,93,82,91,94,88,91,89,85,031901143,031901
031901144,91,91,83,84,82,96,89,84,031901144,031901
031903102,85,67,67,65,54,94,81,93,031903102,031903
031903103,81,75,77,61,60,83,79,75,031903103,031903
031903108,91,86,96,87,85,97,89,72,031903108,031903
031903114,92,79,78,82,80,80,75,77,031903114,031903
031903117,78,82,88,80,82,88,92,75,031903117,031903
031903122,70,59,72,63,67,88,74,62,031903122,031903
031903123,88,82,74,75,74,97,88,89,031903123,031903
031906106,74,67,77,78,78,92,86,93,031906106,031906
031906107,92,86,83,72,76,99,90,94,031906107,031906
031906108,97,94,97,94,95,97,97,97,031906108,031906
031909102,66,62,83,74,62,89,83,54,031909102,031909
031912103,95,87,91,84,82,98,96,91,031912103,031912
031912104,80,83,74,79,73,98,86,86,031912104,031912
031912106,72,56,59,50,68,62,48,36,031912106,031912
031912114,73,66,91,59,72,87,77,62,031912114,031912
031912115,87,75,68,52,59,71,50,63,031912115,031912
033902101,89,87,83,69,69,96,96,98,033902101,033902
034903101,71,67,73,73,65,95,82,82,034903101,034903
034905102,79,69,71,76,51,87,91,85,034905102,034905
036901101,80,77,87,64,57,94,87,83,036901101,036901
038901102,87,84,87,84,84,94,97,85,038901102,038901
039902101,93,79,88,77,68,95,92,85,039902101,039902
043905112,96,88,97,95,93,97,97,92,043905112,043905
043911101,97,83,83,75,75,93,88,79,043911101,043911
043912104,89,87,92,87,88,100,100,94,043912104,043912
043912106,88,89,81,81,71,97,94,84,043912106,043912
043912107,87,85,83,76,67,97,93,83,043912107,043912
043918103,77,77,72,75,67,98,87,81,043918103,043918
045902101,73,67,77,58,51,77,79,60,045902101,045902
046901106,87,86,90,83,75,98,96,87,046901106,046901
046902101,89,96,95,92,84,97,96,84,046902101,046902
046902102,86,79,92,86,76,97,94,93,046902102,046902
046902115,67,67,69,63,37,90,79,78,046902115,046902
046902120,85,78,75,75,78,81,83,87,046902120,046902
046902121,91,89,84,82,73,88,88,84,046902121,046902
046902123,77,80,76,83,69,90,88,75,046902123,046902
047901101,86,74,69,75,57,86,84,55,047901101,047901
052901101,79,76,69,65,54,80,75,62,052901101,052901
054903102,68,68,59,56,64,74,82,56,054903102,054903
057903102,84,81,88,72,58,86,85,76,057903102,057903
057903105,80,72,45,64,61,92,88,77,057903105,057903
057903109,94,81,85,82,80,93,85,79,057903109,057903
057903111,79,64,53,45,33,87,76,67,057903111,057903
057903112,97,93,88,88,90,97,93,93,057903112,057903
057903116,93,69,74,68,45,89,76,83,057903116,057903
057903118,93,88,97,93,86,100,98,97,057903118,057903
057903121,56,62,45,49,52,55,60,50,057903121,057903
057903123,93,86,77,75,68,83,79,69,057903123,057903
057903124,80,78,73,71,61,80,82,70,057903124,057903
057903128,70,73,72,59,64,92,83,75,057903128,057903
057904108,69,69,58,64,61,79,75,70,057904108,057904
057905107,70,57,50,52,58,68,79,50,057905107,057905
057905109,72,60,56,50,57,83,79,74,057905109,057905
057905110,87,76,84,67,67,95,85,86,057905110,057905
057905120,68,64,75,58,67,93,88,84,057905120,057905
057905121,81,53,82,54,62,74,46,65,057905121,057905
057905122,50,42,63,44,37,64,54,46,057905122,057905
057905125,82,80,72,71,75,92,83,67,057905125,057905
057905129,74,56,42,47,46,86,72,69,057905129,057905
057905131,82,76,100,84,90,93,85,73,057905131,057905
057905139,42,39,41,29,29,64,57,55,057905139,057905
057905142,51,42,42,41,37,53,56,66,057905142,057905
057905144,63,71,71,51,56,89,89,75,057905144,057905
057905145,77,59,60,71,66,89,86,50,057905145,057905
057905147,74,77,83,76,73,84,88,79,057905147,057905
057905149,80,74,91,70,75,85,87,64,057905149,057905
057905154,78,72,83,60,62,92,76,69,057905154,057905
057905156,82,64,88,68,75,80,85,76,057905156,057905
057905163,56,46,85,38,45,71,66,55,057905163,057905
057905164,69,64,73,50,49,89,79,69,057905164,057905
057905167,65,62,47,57,53,75,79,75,057905167,057905
057905169,71,77,79,72,77,95,83,78,057905169,057905
057905173,79,71,76,80,72,92,92,72,057905173,057905
057905174,80,73,76,71,71,72,71,47,057905174,057905
057905175,69,57,70,64,60,73,68,56,057905175,057905
057905176,80,68,81,68,70,68,80,56,057905176,057905
057905177,67,48,79,66,68,89,82,75,057905177,057905
057905180,72,68,84,70,72,91,92,82,057905180,057905
057905183,74,55,72,66,66,94,77,68,057905183,057905
057905187,81,74,78,67,58,94,83,77,057905187,057905
057905188,63,57,56,49,40,73,57,42,057905188,057905
057905189,67,60,63,54,54,87,78,63,057905189,057905
057905192,58,45,71,71,46,75,77,56,057905192,057905
057905193,88,78,77,79,68,95,86,85,057905193,057905
057905194,69,57,62,73,72,77,89,73,057905194,057905
057905197,82,72,83,65,63,77,70,68,057905197,057905
057905203,87,85,89,75,77,96,89,85,057905203,057905
057905204,78,76,72,70,64,85,82,72,057905204,057905
057905207,66,55,72,60,63,85,78,59,057905207,057905
057905208,70,53,48,52,52,67,73,58,057905208,057905
057905210,88,90,71,60,67,91,90,93,057905210,057905
057905215,62,51,76,45,67,91,76,70,057905215,057905
057905220,61,50,65,51,50,75,73,58,057905220,057905
057905225,57,50,58,41,43,74,62,49,057905225,057905
057905230,86,82,75,67,73,91,86,82,057905230,057905
057905235,60,51,57,48,54,77,69,65,057905235,057905
057905236,56,57,73,47,58,82,80,67,057905236,057905
057905237,71,61,69,76,81,90,84,73,057905237,057905
057905240,58,54,74,64,75,79,70,54,057905240,057905
057905247,63,60,63,60,62,86,77,63,057905247,057905
057905266,60,52,69,51,63,70,65,75,057905266,057905
057905272,79,74,85,70,61,87,77,72,057905272,057905
057905276,71,60,90,56,63,82,70,72,057905276,057905
057905279,89,79,69,72,65,74,89,60,057905279,057905
057905280,76,75,84,65,73,86,91,71,057905280,057905
057905283,62,58,60,57,51,86,79,39,057905283,057905
057905284,73,61,80,70,74,82,84,63,057905284,057905
057905286,77,63,72,65,75,91,81,70,057905286,057905
057905304,85,75,71,60,71,77,79,76,057905304,057905
057907111,79,80,75,79,66,85,73,57,057907111,057907
057909109,74,62,65,54,53,71,56,60,057909109,057909
057909113,80,73,88,76,81,91,91,43,057909113,057909
057909116,69,54,76,58,67,86,75,61,057909116,057909
057909120,62,55,69,64,72,82,71,47,057909120,057909
057909132,68,63,68,76,64,80,72,54,057909132,057909
057909138,84,87,86,74,66,95,90,77,057909138,057909
057909139,73,73,71,73,62,86,77,62,057909139,057909
057909142,68,65,70,64,58,89,82,69,057909142,057909
057909154,71,73,63,69,61,85,83,68,057909154,057909
057909155,94,87,95,87,86,96,94,88,057909155,057909
057909157,57,56,60,68,60,81,79,63,057909157,057909
057909158,68,54,78,68,64,81,81,70,057909158,057909
057909159,81,68,61,62,68,86,82,52,057909159,057909
057910119,76,74,76,70,55,85,80,85,057910119,057910
057910124,66,51,66,44,45,79,68,58,057910124,057910
057910126,77,77,81,81,60,83,84,67,057910126,057910
057910129,82,82,81,69,52,99,93,87,057910129,057910
057912103,70,67,73,57,44,77,65,70,057912103,057912
057913106,72,64,66,58,67,86,81,74,057913106,057913
057913107,77,59,85,56,76,87,79,80,057913107,057913
057914104,72,62,78,72,66,82,74,66,057914104,057914
057914112,67,58,58,50,50,77,72,78,057914112,057914
057914123,68,74,50,58,49,70,76,61,057914123,057914
057914129,59,71,54,52,52,79,81,72,057914129,057914
057914132,69,73,69,67,61,88,80,68,057914132,057914
057922103,91,95,84,88,72,98,91,86,057922103,057922
057922112,96,96,95,92,88,98,99,93,057922112,057922
061901109,88,85,92,89,85,91,88,87,061901109,061901
061901113,76,68,83,66,66,89,83,74,061901113,061901
061901116,91,86,80,70,76,95,96,81,061901116,061901
061901117,79,79,86,81,71,93,92,83,061901117,061901
061901119,87,81,76,76,76,88,88,74,061901119,061901
061901123,70,79,67,63,49,85,82,89,061901123,061901
061901125,89,84,81,80,55,97,95,88,061901125,061901
061901126,94,90,89,78,75,99,99,87,061901126,061901
061902106,75,76,72,64,58,86,80,70,061902106,061902
061902107,79,60,76,70,53,84,82,72,061902107,061902
061902108,88,86,92,84,88,99,95,81,061902108,061902
061902111,81,79,47,39,35,80,82,65,061902111,061902
061902112,91,93,90,86,71,97,95,81,061902112,061902
061902113,79,75,76,70,56,86,85,78,061902113,061902
061902115,79,71,74,71,63,92,86,68,061902115,061902
061902117,90,84,89,94,92,100,97,89,061902117,061902
061902118,90,93,88,90,89,91,94,83,061902118,061902
061902125,75,63,76,81,61,92,92,81,061902125,061902
061902127,75,76,63,63,54,89,87,73,061902127,061902
061902128,83,92,83,90,84,98,97,93,061902128,061902
061902130,99,99,99,98,96,99,99,84,061902130,061902
061902134,90,85,85,80,84,94,94,90,061902134,061902
061902139,59,62,54,66,53,83,80,67,061902139,061902
061902142,83,82,79,68,58,89,79,76,061902142,061902
061906101,76,81,81,76,72,83,85,72,061906101,061906
061908104,75,82,86,85,92,91,90,82,061908104,061908
061911107,78,84,78,82,60,97,89,81,061911107,061911
061911108,72,76,59,62,59,79,73,67,061911108,061911
061911113,74,83,70,72,52,90,88,65,061911113,061911
061911116,79,73,81,83,68,88,85,80,061911116,061911
061911118,63,69,75,78,60,92,86,76,061911118,061911
061912101,76,84,85,78,77,91,84,76,061912101,061912
061912105,82,83,72,81,71,84,89,77,061912105,061912
061914104,68,76,72,70,61,96,88,83,061914104,061914
061914108,87,88,73,67,65,92,81,86,061914108,061914
065901101,72,76,71,82,79,98,87,89,065901101,065901
067902101,77,87,71,84,56,93,96,86,067902101,067902
067903101,65,61,75,69,63,93,85,74,067903101,067903
067904101,76,60,52,71,70,86,86,81,067904101,067904
070907101,69,53,75,64,43,100,97,54,070907101,070907
070908104,79,78,78,80,60,89,84,78,070908104,070908
070908106,87,84,80,87,78,96,93,77,070908106,070908
070908107,70,63,78,73,52,88,86,78,070908107,070908
070908108,94,86,83,89,79,92,95,84,070908108,070908
070911101,73,71,81,61,52,89,76,75,070911101,070911
070912108,86,77,89,82,72,92,86,83,070912108,070912
070912112,88,83,71,67,51,82,84,75,070912112,070912
071901101,76,69,60,53,57,87,72,72,071901101,071901
071901102,80,74,78,62,61,90,74,71,071901102,071901
071901103,70,70,74,64,60,97,85,83,071901103,071901
071901105,72,59,58,53,54,79,66,58,071901105,071901
071902103,81,76,85,78,85,93,88,83,071902103,071902
071902105,86,72,65,79,70,96,88,80,071902105,071902
071902106,71,71,65,62,59,100,85,79,071902106,071902
071902111,52,49,73,51,41,69,64,42,071902111,071902
071902115,69,52,74,80,71,89,84,84,071902115,071902
071902116,90,82,70,62,55,85,84,74,071902116,071902
071902121,80,76,59,70,55,85,79,64,071902121,071902
071902130,86,85,85,80,77,90,89,71,071902130,071902
071902141,73,61,48,61,30,85,83,80,071902141,071902
071902151,89,91,98,85,70,85,90,86,071902151,071902
071902162,90,88,90,88,80,98,96,89,071902162,071902
071902163,84,84,78,84,80,96,90,82,071902163,071902
071902166,86,87,83,87,84,97,97,78,071902166,071902
071902169,66,71,61,61,56,71,64,40,071902169,071902
071902174,72,69,74,80,64,89,90,77,071902174,071902
071902175,81,81,79,94,77,81,84,73,071902175,071902
071905122,78,70,72,70,62,88,82,72,071905122,071905
071905129,96,94,94,85,83,97,89,83,071905129,071905
071905131,86,79,86,71,70,98,81,80,071905131,071905
071907102,71,60,86,74,80,98,93,87,071907102,071907
071907103,77,69,83,60,60,95,90,87,071907103,071907
071909103,91,86,88,86,90,87,87,78,071909103,071909
071909105,90,81,89,77,74,96,94,89,071909105,071909
071909107,68,71,76,82,68,98,91,89,071909107,071909
071909109,94,94,87,73,100,100,97,93,071909109,071909
071909119,85,79,83,83,79,88,88,86,071909119,071909
071909121,92,83,91,88,83,94,94,97,071909121,071909
071909125,84,80,72,70,57,95,86,78,071909125,071909
071909128,81,77,74,73,66,97,90,90,071909128,071909
075901102,85,91,80,78,59,89,87,82,075901102,075901
075903102,73,76,75,79,61,94,80,88,075903102,075903
079901105,87,85,91,80,61,99,88,81,079901105,079901
079901107,71,63,75,61,53,86,77,74,079901107,079901
079901109,91,80,98,87,76,100,92,90,079901109,079901
079901112,81,77,90,62,52,91,81,69,079901112,079901
079901114,90,91,100,93,93,96,89,92,079901114,079901
079901116,77,65,74,58,44,92,79,65,079901116,079901
079901118,98,85,85,80,73,99,85,84,079901118,079901
079901119,94,99,97,92,91,100,99,95,079901119,079901
079901120,92,95,92,88,88,100,100,100,079901120,079901
079901122,71,62,91,79,71,90,90,79,079901122,079901
079901125,81,73,83,68,68,95,77,69,079901125,079901
079901126,90,94,97,91,85,99,98,97,079901126,079901
079901127,92,89,94,89,86,95,93,88,079901127,079901
079901140,91,80,99,95,86,99,92,76,079901140,079901
079907109,62,57,50,54,46,64,53,24,079907109,079907
079907120,87,88,83,86,70,97,97,89,079907120,079907
079907121,76,81,88,67,61,83,84,57,079907121,079907
079907123,92,89,93,78,71,97,92,88,079907123,079907
079907124,74,64,65,69,55,85,73,51,079907124,079907
079907125,87,85,87,80,71,87,94,74,079907125,079907
079907127,89,86,93,87,92,92,85,80,079907127,079907
079907128,93,94,96,94,93,95,95,92,079907128,079907
079907133,67,65,68,65,59,90,83,71,079907133,079907
079907134,56,70,62,51,49,88,83,70,079907134,079907
079907144,69,49,59,51,48,87,66,78,079907144,079907
079907146,64,52,53,70,51,82,72,73,079907146,079907
079907152,95,94,96,91,90,96,95,88,079907152,079907
084910101,74,77,74,84,75,94,89,80,084910101,084910
084910103,72,82,68,67,53,87,82,88,084910103,084910
084910104,86,76,80,74,62,85,84,73,084910104,084910
084910105,84,80,85,80,66,93,86,81,084910105,084910
084910106,90,88,81,76,63,89,94,71,084910106,084910
084910107,75,63,66,65,65,82,75,61,084910107,084910
084910108,73,68,76,75,54,90,85,81,084910108,084910
084910110,82,88,83,72,68,90,82,68,084910110,084910
084910111,85,82,72,88,57,91,91,66,084910111,084910
084910118,91,89,85,79,77,89,88,86,084910118,084910
084910119,79,83,81,74,68,90,93,72,084910119,084910
084910120,92,86,87,87,81,92,91,82,084910120,084910
084910121,87,85,78,77,75,92,91,81,084910121,084910
084910122,82,86,83,80,71,93,94,83,084910122,084910
084910123,93,86,90,88,84,99,96,92,084910123,084910
084910124,76,82,81,83,74,95,94,82,084910124,084910
084910125,89,89,83,79,67,96,89,72,084910125,084910
084910127,88,90,89,90,79,94,94,90,084910127,084910
090904105,57,51,85,54,57,93,75,70,090904105,090904
091914101,73,65,81,76,81,78,77,75,091914101,091914
092903122,86,75,67,59,45,85,85,66,092903122,092903
092903123,85,69,69,69,55,90,80,80,092903123,092903
092903124,72,66,63,51,49,88,65,41,092903124,092903
092903126,88,79,89,86,83,98,97,92,092903126,092903
093904104,65,67,37,47,48,63,63,43,093904104,093904
095901101,76,69,59,56,58,85,85,75,095901101,095901
095905108,77,67,66,56,44,83,73,72,095905108,095905
100905102,88,76,81,75,73,100,94,86,100905102,100905
101815101,93,93,89,95,74,100,94,72,101815101,101815
101903101,61,54,63,54,44,79,90,64,101903101,101903
101903108,69,64,63,64,62,88,87,75,101903108,101903
101907103,79,76,88,78,70,92,88,78,101907103,101907
101907104,80,73,88,80,67,97,93,91,101907104,101907
101907105,82,79,83,79,66,91,87,78,101907105,101907
101907106,77,79,83,80,76,94,90,87,101907106,101907
101907107,84,79,80,79,73,97,92,91,101907107,101907
101907108,75,77,68,69,61,91,85,82,101907108,101907
101907109,79,78,67,72,63,94,94,88,101907109,101907
101907112,74,62,71,60,61,90,82,77,101907112,101907
101907113,73,74,76,64,50,88,79,79,101907113,101907
101907116,82,78,86,82,77,94,92,83,101907116,101907
101907118,83,82,75,74,58,91,92,87,101907118,101907
101907119,70,64,75,63,58,84,80,80,101907119,101907
101907120,83,79,66,52,43,81,81,84,101907120,101907
101907121,71,77,67,61,56,90,77,72,101907121,101907
101907122,77,75,80,68,65,94,81,84,101907122,101907
101907124,76,72,78,69,65,80,83,74,101907124,101907
101907125,78,80,65,72,62,82,81,80,101907125,101907
101907126,93,94,97,90,83,99,98,96,101907126,101907
101907127,72,69,70,60,52,78,72,71,101907127,101907
101907128,93,87,92,83,69,95,89,91,101907128,101907
101907129,77,75,66,66,69,83,74,78,101907129,101907
101907130,83,79,81,80,83,93,93,95,101907130,101907
101907131,80,73,73,73,72,85,86,83,101907131,101907
101907132,82,77,83,78,70,90,90,90,101907132,101907
101907133,81,88,90,81,76,98,95,94,101907133,101907
101907134,80,73,76,71,65,85,80,74,101907134,101907
101907135,87,86,92,82,74,96,91,92,101907135,101907
101907137,63,66,62,68,54,77,90,77,101907137,101907
101907138,97,93,97,97,91,100,99,98,101907138,101907
101907139,94,87,94,87,87,98,96,95,101907139,101907
101907140,87,89,90,90,71,99,95,93,101907140,101907
101907141,71,61,89,71,67,90,78,81,101907141,101907
101907143,89,85,90,91,84,98,93,95,101907143,101907
101907145,74,79,90,81,80,91,85,90,101907145,101907
101907146,72,72,79,67,66,93,87,91,101907146,101907
101907147,88,81,94,86,85,99,96,94,101907147,101907
101907148,77,78,86,84,81,91,85,85,101907148,101907
101907149,95,93,90,88,85,99,98,96,101907149,101907
101907150,74,73,75,69,65,96,87,88,101907150,101907
101907151,69,61,71,68,65,88,82,77,101907151,101907
101907152,81,78,93,80,75,96,91,89,101907152,101907
101907153,96,93,94,90,87,100,97,99,101907153,101907
101907154,83,69,77,73,65,90,76,84,101907154,101907
101907155,91,91,97,91,91,99,96,96,101907155,101907
101907156,99,97,99,98,96,100,99,99,101907156,101907
101907157,92,82,97,87,88,98,96,93,101907157,101907
101910104,81,78,85,61,66,85,69,68,101910104,101910
101910105,80,78,76,72,64,89,82,71,101910105,101910
101910106,87,76,83,73,76,92,84,84,101910106,101910
