,gr3_stu_count,gr4_stu_count,gr5_stu_count,black_stu_count,all_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
001903101,94,83,84,53,588,499,18,91,363,.,.,.,14.9,35879,39,001,N,96.5,001903101,001903
003906101,36,39,28,0,220,216,7,23,115,.,.,.,10.2,34305,17,003,N,96.6,003906101,003906
007901101,34,48,42,0,275,37,12,27,209,.,.,.,16.3,38780,18.2,007,N,95.9,007901101,007901
007902101,77,83,95,3,555,220,43,41,368,.,.,.,10.2,36512,38.6,007,N,96.3,007902101,007902
010902102,84,85,93,2,522,419,47,74,217,.,.,.,6.7,33083,40.6,010,N,95.1,010902102,010902
011902101,123,116,95,124,748,233,44,68,506,.,.,.,12.7,39724,49,011,N,96.8,011902101,011902
014906102,72,64,63,102,441,148,45,34,217,.,.,.,9.9,40521,31.6,014,N,97.1,014906102,014906
014906105,93,105,93,162,662,277,25,65,487,.,.,.,10,40366,46.8,014,N,96.7,014906105,014906
014906108,94,83,76,165,639,278,31,57,233,.,.,.,15,43950,41.7,014,N,96.6,014906108,014906
014906111,96,104,77,262,558,164,37,62,338,.,.,.,15.1,44576,38.9,014,N,96.3,014906111,014906
014906113,82,86,99,263,602,199,30,66,402,.,.,.,10.8,40573,40.8,014,N,96.4,014906113,014906
014906120,121,103,120,348,807,174,34,75,417,.,.,.,9.1,39704,55.9,014,N,97.1,014906120,014906
014906121,182,142,141,200,920,545,77,83,291,.,.,.,12.4,41833,55.3,014,N,96.7,014906121,014906
014906122,117,101,101,330,687,197,51,109,405,.,.,.,9.9,39513,49.7,014,N,96.2,014906122,014906
014906123,91,123,190,335,820,298,29,90,591,.,.,.,8,38168,50.6,014,N,96.6,014906123,014906
014906124,126,157,152,338,890,331,70,81,300,.,.,.,8.9,38654,56.3,014,N,97.5,014906124,014906
014906125,108,93,138,338,694,203,38,74,404,.,.,.,9,38166,44.8,014,N,96.4,014906125,014906
014906126,87,82,81,227,615,242,47,83,399,.,.,.,10.9,40751,47.3,014,N,96.2,014906126,014906
014906128,62,183,150,279,677,258,38,105,439,.,.,.,4.6,34922,45.2,014,N,96.7,014906128,014906
014906130,78,86,98,270,582,175,21,47,322,.,.,.,5,35823,37.3,014,N,95.6,014906130,014906
014906131,92,104,109,283,740,305,44,89,423,.,.,.,7.1,36654,43.5,014,N,.,014906131,014906
014907102,67,62,66,7,406,318,42,49,204,.,.,.,12.2,34558,25.1,014,N,96.6,014907102,014907
015806103,73,43,34,91,390,32,0,28,342,.,.,.,4.6,27579,20,015,Y,95.7,015806103,015806
015819101,7,2,3,30,60,14,0,3,43,.,.,.,4.6,28200,5,015,Y,95.4,015819101,015819
