,gr3_math_avg,gr3_ela_avg,gr4_math_avg,gr4_ela_avg,gr4_writ_avg,gr5_math_avg,gr5_ela_avg,gr5_sci_avg,CAMPUS,DISTRICT
057905173,72,70,72,82,65,88,87,77,057905173,057905
057905177,65,54,72,65,73,81,73,69,057905177,057905
057905178,84,82,85,72,84,94,85,76,057905178,057905
057905181,69,61,69,52,63,69,77,57,057905181,057905
057905182,66,56,51,47,61,77,71,66,057905182,057905
057905184,88,82,83,83,73,84,81,57,057905184,057905
057905185,82,80,84,80,64,88,86,65,057905185,057905
057905186,48,47,50,61,57,84,77,81,057905186,057905
057905190,81,70,73,67,55,91,85,78,057905190,057905
057905191,63,56,40,52,51,56,47,47,057905191,057905
057905195,73,63,80,70,79,90,84,57,057905195,057905
057905196,35,40,33,40,41,52,53,54,057905196,057905
057905197,71,71,65,65,64,74,74,72,057905197,057905
057905198,59,74,92,80,82,91,83,75,057905198,057905
057905199,81,72,65,69,73,89,85,68,057905199,057905
057905200,56,44,50,48,54,77,58,51,057905200,057905
057905201,79,77,77,74,73,93,88,96,057905201,057905
057905202,64,53,68,58,54,85,64,55,057905202,057905
057905205,62,65,54,56,68,87,70,57,057905205,057905
057905206,83,77,80,78,78,95,88,82,057905206,057905
057905207,59,66,64,63,67,72,70,55,057905207,057905
057905209,71,72,83,73,82,89,79,75,057905209,057905
057905211,47,56,52,57,51,69,60,52,057905211,057905
057905212,90,94,68,72,77,96,93,67,057905212,057905
057905213,83,71,79,71,73,88,78,71,057905213,057905
057905216,38,32,33,41,53,51,46,23,057905216,057905
057905218,47,46,43,34,38,64,58,50,057905218,057905
057905219,44,56,44,66,67,84,67,54,057905219,057905
057905222,82,73,88,67,78,93,86,73,057905222,057905
057905226,54,53,67,78,73,87,78,81,057905226,057905
057905229,74,69,70,68,59,97,88,84,057905229,057905
057905232,66,59,66,85,78,89,90,89,057905232,057905
057905233,64,76,74,69,79,95,90,63,057905233,057905
057905234,84,69,81,72,82,91,81,69,057905234,057905
057905237,70,66,60,53,69,85,82,62,057905237,057905
057905239,77,80,76,73,76,88,82,74,057905239,057905
057905244,54,59,65,71,61,78,71,64,057905244,057905
057905247,69,67,65,59,49,83,75,60,057905247,057905
057905250,61,59,61,51,49,88,67,64,057905250,057905
057905260,49,64,65,63,61,74,70,55,057905260,057905
057905263,61,56,76,75,68,95,92,88,057905263,057905
057905264,52,50,50,43,48,70,64,54,057905264,057905
057905265,95,76,91,77,73,93,80,70,057905265,057905
057905268,52,65,50,55,65,82,76,68,057905268,057905
057905269,27,35,68,45,45,60,63,44,057905269,057905
057905270,66,78,-1,-1,-1,100,83,100,057905270,057905
057905271,70,57,57,48,63,73,84,67,057905271,057905
057905272,84,68,45,49,47,69,60,45,057905272,057905
057905273,70,68,76,71,68,73,77,54,057905273,057905
057905274,69,66,70,66,64,92,85,79,057905274,057905
057905275,74,67,84,71,70,90,77,83,057905275,057905
057905277,60,55,70,88,81,85,81,69,057905277,057905
057905278,77,49,61,52,65,68,75,65,057905278,057905
057905281,70,67,64,53,63,86,69,61,057905281,057905
057905287,56,64,63,57,59,68,75,59,057905287,057905
057905301,49,48,52,49,48,61,56,66,057905301,057905
057905303,55,56,71,66,71,85,66,69,057905303,057905
057905305,75,62,63,56,61,79,75,56,057905305,057905
057909102,63,67,78,71,64,82,82,73,057909102,057909
057909119,65,71,57,68,62,89,93,76,057909119,057909
057909121,60,66,60,73,64,82,70,63,057909121,057909
057909133,74,63,58,75,53,82,73,56,057909133,057909
057909134,76,74,82,85,79,96,94,86,057909134,057909
057909136,72,74,73,80,81,70,75,61,057909136,057909
057909140,93,90,69,70,72,84,82,60,057909140,057909
057909141,53,58,53,65,54,79,74,58,057909141,057909
057909146,73,79,58,69,54,78,76,75,057909146,057909
057909156,88,87,76,83,73,87,84,77,057909156,057909
057910101,80,75,74,74,73,88,86,82,057910101,057910
057910102,61,64,64,64,45,94,83,84,057910102,057910
057910104,56,56,55,56,57,74,58,49,057910104,057910
057910106,83,86,63,77,54,82,86,76,057910106,057910
057910109,62,67,67,58,54,64,64,51,057910109,057910
057910113,93,79,81,81,79,91,87,83,057910113,057910
057910120,62,60,68,73,68,81,76,69,057910120,057910
057910121,87,88,83,86,70,98,90,93,057910121,057910
057910122,68,64,46,51,43,75,61,53,057910122,057910
057910125,61,64,62,69,58,81,70,63,057910125,057910
057910129,80,78,65,72,55,96,89,84,057910129,057910
057910130,70,64,66,78,70,86,81,68,057910130,057910
057913101,74,79,71,62,60,76,63,71,057913101,057913
057913102,71,70,75,71,63,85,78,52,057913102,057913
057913103,59,59,66,71,73,70,65,61,057913103,057913
057913109,80,65,63,55,64,86,72,77,057913109,057913
057913110,85,68,94,89,82,94,91,86,057913110,057913
057922106,76,85,78,82,76,87,85,76,057922106,057922
060902101,74,66,77,69,65,94,92,79,060902101,060902
060914102,78,78,75,83,67,100,77,62,060914102,060914
061901104,70,66,70,61,59,94,80,73,061901104,061901
061901107,72,70,72,77,66,76,76,68,061901107,061901
061901108,62,54,66,73,63,77,83,74,061901108,061901
061901111,73,68,44,35,47,70,63,51,061901111,061901
061902101,38,43,43,44,31,64,53,50,061902101,061902
061902109,74,67,68,64,63,88,87,88,061902109,061902
061902140,72,81,73,81,83,88,86,78,061902140,061902
061911102,65,71,66,68,58,81,81,74,061911102,061911
061911111,87,78,75,82,81,84,88,82,061911111,061911
061911117,70,75,63,78,67,87,86,73,061911117,061911
061914103,88,87,87,90,78,95,89,91,061914103,061914
061914105,77,77,80,76,68,87,79,60,061914105,061914
061914108,75,74,86,86,85,89,81,79,061914108,061914
062904102,69,62,54,57,48,90,62,52,062904102,062904
066902101,69,64,50,48,69,68,66,54,066902101,066902
066903102,35,65,48,52,58,67,53,56,066903102,066903
067904101,63,81,57,76,57,86,69,86,067904101,067904
068901101,73,74,63,59,63,81,75,58,068901101,068901
068901102,82,75,77,71,67,96,96,67,068901102,068901
068901105,55,60,65,58,54,88,75,71,068901105,068901
068901112,81,91,90,95,93,96,92,71,068901112,068901
068901116,58,49,71,71,59,76,66,71,068901116,068901
068901125,68,66,60,60,64,85,78,65,068901125,068901
068901126,43,38,67,71,70,71,57,53,068901126,068901
070801101,33,-1,54,50,23,57,65,22,070801101,070801
070911102,75,73,87,82,76,93,89,86,070911102,070911
070911103,85,85,82,78,67,92,76,76,070911103,070911
070911105,80,81,78,84,84,94,91,76,070911105,070911
070911107,80,76,60,62,65,95,76,68,070911107,070911
070912106,83,88,85,80,67,90,89,71,070912106,070912
070912111,92,85,78,74,77,89,77,64,070912111,070912
071901101,71,71,66,61,59,91,83,80,071901101,071901
071901104,75,63,78,74,77,83,73,72,071901104,071901
071901106,65,67,74,74,71,93,81,79,071901106,071901
071902102,66,57,78,80,76,72,72,75,071902102,071902
071902104,62,78,58,69,63,96,98,87,071902104,071902
071902107,78,76,43,59,52,65,64,74,071902107,071902
071902108,53,61,28,62,57,74,71,59,071902108,071902
071902109,89,83,78,78,74,85,81,75,071902109,071902
071902110,81,79,72,82,75,91,91,88,071902110,071902
071902112,74,72,73,77,78,84,82,68,071902112,071902
071902113,58,63,58,80,73,83,79,54,071902113,071902
071902114,56,41,62,77,76,92,86,76,071902114,071902
071902119,85,87,85,91,91,93,98,98,071902119,071902
071902123,64,60,83,82,71,91,85,74,071902123,071902
071902125,91,85,92,94,90,94,94,89,071902125,071902
071902128,69,73,55,70,49,67,64,67,071902128,071902
071902131,66,77,71,77,72,92,88,71,071902131,071902
071902133,87,81,79,83,77,79,75,62,071902133,071902
071902134,68,71,78,80,66,84,84,85,071902134,071902
071902135,85,84,70,78,70,90,86,73,071902135,071902
071902136,77,62,76,70,64,92,90,78,071902136,071902
071902138,80,41,64,68,64,84,73,67,071902138,071902
071902142,65,68,85,85,82,89,86,88,071902142,071902
071902143,71,78,63,83,82,92,81,68,071902143,071902
071902146,84,89,76,82,78,95,84,82,071902146,071902
071902147,76,81,76,85,71,91,93,77,071902147,071902
071902148,90,83,83,79,69,97,76,79,071902148,071902
071902149,79,70,83,78,69,93,82,79,071902149,071902
071902150,73,73,47,64,43,88,67,55,071902150,071902
071902153,56,75,58,62,57,86,84,67,071902153,071902
071902156,77,80,71,83,59,61,69,52,071902156,071902
071902159,91,93,91,89,87,100,95,90,071902159,071902
071902161,84,81,73,81,76,92,89,78,071902161,071902
071902165,72,75,60,82,61,82,86,83,071902165,071902
071902167,83,61,79,63,64,95,79,77,071902167,071902
071902178,86,86,80,87,84,90,87,82,071902178,071902
071905122,79,81,68,74,72,81,77,64,071905122,071905
071906101,64,66,78,80,75,85,79,73,071906101,071906
071907102,91,80,91,84,82,100,97,88,071907102,071907
071907104,65,62,63,60,60,94,88,75,071907104,071907
071907105,82,80,65,74,72,89,83,79,071907105,071907
071909101,61,65,59,73,65,86,78,82,071909101,071909
071909102,84,84,78,78,77,93,80,76,071909102,071909
071909104,83,67,80,69,64,93,80,79,071909104,071909
071909107,92,90,77,83,85,94,80,80,071909107,071909
074907101,69,69,76,79,74,91,58,66,074907101,074907
076904101,82,82,61,94,61,100,74,.,076904101,076904
077902101,73,47,47,73,71,85,77,47,077902101,077902
079901101,61,61,85,81,70,97,95,84,079901101,079901
079901111,96,92,87,95,82,97,93,88,079901111,079901
079901121,93,85,80,85,78,89,83,78,079901121,079901
079901123,91,89,84,91,81,94,96,93,079901123,079901
079901139,79,75,69,74,53,85,79,78,079901139,079901
079907101,66,65,59,69,47,79,66,61,079907101,079907
079907111,64,73,71,77,67,79,84,52,079907111,079907
079907113,56,46,53,43,41,64,53,22,079907113,079907
079907114,60,67,58,73,58,88,89,77,079907114,079907
079907115,66,60,65,63,44,75,76,68,079907115,079907
079907116,78,74,75,75,60,78,72,57,079907116,079907
079907129,69,72,69,71,51,73,76,58,079907129,079907
079907140,90,81,92,88,82,96,96,90,079907140,079907
079907143,91,79,65,74,74,95,85,75,079907143,079907
079907149,82,77,78,78,68,86,87,70,079907149,079907
079907150,74,72,75,66,61,86,71,66,079907150,079907
079907151,91,93,91,89,91,97,98,88,079907151,079907
081905102,61,68,69,56,59,94,78,69,081905102,081905
082902101,64,64,57,50,47,57,60,44,082902101,082902
084910112,84,84,89,83,76,94,92,85,084910112,084910
091901101,84,84,84,84,72,91,88,86,091901101,091901
091910101,88,86,54,75,65,95,93,86,091910101,091910
091918101,88,74,77,66,69,88,84,64,091918101,091918
092903121,49,47,56,66,64,57,62,51,092903121,092903
092903125,45,50,62,67,48,82,69,55,092903125,092903
092906102,78,78,75,85,72,90,88,67,092906102,092906
093901101,83,80,83,76,78,78,78,78,093901101,093901
093904106,64,47,71,75,69,93,86,83,093904106,093904
093904107,78,63,37,43,26,61,54,26,093904107,093904
095905102,59,60,72,72,68,93,78,58,095905102,095905
095905103,71,67,89,84,80,92,78,63,095905103,095905
095905105,69,53,83,60,63,95,68,63,095905105,095905
095905106,73,57,67,53,49,92,79,73,095905106,095905
095905109,69,55,59,50,56,95,63,59,095905109,095905
097903101,91,80,93,81,83,93,93,90,097903101,097903
098904101,77,77,75,75,71,85,74,87,098904101,098904
100905105,91,91,71,91,82,93,94,90,100905105,100905
101802101,60,67,60,74,65,96,87,60,101802101,101802
101802102,45,52,56,56,58,75,76,50,101802102,101802
101810002,63,57,66,57,51,83,70,75,101810002,101810
101813113,45,57,62,75,63,81,65,51,101813113,101813
101814101,63,64,60,57,63,85,86,56,101814101,101814
101814102,66,58,89,86,88,94,92,88,101814102,101814
101814103,76,59,85,66,56,100,96,89,101814103,101814
101829101,69,94,75,75,63,86,100,71,101829101,101829
101833101,73,80,78,89,100,85,85,62,101833101,101833
101838102,77,68,85,77,78,89,66,52,101838102,101838
101838104,72,59,55,58,70,86,61,50,101838104,101838
101840101,83,83,50,100,90,86,86,88,101840101,101840
101853101,62,53,77,57,48,68,58,53,101853101,101853
101903122,68,65,62,69,48,78,71,64,101903122,101903
101907101,75,74,61,65,55,80,71,70,101907101,101907
101907110,69,87,89,88,87,97,94,83,101907110,101907
101907111,66,74,55,66,64,92,85,89,101907111,101907
101907115,86,89,86,87,81,94,90,89,101907115,101907
101907117,64,67,68,74,58,88,87,86,101907117,101907
101907128,93,84,86,89,94,96,97,92,101907128,101907
101907132,76,78,72,80,74,91,86,89,101907132,101907
101907136,83,81,83,86,76,96,91,88,101907136,101907
101907142,72,76,74,77,74,86,80,80,101907142,101907
101907144,91,78,85,83,72,89,82,87,101907144,101907
101907151,64,68,59,69,69,91,86,82,101907151,101907
101907155,99,93,97,94,91,100,98,95,101907155,101907
101910101,74,72,75,77,63,90,74,76,101910101,101910
101910102,74,62,85,73,66,89,71,82,101910102,101910
101910107,85,75,80,68,69,86,74,85,101910107,101910
101910108,69,68,78,71,68,90,84,78,101910108,101910
101910110,84,73,72,85,80,94,86,87,101910110,101910
101910111,65,75,74,77,77,87,80,84,101910111,101910
101910113,88,77,81,80,76,91,89,85,101910113,101910
101910114,75,65,73,70,71,82,79,75,101910114,101910
101910116,81,75,87,78,76,80,66,62,101910116,101910
101911101,66,67,76,76,73,85,82,88,101911101,101911
101911102,83,81,85,82,69,90,83,81,101911102,101911
101911111,79,74,78,75,58,90,82,75,101911111,101911
101911122,75,71,66,60,57,92,85,80,101911122,101911
101911125,81,76,74,75,72,86,80,80,101911125,101911
101912105,70,70,60,48,48,71,74,75,101912105,101912
101912107,67,56,79,67,69,87,59,54,101912107,101912
101912111,58,47,61,42,30,58,55,35,101912111,101912
101912113,32,40,74,53,57,65,63,65,101912113,101912
101912115,63,64,75,78,62,79,73,70,101912115,101912
101912119,79,77,75,71,57,87,83,70,101912119,101912
101912120,70,64,66,61,62,95,82,78,101912120,101912
101912121,55,53,48,52,34,59,57,51,101912121,101912
101912123,59,53,56,66,56,68,51,43,101912123,101912
101912125,35,50,55,69,62,82,76,64,101912125,101912
101912130,90,84,97,90,78,95,94,85,101912130,101912
101912132,61,64,57,60,48,57,50,56,101912132,101912
101912133,79,77,76,86,79,88,81,83,101912133,101912
101912135,88,85,84,81,67,100,96,90,101912135,101912
101912137,89,89,94,89,88,100,91,96,101912137,101912
101912138,86,78,91,82,79,93,83,91,101912138,101912
101912147,76,76,75,71,69,82,62,66,101912147,101912
101912148,77,69,60,68,64,89,70,71,101912148,101912
101912154,53,48,47,68,67,56,73,65,101912154,101912
101912155,53,67,87,77,65,69,63,58,101912155,101912
101912156,77,66,76,71,80,93,92,78,101912156,101912
101912158,66,61,69,64,52,79,74,55,101912158,101912
101912162,67,72,86,66,75,80,61,49,101912162,101912
