,gr6_stu_count,gr7_stu_count,gr8_stu_count,black_stu_count,all_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
001902041,53,37,42,16,132,111,13,25,32,15,11.5,13,11.5,33128,11.9,001,N,97.1,001902041,001902
001903041,85,97,87,18,269,233,15,76,103,15,13.8,18.3,12,33478,25.4,001,N,96.1,001903041,001903
001904041,69,55,58,26,182,149,23,31,76,13.1,16.8,15.7,13.5,34508,14.2,001,N,95.8,001904041,001904
002901041,208,213,233,8,654,275,59,130,297,14.1,19,20.4,17.1,45045,49.3,002,N,96.3,002901041,002901
003903044,555,588,612,553,1755,717,142,319,1002,19.3,22,23.7,12.9,36390,124.4,003,N,96.2,003903044,003903
003904041,126,122,140,14,388,360,25,97,147,18.5,24.7,21.7,10.5,33879,29.8,003,N,95.8,003904041,003904
003905041,136,152,138,74,426,178,20,61,290,19.1,16.9,16.6,13.3,37665,35,003,N,95.8,003905041,003905
003907041,125,150,138,14,413,350,29,77,148,19.5,17.8,23.4,15.4,36592,30.2,003,N,96.7,003907041,003907
004901041,287,282,247,19,816,485,58,161,465,19.4,20,20.1,15.3,38364,58.1,004,N,95,004901041,004901
005902041,66,60,83,0,209,201,16,18,43,15.5,17.3,17.6,12.5,35605,16.3,005,N,97.2,005902041,005902
007901041,45,36,37,0,118,20,11,21,78,18.4,7.4,18.3,13.9,38728,7.6,007,N,94.3,007901041,007901
007902041,110,101,94,1,305,125,24,40,189,16.8,17.9,19.6,12.3,38426,22.5,007,N,96.4,007902041,007902
008901041,172,180,177,70,529,359,78,55,156,17.8,17.2,22.4,14.2,38765,38.1,008,N,95.8,008901041,008901
008903041,64,76,75,31,215,121,21,35,86,18.9,16.5,18.8,17.1,42338,16.9,008,N,96,008903041,008903
009901041,97,95,115,7,307,96,27,48,209,14.6,16.8,16.8,12.6,36364,28.1,009,N,96.2,009901041,009901
010902041,201,211,232,12,644,487,98,93,268,18.2,18.4,18.9,11.4,36241,47.4,010,N,94.8,010902041,010902
011902041,238,204,224,90,666,287,41,81,348,19.7,20.9,21,12.5,40789,54.6,011,N,96.2,011902041,011902
011904041,153,152,139,48,444,315,38,61,208,19.1,16.6,19.6,12.1,37776,31.7,011,N,95.5,011904041,011904
013905041,61,64,51,1,176,63,19,29,106,17.3,18.3,19.2,11.1,34322,12.6,013,N,95.2,013905041,013905
014905041,31,47,39,7,117,88,15,10,53,33.8,19,28.3,11.8,37749,9.6,014,N,96,014905041,014905
014906009,14,30,31,39,75,21,0,15,49,7.5,7.3,10.5,12.3,43476,10,014,N,90.8,014906009,014906
014906041,266,223,233,299,722,242,53,135,379,20.7,18.3,22.3,9.1,39366,52.9,014,N,95.9,014906041,014906
014906042,278,272,236,270,786,308,101,117,388,22.3,17.2,24.7,8.9,39113,54.9,014,N,95.5,014906042,014906
014906043,231,256,243,386,730,196,46,109,379,19.5,21.7,18.5,10.1,40556,55.3,014,N,96.1,014906043,014906
014906044,271,231,218,371,720,195,52,127,364,19.3,15.7,22,10.8,41017,54.9,014,N,95.8,014906044,014906
014906045,295,259,233,340,787,257,55,127,411,21.1,21.9,25.4,9.8,39929,53.6,014,N,96.3,014906045,014906
014906046,254,278,290,153,822,499,111,127,296,22.7,17.1,24.1,12.2,41963,60.2,014,N,95.8,014906046,014906
014906048,287,292,291,435,870,233,74,132,386,22.2,18.4,23.9,6.5,37762,59.4,014,N,96.4,014906048,014906
014906049,330,300,371,386,1001,409,102,131,254,21.3,22.4,22.1,7.6,37600,69.1,014,N,97.2,014906049,014906
014906050,223,234,230,360,687,170,54,104,370,22.7,22,22.9,5.5,36852,44.5,014,N,96.1,014906050,014906
014907041,51,71,60,4,182,152,25,20,74,15.4,15.6,16.4,14.4,35107,17.7,014,N,96.5,014907041,014907
014909041,235,226,208,208,669,281,23,133,370,20.9,23,19.1,9.6,35646,46.2,014,N,94.4,014909041,014909
014909042,242,211,214,256,667,262,49,148,365,19.5,20.8,17,10.9,36260,50.3,014,N,95.4,014909042,014909
014909044,152,180,185,102,517,248,30,109,281,16.8,19.3,21.6,8.7,34954,46.8,014,N,94.5,014909044,014909
014910041,97,102,98,4,297,206,33,64,124,17.5,14.3,19.4,13.6,35454,24.8,014,N,96.7,014910041,014910
015813041,13,16,15,21,44,6,0,10,12,15.5,16,44,19.7,16452,5.8,015,Y,87.8,015813041,015813
015901041,347,375,337,22,1059,731,274,85,196,21.8,21.8,23.2,14.1,44844,71.2,015,N,95.9,015901041,015901
015904041,290,308,306,4,904,30,80,149,828,21.4,24.9,25.7,13.5,43114,54.1,015,N,94.7,015904041,015904
015904042,277,243,281,3,801,6,83,151,688,20.6,25.1,20.7,10.3,39573,48.5,015,N,95.2,015904042,015904
015904043,273,255,231,3,759,50,78,181,609,17.1,18.6,23.1,10.8,39178,49.7,015,N,95.3,015904043,015904
015904044,219,241,247,12,707,75,87,155,666,22.6,20.1,22.1,10.6,39504,45.2,015,N,95.7,015904044,015904
015904045,3,7,18,1,28,1,0,6,28,.,.,.,10.6,40291,7.1,015,N,81.2,015904045,015904
015904047,1,2,5,0,8,1,0,8,6,.,.,.,23.5,49051,2,015,N,89.4,015904047,015904
015905041,192,245,196,8,633,7,43,121,633,22.7,24.1,24.1,9.8,40107,38.3,015,N,94.2,015905041,015905
015905044,199,208,194,23,601,3,45,133,541,21.1,21.9,22.6,10.2,40338,39.5,015,N,93.9,015905044,015905
015905045,191,150,141,1,482,1,57,102,467,23.7,27.1,35.1,7.8,38932,31.7,015,N,93.7,015905045,015905
015905046,205,205,195,6,605,2,51,136,598,20.9,23.1,22.2,12.8,42233,38,015,N,94.4,015905046,015905
015906041,78,84,94,61,256,167,35,31,54,18,19.4,20,16.4,46547,22.8,015,N,96.8,015906041,015906
