,SAT_avg,ACT_avg,SAT/ACT_pct,DISTRICT
019905,20.8,20.8,20.8,019905
019906,22,22,22,019906
019907,20.5,20.5,20.5,019907
019908,20.2,20.2,20.2,019908
019909,19.1,19.1,19.1,019909
019910,.,.,.,019910
019911,.,.,.,019911
019912,22.8,22.8,22.8,019912
019913,.,.,.,019913
019914,.,.,.,019914
020901,21.2,21.2,21.2,020901
020902,20.2,20.2,20.2,020902
020904,21.1,21.1,21.1,020904
020905,22.1,22.1,22.1,020905
020906,20.7,20.7,20.7,020906
020907,19,19,19,020907
020908,21.7,21.7,21.7,020908
020910,.,.,.,020910
021802,.,.,.,021802
021803,.,.,.,021803
021901,22.3,22.3,22.3,021901
021902,19.5,19.5,19.5,021902
022004,.,.,.,022004
022901,19.8,19.8,19.8,022901
022902,.,.,.,022902
022903,.,.,.,022903
023902,22.4,22.4,22.4,023902
024801,.,.,.,024801
024901,16.5,16.5,16.5,024901
025901,21.9,21.9,21.9,025901
025902,19.7,19.7,19.7,025902
025904,17.7,17.7,17.7,025904
025905,16.6,16.6,16.6,025905
025906,20,20,20,025906
025908,20.4,20.4,20.4,025908
025909,20.7,20.7,20.7,025909
026901,19.6,19.6,19.6,026901
026902,17.6,17.6,17.6,026902
026903,.,.,.,026903
027903,20.6,20.6,20.6,027903
027904,20.1,20.1,20.1,027904
028902,19.9,19.9,19.9,028902
028903,17.4,17.4,17.4,028903
028906,.,.,.,028906
029901,19.3,19.3,19.3,029901
030901,21.2,21.2,21.2,030901
030902,21.4,21.4,21.4,030902
030903,21.6,21.6,21.6,030903
030906,18.5,18.5,18.5,030906
031802,.,.,.,031802
031901,18.5,18.5,18.5,031901
031903,18.4,18.4,18.4,031903
031905,18.7,18.7,18.7,031905
031906,19.1,19.1,19.1,031906
031909,20.4,20.4,20.4,031909
031911,19,19,19,031911
031912,18,18,18,031912
031913,.,.,.,031913
031914,15.8,15.8,15.8,031914
031916,22.1,22.1,22.1,031916
032902,18.2,18.2,18.2,032902
033901,21,21,21,033901
033902,20.3,20.3,20.3,033902
033904,20.8,20.8,20.8,033904
034901,20,20,20,034901
034902,.,.,.,034902
034903,17.9,17.9,17.9,034903
034905,19.7,19.7,19.7,034905
034906,20.9,20.9,20.9,034906
034907,18.4,18.4,18.4,034907
034908,.,.,.,034908
034909,19.4,19.4,19.4,034909
035901,18.6,18.6,18.6,035901
035902,18.3,18.3,18.3,035902
035903,22.8,22.8,22.8,035903
036901,19.2,19.2,19.2,036901
036902,21,21,21,036902
036903,13.8,13.8,13.8,036903
037901,19.5,19.5,19.5,037901
037904,19.7,19.7,19.7,037904
037907,19.3,19.3,19.3,037907
037908,.,.,.,037908
037909,.,.,.,037909
038901,18.9,18.9,18.9,038901
039901,.,.,.,039901
039902,20.2,20.2,20.2,039902
039903,19.2,19.2,19.2,039903
039904,21.9,21.9,21.9,039904
039905,18.2,18.2,18.2,039905
040901,18.6,18.6,18.6,040901
040902,19.1,19.1,19.1,040902
041901,19.5,19.5,19.5,041901
041902,18.5,18.5,18.5,041902
042901,20.3,20.3,20.3,042901
042903,19.6,19.6,19.6,042903
042905,20.6,20.6,20.6,042905
042906,.,.,.,042906
043901,22.2,22.2,22.2,043901
043902,19.6,19.6,19.6,043902
043903,21,21,21,043903
043904,20.1,20.1,20.1,043904
043905,22.2,22.2,22.2,043905
043907,22.7,22.7,22.7,043907
043908,.,.,.,043908
043910,24,24,24,043910
043911,20.2,20.2,20.2,043911
043912,22.2,22.2,22.2,043912
043914,22.5,22.5,22.5,043914
043917,21,21,21,043917
043918,21.2,21.2,21.2,043918
043919,.,.,.,043919
044902,17.4,17.4,17.4,044902
044904,18.6,18.6,18.6,044904
045902,19.8,19.8,19.8,045902
045903,20.6,20.6,20.6,045903
045905,21.6,21.6,21.6,045905
046801,.,.,.,046801
046901,19.5,19.5,19.5,046901
046902,21.8,21.8,21.8,046902
047901,21.6,21.6,21.6,047901
047902,17.2,17.2,17.2,047902
047903,16.8,16.8,16.8,047903
047905,19.6,19.6,19.6,047905
048901,18.5,18.5,18.5,048901
048903,17,17,17,048903
049901,19.7,19.7,19.7,049901
049902,.,.,.,049902
049903,22.8,22.8,22.8,049903
049905,21.2,21.2,21.2,049905
049906,20.9,20.9,20.9,049906
049907,22.3,22.3,22.3,049907
049908,.,.,.,049908
049909,.,.,.,049909
050901,20.1,20.1,20.1,050901
050902,21,21,21,050902
050904,.,.,.,050904
050909,19.7,19.7,19.7,050909
050910,20.2,20.2,20.2,050910
051901,20.2,20.2,20.2,051901
052901,19.8,19.8,19.8,052901
053001,19.8,19.8,19.8,053001
054901,19.5,19.5,19.5,054901
054902,.,.,.,054902
054903,17.7,17.7,17.7,054903
055901,17.3,17.3,17.3,055901
056901,21.5,21.5,21.5,056901
056902,18.4,18.4,18.4,056902
057802,.,.,.,057802
057803,24.3,24.3,24.3,057803
057804,.,.,.,057804
057805,.,.,.,057805
057806,.,.,.,057806
057807,.,.,.,057807
057808,.,.,.,057808
057810,.,.,.,057810
057811,.,.,.,057811
057813,.,.,.,057813
057814,.,.,.,057814
057815,.,.,.,057815
057816,.,.,.,057816
057817,.,.,.,057817
057818,.,.,.,057818
057819,.,.,.,057819
057821,.,.,.,057821
057823,.,.,.,057823
057825,20,20,20,057825
057827,.,.,.,057827
057828,.,.,.,057828
057829,.,.,.,057829
057830,.,.,.,057830
057831,.,.,.,057831
057832,.,.,.,057832
057833,.,.,.,057833
057834,.,.,.,057834
057835,.,.,.,057835
057836,.,.,.,057836
057903,20.9,20.9,20.9,057903
057904,20.4,20.4,20.4,057904
057905,17.1,17.1,17.1,057905
057906,18.9,18.9,18.9,057906
057907,19.5,19.5,19.5,057907
057909,20,20,20,057909
057910,19.6,19.6,19.6,057910
057911,25,25,25,057911
057912,20,20,20,057912
057913,16.5,16.5,16.5,057913
057914,19.6,19.6,19.6,057914
057916,22.3,22.3,22.3,057916
057919,.,.,.,057919
057920,15.1,15.1,15.1,057920
057922,22.7,22.7,22.7,057922
058902,19.1,19.1,19.1,058902
058905,20.9,20.9,20.9,058905
058906,20.1,20.1,20.1,058906
058909,19.5,19.5,19.5,058909
059901,19.6,19.6,19.6,059901
059902,.,.,.,059902
060902,19.1,19.1,19.1,060902
060914,17.4,17.4,17.4,060914
061802,.,.,.,061802
061901,20.8,20.8,20.8,061901
061902,21.1,21.1,21.1,061902
061903,20.6,20.6,20.6,061903
061905,.,.,.,061905
061906,.,.,.,061906
061907,21.4,21.4,21.4,061907
061908,19.6,19.6,19.6,061908
061910,22.1,22.1,22.1,061910
061911,20.6,20.6,20.6,061911
061912,20.2,20.2,20.2,061912
061914,20.2,20.2,20.2,061914
062901,19.9,19.9,19.9,062901
062902,.,.,.,062902
062903,21.3,21.3,21.3,062903
062904,19.5,19.5,19.5,062904
062905,.,.,.,062905
062906,.,.,.,062906
063903,16.5,16.5,16.5,063903
063906,18.4,18.4,18.4,063906
064903,17.3,17.3,17.3,064903
065901,22.2,22.2,22.2,065901
065902,18.3,18.3,18.3,065902
066005,.,.,.,066005
066901,17.5,17.5,17.5,066901
066902,15.8,15.8,15.8,066902
066903,19.7,19.7,19.7,066903
067902,21,21,21,067902
067903,20.6,20.6,20.6,067903
067904,19.6,19.6,19.6,067904
067907,18.8,18.8,18.8,067907
067908,19.3,19.3,19.3,067908
068801,.,.,.,068801
068901,21,21,21,068901
069901,18.6,18.6,18.6,069901
069902,21.6,21.6,21.6,069902
070801,.,.,.,070801
070901,.,.,.,070901
070903,19,19,19,070903
070905,.,.,.,070905
070907,18.5,18.5,18.5,070907
070908,21.1,21.1,21.1,070908
070909,.,.,.,070909
070910,21.3,21.3,21.3,070910
070911,19.8,19.8,19.8,070911
070912,21.1,21.1,21.1,070912
070915,20.8,20.8,20.8,070915
071801,.,.,.,071801
071803,.,.,.,071803
071804,.,.,.,071804
071805,.,.,.,071805
071901,18,18,18,071901
071902,20.2,20.2,20.2,071902
071903,16.6,16.6,16.6,071903
071904,16.6,16.6,16.6,071904
071905,17,17,17,071905
071906,16.6,16.6,16.6,071906
071907,16.8,16.8,16.8,071907
071908,16.5,16.5,16.5,071908
071909,19.3,19.3,19.3,071909
072801,.,.,.,072801
072901,.,.,.,072901
072902,21.3,21.3,21.3,072902
072903,20.8,20.8,20.8,072903
072904,.,.,.,072904
072908,19.5,19.5,19.5,072908
072909,19.5,19.5,19.5,072909
072910,.,.,.,072910
073901,19.6,19.6,19.6,073901
073903,18.3,18.3,18.3,073903
073904,.,.,.,073904
073905,21.5,21.5,21.5,073905
074903,21,21,21,074903
074904,.,.,.,074904
074905,17.9,17.9,17.9,074905
074907,19.7,19.7,19.7,074907
074909,20,20,20,074909
074911,21.4,21.4,21.4,074911
074912,20.1,20.1,20.1,074912
074917,22.1,22.1,22.1,074917
075901,19.1,19.1,19.1,075901
075902,19.4,19.4,19.4,075902
075903,20.4,20.4,20.4,075903
075906,.,.,.,075906
075908,23.8,23.8,23.8,075908
076903,20.1,20.1,20.1,076903
076904,19.5,19.5,19.5,076904
077901,21,21,21,077901
077902,20.9,20.9,20.9,077902
078901,17.6,17.6,17.6,078901
079901,19.2,19.2,19.2,079901
079906,21.2,21.2,21.2,079906
079907,20.3,20.3,20.3,079907
079908,.,.,.,079908
079910,19.4,19.4,19.4,079910
080901,22.5,22.5,22.5,080901
081902,21.2,21.2,21.2,081902
081904,18.7,18.7,18.7,081904
081905,18.8,18.8,18.8,081905
081906,.,.,.,081906
082902,19,19,19,082902
082903,18.4,18.4,18.4,082903
083901,18.7,18.7,18.7,083901
083902,.,.,.,083902
083903,20.8,20.8,20.8,083903
084801,.,.,.,084801
084802,.,.,.,084802
084901,18.6,18.6,18.6,084901
084902,17.1,17.1,17.1,084902
084903,.,.,.,084903
084904,16.6,16.6,16.6,084904
084906,18.7,18.7,18.7,084906
084908,17.1,17.1,17.1,084908
084909,20.1,20.1,20.1,084909
084910,22.3,22.3,22.3,084910
084911,22.5,22.5,22.5,084911
085902,19.6,19.6,19.6,085902
085903,17.9,17.9,17.9,085903
086024,.,.,.,086024
086901,20,20,20,086901
086902,20.1,20.1,20.1,086902
087901,18.9,18.9,18.9,087901
088902,20,20,20,088902
089901,20.3,20.3,20.3,089901
089903,17.7,17.7,17.7,089903
089905,15.3,15.3,15.3,089905
090902,19.4,19.4,19.4,090902
090903,17.5,17.5,17.5,090903
090904,21.3,21.3,21.3,090904
090905,.,.,.,090905
091901,20.9,20.9,20.9,091901
091902,19.2,19.2,19.2,091902
091903,20.3,20.3,20.3,091903
091905,21.5,21.5,21.5,091905
091906,21.8,21.8,21.8,091906
091907,.,.,.,091907
091908,22.3,22.3,22.3,091908
091909,22.3,22.3,22.3,091909
091910,.,.,.,091910
091913,20.6,20.6,20.6,091913
091914,22,22,22,091914
091917,21.5,21.5,21.5,091917
091918,20.8,20.8,20.8,091918
092801,.,.,.,092801
092901,19.1,19.1,19.1,092901
092902,20.2,20.2,20.2,092902
092903,19.2,19.2,19.2,092903
092904,21.9,21.9,21.9,092904
092906,19.2,19.2,19.2,092906
092907,21.2,21.2,21.2,092907
092908,20.5,20.5,20.5,092908
093901,21.5,21.5,21.5,093901
093903,.,.,.,093903
093904,19.2,19.2,19.2,093904
093905,.,.,.,093905
094901,19.6,19.6,19.6,094901
094902,21.6,21.6,21.6,094902
094903,20.3,20.3,20.3,094903
094904,21.3,21.3,21.3,094904
095901,19.8,19.8,19.8,095901
095902,22.4,22.4,22.4,095902
095903,20,20,20,095903
095904,21.6,21.6,21.6,095904
095905,19.7,19.7,19.7,095905
096904,19.5,19.5,19.5,096904
096905,18.5,18.5,18.5,096905
097902,19.8,19.8,19.8,097902
097903,19.4,19.4,19.4,097903
098901,20,20,20,098901
098903,.,.,.,098903
098904,20,20,20,098904
099902,.,.,.,099902
099903,18.7,18.7,18.7,099903
100903,17.6,17.6,17.6,100903
100904,20,20,20,100904
100905,18.6,18.6,18.6,100905
100907,21.4,21.4,21.4,100907
100908,18.2,18.2,18.2,100908
101801,.,.,.,101801
101802,.,.,.,101802
101803,.,.,.,101803
101804,.,.,.,101804
101805,.,.,.,101805
101806,.,.,.,101806
101807,.,.,.,101807
101809,.,.,.,101809
101810,.,.,.,101810
101811,.,.,.,101811
101812,.,.,.,101812
101813,.,.,.,101813
101814,.,.,.,101814
101815,.,.,.,101815
101817,.,.,.,101817
101818,.,.,.,101818
101819,.,.,.,101819
101820,.,.,.,101820
101821,.,.,.,101821
101822,.,.,.,101822
101823,.,.,.,101823
101827,.,.,.,101827
101828,.,.,.,101828
101829,.,.,.,101829
101830,.,.,.,101830
101831,.,.,.,101831
101833,.,.,.,101833
101834,.,.,.,101834
101835,.,.,.,101835
101837,.,.,.,101837
101838,.,.,.,101838
101840,.,.,.,101840
101842,.,.,.,101842
101843,14.3,14.3,14.3,101843
101845,.,.,.,101845
101846,.,.,.,101846
101847,.,.,.,101847
101848,.,.,.,101848
101849,.,.,.,101849
101850,.,.,.,101850
101851,.,.,.,101851
101852,.,.,.,101852
101853,.,.,.,101853
101854,.,.,.,101854
101902,16.7,16.7,16.7,101902
101903,17.8,17.8,17.8,101903
101905,19.2,19.2,19.2,101905
101906,19.8,19.8,19.8,101906
101907,21.6,21.6,21.6,101907
101908,21.3,21.3,21.3,101908
101909,15.6,15.6,15.6,101909
101910,17.3,17.3,17.3,101910
101911,20.1,20.1,20.1,101911
101912,18.8,18.8,18.8,101912
101913,22,22,22,101913
101914,23.1,23.1,23.1,101914
101915,22.2,22.2,22.2,101915
101916,19.8,19.8,19.8,101916
101917,19,19,19,101917
101919,19.2,19.2,19.2,101919
101920,23.1,23.1,23.1,101920
101921,21.8,21.8,21.8,101921
101924,19.2,19.2,19.2,101924
101925,20.1,20.1,20.1,101925
102901,16.3,16.3,16.3,102901
102902,19.5,19.5,19.5,102902
102903,19.5,19.5,19.5,102903
102904,20.7,20.7,20.7,102904
102905,20.3,20.3,20.3,102905
102906,18.8,18.8,18.8,102906
103901,.,.,.,103901
103902,18,18,18,103902
104901,21,21,21,104901
104902,18,18,18,104902
104903,18.7,18.7,18.7,104903
104907,16.3,16.3,16.3,104907
105801,24,24,24,105801
105802,.,.,.,105802
105902,19.3,19.3,19.3,105902
105904,22.8,22.8,22.8,105904
105905,21,21,21,105905
105906,19.9,19.9,19.9,105906
106901,21.8,21.8,21.8,106901
107901,20.1,20.1,20.1,107901
107902,20.2,20.2,20.2,107902
107904,21,21,21,107904
107905,21.5,21.5,21.5,107905
107906,22,22,22,107906
107907,.,.,.,107907
107908,.,.,.,107908
107910,17.8,17.8,17.8,107910
108801,.,.,.,108801
108802,.,.,.,108802
108804,.,.,.,108804
108805,.,.,.,108805
108806,.,.,.,108806
108807,.,.,.,108807
108808,.,.,.,108808
108902,16.6,16.6,16.6,108902
108903,16,16,16,108903
108904,16.9,16.9,16.9,108904
108905,16.3,16.3,16.3,108905
108906,18.8,18.8,18.8,108906
108907,17.2,17.2,17.2,108907
108908,17.5,17.5,17.5,108908
108909,17.1,17.1,17.1,108909
108910,16.1,16.1,16.1,108910
108911,18.6,18.6,18.6,108911
108912,16.1,16.1,16.1,108912
108913,17.7,17.7,17.7,108913
108914,17.1,17.1,17.1,108914
108915,.,.,.,108915
108916,15.4,15.4,15.4,108916
109901,22.3,22.3,22.3,109901
109902,21.5,21.5,21.5,109902
109903,19.7,19.7,19.7,109903
109904,16.8,16.8,16.8,109904
109905,20.8,20.8,20.8,109905
109907,17.4,17.4,17.4,109907
109908,.,.,.,109908
109910,.,.,.,109910
109911,19.2,19.2,19.2,109911
109912,22.2,22.2,22.2,109912
109913,18.1,18.1,18.1,109913
109914,.,.,.,109914
110901,18.1,18.1,18.1,110901
110902,19.8,19.8,19.8,110902
110905,18.6,18.6,18.6,110905
110906,18.9,18.9,18.9,110906
110907,20.5,20.5,20.5,110907
110908,20,20,20,110908
111901,22.3,22.3,22.3,111901
111902,.,.,.,111902
111903,20.4,20.4,20.4,111903
112901,20.9,20.9,20.9,112901
112905,18.7,18.7,18.7,112905
112906,18.7,18.7,18.7,112906
112907,18.2,18.2,18.2,112907
112908,18.8,18.8,18.8,112908
112909,.,.,.,112909
112910,20.5,20.5,20.5,112910
113901,20.2,20.2,20.2,113901
113902,19.2,19.2,19.2,113902
113903,.,.,.,113903
113905,17.5,17.5,17.5,113905
113906,.,.,.,113906
114901,20.3,20.3,20.3,114901
114902,20,20,20,114902
114904,20.8,20.8,20.8,114904
115901,15.9,15.9,15.9,115901
115902,.,.,.,115902
115903,15.1,15.1,15.1,115903
116801,.,.,.,116801
116901,20.8,20.8,20.8,116901
116902,18.3,18.3,18.3,116902
116903,19.6,19.6,19.6,116903
116905,19.7,19.7,19.7,116905
116906,20.8,20.8,20.8,116906
116908,18.7,18.7,18.7,116908
116909,21.1,21.1,21.1,116909
116910,.,.,.,116910
116915,18.3,18.3,18.3,116915
116916,18,18,18,116916
117901,21.8,21.8,21.8,117901
117903,19.9,19.9,19.9,117903
117904,21.4,21.4,21.4,117904
117907,.,.,.,117907
118902,19.2,19.2,19.2,118902
119901,17,17,17,119901
119902,21.3,21.3,21.3,119902
119903,.,.,.,119903
120901,18.5,18.5,18.5,120901
120902,19.1,19.1,19.1,120902
120905,20.7,20.7,20.7,120905
121902,19.6,19.6,19.6,121902
121903,19.6,19.6,19.6,121903
121904,18.7,18.7,18.7,121904
121905,19.4,19.4,19.4,121905
121906,.,.,.,121906
122901,20.2,20.2,20.2,122901
122902,.,.,.,122902
123801,.,.,.,123801
123802,.,.,.,123802
123803,.,.,.,123803
123804,.,.,.,123804
123805,.,.,.,123805
123905,20.1,20.1,20.1,123905
123907,16.2,16.2,16.2,123907
123908,20.2,20.2,20.2,123908
123910,17.7,17.7,17.7,123910
123913,.,.,.,123913
123914,21.3,21.3,21.3,123914
124901,17.7,17.7,17.7,124901
125901,17,17,17,125901
125902,15.9,15.9,15.9,125902
125903,19.7,19.7,19.7,125903
125905,16.9,16.9,16.9,125905
125906,.,.,.,125906
126901,17.9,17.9,17.9,126901
126902,20.8,20.8,20.8,126902
126903,20.6,20.6,20.6,126903
126904,21.4,21.4,21.4,126904
126905,18.9,18.9,18.9,126905
126906,20.2,20.2,20.2,126906
126907,20.6,20.6,20.6,126907
126908,21.4,21.4,21.4,126908
126911,19.3,19.3,19.3,126911
127901,20.4,20.4,20.4,127901
127903,20.7,20.7,20.7,127903
127904,20.8,20.8,20.8,127904
127905,.,.,.,127905
127906,18.5,18.5,18.5,127906
128901,19.5,19.5,19.5,128901
128902,18.1,18.1,18.1,128902
128903,17.8,17.8,17.8,128903
128904,19.5,19.5,19.5,128904
129901,19.2,19.2,19.2,129901
129902,22.1,22.1,22.1,129902
129903,18.5,18.5,18.5,129903
129904,19.6,19.6,19.6,129904
129905,20.3,20.3,20.3,129905
129906,19.5,19.5,19.5,129906
129910,17.7,17.7,17.7,129910
130901,21.7,21.7,21.7,130901
130902,20.3,20.3,20.3,130902
131001,.,.,.,131001
132902,18.6,18.6,18.6,132902
133901,20,20,20,133901
133902,.,.,.,133902
133903,20.1,20.1,20.1,133903
133904,19.4,19.4,19.4,133904
133905,.,.,.,133905
134901,19.9,19.9,19.9,134901
135001,21.1,21.1,21.1,135001
136901,18.8,18.8,18.8,136901
137901,17.6,17.6,17.6,137901
137902,.,.,.,137902
137903,18.2,18.2,18.2,137903
137904,18.5,18.5,18.5,137904
138902,21.7,21.7,21.7,138902
138903,18.9,18.9,18.9,138903
138904,18.3,18.3,18.3,138904
139905,19.6,19.6,19.6,139905
139908,16.1,16.1,16.1,139908
139909,19.9,19.9,19.9,139909
139911,20.6,20.6,20.6,139911
139912,19.3,19.3,19.3,139912
140901,19.6,19.6,19.6,140901
140904,19.9,19.9,19.9,140904
140905,20.6,20.6,20.6,140905
140906,.,.,.,140906
140907,22,22,22,140907
140908,20,20,20,140908
141801,.,.,.,141801
141901,20.4,20.4,20.4,141901
141902,.,.,.,141902
142901,18.8,18.8,18.8,142901
143901,20.5,20.5,20.5,143901
143902,20.4,20.4,20.4,143902
143903,22.3,22.3,22.3,143903
143904,.,.,.,143904
143905,.,.,.,143905
143906,.,.,.,143906
144901,20.8,20.8,20.8,144901
144902,.,.,.,144902
144903,.,.,.,144903
145901,.,.,.,145901
145902,19.7,19.7,19.7,145902
145906,20.2,20.2,20.2,145906
145907,21.2,21.2,21.2,145907
145911,22.3,22.3,22.3,145911
146901,17.2,17.2,17.2,146901
146902,22,22,22,146902
146903,.,.,.,146903
146904,19.5,19.5,19.5,146904
146905,18.7,18.7,18.7,146905
146906,20.7,20.7,20.7,146906
146907,20,20,20,146907
147901,20,20,20,147901
147902,19,19,19,147902
147903,19.3,19.3,19.3,147903
148901,18.6,18.6,18.6,148901
148902,21.3,21.3,21.3,148902
148903,18.6,18.6,18.6,148903
148905,.,.,.,148905
149901,20.3,20.3,20.3,149901
149902,18.5,18.5,18.5,149902
150901,19.3,19.3,19.3,150901
152801,.,.,.,152801
152802,.,.,.,152802
152803,.,.,.,152803
152804,.,.,.,152804
152901,20.7,20.7,20.7,152901
152902,19.5,19.5,19.5,152902
152903,18.8,18.8,18.8,152903
152906,20.2,20.2,20.2,152906
152907,21,21,21,152907
152908,19.7,19.7,19.7,152908
152909,20.1,20.1,20.1,152909
152910,21.4,21.4,21.4,152910
153903,20,20,20,153903
153904,19.7,19.7,19.7,153904
153905,19.5,19.5,19.5,153905
153907,19.6,19.6,19.6,153907
154901,17.4,17.4,17.4,154901
154903,.,.,.,154903
155901,19.1,19.1,19.1,155901
156902,17.6,17.6,17.6,156902
156905,19.8,19.8,19.8,156905
157901,20.4,20.4,20.4,157901
158901,22.8,22.8,22.8,158901
158902,19,19,19,158902
158904,.,.,.,158904
158905,17.8,17.8,17.8,158905
158906,19,19,19,158906
159901,17.3,17.3,17.3,159901
160901,20,20,20,160901
160904,19.4,19.4,19.4,160904
160905,.,.,.,160905
161801,.,.,.,161801
161802,.,.,.,161802
161804,.,.,.,161804
161901,.,.,.,161901
161903,22.6,22.6,22.6,161903
161906,19.3,19.3,19.3,161906
161907,21,21,21,161907
161908,18.2,18.2,18.2,161908
161909,18.9,18.9,18.9,161909
161910,20.4,20.4,20.4,161910
161912,20,20,20,161912
161914,17.4,17.4,17.4,161914
161916,19.5,19.5,19.5,161916
161918,20.7,20.7,20.7,161918
161919,20.9,20.9,20.9,161919
161920,20,20,20,161920
161921,19.1,19.1,19.1,161921
161922,21.1,21.1,21.1,161922
161923,17.7,17.7,17.7,161923
161924,.,.,.,161924
161925,.,.,.,161925
162904,17.4,17.4,17.4,162904
163901,19.5,19.5,19.5,163901
163902,.,.,.,163902
163903,19.4,19.4,19.4,163903
163904,20,20,20,163904
163908,19.2,19.2,19.2,163908
164901,19.7,19.7,19.7,164901
165801,.,.,.,165801
165802,.,.,.,165802
165803,.,.,.,165803
165901,21.4,21.4,21.4,165901
165902,22.7,22.7,22.7,165902
166901,21.2,21.2,21.2,166901
166902,.,.,.,166902
166903,21,21,21,166903
166904,20.5,20.5,20.5,166904
166905,20.6,20.6,20.6,166905
166907,.,.,.,166907
167901,23.2,23.2,23.2,167901
167902,.,.,.,167902
167903,.,.,.,167903
167904,.,.,.,167904
168901,18.3,18.3,18.3,168901
168902,.,.,.,168902
168903,19.3,19.3,19.3,168903
169901,20.5,20.5,20.5,169901
169902,19.5,19.5,19.5,169902
169906,.,.,.,169906
169908,.,.,.,169908
169909,.,.,.,169909
169910,.,.,.,169910
169911,20.3,20.3,20.3,169911
170801,.,.,.,170801
170902,22.6,22.6,22.6,170902
170903,20.9,20.9,20.9,170903
170904,19.3,19.3,19.3,170904
170906,20.8,20.8,20.8,170906
170907,20.1,20.1,20.1,170907
170908,19.8,19.8,19.8,170908
171901,20.2,20.2,20.2,171901
171902,19.2,19.2,19.2,171902
172902,19,19,19,172902
172905,19.3,19.3,19.3,172905
173901,19.8,19.8,19.8,173901
174901,19.8,19.8,19.8,174901
174902,19.9,19.9,19.9,174902
174903,18.3,18.3,18.3,174903
174904,20,20,20,174904
174906,21.6,21.6,21.6,174906
174908,17,17,17,174908
174909,19.9,19.9,19.9,174909
174910,.,.,.,174910
174911,21.4,21.4,21.4,174911
175902,19.4,19.4,19.4,175902
175903,21.1,21.1,21.1,175903
175904,18.6,18.6,18.6,175904
175905,20.9,20.9,20.9,175905
175907,19,19,19,175907
175910,19.4,19.4,19.4,175910
