,SAT_avg,ACT_avg,SAT/ACT_pct,DISTRICT
175911,18.4,18.4,18.4,175911
176901,16.6,16.6,16.6,176901
176902,17.9,17.9,17.9,176902
176903,18,18,18,176903
177901,20.3,20.3,20.3,177901
177902,20.6,20.6,20.6,177902
177903,19.5,19.5,19.5,177903
177905,.,.,.,177905
178801,.,.,.,178801
178802,.,.,.,178802
178803,.,.,.,178803
178804,.,.,.,178804
178901,18.4,18.4,18.4,178901
178902,17.2,17.2,17.2,178902
178903,21.4,21.4,21.4,178903
178904,18.6,18.6,18.6,178904
178905,.,.,.,178905
178906,.,.,.,178906
178908,20.4,20.4,20.4,178908
178909,17.3,17.3,17.3,178909
178912,21.1,21.1,21.1,178912
178913,18.1,18.1,18.1,178913
178914,20.3,20.3,20.3,178914
178915,17.6,17.6,17.6,178915
179901,20.4,20.4,20.4,179901
180901,19.2,19.2,19.2,180901
180902,20.8,20.8,20.8,180902
180903,.,.,.,180903
180904,.,.,.,180904
181901,20,20,20,181901
181905,20.8,20.8,20.8,181905
181906,18.8,18.8,18.8,181906
181907,20.9,20.9,20.9,181907
181908,20.9,20.9,20.9,181908
182901,21,21,21,182901
182902,.,.,.,182902
182903,22.7,22.7,22.7,182903
182904,20.3,20.3,20.3,182904
182905,19.9,19.9,19.9,182905
182906,.,.,.,182906
183801,.,.,.,183801
183901,19.1,19.1,19.1,183901
183902,20.3,20.3,20.3,183902
183904,16.2,16.2,16.2,183904
184901,.,.,.,184901
184902,20.7,20.7,20.7,184902
184903,20.5,20.5,20.5,184903
184904,.,.,.,184904
184907,22.1,22.1,22.1,184907
184908,21.6,21.6,21.6,184908
184909,19.5,19.5,19.5,184909
184911,.,.,.,184911
185901,17.2,17.2,17.2,185901
185902,19.4,19.4,19.4,185902
185903,20.2,20.2,20.2,185903
185904,19.3,19.3,19.3,185904
186901,16.6,16.6,16.6,186901
186902,20.3,20.3,20.3,186902
186903,18.8,18.8,18.8,186903
187901,20.5,20.5,20.5,187901
187903,14.8,14.8,14.8,187903
187904,16.7,16.7,16.7,187904
187906,16.7,16.7,16.7,187906
187907,19.4,19.4,19.4,187907
187910,.,.,.,187910
188801,.,.,.,188801
188901,20.4,20.4,20.4,188901
188902,19.5,19.5,19.5,188902
188903,22.1,22.1,22.1,188903
188904,.,.,.,188904
189901,18.6,18.6,18.6,189901
189902,16.1,16.1,16.1,189902
190903,19.1,19.1,19.1,190903
191901,21.6,21.6,21.6,191901
192901,19.5,19.5,19.5,192901
193801,.,.,.,193801
193902,19.9,19.9,19.9,193902
194902,16.7,16.7,16.7,194902
194903,19.6,19.6,19.6,194903
194904,18.6,18.6,18.6,194904
194905,19.7,19.7,19.7,194905
195901,18.7,18.7,18.7,195901
195902,.,.,.,195902
196901,21.7,21.7,21.7,196901
196902,18.4,18.4,18.4,196902
196903,20,20,20,196903
197902,22.7,22.7,22.7,197902
198901,18.8,18.8,18.8,198901
198902,.,.,.,198902
198903,22.2,22.2,22.2,198903
198905,15.4,15.4,15.4,198905
198906,.,.,.,198906
199901,22.4,22.4,22.4,199901
199902,19.5,19.5,19.5,199902
200901,20.9,20.9,20.9,200901
200902,20.8,20.8,20.8,200902
200904,20.8,20.8,20.8,200904
200906,.,.,.,200906
201902,20,20,20,201902
201903,.,.,.,201903
201904,.,.,.,201904
201907,19.6,19.6,19.6,201907
201908,25.8,25.8,25.8,201908
201910,19.9,19.9,19.9,201910
201913,18.4,18.4,18.4,201913
201914,20.1,20.1,20.1,201914
202903,18,18,18,202903
202905,.,.,.,202905
203901,17.4,17.4,17.4,203901
203902,17.4,17.4,17.4,203902
204901,15.7,15.7,15.7,204901
204904,18,18,18,204904
205901,17.5,17.5,17.5,205901
205902,21,21,21,205902
205903,21.1,21.1,21.1,205903
205904,17.3,17.3,17.3,205904
205905,18.2,18.2,18.2,205905
205906,17.8,17.8,17.8,205906
205907,15.9,15.9,15.9,205907
206901,18.1,18.1,18.1,206901
206902,.,.,.,206902
206903,19.3,19.3,19.3,206903
207901,21.1,21.1,21.1,207901
208901,.,.,.,208901
208902,20.4,20.4,20.4,208902
208903,20.7,20.7,20.7,208903
209901,22,22,22,209901
209902,.,.,.,209902
210901,19.5,19.5,19.5,210901
210902,20.2,20.2,20.2,210902
210903,18.7,18.7,18.7,210903
210904,18.4,18.4,18.4,210904
210905,18,18,18,210905
210906,.,.,.,210906
211901,.,.,.,211901
211902,21.3,21.3,21.3,211902
212801,.,.,.,212801
212802,.,.,.,212802
212803,.,.,.,212803
212901,19.1,19.1,19.1,212901
212902,21.1,21.1,21.1,212902
212903,20,20,20,212903
212904,18.3,18.3,18.3,212904
212905,19.4,19.4,19.4,212905
212906,22.3,22.3,22.3,212906
212909,18.5,18.5,18.5,212909
212910,18.9,18.9,18.9,212910
213801,.,.,.,213801
213901,22.1,22.1,22.1,213901
214901,16.2,16.2,16.2,214901
214902,18,18,18,214902
214903,16.2,16.2,16.2,214903
215901,21.3,21.3,21.3,215901
216901,20.2,20.2,20.2,216901
217901,20.5,20.5,20.5,217901
218901,18.6,18.6,18.6,218901
219901,19.3,19.3,19.3,219901
219903,20.2,20.2,20.2,219903
219905,17.6,17.6,17.6,219905
220801,.,.,.,220801
220802,.,.,.,220802
220803,17.5,17.5,17.5,220803
220804,15,15,15,220804
220806,.,.,.,220806
220807,.,.,.,220807
220808,.,.,.,220808
220809,.,.,.,220809
220810,.,.,.,220810
220811,.,.,.,220811
220812,.,.,.,220812
220901,20.8,20.8,20.8,220901
220902,20.5,20.5,20.5,220902
220904,16.6,16.6,16.6,220904
220905,18.3,18.3,18.3,220905
220906,22.4,22.4,22.4,220906
220907,21.3,21.3,21.3,220907
220908,20.6,20.6,20.6,220908
220909,.,.,.,220909
220910,17.4,17.4,17.4,220910
220912,20.1,20.1,20.1,220912
220914,19.5,19.5,19.5,220914
220915,20.7,20.7,20.7,220915
220916,20.9,20.9,20.9,220916
220917,20.2,20.2,20.2,220917
220918,20.9,20.9,20.9,220918
220919,24,24,24,220919
220920,20.4,20.4,20.4,220920
221801,.,.,.,221801
221901,20.8,20.8,20.8,221901
221904,19.6,19.6,19.6,221904
221905,.,.,.,221905
221911,21.9,21.9,21.9,221911
221912,21.6,21.6,21.6,221912
222901,20.7,20.7,20.7,222901
223901,19.4,19.4,19.4,223901
223902,21.3,21.3,21.3,223902
223904,20.3,20.3,20.3,223904
224901,19.7,19.7,19.7,224901
224902,.,.,.,224902
225902,20.9,20.9,20.9,225902
225905,.,.,.,225905
225906,23.9,23.9,23.9,225906
225907,.,.,.,225907
226901,17.9,17.9,17.9,226901
226903,20.3,20.3,20.3,226903
226905,.,.,.,226905
226906,21.7,21.7,21.7,226906
226907,19.1,19.1,19.1,226907
226908,21.4,21.4,21.4,226908
227801,.,.,.,227801
227802,.,.,.,227802
227803,.,.,.,227803
227804,.,.,.,227804
227805,.,.,.,227805
227806,.,.,.,227806
227811,.,.,.,227811
227812,.,.,.,227812
227814,.,.,.,227814
227816,.,.,.,227816
227817,.,.,.,227817
227818,.,.,.,227818
227819,.,.,.,227819
227901,20,20,20,227901
227904,20.4,20.4,20.4,227904
227907,18.5,18.5,18.5,227907
227909,25.1,25.1,25.1,227909
227910,16.2,16.2,16.2,227910
227912,21.5,21.5,21.5,227912
227913,22.4,22.4,22.4,227913
228901,19.3,19.3,19.3,228901
228903,20.3,20.3,20.3,228903
228904,.,.,.,228904
228905,.,.,.,228905
229901,19.3,19.3,19.3,229901
229903,18.1,18.1,18.1,229903
229904,.,.,.,229904
229905,.,.,.,229905
229906,.,.,.,229906
230901,19.5,19.5,19.5,230901
230902,18.9,18.9,18.9,230902
230903,18.9,18.9,18.9,230903
230904,17.9,17.9,17.9,230904
230905,20.4,20.4,20.4,230905
230906,19.4,19.4,19.4,230906
230908,18.4,18.4,18.4,230908
231901,18.1,18.1,18.1,231901
231902,21.1,21.1,21.1,231902
232801,.,.,.,232801
232901,21.2,21.2,21.2,232901
232902,18.7,18.7,18.7,232902
232903,19.5,19.5,19.5,232903
232904,22.6,22.6,22.6,232904
233801,.,.,.,233801
233901,17.7,17.7,17.7,233901
233903,.,.,.,233903
234801,.,.,.,234801
234902,22.5,22.5,22.5,234902
234903,20.4,20.4,20.4,234903
234904,20.9,20.9,20.9,234904
234905,20.8,20.8,20.8,234905
234906,22.7,22.7,22.7,234906
234907,20.2,20.2,20.2,234907
234909,16.2,16.2,16.2,234909
235801,.,.,.,235801
235901,17.6,17.6,17.6,235901
235902,19.6,19.6,19.6,235902
235904,.,.,.,235904
236801,.,.,.,236801
236901,19.4,19.4,19.4,236901
236902,18.3,18.3,18.3,236902
237902,18.4,18.4,18.4,237902
237904,18.6,18.6,18.6,237904
237905,19.6,19.6,19.6,237905
238902,19.8,19.8,19.8,238902
238904,.,.,.,238904
239901,20.3,20.3,20.3,239901
239903,18.6,18.6,18.6,239903
240801,.,.,.,240801
240802,.,.,.,240802
240901,16.4,16.4,16.4,240901
240902,.,.,.,240902
240903,17.2,17.2,17.2,240903
240904,15.3,15.3,15.3,240904
241901,18.4,18.4,18.4,241901
241902,20.4,20.4,20.4,241902
241903,19.7,19.7,19.7,241903
241904,19.3,19.3,19.3,241904
241906,18.9,18.9,18.9,241906
242902,19,19,19,242902
242903,20.3,20.3,20.3,242903
242905,.,.,.,242905
242906,22.8,22.8,22.8,242906
243801,.,.,.,243801
243901,20.5,20.5,20.5,243901
243902,19.3,19.3,19.3,243902
243903,21.3,21.3,21.3,243903
243905,20.6,20.6,20.6,243905
243906,21.6,21.6,21.6,243906
244901,.,.,.,244901
244903,20.5,20.5,20.5,244903
244905,17.8,17.8,17.8,244905
245801,.,.,.,245801
245901,.,.,.,245901
245902,16.5,16.5,16.5,245902
245903,17.6,17.6,17.6,245903
245904,17.2,17.2,17.2,245904
246902,19.6,19.6,19.6,246902
246904,21.7,21.7,21.7,246904
246905,20.1,20.1,20.1,246905
246906,18.9,18.9,18.9,246906
246907,19.2,19.2,19.2,246907
246908,19.7,19.7,19.7,246908
246909,22.3,22.3,22.3,246909
246911,19.6,19.6,19.6,246911
246912,19,19,19,246912
246913,21.8,21.8,21.8,246913
246914,.,.,.,246914
247901,19.2,19.2,19.2,247901
247903,19.9,19.9,19.9,247903
247904,17.3,17.3,17.3,247904
247906,18,18,18,247906
248901,19.3,19.3,19.3,248901
248902,21.5,21.5,21.5,248902
249901,19.2,19.2,19.2,249901
249902,18.3,18.3,18.3,249902
249903,20.9,20.9,20.9,249903
249904,20,20,20,249904
249905,19.6,19.6,19.6,249905
249906,18.6,18.6,18.6,249906
249908,17,17,17,249908
250902,21.7,21.7,21.7,250902
250903,20.9,20.9,20.9,250903
250904,19.4,19.4,19.4,250904
250905,18.6,18.6,18.6,250905
250906,18.9,18.9,18.9,250906
250907,20.6,20.6,20.6,250907
251901,19.3,19.3,19.3,251901
251902,20.7,20.7,20.7,251902
252901,21.7,21.7,21.7,252901
252902,.,.,.,252902
252903,19.9,19.9,19.9,252903
253901,16.5,16.5,16.5,253901
254901,16.3,16.3,16.3,254901
254902,14.7,14.7,14.7,254902
