,gr9_stu_count,gr10_stu_count,gr11_stu_count,gr12_stu_count,black_stu_count,all_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
015823001,27,34,32,35,2,128,2,0,20,114,12.4,7.8,10.2,14,25341,9.0024,015,Y,88.4,015823001,015823
015901001,436,362,322,321,30,1441,1038,381,98,159,23.9,24.4,26.6,15.261605452,47991,87.5916,015,N,95.2,015901001,015901
015904001,692,507,411,318,4,1928,42,178,264,1758,21.8,26.6,25.3,11.489219306,41059,121.9419,015,N,91.9,015904001,015904
015904002,542,412,392,299,12,1645,119,161,266,1432,21.7,19.6,19.8,12.033294452,41791,115.2184,015,N,93.3,015904002,015904
015904003,23,9,2,2,0,36,2,0,8,31,7.5,9.7,6,13.666666667,41411,6.2454,015,N,83.5,015904003,015904
015904004,34,57,66,54,1,211,10,0,15,199,9.3,8.2,7.8,11.666666667,41528,14.6242,015,N,83.6,015904004,015904
015905002,549,352,274,317,11,1492,18,162,245,1492,17.9,16.1,15.4,10.338103295,43028,118.1833,015,N,90.6,015905002,015905
015905003,466,286,264,256,40,1272,10,146,229,1082,17.6,17.6,16.7,12.075177072,44463,91.1889,015,N,91.4,015905003,015905
015906001,71,79,69,80,54,299,195,36,31,31,16.8,16.2,15.6,18.136986301,49341,26.3823,015,N,97.1,015906001,015906
015907001,557,487,425,385,127,1854,60,264,233,1612,21.4,20,24.9,14.362831858,47241,112.4228,015,N,92.7,015907001,015907
015907002,483,351,239,265,10,1338,22,140,209,1139,22.5,22.6,21.4,14.647727273,47521,86.5101,015,N,93,015907002,015907
015907003,569,467,301,322,44,1659,47,165,224,1642,20.4,23.1,24,13.982142857,47335,110.2938,015,N,90.8,015907003,015907
015907004,597,469,327,331,105,1724,21,139,243,1626,24.3,22.8,23.4,14.333333333,46653,103.7549,015,N,90.5,015907004,015907
015907005,764,556,386,403,158,2109,186,206,307,1869,20.2,21.8,23.4,13.954545455,47339,130.9766,015,N,91.6,015907005,015907
015907006,364,284,191,191,650,1030,35,44,238,805,20.4,20.4,20.5,13.072289157,46219,82.4997,015,N,90.7,015907006,015907
015907007,619,475,385,390,66,1869,102,171,323,1579,19.3,19.9,22.5,12.551724138,46107,114.4841,015,N,88.8,015907007,015907
015907008,481,392,274,261,17,1408,4,87,271,1393,17.7,20.2,21.3,12.693069307,46052,100.7587,015,N,90.7,015907008,015907
015907010,70,34,10,13,26,127,0,0,38,120,8.8,7.7,9.4,9.5,43814,19.692,015,N,79.3,015907010,015907
015907011,4,5,5,2,2,16,1,0,16,14,5.3,1,1.5,14.75,47247,3.6561,015,N,77.2,015907011,015907
015907014,30,71,75,95,13,271,7,1,27,239,9.8,9.3,8.7,13.62962963,47016,24.2304,015,N,76.4,015907014,015907
015907182,37,24,37,24,25,122,0,0,12,121,10,7.2,9.2,13.75,47175,6.7993,015,N,79.1,015907182,015907
015908001,631,405,432,327,10,1795,23,189,256,1455,20.1,20.6,21,13.10483871,44950,114.4261,015,N,93.1,015908001,015908
015908002,185,166,134,125,33,610,45,66,73,517,17.4,20,17.5,12.202531646,43884,57.7962,015,N,93.3,015908002,015908
015909001,267,247,197,174,6,885,154,85,131,616,23.8,21.1,19.6,11.553307768,42937,64.5297,015,N,92.1,015909001,015909
015910001,669,500,355,464,84,1988,354,229,295,1200,21.7,21.5,23.2,11.223602484,46216,158.6887,015,N,91.7,015910001,015910
015910002,955,817,506,575,295,2853,1436,193,519,674,24.6,24.6,23.4,13.440528749,47349,176.6624,015,N,93.7,015910002,015910
015910003,907,793,665,617,132,2982,1757,335,329,517,25.3,25.2,24,13.202216066,47102,171.8954,015,N,94.2,015910003,015910
015910004,851,662,416,494,630,2423,611,56,376,1297,22.9,22,21.2,11.299450549,45995,174.6717,015,N,92.6,015910004,015910
015910005,995,881,587,666,358,3129,1411,151,504,842,24.6,25.6,25.1,13.562189055,47491,182.3907,015,N,93.7,015910005,015910
015910007,980,922,809,738,171,3449,2195,364,283,190,24.9,24.9,24.9,12.198090692,46595,203.658,015,N,95.7,015910007,015910
015910009,121,120,114,103,8,458,236,144,12,81,12.4,17,17.3,10.382978723,47234,23.501,015,N,96.2,015910009,015910
015910012,20,15,5,9,11,49,17,0,8,26,6.4,7.4,5.6,18,50359,7.7567,015,N,74.2,015910012,015910
015911001,871,591,404,394,254,2260,897,201,325,982,23.6,23.5,22.6,13.584018592,46475,130.8585,015,N,94.1,015911001,015911
015912001,830,661,634,540,106,2665,247,171,355,1999,24.9,23.1,25.5,9.3800687341,42056,151.3313,015,N,93.6,015912001,015912
015915001,780,513,374,345,148,2012,168,144,285,1339,23,24.1,24.7,16.224806202,46970,127.4841,015,N,93.7,015915001,015915
015915002,927,594,540,659,225,2720,341,283,432,1891,21.8,24.8,24.6,11.333333333,42656,170.4292,015,N,92.5,015915002,015915
015915003,755,724,478,600,138,2557,1025,218,379,801,24.4,26.3,25.5,14.909407666,45273,142.7371,015,N,95.4,015915003,015915
015915005,915,703,607,564,206,2789,1297,316,318,737,23.9,26.7,27.5,13.736842105,44787,152.0145,015,N,94.7,015915005,015915
015915006,238,231,182,177,40,828,281,197,20,191,21.7,22.4,22.9,17.629364369,48135,53.1586,015,N,97.4,015915006,015915
015915007,756,673,529,587,231,2545,836,328,267,866,22.4,26.5,25.6,12.357615894,43481,150.5467,015,N,96.1,015915007,015915
015915008,78,38,14,8,15,138,35,4,42,81,.,.,.,16.714285714,46035,21.005,015,N,79.7,015915008,015915
015915016,928,841,709,669,133,3147,1715,449,369,462,24.9,26.6,27.4,13.378881988,44565,160.9954,015,N,95.8,015915016,015915
015915019,889,658,515,600,321,2662,690,184,355,988,22.8,25.6,27.7,11.962790059,43132,145.1893,015,N,94.2,015915019,015915
015915020,1,1,4,11,2,17,6,0,17,5,.,1,.,16.333333333,45602,0.8625,015,N,87.4,015915020,015915
015916001,980,695,926,761,912,3362,1123,208,383,1130,23.4,19.4,25.4,12.460551131,44453,206.5877,015,N,94.6,015916001,015916
015916003,1,7,33,36,10,77,27,0,3,0,10,10,10,13,43736,5,015,N,89.3,015916003,015916
015917001,419,372,300,222,23,1313,226,118,226,874,23.6,20.2,22.9,8.8333358743,40069,85.0713,015,N,94.1,015917001,015917
016901001,61,52,41,43,1,197,147,22,37,46,15.4,12.4,12.2,18.217391304,42059,20.1163,016,N,96.2,016901001,016901
016902001,95,72,73,79,6,319,237,62,43,131,13.4,12.5,15.7,13.838709677,39576,29.8365,016,N,96.7,016902001,016902
018901001,109,108,77,78,9,372,288,34,41,135,17.8,15.3,18.4,11.771428571,36253,28.21,018,N,96.3,018901001,018901
018904001,39,49,51,43,3,182,143,22,49,59,12.5,13.3,13.2,13.409090909,40076,18.0808,018,N,94.7,018904001,018904
019901001,86,75,77,65,80,303,211,39,57,128,15.4,13.8,14.9,14.548387097,40118,28.0465,019,N,96.6,019901001,019901
019902002,105,84,107,75,70,371,281,25,83,168,14.4,16.3,18.5,16.295774648,39448,32.7638,019,N,94.4,019902002,019902
019905001,114,97,111,91,86,413,315,15,83,124,13.7,12.7,14.1,13.555555556,39653,38.5704,019,N,95.2,019905001,019905
019906001,99,106,76,90,18,371,348,32,58,69,15.8,15.2,16.7,13.750828996,39016,34.6095,019,N,96.6,019906001,019906
019907002,512,430,374,290,710,1606,800,144,255,703,20.1,20.5,21.4,13.605442177,38065,120.512,019,N,95.1,019907002,019907
019907003,15,25,26,65,49,131,71,0,2,40,.,.,.,6.6666666667,32216,4.5177,019,N,93.6,019907003,019907
019908001,209,179,164,134,331,686,340,70,126,329,20.5,19,17.4,12.554189085,36123,56.3086,019,N,96.2,019908001,019908
019908002,11,15,14,14,25,54,27,0,8,35,.,.,.,12.888888889,32086,8.1661,019,N,91.6,019908002,019908
019909001,59,50,44,27,0,180,177,20,39,58,15.1,13.6,22.6,11.181818182,33285,15.7967,019,N,95.3,019909001,019909
019912001,153,156,157,148,66,614,513,148,65,70,17.6,19,17.5,13.95059543,38925,52.5582,019,N,95.5,019912001,019912
020901001,1036,895,728,609,197,3268,1750,212,397,1078,23,23,20.1,10.560209424,43730,190.1849,020,N,93.8,020901001,020901
020902001,566,493,431,311,272,1801,952,143,185,560,20.9,22.9,24.8,11.984638844,43460,103.6805,020,N,95.6,020902001,020902
020902005,1,6,27,31,8,65,36,0,14,17,.,.,21.3,7.3333333333,24913,0.3674,020,N,90.8,020902005,020902
020904001,69,72,50,55,0,246,198,21,27,46,18.5,16.8,19.1,13.5,42511,19.7111,020,N,95,020904001,020904
020905001,332,298,230,207,147,1067,356,44,203,643,19.4,22,21.4,13.891888128,44985,76.1665,020,N,92.9,020905001,020905
020905002,785,704,578,557,206,2624,1628,316,361,594,22.8,23.2,23.9,13.758513932,44685,153.6311,020,N,93.9,020905002,020905
020905006,7,17,26,35,7,85,29,0,9,37,.,.,.,2.5,24928,4,020,N,63.6,020905006,020905
020906002,169,177,155,149,111,650,431,79,67,181,16.1,13.2,16.6,13.941176471,43507,42.782,020,N,94.9,020906002,020906
020907001,275,208,203,160,147,846,542,62,107,295,20.5,21.1,22.3,13.113043478,42493,54.3643,020,N,95.2,020907001,020907
020908001,20,1178,1024,904,539,3126,1664,122,332,590,23.9,22.9,23.7,10.185580902,42677,158.0594,020,N,94.3,020908001,020908
021901001,665,661,587,551,283,2464,1708,400,218,522,25,26.8,24.7,12.163968513,41773,125.1541,021,N,96.1,021901001,021901
021901002,1,6,11,28,5,46,32,2,2,18,26.7,8.6,10.5,9.25,38692,7.7614,021,N,88,021901002,021901
021902001,1090,940,804,667,866,3501,1406,393,404,1901,16,22.3,22.3,12.405937388,40526,265.7107,021,N,93.8,021902001,021902
021902011,5,14,47,81,38,147,55,0,10,64,14,11.2,10.8,14.111111111,40160,8.9274,021,N,83.9,021902011,021902
021902016,25,21,24,8,24,78,14,0,9,54,11.6,10.3,11.3,7.375,37838,8.0001,021,N,79.6,021902016,021902
022004001,22,11,13,11,0,57,16,8,10,43,8.8,10.8,9.8,9.4975424438,36232,6.9276,022,N,94.9,022004001,022004
022901001,94,86,71,59,4,310,111,31,36,144,18.2,20.2,17.8,13.189189189,38185,26.3556,022,N,94.8,022901001,022901
024901001,163,139,122,92,0,516,26,53,77,461,17.6,20.2,18,11.222612259,36763,40.5872,024,N,89.7,024901001,024901
025901001,103,86,83,77,33,349,262,26,64,155,12.1,11.2,14.1,14.502082518,35818,33.2434,025,N,95.7,025901001,025901
025902001,286,226,250,187,69,949,584,104,159,429,17.7,18.1,17.9,13.487179487,37030,73.0957,025,N,93.5,025902001,025902
025902003,11,14,10,6,5,41,24,0,0,34,4.5,3,8.8,14.8,40198,4.3548,025,N,.,025902003,025902
025904001,22,12,25,18,1,77,61,5,20,48,10.1,9.5,9.6,11.277777778,33896,11.4846,025,N,95.6,025904001,025904
025908001,11,17,17,18,4,63,53,3,11,38,11.5,9.2,14.3,17.333333333,38708,6.7044,025,N,96.5,025908001,025908
025909001,111,103,92,84,4,390,328,20,68,131,15.2,14.7,14.1,13.774362852,38104,37.3009,025,N,96.5,025909001,025909
026901001,181,145,116,130,63,572,410,33,81,179,18,17.5,17,12.272727273,40029,41.2799,026,N,94.5,026901001,026901
026902001,52,45,51,62,55,210,118,13,36,101,14.2,18.2,13.9,12.676375623,37517,20.6209,026,N,95.5,026902001,026902
027903001,285,224,251,201,17,961,779,79,162,330,20.4,21.9,21.1,14.152525424,39352,64.6615,027,N,93.6,027903001,027903
027903003,11,7,5,17,0,40,27,0,7,18,9.2,4.6,.,18.6,41236,3.2536,027,N,75.7,027903003,027903
027904001,327,298,247,213,28,1085,739,74,143,408,18.4,20.7,21.2,12.42313956,40717,83.6988,027,N,94.9,027904001,027904
027904002,1,3,5,34,4,43,26,0,1,15,8.5,7.2,5.5,11.833333333,40372,4.5969,027,N,88.4,027904002,027904
028902038,5,11,16,23,4,55,24,0,3,25,.,.,.,19.5,42326,3.9979,028,N,80.5,028902038,028902
028903001,153,131,89,107,43,480,186,44,51,222,19,15.7,17.6,11.674418605,38824,38.3176,028,N,94.3,028903001,028903
029901001,351,306,289,211,37,1157,476,184,160,459,22,18.9,23.1,14.771604938,40870,71.9,029,N,93.5,029901001,029901
029901003,3,20,20,8,2,51,11,0,5,37,1,.,.,15.25,39624,1.8886,029,N,91.9,029901003,029901
030902001,153,106,133,114,4,506,458,44,91,164,16,16.3,17.3,12.035294118,37419,39.4019,030,N,96,030902001,030902
030903001,29,27,32,31,0,119,101,14,27,58,10.1,11.4,11.5,11.545454545,34629,17.8542,030,N,95.8,030903001,030903
030906001,44,47,44,37,0,172,150,13,35,77,11.6,11.1,14.6,13.848088257,36946,18.8762,030,N,96.7,030906001,030906
031901001,1056,826,585,553,3,3020,124,277,331,2452,24.8,25.4,24.9,15.384166819,45246,177.3967,031,N,94.5,031901001,031901
031901002,934,621,417,418,3,2390,24,130,347,2335,26.4,23.8,28.8,14.613239735,44282,143.5357,031,N,93.2,031901002,031901
031901003,888,628,518,354,4,2388,75,137,316,2281,24.4,22.9,21.7,13.353756397,43283,153.8857,031,N,93.3,031901003,031901
031901004,680,501,500,450,3,2131,30,94,280,2125,24.8,22.9,22.3,12.20886034,42720,148.6128,031,N,94.9,031901004,031901
031901007,837,621,382,333,1,2173,29,111,309,2173,24.5,27,26.5,10.372878664,41360,135.8416,031,N,94.2,031901007,031901
031903001,966,526,583,505,19,2580,302,302,223,1727,23.9,23.5,22.2,11.565770265,41397,162.4872,031,N,91.4,031903001,031903
031903002,773,478,423,408,22,2082,342,339,223,1154,24.5,23.9,20.5,13.500939873,42704,132.2404,031,N,93,031903002,031903
031905001,266,192,149,155,1,762,90,104,73,577,16.1,14.1,17.9,13.728086558,43221,59.757,031,N,96.2,031905001,031905
031905002,20,8,4,20,0,52,1,0,6,35,.,.,.,.,.,.,031,N,80.4,031905002,031905
031906001,877,607,395,422,14,2301,146,155,339,1928,22.5,21.1,24.4,10.362332503,40658,147.986,031,N,94,031906001,031906
031909001,230,199,129,145,4,703,109,58,74,581,20,21.3,22,11.333333333,41363,48.4682,031,N,94.1,031909001,031909
031911001,192,163,145,151,2,651,33,81,127,502,18.4,17.9,17.5,13.163636364,44128,49.3258,031,N,94,031911001,031911
031913001,48,30,43,45,0,166,0,15,16,160,11.6,11.9,13.3,10.966292135,39694,19.8696,031,N,95.3,031913001,031913
031914001,105,93,85,73,1,356,6,19,46,324,17.3,17.8,18.8,9.6,41289,26.6852,031,N,94.3,031914001,031914
031916003,60,55,45,7,1,167,20,20,11,124,12,10.1,13.7,21.000469675,51049,22.2355,031,N,93.6,031916003,031916
031916004,208,198,135,120,11,661,45,266,3,375,18.5,17.8,21.5,17.00773154,48547,48.5852,031,N,95.8,031916004,031916
031916005,219,174,140,107,6,640,142,265,8,233,19.7,19,19.6,18.665079478,49452,44.6348,031,N,97.4,031916005,031916
032902002,200,178,173,122,150,673,355,54,123,384,15.4,13.7,16.8,14.518566564,37085,55.8406,032,N,93.7,032902002,032902
033902001,57,66,53,45,1,221,198,49,44,36,11.4,12.5,12.1,16.479280222,40225,22.6665,033,N,96.8,033902001,033902
033902002,1,0,0,2,0,3,3,0,0,0,.,.,.,.,.,.,033,N,-1,033902002,033902
033904001,30,34,35,27,0,126,117,18,17,32,11.4,8.9,8.5,12.741176471,36864,16.3607,033,N,96.4,033904001,033904
034901001,155,150,140,124,191,569,354,72,102,298,15.5,15.1,16,14.427138891,35878,48.1421,034,N,94.7,034901001,034901
034903001,78,80,70,79,35,307,256,29,38,137,14.5,17.6,15.4,14.65625,39436,26.927,034,N,95.9,034903001,034903
034905002,61,69,49,63,65,242,174,34,59,113,14.3,15.6,11.3,15.06227005,40815,24.3814,034,N,94.8,034905002,034905
034906001,44,40,35,29,9,148,136,24,39,41,17.6,13,15.9,16.454545455,37432,12.0542,034,N,95.2,034906001,034906
034907001,92,101,82,81,76,356,267,25,74,139,18.7,15,17.9,13.137353434,33558,28.0425,034,N,96.3,034907001,034907
035901001,83,74,63,73,5,293,74,22,23,185,14.4,15.8,13.7,13.50292121,35665,32.542,035,N,93.9,035901001,035901
036901001,131,88,92,89,77,400,241,47,49,147,20,21.7,23.4,11.2,38121,26.4604,036,N,94.6,036901001,036901
036901003,1,2,2,1,3,6,0,0,2,3,.,.,.,.,.,.,036,N,83.6,036901003,036901
036902001,263,260,238,215,42,976,817,54,57,132,18.4,17.4,16.9,14.630699148,47533,71.6391,036,N,95.7,036902001,036902
036903001,122,82,74,68,44,346,240,40,53,130,19.6,20.6,23.9,13.607142857,42998,22.4295,036,N,95.9,036903001,036903
037901001,42,42,51,46,79,181,72,16,29,119,10.8,12,12.4,13.888888889,35594,19.3044,037,N,96.1,037901001,037901
037904002,352,292,277,243,272,1164,579,59,204,646,20.3,18.8,19.6,11.420512821,34606,91.8534,037,N,93.3,037904002,037904
037907002,167,157,122,92,84,538,388,32,86,218,14.6,16.2,15.3,14.703994164,35928,42.0326,037,N,94.2,037907002,037907
037909001,26,21,20,25,4,92,81,10,17,48,12.9,16,16.3,8.2307692308,31184,10.0469,037,N,93.9,037909001,037909
038901001,97,85,79,74,17,335,213,28,50,128,14.8,13.3,15.9,15.760612186,38255,30.254,038,N,96.4,038901001,038901
039902001,89,77,70,62,2,298,285,36,49,53,13.7,13.5,14.6,16.53968254,40170,30.4622,039,N,95.3,039902001,039902
039903001,45,42,46,32,1,165,146,18,21,60,15.1,13.5,15.8,7.9565217391,32845,14.561,039,N,95.7,039903001,039903
040901001,45,41,29,40,19,155,32,16,34,120,11.5,11.5,11.8,15.055764234,40157,16.0135,040,N,95.4,040901001,040901
040901002,5,1,3,3,1,12,2,0,3,12,1,.,.,13.714285714,39140,6.0082,040,N,69.6,040901002,040901
041901002,78,56,30,11,62,175,47,0,54,175,10.2,7.9,8.7,11.090909091,34381,10.4312,041,N,99.1,041901002,041901
041902002,1,2,0,1,0,4,3,0,2,4,.,.,.,.,.,.,041,N,-1,041902002,041902
042901001,78,78,71,76,9,303,213,32,29,122,12.7,15.9,16.9,15.2,37080,27.8096,042,N,93.8,042901001,042901
043901001,6,1222,1174,976,290,3378,2572,369,349,297,22.2,23.7,21.1,11.317009792,44726,195.2632,043,N,95.7,043901001,043901
043901003,1,3,0,2,1,6,3,0,2,0,.,.,.,.,.,.,043,N,-1,043901003,043901
043902001,103,99,98,93,17,393,300,28,56,96,14.8,15.8,17.5,10,39363,31.1086,043,N,96.5,043902001,043902
043903001,117,110,102,101,17,430,345,37,51,65,15.7,16.5,18.6,13.418604651,41855,34.1353,043,N,96.5,043903001,043903
043904001,135,115,79,81,31,410,297,24,57,159,17.3,18.3,18.2,14,37924,30.4701,043,N,94.5,043904001,043904
043905001,593,585,489,369,245,2036,1315,94,177,302,20.2,20.5,21.4,11.514033216,45149,145.9298,043,N,94.5,043905001,043905
043905002,604,578,471,408,236,2061,1344,104,133,200,19.7,18.9,20.9,9.4257728439,43227,150.9674,043,N,95.2,043905002,043905
043907002,786,637,491,494,256,2408,1566,222,206,420,22.8,22.5,22.3,10.41783074,43465,155.7408,043,N,93.8,043907002,043907
043907004,676,585,480,439,233,2180,1480,184,193,345,20.8,19.5,21.2,9.1510717053,42137,145.5674,043,N,95.1,043907004,043907
043907005,1,3,6,8,0,18,18,0,2,0,.,.,.,10.5,41498,3.2142,043,N,90.8,043907005,043907
043911001,218,203,174,160,15,755,554,46,97,253,22.7,20.6,19.5,10.67715079,39157,46.2796,043,N,94.9,043911001,043911
043912001,157,137,101,112,20,507,401,52,71,49,19.4,23.7,19.6,11.111974929,39765,30.1914,043,N,97,043912001,043912
043914001,728,603,529,402,280,2262,1537,178,247,396,22.7,20.6,22.4,8.2943143813,40583,145.0749,043,N,95.4,043914001,043914
