,gr3_stu_count,gr4_stu_count,gr5_stu_count,black_stu_count,all_stu_count,asian_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
003906101,27,31,29,2,201,0,189,7,16,131,16,.,.,15.2,47516,15.7,003,N,95.9,003906101,003906
005904101,31,30,28,1,178,0,125,4,13,70,.,.,.,13,42321,14.2,005,N,97.1,005904101,005904
007902101,133,125,105,7,782,2,287,16,59,457,.,.,.,9.8,47529,45.6,007,N,96.4,007902101,007902
008903102,61,59,72,26,371,2,137,23,25,234,.,.,.,12.5,48428,26.2,008,N,96.6,008903102,008903
010902102,86,73,85,3,509,1,343,20,65,272,.,.,.,14,51281,29.8,010,N,95.3,010902102,010902
013903101,25,28,30,3,192,0,60,2,16,130,.,.,.,8.5,40340,15.9,013,N,96.2,013903101,013903
014905101,44,46,49,6,301,0,206,1,24,166,.,.,.,17.9,45631,24,014,N,95.5,014905101,014905
014906102,100,61,77,126,540,11,139,14,45,359,.,.,.,10.2,51920,37.4,014,N,95.9,014906102,014906
014906103,91,81,56,229,553,8,83,2,96,527,.,.,.,8.3,50280,40.3,014,N,94.6,014906103,014906
014906108,73,128,112,158,686,28,299,23,48,217,.,.,.,11.2,51327,47.4,014,N,95.8,014906108,014906
014906109,103,104,95,178,785,5,101,5,74,636,.,.,.,9.9,51848,55,014,N,95.3,014906109,014906
014906110,117,110,116,232,831,14,139,10,59,580,.,.,.,8.8,50045,57.7,014,N,95.2,014906110,014906
014906111,77,76,66,191,476,6,87,9,56,360,.,.,.,9.2,51644,33,014,N,95.1,014906111,014906
014906112,87,78,61,185,540,4,86,1,68,515,.,.,.,12.4,52071,39.1,014,N,93.7,014906112,014906
014906113,96,54,81,255,569,16,107,2,82,376,.,.,.,10.7,51763,39.6,014,N,94.2,014906113,014906
014906117,65,66,49,112,585,9,237,7,33,238,.,.,.,8,49863,42.1,014,N,95.9,014906117,014906
014906119,108,82,75,315,661,7,102,5,86,543,.,.,.,8.8,50366,43.8,014,N,95.3,014906119,014906
014906120,147,127,110,486,961,30,144,7,56,870,.,.,.,7,48857,62.6,014,N,95.3,014906120,014906
014906122,159,157,140,497,1091,33,177,14,116,682,.,.,.,7.8,50046,71.3,014,N,95.3,014906122,014906
014906123,94,84,80,212,789,22,306,30,56,619,.,.,.,8.2,49657,55.3,014,N,95.7,014906123,014906
014906124,105,105,101,210,714,16,193,18,55,392,.,.,.,8.9,50435,45.2,014,N,96.5,014906124,014906
014906128,83,67,52,135,656,3,290,14,68,442,.,.,.,7.9,50135,47.4,014,N,95.1,014906128,014906
014906130,117,104,82,397,744,11,106,17,58,581,.,.,.,7.2,48744,50.9,014,N,95,014906130,014906
014906131,142,143,131,385,1012,18,235,13,100,556,.,.,.,9.9,50709,64,014,N,96.1,014906131,014906
014906133,172,169,178,372,1098,30,251,35,64,448,.,.,.,7.1,48538,71.4,014,N,96.4,014906133,014906
014906136,144,145,139,201,933,37,402,45,81,203,.,.,.,8,49219,59.5,014,N,96,014906136,014906
014906137,79,90,90,73,610,5,278,12,78,375,.,.,.,12.8,51105,41.1,014,N,95.5,014906137,014906
014906138,146,170,152,365,1211,29,378,13,94,606,.,.,.,6,48296,70.4,014,N,96.2,014906138,014906
014906139,139,113,121,296,902,27,186,24,66,483,.,.,.,11.7,52689,56.2,014,N,95.7,014906139,014906
015819102,12,17,20,113,175,0,8,0,11,174,.,.,.,6.6,41157,10.2,015,Y,95.4,015819102,015819
015822004,16,11,5,0,119,0,0,2,4,107,.,.,.,0,37328,7.3,015,Y,95.6,015822004,015822
015822008,36,27,15,1,213,1,15,3,12,156,.,.,.,0.3,35750,13.3,015,Y,97,015822008,015822
015904101,82,67,84,1,524,0,12,16,44,479,.,.,.,9.7,53463,29.1,015,N,96.4,015904101,015904
015904102,95,85,95,1,649,0,14,9,54,593,.,.,.,9.4,53812,40.6,015,N,95.7,015904102,015904
015904103,72,77,102,0,566,0,0,4,45,476,.,.,.,8.1,54714,29,015,N,95.9,015904103,015904
015904104,71,86,69,1,489,0,1,19,37,434,25,.,.,8.6,52880,27.4,015,N,95.9,015904104,015904
015904106,107,97,99,3,791,0,6,16,43,743,.,.,.,9,53315,48.5,015,N,95.1,015904106,015904
015904107,95,107,96,1,682,0,14,17,46,612,.,.,.,11.6,54880,38.5,015,N,95.8,015904107,015904
015904108,122,113,119,1,791,2,34,24,62,672,.,.,.,10.4,55392,44.2,015,N,95.8,015904108,015904
015904109,79,75,77,1,508,0,4,19,34,398,.,.,.,12,55454,28.4,015,N,95.9,015904109,015904
015904110,70,63,60,1,450,0,4,16,37,410,.,.,.,11.5,56128,27.1,015,N,96.1,015904110,015904
015904113,66,68,60,1,498,0,5,5,32,445,.,.,.,7,54415,29.6,015,N,95.4,015904113,015904
015904114,82,86,84,4,575,1,12,22,43,539,.,.,.,6.2,52627,29.8,015,N,95.9,015904114,015904
015905112,107,122,107,8,767,0,0,35,51,726,.,.,.,11.8,54262,44.3,015,N,93.5,015905112,015905
015907103,83,88,76,21,541,3,3,6,44,523,.,.,.,6.9,52363,32,015,N,95.4,015907103,015907
015907105,70,52,65,32,516,1,30,3,35,457,.,.,.,14.3,55164,32,015,N,95.8,015907105,015907
015907110,98,84,84,34,769,5,9,11,47,766,.,.,.,9.4,53372,46,015,N,96.8,015907110,015907
015907112,71,78,75,3,551,0,3,9,44,505,.,.,.,9.8,53248,33,015,N,96.9,015907112,015907
015907116,98,83,94,3,600,0,5,13,43,562,.,.,.,14.9,55586,33,015,N,96.2,015907116,015907
015907117,63,66,39,5,433,1,14,6,58,410,.,.,.,10.7,53817,27,015,N,97,015907117,015907
015907118,98,94,85,24,668,4,13,6,60,656,.,.,.,9.1,52781,47.5,015,N,95.4,015907118,015907
015907119,59,55,51,13,352,1,4,7,29,331,.,.,.,8.1,52901,23.4,015,N,95.9,015907119,015907
015907123,59,75,51,2,458,1,5,16,22,441,.,.,.,15.3,55861,30.1,015,N,96.7,015907123,015907
015907124,47,46,42,16,357,0,6,14,26,342,.,.,.,12.6,54701,21.5,015,N,96.2,015907124,015907
015907125,87,59,67,84,609,1,24,5,55,591,.,.,.,12.7,54503,34,015,N,95.5,015907125,015907
015907126,86,69,70,2,497,0,10,7,32,458,.,.,.,12.9,55220,31,015,N,96.5,015907126,015907
015907127,45,23,35,86,256,1,6,0,27,247,.,.,.,10.9,53884,19.4,015,N,96,015907127,015907
015907129,120,112,105,1,790,0,4,46,62,735,.,.,.,10.2,53297,46.3,015,N,96.6,015907129,015907
015907132,73,66,61,24,480,0,6,17,45,468,.,.,.,12.7,54461,32,015,N,97.2,015907132,015907
015907134,110,99,93,21,679,0,17,8,45,641,.,.,.,11.5,53976,37,015,N,96.2,015907134,015907
015907135,103,85,85,18,627,0,9,37,51,596,.,.,.,14.2,54859,38,015,N,95.9,015907135,015907
015907136,80,80,63,4,567,0,3,6,44,525,.,.,.,11.5,54273,38,015,N,96.3,015907136,015907
015907137,113,111,96,261,719,1,14,13,61,689,.,.,.,8.8,52911,39,015,N,96.1,015907137,015907
015907139,62,55,41,3,411,1,9,12,40,386,.,.,.,12.1,54811,26.5,015,N,96.3,015907139,015907
015907140,64,82,66,7,450,0,4,7,30,438,.,.,.,9.3,52802,26.6,015,N,96.1,015907140,015907
015907143,42,45,41,1,284,1,2,19,21,268,.,.,.,11.2,54459,16.4,015,N,96.5,015907143,015907
015907144,133,116,119,17,785,2,6,23,76,770,.,.,.,9.6,53615,45,015,N,96.1,015907144,015907
015907146,28,29,26,13,271,6,23,10,20,236,.,.,.,11.5,54743,19.9,015,N,97.1,015907146,015907
015907147,68,65,51,51,471,0,3,3,50,459,.,.,.,9.2,52938,33.1,015,N,95.2,015907147,015907
015907148,97,83,89,8,661,0,7,5,61,625,.,.,.,14,55622,40,015,N,96,015907148,015907
015907149,97,98,87,10,605,0,12,14,65,584,.,.,.,11.7,53670,38,015,N,96.2,015907149,015907
015907153,50,53,48,55,327,0,7,19,37,302,.,.,.,9.5,53576,23.5,015,N,95.5,015907153,015907
015907155,77,70,74,2,572,0,5,9,56,550,.,.,.,12.2,54803,36.7,015,N,96.6,015907155,015907
015907157,103,95,73,9,616,0,1,13,44,603,.,.,.,9.5,53023,40,015,N,96.1,015907157,015907
015907158,81,65,53,65,481,20,4,4,41,471,.,.,.,12.2,55659,29.5,015,N,96.4,015907158,015907
015907160,49,54,62,4,417,0,5,12,37,406,.,.,.,16.1,56455,28.4,015,N,96.1,015907160,015907
015907161,95,104,85,3,638,2,6,20,44,595,.,.,.,9.5,52830,41,015,N,96.7,015907161,015907
015907162,92,86,67,17,595,1,3,7,54,568,.,.,.,11.2,53350,32,015,N,95.9,015907162,015907
015907168,93,85,86,64,560,1,14,12,25,548,.,.,.,6.1,51876,35,015,N,95.6,015907168,015907
015907169,91,82,70,33,502,0,1,2,28,491,.,.,.,4.9,51581,29.6,015,N,96.1,015907169,015907
015907172,75,64,65,94,410,0,1,15,18,404,.,.,.,7.3,52941,27.8,015,N,96.7,015907172,015907
015907176,89,88,90,13,574,3,6,26,53,530,.,.,.,10.8,53481,35,015,N,96.1,015907176,015907
015907201,2,1,1,2,20,0,8,0,0,10,.,.,.,8.5,52791,1.5,015,N,-1,015907201,015907
015908104,89,96,91,4,594,0,9,31,39,527,.,.,.,8.2,52213,36.8,015,N,96.6,015908104,015908
015908105,79,66,79,1,518,0,2,21,30,495,.,.,.,9.5,52320,32.3,015,N,95.2,015908105,015908
015908107,74,76,68,0,452,2,3,22,31,420,.,.,.,11.8,52846,30.6,015,N,96.7,015908107,015908
015908109,59,64,52,12,399,0,6,15,26,378,.,.,.,10.5,52286,27.3,015,N,95.4,015908109,015908
015908110,71,61,70,9,450,0,11,19,31,432,.,.,.,10.6,52559,28.3,015,N,96.2,015908110,015908
015908112,54,77,80,1,429,0,4,9,23,417,.,.,.,12.2,53652,27.4,015,N,96.1,015908112,015908
015910105,108,117,103,62,705,8,46,19,59,623,.,.,.,10.3,54920,49.1,015,N,95.9,015910105,015910
015910111,80,83,90,12,605,2,18,17,42,533,.,.,.,8.2,52823,45.9,015,N,95.6,015910111,015910
015910121,119,114,124,39,786,4,88,14,75,615,.,.,.,10,54336,53.2,015,N,96.2,015910121,015910
015910127,84,106,110,60,688,4,161,29,49,445,.,.,.,12.8,55739,40.7,015,N,96.1,015910127,015910
015910139,123,115,142,30,820,116,214,34,62,239,.,.,.,11.2,55236,51.6,015,N,97.1,015910139,015910
015910147,163,125,106,20,871,67,295,70,54,93,.,.,.,9.6,54243,54.2,015,N,96.8,015910147,015910
015912104,67,59,69,7,375,0,4,24,35,345,.,.,.,12.7,57865,29,015,N,96.5,015912104,015912
015912105,98,104,94,8,623,1,9,38,46,600,.,.,.,12.5,57311,43,015,N,96.4,015912105,015912
015912107,134,124,116,32,702,2,67,41,71,511,.,.,.,11.2,56958,45,015,N,96.5,015912107,015912
015912108,109,108,130,6,668,0,51,56,59,499,.,.,.,10.2,56245,44,015,N,96.1,015912108,015912
015916106,116,86,98,42,608,1,150,45,54,393,.,.,.,12.5,54207,31.8,015,N,96.3,015916106,015916
015916109,70,75,56,32,410,7,169,24,43,143,.,.,.,10.1,53189,26.9,015,N,97.1,015916109,015916
015916110,105,98,94,121,625,4,51,29,44,469,.,.,.,9.4,53322,37.6,015,N,96.3,015916110,015916
015916112,90,104,107,145,635,3,54,24,52,548,.,.,.,9.3,53111,36.9,015,N,95.2,015916112,015916
015916113,107,116,102,202,651,15,94,29,54,439,.,.,.,10,53378,37,015,N,96.3,015916113,015916
015916114,118,133,126,175,746,17,53,25,62,628,.,.,.,8.8,52733,42,015,N,95.4,015916114,015916
015916118,141,122,123,88,804,33,189,46,66,290,.,.,.,9,52672,41,015,N,96.3,015916118,015916
015916119,109,100,100,194,653,15,107,36,48,342,.,.,.,9.2,52734,32,015,N,96.3,015916119,015916
018901101,82,64,64,9,443,5,242,8,40,285,.,.,.,12.7,41853,37.6,018,N,96.6,018901101,018901
018902101,33,20,47,10,229,2,137,8,27,161,.,.,.,10.7,41877,20.6,018,N,96.7,018902101,018902
019907105,67,35,49,163,382,0,44,4,24,358,.,.,.,9,42997,27.9,019,N,96.4,019907105,019907
019907109,117,103,102,156,725,13,300,38,34,529,.,.,.,11.5,45395,42.3,019,N,96.6,019907109,019907
019907111,64,59,66,204,399,3,140,10,35,315,.,.,.,9,43129,25.7,019,N,95.5,019907111,019907
020901104,94,83,68,29,586,2,299,23,74,388,.,.,.,10.9,57280,39.3,020,N,96,020901104,020901
020901105,96,128,123,85,716,26,360,47,60,328,.,.,.,8.3,56593,44.9,020,N,96.6,020901105,020901
020901108,123,106,128,26,733,1,330,76,86,448,.,.,.,10.2,56055,48.9,020,N,96.5,020901108,020901
020901112,137,141,109,228,859,248,172,98,50,178,.,.,.,6.8,54648,51.7,020,N,97.9,020901112,020901
020901113,113,133,120,307,797,43,85,31,52,426,.,.,.,8.6,56674,51.4,020,N,97.8,020901113,020901
021902103,126,138,137,88,834,0,239,112,44,598,.,.,.,12,48117,50.7,021,N,97.5,021902103,021902
021902105,72,74,86,114,551,4,51,8,30,503,.,.,.,11.3,47853,37.2,021,N,96.8,021902105,021902
021902106,72,57,65,97,486,0,41,25,30,444,.,.,.,8.5,46774,31.9,021,N,96.4,021902106,021902
021902109,96,74,83,62,580,0,20,19,46,551,.,.,.,5.6,44655,40,021,N,97.2,021902109,021902
021902115,101,79,113,127,701,0,39,38,44,686,.,.,.,7.4,46624,44,021,N,97.4,021902115,021902
026903101,39,28,37,62,247,0,107,4,20,197,.,.,.,12.2,42421,17.6,026,N,97.1,026903101,026903
027903102,57,60,71,5,382,0,222,6,46,260,.,.,.,15.6,47731,24.8,027,N,96,027903102,027903
027904101,83,86,109,31,581,11,342,32,45,361,.,.,.,14.8,49422,37,027,N,96.3,027904101,027904
027904103,100,92,89,6,615,0,171,29,62,478,.,.,.,10.1,46574,43.4,027,N,96.6,027904103,027904
027904104,33,29,39,3,217,2,160,20,15,97,.,.,.,9.9,48501,19.8,027,N,96.2,027904104,027904
028902105,97,89,91,17,640,3,132,27,39,464,.,.,.,11.2,49153,38.8,028,N,96.3,028902105,028902
029901102,156,154,135,28,988,19,265,61,44,654,.,.,.,11.3,46236,54.3,029,N,96.2,029901102,029901
029901105,12,9,7,0,77,0,48,7,4,43,.,.,.,14.9,48010,7,029,N,96.4,029901105,029901
031901101,84,86,83,0,623,0,4,28,26,610,.,.,.,12.9,50947,36.6,031,N,97.6,031901101,031901
031901102,83,86,82,0,619,1,7,55,56,598,.,.,.,14.6,52296,40.1,031,N,97.3,031901102,031901
031901103,46,55,46,0,386,0,2,39,39,386,.,.,.,13.8,51660,24.1,031,N,96.9,031901103,031901
031901105,109,93,108,4,718,0,76,23,52,674,.,.,.,10.6,49066,45.3,031,N,96.5,031901105,031901
031901106,80,88,120,0,695,0,3,75,58,666,.,.,.,16.7,53416,39.8,031,N,96.8,031901106,031901
031901108,69,71,68,0,492,0,16,28,40,473,.,.,.,12.4,50583,32.7,031,N,96.9,031901108,031901
031901109,33,41,39,0,276,0,0,30,29,270,.,.,.,15.1,53444,20.3,031,N,98,031901109,031901
031901110,111,118,153,0,852,1,2,67,75,828,.,.,.,15,52486,48.4,031,N,97.3,031901110,031901
031901112,91,89,67,0,539,0,1,73,32,533,.,.,.,13.6,54050,33,031,N,96.8,031901112,031901
031901115,89,70,63,0,620,0,7,84,69,591,.,.,.,14.9,53247,37.7,031,N,97.3,031901115,031901
031901120,63,72,53,0,411,0,4,38,37,407,.,.,.,14.5,54527,25.7,031,N,97.1,031901120,031901
031901122,75,79,77,0,486,0,0,44,45,461,.,.,.,12.3,51692,29.4,031,N,96.7,031901122,031901
031901123,124,140,126,0,852,1,5,92,72,773,.,.,.,12.7,51477,56.8,031,N,96.4,031901123,031901
031901130,137,113,123,0,852,0,0,43,72,771,.,.,.,15.8,54756,49.7,031,N,97,031901130,031901
031901132,79,82,83,2,540,0,19,88,54,448,.,.,.,12.7,52398,34.6,031,N,96.9,031901132,031901
031901133,118,89,101,4,811,0,3,50,66,784,.,.,.,11.7,50470,45.7,031,N,97,031901133,031901
031901137,104,99,106,3,847,15,11,88,75,718,.,.,.,14.2,52871,48.3,031,N,97.8,031901137,031901
031901140,95,100,101,0,654,0,4,41,58,606,.,.,.,9.8,50816,39.6,031,N,96.7,031901140,031901
031901141,113,94,94,0,661,1,4,51,58,630,.,.,.,9.5,48120,42.2,031,N,96.8,031901141,031901
031901142,90,84,89,4,613,1,8,47,56,513,.,.,.,11.1,49904,35.1,031,N,97.5,031901142,031901
031903104,66,48,48,0,346,3,5,14,22,320,.,.,.,10.4,49807,24.9,031,N,96.7,031903104,031903
031903105,43,59,57,0,382,0,5,16,28,349,.,.,.,11.2,50333,26.4,031,N,97,031903105,031903
031903106,54,80,68,2,407,0,25,21,30,375,.,.,.,15.9,52798,26.5,031,N,95.9,031903106,031903
031903109,96,99,103,0,642,1,38,42,46,544,.,.,.,14.1,52068,42.7,031,N,96.7,031903109,031903
031903110,60,62,63,0,412,1,9,19,29,374,.,.,.,10,49772,30.6,031,N,97.1,031903110,031903
031903111,103,108,120,3,714,3,76,49,21,390,.,.,.,12.7,50952,40.9,031,N,97,031903111,031903
031903112,64,48,55,0,362,0,9,17,28,318,.,.,.,13.4,52193,26.4,031,N,96.5,031903112,031903
031903116,67,71,76,0,482,0,21,17,39,379,.,.,.,12.3,51527,31,031,N,97.1,031903116,031903
031903120,106,105,114,7,685,3,55,38,68,517,.,.,.,13.9,52071,43.7,031,N,96.5,031903120,031903
031906101,113,88,97,0,657,0,35,39,38,528,.,.,.,12.6,48727,38,031,N,96.6,031906101,031906
031906102,57,58,48,1,362,4,10,28,19,271,.,.,.,16.9,52265,23,031,N,96.7,031906102,031906
031906103,77,82,79,3,523,0,4,14,23,477,.,.,.,10.3,47982,30.9,031,N,96.8,031906103,031906
031906109,95,94,98,1,640,4,11,45,34,404,.,.,.,9.6,47944,35.2,031,N,97.1,031906109,031906
031906110,74,86,72,1,508,0,8,31,46,405,.,.,.,12.1,48518,29.7,031,N,96.9,031906110,031906
031909101,87,92,69,6,568,4,34,28,40,478,.,.,.,12.2,49921,35,031,N,97.1,031909101,031909
031912101,76,79,68,0,544,0,2,1,21,441,.,.,.,13.1,48882,29.5,031,N,96.5,031912101,031912
031912108,46,58,62,0,352,0,5,1,17,298,.,.,.,21.1,54383,21.3,031,N,96.9,031912108,031912
031912109,53,47,61,0,373,0,6,1,18,346,.,.,.,9.6,46573,22.3,031,N,95.3,031912109,031912
031912110,55,65,80,1,438,0,2,9,45,336,.,.,.,11.2,48235,25.1,031,N,96.9,031912110,031912
031912112,68,76,94,0,502,0,3,3,22,448,.,.,.,13.3,49954,26.1,031,N,96.4,031912112,031912
031912116,57,65,69,0,432,0,0,6,23,369,.,.,.,12.4,49444,24.3,031,N,96.6,031912116,031912
031912117,83,77,85,0,510,0,3,7,21,453,.,.,.,10.5,47982,25.9,031,N,96.7,031912117,031912
031913101,43,38,54,1,344,0,2,31,27,333,.,.,.,10.2,42303,24.6,031,N,96.9,031913101,031913
031914101,74,93,73,0,541,0,3,9,43,484,.,.,.,8.6,45325,32.4,031,N,96.4,031914101,031914
034909101,21,22,14,4,140,2,126,0,8,86,.,.,.,9.6,38406,8.4,034,N,95,034909101,034909
036901101,98,101,95,77,653,11,338,38,49,406,.,.,.,13.9,50137,41,036,N,96.6,036901101,036901
039902101,67,64,63,3,448,2,396,16,48,219,.,.,.,15.1,42774,33,039,N,96.7,039902101,039902
040902101,30,25,20,8,171,0,72,1,15,94,.,.,.,14.4,43885,19.9,040,N,96.7,040902101,040902
043910118,71,74,72,35,436,96,201,35,61,119,.,.,.,10.9,54706,39.4,043,N,97.5,043910118,043910
043911103,74,69,67,15,465,3,253,19,41,292,.,.,.,11.8,51438,30.6,043,N,96.3,043911103,043911
043911104,97,83,81,14,572,1,177,6,35,381,.,.,.,7.9,50279,36.3,043,N,96.6,043911104,043911
043911105,75,66,57,54,457,5,247,12,26,195,.,.,.,9.2,49996,30.8,043,N,.,043911105,043911
043918101,98,100,93,19,576,5,296,17,39,342,.,.,.,9.3,46139,39,043,N,96.3,043918101,043918
046901102,39,46,36,0,356,3,109,15,18,223,.,.,.,11.4,51161,23,046,N,96.3,046901102,046901
046901109,95,132,120,10,771,5,260,34,56,397,.,.,.,9.3,50583,45.4,046,N,96.6,046901109,046901
046902104,66,65,66,7,422,10,135,25,43,264,.,.,.,11.9,51569,28.9,046,N,95.9,046902104,046902
046902105,67,65,83,5,447,1,307,30,31,286,.,.,.,13,52162,28,046,N,95.8,046902105,046902
046902107,111,123,107,4,642,11,376,107,44,166,.,.,.,13.5,53516,40.8,046,N,96.7,046902107,046902
046902113,72,84,95,2,503,3,329,26,35,213,.,.,.,11.3,52440,33.2,046,N,95.6,046902113,046902
046902114,99,102,79,14,582,6,332,63,66,66,.,.,.,12.4,52076,37.9,046,N,97,046902114,046902
046902117,99,108,81,13,658,1,193,46,43,463,.,.,.,10.4,51526,48.6,046,N,95.9,046902117,046902
