,gr6_stu_count,gr7_stu_count,gr8_stu_count,black_stu_count,all_stu_count,asian_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
001902041,43,50,53,9,146,1,124,17,22,53,16.9,15.8,17,12.5,43815,12.519,001,N,96.9,001902041,001902
001903041,92,91,101,13,284,3,235,14,28,137,15,15.3,15.8,11.884615385,40128,22.7386,001,N,97,001903041,001903
001904041,52,58,59,13,169,0,136,0,10,93,17.4,15.5,.,13,41785,10.3138,001,N,96.4,001904041,001904
002901041,294,246,237,19,777,3,255,39,42,299,13.9,13.1,23,12.567307692,55768,46.8426,002,N,95.4,002901041,002901
003902041,238,208,218,31,664,8,464,69,62,357,23.4,24.9,20.2,14.642857143,44419,49.2604,003,N,96.9,003902041,003902
003903044,582,586,581,464,1749,27,536,181,249,1289,18,20.3,23,14.867951955,44052,123.4439,003,N,97.3,003903044,003903
003904041,133,143,148,6,424,0,379,33,49,198,19.3,19.8,24.2,11.333333333,41906,30.0196,003,N,95.7,003904041,003904
003907041,107,131,131,22,369,1,280,21,29,185,20.4,22.2,22,14.25,44838,27.9256,003,N,96.2,003907041,003907
004901041,255,267,235,13,757,17,420,29,57,433,22.4,22.9,23,13.766666667,43607,51.5308,004,N,95.7,004901041,004901
005902041,67,71,82,4,220,0,200,9,21,64,14,16.1,21.9,15.518518519,43152,15.2652,005,N,97.2,005902041,005902
005904041,35,41,37,0,113,0,77,10,7,50,18.6,10.4,19.5,14.625,44078,7.8533,005,N,97.5,005904041,005904
007902006,1,0,2,0,3,0,2,0,1,2,1.5,2,2,14,49300,2.0005,007,N,.,007902006,007902
007902041,108,123,133,2,364,1,141,24,20,192,21.5,19.1,21.1,18.516129032,52968,24.8865,007,N,96.9,007902041,007902
007904041,126,135,110,3,371,0,69,23,20,256,22,20.2,22.2,9.7419354839,44875,27.984,007,N,95.8,007904041,007904
007906041,135,129,122,1,386,0,40,27,33,308,16.8,13.8,17.4,9.7666666667,40273,26.1355,007,N,95,007906041,007906
008901041,174,146,161,55,481,2,291,67,45,208,18.2,16.4,19.1,15.683544304,42913,36.9912,008,N,96.5,008901041,008901
008902041,202,237,208,63,647,3,288,47,41,375,18.2,14.4,18,15.3125,48569,47.5015,008,N,97.3,008902041,008902
008903041,63,65,64,19,192,2,73,4,11,116,21.5,15.6,16.1,15.9,49034,14.9047,008,N,96.1,008903041,008903
009901041,124,109,94,0,327,1,56,14,30,264,15.9,13.3,13.7,13.037037037,42532,25.8609,009,N,96.4,009901041,009901
010902041,187,172,181,2,540,3,354,41,44,280,17.6,17.2,18.9,13.518518519,50051,36.0613,010,N,95.9,010902041,010902
011902041,303,311,284,126,898,3,267,103,92,615,16.1,17.1,18.1,8.0724413871,46116,53.936,011,N,95.3,011902041,011902
011904041,151,123,130,32,404,1,254,40,36,224,19.3,20.8,20.9,12.454545455,43827,30.5667,011,N,96.5,011904041,011904
013901041,262,279,267,12,808,3,104,70,80,576,19.1,17.8,19.9,9.2709813018,40911,54.9231,013,N,94.3,013901041,013901
