,gr3_stu_count,gr4_stu_count,gr5_stu_count,black_stu_count,all_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
001902103,38,47,43,15,270,242,22,36,98,.,.,.,15.833333333,42193,22.6908,001,N,95.9,001902103,001902
001903101,94,105,89,54,705,593,15,60,394,.,.,.,13.104166667,38403,47.4999,001,N,96.4,001903101,001903
001904102,57,50,62,42,345,275,18,23,190,.,.,.,17.911764706,41580,33.1814,001,N,95.6,001904102,001904
005902101,54,69,61,8,397,365,13,30,122,.,.,.,13.125,38050,26.7992,005,N,96.5,005902101,005902
006902101,25,18,19,3,127,116,3,24,49,.,.,.,14.363636364,41056,15.1281,006,N,97,006902101,006902
007902101,103,117,86,7,610,228,25,34,372,.,.,.,9.9,43789,39.9998,007,N,96.9,007902101,007902
010902101,92,107,107,3,633,444,29,74,414,.,.,.,12.37221119,47517,46.7789,010,N,96,010902101,010902
010902102,76,69,91,4,518,363,20,70,254,.,.,.,10.380952381,46585,42.0014,010,N,96.2,010902102,010902
011902102,103,80,98,73,640,199,36,74,469,.,.,.,8.6304347826,42596,43.9563,011,N,95.4,011902102,011902
014903114,62,44,40,38,550,180,18,79,452,.,.,.,9.4864864865,39741,35.2041,014,N,96.5,014903114,014903
014906104,47,53,46,146,373,134,16,66,278,.,.,.,12.618485877,50820,31.912,014,N,96.1,014906104,014906
014906121,131,118,136,205,830,434,48,79,219,.,.,.,10.575453075,47482,53.8946,014,N,96.3,014906121,014906
014906125,108,94,102,329,725,226,18,54,436,.,.,.,9.0675141964,45540,50.7582,014,N,96.1,014906125,014906
014906126,66,65,66,127,564,314,23,99,341,.,.,.,13.931003958,50233,45.4342,014,N,95.8,014906126,014906
014906127,109,96,89,367,771,216,11,78,527,.,.,.,7.5327975895,44926,56.3454,014,N,94.8,014906127,014906
014906129,101,108,92,357,736,187,19,80,413,.,.,.,6.5419028008,44396,52.3492,014,N,96.4,014906129,014906
014906130,80,101,84,367,677,154,14,61,453,.,.,.,5.5614636216,43218,49.2387,014,N,95.3,014906130,014906
014906131,146,151,146,447,1075,345,23,62,539,.,.,.,7.0464038371,44422,68.5322,014,N,96.2,014906131,014906
014906132,86,103,64,128,661,341,23,79,475,.,.,.,7.0959590301,45352,51.829,014,N,95.2,014906132,014906
014906133,123,144,152,406,906,304,31,103,384,.,.,.,8.0364747091,45096,59.8408,014,N,96.6,014906133,014906
