,gr6_math_avg,gr6_ela_avg,gr7_math_avg,gr7_ela_avg,gr7_writ_avg,gr8_math_avg,gr8_ela_avg,gr8_sci_avg,CAMPUS,DISTRICT
014906050,64,72,52,69,56,77,82,63,014906050,014906
014906051,85,85,83,90,81,73,90,91,014906051,014906
014906052,77,84,83,89,74,88,95,90,014906052,014906
014906053,78,81,89,87,79,78,89,86,014906053,014906
014907041,60,51,85,80,62,76,73,67,014907041,014907
014909041,54,56,55,65,47,41,66,47,014909041,014909
014909042,59,51,59,64,52,51,69,58,014909042,014909
014909044,63,58,71,72,54,66,84,78,014909044,014909
014910041,67,74,72,88,70,78,94,83,014910041,014910
015802004,-1,-1,-1,-1,-1,77,86,-1,015802004,015802
015805041,75,53,66,82,57,50,66,53,015805041,015805
015901041,84,86,83,90,82,84,95,89,015901041,015901
015904041,63,63,60,67,62,69,75,77,015904041,015904
015904042,67,55,75,65,62,72,77,74,015904042,015904
015904043,62,60,67,66,71,77,81,76,015904043,015904
015904044,67,71,63,69,72,62,78,63,015904044,015904
015904045,.,.,.,.,.,.,.,.,015904045,015904
015904047,.,.,.,.,.,.,.,.,015904047,015904
015905041,52,43,42,57,42,51,71,50,015905041,015905
015905044,61,52,57,67,59,56,75,66,015905044,015905
015905046,61,43,61,55,51,50,66,50,015905046,015905
015906041,97,91,88,95,76,95,91,87,015906041,015906
015907041,42,45,42,59,36,44,67,60,015907041,015907
015907043,29,43,47,61,49,49,62,51,015907043,015907
015907046,49,52,44,63,45,65,60,61,015907046,015907
015907047,58,57,54,67,54,60,72,59,015907047,015907
015907049,52,49,41,56,43,50,61,46,015907049,015907
015907050,60,59,54,68,61,48,73,59,015907050,015907
015907051,50,50,59,56,44,49,65,48,015907051,015907
015907053,53,54,50,61,50,49,60,63,015907053,015907
015907054,56,56,68,63,51,69,75,65,015907054,015907
015907055,61,54,66,68,58,55,68,57,015907055,015907
015907057,40,49,37,59,41,50,64,49,015907057,015907
015907058,45,54,61,67,52,58,59,59,015907058,015907
015907059,55,54,67,73,67,68,80,59,015907059,015907
015907061,45,54,62,65,56,54,59,53,015907061,015907
015908041,53,50,57,63,52,66,70,58,015908041,015908
015908042,53,49,59,71,63,57,74,58,015908042,015908
015908043,45,51,45,67,56,46,67,41,015908043,015908
015908044,66,62,60,81,72,69,86,66,015908044,015908
015910041,72,69,75,80,69,62,84,72,015910041,015910
015910042,82,74,75,80,70,77,84,86,015910042,015910
015910043,68,72,68,77,72,64,83,78,015910043,015910
015910044,67,64,64,67,64,48,73,55,015910044,015910
015910045,67,67,66,76,63,76,81,75,015910045,015910
015910046,53,51,53,58,52,63,73,58,015910046,015910
015910047,70,71,77,78,71,71,84,77,015910047,015910
015910048,89,89,85,89,85,89,93,83,015910048,015910
015910049,82,84,81,84,70,75,86,81,015910049,015910
015910050,93,94,95,95,93,85,96,93,015910050,015910
015910053,.,.,.,.,.,.,.,.,015910053,015910
015910056,92,93,97,93,88,93,94,93,015910056,015910
015910057,95,91,91,94,91,93,96,92,015910057,015910
015910058,69,76,70,81,79,77,89,82,015910058,015910
015911044,56,62,54,64,56,56,80,65,015911044,015911
015912041,56,62,56,70,54,62,69,65,015912041,015912
015912042,37,52,46,63,54,40,72,42,015912042,015912
015912044,56,62,47,72,58,54,77,55,015912044,015912
015915041,74,66,75,77,69,73,83,75,015915041,015915
015915042,65,67,61,71,56,74,81,70,015915042,015915
015915043,68,71,56,76,60,68,86,77,015915043,015915
015915044,74,61,57,62,53,60,75,62,015915044,015915
015915045,78,81,80,85,78,79,88,82,015915045,015915
015915046,76,74,71,83,64,75,88,73,015915046,015915
015915047,80,81,72,82,75,85,93,84,015915047,015915
015915048,79,80,68,79,71,64,86,80,015915048,015915
015915049,80,76,72,83,69,79,88,78,015915049,015915
015915050,82,85,81,85,80,76,90,80,015915050,015915
015915051,73,76,73,85,80,87,91,87,015915051,015915
015915052,75,78,71,88,78,74,90,74,015915052,015915
015915053,89,89,83,90,84,91,95,88,015915053,015915
015915054,76,82,74,87,76,76,90,87,015915054,015915
015915055,86,89,79,88,81,84,92,85,015915055,015915
015915056,78,74,70,81,71,76,89,85,015915056,015915
015915057,93,93,89,94,90,84,94,91,015915057,015915
015915058,92,89,81,92,87,87,95,88,015915058,015915
015915061,.,.,.,.,.,.,.,.,015915061,015915
015915062,.,.,.,.,.,.,.,.,015915062,015915
015916041,63,63,63,67,63,56,72,62,015916041,015916
015916042,75,73,82,85,77,87,86,73,015916042,015916
015916043,75,67,69,75,65,62,79,76,015916043,015916
015916044,68,70,69,74,62,64,77,60,015916044,015916
015916045,55,61,57,77,70,71,78,71,015916045,015916
016902041,82,81,84,78,73,86,85,84,016902041,016902
018901041,56,63,80,88,78,77,87,77,018901041,018901
019905041,73,67,78,82,78,90,85,80,019905041,019905
019907042,72,73,68,74,70,65,74,68,019907042,019907
019909041,88,76,72,75,64,89,91,79,019909041,019909
019912041,87,86,92,93,83,94,95,94,019912041,019912
020901041,80,74,77,81,69,87,85,83,020901041,020901
020901042,80,75,53,76,60,77,85,77,020901042,020901
020901043,66,67,61,64,54,81,83,71,020901043,020901
020901045,87,82,72,86,82,91,87,88,020901045,020901
020901046,75,72,53,74,60,76,77,80,020901046,020901
020906041,76,79,86,79,80,87,85,83,020906041,020906
021902041,75,64,63,64,53,75,78,78,021902041,021902
021902045,69,63,71,73,66,65,70,62,021902045,021902
021902046,63,63,70,70,57,74,81,80,021902046,021902
021902047,68,51,60,60,45,65,68,65,021902047,021902
024901041,60,49,71,72,65,77,79,75,024901041,024901
025909041,96,80,94,90,83,97,86,93,025909041,025909
026901041,78,78,76,80,83,73,84,74,026901041,026901
026903042,59,62,42,69,71,52,78,44,026903042,026903
027903041,68,64,70,72,58,76,81,79,027903041,027903
027904041,81,75,77,79,70,89,85,84,027904041,027904
028902045,75,72,83,74,66,67,75,77,028902045,028902
028903041,51,51,78,69,58,53,67,47,028903041,028903
029901043,63,67,57,68,67,75,74,74,029901043,029901
030902041,76,75,68,79,68,70,83,67,030902041,030902
030903041,69,44,81,75,75,60,90,47,030903041,030903
031901042,51,44,55,54,34,55,54,58,031901042,031901
031901043,74,55,73,62,60,68,68,57,031901043,031901
031901044,63,64,69,72,74,56,75,76,031901044,031901
031901045,60,63,59,68,64,62,75,67,031901045,031901
031901046,65,60,60,63,60,55,69,56,031901046,031901
031901047,66,62,68,78,76,61,79,74,031901047,031901
031901048,52,49,61,62,59,71,73,71,031901048,031901
031901051,74,65,62,65,68,73,73,64,031901051,031901
031901053,60,58,62,75,76,72,76,73,031901053,031901
031901054,76,70,81,83,82,87,84,68,031901054,031901
031901055,84,70,72,77,76,60,82,77,031901055,031901
031903041,70,69,71,73,64,74,76,76,031903041,031903
031903042,71,58,78,71,60,70,74,69,031903042,031903
031903043,72,65,71,73,64,67,75,69,031903043,031903
031903044,79,71,83,74,70,74,84,76,031903044,031903
031903045,76,71,74,72,66,79,85,73,031903045,031903
031906041,78,77,80,82,77,86,83,90,031906041,031906
031906042,92,80,79,88,82,89,80,92,031906042,031906
031906105,82,75,81,85,80,83,91,91,031906105,031906
031909041,59,61,66,65,68,55,80,74,031909041,031909
031911041,57,59,72,73,65,82,73,73,031911041,031911
031912041,67,65,69,79,80,69,82,70,031912041,031912
031912042,52,54,60,63,63,67,71,59,031912042,031912
031912043,57,57,71,64,62,75,68,81,031912043,031912
031913041,53,40,79,76,62,37,56,22,031913041,031913
031914041,52,57,72,78,72,75,80,73,031914041,031914
033902041,91,93,93,95,100,81,96,71,033902041,033902
034903041,88,84,69,87,77,88,92,66,034903041,034903
034905041,94,83,80,74,63,72,76,48,034905041,034905
034906041,35,65,71,82,79,77,77,76,034906041,034906
036901041,59,62,83,81,78,85,93,90,036901041,036901
037907041,73,66,80,81,73,86,80,87,037907041,037907
038901041,74,79,78,87,60,86,93,83,038901041,038901
039902041,88,87,80,84,72,63,90,75,039902041,039902
040901041,45,53,54,71,58,48,69,62,040901041,040901
042901041,62,67,81,85,82,67,84,70,042901041,042901
043902041,84,77,84,80,80,94,93,87,043902041,043902
043903041,94,81,92,91,88,88,88,85,043903041,043903
043904041,87,87,75,92,73,83,93,89,043904041,043904
043905041,91,87,95,94,90,99,95,89,043905041,043905
043905043,92,91,94,94,90,93,97,94,043905043,043905
043905044,94,92,92,94,94,96,100,94,043905044,043905
043905045,96,96,99,98,97,95,98,93,043905045,043905
043905046,96,95,97,98,97,96,98,96,043905046,043905
043905047,95,92,93,94,95,97,96,90,043905047,043905
043905048,96,96,98,99,97,98,99,98,043905048,043905
043905049,93,95,94,95,92,92,97,93,043905049,043905
043905050,89,90,92,94,92,91,97,93,043905050,043905
043905051,90,94,94,93,93,98,97,87,043905051,043905
043905052,97,94,91,96,92,90,98,93,043905052,043905
043905053,96,93,91,96,94,97,98,97,043905053,043905
043905054,93,94,98,99,98,97,98,95,043905054,043905
043907041,91,84,87,86,80,79,92,86,043907041,043907
043907043,93,89,93,92,92,88,93,91,043907043,043907
043907044,77,77,82,84,83,71,86,83,043907044,043907
043907045,88,89,91,87,82,83,95,90,043907045,043907
043907046,90,88,91,82,83,92,93,94,043907046,043907
043910042,86,82,85,92,80,85,90,81,043910042,043910
043910043,82,84,89,90,83,84,90,82,043910043,043910
043910044,89,88,86,95,94,83,96,91,043910044,043910
043910045,69,65,65,78,72,73,84,73,043910045,043910
043910046,73,72,69,75,72,64,85,74,043910046,043910
043910047,95,93,95,95,92,88,96,90,043910047,043910
043910048,87,90,91,93,89,76,93,84,043910048,043910
043910049,82,90,87,95,94,84,95,86,043910049,043910
043910050,92,93,88,92,94,78,96,90,043910050,043910
043910052,89,89,84,88,84,82,93,89,043910052,043910
043910053,96,97,97,97,98,94,99,94,043910053,043910
043910054,95,96,90,93,91,87,96,93,043910054,043910
043910056,86,88,84,89,89,73,90,86,043910056,043910
043917041,71,68,65,77,71,58,86,78,043917041,043917
043918041,80,70,82,82,76,80,90,75,043918041,043918
043919041,97,97,70,98,95,93,98,96,043919041,043919
044902041,80,68,80,89,80,87,92,68,044902041,044902
045902041,69,57,58,68,67,67,80,78,045902041,045902
045905041,85,90,90,97,93,95,98,87,045905041,045905
046901042,81,77,78,85,81,.,91,83,046901042,046901
046902041,95,92,96,94,93,86,95,94,046902041,046902
046902042,78,82,75,87,79,81,88,88,046902042,046902
046902044,83,87,86,90,88,86,94,92,046902044,046902
046902045,88,87,87,87,82,82,89,94,046902045,046902
046902046,79,75,77,85,76,75,91,86,046902046,046902
047902041,79,81,81,85,79,80,93,69,047902041,047902
049901041,48,54,56,71,53,59,76,61,049901041,049901
049905042,75,67,84,88,85,66,88,61,049905042,049905
050910041,78,78,62,76,64,86,87,87,050910041,050910
050910042,76,78,82,84,76,88,86,83,050910042,050910
052901041,67,67,67,75,66,86,80,61,052901041,052901
053001041,49,57,55,77,74,71,70,68,053001041,053001
054901041,35,60,69,79,66,83,92,58,054901041,054901
054903041,78,58,71,71,56,63,76,65,054903041,054903
055901041,42,55,57,82,64,50,96,60,055901041,055901
056901042,51,59,60,69,53,69,80,51,056901042,056901
057803041,97,94,96,97,97,.,99,98,057803041,057803
057815041,48,38,47,50,38,60,58,30,057815041,057815
057825010,-1,-1,89,67,67,94,94,83,057825010,057825
057836041,83,77,86,94,89,82,91,52,057836041,057836
057838002,82,88,95,90,90,-1,94,88,057838002,057838
057842041,64,68,73,82,67,-1,88,71,057842041,057842
057842102,72,56,63,77,57,-1,83,57,057842102,057842
057843041,45,61,70,84,75,-1,87,66,057843041,057843
057903041,78,62,73,78,57,58,82,72,057903041,057903
057903042,67,66,69,75,69,78,84,83,057903042,057903
057903044,72,73,62,76,68,70,84,80,057903044,057903
057903045,89,87,82,89,77,78,89,84,057903045,057903
057903046,73,77,77,79,75,62,87,86,057903046,057903
057903047,80,83,76,82,76,75,85,72,057903047,057903
057905011,.,.,.,.,.,.,.,.,057905011,057905
057905042,51,57,48,66,64,38,73,61,057905042,057905
057905043,38,44,41,62,34,32,59,51,057905043,057905
057905044,52,56,46,58,44,58,71,46,057905044,057905
057905045,54,49,59,63,51,71,80,61,057905045,057905
057905046,57,51,56,62,52,70,79,64,057905046,057905
057905047,57,63,59,72,58,76,80,75,057905047,057905
057905048,59,52,64,67,55,62,79,59,057905048,057905
057905049,79,78,88,84,80,89,92,87,057905049,057905
057905050,63,57,57,67,55,61,72,65,057905050,057905
057905051,51,56,43,55,50,65,68,65,057905051,057905
057905052,66,56,48,59,45,64,80,85,057905052,057905
057905053,74,72,75,74,60,71,80,76,057905053,057905
057905054,75,58,65,69,56,59,79,82,057905054,057905
057905055,69,53,61,59,52,56,68,61,057905055,057905
057905056,70,72,66,73,66,73,83,87,057905056,057905
057905057,100,100,100,100,100,100,100,100,057905057,057905
057905058,62,60,66,71,64,54,81,63,057905058,057905
057905059,69,53,72,70,66,77,77,60,057905059,057905
057905060,54,51,45,58,54,59,64,55,057905060,057905
057905062,50,43,31,63,47,46,71,52,057905062,057905
057905065,52,50,66,69,61,54,67,55,057905065,057905
057905068,54,55,56,67,57,64,74,67,057905068,057905
057905069,47,61,56,65,49,58,68,56,057905069,057905
057905071,98,98,97,100,95,.,100,99,057905071,057905
057905072,30,38,45,69,54,60,75,57,057905072,057905
057905073,98,97,98,99,100,94,100,99,057905073,057905
057905074,35,27,45,62,51,51,67,48,057905074,057905
057905076,50,49,41,60,47,54,75,68,057905076,057905
057905077,43,47,41,55,49,55,75,69,057905077,057905
057905079,63,55,59,61,50,51,70,64,057905079,057905
057905083,59,49,52,54,55,51,54,55,057905083,057905
057905100,63,62,60,64,62,59,76,63,057905100,057905
057905352,51,48,50,62,46,56,67,48,057905352,057905
057905353,49,52,58,68,55,41,77,54,057905353,057905
057905354,74,58,69,68,57,76,78,74,057905354,057905
057905356,97,100,97,100,99,-1,100,100,057905356,057905
057905357,100,100,94,98,93,-1,100,100,057905357,057905
057906041,57,66,61,77,75,68,87,68,057906041,057906
057906042,46,58,53,73,61,64,83,58,057906042,057906
057906043,58,63,65,76,65,68,83,63,057906043,057906
057909041,90,88,87,90,89,77,94,92,057909041,057909
057909042,68,67,73,83,69,71,80,70,057909042,057909
057909043,62,56,74,62,56,64,70,64,057909043,057909
057909045,81,81,77,85,79,62,88,83,057909045,057909
057909046,64,61,67,71,58,68,82,69,057909046,057909
057909047,92,92,87,88,81,87,94,91,057909047,057909
057909048,70,63,73,78,67,77,85,81,057909048,057909
057909049,80,81,75,85,77,80,88,83,057909049,057909
057909050,80,79,78,79,66,86,87,83,057909050,057909
057909051,61,62,59,76,56,56,78,68,057909051,057909
057909052,81,76,79,83,82,81,90,85,057909052,057909
057909054,74,76,74,80,69,79,88,75,057909054,057909
057910041,61,55,61,65,56,65,74,58,057910041,057910
057910045,65,62,65,70,65,81,87,74,057910045,057910
057910047,68,64,74,80,71,79,82,78,057910047,057910
057910050,96,91,87,91,84,89,93,83,057910050,057910
057910051,62,50,60,67,54,74,65,67,057910051,057910
057910052,62,60,66,65,48,76,76,63,057910052,057910
057910053,70,70,70,74,65,74,86,61,057910053,057910
057912042,55,43,33,66,64,58,72,61,057912042,057912
057912043,69,49,23,71,66,62,75,68,057912043,057912
057912044,71,58,39,66,58,68,77,72,057912044,057912
057912045,61,42,27,55,58,58,72,48,057912045,057912
057912046,62,62,38,68,63,65,83,71,057912046,057912
057912048,52,51,37,65,61,59,75,67,057912048,057912
057912050,41,47,27,67,65,55,77,45,057912050,057912
057913041,-1,-1,79,77,66,74,81,73,057913041,057913
057914043,71,59,65,79,68,72,76,66,057914043,057914
057914045,73,63,81,76,61,87,74,72,057914045,057914
057914047,78,72,71,80,67,78,82,67,057914047,057914
057914048,78,72,65,79,77,85,87,79,057914048,057914
057922042,91,93,98,99,95,98,98,95,057922042,057922
057922043,89,88,89,93,87,86,95,92,057922043,057922
057922044,92,94,86,94,90,73,96,92,057922044,057922
058906041,60,57,42,64,59,39,77,38,058906041,058906
060902041,65,75,89,80,66,95,79,70,060902041,060902
061901041,87,90,91,95,87,94,95,93,061901041,061901
061901044,79,77,84,87,82,77,84,73,061901044,061901
061901045,66,74,54,69,55,76,80,69,061901045,061901
061901046,84,82,77,82,65,77,85,76,061901046,061901
061901047,78,79,86,89,83,87,93,88,061901047,061901
061901048,92,91,88,90,87,95,92,90,061901048,061901
061902042,75,66,79,83,77,75,81,74,061902042,061902
061902044,70,75,64,82,74,80,90,80,061902044,061902
061902045,94,95,91,96,90,94,96,93,061902045,061902
061902046,75,81,51,81,67,79,93,78,061902046,061902
061902047,82,86,75,89,86,95,95,91,061902047,061902
061902048,99,96,90,94,93,96,98,95,061902048,061902
061902049,90,96,86,94,91,98,97,90,061902049,061902
061902050,62,52,48,69,60,82,83,82,061902050,061902
061902052,82,79,88,89,88,84,89,77,061902052,061902
061902053,96,97,89,96,93,98,97,94,061902053,061902
061902054,90,90,70,89,90,86,93,82,061902054,061902
061902055,96,95,92,96,94,95,96,93,061902055,061902
061902056,71,77,68,86,83,86,89,77,061902056,061902
061902058,94,97,91,95,95,97,99,96,061902058,061902
061902059,80,78,72,88,84,86,91,88,061902059,061902
061905041,90,83,82,85,74,77,92,89,061905041,061905
061906041,82,81,83,87,81,88,89,89,061906041,061906
061907041,85,90,76,87,76,92,94,92,061907041,061907
061911042,94,91,89,95,92,96,97,95,061911042,061911
061911043,81,76,71,92,84,89,91,92,061911043,061911
061911044,82,82,62,84,82,85,91,89,061911044,061911
061911045,92,91,75,91,85,86,96,94,061911045,061911
061911046,85,86,75,92,82,93,96,95,061911046,061911
061912041,88,79,87,82,81,91,93,88,061912041,061912
061914041,59,75,70,81,71,81,86,77,061914041,061914
062903041,57,58,67,60,62,71,77,64,062903041,062903
062904041,46,62,62,76,74,68,79,56,062904041,062904
064903041,60,54,63,67,53,51,62,60,064903041,064903
065901041,82,76,81,78,82,83,86,94,065901041,065901
066902041,47,62,69,68,64,58,65,38,066902041,066902
066903042,59,56,67,61,48,64,61,37,066903042,066903
067902041,81,79,78,91,98,83,94,79,067902041,067902
067903041,71,72,72,77,81,85,93,84,067903041,067903
067904042,79,79,74,70,74,89,93,81,067904042,067904
067907041,48,44,50,63,60,43,72,50,067907041,067907
070801041,40,60,30,55,36,94,88,87,070801041,070801
070908042,92,91,84,90,86,93,96,94,070908042,070908
070908044,95,91,92,89,85,96,93,90,070908044,070908
070912042,71,67,82,83,79,80,87,72,070912042,070912
070912043,79,78,62,81,74,67,89,77,070912043,070912
070915041,91,80,68,81,73,75,88,85,070915041,070915
071901041,81,72,81,83,78,76,83,57,071901041,071901
071901042,55,64,68,61,64,74,79,64,071901042,071901
071902040,.,.,.,.,.,.,.,.,071902040,071902
071902041,62,47,65,63,50,65,63,39,071902041,071902
071902042,78,75,65,73,64,74,78,82,071902042,071902
071902043,75,65,80,75,66,82,77,53,071902043,071902
071902044,79,50,80,50,47,77,62,73,071902044,071902
071902045,82,74,84,81,65,86,88,79,071902045,071902
071902046,62,69,66,67,57,63,75,64,071902046,071902
071902047,74,57,74,72,63,72,77,74,071902047,071902
071902048,68,61,59,67,47,50,71,67,071902048,071902
071902049,55,53,53,58,48,39,62,59,071902049,071902
071902051,76,68,77,76,68,75,79,65,071902051,071902
071902052,85,78,76,81,66,69,79,79,071902052,071902
071902053,91,88,90,93,89,89,94,84,071902053,071902
071902054,64,59,66,61,49,72,73,76,071902054,071902
071902055,82,81,82,83,79,86,85,82,071902055,071902
071902056,75,75,82,86,78,80,87,76,071902056,071902
071903041,63,48,67,60,44,78,74,78,071903041,071903
071905042,60,73,53,70,63,69,77,63,071905042,071905
071905043,-1,-1,83,83,78,90,91,78,071905043,071905
071905046,52,51,44,67,69,73,72,73,071905046,071905
071905047,64,63,68,76,67,71,82,74,071905047,071905
071905050,60,61,65,78,74,80,89,69,071905050,071905
071905051,65,56,72,75,78,87,76,83,071905051,071905
071905052,65,63,72,74,82,71,76,63,071905052,071905
071906041,52,64,62,75,57,59,76,58,071906041,071906
071907041,63,68,73,80,71,82,83,75,071907041,071907
071907042,69,63,77,74,67,68,80,82,071907042,071907
071909041,65,64,65,68,62,74,74,64,071909041,071909
071909042,76,62,82,75,73,74,76,72,071909042,071909
071909043,74,70,79,80,72,78,84,68,071909043,071909
071909044,77,70,70,76,63,76,81,78,071909044,071909
071909045,74,70,83,82,83,88,85,79,071909045,071909
071909046,70,67,79,77,72,79,92,82,071909046,071909
071909047,65,68,78,80,75,80,86,72,071909047,071909
071909048,76,76,75,80,77,80,89,78,071909048,071909
073903045,54,35,34,46,45,50,70,63,073903045,073903
073905041,69,74,57,68,57,72,85,95,073905041,073905
074907041,32,78,74,74,82,58,82,66,074907041,074907
074909041,77,87,81,85,75,78,80,57,074909041,074909
074912041,81,70,63,79,74,74,89,56,074912041,074912
076904041,94,88,56,69,69,88,82,87,076904041,076904
077902041,46,66,40,60,51,79,78,74,077902041,077902
079901044,88,88,85,93,90,89,93,92,079901044,079901
079907041,85,83,84,88,85,83,90,81,079907041,079907
079907043,84,78,81,84,77,84,90,83,079907043,079907
079907044,100,100,86,89,85,81,93,86,079907044,079907
079907045,89,90,91,95,94,92,96,85,079907045,079907
079907047,71,71,77,79,70,68,81,69,079907047,079907
079907048,61,71,65,78,61,57,81,65,079907048,079907
079907049,88,87,91,90,86,96,94,87,079907049,079907
079907050,97,93,99,97,97,98,98,95,079907050,079907
079907051,97,94,96,96,96,99,98,92,079907051,079907
079907052,79,79,80,86,83,83,89,83,079907052,079907
079907053,85,78,79,87,79,86,91,84,079907053,079907
079907054,87,87,90,91,89,87,94,83,079907054,079907
081902041,72,75,82,85,78,83,90,80,081902041,081902
081904041,70,81,79,77,79,77,80,88,081904041,081904
081905041,84,81,85,78,46,76,76,80,081905041,081905
082902041,49,63,50,64,41,73,73,50,082902041,082902
082903041,21,39,36,51,45,39,66,48,082903041,082903
083901041,43,53,59,47,41,40,62,60,083901041,083901
083903041,63,55,77,83,74,84,85,79,083903041,083903
084901041,-1,-1,71,71,60,66,78,73,084901041,084901
084902003,.,.,.,.,.,.,.,.,084902003,084902
084903041,88,88,-1,-1,-1,73,82,-1,084903041,084903
084904041,-1,-1,21,40,26,40,54,29,084904041,084904
084906041,.,.,55,69,64,59,74,61,084906041,084906
084909041,72,71,75,75,61,64,80,75,084909041,084909
084910042,88,89,94,91,86,94,94,95,084910042,084910
084910043,77,85,86,91,81,83,93,86,084910043,084910
084910044,84,84,86,89,81,88,89,88,084910044,084910
084910045,90,94,86,91,84,96,93,94,084910045,084910
084910046,83,87,87,87,86,88,94,93,084910046,084910
084910047,82,87,77,88,79,86,94,89,084910047,084910
084910048,91,86,77,87,80,87,95,89,084910048,084910
084910049,87,86,89,91,85,95,94,92,084910049,084910
084910050,86,85,93,90,85,88,92,85,084910050,084910
084910051,79,81,78,88,80,78,90,87,084910051,084910
084911041,96,93,94,92,87,92,95,89,084911041,084911
085902041,64,65,87,85,80,63,81,53,085902041,085902
086901041,87,76,74,88,78,61,84,80,086901041,086901
086902041,87,93,90,92,89,92,88,87,086902041,086902
090904042,62,65,64,68,58,62,72,67,090904042,090904
091901041,72,77,73,84,74,92,93,83,091901041,091901
091903041,71,71,70,81,71,79,80,79,091903041,091903
091909041,79,72,81,87,85,91,92,74,091909041,091909
091910041,87,84,86,91,84,95,95,95,091910041,091910
091913041,78,88,78,89,78,85,92,81,091913041,091913
091914041,57,75,60,71,73,68,80,71,091914041,091914
091918041,78,81,84,88,77,94,88,85,091918041,091918
092901042,79,76,73,74,63,86,78,70,092901042,092901
092902042,62,72,73,77,66,80,80,81,092902042,092902
092903041,56,56,52,55,40,68,60,54,092903041,092903
092903042,73,71,73,79,71,59,77,65,092903042,092903
092903043,57,61,63,73,59,67,85,73,092903043,092903
092906041,68,74,80,86,89,81,86,73,092906041,092906
092907042,88,88,77,85,73,67,84,73,092907042,092907
092908041,78,81,86,95,90,91,94,82,092908041,092908
094904041,64,78,68,86,78,78,86,83,094904041,094904
095901041,70,79,73,68,66,98,85,71,095901041,095901
096904041,63,58,86,86,82,79,90,54,096904041,096904
097902041,79,93,80,98,98,70,84,78,097902041,097902
097903041,76,76,83,76,56,78,73,80,097903041,097903
098904041,66,62,72,82,72,82,81,88,098904041,098904
099903041,87,82,64,67,69,90,75,67,099903041,099903
100904041,70,79,65,73,55,74,82,75,100904041,100904
100905041,81,71,92,83,77,98,89,83,100905041,100905
100908041,72,67,65,80,70,76,90,63,100908041,100908
101802041,77,61,87,77,64,75,88,80,101802041,101802
101805041,51,33,34,57,50,45,73,19,101805041,101805
101806042,57,58,65,71,63,60,77,73,101806042,101806
101809041,77,85,-1,89,89,69,77,91,101809041,101809
101813043,78,70,78,77,81,60,81,68,101813043,101813
101813044,65,60,69,79,73,48,84,81,101813044,101813
101813045,57,53,65,84,71,84,82,87,101813045,101813
101837041,92,85,81,90,71,67,87,78,101837041,101837
101838041,36,40,51,60,54,58,64,55,101838041,101838
101853042,48,59,41,69,56,29,57,-1,101853042,101853
101860003,69,68,65,80,65,54,85,68,101860003,101860
101860004,70,67,67,77,74,66,88,70,101860004,101860
101864041,39,64,49,77,64,65,85,40,101864041,101864
101903041,75,70,78,74,66,72,75,77,101903041,101903
101905041,72,61,67,74,55,74,78,70,101905041,101905
101905043,74,64,66,78,60,63,85,69,101905043,101905
101907041,80,83,81,85,75,69,89,86,101907041,101907
101907042,78,69,74,76,61,75,83,85,101907042,101907
101907043,84,80,78,86,79,67,86,80,101907043,101907
101907044,70,67,67,79,69,72,86,80,101907044,101907
101907045,79,73,70,77,65,51,81,77,101907045,101907
101907046,84,81,80,86,72,78,91,88,101907046,101907
101907047,86,77,79,83,75,74,91,90,101907047,101907
