,gr3_stu_count,gr4_stu_count,gr5_stu_count,black_stu_count,all_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
001902103,56,44,51,26,286,243,24,32,126,.,.,.,16.833333333,43799,23.3332,001,N,96.6,001902103,001902
001903101,98,93,100,55,712,593,12,46,414,.,.,.,13.352941176,39464,48.7383,001,N,96,001903101,001903
001904102,57,59,47,45,360,281,13,26,215,.,.,.,19.2,43218,30.0005,001,N,96.5,001904102,001904
001909101,31,27,27,6,212,198,6,19,111,11,.,.,12.857142857,40929,18.5003,001,N,97,001909101,001909
003907102,90,125,129,45,707,557,28,44,442,.,.,.,13.553191489,43111,46.6664,003,N,97.9,003907102,003907
005902101,69,60,74,6,407,375,10,35,120,.,.,.,12.365384615,37160,25.1604,005,N,97.2,005902101,005902
005904101,34,39,41,0,224,158,8,14,119,.,.,.,15.19047619,41983,15.7675,005,N,97.7,005904101,005904
010902101,102,95,112,5,644,442,18,75,440,.,.,.,11.75,48119,48.0002,010,N,96,010902101,010902
010902102,85,68,72,3,511,359,18,72,258,.,.,.,11.404761905,48511,42.0012,010,N,96.1,010902102,010902
014903114,80,60,48,36,574,201,11,84,477,.,.,.,9.5135135135,43307,36.9999,014,N,96.5,014903114,014903
014903116,72,68,57,56,565,383,18,55,250,.,.,.,6.7194116655,41389,34.9734,014,N,96.8,014903116,014903
014906104,44,41,57,134,384,116,11,49,316,.,.,.,13.395383042,51329,32.0933,014,N,95.1,014906104,014906
014906110,113,111,109,267,750,169,11,70,449,.,.,.,8.5360788788,47305,51.3828,014,N,96.5,014906110,014906
014906121,130,121,107,169,743,342,42,59,182,.,.,.,11.378309435,48956,48.0373,014,N,96.9,014906121,014906
014906125,108,96,84,306,714,218,21,47,457,.,.,.,8.8670508804,46269,50.0726,014,N,95.7,014906125,014906
014906126,75,64,64,107,598,283,22,90,362,.,.,.,14.442615506,51769,42.8666,014,N,94.9,014906126,014906
014906127,106,102,98,361,782,199,12,76,551,.,.,.,8.6656817887,46484,53.6298,014,N,95.2,014906127,014906
014906129,102,93,102,313,687,160,16,65,402,.,.,.,8.4837807542,46608,49.1899,014,N,96.4,014906129,014906
014906132,91,74,86,131,654,305,21,64,468,.,.,.,7.8863197984,46992,51.3756,014,N,94.9,014906132,014906
014906133,118,120,137,368,872,247,32,78,352,.,.,.,7.9148529753,46102,55.3918,014,N,96.5,014906133,014906
014906135,135,139,137,362,1074,412,22,119,578,.,.,.,8.1988789129,45759,69.7464,014,N,96.4,014906135,014906
014909116,83,84,75,255,559,138,12,37,472,.,.,.,14.154324477,44370,33.7775,014,N,95.2,014909116,014909
015904104,82,59,57,1,472,9,14,37,450,.,.,.,13.999827404,49843,31.225,015,N,97,015904104,015904
015904116,80,66,66,5,574,10,11,24,530,.,.,.,7.6756756757,46830,36.5007,015,N,96.3,015904116,015904
