,gr9_stu_count,gr10_stu_count,gr11_stu_count,gr12_stu_count,black_stu_count,all_stu_count,asian_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
042901001,57,61,64,56,7,238,2,154,22,25,104,9.4,9.5,12.9,12.8,41845,26.6,042,N,95.6,042901001,042901
043901001,3,1664,1594,1578,610,4839,674,2606,693,434,613,20.7,24.3,25.3,12.3,56494,246.1,043,N,96.2,043901001,043901
043902001,231,246,197,159,96,833,12,449,32,70,304,17,17,17,9.9,49800,56.5,043,N,96.1,043902001,043902
043903001,207,196,164,166,18,733,7,501,46,57,155,15.7,18.6,18.5,12.7,51977,48.1,043,N,96.1,043903001,043903
043904001,127,132,128,91,20,478,4,304,29,43,190,18.5,16.3,19.5,11.3,50331,35.4,043,N,96.7,043904001,043904
043905001,376,371,355,572,197,1674,204,832,208,117,322,17.8,20.5,20.5,11.9,56458,133.5,043,N,95.5,043905001,043905
043905002,509,511,486,531,180,2037,375,1106,309,135,196,20.9,23.8,22.4,11.8,55646,142.7,043,N,95.9,043905002,043905
043905005,603,513,463,553,131,2132,153,1513,291,132,134,19.9,24.9,23.1,11.1,55652,142.8,043,N,95.6,043905005,043905
043905006,426,583,519,532,247,2060,618,917,376,109,172,21.3,24.1,23.2,9.9,54858,139.3,043,N,96,043905006,043905
043905007,545,548,491,491,372,2075,440,848,196,133,298,21.5,21.3,22.8,10,54972,142.4,043,N,96.5,043905007,043905
043905008,522,547,448,433,348,1950,207,960,157,136,259,21.5,23.4,23.4,9.9,54845,129.3,043,N,96.3,043905008,043905
043905009,421,511,503,388,251,1823,427,837,201,137,229,20.4,22.2,21.5,9.3,54426,129.9,043,N,96.5,043905009,043905
043905010,405,506,421,3,89,1335,242,808,198,81,51,20.6,22.4,21.6,9.4,54486,104.9,043,N,96.8,043905010,043905
043905011,443,0,0,9,39,452,151,196,107,38,40,18.4,21.2,24.5,8.6,54546,47.5,043,N,.,043905011,043905
043907002,804,783,714,562,425,2863,125,1339,244,241,869,17.5,22.4,21.8,10.5,55425,175.2,043,N,94.5,043907002,043907
043907004,557,512,528,509,381,2106,91,1052,158,203,591,17.9,22.9,18.4,11.3,55990,138,043,N,95.2,043907004,043907
043907007,760,696,669,689,264,2814,130,1783,326,190,443,18.2,24,22.1,10.9,55649,175,043,N,95,043907007,043907
043908001,204,211,200,153,52,768,9,532,73,65,87,16.8,20.1,21.1,9.2,50668,51.9,043,N,95.5,043908001,043908
043910006,171,211,1358,1260,358,3000,854,871,730,230,829,20,23.2,23.4,13.1,56577,188.6,043,N,95.7,043910006,043910
043910008,133,117,106,99,21,455,60,287,147,8,45,-2,-2,-2,7.9,53853,27.1,043,N,95.9,043910008,043910
043911001,323,279,283,243,84,1128,9,519,43,136,595,16.1,19.6,20.5,12.5,54233,67.7,043,N,94,043911001,043911
043912001,720,646,637,512,222,2515,91,1735,260,145,144,20.5,24.4,26,10.5,54101,163.2,043,N,96.3,043912001,043912
043914001,647,635,509,510,401,2301,271,1118,310,172,482,18.4,18,20.3,11.6,56331,142.1,043,N,96.5,043914001,043914
043914003,487,510,423,405,234,1825,73,1008,192,149,516,18.7,18.6,21.9,10.4,55743,118.1,043,N,95.8,043914003,043914
043917001,52,64,47,39,0,202,0,150,9,24,80,10.9,9.1,12.5,10.2,48618,20.2,043,N,96.4,043917001,043917
043918001,182,151,131,124,29,588,5,356,43,55,246,16.4,20.8,19,7.8,50654,38.4,043,N,96.3,043918001,043918
043919001,389,355,366,321,32,1431,81,1144,314,72,32,15.9,19.8,24.3,11.7,56329,106.6,043,N,96,043919001,043919
044902001,39,40,35,37,9,151,1,66,9,20,86,10,12.5,13.7,14.7,48935,19.2,044,N,97.1,044902001,044902
045902001,126,121,121,113,62,481,3,242,17,43,223,13.5,15.8,17,10.2,45368,39.8,045,N,94.4,045902001,045902
045902002,2,1,3,2,2,8,0,2,0,3,7,.,.,.,0,.,0,045,N,62.9,045902002,045902
045903001,83,104,84,78,64,349,1,92,28,34,220,14.4,16.4,18.6,12.6,52389,30.6,045,N,94.7,045903001,045903
045903004,9,26,20,15,11,70,1,21,0,4,69,7.2,6.4,10.9,18.4,54553,4.5,045,N,-1,045903004,045903
045905002,48,54,50,49,25,201,0,103,14,14,62,10.6,10,15.7,18.8,47435,19.7,045,N,97.2,045905002,045905
046901001,20,625,613,479,51,1737,16,928,154,151,450,19,24.9,21.2,13.9,54608,100.9,046,N,94.4,046901001,046901
046901038,1,10,23,18,0,52,0,21,0,1,20,7.2,7,7,15,50027,5.7,046,N,86.3,046901038,046901
046902001,706,660,649,569,61,2584,39,1298,233,259,775,23.1,27.9,27.4,13.7,54279,136.9,046,N,94.7,046902001,046902
046902002,685,688,654,614,86,2641,45,1470,407,212,351,18.1,21.5,21.8,13.7,53047,143.9,046,N,96,046902002,046902
046902003,270,256,283,203,10,1012,6,724,87,140,356,14.6,18.6,21.1,13.4,52283,69.6,046,N,94.3,046902003,046902
046902007,98,89,57,49,6,293,2,161,42,5,64,32.7,20.9,25.1,12.7,52651,15.5,046,N,96.7,046902007,046902
047901001,86,83,70,91,2,330,2,150,16,33,192,10.9,10,14.1,11.8,42751,36.8,047,N,95.3,047901001,047901
047902001,52,41,46,41,0,180,0,121,11,21,88,7.6,10.8,13.7,13.3,49035,18.8,047,N,96.1,047902001,047902
049901001,232,220,178,167,57,797,7,249,47,73,565,17.7,18.1,21.7,11.5,49817,59.2,049,N,94.9,049901001,049901
049903001,60,63,46,44,1,213,2,152,22,26,80,11.4,16,11,17.6,47372,18,049,N,95.2,049903001,049903
049905001,86,97,78,78,2,339,1,288,26,28,113,9.9,12.8,15.4,14.6,48814,29.9,049,N,96.2,049905001,049905
050902001,228,225,210,179,18,842,5,609,72,92,368,15.8,16.5,16.3,11.1,42840,60.2,050,N,94.9,050902001,050902
050910001,659,605,489,512,481,2265,41,1001,185,230,981,15.6,17.7,18.2,8.9,49181,150.1,050,N,93.8,050910001,050910
050910005,4,15,31,14,9,64,0,43,0,10,38,2.7,2.1,1.8,9.6,48321,10,050,N,79,050910005,050910
052901001,83,88,85,71,8,327,1,76,15,24,134,8.9,11.8,12.6,11.5,55616,32.4,052,N,94.6,052901001,052901
053001001,60,49,42,59,1,210,0,50,15,16,104,13.1,11.3,13.4,10.9,45828,20.9,053,N,96.3,053001001,053001
054903001,39,29,30,33,1,131,1,32,7,19,102,7.4,7.7,8.5,7.9,42159,18.9,054,N,95.3,054903001,054903
056901001,138,130,120,115,2,503,8,237,14,32,196,12.8,17.2,16.9,9.9,48544,41.2,056,N,95.4,056901001,056901
057803002,159,153,99,116,28,527,265,87,0,17,103,17.4,11.7,13.3,7.5,59903,34.8,057,Y,96.9,057803002,057803
057803004,162,133,93,84,4,472,2,0,0,43,424,16.1,19.2,19.3,1.5,49140,37.2,057,Y,95.8,057803004,057803
057803005,147,127,88,33,60,395,4,9,0,36,314,19.9,17.9,19.3,1.3,50203,32.7,057,Y,96,057803005,057803
057803006,158,101,86,65,41,410,1,3,0,25,359,18.1,17.8,16.4,1.3,49590,30.3,057,Y,96.5,057803006,057803
057803007,117,75,50,74,204,316,1,3,0,17,236,15.1,15.3,16.9,2.4,49613,28.9,057,Y,95.9,057803007,057803
057803009,148,136,80,74,127,438,25,35,0,23,288,21.5,18.4,22.7,1.9,51718,30.6,057,Y,96.6,057803009,057803
057803010,133,128,80,76,24,417,3,3,0,41,343,24.5,24.5,24.6,2.9,51666,33,057,Y,96.3,057803010,057803
057804001,131,146,122,152,166,551,2,15,0,50,496,8.8,6.9,6.4,6,54739,25.2,057,Y,95.5,057804001,057804
057804002,117,180,241,128,109,666,0,9,0,53,645,4.5,6.2,5.3,3.5,47740,32.7,057,Y,95.9,057804002,057804
057804003,104,104,105,63,29,376,5,16,0,32,315,9,7.1,7,5.2,51139,18.8,057,Y,93.5,057804003,057804
057804004,132,124,141,179,198,576,0,21,0,62,549,8.5,7.6,8.7,9.9,52501,24.7,057,Y,90.3,057804004,057804
057804005,105,86,94,56,276,341,0,7,0,40,339,7,9.7,4,6.1,51974,18.8,057,Y,93,057804005,057804
057804006,158,137,125,39,75,459,5,6,0,42,405,7.2,8.2,7.1,3.9,52230,19.8,057,Y,95.4,057804006,057804
057804007,88,65,91,77,151,321,0,17,0,16,271,11.7,9.8,7.5,6.2,53705,16.8,057,Y,93.1,057804007,057804
057804008,85,119,92,68,123,364,1,10,0,22,319,8.1,11.7,6.9,4.2,50149,21.1,057,Y,93.3,057804008,057804
057804009,147,138,126,69,204,480,0,3,0,30,448,9.1,15.4,13.8,4.3,47491,19.5,057,Y,91.2,057804009,057804
057804010,60,76,112,99,87,347,1,9,0,16,291,5.9,6.7,7.6,4.7,52413,16.8,057,Y,90.7,057804010,057804
057804011,135,83,78,58,13,354,0,6,0,27,255,10.3,9.7,8,9.1,54656,15.7,057,Y,88.6,057804011,057804
057804012,131,84,55,30,96,300,2,6,0,10,222,10,7.2,7.4,6.3,55064,11.9,057,Y,.,057804012,057804
057804013,54,33,24,16,35,127,2,15,0,12,85,5.9,4.2,4.3,3.8,51143,15.8,057,Y,.,057804013,057804
057807002,247,253,215,138,333,853,2,263,37,78,320,15.9,20.3,18.6,7.7,47119,61,057,Y,96.7,057807002,057807
057828001,54,15,86,31,48,186,1,25,0,18,131,4.6,4.2,2.2,10,44065,6.7,057,Y,77,057828001,057828
057828002,26,20,60,31,13,137,2,54,0,21,76,3.4,3.5,1.6,8.7,45164,6.6,057,Y,76.4,057828002,057828
057828003,44,29,155,56,61,284,5,114,0,22,166,3.2,3.1,2.3,7.3,46058,11.9,057,Y,76.4,057828003,057828
057828004,85,37,164,50,102,336,6,67,0,47,234,4.6,4.8,2.7,6.4,45332,12.4,057,Y,87.4,057828004,057828
057828005,82,50,119,46,34,297,3,164,0,36,143,3.8,3.2,2,7.5,44665,11.6,057,Y,81,057828005,057828
057828006,39,18,107,21,133,185,1,6,0,20,147,3.9,4.8,2,6.8,45237,6.5,057,Y,72.1,057828006,057828
057834001,86,102,108,80,144,376,1,32,0,38,243,10.5,9.7,7.8,9.1,52845,12.9,057,Y,73.5,057834001,057834
057834003,35,40,52,45,114,172,0,22,0,20,122,3.1,2.2,1.3,3.6,54829,8.3,057,Y,82.5,057834003,057834
057834004,56,83,67,48,110,254,1,39,0,19,96,2.2,3,4.6,5.9,49874,11,057,Y,77.1,057834004,057834
057848003,180,170,120,80,88,550,46,87,32,30,288,17.5,20.3,21.3,0.5,45127,46.5,057,Y,96.3,057848003,057848
057903001,637,495,477,435,86,2044,76,230,217,144,1385,24.3,22,15.1,11,57440,136.5,057,N,93.1,057903001,057903
057903002,647,472,465,351,411,1935,132,270,164,176,1238,22.4,25.5,26.6,9.6,56883,125.5,057,N,94.6,057903002,057903
057903006,455,525,507,413,270,1900,246,426,190,176,917,22.7,25.8,24.2,11.1,57438,124.3,057,N,95.1,057903006,057903
057903007,247,213,207,219,373,886,166,119,95,103,426,21.5,25.9,23.3,9,56525,61.2,057,N,94.3,057903007,057903
057903010,91,80,82,58,13,311,20,16,43,0,256,17,19.9,21.2,10.6,53480,14,057,N,96.9,057903010,057903
057904001,61,639,539,468,1227,1707,13,65,54,190,1073,19.6,23.2,24.2,10,57281,111.3,057,N,94.6,057904001,057904
057904003,95,105,106,100,239,406,16,28,56,1,184,26,23.8,18.2,6.6,53888,13,057,N,98.6,057904003,057904
057905001,637,558,444,401,254,2040,48,104,186,196,1825,15,14.4,16.5,7.6,55131,123,057,N,95.4,057905001,057905
057905002,409,405,371,295,40,1480,3,6,175,104,1373,14.4,19.1,18.8,8.7,55600,89.7,057,N,94.3,057905002,057905
057905003,81,102,100,111,96,394,2,7,93,18,363,16.7,21.8,17.2,6.7,54826,23,057,N,97.3,057905003,057905
057905005,607,556,535,425,57,2123,5,14,242,163,2003,19.1,19.2,21.6,6.9,55131,125.2,057,N,95.8,057905005,057905
057905006,327,278,275,217,176,1097,14,81,122,90,871,17.7,20.9,22,9.9,56401,74.6,057,N,92.4,057905006,057905
057905007,554,468,398,281,57,1701,3,11,184,122,1398,18.5,17.4,21.6,6.8,55174,116.7,057,N,92,057905007,057905
057905008,499,418,317,270,450,1504,4,14,149,152,1181,16.6,16.5,16.6,11.1,56535,88.5,057,N,92.8,057905008,057905
057905009,176,143,131,95,425,545,0,0,42,92,508,12.3,19.8,19,11.6,58241,43,057,N,92.9,057905009,057905
057905012,378,241,189,170,247,978,2,9,116,112,900,14.2,17.2,15.5,9.4,55993,73.3,057,N,93.7,057905012,057905
057905013,252,175,134,92,298,653,0,4,61,63,617,14.4,14.6,16.6,9.6,57040,48.3,057,N,91.6,057905013,057905
057905014,618,506,413,332,381,1869,4,21,154,218,1826,13.2,18,16.4,8.7,55859,122.4,057,N,91.5,057905014,057905
057905015,459,348,330,252,286,1389,2,196,115,151,1276,16.7,15.5,16.7,8.4,55788,88.7,057,N,93.3,057905015,057905
057905016,413,344,284,245,895,1286,5,6,103,186,1000,17.4,18.9,20.8,9.5,56299,82,057,N,91.5,057905016,057905
057905017,616,521,372,258,340,1767,0,32,159,213,1563,14.6,17.9,17.7,7.3,54998,110.1,057,N,90,057905017,057905
057905018,502,524,500,440,26,1966,2,22,265,173,1887,14.8,14.7,18.2,9.4,55472,120.5,057,N,93.3,057905018,057905
057905021,666,661,485,449,237,2261,39,169,245,163,1810,17.9,18.6,16.2,10.6,56756,132.3,057,N,95.8,057905021,057905
057905022,512,509,441,338,136,1800,11,467,315,166,1053,19.4,19.1,19.1,8.5,56116,98.2,057,N,95.2,057905022,057905
057905023,411,286,253,191,813,1141,2,18,61,131,837,19.2,19.2,19.7,11.4,56614,67.8,057,N,93.6,057905023,057905
057905024,338,308,230,183,182,1059,34,19,133,121,996,12.2,13.3,13.5,10.3,56808,82,057,N,91.8,057905024,057905
057905025,1334,1199,995,1003,1074,4531,19,42,668,285,3998,16.9,18,21.6,14,57752,286.9,057,N,92.5,057905025,057905
057905026,93,117,102,106,47,418,51,57,262,2,281,17.2,21.2,21.2,15.4,61367,25,057,N,98.4,057905026,057905
057905028,492,293,262,223,256,1270,248,32,89,116,1140,12.2,20.2,18.1,8.4,55762,87.4,057,N,91.9,057905028,057905
057905029,49,24,16,7,25,96,0,6,10,10,72,2.2,2.2,2.1,19.7,61213,25.5,057,N,76.2,057905029,057905
057905032,189,107,97,86,315,479,0,6,40,81,463,11.8,12.3,13.2,11.8,58500,41.7,057,N,91.9,057905032,057905
057905033,129,123,137,117,97,506,13,9,252,0,414,6.3,6.1,7.5,14.8,59756,28.5,057,N,97.7,057905033,057905
057905034,242,243,230,214,191,929,23,442,238,9,225,24.6,21.6,22.2,14.3,60157,57,057,N,97,057905034,057905
057905035,68,68,65,70,39,271,6,19,192,0,228,16.4,19.5,22.6,9,55609,16.8,057,N,98.2,057905035,057905
057905036,132,148,134,135,104,549,16,16,321,1,477,7,6.3,8.7,14.6,59398,32.3,057,N,97.7,057905036,057905
057905037,86,92,85,70,98,333,5,10,134,2,264,5.7,4.4,5.6,14.8,59213,23.6,057,N,97.3,057905037,057905
057905038,106,95,94,86,77,381,7,21,176,0,305,5.7,5,6.2,15.2,58659,24.1,057,N,96.8,057905038,057905
057905039,66,67,67,61,27,261,48,93,261,1,96,16.2,20.9,21.2,15.9,62576,17,057,N,98,057905039,057905
057905085,94,92,79,99,181,364,0,2,86,3,304,14.6,16.7,19.4,12.6,57934,20,057,N,96.3,057905085,057905
057905088,112,123,93,97,40,425,3,5,177,0,368,16.8,16.9,19.8,10.6,58842,20.5,057,N,98.9,057905088,057905
057905090,61,61,57,58,31,237,3,8,86,2,196,12.7,14.5,12.9,14.5,58981,14.1,057,N,98.4,057905090,057905
057905380,245,225,196,152,510,818,1,14,61,121,699,18.4,15.8,19.4,11,57895,59.3,057,N,93.9,057905380,057905
057905381,51,50,51,35,77,187,0,4,85,3,157,11.6,13,13.4,8.7,59277,17.5,057,N,98.4,057905381,057905
057905389,10,36,69,20,54,135,0,0,5,18,126,16.3,8.3,11.5,11.6,56848,20,057,N,81.7,057905389,057905
057906001,924,792,836,662,2601,3214,10,79,316,329,2055,15.9,19.9,21.1,10.1,55251,206.4,057,N,95.5,057906001,057906
057907001,1217,1142,993,926,1867,4278,64,169,256,335,2963,21,20.8,21.1,11,56571,239.9,057,N,94.2,057907001,057907
057907004,1,12,40,32,32,85,0,8,0,3,51,.,.,.,21.5,60823,9.7,057,N,86.9,057907004,057907
057909002,680,658,639,606,337,2583,210,393,602,217,1617,19.5,23.7,25.4,11.4,57384,174,057,N,93.5,057909002,057909
057909003,652,664,524,456,393,2296,26,148,34,256,1818,20.7,24.7,23.9,10.9,57183,156.5,057,N,93.9,057909003,057909
057909004,760,713,657,615,404,2745,506,291,200,154,1802,22,24.8,25.3,11.8,57341,172.5,057,N,95.4,057909004,057909
057909005,576,578,518,536,658,2208,136,417,141,164,1351,22.7,27.4,26.5,10.8,56622,153.8,057,N,95.2,057909005,057909
057909008,551,547,450,446,392,1994,288,376,54,165,1141,21.4,22.8,26.6,12.5,58191,142.9,057,N,93.5,057909008,057909
057909009,709,676,665,647,577,2697,128,964,148,211,1111,22.2,22.5,25.6,10.7,57170,168.6,057,N,96.3,057909009,057909
057909010,776,681,695,659,459,2811,317,972,205,215,1086,20.7,24.5,24.6,11.5,57030,176.6,057,N,96.4,057909010,057909
057910002,875,764,648,443,418,2730,13,203,107,298,2311,19.1,20.7,22,8.4,56544,196.6,057,N,91,057910002,057910
057910003,946,922,835,690,838,3393,164,433,295,314,2137,19.2,20.2,20.4,10,56822,218,057,N,93.9,057910003,057910
057910009,22,111,147,93,58,373,1,34,1,19,292,6,11.3,11.1,5.8,54272,16.4,057,N,62.7,057910009,057910
057910010,457,462,389,360,141,1668,95,149,192,68,1161,21.6,24.2,22.8,9.5,55476,95.2,057,N,98.1,057910010,057910
057911001,548,521,554,536,12,2159,117,1900,349,154,0,17.2,20.2,21.7,14.5,56305,153.2,057,N,97.1,057911001,057911
057912002,743,624,592,532,199,2491,46,159,285,207,1882,18.4,21.4,22.3,8,57489,164.6,057,N,92.7,057912002,057912
057912003,773,749,669,622,667,2813,144,331,304,225,1711,17.5,21.7,22.2,8.6,57342,181.2,057,N,93.6,057912003,057912
057912004,720,667,559,557,196,2503,55,239,253,198,1794,17.5,21.2,22.7,8.7,57963,172.3,057,N,93.4,057912004,057912
057912005,83,60,81,100,34,324,2,28,6,19,225,7.5,6.5,7.4,8.8,57015,46.8,057,N,86.6,057912005,057912
057912006,507,489,428,404,140,1828,132,154,318,89,1324,20.2,21,22.5,8.5,57496,114.6,057,N,95.8,057912006,057912
057913001,579,538,528,429,1604,2074,2,35,136,221,1616,23.1,26.4,23.7,10,55713,116.4,057,N,96.5,057913001,057913
057913111,2,2,1,1,6,6,0,0,0,0,5,.,.,.,.,.,.,057,N,-1,057913111,057913
057914001,772,797,691,598,701,2858,58,397,195,264,2032,20.3,23.6,23.4,10.1,58616,179.8,057,N,95.6,057914001,057914
057914002,804,752,674,586,593,2816,26,332,177,301,2043,20.4,24.9,25.3,10.2,58170,178.6,057,N,96.2,057914002,057914
057914003,630,550,469,408,497,2057,15,188,104,230,1604,18.9,21.3,21.9,9.3,58259,138,057,N,96.2,057914003,057914
057914004,457,476,443,415,497,1791,84,441,187,170,925,18.9,20.9,20,10.6,59363,114.5,057,N,97.3,057914004,057914
057914005,614,614,562,572,846,2362,69,399,195,242,1245,18.2,25.7,24.7,10.5,58285,148.8,057,N,96.6,057914005,057914
057916002,917,688,586,565,850,2756,168,723,242,256,1495,19.9,21.5,22.5,10,55140,169.7,057,N,94.5,057916002,057916
057916003,823,694,623,584,488,2724,207,712,471,237,1271,20.9,23.4,23.2,11.2,55330,178.7,057,N,94.8,057916003,057916
057916004,706,584,547,495,158,2332,67,1020,450,193,758,19,23.9,24.6,10.8,55606,153.7,057,N,94.7,057916004,057916
057916005,727,698,583,540,716,2548,360,519,176,247,1331,19.5,22.4,21.8,10.2,54916,168.6,057,N,94.1,057916005,057916
057919001,138,114,123,125,49,500,114,256,71,39,60,16.8,14.1,15.3,13.4,56554,38.8,057,N,98.2,057919001,057919
057922001,941,876,819,773,188,3409,1259,1352,970,146,329,20.2,24.1,22.7,12.6,58025,196.6,057,N,97.1,057922001,057922
057922003,86,86,72,81,12,325,54,195,67,12,29,16.2,13.6,14.7,8.1,58036,27.1,057,N,97,057922003,057922
058906001,136,136,137,104,28,513,4,85,12,51,411,16.3,18.2,21.3,11.8,48265,37.3,058,N,93.4,058906001,058906
058906004,2,4,10,8,3,24,0,4,0,5,22,10.5,3,2.5,3.3,39137,2.5,058,N,85.3,058906004,058906
059901001,332,291,227,223,7,1073,4,169,46,68,813,21.1,19.6,22,12.1,49175,80.8,059,N,94.4,059901001,059901
060902001,63,67,62,55,21,247,1,190,43,26,108,12.8,11.5,16.1,15,45788,23.3,060,N,96.1,060902001,060902
061901002,562,509,468,519,341,2058,50,853,153,222,1069,19.7,24.4,24.9,12.1,55977,158.8,061,N,94.7,061901002,061901
061901003,514,532,480,519,296,2045,63,943,259,185,891,20.3,23.8,24.9,11.1,55757,147.8,061,N,93.7,061901003,061901
061901007,675,642,635,590,224,2542,100,1608,310,182,477,23.7,24.1,26.3,11.2,55060,169.8,061,N,95.2,061901007,061901
061901008,500,371,343,6,328,1220,36,600,106,107,374,25.6,29.1,27.3,7.6,54549,90.6,061,N,.,061901008,061901
061901039,1,10,24,26,8,61,0,34,3,3,28,2.1,1.9,1.7,16.3,56952,9.1,061,N,85.8,061901039,061901
061902001,1211,1167,1082,974,786,4434,381,1009,475,538,2457,18.4,20.4,22.2,12,57170,278.6,061,N,94.9,061902001,061902
061902002,17,841,829,826,113,2513,164,1807,389,217,158,18,22.2,24.8,13.9,57842,145.6,061,N,95.9,061902002,061902
061902004,547,544,523,475,268,2089,141,868,198,242,769,23.1,22.3,22.2,10.8,57218,135.3,061,N,95.4,061902004,061902
061902008,17,902,840,874,311,2633,710,1058,350,204,449,21.6,23.6,25.7,12.7,57440,145.3,061,N,96.1,061902008,061902
061903001,98,121,83,107,10,409,3,223,40,30,185,14.4,17.1,13.7,12.2,49855,34.4,061,N,95.7,061903001,061903
061905001,159,157,152,138,14,606,4,442,26,45,168,14.6,18.5,18.3,12.6,53083,44.4,061,N,95.9,061905001,061905
061906001,111,107,102,83,3,403,2,312,44,25,124,14,17.1,18.9,17,56213,28.9,061,N,96.4,061906001,061906
061907001,186,170,157,133,37,646,4,487,67,50,157,16.8,17.8,15.8,12.2,52449,38.5,061,N,95.5,061907001,061907
061908001,224,218,201,149,27,792,11,542,29,70,286,20.1,19.8,20.4,11.9,48840,52.4,061,N,95.8,061908001,061908
061908003,1,6,9,2,0,18,0,12,0,1,9,.,.,1,14.4,52290,3.3,061,N,84.2,061908003,061908
061910001,216,205,192,187,5,800,10,687,106,50,44,13.8,16.4,19.9,16.5,59995,61.1,061,N,97.2,061910001,061910
061911001,473,427,445,664,144,2009,43,1299,134,180,467,19.5,20.6,23,11.7,58558,142.6,061,N,93.4,061911001,061911
061911003,26,13,3,1,7,43,0,10,0,8,0,3,.,.,15.8,62342,3.9,061,N,.,061911003,061911
061911007,613,688,652,598,204,2551,126,1678,268,154,294,21.9,24.5,25.6,10.7,58410,148.9,061,N,95.2,061911007,061911
061911010,40,47,21,34,6,142,7,93,18,2,32,11.3,10.1,13.6,12.5,58887,15.5,061,N,96.9,061911010,061911
061911011,575,603,424,1,154,1603,47,1046,131,115,254,21.8,22.9,22.2,10.9,58467,101.2,061,N,95.8,061911011,061911
061912001,369,317,295,318,112,1299,35,726,124,109,417,23.2,22.6,23.4,11.6,57144,82.2,061,N,95.1,061912001,061912
061914001,613,571,440,414,341,2038,46,754,105,177,863,25.1,23.2,24.4,9.2,53463,112.5,061,N,93.8,061914001,061914
062901001,221,176,166,135,86,698,5,321,33,71,341,17,16.3,17.4,14.9,45649,55.1,062,N,95.2,062901001,062901
062903001,122,126,122,93,45,463,3,163,17,55,276,12.7,15.8,13.4,12.6,45258,44.4,062,N,95.9,062903001,062903
062904001,52,46,38,41,2,177,0,84,10,27,102,12.9,11.5,17,17.4,52541,17.1,062,N,96.6,062904001,062904
064903001,185,173,137,106,4,601,3,31,81,46,421,18.2,14.8,18.2,12.7,48417,38.4,064,N,91.8,064903001,064903
065901001,31,34,32,33,13,130,0,96,15,10,61,9.9,10.3,10.9,18.6,44881,17.6,065,N,96,065901001,065901
066902001,98,85,101,85,0,369,1,3,35,35,276,13.7,14.4,16.1,12,46912,26.9,066,N,91.1,066902001,066902
066903002,49,67,49,53,0,218,1,19,11,36,165,15,12.6,11.6,11.8,47591,21.1,066,N,93.5,066903002,066903
067902001,69,66,61,56,3,252,1,189,21,25,116,11.2,9.8,11.1,15.6,45023,29.6,067,N,96.4,067902001,067902
067903001,97,83,88,63,7,331,6,226,15,29,132,13.6,17.7,18.7,10.3,45461,30.9,067,N,94.4,067903001,067903
067904001,26,21,23,28,1,98,0,50,7,8,56,13.5,13.3,9.9,17.9,48107,10.6,067,N,95.6,067904001,067904
067907001,28,23,20,27,1,98,0,71,4,16,63,10.9,9.8,8,12.8,41088,16.4,067,N,91.9,067907001,067907
068901002,1272,1012,818,770,103,3872,35,464,265,337,1767,17.7,20.2,19.5,9.3,49965,233.5,068,N,92.4,068901002,068901
068901003,1101,952,862,747,221,3662,60,1015,347,285,1266,18.9,20.7,20.7,10.6,50753,210.9,068,N,93,068901003,068901
068901011,77,80,80,57,6,294,9,80,43,9,106,9.5,13.1,14.9,8.3,48180,31.1,068,N,95,068901011,068901
070903002,466,431,407,356,214,1660,7,531,157,154,1032,22,21.2,20.7,11.9,49766,108.9,070,N,94.5,070903002,070903
070905002,193,194,182,147,57,716,3,152,31,79,563,18.5,17,19.4,9.4,48048,56.1,070,N,95,070905002,070905
070908001,525,418,409,418,122,1770,20,1162,141,168,354,21.7,21.1,22,12.6,53293,105.9,070,N,95.2,070908001,070908
070908003,261,216,222,131,45,830,18,615,57,58,80,21.1,24.2,27.3,12.6,53183,51.7,070,N,96.8,070908003,070908
070910001,67,87,85,70,3,309,1,177,22,39,140,12,13.3,13.3,12.9,50762,29,070,N,96.1,070910001,070910
070911001,478,476,440,450,418,1844,12,774,167,191,705,22.5,22.8,22.9,9.8,49472,120.1,070,N,95.8,070911001,070911
070912002,564,639,480,472,297,2155,9,1037,96,244,931,20.4,21.7,23.7,12.5,55170,158.7,070,N,95.5,070912002,070912
070912004,113,122,88,95,23,418,7,270,56,5,108,17.6,20.2,22.4,13.2,53504,25.3,070,N,97.2,070912004,070912
070915001,85,93,82,69,5,329,5,255,8,35,116,11.9,14.7,14.6,10.3,48219,24.7,070,N,96.6,070915001,070915
071803001,18,22,23,40,0,103,0,0,0,6,103,3.6,3.3,2.9,0.6,37708,5,071,Y,92.4,071803001,071803
071803002,12,23,35,67,2,137,0,1,0,15,120,4.4,4.8,6.8,5.6,42836,5.8,071,Y,91.7,071803002,071803
071804001,47,65,67,50,2,229,0,3,0,13,154,9.4,11.5,13.1,6.5,44485,10.5,071,Y,84.6,071804001,071804
071804002,24,38,45,45,0,152,0,10,0,11,121,6.8,8.5,7.2,5.1,44019,8.5,071,Y,88.6,071804002,071804
071901001,170,176,153,144,0,643,0,24,43,38,510,14.6,13.1,15.5,9.7,53839,42.7,071,N,95.2,071901001,071901
071901002,201,208,183,163,1,755,0,17,29,54,624,12.8,16.8,14.4,11.4,54125,57.4,071,N,94.9,071901002,071901
071901004,427,415,352,347,11,1541,1,54,34,101,1224,16.1,19.4,21,8.2,52676,96.1,071,N,95,071901004,071901
