,gr3_stu_count,gr4_stu_count,gr5_stu_count,black_stu_count,all_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
007901101,50,43,44,0,284,49,18,31,218,.,.,.,14.9,38089,18,007,N,96.6,007901101,007901
010902102,82,91,84,2,495,399,54,79,221,17.7,20.7,.,6.3,33012,43.3,010,N,95.4,010902102,010902
013905101,49,37,58,8,291,87,34,38,206,.,.,.,11,35285,22,013,N,96.2,013905101,013905
014902101,36,24,29,34,225,74,9,19,180,.,.,.,11.4,33442,14.3,014,N,96.6,014902101,014902
014906103,62,54,53,216,465,113,12,51,404,.,.,.,4.6,36005,37.3,014,N,96,014906103,014906
014906105,94,98,91,172,646,257,23,55,460,.,.,.,10.6,41186,50.3,014,N,96.6,014906105,014906
014906108,109,78,67,201,633,269,35,69,266,.,.,.,14.8,43815,43.3,014,N,96.8,014906108,014906
014906111,97,84,89,267,563,165,36,50,326,.,.,.,14.4,43949,38.2,014,N,96.6,014906111,014906
014906112,74,65,53,223,524,151,14,49,418,.,.,.,10.7,40448,39.9,014,N,95.7,014906112,014906
014906113,111,102,84,283,614,208,38,60,376,.,.,.,10.5,40958,39.3,014,N,96.9,014906113,014906
014906114,45,41,33,156,258,70,10,31,193,.,.,.,5.3,36688,21.8,014,N,96.8,014906114,014906
014906120,151,144,134,434,954,242,43,96,481,.,.,.,8.1,38751,61,014,N,97.2,014906120,014906
014906121,130,128,150,163,854,540,67,75,289,.,.,.,13.3,43376,47.7,014,N,97.2,014906121,014906
014906122,122,132,135,385,874,294,52,127,504,.,.,.,8,38545,56.9,014,N,96.7,014906122,014906
014906123,67,54,189,238,538,185,21,59,381,.,.,.,8.4,39614,43,014,N,96.4,014906123,014906
014906124,171,180,170,409,1021,382,65,82,350,.,.,.,8.2,38502,60.2,014,N,97.6,014906124,014906
014906126,108,101,86,278,705,278,48,84,508,.,.,.,9,39935,48.8,014,N,96.7,014906126,014906
014906128,61,164,171,276,606,204,40,94,363,.,.,.,4.5,35895,42.3,014,N,96.7,014906128,014906
014907102,56,64,46,13,354,280,35,43,175,.,.,.,11.2,34751,24.5,014,N,96.8,014907102,014907
015806103,25,23,20,28,210,19,0,14,154,.,.,.,.,.,.,015,Y,95.5,015806103,015806
015819101,13,6,7,43,102,30,2,7,40,.,.,.,2,22500,9,015,Y,98.9,015819101,015819
