,gr9_stu_count,gr10_stu_count,gr11_stu_count,gr12_stu_count,black_stu_count,all_stu_count,asian_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
042901001,64,72,51,45,3,232,1,152,19,23,120,10.4,10.6,12.1,14.405063291,41952,26.1183,042,N,97.2,042901001,042901
043901001,2,1397,1416,1322,419,4137,458,2468,591,410,628,19.2,20.7,20.9,12.455087435,51738,231.214,043,N,97,043901001,043901
043902001,189,148,150,143,48,630,8,406,22,60,227,19.9,18.2,19.1,9.628253146,44822,43.281,043,N,95.7,043902001,043902
043903001,174,144,139,149,24,606,8,421,29,70,151,16.5,16.7,17.9,10.985074627,44634,51.6351,043,N,96.6,043903001,043903
043904001,111,121,108,90,28,430,0,285,28,35,181,18.1,15.1,18.1,10.170731707,41906,35.4079,043,N,97,043904001,043904
043905001,522,455,398,432,223,1807,168,1025,129,109,282,21.2,20.9,19.8,10.763313609,51503,128.9443,043,N,96,043905001,043905
043905002,546,530,510,422,196,2008,213,1220,174,135,218,20.8,22.3,22.7,12.18305369,52932,137.0159,043,N,96.4,043905002,043905
043905005,563,452,442,404,141,1861,80,1295,114,97,154,20.1,20.6,21.9,10.196013595,51782,125.0772,043,N,96.1,043905005,043905
043905006,596,536,450,423,285,2005,412,1004,218,136,258,20.9,21.9,21.9,8.4785553562,50095,132.2058,043,N,96.8,043905006,043905
043905007,519,446,392,396,329,1753,228,835,89,111,288,21.1,19.9,20.8,8.6084337349,49854,127.2911,043,N,96.7,043905007,043905
043905008,269,254,230,210,206,963,67,487,38,77,135,19.3,19.5,19.7,10.300884956,50852,78.3081,043,N,96.4,043905008,043905
043907002,564,537,495,508,280,2104,52,1109,159,153,538,17.4,21.1,23,12.205139933,51303,135.5463,043,N,94.9,043907002,043907
043907004,554,492,451,388,346,1885,61,951,168,151,525,16.3,19.1,17.7,12.400684932,52018,129.8194,043,N,95.7,043907004,043907
043907005,1,3,4,1,0,9,0,9,0,2,1,.,.,1,10.4,49390,4.3269,043,N,76,043907005,043907
043907007,827,768,721,671,285,2987,87,1912,325,210,514,19.8,23.5,23.8,9.8489129229,49974,171.9152,043,N,95.4,043907007,043907
043908001,114,133,123,90,23,460,9,326,41,58,85,11.4,12.1,16.9,9.0606060606,50048,32.2193,043,N,94.8,043908001,043908
043911001,242,236,241,219,77,938,5,532,63,125,443,17.5,19.5,18.9,11.496350365,48243,62.5398,043,N,94.5,043911001,043911
043912001,388,377,355,278,134,1398,35,1003,84,82,138,20.2,19.2,21.9,10.535545024,54753,99.937,043,N,96.5,043912001,043912
043914001,554,488,430,384,333,1856,188,924,217,115,466,19.9,22.9,24.2,11.101622621,50764,114.2387,043,N,96.7,043914001,043914
043914003,520,416,416,325,189,1677,38,1011,143,149,483,22,21.3,23,9.0571428571,50271,102.3506,043,N,95.8,043914003,043914
043917001,45,52,34,47,0,178,0,159,21,16,86,13.3,10.2,13.2,7.8095238095,42527,16.74,043,N,96.3,043917001,043917
043918001,135,112,102,127,16,476,3,364,47,39,143,12.6,18.3,12.6,10.702702703,45322,35.0397,043,N,95.3,043918001,043918
043919001,310,279,283,278,21,1150,45,946,227,51,23,16,21.2,21.1,9.2354678542,51358,90.0686,043,N,95.4,043919001,043919
044902001,45,38,42,34,7,159,0,95,14,19,90,11.1,11.9,12.8,17.206896552,47568,19.6068,044,N,97.1,044902001,044902
045902001,117,140,114,113,61,484,7,287,20,51,197,13.9,15.5,13,10.693877551,43169,43.3709,045,N,95.1,045902001,045902
045903001,88,86,73,93,66,340,1,95,22,48,218,14.7,13.3,14.3,16.657142857,48585,31.0341,045,N,95.2,045903001,045903
045905002,47,57,41,47,25,192,0,94,8,18,78,12.4,13.4,12.2,14.400428266,45421,20.2349,045,N,97.2,045905002,045905
046901001,20,639,500,476,33,1635,6,890,134,128,511,21.4,20.2,23.7,12.683266932,48977,88.2489,046,N,94,046901001,046901
046901038,1,12,31,12,1,56,0,17,0,3,32,4.7,3.6,2.8,15,50539,5.2463,046,N,78.3,046901038,046901
046902001,560,538,503,456,53,2057,21,1064,232,168,662,20.8,16.6,17.5,14.219254594,51049,111.7384,046,N,94.8,046902001,046902
046902002,556,541,531,522,53,2150,31,1339,328,145,255,21.7,18.7,20.4,13.419013541,48960,117.0536,046,N,95.8,046902002,046902
046902003,235,243,186,206,8,870,1,613,87,122,330,20,16.7,15.6,12.031775484,49005,59.4959,046,N,94.1,046902003,046902
047901001,96,77,75,77,1,325,2,176,27,19,194,14,14.5,13,13.461538462,42208,34.1773,047,N,96.4,047901001,047901
047902001,53,45,36,33,1,167,0,105,12,14,85,10.3,10.9,12.2,12.76,43708,19.7816,047,N,95,047902001,047902
049901001,205,178,153,137,43,673,10,234,59,58,435,18.1,18.5,18.5,12.293103448,45017,53.297,049,N,95.1,049901001,049901
049901004,2,3,10,2,1,17,0,6,0,1,14,.,.,.,21,54515,0.9999,049,N,80.1,049901004,049901
049903001,52,49,55,41,0,197,5,161,15,19,69,10.8,11.8,10.9,14.208333333,43037,21.6101,049,N,95.2,049903001,049903
049905001,95,91,85,83,4,354,1,315,31,36,147,10.2,13.9,16.2,14.594594595,46968,27.9276,049,N,95,049905001,049905
050902001,216,203,206,192,31,817,3,600,68,115,327,18.3,16.4,16.3,13.688036719,41570,61.3005,050,N,95.3,050902001,050902
050910001,671,541,493,467,516,2172,43,1046,150,184,836,14.9,14.6,14.8,10.361842105,48451,149.8419,050,N,95.2,050910001,050910
050910005,11,9,17,4,9,41,0,22,0,2,26,2.2,2,2.2,13.2,49675,10.0007,050,N,74.8,050910005,050910
052901001,86,70,62,62,7,280,0,83,30,25,57,8.4,9,13.4,15.847826087,53181,35.2976,052,N,94.6,052901001,052901
053001001,56,54,51,44,1,205,2,40,15,23,76,12,13.5,13.2,11.075471698,46145,24.4165,053,N,94.9,053001001,053001
054901001,34,25,23,28,3,110,0,27,5,9,92,7.3,10,9,13.666666667,45082,16.5279,054,N,95,054901001,054901
054903001,38,37,23,31,0,129,0,28,11,21,96,7.4,7.2,8.4,12.782608696,42259,19.4647,054,N,94.9,054903001,054903
055901001,42,27,33,36,0,138,2,9,10,12,90,6.2,8.4,6.6,10.909090909,45941,17.5026,055,N,93.8,055901001,055901
056901001,131,132,112,100,6,475,3,244,12,45,203,14.1,16.7,18.5,12.149151003,43832,43.0482,056,N,94.4,056901001,056901
057803002,141,135,123,102,34,501,254,103,0,19,45,14.6,10.5,15.6,7.0238095238,50456,36.526,057,Y,97.2,057803002,057803
057804001,174,126,116,135,256,551,1,7,0,56,525,9,11.4,11.2,4.6332168943,43932,29.9546,057,Y,89.2,057804001,057804
057804002,127,173,218,191,201,709,0,9,0,74,689,16,15.9,15.8,2.8536585366,44570,40.3923,057,Y,95.4,057804002,057804
057804003,86,59,96,57,33,298,3,11,0,36,269,9,12.2,13,2.1875,42233,16.0001,057,Y,86,057804003,057804
057804004,111,126,103,194,257,534,1,14,0,77,513,6.6,9.7,9.3,5.9666666667,43445,29.6818,057,Y,88.4,057804004,057804
057815001,112,102,60,48,82,322,0,29,0,30,272,18.8,21.5,20,4.9602827613,50113,24.4717,057,Y,96.1,057815001,057815
057828001,37,0,135,76,55,248,6,57,0,25,174,5.8,6.7,7.1,4.3619243644,41934,12.3012,057,Y,75.4,057828001,057828
057828002,26,4,129,69,29,228,2,122,0,45,110,6.3,11,5.8,10,42365,9.8015,057,Y,81.7,057828002,057828
057828003,54,10,187,95,70,346,6,136,0,38,192,7,8.7,7.4,5,41766,12.9863,057,Y,80.1,057828003,057828
057828004,32,2,73,44,28,151,0,49,0,13,98,3.8,4.3,4.3,5.3381973152,41646,10.6307,057,Y,85.5,057828004,057828
057828005,44,26,206,73,22,349,1,180,0,36,187,7,8.2,7.3,8.8081580972,42441,12.8449,057,Y,80.1,057828005,057828
057828006,15,5,88,76,23,184,1,107,0,27,79,4.8,4.5,3.7,6.8843104386,35979,8.2059,057,Y,80,057828006,057828
057834001,106,113,117,85,183,421,2,29,0,64,277,10.1,8.5,9.9,6.8871734624,49011,15.8067,057,Y,81.3,057834001,057834
057838006,123,124,90,72,32,409,4,2,0,29,379,19.8,17.9,21.8,2.8823529412,48103,31.2825,057,Y,96.9,057838006,057838
057842001,143,108,110,46,14,407,0,2,0,20,376,25.1,21.7,25.9,3.5786956014,45087,24.1324,057,Y,97.8,057842001,057842
057843001,96,73,60,42,190,271,1,2,0,26,177,15.5,17.1,16.9,4.7272727273,46751,20.7072,057,Y,96,057843001,057843
057903001,650,541,512,430,103,2133,89,289,286,159,1458,28.5,25.8,18.9,10.16467052,52960,135.0179,057,N,94.8,057903001,057903
057903002,651,514,483,386,471,2034,141,437,224,158,1151,23.9,27.9,26.6,10.774566698,53522,126.6255,057,N,95.2,057903002,057903
057903006,493,514,490,484,242,1981,269,652,270,174,886,23.8,24.8,24.2,10.913644341,53222,123.8556,057,N,95.9,057903006,057903
057903007,224,200,187,199,309,810,187,152,98,63,348,26.8,24.3,25.2,8.3050847458,51585,55.2808,057,N,96,057903007,057903
057903010,72,87,91,25,9,275,16,17,35,1,196,18.2,26.1,21.5,8.4118589744,51171,9.984,057,N,96.7,057903010,057903
057904003,112,80,91,64,256,347,5,26,34,0,142,26.2,17.1,20.2,7.4666666667,50715,14.4065,057,N,98.5,057904003,057904
057905001,533,509,428,390,287,1860,56,98,141,188,1470,15.9,19.6,17.8,10.382978723,51968,109.0918,057,N,93.5,057905001,057905
057905002,430,349,374,324,60,1477,0,21,135,113,1342,21.2,22.9,26.1,10.301204819,53045,80.2145,057,N,92.8,057905002,057905
057905005,548,539,514,437,63,2038,5,15,238,154,1807,17.8,19,22.5,10.36,52865,118.5777,057,N,95.1,057905005,057905
057905006,368,352,221,251,249,1192,27,161,139,103,780,19.8,22.2,19.8,11.826666667,54530,71.8753,057,N,94.5,057905006,057905
057905007,515,390,329,290,64,1524,4,15,192,124,1410,16.1,17.6,18.1,10.129738093,53318,85.8056,057,N,91.9,057905007,057905
057905008,433,377,283,289,536,1382,2,13,143,156,1152,19.1,17.3,17,13.51396648,55081,82.2387,057,N,92.2,057905008,057905
057905009,170,176,189,158,550,693,0,0,77,109,576,16.1,14.9,15.3,12.896551724,55264,50.6145,057,N,90.8,057905009,057905
057905012,286,255,220,220,246,981,7,5,115,118,855,13.9,16,17.3,9.15,51859,74.6351,057,N,92.3,057905012,057905
057905013,197,144,162,142,416,645,1,3,54,99,565,16.9,12.7,17.2,11.376961545,53447,55.1618,057,N,91,057905013,057905
057905014,497,448,420,305,425,1670,2,13,129,210,1482,18.6,17,19.5,8.5130434783,51621,110.7694,057,N,90.8,057905014,057905
057905015,346,306,249,205,222,1106,2,229,122,153,903,16.3,14.8,18.4,13.753424658,55904,70.4117,057,N,93.5,057905015,057905
057905016,406,360,284,293,996,1343,1,7,116,187,1147,17.6,18.8,23.6,12.842696629,55097,88.1301,057,N,89.1,057905016,057905
057905017,529,346,312,279,352,1466,1,37,133,185,1299,16,14.4,15.4,9.3694581281,52312,93.1266,057,N,91.9,057905017,057905
057905018,603,576,555,499,39,2233,3,35,245,176,1833,15.5,19.3,20.5,11.064,53170,124.2624,057,N,92.9,057905018,057905
057905021,755,657,557,490,304,2459,26,259,322,136,1664,17.9,18.9,21.2,12.114391144,53405,134.9416,057,N,95,057905021,057905
057905022,513,475,343,301,170,1632,14,325,285,149,931,19.7,18,18.2,10.092783505,52557,91,057,N,93.9,057905022,057905
057905023,271,233,224,212,711,940,2,11,55,131,776,18.4,15.3,17.4,12.527777778,55055,69.0942,057,N,93.1,057905023,057905
057905024,426,302,300,322,185,1350,55,25,125,139,1188,17.8,18.2,19,11.36721715,53847,94.5879,057,N,91.9,057905024,057905
057905025,1408,1154,927,1050,1233,4539,59,44,630,271,3712,22.8,19.8,24.3,13.515653775,54910,266.2528,057,N,93.4,057905025,057905
057905026,98,90,93,105,82,386,42,55,222,2,230,15.1,19.1,19.9,17.025210084,55063,24.3873,057,N,98.2,057905026,057905
057905028,323,260,263,268,260,1114,185,33,90,101,989,18.3,16,18.3,8.6030841435,51528,86.2746,057,N,94.5,057905028,057905
057905029,51,22,18,7,27,98,0,5,5,8,79,.,.,.,14,55433,24.9011,057,N,74.8,057905029,057905
057905032,99,114,109,132,377,454,1,1,60,55,396,11,16.8,15.5,13.613636364,55355,41.6816,057,N,91.4,057905032,057905
057905033,130,118,103,116,147,467,7,7,211,1,332,6.2,5.5,6.7,18.228723404,57941,29.1203,057,N,97.3,057905033,057905
057905034,239,240,227,207,207,913,21,423,215,8,203,20.6,14.9,17.7,15.358824571,56645,56.4928,057,N,96.6,057905034,057905
057905035,70,65,49,44,37,228,6,8,152,0,195,13.5,18.5,18,11.777777778,55169,13.558,057,N,98.1,057905035,057905
057905036,152,135,131,117,150,535,20,20,299,2,414,7,6.3,8,17.603092784,56187,33.0101,057,N,97.8,057905036,057905
057905037,67,67,88,72,110,294,2,12,90,4,211,4.6,4.9,5.5,18.365825688,56257,21.4721,057,N,96.6,057905037,057905
057905038,100,109,88,94,87,391,3,17,206,0,314,6,4.7,5.9,17.970930233,56820,24.2372,057,N,97.5,057905038,057905
057905039,64,64,59,66,36,253,45,101,253,3,69,20,14.5,19,19.319133914,57492,17.442,057,N,98.3,057905039,057905
057905085,110,84,88,79,227,361,0,4,69,1,297,17.2,16.3,18.8,10.625,52368,20.0751,057,N,96.9,057905085,057905
057905088,115,105,97,90,57,407,4,8,152,1,332,17.3,19.1,21.8,8.3636363636,52014,21.4504,057,N,98.9,057905088,057905
057905090,62,57,53,47,42,219,5,9,54,2,154,9.4,12.3,15.6,15.923076923,56627,13.0005,057,N,98.7,057905090,057905
057905380,274,254,191,185,628,904,1,17,56,113,805,19.9,19,22.5,9.8666666667,53511,56.0983,057,N,91.9,057905380,057905
057905389,32,74,76,72,123,254,0,3,4,16,186,11.4,13.1,8.2,6.5263157895,50265,19.0002,057,N,64.9,057905389,057905
057906001,46,682,735,559,1665,2022,9,68,92,205,1138,19.8,22,25.7,11.980962405,51862,130.4564,057,N,94.9,057906001,057906
057907001,1103,1134,934,775,1833,3946,84,285,246,419,2568,22.6,21.7,24,11.52511307,52021,238.0207,057,N,95,057907001,057907
057909002,710,687,628,593,414,2618,177,519,819,209,1488,18.5,19.6,21,11.333776945,52220,173.6873,057,N,94.9,057909002,057909
057909003,541,513,470,450,407,1974,15,229,39,263,1414,14.7,15.9,17,11.115828977,52335,147.5956,057,N,95.6,057909003,057909
057909004,589,531,491,515,322,2126,366,230,136,137,1321,16.3,20.3,21.3,11.63514068,52323,140.7486,057,N,96,057909004,057909
057909005,674,608,640,507,741,2429,118,505,130,185,1375,19,23.7,24.5,10.374049308,52266,153.5468,057,N,95.3,057909005,057909
057909006,73,28,84,110,26,295,14,60,4,10,170,1.4,1.3,1.3,13.65625,52801,31.298,057,N,68.5,057909006,057909
057909008,674,613,546,591,446,2424,356,700,88,193,1184,18.8,18.9,20.9,11.976215443,52476,161.8134,057,N,95.4,057909008,057909
057909009,686,678,613,594,424,2571,129,1116,113,212,828,21.2,19.5,23.1,11.205353814,51941,156.4543,057,N,96.4,057909009,057909
057909010,724,708,661,623,432,2716,244,1027,129,195,1006,19.9,19.8,22,10.89509439,51785,158.8039,057,N,96.4,057909010,057909
057910002,28,744,645,488,255,1905,24,216,133,224,1512,18.6,17.6,24.2,10.17117653,52324,117.6819,057,N,93.1,057910002,057910
057910003,6,842,806,659,608,2313,129,407,290,197,1251,17.7,20.6,20.7,11.066471294,52304,144.0944,057,N,94.1,057910003,057910
057910009,13,52,147,108,44,320,0,38,0,25,219,20,23.7,17.5,6.9166666667,49662,12,057,N,80.1,057910009,057910
057910010,399,399,385,337,178,1520,67,198,211,45,1063,16.5,21.4,17.3,8.7063569031,50938,84.0583,057,N,96.2,057910010,057910
057911001,524,524,517,480,7,2045,65,1838,362,126,0,15.7,22,18.7,14.60778436,56731,136.7188,057,N,96.8,057911001,057911
057912002,774,562,520,439,201,2295,48,193,230,189,1862,16.4,20.6,23.9,10.40847304,54815,163.9772,057,N,92.5,057912002,057912
057912003,917,563,630,519,711,2629,135,357,286,205,1750,16.5,15.4,20.9,8.7765927901,52787,167.4539,057,N,93.9,057912003,057912
057912004,982,460,519,461,213,2422,74,380,227,183,1758,21.2,22.5,21.9,9.0815866577,53518,164.7242,057,N,94.4,057912004,057912
057912006,552,371,364,389,139,1676,104,173,215,95,1292,19.3,20.8,21,9.0716858172,53106,108.5634,057,N,96.6,057912006,057912
057913001,524,372,422,355,1375,1673,3,35,131,189,1298,22.9,25.8,26.3,9.1345464966,50912,92.6976,057,N,94,057913001,057913
057914001,834,728,649,626,809,2837,60,523,193,331,1799,22.8,23.7,26.8,11.028248588,53682,164.9858,057,N,96.5,057914001,057914
057914002,794,651,602,538,594,2585,30,449,182,284,1727,20.8,25.8,25.7,10.927777778,53273,165.0642,057,N,97,057914002,057914
057914003,552,496,452,380,515,1880,16,246,106,232,1472,21,23.7,25.3,9.2472324723,52356,123.4023,057,N,96.9,057914003,057914
057914004,472,394,432,368,397,1666,75,563,198,165,790,20.7,25.6,24.8,11.240506329,53455,106.1782,057,N,96.5,057914004,057914
057914005,592,549,556,493,762,2190,64,579,236,189,928,19.4,23.9,25.2,10.752660476,53629,138.3173,057,N,97.5,057914005,057914
057914656,1,8,69,118,32,196,1,60,0,28,91,36.9,17,34.7,14.635294118,54086,42.4833,057,N,88.4,057914656,057914
057916002,68,656,521,492,536,1737,121,551,148,149,758,20.3,23.8,20.6,11.767767835,49761,113.1183,057,N,95,057916002,057916
057916003,780,701,581,530,540,2592,190,772,291,215,1263,23.4,24.8,24.2,9.7274550148,49029,168.6389,057,N,95.7,057916003,057916
057916004,584,545,527,496,151,2152,67,1101,359,149,673,25.5,24.9,25.4,11.587262137,50133,135.3218,057,N,95.9,057916004,057916
057916005,681,657,651,583,731,2572,397,634,129,288,1275,20.9,21.2,23.3,10.521090562,49501,179.2402,057,N,95.1,057916005,057916
057919001,105,108,89,88,30,390,121,197,37,27,36,15.9,16.5,18.5,13.064935065,53480,31.1295,057,N,98.5,057919001,057919
057922001,779,720,713,658,166,2870,685,1584,873,133,274,21.6,23.5,23.4,12.908680819,53604,182.2496,057,N,96.7,057922001,057922
057922003,138,121,125,106,23,490,51,339,106,15,45,25,18.6,20,7.2137533487,53065,29.6376,057,N,96.3,057922003,057922
058906001,129,102,114,82,24,427,3,78,12,44,278,15.2,16.3,18.1,13.505175043,45633,40.2138,058,N,94.4,058906001,058906
058906004,3,3,5,9,1,20,0,3,0,2,7,.,.,.,10.714285714,47190,3.3,058,N,82.6,058906004,058906
059901001,352,285,251,245,7,1133,4,170,59,122,804,20.2,17.7,18,14.84784099,46612,84.0007,059,N,95.6,059901001,059901
060902001,50,67,59,50,36,226,1,163,18,33,120,10.2,13.4,13.9,14.103448276,41693,24.6486,060,N,95.1,060902001,060902
061901002,645,618,564,457,303,2284,28,1056,219,221,1084,22.2,22.1,24.7,12.684858041,53760,156.5071,061,N,95,061901002,061901
061901003,546,551,453,435,307,1985,60,922,260,194,853,23,23,25.6,11.501587302,53370,130.4923,061,N,94.6,061901003,061901
061901007,591,556,565,484,203,2196,65,1355,299,142,495,23.1,23.3,25.8,10.613570395,51923,158.1061,061,N,96.3,061901007,061901
061901039,6,20,15,30,8,71,0,33,0,3,49,9.1,6.9,8.4,14.833333333,54837,5.9999,061,N,78.8,061901039,061901
061902001,13,62,906,838,304,1819,168,568,162,245,799,17.9,20.9,20.4,13.305790257,54945,118.929,061,N,94.7,061902001,061902
061902002,854,823,763,784,127,3224,140,2530,508,238,177,20.5,22.3,23,12.690677966,52155,204.2639,061,N,96.1,061902002,061902
061902004,530,502,478,445,189,1955,111,975,183,203,704,19.2,22.9,22,10.738372093,51542,141.0514,061,N,95.3,061902004,061902
061902007,2,5,3,1,0,11,0,6,0,0,2,.,.,.,15.5,54072,8,061,N,91.3,061902007,061902
061902008,2,753,770,701,255,2226,564,1001,300,148,407,19.1,17.3,16.9,11.857923497,53672,128.4275,061,N,95.7,061902008,061902
061902010,809,886,754,807,103,3256,322,2439,556,232,96,23,22.5,20.6,11.819957242,51029,206.9245,061,N,96.4,061902010,061902
061903001,122,126,102,103,24,453,2,292,20,42,195,17.8,17.6,18.8,12.212121212,48701,30.787,061,N,97,061903001,061903
061905001,160,138,101,114,5,513,5,376,26,32,136,18.3,19.1,18.6,11.639178195,49517,35.9543,061,N,96.1,061905001,061905
061906001,122,89,82,93,3,386,3,307,46,34,111,13.6,16.1,17.4,13.617386909,52783,29.8898,061,N,95.6,061906001,061906
061907001,165,120,133,120,13,538,2,417,47,34,141,18.4,21.8,20.3,11.351351351,46339,32.3693,061,N,95.1,061907001,061907
061908001,210,224,148,152,13,734,1,525,27,70,252,21.6,16.8,18.6,12.765625,49949,52.7427,061,N,96.3,061908001,061908
061908003,2,3,5,7,0,17,0,11,0,1,9,9.5,3.2,2.8,9.6,49415,4.8408,061,N,91.2,061908003,061908
061910001,172,173,185,152,3,682,4,611,105,41,45,12.6,16.8,16.9,14.857142857,52387,44.6224,061,N,95,061910001,061910
061911001,709,693,599,494,147,2495,50,1722,225,254,583,24.1,21.8,23.4,11.457137238,55807,148.2564,061,N,94.3,061911001,061911
061911003,28,8,2,2,8,40,0,8,0,7,0,.,.,.,15,57863,3.4283,061,N,96,061911003,061911
061911007,585,574,531,428,172,2118,74,1415,198,157,322,20.8,22.5,25.1,9.2423731213,54193,127.1927,061,N,95.2,061911007,061911
061911010,20,25,20,27,7,92,4,62,4,5,24,16.3,7.8,11,6.6441137155,53593,10.5976,061,N,93.4,061911010,061911
061912001,342,321,289,304,79,1256,28,793,120,102,354,21.5,23.6,26.3,11.147235177,52056,75.0497,061,N,94.5,061912001,061912
061914001,523,398,379,328,274,1628,38,661,72,138,671,23.4,21.1,21.5,7.9636745673,49053,89.4473,061,N,94.8,061914001,061914
062901001,199,173,133,102,56,607,6,296,8,50,267,22.5,17.5,18.3,14.325536062,45849,47.803,062,N,95.6,062901001,062901
062903001,120,121,128,117,37,486,1,225,34,47,236,13,15.7,15,12.830335162,39139,39.5137,062,N,96,062903001,062903
062904001,47,35,33,36,5,151,0,90,6,19,61,8.7,6,9.1,14.682525567,46091,18.0012,062,N,96.3,062904001,062904
064903001,235,160,131,100,4,626,4,36,57,72,439,17.9,20.2,19.3,13.428684581,48708,42.7908,064,N,92.7,064903001,064903
065901001,34,18,35,44,11,131,1,92,16,19,51,8.3,7.7,7.9,15.041666667,42040,19.9391,065,N,95.2,065901001,065901
066902001,108,110,95,90,0,403,0,4,42,36,320,15.4,14.7,13.8,13.181818182,45118,32.8748,066,N,90.7,066902001,066902
066903002,55,56,53,52,1,216,1,26,22,25,125,12.5,12.5,15,11.12,49471,21.4187,066,N,91.9,066903002,066903
067902001,69,61,69,48,4,247,0,197,29,25,128,12.2,10.2,12.9,14.287878788,42012,27.0867,067,N,96.6,067902001,067902
067902004,1,4,6,9,1,20,0,14,0,6,18,3,2.7,2.3,11.857142857,40796,3.2049,067,N,91.9,067902004,067902
067903001,79,82,70,86,5,317,1,234,13,35,147,9.8,11.8,14.7,13.031850231,41101,32.5265,067,N,94,067903001,067903
067903003,3,1,12,8,0,24,0,20,0,4,15,.,.,.,19.5,44312,1.2,067,N,69.7,067903003,067903
067904001,25,18,16,17,0,76,0,39,6,13,43,7.9,10.8,9,15.483870968,44543,9.4365,067,N,95.2,067904001,067904
067907001,30,32,30,17,3,109,1,88,16,25,78,10.2,10.1,9,14.390243902,40739,13.9681,067,N,93.2,067907001,067907
068801001,36,64,82,94,10,276,1,83,0,21,153,10.4,8,9.3,4.4640734738,39401,14.7406,068,Y,90.5,068801001,068801
068801002,35,40,60,33,3,168,0,57,0,20,90,9.7,8,8.7,13.384561156,38264,9.9632,068,Y,84.1,068801002,068801
068801003,32,46,46,74,23,198,0,53,0,31,160,7.9,11.4,11.9,12.757207839,39625,11.1941,068,Y,85.3,068801003,068801
068901002,68,1123,740,599,59,2530,18,409,236,229,925,11.2,12.8,12.4,11.964409414,49089,154.4762,068,N,89.5,068901002,068901
068901003,78,877,666,651,123,2272,22,825,197,223,581,15,16.7,16.4,12.265277836,49473,146.6071,068,N,92,068901003,068901
070801001,19,14,13,14,3,60,0,42,0,7,17,15,12,14.3,5.3524236443,34747,8.3432,070,Y,94.2,070801001,070801
070903002,438,423,346,333,187,1540,4,552,162,172,936,17.6,18.7,18.5,15.352534996,50735,104.1001,070,N,94.4,070903002,070903
070905002,183,165,174,141,42,663,0,174,58,71,462,17.9,18.1,19.5,9.7069812022,46287,38.8952,070,N,96.2,070905002,070905
070908001,633,618,559,519,137,2329,33,1628,152,190,425,23.9,23.4,25.4,13.081701296,48820,134.2199,070,N,96,070908001,070908
070910001,73,71,78,84,4,306,1,209,19,56,125,14.2,14.1,11,11.166666667,43739,27.6874,070,N,96,070910001,070910
070911001,497,426,474,467,380,1864,14,877,135,200,679,22,22.2,24.2,13.933108045,49554,112.2417,070,N,96.6,070911001,070911
070912002,505,492,448,391,257,1836,9,937,134,179,813,19.6,20.6,20.1,13.702527598,48721,138.7865,070,N,95.1,070912002,070912
070912003,1,13,23,24,11,61,0,31,0,10,24,.,.,.,12.666666667,46981,2.3756,070,N,81.9,070912003,070912
070912004,113,102,113,77,13,405,7,273,39,9,77,18,21.2,21.6,11.951091288,43662,24.0915,070,N,96,070912004,070912
070915001,81,66,78,77,10,302,1,239,28,35,100,10.9,17.2,15.7,11.842105263,46437,25.7254,070,N,96.6,070915001,070915
071803001,19,15,31,45,0,110,1,8,0,4,107,2.2,2.6,2.8,2.6666666667,34785,6.0014,071,Y,90,071803001,071803
071803002,15,22,72,63,2,172,0,1,0,8,157,3.4,3.8,4.2,3.8,29514,9.9962,071,Y,91,071803002,071803
071804001,54,73,61,75,1,263,0,11,0,17,191,12.1,10.3,13.9,5,39140,14.004,071,Y,85.4,071804001,071804
071804002,38,63,68,47,0,216,1,12,0,14,147,12.8,11.1,11.3,6.25,38598,12.0036,071,Y,87.8,071804002,071804
071901001,174,156,136,117,0,583,0,27,36,44,468,17.1,16.2,20.5,7.8260869565,51047,40.0109,071,N,95.6,071901001,071901
071901002,233,230,229,163,1,855,0,10,40,54,617,18.6,20.2,18.4,10.833333333,52177,59.7437,071,N,94.8,071901002,071901
071901004,58,403,336,346,22,1143,1,38,50,64,1040,25,24.3,25,8.88,51940,62.3525,071,N,94.8,071901004,071901
071902001,498,521,422,387,206,1828,15,220,160,161,1056,21.6,24.4,22,11.268737441,48834,115.1725,071,N,94.5,071902001,071902
071902002,527,425,327,287,63,1566,4,72,93,122,1215,18,21,24.1,12.977800991,48915,95.1358,071,N,93,071902002,071902
071902003,400,233,294,221,2,1148,0,4,86,66,1051,14.1,17.5,18.3,12.513595166,49588,78.935,071,N,93.1,071902003,071902
071902004,426,408,326,291,52,1451,7,85,152,160,1001,16.3,21.7,19.8,14.558452612,50500,97.2694,071,N,94.9,071902004,071902
071902005,738,651,698,573,50,2660,75,476,618,154,1062,18.7,20.7,20.2,14.361550081,50724,153.6851,071,N,95.8,071902005,071902
071902006,387,335,289,265,7,1276,4,77,174,75,846,14.6,21.1,24.7,14.640449438,49695,80.7867,071,N,93.9,071902006,071902
071902008,483,396,364,328,58,1571,7,63,63,189,1332,17.8,19.6,19.4,12.078344246,49229,96.3942,071,N,91.6,071902008,071902
071902009,311,273,301,238,1,1123,1,11,73,81,946,15.5,19.7,22.5,12.084275859,48808,80.3746,071,N,93.2,071902009,071902
071902010,820,736,651,716,61,2923,60,473,323,177,1067,18.1,18.9,22.5,12.783282347,49434,171.9714,071,N,96.4,071902010,071902
