,gr6_stu_count,gr7_stu_count,gr8_stu_count,black_stu_count,all_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
001902041,44,44,45,18,133,107,19,20,53,14.4,14.2,12.7,10.318181818,37034,12.5586,001,N,97.1,001902041,001902
001903041,108,91,88,30,287,239,22,44,136,14.2,13.4,14.8,10.322580645,36824,25.4823,001,N,96.2,001903041,001903
001904041,54,69,65,31,188,137,18,31,97,13.1,15.3,16.8,13.375,38481,16.2695,001,N,96.4,001904041,001904
001907041,262,221,237,206,720,262,42,89,479,18,19.1,22.3,9.5,35292,52.3756,001,N,95.5,001907041,001907
002901041,194,213,208,12,615,256,46,99,264,18.2,18.9,17.8,14.450980392,50430,47.0985,002,N,95.4,002901041,002901
003903044,583,541,612,497,1736,726,213,330,1027,18.6,20.8,22.5,12.58778626,41297,127.4854,003,N,96.1,003903044,003903
003904041,100,136,125,6,361,346,38,57,152,15,19.9,21.3,11.151515152,38544,29.2662,003,N,95.8,003904041,003904
003905041,124,132,137,66,393,154,21,42,263,15.7,18.3,20.2,10.710526316,39213,35.9633,003,N,96.1,003905041,003905
003907041,125,145,136,15,406,344,23,101,193,18.4,19.7,22.9,15.685714286,43336,31.1001,003,N,95.9,003907041,003907
004901041,252,264,273,13,789,478,42,128,456,21.7,19.6,20.3,14.47902148,42852,60.8953,004,N,94.9,004901041,004901
005902041,70,67,60,0,197,187,17,11,54,14.9,15.3,16,14.25,39250,15.6145,005,N,97.3,005902041,005902
007901041,35,43,38,0,116,23,14,14,92,20.3,16.2,20.3,10.677419355,38532,8.4306,007,N,95.4,007901041,007901
007902041,73,88,86,0,247,89,29,28,148,17.1,23.1,26,12.4,44712,22.1949,007,N,96.1,007902041,007902
007904041,108,103,124,3,335,90,40,29,190,17,18.1,20.3,10.103448276,41181,26.3118,007,N,96.4,007904041,007904
007906041,137,125,120,1,382,56,36,41,285,19.6,18.5,17.6,8.5517241379,38117,26.7938,007,N,96,007906041,007906
008901041,176,173,167,73,516,347,87,90,183,16.4,19,20.5,13.5,42095,37.8769,008,N,96.1,008901041,008901
008902041,195,173,217,90,585,275,57,105,299,18.3,17.1,19.3,11.224489796,42994,46.4378,008,N,96.9,008902041,008902
008903041,67,61,56,30,184,80,9,31,79,12.4,13,13,16.365853659,46770,17.8678,008,N,96.7,008903041,008903
009901041,115,108,111,2,334,82,33,50,261,16.7,17.3,18.3,12.911764706,40545,28.8298,009,N,96.7,009901041,009901
010902041,191,180,204,1,575,438,102,84,253,18.7,19.7,20.2,12.409090909,41549,41.272,010,N,95.7,010902041,010902
011902041,256,241,255,105,752,280,50,115,440,20.4,18.1,24,11.698688996,42976,50.5679,011,N,96.1,011902041,011902
011904041,161,116,126,40,403,287,38,55,181,16.5,16.4,20.1,11.088235294,38813,33.5379,011,N,95.6,011904041,011904
013905041,59,62,52,10,173,66,10,24,116,34.3,29.4,36.3,14.081899591,42258,12.5485,013,N,95.8,013905041,013905
014903042,265,293,297,56,855,551,66,144,435,17.6,16.4,19.5,13.641891892,41208,69.5261,014,N,95.5,014903042,014903
014903043,311,272,326,79,909,578,86,111,326,22.1,19.2,21.4,11.764559413,40624,67.153,014,N,96.5,014903043,014903
014905041,31,39,34,4,104,72,17,10,53,17.8,16.8,17.8,15.2,40536,8.2733,014,N,96.1,014905041,014905
014906009,16,24,35,45,75,15,0,23,61,.,.,.,11.049168801,45286,11.9475,014,N,88.2,014906009,014906
014906041,157,170,157,175,484,159,38,99,300,17.7,20.3,21.6,6.5909090909,42643,42.3734,014,N,94.2,014906041,014906
014906042,224,228,216,230,668,258,80,139,336,17.9,19.5,21.6,11.20754717,45434,49.9288,014,N,95.9,014906042,014906
014906043,237,199,251,361,687,177,41,138,384,20.9,17.1,23,10.539001193,45437,48.2678,014,N,95.5,014906043,014906
