,gr3_stu_count,gr4_stu_count,gr5_stu_count,black_stu_count,all_stu_count,asian_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
001902103,36,42,29,9,243,1,191,13,22,114,.,.,.,16.625,44524,20.5888,001,N,96.8,001902103,001902
001904102,53,53,50,37,372,0,276,13,37,236,.,.,.,17.956521739,43271,22.5158,001,N,96.5,001904102,001904
001909101,32,32,39,3,226,0,201,8,20,108,.,.,.,13.295186523,43690,18.6842,001,N,97.6,001909101,001909
003907102,117,128,111,50,746,0,534,30,47,483,.,.,.,13.879788958,43348,46.1171,003,N,96.4,003907102,003907
005902101,62,66,67,0,398,1,354,10,36,143,.,.,.,13.586206897,40004,27.4603,005,N,97.4,005902101,005902
010902102,79,82,72,3,532,5,347,14,57,271,.,.,.,13.555555556,50466,35.9987,010,N,96,010902102,010902
011902102,81,95,103,85,784,2,160,58,76,660,.,.,.,8.6272298994,45775,44.2511,011,N,95.7,011902102,011902
014903102,45,40,46,9,333,7,221,35,38,193,.,.,.,13.808510638,46875,21.7108,014,N,97,014903102,014903
014903114,86,78,73,37,608,2,151,18,71,527,.,.,.,9.6744186047,45873,41.8423,014,N,96.7,014903114,014903
014905101,36,44,51,7,289,0,191,6,21,174,.,.,.,17.541666667,43998,22.0923,014,N,97.5,014905101,014905
014906104,37,35,49,110,363,5,77,1,32,299,.,.,.,15.406125526,53194,26.8264,014,N,95.5,014906104,014906
014906121,101,107,115,173,678,34,278,56,52,199,.,.,.,11.590909091,49332,42.1581,014,N,96.6,014906121,014906
014906125,88,100,108,304,740,9,170,20,69,531,.,.,.,7.6264811334,45865,49.7332,014,N,96,014906125,014906
014906126,73,46,49,119,618,15,275,21,77,384,.,.,.,13.285484103,51321,43.4231,014,N,95.3,014906126,014906
014906127,119,95,92,309,847,34,172,10,76,575,.,.,.,10.399798385,48440,57.9031,014,N,95.7,014906127,014906
014906128,104,85,82,127,670,7,317,9,94,530,.,.,.,7.552256298,46446,44.9267,014,N,95.2,014906128,014906
014906129,108,104,94,284,745,19,154,22,77,464,.,.,.,8.8697152067,47351,50.858,014,N,96.4,014906129,014906
014906132,82,89,76,114,677,14,262,12,66,474,.,.,.,8.8722888565,47677,49.3454,014,N,94.9,014906132,014906
014906133,145,167,156,355,1003,42,245,39,102,408,.,.,.,7.7218093546,46739,67.3772,014,N,96.8,014906133,014906
014906135,173,181,190,406,1259,30,356,36,123,541,.,.,.,9.445752264,47153,75.0285,014,N,96.7,014906135,014906
015904103,80,70,87,0,567,0,5,10,50,493,.,.,.,10.570048992,48612,33.1375,015,N,96.8,015904103,015904
015904105,84,106,98,3,815,0,5,30,74,762,.,.,.,9.3773584906,48548,50.3827,015,N,96.5,015904105,015904
015907101,89,94,74,5,607,1,12,11,49,555,.,.,.,12.324324324,49199,37.0013,015,N,96.6,015907101,015907
015907114,57,45,47,211,433,1,17,2,31,422,.,.,.,9,48320,27.5241,015,N,96,015907114,015907
015907124,51,55,57,17,401,0,17,20,40,369,.,.,.,11.304347826,49595,22.0297,015,N,96.4,015907124,015907
015907136,87,83,76,3,567,0,5,7,41,537,.,.,.,12.71875,49632,31.9979,015,N,97.1,015907136,015907
015907141,58,63,66,7,492,0,6,10,35,474,.,.,.,15.064516129,50928,30.549,015,N,96.3,015907141,015907
015907149,72,74,74,3,561,0,3,13,60,546,.,.,.,15.515151515,51012,33,015,N,96.1,015907149,015907
015907150,91,112,93,10,673,3,24,5,67,595,.,.,.,13.615384615,50734,38.5702,015,N,96,015907150,015907
015907164,108,101,86,21,702,3,20,15,47,645,.,.,.,11.318181818,48975,43.9991,015,N,97.1,015907164,015907
015907165,74,69,76,52,480,1,1,3,41,474,.,.,.,10.78125,48577,31.1418,015,N,96.4,015907165,015907
015907169,74,65,55,10,499,0,2,3,36,486,.,.,.,8.1612903226,47319,30.0346,015,N,96.6,015907169,015907
015907174,79,82,69,1,512,0,8,13,50,481,.,.,.,15.84375,52084,31.0235,015,N,97.7,015907174,015907
015907175,77,69,71,5,650,0,6,13,48,615,.,.,.,10.3,49692,39.9977,015,N,96.1,015907175,015907
015908104,104,95,88,4,633,0,17,24,37,543,.,.,.,10.541532312,50612,36.0024,015,N,97.2,015908104,015908
015908108,106,91,80,18,713,0,19,29,64,670,.,.,.,11.103905741,49001,39.8939,015,N,95.8,015908108,015908
015910104,81,70,85,10,544,2,40,20,50,483,.,.,.,13.657894737,53877,35.6356,015,N,96.8,015910104,015910
015910106,106,102,101,63,734,27,135,12,74,480,.,.,.,12.306122449,52902,47.5403,015,N,96.6,015910106,015910
015910110,55,48,71,51,435,8,75,6,57,345,.,.,.,12.823529412,53171,31.8957,015,N,96,015910110,015910
015910112,76,88,107,36,717,16,55,19,44,648,.,.,.,9.8823529412,51844,47.0897,015,N,96.3,015910112,015910
015910113,71,80,78,119,668,25,98,17,64,556,.,.,.,11.340909091,52220,41.5516,015,N,95.8,015910113,015910
015910114,124,92,100,82,719,14,40,7,44,683,.,.,.,9.7924528302,51192,50.4544,015,N,96.3,015910114,015910
015910116,49,52,50,50,409,9,64,7,41,331,.,.,.,13.787878788,53448,31.0375,015,N,96.3,015910116,015910
015910122,80,87,76,205,663,12,53,4,60,608,.,.,.,12.776595745,53582,45.34,015,N,95.8,015910122,015910
015910128,56,89,83,34,572,25,218,9,71,216,.,.,.,12.333333333,53089,38.7579,015,N,97.1,015910128,015910
015910130,157,141,128,54,857,16,257,19,79,451,.,.,.,13.462962963,53563,51.2643,015,N,96.8,015910130,015910
015910131,69,67,66,11,512,14,194,32,59,170,.,.,.,12.850574713,53147,41.2749,015,N,97.6,015910131,015910
015910133,116,136,144,23,715,57,331,60,56,98,.,.,.,14.5,53882,44.8636,015,N,97.3,015910133,015910
015910134,113,109,144,26,724,15,286,34,58,254,.,.,.,13.291666667,53112,45.6694,015,N,97.1,015910134,015910
015910136,125,139,175,19,803,81,405,52,76,58,.,.,.,14.509433962,54005,50.9989,015,N,97.7,015910136,015910
015910140,96,108,120,21,603,47,253,48,55,66,.,.,.,13.243902439,53489,39.2787,015,N,97.1,015910140,015910
015910142,143,140,129,27,795,44,354,71,72,183,.,.,.,12.173076923,52755,48.7049,015,N,97.1,015910142,015910
015912101,92,100,91,18,654,2,53,9,62,504,.,.,.,10.904966459,53570,37.6207,015,N,96.2,015912101,015912
015912105,97,122,98,3,646,0,3,5,51,588,.,.,.,14.023130626,54748,39.795,015,N,96.8,015912105,015912
015912106,99,85,97,12,597,1,6,5,61,568,.,.,.,11.18440453,53583,37.6434,015,N,95.9,015912106,015912
015912109,93,78,80,42,555,1,58,8,58,413,.,.,.,10.147058824,52860,34.004,015,N,96.1,015912109,015912
015912110,88,96,81,15,517,1,28,3,59,448,.,.,.,8.8915897026,52488,32.7984,015,N,95.7,015912110,015912
015914101,112,120,129,156,861,15,355,32,105,339,.,.,.,12.83723521,53777,59.5212,015,N,96.8,015914101,015914
015915101,104,102,99,34,723,0,10,67,97,684,.,.,.,9.5776604994,51468,49.9784,015,N,95.5,015915101,015915
015915102,119,89,91,13,663,0,28,34,98,585,.,.,.,9.6,51481,44.0014,015,N,95.6,015915102,015915
015915103,77,90,72,60,641,118,52,20,59,509,.,.,.,10.930717255,52133,45.5443,015,N,95.7,015915103,015915
015915105,95,98,101,12,636,0,17,55,84,586,.,.,.,12.285714286,52930,41.003,015,N,96.3,015915105,015915
015915106,87,89,76,13,621,1,19,30,73,592,.,.,.,9.1641998649,51182,38.8287,015,N,95.9,015915106,015915
015915107,104,114,133,35,804,2,41,80,71,597,.,.,.,9.2520624389,51196,47.9884,015,N,96.9,015915107,015915
015915108,113,107,99,17,705,4,89,45,105,490,.,.,.,13.167564919,53223,47.981,015,N,96.4,015915108,015915
015915109,117,84,113,43,673,27,177,47,70,309,.,.,.,17.389812905,56420,41.4802,015,N,96.7,015915109,015915
015915111,116,100,98,45,641,3,43,29,91,523,.,.,.,10.428571429,51449,40.5032,015,N,96,015915111,015915
015915112,91,70,79,41,529,25,35,29,66,391,.,.,.,11.108659623,52160,37.9817,015,N,96.2,015915112,015915
015915113,73,71,59,17,464,1,39,19,70,359,.,.,.,8.4409854113,50719,33.382,015,N,96.1,015915113,015915
015915114,97,112,91,13,669,0,14,33,72,643,.,.,.,7.2,50433,49.0039,015,N,95.7,015915114,015915
015915115,108,88,94,50,624,94,117,43,57,372,.,.,.,10.533379431,52195,42.0171,015,N,96.9,015915115,015915
015915116,117,116,110,18,762,20,15,43,93,654,.,.,.,9.7560655764,51729,49.3728,015,N,96.4,015915116,015915
015915117,99,85,98,35,651,3,26,24,87,570,.,.,.,11.295454545,52328,42.9976,015,N,95.7,015915117,015915
015915118,98,98,78,34,592,5,101,50,76,383,.,.,.,13.8,53618,38.9994,015,N,95.5,015915118,015915
