,gr3_stu_count,gr4_stu_count,gr5_stu_count,black_stu_count,all_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
001902103,50,40,51,17,278,245,35,37,112,.,.,.,15.434782609,41489,21.6904,001,N,95.7,001902103,001902
001904102,50,64,56,37,362,292,17,38,203,.,.,.,16.411764706,40451,32.4136,001,N,95.7,001904102,001904
001909101,28,28,31,1,193,186,7,24,112,11,13.5,9,12.826086957,40211,19.8256,001,N,97.8,001909101,001909
002901103,0,0,231,8,312,109,7,36,177,.,.,.,13.761904762,48746,20.5247,002,N,96.7,002901103,002901
005902101,65,60,69,5,382,353,17,23,108,.,.,.,12.470588235,36849,24.0395,005,N,96.6,005902101,005902
006902101,20,20,30,2,156,141,2,28,63,.,.,.,13.529411765,38861,15.9201,006,N,96.8,006902101,006902
007902101,114,91,100,3,632,247,40,47,378,.,.,.,7.3947368421,40733,37.9122,007,N,96.5,007902101,007902
010902101,110,98,95,1,629,453,34,79,384,.,.,.,12.715140388,44283,46.9501,010,N,95.7,010902101,010902
010902102,69,84,72,4,515,383,22,66,250,.,.,.,9.3528431844,42286,39.6796,010,N,95.9,010902102,010902
011902102,74,99,90,84,646,209,31,84,463,.,.,.,8.7332240225,40504,44.6357,011,N,96,011902102,011902
014903114,44,45,45,50,523,171,11,69,424,.,.,.,9.65313462,40751,33.5168,014,N,96.2,014903114,014903
014906103,73,66,61,226,524,132,8,82,421,.,.,.,8.004865781,43863,40.7106,014,N,96,014906103,014906
014906104,64,53,58,162,393,142,20,70,291,.,.,.,12.335522437,47776,30.8992,014,N,95.9,014906104,014906
014906108,63,201,141,168,763,439,36,85,284,.,.,.,12.055139597,47656,50.7681,014,N,95.3,014906108,014906
014906109,71,87,69,231,681,175,7,69,509,.,.,.,7.0228595101,43752,51.3095,014,N,95.3,014906109,014906
014906113,90,82,50,218,515,152,20,57,344,.,.,.,13.829268293,48617,37.7573,014,N,95.8,014906113,014906
014906117,114,101,87,178,744,400,17,70,370,.,.,.,6.6862745098,43734,50.7505,014,N,95.2,014906117,014906
014906121,119,132,123,203,794,419,62,67,166,.,.,.,12.048825384,47019,51.7043,014,N,96.8,014906121,014906
014906125,95,100,81,332,703,220,12,46,393,.,.,.,8.2654893768,43922,48.1365,014,N,95.8,014906125,014906
014906127,93,85,91,376,740,203,17,72,453,.,.,.,8.7059674061,44471,54.3169,014,N,95.7,014906127,014906
014906128,87,79,75,164,606,300,12,82,438,.,.,.,6.306328596,42984,45.4954,014,N,95,014906128,014906
014906129,104,109,80,336,714,207,23,64,380,.,.,.,7.4905660377,43815,48.0844,014,N,96.5,014906129,014906
014906130,111,87,85,377,721,159,17,83,482,.,.,.,6.1861376453,41795,49.991,014,N,96.1,014906130,014906
014906131,160,144,141,486,1075,297,29,103,498,.,.,.,6.6717281007,42830,69.3546,014,N,96.3,014906131,014906
014906132,98,69,76,154,637,295,31,75,452,.,.,.,7.2056373958,43952,47.1191,014,N,95.4,014906132,014906
014906133,113,101,108,315,771,302,30,90,297,.,.,.,7.7905339901,44093,52.2069,014,N,96.5,014906133,014906
014906135,122,117,124,318,801,302,16,138,334,.,.,.,8.9671502852,44707,57.3522,014,N,96.6,014906135,014906
014907102,54,64,56,14,383,278,23,41,192,.,.,.,10.440613027,35877,25.4278,014,N,96.9,014907102,014907
015904103,77,79,80,1,509,4,14,38,479,.,.,.,7.944545857,44815,31.5295,015,N,96.6,015904103,015904
015904104,55,51,53,1,382,7,11,35,345,.,.,.,14.413793103,48277,28.4028,015,N,96.9,015904104,015904
015904116,63,56,56,7,468,4,11,34,447,.,.,.,9.0285714286,45311,33.7202,015,N,95.9,015904116,015904
015906101,104,84,85,129,583,309,36,48,92,.,.,.,15.954656196,51200,41.7436,015,N,97.1,015906101,015906
015907103,72,79,74,16,540,6,21,57,488,.,.,.,11.696969697,48489,32.9998,015,N,96.3,015907103,015907
015907117,53,65,54,5,404,9,13,43,356,.,.,.,15.153846154,50353,25.5002,015,N,96.4,015907117,015907
015907132,81,76,59,47,532,3,25,42,507,.,.,.,12.8125,48590,32.0004,015,N,96.4,015907132,015907
015907136,79,68,65,2,499,9,13,38,450,.,.,.,18.225806452,51811,31.0004,015,N,96.3,015907136,015907
015907137,59,44,48,150,395,16,19,37,354,.,.,.,15.038461538,50660,25.0002,015,N,96.2,015907137,015907
015907139,73,80,60,6,496,2,14,59,437,.,.,.,15.441176471,51046,32.9545,015,N,96.8,015907139,015907
015907145,39,29,25,0,244,0,3,19,222,.,.,.,15.235294118,50566,15.2501,015,N,95.9,015907145,015907
015907149,60,44,59,3,387,9,17,36,363,.,.,.,12.2,46966,24.5002,015,N,97.2,015907149,015907
015907164,108,83,86,45,724,66,21,57,596,.,.,.,9.7179487179,45992,39.0004,015,N,96.2,015907164,015907
015907165,71,69,65,68,505,5,17,61,482,.,.,.,13.125,48463,31.9877,015,N,96.1,015907165,015907
015907174,73,55,56,7,463,7,19,58,417,.,.,.,15.733333333,51460,29.5004,015,N,96.8,015907174,015907
015908101,65,58,71,2,454,3,9,30,446,.,.,.,16.727272727,50348,31.2618,015,N,96.9,015908101,015908
015908105,77,76,65,7,504,1,8,48,463,.,.,.,13.057142857,48641,33.1901,015,N,96.1,015908105,015908
015908106,95,98,90,3,657,9,11,60,654,.,.,.,12.926829268,48472,40.3591,015,N,95.7,015908106,015908
015908108,87,78,78,30,610,19,3,59,573,.,.,.,9.9743589744,46282,36.401,015,N,95.4,015908108,015908
015908109,61,77,59,26,491,25,7,67,448,.,.,.,13.942857143,49444,31.6216,015,N,95,015908109,015908
015908110,84,66,82,6,501,15,12,48,467,.,.,.,10.798631966,47436,30.5199,015,N,96.2,015908110,015908
015910104,65,72,65,2,412,39,20,52,335,.,.,.,12.972222222,51756,34.2078,015,N,96.5,015910104,015910
015910105,94,84,77,86,606,89,27,69,501,.,.,.,11.021505376,49973,46.1001,015,N,96.2,015910105,015910
015910106,97,101,99,54,656,200,28,85,403,.,.,.,10.479166667,50189,43.7668,015,N,94.9,015910106,015910
015910108,117,109,111,107,783,114,8,96,629,.,.,.,9.0967741935,49182,57.9515,015,N,94.6,015910108,015910
015910109,68,65,72,54,415,195,34,54,152,.,.,.,12.349206349,51116,29.9593,015,N,96.5,015910109,015910
015910110,69,56,53,78,437,133,21,87,292,.,.,.,15.25,52944,39.6909,015,N,95.7,015910110,015910
015910111,119,121,98,13,750,37,18,71,649,.,.,.,8.0909090909,48816,52.2251,015,N,96.5,015910111,015910
015910112,85,82,72,27,580,80,19,80,490,.,.,.,9.7849462366,49954,43.848,015,N,95.1,015910112,015910
015910113,63,56,53,85,494,115,16,61,372,.,.,.,11.640198511,50518,36.6638,015,N,96,015910113,015910
015910116,56,57,55,58,364,69,18,56,283,.,.,.,12.484848485,51331,30.4873,015,N,96,015910116,015910
015910122,77,99,79,181,573,88,13,74,493,.,.,.,10.085106383,49653,43.5084,015,N,95.3,015910122,015910
015910125,170,143,151,125,1052,326,26,110,578,.,.,.,10.690647482,50034,65.2674,015,N,96.1,015910125,015910
015910128,85,87,95,48,589,294,34,95,135,.,.,.,16.674698795,54463,39.2117,015,N,96.5,015910128,015910
015910129,139,133,137,28,931,526,62,102,119,.,.,.,13.833333333,52914,58.506,015,N,97,015910129,015910
015910133,140,133,143,34,814,461,76,117,63,.,.,.,11.396551724,50815,55.6613,015,N,97.2,015910133,015910
015910134,134,154,168,73,911,414,45,99,230,.,.,.,8.9838709677,49098,59.5275,015,N,97.2,015910134,015910
015910136,155,191,146,28,981,622,77,89,58,.,.,.,10.626865672,50211,63.5367,015,N,97.4,015910136,015910
015910140,199,188,173,63,1143,606,61,105,123,.,.,.,9.4714285714,49229,67.6788,015,N,96.6,015910140,015910
015910142,132,132,125,41,774,397,44,70,125,.,.,.,8.9152542373,48861,54.7031,015,N,96.8,015910142,015910
015912101,87,86,89,9,612,49,14,57,502,.,.,.,11.193281803,48720,35.4054,015,N,95.8,015912101,015912
015912102,100,107,111,44,761,52,10,84,602,.,.,.,7.4287017258,46729,41.6631,015,N,94.3,015912102,015912
015912103,138,106,103,12,746,20,4,62,703,.,.,.,8.3265306122,47844,49,015,N,95.9,015912103,015912
015912104,95,114,91,12,591,19,10,59,533,.,.,.,7.6609535402,47129,35.8181,015,N,96.3,015912104,015912
015912107,79,89,92,41,526,60,13,51,333,.,.,.,12.729317133,49889,32.9947,015,N,95.9,015912107,015912
015914101,122,112,105,240,787,347,18,95,285,.,.,.,13.621230722,50214,55.7795,015,N,96.2,015914101,015914
015915101,99,78,95,24,626,18,47,99,591,.,.,.,11.458333333,49484,46.909,015,N,96.4,015915101,015915
015915102,108,101,95,30,687,47,27,89,593,.,.,.,8.1020408163,47328,48.4292,015,N,95.8,015915102,015915
015915103,85,93,77,47,607,59,41,78,441,.,.,.,12.97826087,50157,45.429,015,N,95.8,015915103,015915
015915105,66,87,84,30,511,27,24,71,428,.,.,.,15.375,51955,39.429,015,N,95.5,015915105,015915
015915107,112,129,114,79,835,63,52,75,580,.,.,.,8.125,46784,54.429,015,N,96.5,015915107,015915
015915108,96,87,81,19,601,107,40,89,389,.,.,.,13.735849057,50922,52.4179,015,N,96.4,015915108,015915
015915109,132,119,130,64,785,297,58,94,267,.,.,.,15.207920792,52256,49.409,015,N,96.4,015915109,015915
015915112,102,89,92,47,673,41,14,85,537,.,.,.,8.2222222222,47349,44.429,015,N,94.9,015915112,015915
015915113,50,42,54,23,353,33,16,48,261,.,.,.,7.7307692308,46818,24.9494,015,N,96.8,015915113,015915
015915114,100,93,94,41,681,45,29,116,626,.,.,.,8.0943396226,47382,52.429,015,N,94.7,015915114,015915
015915115,99,86,83,53,544,162,39,64,261,.,.,.,14.307692308,51067,38.429,015,N,96.4,015915115,015915
015915116,112,110,101,38,710,22,25,98,605,.,.,.,9.2115384615,48033,50.929,015,N,95.7,015915116,015915
015915117,105,83,100,49,585,39,27,65,458,.,.,.,8.8695652174,47358,45.429,015,N,95.9,015915117,015915
015915118,89,75,69,26,508,122,33,76,283,.,.,.,12.975,49976,39.429,015,N,95.6,015915118,015915
015915119,100,100,95,41,644,143,42,57,395,.,.,.,11.733333333,49051,44.429,015,N,95.3,015915119,015915
015915122,67,85,92,22,577,22,34,65,539,.,.,.,14.555555556,51897,44.429,015,N,95.4,015915122,015915
015915124,120,104,110,18,803,23,60,90,672,.,.,.,10.74137931,49109,57.429,015,N,96,015915124,015915
015915125,145,152,149,61,940,287,47,124,500,.,.,.,11.967213115,49442,60.4292,015,N,96.1,015915125,015915
015915128,125,114,128,80,734,110,47,88,484,.,.,.,12.244897959,49484,48.429,015,N,96.2,015915128,015915
015915130,127,146,126,110,835,184,32,83,454,.,.,.,9.9622641509,48207,52.429,015,N,96.5,015915130,015915
015915131,92,86,75,38,642,21,36,75,552,.,.,.,12.357142857,50448,41.429,015,N,95.9,015915131,015915
015915132,116,106,115,59,762,199,43,105,422,.,.,.,17.16,53701,49.429,015,N,96.3,015915132,015915
015915134,105,112,106,26,686,269,52,85,247,.,.,.,9.875,48060,46.909,015,N,96.4,015915134,015915
015915135,164,151,159,102,978,121,38,119,642,.,.,.,10.990850826,49313,67.3744,015,N,96.2,015915135,015915
015915136,109,121,97,48,706,153,43,94,365,.,.,.,13.94,51017,48.909,015,N,95.9,015915136,015915
015915138,117,117,89,32,734,87,19,80,549,.,.,.,11.166666667,49008,53.429,015,N,96.4,015915138,015915
015915143,106,118,118,39,618,205,46,85,178,.,.,.,15.604651163,51816,42.429,015,N,96.2,015915143,015915
015915144,127,197,151,133,1056,406,53,117,399,.,.,.,10.968253968,48713,61.9095,015,N,96,015915144,015915
015915145,95,94,100,57,616,164,45,68,236,.,.,.,11.292682927,48693,39.909,015,N,96.2,015915145,015915
015915148,134,124,120,45,787,258,46,82,265,.,.,.,7.3725490196,46156,49.909,015,N,96.4,015915148,015915
015915149,106,103,115,33,629,211,36,69,176,.,.,.,13.12195122,50446,39.949,015,N,97.2,015915149,015915
015915150,128,159,175,66,966,244,47,129,499,.,.,.,11.216666667,48762,58.4692,015,N,96,015915150,015915
015915151,127,130,110,65,754,162,36,74,341,.,.,.,13.714285714,50437,48.429,015,N,96.2,015915151,015915
015915156,125,120,105,74,687,133,39,78,317,.,.,.,8.4166666667,47068,47.4288,015,N,96.3,015915156,015915
015915157,123,124,95,35,792,221,45,77,311,.,.,.,11.647619048,49539,51.449,015,N,96.9,015915157,015915
015915158,111,128,94,96,783,101,41,98,545,.,.,.,11.666666667,49315,53.4291,015,N,95.6,015915158,015915
015915160,106,114,110,50,721,73,29,77,500,.,.,.,10.442307692,48378,50.949,015,N,95.6,015915160,015915
015915161,97,83,85,30,583,218,46,59,144,.,.,.,9.9756097561,48142,40.429,015,N,96.6,015915161,015915
015915162,82,97,91,98,572,74,44,51,410,.,.,.,11.5,48400,39.429,015,N,96,015915162,015915
015915165,110,103,115,46,667,232,48,79,165,.,.,.,13.023255814,50005,42.429,015,N,96.4,015915165,015915
015915166,116,79,90,45,628,65,31,87,483,.,.,.,9.7659574468,47682,45.949,015,N,95.9,015915166,015915
015915167,114,140,137,79,802,198,55,86,310,.,.,.,10.113207547,48110,52.4285,015,N,96.8,015915167,015915
015915168,155,136,157,108,941,258,35,116,311,.,.,.,10.9,48937,58.9492,015,N,96.4,015915168,015915
015915169,92,102,96,58,666,194,34,74,334,.,.,.,13.234042553,50060,45.949,015,N,96,015915169,015915
015915170,118,115,118,55,739,283,44,79,206,.,.,.,8.8541666667,47401,47.429,015,N,96.4,015915170,015915
015915171,93,102,83,37,637,86,28,75,451,.,.,.,9.1162790698,47701,42.429,015,N,.,015915171,015915
015915178,97,75,89,18,544,308,29,58,56,.,.,.,12.225,49376,39.429,015,N,.,015915178,015915
015915180,178,177,168,47,1119,577,105,94,74,.,.,.,10.909090909,48525,65.4292,015,N,96.8,015915180,015915
015915181,93,76,90,11,495,320,58,49,20,.,.,.,9.9210526316,48186,37.429,015,N,96.5,015915181,015915
015915182,214,216,208,145,1301,450,40,148,397,.,.,.,8.7183098592,47415,70.4294,015,N,96.2,015915182,015915
015915183,239,213,205,135,1370,378,93,151,597,.,.,.,10.567567568,48835,73.4282,015,N,96.2,015915183,015915
015915184,120,110,102,84,714,69,20,69,481,.,.,.,7.4583333333,46425,47.429,015,N,94.9,015915184,015915
