,gr3_stu_count,gr4_stu_count,gr5_stu_count,black_stu_count,all_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
001902103,28,45,47,13,259,215,18,24,122,.,.,.,15.958333333,42965,22.4628,001,N,96.3,001902103,001902
001903101,113,98,95,47,691,561,12,43,445,.,.,.,14.891304348,40684,45.5026,001,N,96.1,001903101,001903
001904102,52,53,63,38,395,302,16,35,232,.,.,.,18.560232994,42541,29.8594,001,N,96,001904102,001904
001909101,33,31,28,6,203,177,6,16,114,.,.,.,12.146233154,41685,18.8694,001,N,97.2,001909101,001909
003907102,93,94,129,35,685,511,34,48,445,.,.,.,14.869565217,44527,45.6196,003,N,96,003907102,003907
005902101,65,66,70,2,405,370,13,40,126,.,.,.,13.160714286,37724,27.1425,005,N,96.9,005902101,005902
005904101,31,32,36,0,201,129,8,14,107,.,.,.,13.095238095,39852,16.5001,005,N,97.6,005904101,005904
010902101,82,101,99,4,624,401,11,70,384,.,.,.,12.688888889,48934,45.0016,010,N,96,010902101,010902
010902102,74,74,72,4,488,342,16,68,232,.,.,.,12.35,49453,40.0013,010,N,96.1,010902102,010902
013905101,51,74,63,3,371,108,15,31,259,.,.,.,12.666666667,45592,23.9986,013,N,96.7,013905101,013905
014903102,45,46,49,8,319,226,34,36,175,.,.,.,12.348306555,45649,20.049,014,N,96.7,014903102,014903
014903109,112,109,114,29,704,486,31,64,318,.,.,.,9.9302325581,44769,41.7274,014,N,96.1,014903109,014903
014903114,74,77,65,35,604,200,15,79,511,.,.,.,9.3402040626,43936,40.1429,014,N,96.2,014903114,014903
014903116,106,86,77,64,677,431,22,70,353,.,.,.,5.7604660962,41991,39.8707,014,N,96.7,014903116,014903
014905101,46,42,56,6,281,184,9,18,163,.,.,.,15.75,40804,21.3172,014,N,97,014905101,014905
014906104,58,38,45,127,365,82,4,39,317,.,.,.,13.350265781,51712,30.2388,014,N,94.8,014906104,014906
014906108,75,172,196,184,847,427,31,73,266,.,.,.,11.993713398,49718,55.2314,014,N,94.7,014906108,014906
014906121,117,123,143,181,761,317,59,52,169,.,.,.,11.104144109,49377,48.387,014,N,96.7,014906121,014906
014906125,109,96,88,301,741,177,19,56,482,.,.,.,8.6019900861,46717,52.1491,014,N,95.3,014906125,014906
014906126,76,57,57,103,584,269,23,63,292,.,.,.,13.677963416,51823,41.6404,014,N,95.5,014906126,014906
014906127,116,105,99,365,853,157,11,78,567,.,.,.,9.0771480061,46907,57.8657,014,N,95.3,014906127,014906
014906129,87,95,81,226,669,142,16,63,369,.,.,.,8.5520833333,47211,47.0226,014,N,96.2,014906129,014906
014906132,77,90,70,115,621,258,12,57,457,.,.,.,6.9968496364,46476,50.7381,014,N,95.1,014906132,014906
014906133,149,134,131,352,937,241,37,94,352,.,.,.,7.9333333333,47099,59.1266,014,N,96.5,014906133,014906
014906135,158,162,144,398,1223,389,24,107,534,.,.,.,9.0763354274,46970,75.934,014,N,95.9,014906135,014906
015904101,80,76,94,4,568,10,34,45,498,.,.,.,8.5748041305,47311,34.3086,015,N,96.2,015904101,015904
015904103,78,79,64,0,563,6,10,32,546,.,.,.,9.8476229776,47967,32.6781,015,N,96.3,015904103,015904
