,gr3_stu_count,gr4_stu_count,gr5_stu_count,black_stu_count,all_stu_count,asian_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
001902103,32,39,38,7,237,2,191,15,21,100,.,.,.,17.166666667,44654,22.3537,001,N,96.2,001902103,001902
003906101,24,30,36,3,188,0,179,8,17,114,10.5,.,.,13.55,42546,17.7403,003,N,95.2,003906101,003906
005904101,27,32,27,0,184,0,121,7,11,83,.,.,.,13.44,41734,14.3756,005,N,97.4,005904101,005904
006902101,28,20,30,3,170,0,137,0,15,85,.,.,.,11.21239629,39462,14.3791,006,N,96.8,006902101,006902
007902101,102,111,102,6,702,0,273,28,60,424,.,.,.,11.826086957,48698,46.0014,007,N,96.8,007902101,007902
008903102,72,51,52,28,400,2,160,10,18,232,.,.,.,12.365165976,46637,26.0332,008,N,96.7,008903102,008903
013903101,28,26,29,3,193,0,63,7,26,114,.,.,.,14.75,46834,14.5507,013,N,96.1,013903101,013903
014903103,66,55,63,54,440,5,168,11,61,370,.,.,.,7.7666666667,45192,29.6008,014,N,96.1,014903103,014903
014903104,80,82,80,23,488,1,148,22,27,431,.,.,.,8.8843234454,46730,32.463,014,N,96.4,014903104,014903
014903116,58,57,59,45,540,14,282,14,48,311,.,.,.,9.4285714286,46129,35.0013,014,N,96.5,014903116,014903
014906102,78,67,49,79,490,5,102,11,46,362,.,.,.,11.311143239,50960,35.8819,014,N,96.3,014906102,014906
014906103,62,58,65,184,470,5,72,4,75,419,.,.,.,8.8622834593,48421,33.4923,014,N,95.6,014906103,014906
014906105,100,96,89,133,759,5,227,10,74,619,.,.,.,11.712377232,50630,55.306,014,N,95.6,014906105,014906
014906109,100,85,83,176,695,8,103,3,65,584,.,.,.,9.6976758863,50038,50.5947,014,N,95.6,014906109,014906
014906110,93,112,119,259,772,15,136,6,73,554,.,.,.,9.6615002492,50086,48.9582,014,N,96.5,014906110,014906
014906111,68,56,61,187,499,12,102,8,41,393,.,.,.,9.0937904518,49551,33.7611,014,N,95.7,014906111,014906
014906112,58,60,70,171,493,5,81,4,67,435,.,.,.,12.65,51454,38.2531,014,N,95,014906112,014906
014906113,87,95,68,262,612,14,111,4,91,469,.,.,.,8.7298980603,48432,38.2928,014,N,95.7,014906113,014906
014906117,79,60,75,88,596,23,269,9,32,254,.,.,.,11.548011654,50888,39.7359,014,N,95.6,014906117,014906
014906119,109,73,86,300,679,6,130,12,77,540,.,.,.,11.1,50045,46.3031,014,N,95.9,014906119,014906
014906122,120,145,115,313,893,39,180,26,97,477,.,.,.,8.8902225569,48947,56.6317,014,N,96.3,014906122,014906
014906123,108,80,85,187,741,9,286,28,72,598,.,.,.,10.427180926,49780,44.124,014,N,95,014906123,014906
014906124,110,93,130,239,744,13,208,14,56,406,.,.,.,9.7378640777,48895,48.2073,014,N,96.7,014906124,014906
014906128,71,79,49,139,569,4,257,6,79,427,.,.,.,7.8164548278,47990,43.6475,014,N,95.6,014906128,014906
014906131,142,111,128,358,985,14,237,23,97,509,.,.,.,9.0870475061,49048,63.5621,014,N,96.2,014906131,014906
014906133,155,158,159,357,1045,35,250,35,97,411,.,.,.,8.4637681159,48631,68.1432,014,N,96.8,014906133,014906
014906136,160,138,148,217,983,35,405,27,112,305,.,.,.,7.2265951435,46937,60.9412,014,N,96.5,014906136,014906
014906137,104,89,80,71,582,9,283,29,76,321,.,.,.,12.21650709,50138,43.8751,014,N,95.8,014906137,014906
014906138,153,138,148,351,1141,27,302,21,70,552,.,.,.,6.9305555556,46921,69.6024,014,N,96.3,014906138,014906
014907102,64,53,53,11,369,2,240,17,19,207,.,.,.,11.884615385,43272,25.5899,014,N,97.1,014907102,014907
015815103,14,13,12,35,139,0,25,0,5,121,.,.,.,1.4444444444,34528,9.0005,015,Y,93.3,015815103,015815
015819102,22,23,7,102,200,1,16,0,3,185,.,.,.,3.9230769231,34811,12.6662,015,Y,92.8,015819102,015819
015822004,12,11,16,0,116,0,3,4,7,99,.,.,.,0.4580484844,34245,8.733,015,Y,96.4,015822004,015822
015822008,19,18,17,0,189,1,18,2,10,140,.,.,.,1.4717595318,39486,11.5501,015,Y,95.7,015822008,015822
015904101,86,75,80,2,558,0,11,35,43,512,.,.,.,9.7050696097,50217,32.0001,015,N,96.7,015904101,015904
015904103,106,87,77,0,583,0,4,5,53,537,.,.,.,10.611111111,50710,33.5566,015,N,96.5,015904103,015904
015904104,71,73,68,1,486,0,4,31,29,421,.,.,.,11.882352941,51424,32.4021,015,N,96.3,015904104,015904
015904105,85,91,99,1,855,0,7,21,81,795,.,.,.,9.0255381339,50474,44.1856,015,N,95.8,015904105,015904
015904106,113,112,98,2,823,0,7,22,48,743,.,.,.,9.125,50101,43.9935,015,N,95.5,015904106,015904
015904107,96,92,88,1,685,0,13,22,48,601,.,.,.,11.893888966,51603,37.9889,015,N,96.1,015904107,015904
015904108,119,118,104,0,807,0,42,34,57,700,.,.,.,10.100852092,50881,43.0073,015,N,96.1,015904108,015904
015904109,79,83,94,1,530,0,6,10,35,470,.,.,.,12.392780618,52349,27.5841,015,N,96.3,015904109,015904
015904110,82,76,69,0,512,0,11,24,28,461,.,.,.,10.533902568,51796,30.4429,015,N,96.6,015904110,015904
015904113,69,67,64,0,528,2,15,19,43,461,.,.,.,9.5139401178,51329,32.3268,015,N,95.9,015904113,015904
015904114,85,74,59,2,543,0,21,30,46,490,.,.,.,9.5512879905,50620,26.7968,015,N,96.8,015904114,015904
015904116,90,65,71,7,608,0,4,20,47,579,.,.,.,9.0077106003,50714,36.2849,015,N,95.3,015904116,015904
015905112,117,105,107,2,825,0,1,41,70,825,.,.,.,12.288461538,51590,42.0843,015,N,96.5,015905112,015905
015907103,81,65,72,23,520,3,3,9,53,501,.,.,.,7.9,50330,29.7425,015,N,95.8,015907103,015907
015907105,81,51,57,14,511,1,33,3,35,463,.,.,.,12.4,51332,29.9989,015,N,96.3,015907105,015907
015907110,103,82,75,39,728,0,5,4,31,725,.,.,.,7.5238095238,50209,41.9984,015,N,97,015907110,015907
015907111,77,72,66,14,551,0,0,2,34,540,.,.,.,9.3823529412,50794,33.4982,015,N,97.2,015907111,015907
015907112,79,90,87,4,584,0,3,9,44,540,.,.,.,11.771428571,52550,34.9957,015,N,96.8,015907112,015907
015907114,71,50,45,208,445,2,7,6,39,439,.,.,.,9.7037037037,51390,26.5365,015,N,95.6,015907114,015907
015907116,98,90,89,2,619,0,6,17,43,593,.,.,.,12.918918919,52395,37.0012,015,N,96.8,015907116,015907
015907118,191,178,181,8,963,1,2,6,65,950,.,.,.,10.754716981,51432,52.9955,015,N,96.1,015907118,015907
015907119,65,59,65,23,399,0,6,4,48,394,.,.,.,8.7826086957,50307,22.4528,015,N,96.1,015907119,015907
015907121,78,95,95,1,617,0,6,18,43,604,.,.,.,10.684210526,50798,37.9957,015,N,96.5,015907121,015907
015907123,53,44,50,2,371,4,5,6,27,365,.,.,.,15.19047619,53113,20.4319,015,N,97.2,015907123,015907
015907125,66,47,57,75,561,1,18,4,38,539,.,.,.,10.181818182,51233,32.5664,015,N,96.2,015907125,015907
015907126,86,75,78,1,499,0,19,6,32,479,.,.,.,14.103448276,53867,28.6561,015,N,97.1,015907126,015907
015907127,41,35,32,96,263,0,5,0,31,258,.,.,.,8.4444444444,50516,17.3814,015,N,96.2,015907127,015907
