,gr3_stu_count,gr4_stu_count,gr5_stu_count,black_stu_count,all_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
001903101,73,77,92,56,671,567,16,63,398,.,.,.,13.290418352,38429,43.8691,001,N,96.6,001903101,001903
003905102,1,1,1,44,401,120,3,40,320,.,.,.,15,40455,30,003,N,96.1,003905102,003905
003906101,42,46,27,1,245,241,4,26,144,.,.,.,10.235294118,38433,17,003,N,96.3,003906101,003906
007901101,44,50,38,0,272,39,0,18,206,.,.,.,14.540540541,38400,18.4999,007,N,95.6,007901101,007901
007902101,93,105,83,6,600,241,35,44,381,.,.,.,8.4871794872,40575,38.2449,007,N,96.8,007902101,007902
008903102,68,51,51,53,363,147,14,35,201,.,.,.,15.096774194,44765,30.3353,008,N,96.6,008903102,008903
011902101,83,102,72,70,579,174,15,45,407,.,.,.,11.681247337,42333,38.9421,011,N,96.2,011902101,011902
011902103,89,89,79,119,611,172,26,44,393,.,.,.,7.4722222222,40198,35.0894,011,N,96.8,011902103,011902
013903101,25,23,26,0,176,62,4,23,130,.,.,.,12.6,41348,14.3749,013,N,96.7,013903101,013903
013905101,64,51,48,9,339,102,3,32,252,.,.,.,11.64,40644,24.471,013,N,96.2,013905101,013905
014903102,44,43,48,24,296,202,11,29,152,.,.,.,11.952380952,40020,19.723,014,N,96.5,014903102,014903
014903103,65,52,43,75,406,189,9,58,312,.,.,.,9.7,39134,29.2664,014,N,95.9,014903103,014903
014903109,114,108,116,16,656,513,32,85,286,.,.,.,9.6428571429,39054,41.8202,014,N,96.5,014903109,014903
014906102,79,75,60,111,519,160,31,50,337,.,.,.,9.4873133226,45478,40.6871,014,N,96.7,014906102,014906
014906105,90,93,78,160,668,280,28,88,491,.,.,.,8.9865515941,44711,47.1898,014,N,96.1,014906105,014906
014906110,95,109,89,245,694,166,20,67,379,.,.,.,9.5339558416,45068,47.5648,014,N,96.9,014906110,014906
014906111,73,66,61,259,486,118,21,41,313,.,.,.,12.071021565,46449,34.6307,014,N,96.4,014906111,014906
014906112,67,57,60,209,546,164,15,67,430,.,.,.,11.166333134,44898,42.7245,014,N,95.7,014906112,014906
014906113,86,58,68,236,544,180,29,70,374,.,.,.,13.44550738,47357,37.2024,014,N,96.4,014906113,014906
014906115,111,118,129,125,814,510,94,79,322,.,.,.,13.569054441,47404,48.1579,014,N,96,014906115,014906
014906117,115,82,89,190,754,390,20,73,411,.,.,.,6.1514901281,42258,48.5909,014,N,96.2,014906117,014906
014906119,108,105,105,362,721,198,23,82,458,.,.,.,9.7894933383,44533,51.2308,014,N,96.4,014906119,014906
014906120,111,101,93,401,745,180,22,70,376,.,.,.,10.896398374,45436,49.6752,014,N,96.6,014906120,014906
014906122,98,82,86,255,664,236,28,62,325,.,.,.,10.971506409,45508,41.1081,014,N,96.5,014906122,014906
014906123,93,106,103,256,798,356,20,80,560,.,.,.,8.8146859088,43957,52.6169,014,N,95.6,014906123,014906
014906124,114,100,103,246,679,245,37,74,255,.,.,.,11.497922468,45891,44.9581,014,N,97.2,014906124,014906
014906125,115,96,80,343,700,201,17,47,398,.,.,.,7.6940083367,42529,46.8262,014,N,96.5,014906125,014906
014906126,79,73,62,153,623,313,33,83,366,.,.,.,11.804347826,47209,43.3118,014,N,96.3,014906126,014906
014906130,94,91,94,381,707,148,24,64,475,.,.,.,6.0827679272,41214,48.7011,014,N,96.5,014906130,014906
014906136,128,120,109,155,815,488,42,96,308,.,.,.,6.5804789737,41806,51.9104,014,N,.,014906136,014906
015811101,12,12,15,0,124,0,0,5,116,.,.,.,1.7777777778,35571,9,015,Y,97.2,015811101,015811
015819001,13,14,7,2,76,4,0,6,75,.,.,.,8.7520116311,33714,3.9894,015,Y,96.4,015819001,015819
015904101,79,79,87,5,543,24,15,46,462,.,.,.,8.3621283459,46797,34.3339,015,N,96.8,015904101,015904
015904102,90,80,97,1,596,30,24,45,517,.,.,.,12.393078645,48908,35.5307,015,N,96.9,015904102,015904
015904105,92,93,90,1,683,5,15,45,681,.,.,.,10.318181818,46121,43.0854,015,N,97.4,015904105,015904
015904106,104,110,121,3,690,11,16,71,676,.,.,.,11.744186047,48004,41.8936,015,N,96.7,015904106,015904
