,SAT_avg,ACT_avg,EOC_alg1_avg,EOC_eng1_avg,EOC_his_avg,DISTRICT
143904,.,.,-1,.,.,143904
143905,.,.,-1,.,.,143905
143906,.,.,.,.,.,143906
144901,1368,19.3,81,73,.,144901
144902,1350,18.7,80,70,.,144902
144903,1160,.,63,50,.,144903
145901,1339,18.5,83,66,.,145901
145902,1286,17.3,51,58,.,145902
145906,1338,18.9,77,79,83,145906
145907,-1,-1,44,50,.,145907
145911,1399,19.5,83,73,.,145911
146901,1267,18.9,48,49,-1,146901
146902,1356,18.7,89,57,-1,146902
146903,.,.,100,.,.,146903
146904,1322,17.2,66,77,.,146904
146905,1333,.,82,72,-1,146905
146906,1421,19.1,76,68,-1,146906
146907,1491,21.2,83,67,.,146907
147901,-1,17.4,56,51,.,147901
147902,1241,19.3,64,59,-1,147902
147903,-1,17.6,67,51,-1,147903
148901,.,19.1,86,65,.,148901
148902,.,24.7,100,69,.,148902
148903,.,-1,50,33,.,148903
148905,.,18.3,75,60,.,148905
149901,1500,19.9,74,65,-1,149901
149902,1344,19.9,95,68,79,149902
150901,1457,20,88,76,.,150901
152802,.,.,-1,.,.,152802
152803,-1,.,64,42,.,152803
152805,1231,.,65,57,.,152805
152901,1450,21,71,68,73,152901
152902,1434,19.7,83,83,.,152902
152903,-1,19.4,77,76,-1,152903
152906,1477,22.3,92,75,83,152906
152907,1496,22.2,87,82,-1,152907
152908,1410,21.2,88,77,-1,152908
152909,1482,21.1,97,86,-1,152909
152910,1515,21.5,94,63,-1,152910
153903,.,18.6,73,68,.,153903
153904,1428,19.4,77,73,-1,153904
153905,-1,20.4,100,91,.,153905
153907,-1,-1,100,-1,.,153907
154901,1387,19.8,86,71,.,154901
154903,1288,17.6,59,55,.,154903
155901,-1,19.9,72,56,.,155901
156902,1397,23.8,60,57,82,156902
156905,-1,20.7,95,100,.,156905
157901,1451,21,88,81,-1,157901
158901,1318,19.3,60,54,50,158901
158902,1376,19.2,62,70,.,158902
158904,.,.,.,.,.,158904
158905,1275,19.9,82,73,.,158905
158906,1333,20.4,79,64,.,158906
159901,1254,17.9,79,67,85,159901
160901,1548,20.5,71,63,-1,160901
160904,-1,16.6,60,64,.,160904
160905,.,17.2,100,88,.,160905
161801,.,.,.,.,.,161801
161802,1528,23.1,94,84,.,161802
161807,1488,-1,93,80,.,161807
161901,1425,23.7,82,84,.,161901
161903,1538,22.9,87,85,-1,161903
161906,1264,16.9,64,54,-1,161906
161907,1529,23.6,93,82,.,161907
161908,1352,20.7,80,64,.,161908
161909,1415,19.5,84,63,.,161909
161910,1539,20.3,89,72,-1,161910
161912,1440,20.6,83,78,.,161912
161914,1310,17.6,56,45,-1,161914
161916,1398,21.3,84,76,.,161916
161918,1520,21.2,75,82,.,161918
161919,1432,21,80,80,.,161919
161920,1562,23.4,86,84,-1,161920
161921,1330,17.9,76,60,-1,161921
161922,1530,22.1,90,80,-1,161922
161923,1494,20.3,91,82,-1,161923
161924,.,.,.,.,.,161924
161925,.,.,100,79,.,161925
162904,1453,21.8,87,86,.,162904
163901,1379,18.5,73,61,-1,163901
163902,1541,23,77,65,.,163902
163903,1261,18.1,48,58,.,163903
163904,1581,22.3,78,61,-1,163904
163908,1468,20.6,84,82,-1,163908
164901,1416,19.7,81,73,.,164901
165802,.,.,100,-1,.,165802
165901,1471,21.8,72,63,50,165901
165902,1460,21,84,76,.,165902
166901,1429,18.3,76,80,.,166901
166902,.,.,.,.,.,166902
166903,1487,22,89,63,.,166903
166904,1371,19.1,78,59,.,166904
166905,1317,19.3,81,81,.,166905
166907,-1,-1,64,29,.,166907
167901,1400,19,74,74,.,167901
167902,.,-1,100,78,.,167902
167903,.,-1,83,-1,-1,167903
167904,-1,-1,-1,-1,.,167904
168901,1620,20.4,72,48,-1,168901
168902,1146,-1,67,73,.,168902
168903,1332,18.5,100,53,-1,168903
169901,1441,20.9,92,70,-1,169901
169902,1419,20.6,80,72,-1,169902
169906,1197,.,64,62,.,169906
169908,.,.,.,.,.,169908
169909,-1,23.4,86,80,.,169909
169910,-1,21.3,73,85,.,169910
169911,1447,-1,71,61,.,169911
170801,.,.,.,.,.,170801
170902,1550,22.9,85,79,58,170902
170903,1528,22.5,95,86,-1,170903
170904,1400,20,80,63,-1,170904
170906,1491,21.4,81,75,71,170906
170907,1360,18.6,72,69,88,170907
170908,1414,21.5,61,64,83,170908
171901,1609,20.3,75,55,100,171901
171902,-1,20.6,96,77,.,171902
172902,1368,18.5,76,54,.,172902
172905,1187,18.9,73,68,-1,172905
173901,-1,19.2,94,80,.,173901
174801,.,.,.,.,.,174801
174901,-1,19.7,67,64,-1,174901
174902,1465,20.1,90,81,.,174902
174903,-1,20.2,82,86,100,174903
174904,1489,20.6,69,59,66,174904
174906,-1,19.8,89,78,.,174906
174908,1501,21.4,89,90,-1,174908
174909,1633,20,83,88,.,174909
174910,.,.,.,.,.,174910
174911,1662,21.5,85,85,.,174911
175902,1487,21.2,77,62,-1,175902
175903,1324,18.4,76,62,-1,175903
175904,-1,20.1,78,65,.,175904
175905,1430,20.6,61,52,.,175905
175907,1302,17.8,85,74,.,175907
175910,1396,21.7,91,82,.,175910
175911,1278,17.3,72,72,.,175911
176901,-1,21.9,73,69,.,176901
176902,1402,17.1,66,50,-1,176902
176903,1341,-1,76,67,.,176903
177901,-1,19,75,83,.,177901
177902,1548,20.2,80,62,.,177902
177903,1090,15.8,92,82,.,177903
177905,-1,21.4,100,94,.,177905
178801,.,.,-1,-1,.,178801
178804,1081,-1,74,58,.,178804
178807,.,.,.,.,.,178807
178808,.,.,100,.,.,178808
178901,.,17.6,63,71,.,178901
178902,1419,18.8,77,72,-1,178902
178903,1379,20.9,85,81,-1,178903
178904,1250,19,63,59,69,178904
178905,.,.,100,.,.,178905
178906,.,.,88,87,.,178906
178908,1538,20,98,88,.,178908
178909,1275,16.2,61,44,-1,178909
178912,1463,21.6,81,80,-1,178912
178913,-1,18.6,88,82,.,178913
178914,1511,21.6,87,82,100,178914
178915,1191,16.3,76,54,77,178915
179901,-1,19.9,84,63,-1,179901
180901,1236,16.9,85,63,-1,180901
180902,.,20.5,96,91,.,180902
180903,.,21.3,92,71,.,180903
180904,.,.,.,.,.,180904
181901,1394,20.9,81,67,-1,181901
181905,1421,19.7,78,66,.,181905
181906,1205,17.4,46,38,-1,181906
181907,1355,21.4,72,64,-1,181907
181908,1456,21.7,78,70,-1,181908
182901,.,17.4,89,76,.,182901
182902,1244,18.3,76,65,.,182902
182903,1387,21.7,66,58,100,182903
182904,1395,20.4,76,74,.,182904
182905,.,16,86,55,-1,182905
182906,.,.,.,.,.,182906
183801,.,-1,81,82,.,183801
183901,-1,19,84,78,85,183901
183902,1535,20.6,81,68,.,183902
183904,.,19.9,69,79,69,183904
184801,-1,-1,53,50,.,184801
184901,1373,-1,80,68,.,184901
184902,1397,21.6,74,65,.,184902
184903,1494,22,78,74,80,184903
184904,1445,21.8,83,71,-1,184904
184907,1599,24.2,93,88,-1,184907
184908,1536,20.9,73,75,.,184908
184909,1490,22,98,92,-1,184909
184911,.,.,100,100,.,184911
185901,1192,18.2,68,66,.,185901
185902,-1,19.7,78,74,.,185902
185903,-1,18.9,82,64,-1,185903
185904,.,19.5,88,59,.,185904
186901,-1,-1,-1,-1,.,186901
186902,1301,17.9,74,65,.,186902
186903,1293,18.8,73,85,.,186903
187901,1293,23.4,91,57,-1,187901
187903,1190,17.6,75,50,.,187903
187904,1246,16.4,67,65,.,187904
187906,.,18.8,73,67,.,187906
187907,1348,19.4,72,59,-1,187907
187910,1439,21.1,76,78,-1,187910
188801,-1,17.4,56,54,-1,188801
188901,1437,20.1,80,67,95,188901
188902,1489,20,76,67,.,188902
188903,1281,18.5,82,70,.,188903
188904,1510,21.8,92,80,-1,188904
189901,-1,16.8,75,59,.,189901
189902,1260,16.5,68,55,.,189902
190903,1539,20.1,81,79,.,190903
191901,1531,22,88,74,88,191901
192901,1360,19.4,54,49,.,192901
193801,.,.,41,60,-1,193801
193902,-1,17.4,81,84,.,193902
194902,-1,20.3,80,81,90,194902
194903,-1,21.1,86,79,.,194903
194904,.,17.5,66,61,-1,194904
194905,-1,20,89,53,.,194905
195901,1295,19.8,71,60,.,195901
195902,1223,-1,89,84,.,195902
196901,1366,18,69,93,.,196901
196902,1474,18.4,78,50,.,196902
196903,1228,16.7,75,82,-1,196903
197902,-1,22.4,100,89,-1,197902
198901,1296,18.7,80,80,.,198901
198902,.,15.2,93,-1,.,198902
198903,1504,21.3,91,74,.,198903
198905,1264,15.9,68,53,-1,198905
198906,1459,20,93,89,-1,198906
199901,1564,23.3,90,82,67,199901
199902,1396,21,78,72,-1,199902
200901,1526,19.2,68,64,-1,200901
200902,.,18.6,95,70,.,200902
200904,1428,20.3,85,59,-1,200904
200906,.,.,.,.,.,200906
201902,1353,20.1,74,71,.,201902
201903,.,16.9,100,67,.,201903
201904,.,18,73,58,.,201904
201907,-1,18.6,53,77,.,201907
201908,1376,19.5,87,75,78,201908
201910,1677,19.9,72,67,61,201910
201913,1217,17.4,68,67,-1,201913
201914,-1,18.3,80,56,-1,201914
202903,1585,21.4,79,70,-1,202903
202905,1416,20.4,59,70,.,202905
203901,-1,18.2,50,47,84,203901
203902,-1,16.8,78,74,.,203902
204901,1340,19.4,48,49,.,204901
204904,1335,18.4,65,44,-1,204904
205901,1381,18.1,61,57,-1,205901
205902,1483,20,92,70,-1,205902
205903,1392,20.3,78,74,-1,205903
205904,1316,17.2,72,55,-1,205904
205905,1391,18.4,54,60,-1,205905
205906,1343,19.8,68,56,-1,205906
205907,1287,16.4,69,57,.,205907
206901,-1,19.7,71,66,.,206901
206902,-1,17.3,75,100,.,206902
206903,1417,18.9,71,67,.,206903
207901,.,20.3,94,74,.,207901
208901,.,-1,81,52,.,208901
208902,1479,20.1,68,60,-1,208902
208903,-1,18.2,94,100,-1,208903
209901,1408,21.7,86,78,-1,209901
209902,-1,.,60,56,.,209902
210901,1376,18.2,72,59,-1,210901
210902,-1,20.1,86,73,-1,210902
210903,-1,20.9,78,68,-1,210903
210904,1136,16.2,77,55,.,210904
210905,-1,19,84,59,70,210905
210906,.,.,.,.,.,210906
211901,.,.,.,.,.,211901
211902,-1,19,85,81,.,211902
212801,.,.,.,.,.,212801
212803,.,.,45,36,-1,212803
212804,.,.,.,.,.,212804
212901,1309,19.3,69,66,60,212901
212902,1420,21.3,87,78,.,212902
212903,1443,22.4,92,81,100,212903
212904,1529,19.8,91,81,-1,212904
212905,1415,18.9,78,64,40,212905
212906,1538,23.5,84,77,-1,212906
212909,1325,18.8,72,69,-1,212909
212910,1313,20,83,76,-1,212910
213801,1412,-1,55,44,.,213801
213901,1390,21.1,85,78,-1,213901
214901,1339,16.7,78,61,-1,214901
214902,-1,17.7,56,72,82,214902
214903,1415,17.6,73,52,-1,214903
215901,1360,21.4,85,66,-1,215901
216901,.,18.1,71,71,-1,216901
217901,-1,18.9,95,82,.,217901
218901,-1,19.1,88,58,.,218901
219901,-1,20.9,90,81,.,219901
219903,-1,18.8,86,62,-1,219903
219905,.,16.4,83,71,.,219905
220801,1346,-1,81,76,.,220801
220802,.,.,100,.,.,220802
220804,1191,14.5,28,27,.,220804
220809,1632,22.3,95,98,.,220809
220810,1736,26.1,82,92,.,220810
220811,.,.,.,.,.,220811
220812,-1,-1,40,-1,-1,220812
220813,1572,24.5,90,81,.,220813
220814,.,.,71,.,.,220814
220815,.,.,.,.,.,220815
220816,.,20.7,89,80,.,220816
220817,.,.,47,77,.,220817
220818,.,.,37,53,.,220818
220901,1448,20.9,75,67,68,220901
220902,1464,21.8,83,75,53,220902
220904,1253,16.8,84,60,67,220904
220905,1329,18.2,70,54,49,220905
220906,1621,24.3,88,88,63,220906
220907,1546,23.1,91,89,58,220907
220908,1439,20.9,80,79,56,220908
220910,1246,20.1,64,53,-1,220910
220912,1364,19.9,76,66,45,220912
220914,1427,20,75,71,.,220914
220915,1411,21.7,82,68,-1,220915
220916,1484,21.8,93,85,94,220916
220917,1377,19.8,72,71,-1,220917
220918,1460,21.2,83,74,89,220918
220919,1723,26.1,99,96,-1,220919
220920,1362,19.8,73,69,-1,220920
221801,1558,.,72,76,88,221801
221901,1411,20.7,78,68,100,221901
221904,1540,20.4,79,74,.,221904
221905,.,18.2,86,92,.,221905
221911,1525,22.6,89,82,.,221911
221912,1527,22.9,96,90,-1,221912
222901,.,20.1,-1,89,.,222901
223901,1375,18.4,51,55,64,223901
223902,-1,19.4,90,67,.,223902
223904,-1,20.3,88,100,.,223904
224901,.,20,85,80,.,224901
224902,-1,19.9,89,64,.,224902
225902,1499,19.5,69,55,-1,225902
225905,.,.,.,.,.,225905
225906,1495,19.3,89,82,89,225906
225907,.,.,100,.,.,225907
226801,.,.,90,74,.,226801
226901,-1,20,90,73,.,226901
226903,1484,20.5,77,65,82,226903
226905,-1,21.9,94,82,.,226905
226906,1592,22.9,99,92,.,226906
226907,1296,20.7,80,71,-1,226907
226908,.,19.1,80,80,.,226908
227801,1311,.,-1,-1,.,227801
227803,.,.,94,69,.,227803
227804,1570,22.9,96,87,.,227804
227805,.,.,100,71,.,227805
227806,.,.,22,35,-1,227806
227814,1706,-1,97,93,-1,227814
227816,1452,20,95,84,.,227816
227817,.,.,-1,.,.,227817
227818,1160,.,12,23,.,227818
227819,.,.,.,.,.,227819
227820,1338,17.4,92,75,.,227820
227821,.,.,.,.,.,227821
227824,.,.,74,52,.,227824
227825,.,.,.,.,.,227825
227901,1496,21.4,80,70,84,227901
227904,1419,20.3,81,76,88,227904
227907,1251,16.9,70,56,-1,227907
227909,1763,26.6,99,97,83,227909
227910,1286,17.4,79,52,-1,227910
227912,1503,21.2,87,87,.,227912
227913,1653,25.2,95,91,-1,227913
228901,1429,20.9,76,54,-1,228901
228903,1328,17.2,78,63,-1,228903
228904,1484,-1,50,38,.,228904
228905,1277,-1,76,72,.,228905
229901,1381,22.6,69,63,.,229901
229903,1385,20.5,84,73,-1,229903
229904,1461,23.3,77,46,.,229904
229905,.,17,69,54,.,229905
229906,-1,20.4,67,64,.,229906
230901,1329,18.3,95,71,-1,230901
230902,1474,19.3,82,75,-1,230902
230903,1360,18.6,93,73,84,230903
230904,-1,19,77,78,-1,230904
230905,1516,21.4,74,71,.,230905
230906,1348,20,84,77,-1,230906
230908,1613,21.5,74,67,.,230908
231901,.,17.4,65,52,-1,231901
231902,.,19.5,89,70,.,231902
232901,-1,.,100,90,.,232901
232902,1297,18.2,62,56,-1,232902
232903,1284,16.3,53,50,83,232903
232904,1633,24.9,89,93,94,232904
233901,1350,18.6,78,65,-1,233901
233903,1402,-1,92,92,.,233903
234801,.,.,-1,56,-1,234801
234902,1509,21.9,90,78,-1,234902
234903,1503,21.3,80,61,91,234903
234904,1374,20.4,78,75,83,234904
234905,1439,22.3,100,92,-1,234905
234906,1487,21.9,86,70,75,234906
234907,1527,21.9,67,61,-1,234907
234909,.,19.6,76,82,71,234909
235901,1294,.,78,62,-1,235901
235902,1400,20.5,58,60,90,235902
235904,.,.,.,.,.,235904
236801,.,.,-1,-1,.,236801
236901,1489,19.6,88,83,.,236901
236902,1376,18.2,72,61,-1,236902
237902,1224,17.1,61,53,76,237902
237904,1411,19.1,80,76,-1,237904
237905,1426,18.2,76,50,.,237905
238902,1484,20.5,60,49,36,238902
238904,.,16.8,64,-1,.,238904
239901,1493,19.3,80,69,60,239901
239903,1275,17.5,89,50,.,239903
240801,1090,16.1,45,29,.,240801
240901,1224,16.9,58,43,80,240901
240903,1328,18.1,75,67,89,240903
240904,1356,19.8,84,63,.,240904
241901,1353,19.4,55,63,.,241901
241902,1473,20.9,83,74,.,241902
241903,1342,20.3,67,70,75,241903
241904,1368,19,72,62,.,241904
241906,1442,18,91,85,.,241906
242902,.,21.4,76,60,84,242902
242903,-1,18.9,81,64,-1,242903
242905,.,-1,64,58,.,242905
242906,.,-1,89,100,.,242906
243801,1430,-1,73,67,60,243801
243901,1520,21,85,74,.,243901
243902,.,19.7,79,68,.,243902
243903,1464,21,85,72,-1,243903
243905,1456,20.7,78,67,79,243905
243906,1418,20.3,77,80,.,243906
244901,.,-1,88,71,.,244901
244903,1432,19.9,84,66,.,244903
244905,-1,18.9,94,84,.,244905
245901,1216,.,85,63,.,245901
245902,1448,17.6,71,54,-1,245902
245903,1149,15.7,72,59,-1,245903
245904,1313,19.4,85,83,.,245904
246801,.,.,98,96,.,246801
246902,1459,20.7,69,68,.,246902
246904,1554,23,88,76,80,246904
246905,1432,19.4,85,64,.,246905
246906,1395,19.5,71,68,-1,246906
246907,1452,20.2,79,76,-1,246907
246908,1507,22.5,89,85,-1,246908
246909,1599,24,89,84,94,246909
246911,1391,18.4,72,70,-1,246911
246912,1375,18.2,81,68,.,246912
246913,1546,23.2,90,88,67,246913
246914,.,.,-1,.,.,246914
247901,1389,20.2,83,73,83,247901
247903,1463,22.2,76,76,-1,247903
247904,1467,23.6,84,59,.,247904
247906,1412,17.4,78,54,-1,247906
248901,-1,19.2,65,61,-1,248901
248902,-1,20.5,68,63,-1,248902
249901,1443,21.9,80,80,.,249901
249902,1411,20.4,68,59,.,249902
249903,1394,21.1,81,61,-1,249903
249904,1378,20.4,92,77,.,249904
249905,1466,21.1,81,76,-1,249905
249906,1490,22,78,81,-1,249906
249908,1391,20.9,83,90,.,249908
250902,1489,21.6,72,61,-1,250902
250903,1407,20.5,69,70,-1,250903
250904,1300,19,80,68,-1,250904
250905,.,16.4,76,79,.,250905
250906,1436,20.6,77,70,83,250906
250907,1638,21.8,97,86,-1,250907
251901,1548,19.8,80,80,-1,251901
251902,-1,21.6,68,75,.,251902
252901,1531,21.2,90,68,-1,252901
252902,1536,24.8,100,100,-1,252902
252903,-1,18,81,82,-1,252903
253901,-1,17.6,66,50,-1,253901
254901,1478,18.3,56,49,-1,254901
254902,-1,15.1,64,48,.,254902
