,SAT_avg,ACT_avg,EOC_alg1_avg,EOC_eng1_avg,EOC_his_avg,DISTRICT
145901,1428,20.2,74,78,96,145901
145902,1341,19.2,93,82,91,145902
145906,1297,20.3,87,78,67,145906
145907,-1,17.6,78,93,91,145907
145911,1436,19.8,79,71,84,145911
146901,1242,16.4,67,56,86,146901
146902,1375,18.3,85,69,80,146902
146903,.,.,100,.,.,146903
146904,1425,18.7,84,76,88,146904
146905,1292,17.2,100,79,84,146905
146906,1370,19.1,83,63,88,146906
146907,1446,18.4,80,71,100,146907
147901,-1,.,95,59,84,147901
147902,1399,19.3,71,69,87,147902
147903,-1,18.4,80,65,84,147903
148901,.,19.6,89,79,87,148901
148902,.,20.6,89,70,91,148902
148903,-1,-1,77,80,88,148903
148905,.,21.3,92,64,100,148905
149901,1519,19.4,76,66,91,149901
149902,1562,21.6,73,63,94,149902
150901,1428,23.3,91,84,92,150901
152802,.,.,.,.,.,152802
152803,-1,-1,37,46,75,152803
152901,1287,20.3,73,67,90,152901
152902,1351,18.1,79,77,92,152902
152903,1414,17.7,89,61,90,152903
152906,1477,21.6,92,83,94,152906
152907,1462,22.3,86,77,95,152907
152908,1313,17.9,84,79,94,152908
152909,1566,21.6,93,90,93,152909
152910,1441,21.1,92,77,96,152910
153903,.,19.2,86,82,90,153903
153904,1434,20.6,89,79,93,153904
153905,-1,17.8,93,94,100,153905
153907,-1,16.3,-1,43,100,153907
154901,1354,18.1,90,72,90,154901
154903,1374,20.4,70,79,83,154903
155901,-1,19.3,77,65,82,155901
156902,1416,22.2,80,71,87,156902
156905,-1,22.7,100,100,94,156905
157901,1539,22.1,93,82,98,157901
158901,1349,22.5,68,61,86,158901
158902,1257,17.7,76,70,93,158902
158904,.,.,.,.,.,158904
158905,1289,17.3,86,77,92,158905
158906,1389,19.2,78,70,96,158906
159901,1300,19.4,80,69,94,159901
160901,1456,19.5,79,77,92,160901
160904,.,20.4,71,62,87,160904
160905,-1,-1,67,59,88,160905
161801,.,.,.,.,.,161801
161802,1499,21,95,92,100,161802
161807,1418,18.6,92,81,96,161807
161901,1483,22.3,95,96,98,161901
161903,1559,23.5,92,90,96,161903
161906,1287,17,60,49,83,161906
161907,1485,21.8,96,81,98,161907
161908,1413,18.8,82,79,96,161908
161909,1466,20,89,89,95,161909
161910,1384,19.1,92,87,98,161910
161912,1492,20.4,77,74,96,161912
161914,1288,17.4,56,48,76,161914
161916,1448,20.3,89,84,99,161916
161918,1520,21.6,88,82,88,161918
161919,1477,21.6,74,68,84,161919
161920,1535,22.3,91,93,98,161920
161921,1338,20.7,80,65,85,161921
161922,1471,21.8,85,83,96,161922
161923,1582,22.1,90,83,93,161923
161924,.,.,.,-1,.,161924
161925,1249,.,100,70,100,161925
162904,1542,19.7,100,86,100,162904
163901,1348,19.7,85,67,94,163901
163902,1303,18.9,86,78,87,163902
163903,1285,16.9,72,63,86,163903
163904,1403,20.3,78,62,95,163904
163908,1452,20.6,83,71,94,163908
164901,.,21.3,71,61,79,164901
165802,.,.,.,.,.,165802
165901,1460,20.4,68,60,86,165901
165902,1459,19.3,83,78,85,165902
166901,1324,19.1,77,63,89,166901
166902,.,.,.,.,.,166902
166903,-1,21,92,64,92,166903
166904,1336,20.4,85,72,93,166904
166905,1416,20.4,89,68,96,166905
166907,1342,-1,53,43,76,166907
167901,1387,19.8,92,76,97,167901
167902,.,-1,100,86,90,167902
167904,-1,-1,90,100,93,167904
168901,-1,19.8,82,76,75,168901
168902,.,16,77,47,85,168902
168903,1210,-1,96,70,84,168903
169901,1414,21.4,96,81,93,169901
169902,1340,19.8,97,83,94,169902
169906,1380,-1,84,70,75,169906
169908,.,.,.,.,.,169908
169909,-1,-1,100,92,-1,169909
169910,-1,21.5,90,89,83,169910
169911,1474,20.3,82,83,92,169911
170801,.,.,.,.,.,170801
170902,1567,23.5,89,80,96,170902
170903,1526,23.2,94,88,97,170903
170904,1391,20,81,64,92,170904
170906,1477,22.2,86,79,94,170906
170907,1434,18.8,69,63,91,170907
170908,1402,20.3,73,66,88,170908
171901,1506,19.6,75,59,89,171901
171902,-1,20.5,80,67,92,171902
172902,1492,19.1,82,78,86,172902
172905,1307,19.7,89,93,97,172905
173901,.,17.9,91,57,83,173901
174801,.,.,.,.,.,174801
174901,1328,18.4,81,74,92,174901
174902,1491,20.4,96,87,95,174902
174903,-1,20.1,96,75,100,174903
174904,1469,20.3,65,60,52,174904
174906,1404,19.3,93,77,100,174906
174908,1536,22.9,87,80,96,174908
174909,-1,17.6,100,77,96,174909
174910,.,.,-1,.,.,174910
174911,1630,24,100,74,96,174911
175902,1415,18.6,89,75,96,175902
175903,1317,18.2,68,58,87,175903
175904,1308,19,87,79,83,175904
175905,1480,18.5,83,74,80,175905
175907,-1,17.7,76,53,93,175907
175910,1429,22.4,92,79,98,175910
175911,1356,18.3,74,64,78,175911
176901,-1,-1,54,52,85,176901
176902,1307,17,77,58,75,176902
176903,1383,21,80,65,92,176903
177901,-1,20.4,94,83,90,177901
177902,1420,21.7,63,66,92,177902
177903,-1,20,83,58,100,177903
177905,-1,22.8,100,100,100,177905
178801,.,.,89,63,-1,178801
178807,.,.,33,.,.,178807
178808,.,.,100,.,.,178808
178901,-1,19.7,88,71,81,178901
178902,1359,18.6,85,75,95,178902
178903,1449,21.8,91,87,98,178903
178904,1355,18.7,82,62,89,178904
178905,.,.,100,.,.,178905
178906,-1,.,93,92,98,178906
178908,1577,22,97,84,100,178908
178909,-1,16.9,69,55,83,178909
178912,1439,21,88,77,94,178912
178913,-1,17,79,73,95,178913
178914,1495,22,88,81,97,178914
178915,1167,16,80,57,80,178915
179901,-1,20,84,72,84,179901
180901,-1,19.1,75,69,100,180901
180902,-1,20.4,96,76,93,180902
180903,-1,21.7,75,38,100,180903
180904,.,.,.,.,.,180904
181901,1422,23.9,93,80,97,181901
181905,1448,23.5,94,70,93,181905
181906,1210,17.4,74,65,85,181906
181907,1420,21.5,83,72,85,181907
181908,1442,21.3,84,73,89,181908
182901,-1,21.3,82,80,93,182901
182902,1316,.,77,79,84,182902
182903,1348,20.8,70,63,90,182903
182904,1462,21.1,92,94,100,182904
182905,1502,.,80,69,77,182905
182906,.,.,.,.,.,182906
183801,-1,21.8,86,74,94,183801
183901,1474,20,94,78,72,183901
183902,1454,20.7,81,72,94,183902
183904,.,19.6,83,83,86,183904
184801,-1,.,56,74,79,184801
184901,1319,-1,84,71,85,184901
184902,1450,21.8,84,67,93,184902
184903,1465,20.9,83,80,95,184903
184904,1393,19.4,89,78,95,184904
184907,1592,24.1,96,93,96,184907
184908,1529,21.8,91,85,97,184908
184909,1522,22.9,99,92,98,184909
184911,.,.,100,.,.,184911
185901,-1,18.5,79,68,84,185901
185902,1514,19.8,83,83,98,185902
185903,-1,19.4,78,66,83,185903
185904,-1,21.3,78,62,85,185904
186901,-1,.,94,-1,100,186901
186902,1267,17.7,82,67,93,186902
186903,1320,20,94,84,100,186903
187901,1327,17.2,83,69,83,187901
187903,-1,16.7,89,67,78,187903
187904,1313,16.5,66,80,93,187904
187906,-1,16.6,43,57,73,187906
187907,1413,20,86,63,85,187907
187910,1398,-1,83,70,95,187910
188901,1351,20,85,74,88,188901
188902,-1,20.7,87,68,95,188902
188903,1333,19.9,83,87,91,188903
188904,1530,22.2,87,82,99,188904
189901,.,18.8,66,55,79,189901
189902,1194,16.5,85,66,71,189902
190903,1477,21,88,81,92,190903
191901,1529,22.3,85,80,95,191901
192901,-1,18.8,74,46,61,192901
193801,.,.,45,-1,-1,193801
193902,-1,20.2,87,95,100,193902
194902,.,20.4,85,89,-1,194902
194903,1498,20.4,95,74,86,194903
194904,.,16.1,78,75,83,194904
194905,-1,20,83,77,93,194905
195901,1315,17.6,75,63,76,195901
195902,1280,17.3,92,83,92,195902
196901,-1,.,75,70,83,196901
196902,1440,18.6,88,76,82,196902
196903,1325,18.5,80,48,96,196903
197902,-1,22.4,100,88,93,197902
198901,1291,18.2,91,90,100,198901
198902,.,17.2,45,44,62,198902
198903,1417,20.1,95,85,99,198903
198905,1223,16.9,46,44,75,198905
198906,1502,-1,100,98,95,198906
199901,1551,22.9,91,84,97,199901
199902,1421,21.6,86,77,95,199902
200901,-1,20.4,79,62,82,200901
200902,-1,19.8,92,75,100,200902
200904,1355,20.1,88,59,94,200904
200906,.,.,.,.,.,200906
201902,1510,20.8,78,70,92,201902
201903,.,17,100,-1,100,201903
201904,.,-1,83,90,100,201904
201907,-1,20.4,89,75,89,201907
201908,1291,20.4,45,53,74,201908
201910,1456,20.2,82,73,90,201910
201913,1373,19,81,70,96,201913
201914,-1,17.8,88,62,97,201914
202903,1506,22.2,88,79,89,202903
202905,1343,19.9,65,64,85,202905
203901,1292,18,61,45,50,203901
203902,.,18,77,65,100,203902
204901,1344,19.1,72,70,92,204901
204904,1331,18.7,78,63,92,204904
205901,1301,16.3,61,63,83,205901
205902,1441,19.5,82,76,93,205902
205903,1359,20.6,83,77,90,205903
205904,1209,15.9,80,60,89,205904
205905,1341,18,80,80,92,205905
205906,1272,17.6,74,61,88,205906
205907,-1,16.1,76,54,88,205907
206901,-1,20.5,80,81,86,206901
206902,-1,18.4,79,86,86,206902
206903,1246,17.4,69,64,78,206903
207901,-1,21.4,91,75,97,207901
208901,.,-1,82,79,88,208901
208902,-1,20.9,67,60,66,208902
208903,-1,20.7,100,93,93,208903
209901,1468,22,93,87,100,209901
209902,-1,.,67,70,-1,209902
210901,1208,17.7,76,57,89,210901
210902,-1,21,82,91,94,210902
210903,.,19.5,88,79,87,210903
210904,1148,15.1,78,65,76,210904
210905,-1,21,88,70,50,210905
210906,.,.,.,.,.,210906
211901,.,.,.,.,.,211901
211902,.,20.2,95,86,100,211902
212801,.,.,100,.,.,212801
212804,.,.,95,.,.,212804
212901,1378,19.3,81,71,82,212901
212902,1469,22.3,90,84,85,212902
212903,1479,22.2,95,90,98,212903
212904,1449,20.7,95,89,92,212904
212905,1391,19.8,76,63,90,212905
212906,1484,21.8,86,79,89,212906
212909,1285,18.7,84,71,85,212909
212910,1335,20.9,79,74,88,212910
213801,-1,-1,57,78,78,213801
213901,1419,20.1,95,87,96,213901
214901,1369,17.1,86,67,94,214901
214902,-1,18.4,92,82,100,214902
214903,.,17.4,79,60,90,214903
215901,1399,20.9,86,68,89,215901
216901,-1,22.5,64,41,84,216901
217901,-1,21.3,82,73,96,217901
218901,1594,19.6,78,69,87,218901
219901,-1,23.3,96,96,88,219901
219903,-1,20.3,76,70,93,219903
219905,.,19.3,71,53,86,219905
220801,-1,.,81,85,88,220801
220802,.,.,96,.,.,220802
220809,1594,22.9,100,96,100,220809
220810,1737,25.7,99,100,100,220810
220811,.,.,.,.,.,220811
220814,.,.,93,.,.,220814
220815,.,.,.,.,.,220815
220816,1600,21.6,97,89,98,220816
220817,.,.,82,83,96,220817
220818,1224,19.5,-1,73,-1,220818
220901,1433,20.7,74,65,89,220901
220902,1468,21.4,84,75,93,220902
220904,1225,16.4,86,69,93,220904
220905,1232,17.9,73,62,86,220905
220906,1624,24.5,89,86,95,220906
220907,1549,23.1,92,89,97,220907
220908,1456,21.3,85,78,94,220908
220910,1280,17.4,77,64,89,220910
220912,1335,18.6,73,66,89,220912
220914,1445,21.3,81,77,96,220914
220915,1446,22,82,70,88,220915
220916,1501,21.9,93,86,98,220916
220917,1281,17.6,75,62,88,220917
220918,1421,20.5,85,74,95,220918
220919,1740,26.6,99,98,100,220919
220920,1372,20.3,82,68,92,220920
221801,1541,24.3,76,80,92,221801
221901,1403,20.4,84,69,92,221901
221904,1398,19.8,77,78,82,221904
221905,-1,20.8,81,69,100,221905
221911,1514,23.4,95,88,98,221911
221912,1532,23.7,96,88,84,221912
222901,1528,20.7,81,87,87,222901
223901,1187,16.4,70,49,61,223901
223902,-1,17.1,90,81,89,223902
223904,-1,20.4,86,75,85,223904
224901,-1,21.1,89,80,90,224901
224902,.,-1,75,-1,100,224902
225902,1377,18.6,83,71,89,225902
225905,.,.,100,.,.,225905
225906,1602,21.6,87,81,85,225906
225907,.,.,100,.,.,225907
226801,1400,.,85,79,93,226801
226901,1532,21.8,96,93,90,226901
226903,1476,21.1,71,62,88,226903
226905,.,21.2,100,91,100,226905
226906,1567,23.2,99,91,98,226906
226907,1343,20.7,85,68,96,226907
226908,-1,22,90,84,90,226908
227803,.,.,79,58,92,227803
227804,1639,22.4,98,95,100,227804
227805,.,.,100,77,.,227805
227806,.,.,50,-1,-1,227806
227814,1723,27.6,100,93,100,227814
227816,1492,24.5,85,76,97,227816
227817,.,.,.,.,.,227817
227819,.,.,.,.,.,227819
227820,-1,19.3,91,80,96,227820
227821,.,.,.,.,.,227821
227824,.,.,83,66,87,227824
227825,.,.,88,.,.,227825
227826,.,.,.,.,.,227826
227827,.,.,.,.,.,227827
227901,1507,21.9,85,73,94,227901
227904,1413,20.1,84,73,93,227904
227907,1258,17.5,65,57,87,227907
227909,1799,27.3,99,99,99,227909
227910,1248,17.6,77,60,87,227910
227912,1482,23,86,76,98,227912
227913,1670,25.1,97,92,97,227913
228901,1415,20,80,82,98,228901
228903,1511,19.9,59,55,80,228903
228904,-1,.,85,-1,64,228904
228905,1272,-1,89,79,79,228905
229901,1297,21.3,100,94,82,229901
229903,1318,18.1,85,81,92,229903
229904,1435,19.8,87,78,71,229904
229905,1371,-1,84,79,95,229905
229906,1228,17.9,62,40,89,229906
230901,1443,20,84,63,84,230901
230902,1370,19.1,86,75,91,230902
230903,1488,21.8,81,68,65,230903
230904,.,16.9,100,89,100,230904
230905,1446,20.7,77,86,81,230905
230906,1398,21.3,93,87,95,230906
230908,1470,20.8,96,83,91,230908
231901,.,18.4,68,72,74,231901
231902,.,16.8,92,70,78,231902
232901,-1,-1,100,96,94,232901
232902,1194,18.5,82,69,91,232902
232903,1291,18.7,65,49,73,232903
232904,1510,21.6,83,86,94,232904
233901,1330,18.2,76,58,89,233901
233903,1465,25,100,100,100,233903
234801,-1,.,55,62,100,234801
234902,1549,23.8,94,83,94,234902
234903,1464,20,84,82,97,234903
234904,1325,20.3,79,78,73,234904
234905,1453,20.8,84,83,100,234905
234906,1392,21,88,78,87,234906
234907,1426,20.3,66,54,74,234907
234909,-1,21.2,81,83,-1,234909
235901,1281,17.1,67,49,88,235901
235902,1419,19.7,71,56,91,235902
235904,.,.,.,.,.,235904
236801,-1,.,-1,42,-1,236801
236901,1367,20.1,89,79,94,236901
236902,1436,19.7,72,66,85,236902
237902,1300,18.2,64,55,86,237902
237904,1380,19.6,80,72,92,237904
237905,1309,19.5,63,64,91,237905
238902,1496,19.2,71,66,78,238902
238904,1161,.,100,85,100,238904
239901,1439,19.4,74,64,89,239901
239903,1394,-1,83,83,70,239903
240801,-1,.,59,49,71,240801
240901,1254,17,74,52,77,240901
240903,1317,18.6,87,73,91,240903
240904,1202,16.5,86,73,88,240904
241901,1400,21.7,89,75,91,241901
241902,1511,22,90,91,97,241902
241903,1368,21,71,81,50,241903
241904,1371,18.9,75,75,92,241904
241906,1457,19.5,78,77,94,241906
242902,.,18.6,46,51,83,242902
242903,.,18.4,80,63,93,242903
242905,.,19.8,86,67,.,242905
242906,.,19.1,67,73,100,242906
243801,1450,20.7,75,88,92,243801
243901,1521,22.2,85,74,93,243901
243902,1484,19,97,84,89,243902
243903,1419,21.2,92,74,98,243903
243905,1420,20.2,79,67,87,243905
243906,1404,19.9,84,78,90,243906
244901,-1,-1,83,-1,100,244901
244903,1638,19.3,80,73,91,244903
244905,.,20.8,93,64,75,244905
245901,1350,18.3,71,59,97,245901
245902,1343,17.5,78,69,74,245902
245903,1056,16.8,76,60,89,245903
245904,1399,18.6,88,65,91,245904
246801,.,.,92,96,100,246801
246902,1427,-1,69,62,88,246902
246904,1544,22.7,89,77,95,246904
246905,1331,18.3,87,82,93,246905
246906,1373,20.4,83,79,95,246906
246907,1469,21.4,79,74,97,246907
246908,1524,24,90,86,97,246908
246909,1614,23.9,91,85,97,246909
246911,1387,19,81,64,89,246911
246912,1479,20.8,78,74,90,246912
246913,1589,23.6,92,89,97,246913
246914,.,.,100,.,.,246914
247901,1378,19.2,80,73,93,247901
247903,1430,20.6,90,76,90,247903
247904,1427,20.9,97,93,95,247904
247906,1368,21.8,86,80,96,247906
248901,.,18.8,78,62,88,248901
248902,.,19.8,88,83,77,248902
249901,1442,20.5,85,86,79,249901
249902,1388,20.1,80,77,98,249902
249903,1426,20,79,75,87,249903
249904,1413,18.7,87,77,78,249904
249905,1462,21.8,84,82,95,249905
249906,1452,21.3,92,81,89,249906
249908,1320,-1,100,93,89,249908
250902,1369,18.4,80,75,90,250902
250903,1464,20.7,72,79,78,250903
250904,1484,21.5,84,90,91,250904
250905,-1,20.4,92,78,96,250905
250906,1416,19.5,90,79,88,250906
250907,-1,20.5,91,79,94,250907
251901,1351,19.2,93,83,90,251901
251902,-1,17.9,88,84,96,251902
252901,1437,21.4,89,74,88,252901
252902,-1,-1,100,88,93,252902
252903,-1,19.4,79,78,100,252903
253901,-1,16.9,68,51,68,253901
254901,1457,18,60,51,79,254901
254902,1318,17.8,83,81,88,254902
