,gr6_ela_avg,gr7_ela_avg,gr7_writ_avg,gr8_ela_avg,gr8_sci_avg,CAMPUS,DISTRICT
108906043,65,68,68,80,52,108906043,108906
108906044,64,53,55,80,60,108906044,108906
108906045,79,79,76,91,72,108906045,108906
108906046,80,73,67,92,68,108906046,108906
108906047,88,85,76,95,83,108906047,108906
108906048,88,86,85,92,77,108906048,108906
108908041,75,71,73,90,67,108908041,108908
108908042,61,65,65,81,57,108908042,108908
108908043,66,70,70,81,73,108908043,108908
108908044,69,65,75,95,70,108908044,108908
108909041,69,60,68,74,63,108909041,108909
108909042,66,56,56,73,59,108909042,108909
108909043,64,61,61,76,62,108909043,108909
108909044,59,61,61,77,67,108909044,108909
108909045,60,57,63,73,69,108909045,108909
108909046,57,61,63,70,65,108909046,108909
108909047,57,55,63,69,65,108909047,108909
108909048,58,59,61,78,63,108909048,108909
108910041,52,64,73,74,68,108910041,108910
108912041,67,65,65,84,77,108912041,108912
108912042,76,65,65,81,62,108912042,108912
108912043,55,52,52,71,71,108912043,108912
108912044,76,71,69,82,67,108912044,108912
108912045,59,62,64,71,64,108912045,108912
108912046,70,60,60,79,63,108912046,108912
108912048,54,49,50,75,65,108912048,108912
108912049,54,52,44,68,70,108912049,108912
108913041,56,68,76,82,73,108913041,108913
108913042,62,57,59,80,65,108913042,108913
108913043,76,71,72,85,79,108913043,108913
108913044,70,65,69,88,63,108913044,108913
108914041,34,69,75,90,48,108914041,108914
108915041,54,63,79,77,48,108915041,108915
109904041,.,74,80,88,54,109904041,109904
109905041,69,85,74,91,59,109905041,109905
109907041,86,84,71,96,66,109907041,109907
109911041,72,65,67,90,80,109911041,109911
110902041,77,76,68,90,72,110902041,110902
110907041,85,96,92,98,96,110907041,110907
111901041,64,66,55,80,68,111901041,111901
111901042,80,78,73,91,83,111901042,111901
111903041,80,91,88,92,80,111903041,111903
112901041,79,84,82,93,63,112901041,112901
113901041,76,69,69,88,71,113901041,113901
113902041,50,61,53,95,65,113902041,113902
114902041,70,64,70,84,59,114902041,114902
115901041,53,75,64,68,48,115901041,115901
116901041,88,87,90,97,88,116901041,116901
116902041,91,91,100,100,88,116902041,116902
116903043,64,70,67,80,60,116903043,116903
116905041,.,71,64,86,73,116905041,116905
116906041,93,87,95,96,75,116906041,116906
116908041,65,68,54,82,49,116908041,116908
116909041,81,87,76,98,88,116909041,116909
116915041,85,90,72,92,67,116915041,116915
117901041,62,74,69,85,76,117901041,117901
117903041,80,74,82,86,54,117903041,117903
117904041,83,74,69,90,52,117904041,117904
119902041,68,77,70,88,50,119902041,119902
120901042,84,70,58,88,60,120901042,120901
120902041,82,68,63,86,70,120902041,120902
120905041,87,92,83,99,99,120905041,120905
121903041,79,80,73,88,69,121903041,121903
121904043,59,72,65,78,66,121904043,121904
121906041,97,94,88,97,88,121906041,121906
123803041,70,100,77,100,88,123803041,123803
123907041,56,58,58,83,63,123907041,123907
123907043,57,67,61,71,65,123907043,123907
123908041,90,78,69,92,73,123908041,123908
123908042,84,87,83,86,73,123908042,123908
123910042,47,41,44,67,35,123910042,123910
123910043,51,53,50,66,35,123910043,123910
123910045,51,62,49,72,39,123910045,123910
123910046,81,89,87,97,78,123910046,123910
123910047,76,83,80,95,67,123910047,123910
123910048,48,62,64,76,56,123910048,123910
124901041,54,63,66,89,70,124901041,124901
125903041,63,68,68,78,67,125903041,125903
126902041,84,79,73,97,73,126902041,126902
126903041,72,79,82,86,55,126903041,126903
126903107,65,65,67,78,52,126903107,126903
126904041,88,88,88,95,95,126904041,126904
126906041,76,88,85,97,76,126906041,126906
126907041,72,78,80,93,65,126907041,126907
126908041,72,66,45,84,62,126908041,126908
127901041,79,84,84,81,61,127901041,127901
127904041,90,77,79,96,57,127904041,127904
127906041,89,90,94,100,78,127906041,127906
128901041,74,85,75,95,90,128901041,128901
128902041,87,72,57,75,68,128902041,128902
129901041,83,85,87,94,80,129901041,129901
129904041,74,73,64,91,51,129904041,129904
130902041,84,85,86,92,59,130902041,130902
133901041,69,71,67,93,61,133901041,133901
133904042,85,74,69,95,77,133904042,133904
134901041,45,75,67,87,64,134901041,134901
136901041,88,81,73,93,58,136901041,136901
139905041,89,98,95,91,72,139905041,139905
139911042,91,83,68,93,70,139911042,139911
139912041,73,81,79,97,58,139912041,139912
140904041,53,77,68,84,47,140904041,140904
140905041,79,70,63,92,46,140905041,140905
141901041,87,84,87,93,78,141901041,141901
142901041,54,64,57,82,65,142901041,142901
144901041,65,70,65,79,76,144901041,144901
144902041,86,91,87,98,86,144902041,144902
145906041,84,84,70,98,70,145906041,145906
145911041,74,94,92,80,60,145911041,145911
146903041,86,100,100,100,100,146903041,146903
146906041,78,77,74,89,73,146906041,146906
146907041,84,81,78,91,65,146907041,146907
147902042,.,72,65,81,50,147902042,147902
150901041,82,80,83,94,78,150901041,150901
152901061,53,70,58,77,61,152901061,152901
152901062,72,67,62,86,67,152901062,152901
152901063,40,40,31,61,28,152901063,152901
152901064,81,84,78,93,78,152901064,152901
152901065,94,93,93,99,90,152901065,152901
152901066,80,92,83,98,81,152901066,152901
152901067,71,72,58,90,70,152901067,152901
152901068,45,46,36,64,54,152901068,152901
152901069,55,54,52,81,62,152901069,152901
152903042,70,69,64,82,42,152903042,152903
152906041,83,89,87,93,80,152906041,152906
152906042,88,92,88,95,83,152906042,152906
152907041,90,85,83,95,88,152907041,152907
152907042,87,89,94,94,83,152907042,152907
152907043,88,91,86,95,80,152907043,152907
152908041,69,73,66,85,72,152908041,152908
153904041,67,79,75,89,54,153904041,153904
154901041,79,75,67,91,80,154901041,154901
156902041,60,67,66,79,49,156902041,156902
158901041,72,57,58,73,52,158901041,158901
158902041,89,80,75,86,52,158902041,158902
158906041,79,69,80,82,71,158906041,158906
160901041,81,78,74,98,88,160901041,160901
161907041,89,86,84,97,79,161907041,161907
161909041,81,70,77,86,73,161909041,161909
161914043,54,59,43,72,43,161914043,161914
161914044,74,70,64,84,63,161914044,161914
161914048,38,39,30,61,32,161914048,161914
161914050,48,51,45,64,29,161914050,161914
161916042,83,86,80,97,90,161916042,161916
161918041,90,81,70,94,76,161918041,161918
161921041,56,66,61,86,74,161921041,161921
161922041,84,84,82,95,63,161922041,161922
161923041,80,76,74,88,62,161923041,161923
163901041,79,87,76,91,71,163901041,163901
163903041,63,69,57,88,67,163903041,163903
163904041,72,70,70,82,72,163904041,163904
163908042,85,80,79,93,80,163908042,163908
164901041,88,67,67,100,70,164901041,164901
165902041,70,79,73,89,71,165902041,165902
166901041,70,80,70,94,81,166901041,166901
166903041,66,62,56,78,78,166903041,166903
166904041,75,79,72,88,65,166904041,166904
166905041,79,78,78,94,62,166905041,166905
167901002,93,92,85,94,86,167901002,167901
168901041,78,73,80,93,71,168901041,168901
169901041,79,82,76,97,64,169901041,169901
169902041,85,84,57,88,69,169902041,169902
170904042,66,69,64,82,51,170904042,170904
170904043,71,76,77,95,82,170904043,170904
170906041,.,71,60,83,63,170906041,170906
170906042,.,86,80,97,82,170906042,170906
170907041,66,66,61,79,54,170907041,170907
170908041,70,70,65,86,52,170908041,170908
170908042,77,69,67,89,73,170908042,170908
170908044,77,67,62,86,56,170908044,170908
170908045,73,73,48,82,38,170908045,170908
172902041,58,68,77,93,55,172902041,172902
172905041,82,91,84,89,80,172905041,172905
174903041,96,86,86,98,91,174903041,174903
174904042,59,58,56,80,61,174904042,174904
174904043,52,56,50,78,61,174904043,174904
174906041,81,95,89,96,80,174906041,174906
174908041,82,91,82,90,72,174908041,174908
175902041,79,73,81,92,75,175902041,175902
176902041,73,68,61,80,48,176902041,176902
177902041,60,78,62,90,48,177902041,177902
178902041,81,73,71,96,84,178902041,178902
178903041,81,87,83,96,81,178903041,178903
178904041,79,76,80,87,46,178904041,178904
178904043,63,64,50,79,57,178904043,178904
178904045,70,66,58,86,55,178904045,178904
178904046,61,63,52,75,49,178904046,178904
178904047,50,38,31,73,39,178904047,178904
178904048,79,64,53,85,44,178904048,178904
178904049,68,68,66,82,65,178904049,178904
178904050,52,50,40,67,26,178904050,178904
178904052,49,54,45,68,35,178904052,178904
178904055,84,80,74,94,69,178904055,178904
178904056,78,82,74,89,55,178904056,178904
178908041,92,100,87,98,91,178908041,178908
178909041,62,61,58,77,41,178909041,178909
178912041,75,69,74,88,74,178912041,178912
178913041,73,72,77,94,81,178913041,178913
178915041,59,55,53,79,61,178915041,178915
179901041,67,61,64,81,42,179901041,179901
180901041,85,76,53,94,88,180901041,180901
181901041,85,88,82,98,85,181901041,181901
181906041,56,68,70,84,58,181906041,181906
181908041,77,73,66,91,75,181908041,181908
181908042,74,80,66,96,72,181908042,181908
184901041,82,81,73,90,81,184901041,184901
184902041,.,82,80,82,62,184902041,184902
184904041,87,77,79,85,65,184904041,184904
184908041,82,85,76,93,77,184908041,184908
184909041,89,98,93,100,88,184909041,184909
185901041,70,68,79,95,54,185901041,185901
185902041,79,89,89,90,92,185902041,185902
185903041,63,73,68,88,59,185903041,185903
186902041,63,66,70,88,68,186902041,186902
186903041,65,76,68,97,71,186903041,186903
187903041,77,62,85,77,-1,187903041,187903
187904041,60,61,61,76,32,187904041,187904
187907041,75,76,67,86,72,187907041,187907
188901041,74,80,67,92,61,188901041,188901
188901042,74,75,65,90,75,188901042,188901
188901043,89,91,85,97,92,188901043,188901
188901044,66,72,66,89,66,188901044,188901
188901045,71,71,67,84,68,188901045,188901
188901046,.,74,69,83,68,188901046,188901
188901047,63,64,59,75,69,188901047,188901
188901048,86,89,82,98,85,188901048,188901
188903041,83,69,68,86,73,188903041,188903
190903041,85,88,90,99,83,190903041,190903
192901041,60,62,58,72,55,192901041,192901
194903102,80,89,93,96,70,194903102,194903
194904042,55,75,69,88,41,194904042,194904
194905041,84,85,73,81,48,194905041,194905
195901042,75,60,62,78,55,195901042,195901
198901041,90,90,100,97,69,198901041,198901
198905042,37,56,55,65,29,198905042,198905
200901041,77,79,76,93,80,200901041,200901
200904041,63,71,65,80,54,200904041,200904
201902041,87,77,82,86,70,201902041,201902
201904041,94,79,79,83,65,201904041,201904
201910041,70,82,88,98,65,201910041,201910
201914041,86,82,76,85,63,201914041,201914
204901041,78,69,67,82,52,204901041,204901
204904041,66,68,50,78,63,204904041,204904
205901041,65,68,54,82,46,205901041,205901
205904041,59,38,34,68,28,205904041,205904
205905041,78,78,83,81,70,205905041,205905
205906041,65,63,60,75,58,205906041,205906
205907041,66,65,70,87,61,205907041,205907
208902041,52,51,49,78,51,208902041,208902
210901041,69,69,58,81,57,210901041,210901
210902041,83,90,88,97,66,210902041,210902
210905041,86,93,82,90,69,210905041,210905
212801041,77,81,73,94,56,212801041,212801
212901041,79,78,82,91,67,212901041,212901
212904041,83,83,69,96,89,212904041,212904
212905041,56,58,52,71,52,212905041,212905
212905042,46,57,49,68,44,212905042,212905
212905043,62,73,70,82,55,212905043,212905
212905044,85,82,80,91,60,212905044,212905
212905045,82,80,79,91,82,212905045,212905
212905047,70,60,53,80,50,212905047,212905
212909042,77,74,74,86,66,212909042,212909
212910041,73,77,65,93,69,212910041,212910
213901041,93,93,89,97,75,213901041,213901
214901041,59,60,66,75,52,214901041,214901
214901042,68,55,64,79,70,214901042,214901
214901044,68,73,81,85,60,214901044,214901
214903041,70,75,83,83,66,214903041,214903
214903042,65,60,66,74,66,214903042,214903
218901041,84,81,73,94,76,218901041,218901
219903041,79,81,78,96,74,219903041,219903
220802040,93,93,95,99,56,220802040,220802
220816041,82,91,88,98,85,220816041,220816
220901054,.,.,.,.,.,220901054,220901
220902041,67,63,58,82,70,220902041,220902
220902042,78,77,71,88,74,220902042,220902
220902043,67,71,65,83,65,220902043,220902
220902044,80,78,75,91,78,220902044,220902
220902045,79,80,80,95,78,220902045,220902
220902046,89,91,91,98,90,220902046,220902
220902047,88,94,92,99,84,220902047,220902
220905018,.,.,.,.,.,220905018,220905
220905042,55,51,56,74,62,220905042,220905
220905044,69,62,63,78,62,220905044,220905
220905045,.,49,42,67,55,220905045,220905
220905047,65,57,57,67,42,220905047,220905
220905048,54,63,58,76,63,220905048,220905
220905049,68,59,50,86,69,220905049,220905
220905050,.,81,80,89,79,220905050,220905
220905051,61,58,46,68,55,220905051,220905
220905052,69,70,62,79,61,220905052,220905
220905053,72,78,74,75,60,220905053,220905
220905054,55,50,52,67,44,220905054,220905
220905055,90,90,79,89,86,220905055,220905
220905056,64,69,61,82,63,220905056,220905
220905058,83,82,78,87,75,220905058,220905
220905059,55,54,49,61,59,220905059,220905
220905060,.,64,57,84,54,220905060,220905
220905061,60,63,55,80,71,220905061,220905
220905070,54,53,51,60,43,220905070,220905
220906041,83,80,77,93,73,220906041,220906
220906042,96,100,95,99,93,220906042,220906
220906043,92,92,88,97,95,220906043,220906
220906044,87,87,87,94,76,220906044,220906
220917041,64,68,69,84,56,220917041,220917
220918041,78,82,78,94,72,220918041,220918
220918042,83,86,85,96,86,220918042,220918
220918043,84,80,84,96,86,220918043,220918
220918044,76,74,78,91,71,220918044,220918
220918045,82,78,68,90,73,220918045,220918
221801034,90,97,97,98,87,221801034,221801
221801053,88,91,92,98,74,221801053,221801
221901044,73,72,62,86,72,221901044,221901
221901045,71,67,59,92,66,221901045,221901
221901047,67,73,67,90,75,221901047,221901
221901048,69,78,72,89,70,221901048,221901
221911041,88,86,77,96,76,221911041,221911
223901041,67,63,53,79,60,223901041,223901
225906041,86,88,77,98,75,225906041,225906
226903042,79,72,66,87,75,226903042,226903
226903043,77,76,68,86,72,226903043,226903
226903045,68,62,63,78,56,226903045,226903
226906041,99,100,96,100,77,226906041,226906
226907041,65,64,58,82,63,226907041,226907
227825001,73,62,54,93,93,227825001,227825
227901043,82,68,66,84,69,227901043,227901
227901044,87,88,88,95,85,227901044,227901
227901045,88,82,74,92,80,227901045,227901
227901046,54,48,40,75,60,227901046,227901
227901047,84,90,81,93,83,227901047,227901
227901051,55,43,39,76,68,227901051,227901
227901052,90,87,84,98,88,227901052,227901
227901053,51,48,46,77,72,227901053,227901
227901054,70,70,58,83,67,227901054,227901
227901055,62,47,46,70,70,227901055,227901
227901057,78,72,59,90,66,227901057,227901
227901058,58,52,44,76,60,227901058,227901
227901059,92,90,81,94,81,227901059,227901
227901060,86,85,73,94,74,227901060,227901
227901061,71,64,53,85,54,227901061,227901
227901062,97,96,96,100,99,227901062,227901
227901064,60,63,55,75,63,227901064,227901
227901065,54,60,55,79,69,227901065,227901
227904041,80,73,57,92,73,227904041,227904
227904042,79,77,64,90,78,227904042,227904
227904043,86,86,81,93,80,227904043,227904
227904045,71,71,59,87,68,227904045,227904
227904046,87,94,88,97,82,227904046,227904
227904048,86,85,76,92,82,227904048,227904
227907041,59,58,51,79,68,227907041,227907
227907042,65,68,62,80,51,227907042,227907
227909041,97,98,98,100,93,227909041,227909
227909042,98,98,97,99,95,227909042,227909
227910041,66,70,63,86,69,227910041,227910
227910042,65,66,63,80,74,227910042,227910
227910043,62,55,54,77,61,227910043,227910
227913041,97,96,95,100,95,227913041,227913
227913042,96,94,90,98,96,227913042,227913
228903041,53,71,48,77,30,228903041,228903
229903041,84,86,86,90,76,229903041,229903
229904041,78,75,59,94,71,229904041,229904
230901041,68,71,65,98,64,230901041,230901
230903041,76,80,82,86,41,230903041,230903
230905041,82,85,91,97,88,230905041,230905
230906041,79,70,65,97,67,230906041,230906
232902041,61,71,60,81,33,232902041,232902
234902041,90,87,86,96,84,234902041,234902
234903041,89,89,80,98,79,234903041,234903
234904041,83,83,76,93,73,234904041,234904
234909041,100,75,75,100,71,234909041,234909
235901041,63,61,46,76,50,235901041,235901
235902041,63,57,63,81,63,235902041,235902
235902042,56,63,60,75,52,235902042,235902
235902043,70,77,74,89,73,235902043,235902
235902044,79,86,88,91,79,235902044,235902
235902045,.,.,.,.,.,235902045,235902
236901042,75,70,66,94,66,236901042,236901
236902048,100,94,94,100,80,236902048,236902
237902041,54,58,52,80,42,237902041,237902
237904041,73,75,70,91,79,237904041,237904
237904043,81,75,75,89,80,237904043,237904
237905041,49,55,56,82,49,237905041,237905
240901041,68,73,74,82,46,240901041,240901
240901042,58,61,61,82,60,240901042,240901
240901043,48,42,47,63,41,240901043,240901
240901044,66,60,60,75,65,240901044,240901
240903041,85,80,75,95,81,240903041,240903
240903043,65,64,64,80,57,240903043,240903
240903044,66,59,67,83,69,240903044,240903
240903045,75,69,68,88,87,240903045,240903
240903046,70,73,74,84,82,240903046,240903
240903047,57,64,62,73,65,240903047,240903
240903048,84,85,83,92,73,240903048,240903
240903053,54,56,49,76,57,240903053,240903
240903054,60,59,58,77,74,240903054,240903
240904041,72,90,100,93,73,240904041,240904
241901041,73,78,85,86,68,241901041,241901
241903041,68,71,72,80,52,241903041,241903
241904042,54,77,75,80,56,241904042,241904
241906041,82,67,89,85,58,241906041,241906
243901041,82,84,79,87,69,243901041,243901
243903041,80,77,73,95,73,243903041,243903
243905046,90,71,62,78,63,243905046,243905
243905048,77,57,45,70,43,243905048,243905
244903041,65,77,62,85,59,244903041,244903
245902041,78,79,69,85,72,245902041,245902
245903041,49,51,48,73,49,245903041,245903
245904041,80,76,65,75,57,245904041,245904
246902041,74,78,68,89,67,246902041,246902
246904040,87,83,77,91,85,246904040,246904
246904041,75,64,62,86,58,246904041,246904
246904042,80,72,66,89,71,246904042,246904
246906041,82,88,85,92,71,246906041,246906
246906042,85,86,78,93,74,246906042,246906
246907041,72,76,75,89,68,246907041,246907
246909041,75,76,71,87,66,246909041,246909
246909042,87,90,90,96,92,246909042,246909
246909043,87,86,85,94,88,246909043,246909
246909044,96,96,96,99,97,246909044,246909
246909045,89,86,88,93,82,246909045,246909
246909046,92,82,83,98,82,246909046,246909
246909047,96,96,95,99,94,246909047,246909
246909051,90,92,93,97,86,246909051,246909
246909052,96,97,96,100,96,246909052,246909
246909053,69,68,58,93,73,246909053,246909
246911041,76,77,66,87,66,246911041,246911
246912042,90,81,73,93,76,246912042,246912
246913041,93,89,88,96,88,246913041,246913
246913042,75,77,68,90,73,246913042,246913
246913043,81,81,79,90,77,246913043,246913
246913044,87,91,88,95,84,246913044,246913
246913045,96,95,95,99,97,246913045,246913
246913046,78,72,70,92,63,246913046,246913
246913047,93,96,92,99,96,246913047,246913
246913048,90,90,90,97,88,246913048,246913
247901041,79,80,72,88,71,247901041,247901
247903041,92,83,84,94,78,247903041,247903
247904041,93,91,96,100,83,247904041,247904
247906041,93,84,80,98,68,247906041,247906
248901041,54,48,56,71,49,248901041,248901
249901041,93,83,88,95,66,249901041,249901
249903041,73,79,72,88,59,249903041,249903
249904041,92,93,85,98,71,249904041,249904
249906041,83,79,73,92,65,249906041,249906
250902041,83,63,56,92,63,250902041,250902
250903041,82,83,87,94,75,250903041,250903
250904041,86,84,73,95,61,250904041,250904
251901041,89,81,89,93,75,251901041,251901
252901041,75,76,68,89,63,252901041,252901
252903041,96,76,75,97,69,252903041,252903
253901041,56,58,63,78,55,253901041,253901
