,gr9_stu_count,gr10_stu_count,gr11_stu_count,gr12_stu_count,black_stu_count,all_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
015907007,654,499,395,369,51,1917,89,167,286,1691,19.6,20.8,21.6,13.4,45400,115.2,015,N,91.7,015907007,015907
015907008,445,391,347,299,9,1482,3,90,281,1178,22.4,24.9,22.5,14.6,46268,95.5,015,N,91.6,015907008,015907
015907010,78,33,21,18,11,150,5,9,39,143,14.9,10.2,16.4,10.5,42806,16.8,015,N,78,015907010,015907
015907011,5,7,1,6,7,19,2,0,19,18,12.7,1,1,16.7,48757,3,015,N,69,015907011,015907
015907014,55,45,101,114,17,315,20,0,35,291,.,.,.,17.1,49415,20.7,015,N,78.4,015907014,015907
015907182,66,32,41,30,36,169,6,0,4,169,.,12.9,31.9,15.6,45885,6.9,015,N,77,015907182,015907
015908001,576,483,385,321,5,1765,25,208,265,1444,21,22.1,19.6,14.2,45034,102.9,015,N,92.9,015908001,015908
015908002,202,167,135,127,37,631,48,68,85,532,21.2,22,19.3,12.8,44858,47.3,015,N,93.4,015908002,015908
015908038,2,9,18,25,1,54,3,0,0,30,.,.,.,9.8,40626,4,015,N,85.5,015908038,015908
015909001,301,207,180,165,4,853,162,75,154,614,24.3,22.1,20.2,12.8,42789,57.5,015,N,92.6,015909001,015909
015910001,543,567,457,390,89,1957,360,187,391,1124,21.5,22.5,22.7,11.8,44365,156.9,015,N,90.7,015910001,015910
015910002,781,656,637,450,242,2524,1323,179,512,576,24.3,24.4,24.7,15.2,46719,156.7,015,N,94.1,015910002,015910
015910003,818,679,694,478,98,2669,1690,264,351,371,23.9,24.8,23.3,13.8,45813,153.2,015,N,93,015910003,015910
015910004,731,579,594,454,572,2358,653,40,423,1276,22.5,22.4,20.3,11.7,44705,159.1,015,N,92.4,015910004,015910
015910005,851,739,694,608,331,2892,1409,135,521,674,23.1,24.2,20.1,14,45775,178.3,015,N,92.8,015910005,015910
015910007,814,759,701,778,123,3052,2108,334,285,108,24.5,24.2,24,11.9,44148,180.7,015,N,94.8,015910007,015910
015910009,118,120,105,97,17,440,216,116,19,109,12.9,18.3,18.2,10,45132,22.2,015,N,95.4,015910009,015910
015910012,15,6,6,5,8,32,9,0,7,14,4.6,5.4,4.2,17.2,47110,8.1,015,N,77.8,015910012,015910
015910054,1,2,2,3,1,8,1,0,0,6,.,.,.,.,.,.,015,N,94.4,015910054,015910
015911001,721,578,517,397,261,2213,975,210,342,873,20.6,21.1,19.9,13.3,44402,128,015,N,93.9,015911001,015911
015912001,830,656,606,494,115,2586,276,151,365,1850,23.1,25.4,25.9,9.9,41063,152.4,015,N,91.6,015912001,015912
015915001,593,527,492,464,144,2076,184,154,250,1095,22.6,24.8,25.8,16.5,44200,133.7,015,N,93.3,015915001,015915
015915002,1115,856,633,584,317,3188,472,252,553,1797,24.4,25,23,11.2,40213,198.1,015,N,92.4,015915002,015915
015915003,679,696,609,551,130,2535,1116,266,364,573,25.5,27.8,27,14.7,42615,151.8,015,N,94.5,015915003,015915
015915005,760,704,636,604,165,2704,1421,339,343,527,26,25.4,27.4,13.5,41656,164.8,015,N,94.7,015915005,015915
015915006,210,205,203,201,31,819,318,193,11,175,22.6,21,21.6,18.3,45499,53.3,015,N,97.6,015915006,015915
015915007,834,742,659,494,282,2729,952,356,386,717,22.9,26.6,26,13.7,41698,167.5,015,N,95.7,015915007,015915
015915008,89,46,21,16,12,172,37,6,63,89,5.9,7,7.5,13.9,41337,21,015,N,80.7,015915008,015915
015915016,786,758,767,655,169,2966,1664,427,370,297,25.5,26.4,26.9,12.5,41329,174.4,015,N,95.4,015915016,015915
015915019,706,693,588,466,294,2453,671,168,334,695,23.9,25.7,26.5,11.4,40039,146.4,015,N,95.3,015915019,015915
015915020,2,2,1,20,2,25,6,0,25,6,.,3,.,9.7,37575,1.7,015,N,90.7,015915020,015915
015915140,1,1,2,3,0,7,3,0,7,3,.,.,.,21,46789,1,015,N,93.4,015915140,015915
015916001,1418,1235,1297,826,1338,4776,1476,276,599,1684,23.3,23.3,23.3,12,43297,284.5,015,N,94.8,015916001,015916
015917001,380,295,269,235,17,1179,191,99,206,826,21,20.4,20.2,10,41353,74.9,015,N,93.2,015917001,015917
015917003,3,1,0,1,0,5,0,0,1,5,.,.,.,.,.,.,015,N,84.4,015917003,015917
016901001,50,44,61,47,0,202,163,24,32,43,14.2,13.3,14.3,19.6,42086,18.8,016,N,96.4,016901001,016901
016902001,87,73,64,63,4,287,200,58,38,103,13.6,14.4,14.1,14.2,39183,24.7,016,N,96.1,016902001,016902
018901001,88,91,76,73,8,328,258,36,48,90,17,16.4,17.1,9.2,36612,27.5,018,N,94.7,018901001,018901
018904001,52,47,46,24,6,169,143,28,41,53,15.4,11.6,15,14.3,42019,16.1,018,N,95.8,018904001,018904
019901001,86,82,59,72,79,299,203,42,46,134,14.6,13.7,14.7,13.9,38155,30.3,019,N,96.6,019901001,019901
019902002,107,91,84,80,62,362,288,26,66,102,15.3,16.3,16.9,15.6,38522,30.5,019,N,95.6,019902002,019902
019905001,133,110,121,97,102,461,350,13,96,144,14.7,17.6,15.6,14.6,37579,40.3,019,N,95.4,019905001,019905
019906001,81,102,80,76,12,339,316,33,53,36,17.3,12.6,17.8,11,34453,31.6,019,N,96,019906001,019906
019907002,435,371,335,289,610,1430,741,86,222,563,21.2,21.2,22.3,13.6,36240,106.9,019,N,95.2,019907002,019907
019907003,13,18,29,38,41,98,55,0,5,38,.,.,.,10.4,23829,3.5,019,N,96.5,019907003,019907
019908001,208,183,142,124,315,657,327,67,138,279,16.6,15.9,20.8,12.3,34930,57.7,019,N,95.1,019908001,019908
019908002,32,24,24,5,21,85,59,0,15,39,19.5,13,14.8,15.7,36952,5.5,019,N,91.3,019908002,019908
019909001,42,27,49,31,0,149,143,23,35,68,15.5,9.9,17,12.9,33975,13.6,019,N,95.2,019909001,019909
019912001,146,157,166,152,41,621,551,154,64,59,19.8,20.7,18.6,13.7,37582,47.2,019,N,96.3,019912001,019912
020901001,1043,849,676,621,97,3189,1875,242,424,970,23.5,23.8,21,10.9,41088,196,020,N,94.3,020901001,020901
020902001,606,463,399,337,261,1805,1009,159,202,486,21,21.2,20.6,11.9,40645,102.6,020,N,95.5,020902001,020902
020904001,53,59,51,49,0,212,173,27,14,37,15.1,15.8,16.6,11.7,40414,17.4,020,N,95.1,020904001,020904
020905001,356,265,248,201,149,1070,404,57,200,614,19.1,21.6,21.8,13.6,42580,71.6,020,N,93.9,020905001,020905
020905002,778,691,592,512,158,2573,1706,319,345,504,23.9,22.5,22.7,13.7,43892,151.4,020,N,94.3,020905002,020905
020905006,2,4,6,20,3,32,12,0,2,4,7,4,3,16.4,36160,3.9,020,N,87.3,020905006,020905
020906002,178,171,139,141,105,629,437,68,71,125,15.9,15.2,16.1,13,42295,45.7,020,N,93.9,020906002,020906
020907001,288,198,191,174,153,851,552,56,93,244,21.4,21.4,22.8,14.2,42424,53.8,020,N,95.1,020907001,020907
020908001,19,1016,811,685,340,2531,1509,90,219,336,22.9,23.5,22.7,15.7,41509,147.3,020,N,95.4,020908001,020908
021901001,650,591,495,489,212,2225,1637,443,169,352,23.3,23.1,24.2,11.8,40388,130.6,021,N,96,021901001,021901
021901002,1,14,24,23,10,62,39,0,3,20,31.3,11.2,15,11.6,38537,7.2,021,N,87.3,021901002,021901
021902001,999,1111,711,648,820,3469,1469,447,524,1744,22.6,20.1,23.8,12,38387,242.1,021,N,93.3,021902001,021902
021902011,1,38,56,51,34,146,57,1,7,57,13.7,8.7,11,11.7,36321,9.3,021,N,83,021902011,021902
021902016,63,7,4,1,18,75,16,0,10,52,10.7,11,10.7,9.5,35600,6,021,N,.,021902016,021902
022004001,17,12,9,13,0,51,16,9,5,31,10.3,10.3,9,10.4,34339,6.5,022,N,95.1,022004001,022004
022901001,97,69,78,78,2,322,134,32,31,128,15.3,15.9,16.2,16.1,37847,26.5,022,N,94.9,022901001,022901
024901001,145,126,99,109,0,479,29,51,78,425,17.1,16.8,15.8,14.3,37064,38.7,024,N,90.8,024901001,024901
025901001,99,97,84,75,29,355,286,28,73,132,18.8,14,16.8,14.4,35588,26.4,025,N,96,025901001,025901
025901002,3,4,1,1,0,9,7,0,4,1,.,.,.,.,.,.,025,N,77.7,025901002,025901
025902001,306,271,265,217,75,1059,645,101,139,364,16.6,15.4,16.5,13,35495,86.3,025,N,95.7,025902001,025902
025904001,22,26,16,13,1,77,54,4,20,39,12.5,13.8,10.4,12.3,34653,9,025,N,95.9,025904001,025904
025908001,16,23,17,12,4,68,57,4,8,29,12.6,15.5,16,18.6,39350,6.2,025,N,96.8,025908001,025908
025909001,119,93,103,73,3,388,330,22,63,107,14,12.7,15.9,13,37074,36.7,025,N,96.3,025909001,025909
026901001,159,159,146,121,78,585,409,13,78,189,17.9,18.2,19.3,12.5,36386,38.9,026,N,94.6,026901001,026901
026902001,64,67,52,52,64,235,137,16,47,103,14.2,15.4,15.8,10.9,36457,21.6,026,N,94.9,026902001,026902
027903001,288,239,205,192,12,924,735,54,164,291,20.7,18.3,22.5,11.9,35897,64.3,027,N,93.7,027903001,027903
027903003,6,9,17,16,0,48,39,0,5,22,9,11,.,17,38274,5.7,027,N,75.6,027903003,027903
027904001,311,253,259,240,20,1063,777,89,118,316,19.6,23.3,20.5,13.2,40290,85.2,027,N,94.1,027904001,027904
028902001,18,344,279,261,75,902,415,65,149,318,24,19.6,20.7,10.2,40687,60.2,028,N,94,028902001,028902
028902038,5,18,16,15,3,54,12,0,4,29,.,.,.,17.5,40620,2.5,028,N,83.6,028902038,028902
028903001,150,102,91,104,35,447,182,45,52,245,14.1,13.2,17.3,11.2,38130,37.8,028,N,94.2,028903001,028903
029901001,338,287,261,237,33,1123,479,205,155,395,21.8,20.9,20.6,14.8,40176,70.3,029,N,92.7,029901001,029901
029901003,10,18,10,17,0,55,20,3,3,21,.,.,.,13.8,39657,3.1,029,N,90.9,029901003,029901
030902001,166,134,105,106,8,511,458,48,95,156,16.7,15.5,17,11.8,37205,40.3,030,N,95.6,030902001,030902
030906001,54,40,48,45,4,187,163,19,35,63,13.8,12.7,14.7,10.9,33269,17.4,030,N,95.8,030906001,030906
031901001,793,615,529,568,4,2505,120,360,272,1946,23.9,24.1,23.4,15.3,41838,175.1,031,N,94,031901001,031901
031901002,760,543,387,374,4,2064,18,162,209,1989,24.8,21.6,24.6,15.2,41467,138.2,031,N,92.4,031901002,031901
031901003,830,556,451,402,5,2239,82,170,264,2142,24.6,23.1,21.7,14.6,41267,145.6,031,N,92.8,031901003,031901
031901004,860,624,482,393,0,2359,40,131,320,2037,26.1,24.2,27,13.1,40061,151,031,N,94.6,031901004,031901
031901007,714,413,369,334,1,1830,18,136,206,1678,23.8,21.8,21.6,11.9,39455,123.1,031,N,93.6,031901007,031901
031903001,925,590,554,433,19,2502,318,299,268,1544,23.2,23.3,21.2,12.9,40178,153.3,031,N,93.3,031903001,031903
031903002,694,448,420,349,23,1911,357,323,203,963,21.9,21.8,20.3,14.4,41525,130.6,031,N,93.5,031903002,031903
031905001,246,177,142,140,1,705,93,88,60,517,14.3,12.9,19.5,15.4,45085,60.6,031,N,94.8,031905001,031905
031906001,800,474,327,434,13,2035,140,152,316,1688,23.9,23.7,21.3,10.7,39020,121.8,031,N,93.3,031906001,031906
031909001,220,161,125,138,3,644,87,53,65,553,17.4,15.8,19.5,10.4,39544,46.4,031,N,94.5,031909001,031909
031911001,194,140,119,146,2,599,33,65,115,442,20,17.4,19,13.7,42387,39.5,031,N,95.3,031911001,031911
031913001,48,61,37,19,0,165,0,10,14,154,12.5,11.6,14.1,10.3,36781,16.9,031,N,94.4,031913001,031913
031914001,99,84,83,69,0,335,11,17,38,324,16,15.4,16.2,13.5,40236,26.2,031,N,92.7,031914001,031914
031916004,230,172,142,146,10,690,64,270,28,372,19.2,20,23,15.7,43987,49.6,031,N,95.3,031916004,031916
031916005,179,166,126,116,4,587,144,247,28,241,16.3,16.9,18.1,19.1,47311,43.9,031,N,96.2,031916005,031916
032902002,218,144,142,129,160,633,336,40,129,329,16.1,14.9,17.2,17.4,38607,54.9,032,N,94.4,032902002,032902
033902001,62,52,48,58,0,220,192,37,31,43,14.9,11.8,17.5,15.8,39179,21.9,033,N,96.2,033902001,033902
033904001,41,31,29,26,0,127,118,23,15,28,13.8,9,12.3,11.7,37022,15.1,033,N,97.1,033904001,033904
034901001,162,143,122,137,213,564,334,78,122,295,.,.,.,14.1,36594,46.4,034,N,95.6,034901001,034901
034903001,73,84,75,66,36,298,245,25,54,113,14.2,13.6,14.8,13.8,38515,26,034,N,94.9,034903001,034903
034905002,65,74,67,67,76,273,194,30,59,101,17.7,13.9,13.8,17.4,39881,26.1,034,N,95.4,034905002,034905
034906001,45,31,38,47,6,161,154,27,40,37,16.6,12.4,13.4,16.6,39747,13.6,034,N,95.5,034906001,034906
034907001,85,103,71,85,69,344,268,17,68,141,17.4,13.6,15.5,12.9,36504,32.1,034,N,97.1,034907001,034907
035901001,96,89,73,68,15,326,74,23,38,221,12.9,18.9,15.2,13.2,36040,37.6,035,N,91.9,035901001,035901
036901001,116,110,97,85,78,408,244,34,53,154,18.1,15.6,19.8,12.7,37832,28.1,036,N,95.5,036901001,036901
036901002,1,4,2,1,1,8,5,0,1,0,.,.,.,.,.,.,036,N,71.3,036901002,036901
036902001,227,227,201,158,17,813,715,55,58,79,15,15.2,15.1,15.5,45176,62,036,N,95.6,036902001,036902
036902002,1,2,0,4,0,7,7,0,1,0,.,.,.,.,.,.,036,N,72.8,036902002,036902
036903001,87,79,85,70,41,321,222,41,38,98,19.4,20.4,20.2,14.6,40020,21.2,036,N,95.3,036903001,036903
037901001,59,53,46,38,79,196,87,19,20,127,12.2,13.9,12.5,12.8,37958,22,037,N,95.9,037901001,037901
037904002,406,298,263,223,274,1190,640,80,198,595,18.9,18.2,19.4,13.5,35427,95.3,037,N,94.6,037904002,037904
037907002,181,137,91,132,73,541,410,40,93,200,16.9,15.3,15.4,14.1,34822,43,037,N,94.5,037907002,037907
037909001,28,30,13,18,8,89,78,15,13,47,16.2,13.6,21,12.4,36006,8.7,037,N,93.2,037909001,037909
038901001,86,82,61,80,21,309,196,33,44,119,13.3,14.8,15.5,14.3,37175,31.6,038,N,95.4,038901001,038901
039902001,93,72,87,63,4,315,299,35,53,41,14.4,13.4,16.4,17.8,39313,30,039,N,95,039902001,039902
039903001,51,34,41,33,0,159,146,9,18,62,13.9,10.9,12.9,6.6,30655,14.1,039,N,93.8,039903001,039903
040901001,39,41,31,25,11,136,33,17,24,110,10.4,13.3,10.4,12.3,36746,17.1,040,N,95.1,040901001,040901
040902002,1,7,0,1,0,9,6,0,2,7,.,.,.,.,.,.,040,N,82.1,040902002,040902
040902003,7,3,1,1,1,12,9,0,2,12,.,.,.,8.5,33576,2,040,N,.,040902003,040902
042901001,84,77,57,62,13,280,197,37,36,95,11.4,15.9,14,14.7,35847,25.6,042,N,95.9,042901001,042901
042901002,11,6,6,2,0,25,22,0,8,22,.,.,.,9.6,31582,6,042,N,80.8,042901002,042901
043901001,9,1013,942,858,183,2822,2288,315,355,127,22,23.2,22.8,10.5,42422,168,043,N,96,043901001,043901
043902001,77,100,70,75,3,322,270,26,50,77,13.1,13.9,14.3,9.4,35718,29.9,043,N,96.2,043902001,043902
043903001,118,103,83,87,19,391,316,46,48,72,14.3,15.4,18.1,11.1,37430,35.1,043,N,95.8,043903001,043903
043904001,122,99,96,84,21,401,299,28,48,122,16.3,16.4,18.4,14.2,39812,31.1,043,N,96.3,043904001,043904
043905001,416,348,624,510,171,1898,1270,97,188,186,20.3,20.3,21.1,11.4,42899,138,043,N,95.1,043905001,043905
043905002,424,321,3,1,66,749,518,40,59,54,16.7,18.4,19.7,8.2,40598,69.2,043,N,.,043905002,043905
043907002,561,535,392,411,172,1899,1328,203,177,263,20.3,18.2,20.1,10.3,40575,116.5,043,N,93.5,043907002,043907
043907004,635,503,427,319,183,1884,1204,157,201,326,20.6,17.6,19.8,8.2,39104,119.2,043,N,93.6,043907004,043907
043910025,3,0,1,1,2,5,3,0,0,2,1.2,1,1.5,6.8,41210,3.1,043,N,82.6,043910025,043910
043911001,208,188,166,124,18,686,549,62,96,181,17.2,18.5,21.1,9.6,37862,44.7,043,N,95.3,043911001,043911
043912001,101,115,83,74,12,373,299,35,57,31,16.3,19.6,19.9,10.6,37224,28,043,N,96.7,043912001,043912
043914001,540,431,393,306,111,1670,1285,153,200,248,20.9,20.6,23.1,9.6,40350,114.7,043,N,95.6,043914001,043914
043917001,63,41,53,35,1,192,173,22,42,43,14.5,12.3,15.5,11,38133,18.7,043,N,96.2,043917001,043917
043918001,126,116,99,93,11,434,363,48,82,90,15.4,16.4,15.1,10.9,35414,35.7,043,N,94.5,043918001,043918
044902001,42,36,34,54,17,166,89,14,32,87,12.3,11.3,13.3,13.9,37033,19.6,044,N,95.4,044902001,044902
045902001,135,140,135,110,52,520,371,31,77,148,19.4,14.9,16.7,15.1,38640,39.2,045,N,96,045902001,045902
045903001,108,87,105,102,96,402,133,39,95,222,18.2,13.8,17.3,14,41026,32.3,045,N,95.4,045903001,045903
045905002,58,60,70,60,32,248,169,27,42,65,14.4,13.1,13.5,15.3,37330,22.4,045,N,94.6,045905002,045905
046901001,484,504,432,403,25,1823,1091,156,200,455,22.8,21.7,21.2,13.9,41800,116.6,046,N,94.4,046901001,046901
046901038,3,6,27,38,0,74,37,2,7,16,.,.,.,12.3,42473,4.3,046,N,93.3,046901038,046901
046902001,429,356,302,340,25,1427,973,148,171,297,25.7,24.4,23.8,16.7,43117,89.5,046,N,95.2,046902001,046902
046902002,666,548,448,468,14,2130,1770,225,286,384,23.1,24.1,22.5,14.3,41951,125.9,046,N,93.2,046902002,046902
046902201,6,15,17,31,0,69,51,0,11,19,.,.,.,7.9,33887,9,046,N,86.6,046902201,046902
