,gr6_stu_count,gr7_stu_count,gr8_stu_count,black_stu_count,all_stu_count,white_stu_count,gifted_stu_count,spec_ed_stu_count,econ_dis_stu_count,eng_class_size,math_class_size,sci_class_size,teacher_experience,teacher_avg_salary,teacher_fte,county_num,charter_school,attendance,CAMPUS,DISTRICT
001902041,41,45,46,16,132,107,19,17,54,14.5,14.7,13,10.7,39062,12.6637,001,N,96.8,001902041,001902
001903041,97,110,94,18,301,266,22,37,139,17.2,16.8,16.8,11.1875,37694,25.4591,001,N,96.4,001903041,001903
001904041,61,59,67,28,187,145,12,29,93,11.1,20,14.9,12.229329719,37060,16.6276,001,N,95.8,001904041,001904
001907041,230,260,218,205,708,262,44,66,480,21.3,15.6,16.4,10.515002194,35372,56.0945,001,N,96,001907041,001907
002901041,216,210,224,9,650,254,45,97,256,15.8,22.2,17.4,13.9,50805,47.4445,002,N,95.6,002901041,002901
003903044,582,596,556,489,1734,698,203,317,1017,17.3,21,22.8,13.305875013,42693,124.1352,003,N,96,003903044,003903
003904041,139,102,137,13,378,357,40,44,148,19.8,16.7,20.1,9.75,38276,30.0649,003,N,95.6,003904041,003904
003905041,117,123,124,52,364,137,23,38,260,14.7,16.9,19,9.7714285714,39492,34.1283,003,N,96.2,003905041,003905
003907041,120,121,139,11,380,315,21,72,169,17,16.1,18.4,16.333333333,44559,28.3119,003,N,96.1,003907041,003907
004901041,222,250,251,10,723,432,39,100,414,19.9,20.2,20.6,13.697990183,44101,55.4324,004,N,95,004901041,004901
005902041,61,71,68,0,200,191,16,10,48,16.4,16.9,17.6,14.416666667,39044,15.5948,005,N,97.1,005902041,005902
007901041,33,30,42,0,105,14,6,11,77,17.9,10.4,18.3,10.333333333,48882,7.9213,007,N,94.6,007901041,007901
007902041,88,74,85,1,247,94,28,20,145,20.1,23.3,24.6,13.035714286,47026,21.9135,007,N,96.2,007902041,007902
007904041,120,112,115,2,347,90,37,25,219,15.8,19.9,18.7,9,40870,30.7534,007,N,96.2,007904041,007904
007906041,137,134,135,1,406,60,31,45,273,18.3,23.8,18.8,9.2962962963,40980,24.5908,007,N,95.6,007906041,007906
008901041,156,176,176,64,508,346,79,92,169,18,16.2,20.6,13.13253012,42788,40.4224,008,N,95.8,008901041,008901
008902041,188,207,179,82,574,273,56,109,282,19.3,18,17.2,13.86,45430,46.5906,008,N,97,008902041,008902
008903041,59,57,58,23,174,75,6,15,81,12.3,13.4,14.4,17.713266924,48297,16.0987,008,N,95.7,008903041,008903
009901041,114,110,102,1,326,80,32,36,248,14.3,13.9,16.3,13.290322581,40837,27.6789,009,N,96.4,009901041,009901
010902041,189,192,177,4,558,431,86,83,248,17.2,19.4,17.5,12.551020408,43903,42.6661,010,N,95.6,010902041,010902
011902041,250,250,255,113,755,269,57,89,467,20.8,22.7,23,12.928571429,43456,51.9352,011,N,95.9,011902041,011902
011904041,131,157,116,47,404,278,21,46,163,14.9,17.7,18.1,11.441176471,39925,33.3918,011,N,95.9,011904041,011904
013901041,235,293,278,28,806,160,84,82,510,19.3,19.8,20.6,14.552169044,44850,49.5384,013,N,93.4,013901041,013901
013905041,53,56,61,9,170,61,9,20,104,18.9,16.4,19.5,11.27563271,41574,12.7004,013,N,96.8,013905041,013905
014903042,296,279,297,53,872,542,74,155,448,14.7,15.8,19.9,13.032051282,41933,70.3789,014,N,95.4,014903042,014903
014903043,291,303,293,82,887,552,69,101,303,17.9,19.4,20.5,12.116315583,41710,66.0351,014,N,96.5,014903043,014903
014905041,46,32,44,5,122,78,15,10,61,15.1,18.1,18.8,16.529284764,44522,10.0961,014,N,97.3,014905041,014905
014906009,19,55,34,73,108,27,0,36,81,.,.,.,14.461538462,50693,12.9996,014,N,89.2,014906009,014906
014906041,148,149,156,158,453,156,32,75,308,16.8,16.5,19.7,5.5270933866,43020,40.1455,014,N,94.2,014906041,014906
014906042,212,219,214,236,645,230,87,103,310,20.1,16.4,21.6,10.836363636,45700,51.8364,014,N,95.3,014906042,014906
014906043,240,210,195,334,645,181,43,109,348,17,17.1,22.3,10.87037037,46669,51.7622,014,N,95.4,014906043,014906
014906044,200,207,233,323,640,139,42,111,364,19.2,19.5,21.8,10.371334855,45935,48.6354,014,N,95.1,014906044,014906
014906045,197,158,176,218,531,205,23,55,318,22.8,21.6,23.6,12.283859455,47217,36.8213,014,N,95.3,014906045,014906
014906046,230,301,265,193,796,412,95,116,321,19,20.7,24.1,11.781848733,46893,58.3504,014,N,95.3,014906046,014906
014906048,263,259,236,374,758,184,38,108,372,18,20.3,20.9,6.9686458309,43536,53.6956,014,N,95.9,014906048,014906
014906049,265,236,323,347,824,275,82,123,281,18.5,17.2,21.2,8.5360096741,44248,60.7325,014,N,97.2,014906049,014906
014906050,325,294,281,461,900,192,64,128,420,22.4,22,25.9,7.7526057369,43438,57.795,014,N,95.5,014906050,014906
014906051,352,303,288,259,943,473,140,97,180,21.8,22,18.8,9.7412834713,45013,56.5744,014,N,96.7,014906051,014906
014906052,231,213,157,201,601,262,22,98,359,18,19.5,18.9,7.7533379943,43696,45.0369,014,N,95,014906052,014906
014907041,69,64,64,5,197,159,32,28,90,15.9,16.8,17.5,15.47826087,39867,16.3607,014,N,97.7,014907041,014907
014909041,212,197,203,171,612,219,46,88,395,21.3,23.1,21.4,7.9881601219,40567,44.9338,014,N,94.3,014909041,014909
014909042,179,226,183,224,588,173,46,80,377,19.8,20.5,22.4,9.3883920009,40610,49.7009,014,N,94.6,014909042,014909
014909044,205,172,191,107,568,237,87,83,326,23.4,27.7,24.5,8.6124430442,40135,43.6296,014,N,94.4,014909044,014909
014910041,89,90,109,7,288,221,48,54,113,16.6,14.7,19.6,15.5,39891,23.9868,014,N,96.5,014910041,014910
015805041,68,84,75,4,227,12,0,32,199,26.5,26.5,26.5,8.7470554891,44623,14.0899,015,Y,93.4,015805041,015805
015813041,2,4,1,3,7,0,0,0,1,.,.,.,18.4,12928,2.063,015,Y,87.1,015813041,015813
015901041,359,350,373,21,1082,679,284,81,216,22,18.1,25.2,11.918848168,50990,73.7716,015,N,95.6,015901041,015901
015904041,283,304,280,7,867,17,91,93,772,19.7,20.8,24.2,13.517857143,48983,54.9059,015,N,95.9,015904041,015904
015904042,251,259,218,4,728,6,83,96,638,19.8,24.2,20,10.945518727,46672,51.8405,015,N,95.7,015904042,015904
015904043,255,239,194,2,688,32,63,84,587,24,16.1,30.3,13.177777778,48158,44.2047,015,N,95.6,015904043,015904
015904044,207,191,228,8,626,47,42,82,498,18.4,19.3,20.6,11.104166667,46485,47.0073,015,N,95.8,015904044,015904
015905041,231,215,199,3,645,7,65,99,567,20.3,19.6,24.5,12.457859979,47553,42.2126,015,N,94.5,015905041,015905
015905044,208,209,215,12,632,4,68,100,604,18.6,21,25.7,10.508447225,46067,45.9667,015,N,94.7,015905044,015905
015905045,133,133,143,8,409,3,54,67,399,22.4,24.6,25.3,9.7079811517,46202,30.1102,015,N,95.3,015905045,015905
015905046,165,209,192,2,566,4,78,103,505,19.4,23.7,22.9,11.221749411,47431,41.223,015,N,93.4,015905046,015905
015906041,93,95,82,69,270,144,52,25,25,19.5,17.8,22.3,17.304347826,51324,21.2301,015,N,97.2,015906041,015906
015907041,273,230,246,43,749,35,44,123,647,20.1,27.1,22.5,10.58974359,46709,38.5043,015,N,94.3,015907041,015907
015907042,110,132,118,9,360,4,23,84,343,20.5,20.1,19.4,17.115384615,50879,24.7942,015,N,93.2,015907042,015907
015907043,144,147,168,202,459,14,72,51,400,22.3,19.6,20.1,15.275862069,51276,27.7942,015,N,94.6,015907043,015907
015907046,140,120,138,90,398,6,16,94,383,19.9,18.5,24,12.884615385,47967,26.0043,015,N,94.1,015907046,015907
015907047,210,195,203,0,608,13,54,77,533,16.2,19,20.5,12.942857143,48353,34.5045,015,N,95.9,015907047,015907
015907049,260,272,245,5,777,4,72,113,719,20.4,25.2,22.9,15.382978723,50704,47.0022,015,N,94.4,015907049,015907
015907050,207,227,244,10,678,29,46,114,571,18.7,19.4,23.2,13.657894737,49187,37.3858,015,N,95,015907050,015907
015907051,124,186,166,3,476,6,35,65,410,17.3,19.9,22.1,11.379310345,46991,28.7452,015,N,95.5,015907051,015907
015907052,174,183,175,3,532,10,31,75,457,19.4,25.3,22.7,8.4666666667,46138,30.0041,015,N,95.3,015907052,015907
015907053,147,195,174,16,516,9,37,101,461,19.1,23.8,20.5,9.8484848485,46611,32.1949,015,N,95.3,015907053,015907
015907054,243,248,251,92,742,15,126,116,648,19.1,22.6,24.1,14.261904762,49108,42.0064,015,N,94,015907054,015907
015907055,217,222,220,15,659,13,127,79,548,20.7,25.9,20.7,8.8611111111,46301,36.0029,015,N,94.6,015907055,015907
015907057,193,224,193,42,610,54,43,103,503,20.5,24.2,25.1,15.447368421,50807,35.9161,015,N,94.3,015907057,015907
015907058,207,218,191,15,616,18,51,102,551,21.1,24.2,24,10.78125,46557,32.0023,015,N,94.1,015907058,015907
015907059,252,291,233,5,776,18,63,123,698,20.4,22.9,24.1,11.581395349,47737,42.6654,015,N,94.7,015907059,015907
015907061,253,255,235,6,743,13,157,70,635,20.7,20,19.6,15.976744186,52092,42.1757,015,N,95.6,015907061,015907
015908041,178,189,163,1,530,7,22,56,475,18.8,18.9,19.3,13.66,47259,41.3462,015,N,95,015908041,015908
015908042,178,179,190,20,547,20,26,90,431,19.8,11.8,18,8.5744680851,45225,42.5507,015,N,94,015908042,015908
015908043,155,147,155,3,457,8,18,52,348,17,16.3,18.8,12.897959184,48719,41.1143,015,N,94.3,015908043,015908
015908044,192,175,167,2,534,10,37,53,419,19.5,18.4,20.9,8.085106383,45130,40.6131,015,N,95.7,015908044,015908
015910041,360,383,402,81,1145,498,118,122,413,23.1,19.6,25.9,11.975308642,51388,78.3376,015,N,95.4,015910041,015910
015910042,307,299,295,151,901,274,76,148,510,21.4,16.1,24.4,11.028571429,51005,69.2489,015,N,95.5,015910042,015910
015910043,412,377,365,140,1154,301,138,140,742,18.2,18.3,19.9,9.7865168539,50114,86.9823,015,N,94.5,015910043,015910
015910044,319,301,246,40,866,67,48,105,745,18.7,19,22.9,10.220779221,50130,70.2997,015,N,94.2,015910044,015910
015910045,273,329,305,42,907,255,97,113,448,19.4,20.4,23.4,10.088235294,50293,65.122,015,N,95.9,015910045,015910
015910046,322,338,343,333,1003,150,47,180,701,21.2,21.1,25.1,10.1625,49963,75.058,015,N,94.5,015910046,015910
015910047,329,345,334,122,1008,344,74,127,547,25,21.6,27,10.743243243,50448,71.1173,015,N,95.6,015910047,015910
015910048,432,392,431,38,1255,745,191,99,219,24,23.2,27.4,12.364705882,51243,80.8557,015,N,96.5,015910048,015910
015910049,350,341,331,93,1022,466,86,115,322,24.2,21,26.6,13.77027027,52279,71.3658,015,N,95.8,015910049,015910
015910050,367,361,312,57,1040,604,126,89,92,26.4,25.5,26.9,11.814285714,50913,65.9193,015,N,96.8,015910050,015910
015910053,7,11,21,13,39,6,0,17,29,16.5,16.5,17,13.272727273,52486,9.6683,015,N,80,015910053,015910
015910056,492,431,463,65,1386,804,194,138,131,25.2,23.1,26.1,9.2421052632,49498,91.7417,015,N,96.5,015910056,015910
015910057,333,339,310,49,982,596,125,91,81,21,21.1,21.6,10.055555556,49691,68.8447,015,N,.,015910057,015910
015910058,416,482,436,132,1334,543,103,151,440,23.2,22.1,24,9.7582417582,49920,87.3311,015,N,96,015910058,015910
015915041,382,377,349,84,1108,158,130,172,694,25.1,25.1,26.4,9.9154929577,48428,67.2152,015,N,94,015915041,015915
015915042,339,278,318,71,935,69,108,157,770,23,24,20.5,7.5797101449,46526,64.8773,015,N,94.7,015915042,015915
015915043,357,325,319,44,1001,29,76,165,817,19.8,19.3,22,9.3108108108,47579,69.9884,015,N,94.5,015915043,015915
015915044,341,336,355,36,1032,39,124,180,879,18.1,23.7,25.3,8.6708860759,47597,75.1606,015,N,93.6,015915044,015915
015915045,343,361,332,94,1036,391,163,128,424,22.8,21.3,26.8,13.969230769,50738,61.4532,015,N,95.5,015915045,015915
015915046,449,451,428,169,1328,153,107,174,847,23.1,16.8,23,9.1785714286,47642,81.2295,015,N,94.8,015915046,015915
015915047,503,521,520,86,1544,556,266,194,461,25.4,25.3,24.2,14.186813187,51244,87.406,015,N,95.5,015915047,015915
015915048,382,388,352,94,1122,317,127,154,556,24,19.3,24.1,15.194444444,52330,69.3634,015,N,95.4,015915048,015915
